SITE;APPLICATION;ANNEE;MOIS;PREMIERE_VISITE;DERNIERE_VISITE;NB_VISITEURS;NB_VISITE;MOY_VISITEURS_VISITE;PAGES;MOY_PAGES_VISITE;HITS;MOY_HITS_VISITE;VOL_BANDEPASSANTE;MOY_BANDEPASSANTE_VISITE
stats.agriculture.gouv.fr_prodcomfedalim;prodcomfedalim;2016;Décembre;01 Dec 2016 - 10:31;01 Dec 2016 - 10:31;1;1;1,00;4;4,00;43;43,00;0,12;126,00
stats.agriculture.gouv.fr_prodcomffs;prodcomffs;2016;Décembre;NA;13 Dec 2016 - 10:47;1;5;5,00;68;13,60;555;111,00;2,98;610,80
stats.agriculture.gouv.fr_prodcomfict;prodcomfict;2016;Décembre;NA;22 Dec 2016 - 08:53;5;5;1,00;25;5,00;438;87,60;3,04;623,40
stats.agriculture.gouv.fr_prodcomhmf;prodcomhmf;2016;Décembre;NA;18 Dec 2016 - 21:00;4;4;1,00;39;9,75;394;98,50;2,29;585,50
stats.agriculture.gouv.fr_prodcommalteurs;prodcommalteurs;2016;Décembre;NA;13 Dec 2016 - 12:42;1;1;1,00;8;8,00;91;91,00;0,37;374,00
stats.agriculture.gouv.fr_prodcomsifpaf;prodcomsifpaf;2016;Décembre;NA;13 Dec 2016 - 12:20;2;2;1,00;10;5,00;93;46,50;0,40;204,00
stats.agriculture.gouv.fr_prodcomsirops;prodcomsirops;2016;Décembre;NA;28 Dec 2016 - 15:34;2;4;2,00;12;3,00;377;94,25;4,79;1227,00
stats.agriculture.gouv.fr_prodcomusipa;prodcomusipa;2016;Décembre;NA;13 Dec 2016 - 12:46;1;1;1,00;3;3,00;70;70,00;0,26;271,00
stats.agriculture.gouv.fr_qualite;qualite;2016;Décembre;NA;14 Dec 2016 - 16:05;1;1;1,00;1;1,00;77;77,00;0,35;360,00
stats.agriculture.gouv.fr_ricafiche2014;ricafiche2014;2016;Décembre;01 Dec 2016 - 06:42;09 Dec 2016 - 14:23;3;3;1,00;4;1,33;209;69,67;0,73;248,00
stats.agriculture.gouv.fr_ricafiche2015;ricafiche2015;2016;Décembre;01 Dec 2016 - 06:43;20 Dec 2016 - 16:20;28;115;4,11;8745;76,04;17538;152,50;345,70;3078,27
stats.agriculture.gouv.fr_sesam;sesam;2016;Décembre;01 Dec 2016 - 08:11;31 Dec 2016 - 15:39;658;1044;1,59;23254;22,27;132848;127,25;892,70;875,60
stats.agriculture.gouv.fr_siqo;siqo;2016;Décembre;NA;14 Dec 2016 - 17:48;2;2;1,00;20;10,00;203;101,50;2,94;1506,00
stats.agriculture.gouv.fr_sriexf2014;sriexf2014;2016;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
stats.agriculture.gouv.fr_sriexf2015;sriexf2015;2016;Décembre;NA;29 Dec 2016 - 15:26;10;34;3,40;1004;29,53;2286;67,24;45,66;1375,26
stats.agriculture.gouv.fr_suricate;suricate;2016;Décembre;05 Dec 2016 - 10:44;19 Dec 2016 - 15:37;2;3;1,50;3;1,00;66;22,00;0,04;14,33
stats.agriculture.gouv.fr_suricatetestgu;suricatetestgu;2016;Décembre;01 Dec 2016 - 08:24;28 Dec 2016 - 16:17;17;81;4,76;12589;155,42;17351;214,21;566,68;7163,93
stats.national.agri;;2016;Décembre;01 Dec 2016 - 04:51;31 Dec 2016 - 21:19;606;8674;14,31;697319;80,39;1274142;146,89;18958,83;2238,17
stats.national.agri_balsa;balsa;2016;Décembre;01 Dec 2016 - 08:30;30 Dec 2016 - 16:25;83;369;4,45;6593;17,87;24497;66,39;254,29;705,67
stats.national.agri_balsa-iaa;balsa-iaa;2016;Décembre;01 Dec 2016 - 08:17;28 Dec 2016 - 11:43;21;98;4,67;170046;1735,16;173206;1767,41;229,88;2402,00
stats.national.agri_capitale;capitale;2016;Décembre;01 Dec 2016 - 09:23;30 Dec 2016 - 14:11;30;185;6,17;2407;13,01;12060;65,19;102,13;565,30
stats.national.agri_caprins;caprins;2016;Décembre;01 Dec 2016 - 07:05;29 Dec 2016 - 15:36;101;303;3,00;6397;21,11;15698;51,81;226,13;764,23
stats.national.agri_cepagelr;cepagelr;2016;Décembre;14 Dec 2016 - 15:03;14 Dec 2016 - 16:15;1;1;1,00;18;18,00;110;110,00;0,93;947,00
stats.national.agri_cerise;cerise;2016;Décembre;02 Dec 2016 - 11:55;19 Dec 2016 - 09:05;8;8;1,00;68;8,50;783;97,88;2,39;306,12
stats.national.agri_disar-intranet;disar-intranet;2016;Décembre;01 Dec 2016 - 09:07;30 Dec 2016 - 15:25;49;132;2,69;5984;45,33;13388;101,42;284,12;2204,05
stats.national.agri_eppfruits;eppfruits;2016;Décembre;01 Dec 2016 - 10:35;19 Dec 2016 - 16:09;3;4;1,33;22;5,50;167;41,75;1,26;323,25
stats.national.agri_epplegumes;epplegumes;2016;Décembre;01 Dec 2016 - 09:30;29 Dec 2016 - 16:23;15;52;3,47;1178;22,65;6135;117,98;62,82;1237,04
stats.national.agri_gedstats;gedstats;2016;Décembre;06 Dec 2016 - 13:48;25 Dec 2016 - 19:09;5;5;1,00;109;21,80;466;93,20;3,11;636,00
stats.national.agri_marise-web;marise-web;2016;Décembre;01 Dec 2016 - 08:09;21 Dec 2016 - 15:06;3;39;13,00;1261;32,33;2230;57,18;26,61;698,72
stats.national.agri_naskapi;naskapi;2016;Décembre;01 Dec 2016 - 04:51;31 Dec 2016 - 18:48;280;2234;7,98;16567;7,42;33172;14,85;236,82;108,55
stats.national.agri_orge;orge;2016;Décembre;01 Dec 2016 - 07:23;30 Dec 2016 - 16:36;139;883;6,35;18881;21,38;74660;84,55;581,91;674,83
stats.national.agri_ovins;ovins;2016;Décembre;01 Dec 2016 - 07:06;29 Dec 2016 - 15:43;134;458;3,42;7310;15,96;19178;41,87;236,85;529,55
stats.national.agri_pelevage2015;pelevage2015;2016;Décembre;02 Dec 2016 - 11:35;29 Dec 2016 - 09:05;13;37;2,85;1154;31,19;2530;68,38;58,75;1625,97
stats.national.agri_phytogc2014;phytogc2014;2016;Décembre;14 Dec 2016 - 12:18;19 Dec 2016 - 14:12;2;2;1,00;7;3,50;88;44,00;0,40;206,00
stats.national.agri_pkfruits2015;pkfruits2015;2016;Décembre;01 Dec 2016 - 09:51;30 Dec 2016 - 14:16;8;71;8,88;1454;20,48;22069;310,83;252,00;3634,51
stats.national.agri_porcins;porcins;2016;Décembre;01 Dec 2016 - 07:12;29 Dec 2016 - 16:05;124;445;3,59;11412;25,64;24270;54,54;397,52;914,74
stats.national.agri_terlab;terlab;2016;Décembre;01 Dec 2016 - 06:55;31 Dec 2016 - 21:19;215;1905;8,86;34053;17,88;73344;38,50;1057,22;568,29
usager.agriculture.gouv.fr;;2016;Décembre;01 Dec 2016 - 00:11;31 Dec 2016 - 23:58;1864;6582;3,53;106038;16,11;365102;55,47;1654,53;257,41
usager.agriculture.gouv.fr_bdnu-services-marquage-ws-1.2;bdnu-services-marquage-ws-1.2;2016;Décembre;29 Dec 2016 - 10:32;29 Dec 2016 - 10:32;1;1;1,00;1;1,00;1;1,00;0,00;0,00
usager.agriculture.gouv.fr_bdnu-services-recherche-ws;bdnu-services-recherche-ws;2016;Décembre;01 Dec 2016 - 15:53;19 Dec 2016 - 10:26;6;15;2,50;57;3,80;57;3,80;0,39;26,80
usager.agriculture.gouv.fr_bdnu-services-recherche-ws-1.2;bdnu-services-recherche-ws-1.2;2016;Décembre;01 Dec 2016 - 04:02;31 Dec 2016 - 06:11;56;1173;20,95;14363;12,24;14363;12,24;64,92;56,67
usager.agriculture.gouv.fr_bdnu-services-referentiels-ws;bdnu-services-referentiels-ws;2016;Décembre;01 Dec 2016 - 00:44;31 Dec 2016 - 23:31;45;1891;42,02;8526;4,51;8526;4,51;19,58;10,60
usager.agriculture.gouv.fr_bdnu-services-referentiels-ws-1.2;bdnu-services-referentiels-ws-1.2;2016;Décembre;01 Dec 2016 - 04:05;31 Dec 2016 - 06:11;29;834;28,76;10208;12,24;10208;12,24;23,63;29,01
usager.agriculture.gouv.fr_creation-collaborateur;creation-collaborateur;2016;Décembre;02 Dec 2016 - 06:56;27 Dec 2016 - 20:51;13;39;3,00;217;5,56;3289;84,33;6,27;164,54
usager.agriculture.gouv.fr_inscription_usager;inscription_usager;2016;Décembre;01 Dec 2016 - 00:11;31 Dec 2016 - 23:58;1584;2488;1,57;35900;14,43;171080;68,76;578,77;238,21
usager.agriculture.gouv.fr_interfacebdnu;interfacebdnu;2016;Décembre;01 Dec 2016 - 08:11;30 Dec 2016 - 16:44;195;985;5,05;36766;37,33;157578;159,98;960,97;999,02
usager.national.agri;;2016;Décembre;01 Dec 2016 - 05:08;30 Dec 2016 - 20:39;162;1192;7,36;486537;408,17;564835;473,85;2345,75;2015,14
usager.national.agri_interfacebdnu;interfacebdnu;2016;Décembre;01 Dec 2016 - 05:08;30 Dec 2016 - 17:25;136;479;3,52;22899;47,81;101143;211,15;649,23;1387,93
webmail.agricoll.agriculture.gouv.fr;;2016;Décembre;01 Dec 2016 - 00:00;31 Dec 2016 - 23:59;8341;26962;3,23;1460336;54,16;2054299;76,19;13884,75;527,33
webmail.agricoll.national.agri;;2016;Décembre;01 Dec 2016 - 00:00;31 Dec 2016 - 23:59;1267;3643;2,88;363980;99,91;439868;120,74;2554,73;718,10
webstat.rmap.auzeville.agri;;2016;Décembre;01 Dec 2016 - 13:20;23 Dec 2016 - 11:10;14;34;2,43;249;7,32;845;24,85;6,68;201,18
