insee_com,postal_code,nom_comm,nom_dept,nom_region,statut,z_moyen,superficie,population,lat,lon,geo_shape,id_geofla,code_comm,code_cant,code_arr,code_dept,code_reg
33043,33760,BELLEBAT,GIRONDE,AQUITAINE,Commune simple,80.0,488.0,0.2,44.7382366196, -0.221985163561,"{""type"": ""Polygon""; ""coordinates"": [[[-0.219979642906453; 44.723955165474]; [-0.226971699517199; 44.72929300483845]; [-0.239899317605695; 44.73911538712115]; [-0.238616021666848; 44.74888437002128]; [-0.203663159835771; 44.74371082767809]; [-0.202487827364478; 44.738834147777176]; [-0.219979642906453; 44.723955165474]]]}",14357,43.0,48,3,33,72
33014,33570,LES ARTIGUES-DE-LUSSAC,GIRONDE,AQUITAINE,Commune simple,46.0,1022.0,1.0,44.9726275615, -0.140230577945,"{""type"": ""Polygon""; ""coordinates"": [[[-0.129300415549733; 44.95986158396887]; [-0.142511598120184; 44.96324637434493]; [-0.149698776202798; 44.954275450888574]; [-0.154444470931308; 44.95359120471933]; [-0.172497004230286; 44.9647014560169]; [-0.128041428436024; 44.994372175749675]; [-0.12095129740248; 44.9904263962472]; [-0.116508807581602; 44.98064818171516]; [-0.118225570274397; 44.9704359745026]; [-0.129300415549733; 44.95986158396887]]]}",13558,14.0,31,5,33,72
33084,33880,CAMBES,GIRONDE,AQUITAINE,Commune simple,53.0,535.0,1.3,44.7403794347, -0.462515708887,"{""type"": ""Polygon""; ""coordinates"": [[[-0.458048243215631; 44.72667717584467]; [-0.483650238920068; 44.73612976395617]; [-0.465528772298992; 44.75494718197385]; [-0.452635031211388; 44.749492326385926]; [-0.445786348437463; 44.74586670177118]; [-0.446405040972893; 44.73677277738881]; [-0.458048243215631; 44.72667717584467]]]}",13281,84.0,23,2,33,72
33415,33240,SAINT-GERVAIS,GIRONDE,AQUITAINE,Commune simple,28.0,563.0,1.5,45.0168841442, -0.466644365612,"{""type"": ""Polygon""; ""coordinates"": [[[-0.483182971812567; 45.00257977801812]; [-0.490897167001295; 45.00446489762574]; [-0.489064455661976; 45.01113762146868]; [-0.475534320868924; 45.020771946014584]; [-0.473384054689209; 45.02707575910465]; [-0.469861191509302; 45.02888001930503]; [-0.452930201728111; 45.02657675709002]; [-0.448712272620786; 45.02639212663881]; [-0.444157793025983; 45.018467113680266]; [-0.448277826235808; 45.01253552741422]; [-0.477565530278557; 45.008469474763885]; [-0.483182971812567; 45.00257977801812]]]}",7596,415.0,39,1,33,72
33328,33500,POMEROL,GIRONDE,AQUITAINE,Commune simple,26.0,627.0,0.7,44.9313091859, -0.204692390776,"{""type"": ""Polygon""; ""coordinates"": [[[-0.202620619473596; 44.91502510187652]; [-0.211424538244946; 44.91751023007234]; [-0.21251106632706; 44.92430013342804]; [-0.225498423969281; 44.93420542770603]; [-0.224472431290293; 44.94084935313341]; [-0.218610163816558; 44.94636288622992]; [-0.207608020910688; 44.941247341060425]; [-0.174250621827678; 44.931356153296974]; [-0.195212696032923; 44.92367267271082]; [-0.202620619473596; 44.91502510187652]]]}",14980,328.0,30,5,33,72
33135,33760,COURPIAC,GIRONDE,AQUITAINE,Commune simple,51.0,218.0,0.1,44.7547642391, -0.185776017902,"{""type"": ""Polygon""; ""coordinates"": [[[-0.175713082743008; 44.75071499874934]; [-0.184173899432961; 44.74784104146007]; [-0.198060278022804; 44.74856720460861]; [-0.189009876284038; 44.76578576851765]; [-0.184448970433926; 44.76096124779174]; [-0.173628717636517; 44.757919934474955]; [-0.175713082743008; 44.75071499874934]]]}",31951,135.0,48,3,33,72
33272,33620,MARSAS,GIRONDE,AQUITAINE,Commune simple,56.0,803.0,1.1,45.0629627303, -0.376243370882,"{""type"": ""Polygon""; ""coordinates"": [[[-0.378035553088895; 45.043348886012794]; [-0.391768161817739; 45.058297056643596]; [-0.400533965849252; 45.05984113872323]; [-0.388971030655015; 45.07739799272739]; [-0.37567540791366; 45.07417886171892]; [-0.355106752356383; 45.08155944092963]; [-0.35422332480894; 45.08167616788631]; [-0.364912887571504; 45.054272422307875]; [-0.362412441231281; 45.04736363606388]; [-0.378035553088895; 45.043348886012794]]]}",29352,272.0,44,1,33,72
33315,33230,LES PEINTURES,GIRONDE,AQUITAINE,Commune simple,19.0,1311.0,1.5,45.0651284509, -0.0878121434236,"{""type"": ""Polygon""; ""coordinates"": [[[-0.067547977478429; 45.04893116631958]; [-0.072911402134473; 45.04382738585715]; [-0.082626541450425; 45.04345066299824]; [-0.086817150515008; 45.04522679789033]; [-0.090189870558617; 45.05497298769794]; [-0.111469514671333; 45.063174994509644]; [-0.117674031337803; 45.06841703215788]; [-0.12729082847999; 45.068480813091526]; [-0.128476503258426; 45.07171850131076]; [-0.112694271218751; 45.08381182663679]; [-0.099987328608328; 45.07531746298316]; [-0.093505629368099; 45.07930024514191]; [-0.084486592696517; 45.07788334757832]; [-0.071547607431355; 45.07871845367607]; [-0.062083314279022; 45.07217593870276]; [-0.062100015054813; 45.06621040411867]; [-0.055123130180538; 45.06232019320801]; [-0.067547977478429; 45.04893116631958]]]}",379,315.0,22,5,33,72
33166,33230,LE FIEU,GIRONDE,AQUITAINE,Commune simple,50.0,1454.0,0.5,45.0551327657, -0.0359458641255,"{""type"": ""Polygon""; ""coordinates"": [[[-0.026582877168876; 45.03464440314253]; [-0.049851645352854; 45.031630478151904]; [-0.047064725223964; 45.041591376765254]; [-0.049548396378146; 45.04448784388963]; [-0.067547977478429; 45.04893116631958]; [-0.055123130180538; 45.06232019320801]; [-0.062100015054813; 45.06621040411867]; [-0.062083314279022; 45.07217593870276]; [-0.04855812083218; 45.07016814488321]; [-0.036655785273779; 45.07554823085043]; [-0.022727228226296; 45.07595410985445]; [-0.022495753448304; 45.06955390987349]; [-0.008869439719685; 45.06066012235558]; [-0.005417256318997; 45.05461725380571]; [-0.008501359821148; 45.0483798565448]; [-0.025163944639009; 45.04107138618239]; [-0.026582877168876; 45.03464440314253]]]}",11177,166.0,22,5,33,72
33293,33450,MONTUSSAN,GIRONDE,AQUITAINE,Commune simple,42.0,842.0,2.6,44.8830118626, -0.429149844535,"{""type"": ""Polygon""; ""coordinates"": [[[-0.449282085501384; 44.86636282816577]; [-0.451267030899059; 44.87926939300926]; [-0.444012443732806; 44.891381583947386]; [-0.42846158138234; 44.89727011140181]; [-0.419150157244067; 44.89677322129002]; [-0.407529311955189; 44.902294294235226]; [-0.410921643635673; 44.89343959875069]; [-0.40951947879278; 44.88121754840993]; [-0.410553533465511; 44.87237221887837]; [-0.424467588434045; 44.87255654353791]; [-0.449282085501384; 44.86636282816577]]]}",15913,293.0,55,2,33,72
33431,33670,SAINT-LEON,GIRONDE,AQUITAINE,Commune simple,73.0,443.0,0.3,44.7665724734, -0.276430909291,"{""type"": ""Polygon""; ""coordinates"": [[[-0.287616895990993; 44.755207869530686]; [-0.290529304157682; 44.76499731448794]; [-0.283532700483825; 44.77709029112991]; [-0.27389775932119; 44.776744646371284]; [-0.265786382304503; 44.78019188354332]; [-0.262979486449303; 44.76823614419722]; [-0.269064754327256; 44.755856125485046]; [-0.287616895990993; 44.755207869530686]]]}",18045,431.0,23,2,33,72
33121,33760,CESSAC,GIRONDE,AQUITAINE,Commune simple,56.0,368.0,0.2,44.7415385665, -0.18530011295,"{""type"": ""Polygon""; ""coordinates"": [[[-0.173958094140536; 44.73171756708403]; [-0.202487827364478; 44.738834147777176]; [-0.203663159835771; 44.74371082767809]; [-0.20272769213794; 44.74571117112295]; [-0.198060278022804; 44.74856720460861]; [-0.184173899432961; 44.74784104146007]; [-0.175713082743008; 44.75071499874934]; [-0.171162816541024; 44.744691351634074]; [-0.170677558790627; 44.73428938172533]; [-0.173958094140536; 44.73171756708403]]]}",21037,121.0,48,3,33,72
33186,33890,GENSAC,GIRONDE,AQUITAINE,Commune simple,76.0,932.0,0.9,44.7947598908, 0.0843381724535,"{""type"": ""Polygon""; ""coordinates"": [[[0.113880941330529; 44.7914957024821]; [0.104988458402754; 44.78409246842619]; [0.091478447704606; 44.78726134967998]; [0.087091949357744; 44.78597494217765]; [0.085078049720422; 44.779435314572474]; [0.066778511006509; 44.77911461236695]; [0.06766781807274; 44.7853455885158]; [0.061709243562491; 44.79696305632823]; [0.061264164982849; 44.80208663112084]; [0.071327987290605; 44.81173174706071]; [0.092759629404932; 44.80382699658169]; [0.107207747879411; 44.80414187179443]; [0.108166134023622; 44.79707660867514]; [0.113880941330529; 44.7914957024821]]]}",4976,186.0,37,5,33,72
33136,33580,COURS-DE-MONSEGUR,GIRONDE,AQUITAINE,Commune simple,58.0,962.0,0.3,44.6517777176, 0.127326594393,"{""type"": ""Polygon""; ""coordinates"": [[[0.139263120424558; 44.627148297757216]; [0.122513912380687; 44.6322718148237]; [0.122915084323087; 44.635534371917714]; [0.115673387271231; 44.63947162072323]; [0.107572439297197; 44.642674261464286]; [0.109344502521715; 44.65953993321578]; [0.103115238691269; 44.66457500828498]; [0.106132809057775; 44.66726656230053]; [0.120011213624734; 44.66495322097263]; [0.133567023807594; 44.66796295459774]; [0.142086364708177; 44.665760087811854]; [0.163122614525618; 44.67040958099107]; [0.167618372941994; 44.66837174971529]; [0.132461661071237; 44.65694370558527]; [0.141193714451082; 44.64131465222665]; [0.137637339651585; 44.63606071131798]; [0.139263120424558; 44.627148297757216]]]}",7620,136.0,32,3,33,72
33249,33310,LORMONT,GIRONDE,AQUITAINE,Chef-lieu canton,39.0,779.0,20.0,44.8765972567, -0.519774925453,"{""type"": ""Polygon""; ""coordinates"": [[[-0.53784686147751; 44.86126717472337]; [-0.536806696550343; 44.86808668993277]; [-0.541410144377669; 44.86913852206193]; [-0.535532551075714; 44.88909927380261]; [-0.517048992541931; 44.88790198606448]; [-0.503820820445639; 44.88781563144239]; [-0.494242913339434; 44.88242179422703]; [-0.497064890650662; 44.87685346318719]; [-0.504870665568718; 44.867892352296295]; [-0.53784686147751; 44.86126717472337]]]}",24265,249.0,60,2,33,72
33418,33190,SAINT-HILAIRE-DE-LA-NOAILLE,GIRONDE,AQUITAINE,Commune simple,80.0,1140.0,0.4,44.6031750494, 0.00530764786777,"{""type"": ""Polygon""; ""coordinates"": [[[0.020814558541568; 44.58737940415798]; [-0.0052918883299; 44.58805047817246]; [-0.018139857742509; 44.59137582499925]; [-0.019041962162923; 44.5945674145285]; [-0.009788377906399; 44.6061623721969]; [-0.013734267355278; 44.61227109705954]; [-0.008519786073341; 44.62162053100558]; [-0.004492046956651; 44.62060396938634]; [0.000908288238427; 44.625318280223084]; [0.032258613327997; 44.60372330530771]; [0.024866264676914; 44.59660562265193]; [0.026157663002067; 44.590766598516474]; [0.020814558541568; 44.58737940415798]]]}",34822,418.0,38,3,33,72
33194,33420,GREZILLAC,GIRONDE,AQUITAINE,Commune simple,56.0,778.0,0.7,44.8168819983, -0.218779219407,"{""type"": ""Polygon""; ""coordinates"": [[[-0.220495805669024; 44.79965592069708]; [-0.2263065602391; 44.7948374177594]; [-0.237257449896219; 44.80062739308503]; [-0.242412194819568; 44.80595529047232]; [-0.240409336548361; 44.81226735219977]; [-0.230594740861161; 44.819239773735184]; [-0.226764989149157; 44.828605365764126]; [-0.197581759362097; 44.83244218328172]; [-0.194130532292323; 44.83499253183272]; [-0.18777733557684; 44.83260728165714]; [-0.193969705624138; 44.82504039452262]; [-0.209133494137791; 44.81454667658333]; [-0.220885883590937; 44.80977261254223]; [-0.220495805669024; 44.79965592069708]]]}",24209,194.0,16,5,33,72
33112,33540,CAUMONT,GIRONDE,AQUITAINE,Commune simple,82.0,760.0,0.2,44.6957842338, -0.0109965772154,"{""type"": ""Polygon""; ""coordinates"": [[[-0.010188241353567; 44.678846893192436]; [-0.012471040245163; 44.680919967634594]; [-0.031587596012406; 44.68862336551899]; [-0.033745338440615; 44.6946816650251]; [-0.023086156610747; 44.70482075855184]; [-0.021799620043981; 44.712153587250796]; [-0.014393063325013; 44.70785982464574]; [0.00462592350303; 44.70918704512111]; [0.010827944007295; 44.69327306683505]; [-0.010188241353567; 44.678846893192436]]]}",8295,112.0,34,3,33,72
