insee_com,postal_code,nom_comm,nom_dept,nom_region,statut,z_moyen,superficie,population,lat,lon,geo_shape,id_geofla,code_comm,code_cant,code_arr,code_dept,code_reg
33119,33150,CENON,GIRONDE,AQUITAINE,Chef-lieu canton,46.0,571.0,22.2,44.8548325665, -0.521018807062,"{""type"": ""Polygon""; ""coordinates"": [[[-0.542231031136802; 44.84239048877796]; [-0.537614624017843; 44.84813450695269]; [-0.53784686147751; 44.86126717472337]; [-0.504870665568718; 44.867892352296295]; [-0.503644201626784; 44.84784281922493]; [-0.542231031136802; 44.84239048877796]]]}",36350,119.0,55,2,33,72
33230,33620,LAPOUYADE,GIRONDE,AQUITAINE,Commune simple,67.0,2593.0,0.5,45.1108151595, -0.286501093262,"{""type"": ""Polygon""; ""coordinates"": [[[-0.287776011333102; 45.06918436484764]; [-0.298662198653875; 45.075441047524876]; [-0.307093522054667; 45.08724886521364]; [-0.31973546812851; 45.0916942295089]; [-0.297414349124309; 45.117905707199235]; [-0.306620515938426; 45.12915022983394]; [-0.320023288405232; 45.13252792614431]; [-0.313630081242115; 45.13764768664358]; [-0.30755056436836; 45.149588836553924]; [-0.275359466158609; 45.14140990968035]; [-0.274117052455294; 45.13455235917841]; [-0.269631415376732; 45.13317902442227]; [-0.257078241781646; 45.114621875117464]; [-0.245671504119939; 45.10821393489874]; [-0.250992042924356; 45.10232745531976]; [-0.278229714712088; 45.08748017183241]; [-0.280546025814252; 45.073840341031975]; [-0.287776011333102; 45.06918436484764]]]}",14278,230.0,26,5,33,72
33080,33140,CADAUJAC,GIRONDE,AQUITAINE,Commune simple,9.0,1541.0,4.7,44.7463102353, -0.529387094363,"{""type"": ""Polygon""; ""coordinates"": [[[-0.526938513264599; 44.72358432536014]; [-0.531489309048898; 44.72398895089443]; [-0.548744394113618; 44.743029327658405]; [-0.561604892181338; 44.74023716983204]; [-0.562255748275608; 44.74192854372193]; [-0.565815788466626; 44.75200675728984]; [-0.540660545025235; 44.76185305655517]; [-0.53462259120344; 44.76721886057388]; [-0.510893830266989; 44.76909999690599]; [-0.511191502543974; 44.764954055685195]; [-0.511578560950593; 44.745836427226976]; [-0.501591689732834; 44.739997586370855]; [-0.50002841046657; 44.73682077442567]; [-0.499538330400945; 44.72996024038328]; [-0.526938513264599; 44.72358432536014]]]}",22800,80.0,27,2,33,72
33506,33540,SAUVETERRE-DE-GUYENNE,GIRONDE,AQUITAINE,Chef-lieu canton,77.0,3194.0,1.8,44.7005227855, -0.0766193491952,"{""type"": ""Polygon""; ""coordinates"": [[[-0.061194780430125; 44.667311353026605]; [-0.09129674302355; 44.67197894916069]; [-0.089955599898172; 44.68159372811909]; [-0.103797867653247; 44.68482813505598]; [-0.118911037567876; 44.69296244531275]; [-0.12228422816135; 44.697984928735885]; [-0.114823981065291; 44.705844579990135]; [-0.114837016587; 44.71475501917322]; [-0.104741592736024; 44.724616185706985]; [-0.109497003285072; 44.73382603542154]; [-0.092444369871113; 44.72897878660513]; [-0.055133656793781; 44.7259422730492]; [-0.05026028225769; 44.70971512506438]; [-0.023086156610747; 44.70482075855184]; [-0.033745338440615; 44.6946816650251]; [-0.031587596012406; 44.68862336551899]; [-0.040677328009429; 44.68995959484395]; [-0.061194780430125; 44.667311353026605]]]}",12355,506.0,47,3,33,72
33004,33810,AMBES,GIRONDE,AQUITAINE,Commune simple,3.0,2487.0,2.9,45.0115337381, -0.548307688841,"{""type"": ""Polygon""; ""coordinates"": [[[-0.54269317151038; 44.98441407215093]; [-0.557399389552478; 44.9944084655126]; [-0.560053720339869; 45.00079478665637]; [-0.58689673984736; 45.01586741772262]; [-0.595230567515093; 45.024341147600275]; [-0.601328933141303; 45.03398633230355]; [-0.596744391071104; 45.040182448598785]; [-0.590571692006293; 45.037894126933296]; [-0.577273424959137; 45.03409523015913]; [-0.568630134374868; 45.03629250923997]; [-0.554878800656021; 45.03353300532905]; [-0.524756234219978; 45.01722264482879]; [-0.494742879867097; 45.00298323655491]; [-0.508283888892769; 44.98755994358835]; [-0.517378830023392; 44.988191914892916]; [-0.521385726733777; 44.98970540517284]; [-0.54269317151038; 44.98441407215093]]]}",15956,4.0,60,2,33,72
33466,33750,SAINT-QUENTIN-DE-BARON,GIRONDE,AQUITAINE,Commune simple,50.0,877.0,1.7,44.8184515689, -0.281173860387,"{""type"": ""Polygon""; ""coordinates"": [[[-0.307700204505686; 44.80273780253985]; [-0.29467854760121; 44.8323485603451]; [-0.271462799165916; 44.82859337487735]; [-0.253148524588807; 44.831799361477685]; [-0.258615430755139; 44.82082573728701]; [-0.26887840077433; 44.806817996845325]; [-0.27777802443645; 44.80532070588644]; [-0.291161839683286; 44.80799691425854]; [-0.307700204505686; 44.80273780253985]]]}",14455,466.0,16,5,33,72
33388,33710,SAINT-CIERS-DE-CANESSE,GIRONDE,AQUITAINE,Commune simple,43.0,689.0,0.8,45.0873767558, -0.602217523862,"{""type"": ""Polygon""; ""coordinates"": [[[-0.584223119268454; 45.07273635888128]; [-0.596855195080356; 45.072554399491096]; [-0.607315936989453; 45.0769660557183]; [-0.615952873985764; 45.075577315496545]; [-0.616422209370977; 45.08794647895217]; [-0.625386704557596; 45.094919921833345]; [-0.612735539790735; 45.09823322732336]; [-0.607966557906357; 45.10360652610775]; [-0.590649894760919; 45.10071382041473]; [-0.590593389855158; 45.08497844618253]; [-0.581333581521105; 45.07826428093027]; [-0.584223119268454; 45.07273635888128]]]}",35179,388.0,15,1,33,72
33073,33820,BRAUD-ET-SAINT-LOUIS,GIRONDE,AQUITAINE,Commune simple,4.0,4833.0,1.4,45.2544518508, -0.646204430347,"{""type"": ""Polygon""; ""coordinates"": [[[-0.617393860102598; 45.223289581288554]; [-0.652519105450635; 45.22307448854468]; [-0.679820982919484; 45.23186810259512]; [-0.690120420300388; 45.236368805488624]; [-0.698893354847063; 45.28475525268742]; [-0.63043249843563; 45.29034391335183]; [-0.626651306855301; 45.28404877628111]; [-0.631634740278364; 45.270591511723225]; [-0.628658704693796; 45.267821785864804]; [-0.614125065628838; 45.268103501042766]; [-0.597160992540049; 45.26138585502926]; [-0.600715311944918; 45.25516009614792]; [-0.578589518105294; 45.24208930142112]; [-0.584781239914654; 45.23321971235296]; [-0.610769238518392; 45.22813703218193]; [-0.617393860102598; 45.223289581288554]]]}",20411,73.0,40,1,33,72
33308,33410,OMET,GIRONDE,AQUITAINE,Commune simple,57.0,264.0,0.2,44.6554817395, -0.286590923535,"{""type"": ""Polygon""; ""coordinates"": [[[-0.275310973561631; 44.64902178256697]; [-0.289542716005481; 44.64869833445295]; [-0.30143502462006; 44.6536870984213]; [-0.30102513619162; 44.656817002918615]; [-0.284200093863546; 44.664012871697814]; [-0.275863461365087; 44.66025949217679]; [-0.275310973561631; 44.64902178256697]]]}",19100,308.0,17,3,33,72
33248,33480,LISTRAC-MEDOC,GIRONDE,AQUITAINE,Commune simple,34.0,6074.0,2.3,45.0683170003, -0.829346314707,"{""type"": ""Polygon""; ""coordinates"": [[[-0.857609483040802; 45.02605456164857]; [-0.895610027217708; 45.03233893515703]; [-0.911723509798337; 45.05733089565814]; [-0.90061424931149; 45.064544999672066]; [-0.886530132867356; 45.087385367553864]; [-0.877395734836807; 45.08485505871352]; [-0.859664899015579; 45.07280528198241]; [-0.825297326901269; 45.076073586845254]; [-0.821883622617737; 45.09927696963076]; [-0.807394212070512; 45.101630091790085]; [-0.793221416975061; 45.11110090196915]; [-0.764017611135038; 45.11165853985686]; [-0.758437875166461; 45.10251717331692]; [-0.742212831063334; 45.09629374237371]; [-0.748715236381401; 45.093244683163164]; [-0.74959110986497; 45.09055603667769]; [-0.745757833100719; 45.091081627928]; [-0.748062443409672; 45.08464915863104]; [-0.76590566454632; 45.07885508857238]; [-0.769752067832249; 45.065897757625876]; [-0.78356659717253; 45.06214797533976]; [-0.804646420315154; 45.047439322118805]; [-0.846012360855498; 45.03727347939768]; [-0.857609483040802; 45.02605456164857]]]}",2548,248.0,20,4,33,72
33496,33370,SALLEBOEUF,GIRONDE,AQUITAINE,Commune simple,65.0,1463.0,2.2,44.8438707092, -0.39299225545,"{""type"": ""Polygon""; ""coordinates"": [[[-0.392947613437794; 44.819301607319694]; [-0.394750529464351; 44.82252663549557]; [-0.408625873149509; 44.82394834386468]; [-0.418359848216421; 44.8315880079608]; [-0.423217593762871; 44.83191578658858]; [-0.410537366801474; 44.85333983491389]; [-0.413325063697412; 44.86314002368681]; [-0.38972290611012; 44.86405280213113]; [-0.360685377498512; 44.85207660231937]; [-0.362646848080538; 44.839563277943455]; [-0.380711787700252; 44.835625776294286]; [-0.387008368768594; 44.830621479278626]; [-0.382816675941882; 44.8255767966174]; [-0.392947613437794; 44.819301607319694]]]}",31885,496.0,23,2,33,72
33153,33350,DOULEZON,GIRONDE,AQUITAINE,Commune simple,82.0,753.0,0.3,44.7924343715, -0.00123843132534,"{""type"": ""Polygon""; ""coordinates"": [[[0.023957444187231; 44.776774592896054]; [-0.001527330420582; 44.78192543850661]; [-0.025531015048319; 44.789318397758294]; [-0.017035537985645; 44.80523597474647]; [-0.010502965698823; 44.80991844195127]; [-0.002959087166306; 44.81133032967138]; [-0.004727159321416; 44.80486749586042]; [0.018808829669963; 44.793240820252734]; [0.023957444187231; 44.776774592896054]]]}",35517,153.0,37,5,33,72
33329,33730,POMPEJAC,GIRONDE,AQUITAINE,Commune simple,86.0,964.0,0.2,44.3995823965, -0.298890658986,"{""type"": ""Polygon""; ""coordinates"": [[[-0.30276454634373; 44.38163257205641]; [-0.312280908863714; 44.38367101495968]; [-0.319600975225007; 44.39409086513425]; [-0.329608022602451; 44.40014947646271]; [-0.295805174159384; 44.415510109899955]; [-0.283315950252824; 44.413009178589334]; [-0.276508286191606; 44.409842402651314]; [-0.271075752134221; 44.39631851042744]; [-0.28398500608906; 44.394222300194684]; [-0.30276454634373; 44.38163257205641]]]}",14394,329.0,50,3,33,72
33275,33760,MARTRES,GIRONDE,AQUITAINE,Commune simple,60.0,303.0,0.1,44.7073917593, -0.168195738605,"{""type"": ""Polygon""; ""coordinates"": [[[-0.170739690152818; 44.69771525048731]; [-0.175242635731618; 44.706551234543156]; [-0.188202488835926; 44.70470995854395]; [-0.188828726199784; 44.7101881628133]; [-0.175180453381981; 44.71082384600893]; [-0.173054861523341; 44.71368697572478]; [-0.159415211024436; 44.71561789915931]; [-0.153116477292344; 44.71077888918367]; [-0.158702127922788; 44.70021294957874]; [-0.170739690152818; 44.69771525048731]]]}",16244,275.0,48,3,33,72
33053,33430,BIRAC,GIRONDE,AQUITAINE,Commune simple,113.0,1022.0,0.2,44.4124016589, -0.143472733247,"{""type"": ""Polygon""; ""coordinates"": [[[-0.156049477684679; 44.39787483253485]; [-0.164519038495722; 44.40057761217498]; [-0.166253489403107; 44.40709531175625]; [-0.178958335132376; 44.416693264358834]; [-0.173078568805099; 44.421898951114414]; [-0.153047610138212; 44.41278060348501]; [-0.149559319021857; 44.41852907751409]; [-0.155749403415948; 44.42381133153791]; [-0.156184100640951; 44.43069981899597]; [-0.138724658332271; 44.42624380898562]; [-0.128517953835475; 44.41945321020446]; [-0.114876880075308; 44.418038142074764]; [-0.112703983676673; 44.41578431671409]; [-0.115089135856325; 44.40386127330075]; [-0.132034473933428; 44.4001012598089]; [-0.14520706948774; 44.403329250020526]; [-0.156049477684679; 44.39787483253485]]]}",26375,53.0,4,3,33,72
33301,33420,NAUJAN-ET-POSTIAC,GIRONDE,AQUITAINE,Commune simple,53.0,1111.0,0.5,44.7877867597, -0.184238478251,"{""type"": ""Polygon""; ""coordinates"": [[[-0.189319997500225; 44.7701378934038]; [-0.198019117181145; 44.7709683819674]; [-0.207604768687928; 44.78156700151354]; [-0.215963822202051; 44.7828294860603]; [-0.209205987310668; 44.791441297966855]; [-0.199605611759357; 44.80062132304899]; [-0.191162872257642; 44.8026037392814]; [-0.179114819778369; 44.79858884334984]; [-0.167685742489516; 44.803502368054694]; [-0.154383588430853; 44.80326897787835]; [-0.156977974047489; 44.79425681942854]; [-0.166550808626048; 44.778873309360236]; [-0.180577999547868; 44.77122717740925]; [-0.189319997500225; 44.7701378934038]]]}",23099,301.0,16,5,33,72
33277,33790,MASSUGAS,GIRONDE,AQUITAINE,Commune simple,84.0,1441.0,0.3,44.7697025762, 0.101172936078,"{""type"": ""Polygon""; ""coordinates"": [[[0.129326976296716; 44.76577049239608]; [0.121790665304895; 44.76155692243383]; [0.108337830770134; 44.74357581505227]; [0.07798324207062; 44.76577960004581]; [0.064645668034079; 44.77005780953286]; [0.066778511006509; 44.77911461236695]; [0.085078049720422; 44.779435314572474]; [0.087091949357744; 44.78597494217765]; [0.091478447704606; 44.78726134967998]; [0.104988458402754; 44.78409246842619]; [0.113880941330529; 44.7914957024821]; [0.121974603480273; 44.78094024219937]; [0.12916148106877; 44.778423929862434]; [0.129326976296716; 44.76577049239608]]]}",6655,277.0,34,3,33,72
33420,33330,SAINT-HIPPOLYTE,GIRONDE,AQUITAINE,Commune simple,36.0,440.0,0.2,44.8740781768, -0.120995887254,"{""type"": ""Polygon""; ""coordinates"": [[[-0.134208481593768; 44.859966902388365]; [-0.128107800117273; 44.88166505961952]; [-0.118914165445096; 44.88772649173368]; [-0.106826297549748; 44.886425529248804]; [-0.117149427658009; 44.8621233598576]; [-0.134208481593768; 44.859966902388365]]]}",24925,420.0,21,5,33,72
33156,33760,ESCOUSSANS,GIRONDE,AQUITAINE,Commune simple,52.0,515.0,0.3,44.6790444082, -0.275955218304,"{""type"": ""Polygon""; ""coordinates"": [[[-0.284200093863546; 44.664012871697814]; [-0.288888778689948; 44.667982339794115]; [-0.296347948010373; 44.673752315123615]; [-0.280886454182673; 44.68732245876991]; [-0.257935129333144; 44.692542054112]; [-0.257427588297515; 44.69250293566316]; [-0.262159920201119; 44.67585625117969]; [-0.282518205660897; 44.667216500156165]; [-0.284200093863546; 44.664012871697814]]]}",21032,156.0,48,3,33,72
33091,33460,CANTENAC,GIRONDE,AQUITAINE,Commune simple,12.0,1428.0,1.3,45.0277700491, -0.674408400113,"{""type"": ""Polygon""; ""coordinates"": [[[-0.656879969570892; 45.011642026732346]; [-0.670033801396456; 45.01671607942974]; [-0.714866638225572; 45.01458800661253]; [-0.720546903435234; 45.0239527956629]; [-0.711379178643551; 45.031560141972626]; [-0.698952949284243; 45.034146207644035]; [-0.697637096841447; 45.03731769796189]; [-0.689474744078779; 45.03345132749543]; [-0.679683092292963; 45.033784552180656]; [-0.651460217387554; 45.04737814379524]; [-0.6423127885322; 45.048074439632686]; [-0.638368283799527; 45.044120360819534]; [-0.636962444303693; 45.04107470791102]; [-0.645306984970942; 45.03958489420191]; [-0.636572664631903; 45.0288202216983]; [-0.641271661275566; 45.023096274686345]; [-0.65371298325424; 45.018019441873534]; [-0.656879969570892; 45.011642026732346]]]}",4158,91.0,20,4,33,72
33326,33820,PLEINE-SELVE,GIRONDE,AQUITAINE,Commune simple,61.0,427.0,0.2,45.3271088387, -0.582258150086,"{""type"": ""Polygon""; ""coordinates"": [[[-0.57386675726279; 45.310716600339916]; [-0.577288606564983; 45.31665535349226]; [-0.590741512397785; 45.31586370089253]; [-0.594493423206765; 45.321142414835734]; [-0.594005633982081; 45.331596023357996]; [-0.585471983482388; 45.342947728721086]; [-0.568966602587361; 45.33152329724629]; [-0.57386675726279; 45.310716600339916]]]}",13870,326.0,40,1,33,72
33243,33500,LIBOURNE,GIRONDE,AQUITAINE,Sous-préfecture,10.0,2068.0,23.8,44.9130767869, -0.234709332068,"{""type"": ""Polygon""; ""coordinates"": [[[-0.236968014360003; 44.88369818832163]; [-0.234996099518281; 44.8804936932951]; [-0.241771687236243; 44.87579952163203]; [-0.250841379379682; 44.873101263100274]; [-0.259656643634982; 44.875636141540255]; [-0.25804129839911; 44.8897228680138]; [-0.247601795888345; 44.90142777544267]; [-0.250708739738616; 44.91543929556201]; [-0.244246526330259; 44.92035908921281]; [-0.243092732204056; 44.92694388508722]; [-0.246403873465917; 44.929361289175034]; [-0.259864618948117; 44.929390648777854]; [-0.255489044328796; 44.93901679534512]; [-0.251238943313181; 44.93858254154061]; [-0.247689124252667; 44.944102095728056]; [-0.251199404387012; 44.95211858373602]; [-0.231497991927415; 44.94805242124163]; [-0.218610163816558; 44.94636288622992]; [-0.224472431290293; 44.94084935313341]; [-0.225498423969281; 44.93420542770603]; [-0.21251106632706; 44.92430013342804]; [-0.211424538244946; 44.91751023007234]; [-0.202620619473596; 44.91502510187652]; [-0.208809511093021; 44.90971022971745]; [-0.211084254387716; 44.892965241754936]; [-0.238203854990778; 44.89193426323709]; [-0.241055568788312; 44.88929191312082]; [-0.236968014360003; 44.88369818832163]]]}",8076,243.0,30,5,33,72
33206,33640,ISLE-SAINT-GEORGES,GIRONDE,AQUITAINE,Commune simple,5.0,434.0,0.5,44.726604598, -0.473681984875,"{""type"": ""Polygon""; ""coordinates"": [[[-0.448416777206444; 44.72194919998991]; [-0.455516792087727; 44.71571705675887]; [-0.463246198289075; 44.71768329115231]; [-0.469835669669124; 44.720216434204076]; [-0.481271282282082; 44.71709975731133]; [-0.479827213202097; 44.720317283819675]; [-0.488861791796639; 44.72801726988317]; [-0.48861563926388; 44.731386415423216]; [-0.50002841046657; 44.73682077442567]; [-0.501591689732834; 44.739997586370855]; [-0.483650238920068; 44.73612976395617]; [-0.458048243215631; 44.72667717584467]; [-0.448416777206444; 44.72194919998991]]]}",251,206.0,27,2,33,72
33001,33230,ABZAC,GIRONDE,AQUITAINE,Commune simple,25.0,1336.0,1.8,45.0106457764, -0.130179806678,"{""type"": ""Polygon""; ""coordinates"": [[[-0.12095129740248; 44.9904263962472]; [-0.128041428436024; 44.994372175749675]; [-0.146884441750112; 45.003365164101595]; [-0.16862169396191; 45.00749692356395]; [-0.147629812757953; 45.03289097882478]; [-0.138656341366932; 45.025611248223655]; [-0.129243497224669; 45.02406513641358]; [-0.116732478023901; 45.01387358556417]; [-0.089161120722055; 45.017697111205095]; [-0.089370679742996; 45.01136579739538]; [-0.10464478452563; 44.99955107501813]; [-0.112775398901072; 44.997539722204145]; [-0.12095129740248; 44.9904263962472]]]}",18819,1.0,22,5,33,72
33162,33320,EYSINES,GIRONDE,AQUITAINE,Commune simple,24.0,1203.0,18.9,44.8797152377, -0.647899474657,"{""type"": ""Polygon""; ""coordinates"": [[[-0.666567072972541; 44.85808822380438]; [-0.661701043059299; 44.871101579835596]; [-0.669626653867926; 44.878717244097196]; [-0.669252236401552; 44.895476102133365]; [-0.642108260497336; 44.89496392690493]; [-0.629853394667762; 44.89820440483139]; [-0.62589375064913; 44.88834743561781]; [-0.628908700596882; 44.88184069662694]; [-0.62237316354054; 44.87682671032941]; [-0.631051278917787; 44.871658097694564]; [-0.638336425567463; 44.86066702174277]; [-0.651198399990665; 44.86260588360756]; [-0.666567072972541; 44.85808822380438]]]}",24210,162.0,6,2,33,72
33367,33490,SAINT-ANDRE-DU-BOIS,GIRONDE,AQUITAINE,Commune simple,74.0,999.0,0.4,44.6072494865, -0.187082711636,"{""type"": ""Polygon""; ""coordinates"": [[[-0.182701098916947; 44.59111690710912]; [-0.200994892080551; 44.59597613245208]; [-0.221203231154015; 44.60007383385981]; [-0.223883464344094; 44.602176070405676]; [-0.219185589650265; 44.604493504513115]; [-0.188147229862318; 44.61808859809977]; [-0.179523266068689; 44.624878283015065]; [-0.166737013549177; 44.62297493984648]; [-0.159879566623456; 44.605746300996636]; [-0.168587079655228; 44.603821071239885]; [-0.182701098916947; 44.59111690710912]]]}",18400,367.0,43,3,33,72
33327,33720,PODENSAC,GIRONDE,AQUITAINE,Chef-lieu canton,15.0,830.0,2.6,44.6459179766, -0.358722392268,"{""type"": ""Polygon""; ""coordinates"": [[[-0.360889506198959; 44.629936280817795]; [-0.381432834185974; 44.640663347402295]; [-0.367245678409109; 44.66535381559571]; [-0.357077310266231; 44.65808482878883]; [-0.339698097323964; 44.65199722846374]; [-0.332771818042082; 44.64224940041366]; [-0.360889506198959; 44.629936280817795]]]}",24699,327.0,36,3,33,72
33200,33185,LE HAILLAN,GIRONDE,AQUITAINE,Commune simple,35.0,937.0,8.4,44.8690837903, -0.684443512134,"{""type"": ""Polygon""; ""coordinates"": [[[-0.719405726587282; 44.84692833904404]; [-0.717252486262369; 44.85363433235064]; [-0.692782693386605; 44.86940456664858]; [-0.680684962503191; 44.894818213674874]; [-0.669252236401552; 44.895476102133365]; [-0.669626653867926; 44.878717244097196]; [-0.661701043059299; 44.871101579835596]; [-0.666567072972541; 44.85808822380438]; [-0.675851880678479; 44.85861017443327]; [-0.719405726587282; 44.84692833904404]]]}",30406,200.0,63,2,33,72
33468,33350,SAINTE-RADEGONDE,GIRONDE,AQUITAINE,Commune simple,80.0,1245.0,0.5,44.8030043488, 0.0238709656269,"{""type"": ""Polygon""; ""coordinates"": [[[0.023957444187231; 44.776774592896054]; [0.018808829669963; 44.793240820252734]; [-0.004727159321416; 44.80486749586042]; [-0.002959087166306; 44.81133032967138]; [0.005765740330127; 44.83167601383188]; [0.014300169755277; 44.8199952465609]; [0.027955566766939; 44.81766818975878]; [0.032243759528734; 44.81149434162519]; [0.051608215454483; 44.801614013764336]; [0.061264164982849; 44.80208663112084]; [0.061709243562491; 44.79696305632823]; [0.035527160880107; 44.78980611864872]; [0.036659191393852; 44.77985387955099]; [0.023957444187231; 44.776774592896054]]]}",26575,468.0,37,5,33,72
33034,33230,BAYAS,GIRONDE,AQUITAINE,Commune simple,53.0,1184.0,0.5,45.0676036545, -0.209456063522,"{""type"": ""Polygon""; ""coordinates"": [[[-0.210171771083862; 45.03917874412533]; [-0.228431756343857; 45.0516630698352]; [-0.215350281591685; 45.084617776328194]; [-0.231787964474449; 45.09633468443979]; [-0.221237498861892; 45.10776037514047]; [-0.209721393530589; 45.100234672264065]; [-0.212760637955565; 45.09024352280297]; [-0.2042140509541; 45.074079963692505]; [-0.185892578994482; 45.063224332107104]; [-0.175218687264291; 45.05169752575325]; [-0.194595481419104; 45.05263909015076]; [-0.210171771083862; 45.03917874412533]]]}",33139,34.0,26,5,33,72
33423,33250,SAINT-JULIEN-BEYCHEVELLE,GIRONDE,AQUITAINE,Commune simple,8.0,2530.0,0.7,45.1572384693, -0.737068946375,"{""type"": ""Polygon""; ""coordinates"": [[[-0.760436605557997; 45.136379355028815]; [-0.760195955900777; 45.13980388710868]; [-0.774008946454615; 45.142537239714784]; [-0.78453760903679; 45.15749587837361]; [-0.784576634779334; 45.16427343386562]; [-0.780932486718401; 45.16653345626769]; [-0.762438488126385; 45.1715758767053]; [-0.752845990447019; 45.17049277987141]; [-0.713218058259294; 45.1845378775948]; [-0.700455542894544; 45.16699689259904]; [-0.693257319865994; 45.145061114442846]; [-0.71646120896437; 45.138881652397316]; [-0.760436605557997; 45.136379355028815]]]}",16251,423.0,33,4,33,72
33214,33680,LACANAU,GIRONDE,AQUITAINE,Commune simple,20.0,21858.0,4.4,44.983404414, -1.10810794832,"{""type"": ""Polygon""; ""coordinates"": [[[-1.072956768987005; 44.90729686163257]; [-1.108456496288015; 44.92066632864005]; [-1.214517492293101; 44.92079364553813]; [-1.194341287450652; 45.068354417625066]; [-1.109969051883298; 45.04582333556909]; [-1.078768757954931; 45.022934964829105]; [-1.053883182128773; 45.02318648346133]; [-1.028228249237114; 45.03358475105119]; [-0.998321652865217; 45.031598231170825]; [-0.98413271215343; 45.02356072729583]; [-0.978068497084967; 45.0149698606514]; [-0.986652614888596; 45.00201412018023]; [-0.994359623979796; 44.97397059525111]; [-0.989552215169673; 44.96015171676193]; [-0.980671255426226; 44.9515001975808]; [-1.024300721045781; 44.94523146970764]; [-1.04596212274466; 44.93685367533189]; [-1.072956768987005; 44.90729686163257]]]}",11266,214.0,20,4,33,72
33553,33240,VIRSAC,GIRONDE,AQUITAINE,Commune simple,48.0,364.0,1.0,45.0259020314, -0.435395776761,"{""type"": ""Polygon""; ""coordinates"": [[[-0.426870447345572; 45.015459087205095]; [-0.444157793025983; 45.018467113680266]; [-0.448712272620786; 45.02639212663881]; [-0.452930201728111; 45.02657675709002]; [-0.448315888506425; 45.03398385027656]; [-0.429154805565863; 45.03387293688048]; [-0.420239226588133; 45.030866820259696]; [-0.423035248099323; 45.021308948885846]; [-0.426870447345572; 45.015459087205095]]]}",18720,553.0,39,1,33,72
33298,33420,MOULON,GIRONDE,AQUITAINE,Commune simple,17.0,1334.0,1.0,44.8575503157, -0.220590516596,"{""type"": ""Polygon""; ""coordinates"": [[[-0.226764989149157; 44.828605365764126]; [-0.247281611765374; 44.837864436605805]; [-0.24729201648389; 44.83804435043368]; [-0.225915008531868; 44.85701422865583]; [-0.221882487759704; 44.877694246469716]; [-0.227391503001404; 44.88335527222131]; [-0.236968014360003; 44.88369818832163]; [-0.241055568788312; 44.88929191312082]; [-0.238203854990778; 44.89193426323709]; [-0.211084254387716; 44.892965241754936]; [-0.208163846284622; 44.889778713632715]; [-0.204074579543916; 44.88010200680734]; [-0.219335733629094; 44.854952609310246]; [-0.194130532292323; 44.83499253183272]; [-0.197581759362097; 44.83244218328172]; [-0.226764989149157; 44.828605365764126]]]}",11331,298.0,16,5,33,72
33398,33190,SAINT-EXUPERY,GIRONDE,AQUITAINE,Commune simple,55.0,424.0,0.2,44.6331784012, -0.100374502546,"{""type"": ""Polygon""; ""coordinates"": [[[-0.104239697431897; 44.62160385705001]; [-0.106718863600251; 44.63133662397672]; [-0.120148832771771; 44.633481010639024]; [-0.118974689066039; 44.643271645057446]; [-0.115057467445474; 44.644778599302754]; [-0.103541097350461; 44.64007512983547]; [-0.086104377182969; 44.63782440329532]; [-0.081287155588605; 44.62911145746949]; [-0.083740313295886; 44.62344814312176]; [-0.096570525430027; 44.6246029747234]; [-0.104239697431897; 44.62160385705001]]]}",25250,398.0,38,3,33,72
33392,33410,SAINTE-CROIX-DU-MONT,GIRONDE,AQUITAINE,Commune simple,61.0,902.0,0.9,44.5979961934, -0.272147017146,"{""type"": ""Polygon""; ""coordinates"": [[[-0.283439066248323; 44.58404113142883]; [-0.29450186926779; 44.59082978771099]; [-0.299739224726574; 44.60060286474692]; [-0.301335347636778; 44.60223110721081]; [-0.285045555041599; 44.608591500363964]; [-0.260289228685275; 44.607342623048105]; [-0.247141464546496; 44.612289011802055]; [-0.243364886304037; 44.610228493000385]; [-0.244673779219446; 44.60360363377045]; [-0.25414933988022; 44.591872977414205]; [-0.264940366072802; 44.5850761706966]; [-0.283439066248323; 44.58404113142883]]]}",30966,392.0,17,3,33,72
33142,33620,CUBNEZAIS,GIRONDE,AQUITAINE,Commune simple,40.0,1033.0,1.3,45.0728274718, -0.419591338026,"{""type"": ""Polygon""; ""coordinates"": [[[-0.408729612794195; 45.05869831620592]; [-0.425261539434001; 45.063499241236464]; [-0.452144556821506; 45.062254450485504]; [-0.450542148695605; 45.06905448894438]; [-0.434366181685915; 45.0817123316135]; [-0.433517450463915; 45.08860599928882]; [-0.414780481779316; 45.08657735139333]; [-0.388971030655015; 45.07739799272739]; [-0.400533965849252; 45.05984113872323]; [-0.408729612794195; 45.05869831620592]]]}",24488,142.0,44,1,33,72
33461,33350,SAINT-PHILIPPE-D'AIGUILLE,GIRONDE,AQUITAINE,Commune simple,87.0,592.0,0.4,44.9155884721, -0.0382526384701,"{""type"": ""Polygon""; ""coordinates"": [[[-0.034109684060357; 44.90580817665303]; [-0.043553399277733; 44.90577502225464]; [-0.065891701852685; 44.91317073012083]; [-0.050390120106996; 44.92028314720853]; [-0.046848645480293; 44.926525332524804]; [-0.029333325031322; 44.92535544826021]; [-0.022142210352557; 44.926533409226565]; [-0.021267207062319; 44.913825892637846]; [-0.01499604410557; 44.909211943627156]; [-0.034109684060357; 44.90580817665303]]]}",16760,461.0,21,5,33,72
