Date de l'export,Code du dpartement,Libell du dpartement,Code de la commune,Libell de la commune,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprims,% Exp/Ins,% Exp/Vot,NøListe,Nuance Liste,Libell Abrg Liste,Libell Etendu Liste,Nom Tte de Liste,Voix,% Voix/Ins,% Voix/Exp,NøListe,Nuance Liste,Libell Abrg Liste,Libell Etendu Liste,Nom Tte de Liste,Voix,% Voix/Ins,% Voix/Exp,NøListe,Nuance Liste,Libell Abrg Liste,Libell Etendu Liste,Nom Tte de Liste,Voix,% Voix/Ins,% Voix/Exp,NøListe,Nuance Liste,Libell Abrg Liste,Libell Etendu Liste,Nom Tte de Liste,Voix,% Voix/Ins,% Voix/Exp
14/12/2015 09:30,33,GIRONDE,272,Marsas,822,368,"44,77",454,"55,23",10,"1,22","2,2",13,"1,58","2,86",431,"52,43","94,93",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,194,"23,6","45,01",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,97,"11,8","22,51",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,140,"17,03","32,48",,,,,,,,
14/12/2015 09:30,33,GIRONDE,273,Martignas-sur-Jalle,5130,2010,"39,18",3120,"60,82",57,"1,11","1,83",34,"0,66","1,09",3029,"59,04","97,08",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,1423,"27,74","46,98",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,1109,"21,62","36,61",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,497,"9,69","16,41",,,,,,,,
14/12/2015 09:30,33,GIRONDE,274,Martillac,1993,824,"41,34",1169,"58,66",27,"1,35","2,31",22,"1,1","1,88",1120,"56,2","95,81",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,554,"27,8","49,46",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,380,"19,07","33,93",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,186,"9,33","16,61",,,,,,,,
14/12/2015 09:30,33,GIRONDE,275,Martres,116,36,"31,03",80,"68,97",2,"1,72","2,5",2,"1,72","2,5",76,"65,52",95,2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,36,"31,03","47,37",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,24,"20,69","31,58",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,16,"13,79","21,05",,,,,,,,
14/12/2015 09:30,33,GIRONDE,276,Masseilles,101,31,"30,69",70,"69,31",1,"0,99","1,43",2,"1,98","2,86",67,"66,34","95,71",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,28,"27,72","41,79",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,30,"29,7","44,78",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,9,"8,91","13,43",,,,,,,,
14/12/2015 09:30,33,GIRONDE,277,Massugas,195,97,"49,74",98,"50,26",5,"2,56","5,1",1,"0,51","1,02",92,"47,18","93,88",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,42,"21,54","45,65",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,21,"10,77","22,83",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,29,"14,87","31,52",,,,,,,,
14/12/2015 09:30,33,GIRONDE,278,Mauriac,188,64,"34,04",124,"65,96",3,"1,6","2,42",1,"0,53","0,81",120,"63,83","96,77",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,52,"27,66","43,33",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,47,25,"39,17",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,21,"11,17","17,5",,,,,,,,
14/12/2015 09:30,33,GIRONDE,279,Mazres,505,193,"38,22",312,"61,78",10,"1,98","3,21",2,"0,4","0,64",300,"59,41","96,15",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,162,"32,08",54,3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,84,"16,63",28,8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,54,"10,69",18,,,,,,,,
14/12/2015 09:30,33,GIRONDE,280,Mazion,335,112,"33,43",223,"66,57",7,"2,09","3,14",10,"2,99","4,48",206,"61,49","92,38",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,49,"14,63","23,79",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,76,"22,69","36,89",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,81,"24,18","39,32",,,,,,,,
14/12/2015 09:30,33,GIRONDE,281,Mrignac,46047,20957,"45,51",25090,"54,49",477,"1,04","1,9",346,"0,75","1,38",24267,"52,7","96,72",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,12973,"28,17","53,46",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,7680,"16,68","31,65",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,3614,"7,85","14,89",,,,,,,,
14/12/2015 09:30,33,GIRONDE,282,Mrignas,264,111,"42,05",153,"57,95",3,"1,14","1,96",4,"1,52","2,61",146,"55,3","95,42",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,44,"16,67","30,14",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,53,"20,08","36,3",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,49,"18,56","33,56",,,,,,,,
14/12/2015 09:30,33,GIRONDE,283,Mesterrieux,143,57,"39,86",86,"60,14",4,"2,8","4,65",5,"3,5","5,81",77,"53,85","89,53",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,24,"16,78","31,17",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,27,"18,88","35,06",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,26,"18,18","33,77",,,,,,,,
14/12/2015 09:30,33,GIRONDE,284,Mios,6008,2573,"42,83",3435,"57,17",79,"1,31","2,3",46,"0,77","1,34",3310,"55,09","96,36",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,1527,"25,42","46,13",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,865,"14,4","26,13",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,918,"15,28","27,73",,,,,,,,
14/12/2015 09:30,33,GIRONDE,285,Mombrier,324,109,"33,64",215,"66,36",5,"1,54","2,33",5,"1,54","2,33",205,"63,27","95,35",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,88,"27,16","42,93",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,56,"17,28","27,32",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,61,"18,83","29,76",,,,,,,,
14/12/2015 09:30,33,GIRONDE,287,Mongauzy,419,175,"41,77",244,"58,23",11,"2,63","4,51",3,"0,72","1,23",230,"54,89","94,26",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,87,"20,76","37,83",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,63,"15,04","27,39",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,80,"19,09","34,78",,,,,,,,
14/12/2015 09:30,33,GIRONDE,288,Monprimblanc,234,98,"41,88",136,"58,12",1,"0,43","0,74",5,"2,14","3,68",130,"55,56","95,59",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,49,"20,94","37,69",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,40,"17,09","30,77",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,41,"17,52","31,54",,,,,,,,
14/12/2015 09:30,33,GIRONDE,289,Monsgur,1041,408,"39,19",633,"60,81",22,"2,11","3,48",31,"2,98","4,9",580,"55,72","91,63",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,353,"33,91","60,86",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,138,"13,26","23,79",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,89,"8,55","15,34",,,,,,,,
14/12/2015 09:30,33,GIRONDE,290,Montagne,1034,406,"39,26",628,"60,74",4,"0,39","0,64",19,"1,84","3,03",605,"58,51","96,34",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,188,"18,18","31,07",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,259,"25,05","42,81",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,158,"15,28","26,12",,,,,,,,
14/12/2015 09:30,33,GIRONDE,291,Montagoudin,138,37,"26,81",101,"73,19",2,"1,45","1,98",2,"1,45","1,98",97,"70,29","96,04",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,49,"35,51","50,52",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,20,"14,49","20,62",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,28,"20,29","28,87",,,,,,,,
14/12/2015 09:30,33,GIRONDE,292,Montignac,117,37,"31,62",80,"68,38",1,"0,85","1,25",6,"5,13","7,5",73,"62,39","91,25",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,35,"29,91","47,95",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,17,"14,53","23,29",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,21,"17,95","28,77",,,,,,,,
14/12/2015 09:30,33,GIRONDE,293,Montussan,2260,978,"43,27",1282,"56,73",28,"1,24","2,18",16,"0,71","1,25",1238,"54,78","96,57",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,587,"25,97","47,42",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,357,"15,8","28,84",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,294,"13,01","23,75",,,,,,,,
14/12/2015 09:30,33,GIRONDE,294,Morizs,410,168,"40,98",242,"59,02",3,"0,73","1,24",13,"3,17","5,37",226,"55,12","93,39",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,81,"19,76","35,84",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,76,"18,54","33,63",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,69,"16,83","30,53",,,,,,,,
14/12/2015 09:30,33,GIRONDE,295,Mouillac,88,32,"36,36",56,"63,64",2,"2,27","3,57",0,0,0,54,"61,36","96,43",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,34,"38,64","62,96",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,11,"12,5","20,37",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,9,"10,23","16,67",,,,,,,,
14/12/2015 09:30,33,GIRONDE,296,Mouliets-et-Villemartin,786,329,"41,86",457,"58,14",12,"1,53","2,63",14,"1,78","3,06",431,"54,83","94,31",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,158,"20,1","36,66",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,97,"12,34","22,51",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,176,"22,39","40,84",,,,,,,,
14/12/2015 09:30,33,GIRONDE,297,Moulis-en-Mdoc,1211,520,"42,94",691,"57,06",20,"1,65","2,89",14,"1,16","2,03",657,"54,25","95,08",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,293,"24,19","44,6",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,159,"13,13","24,2",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,205,"16,93","31,2",,,,,,,,
14/12/2015 09:30,33,GIRONDE,298,Moulon,744,308,"41,4",436,"58,6",9,"1,21","2,06",12,"1,61","2,75",415,"55,78","95,18",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,216,"29,03","52,05",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,111,"14,92","26,75",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,88,"11,83","21,2",,,,,,,,
14/12/2015 09:30,33,GIRONDE,299,Mourens,296,138,"46,62",158,"53,38",14,"4,73","8,86",1,"0,34","0,63",143,"48,31","90,51",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,38,"12,84","26,57",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,54,"18,24","37,76",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,51,"17,23","35,66",,,,,,,,
14/12/2015 09:30,33,GIRONDE,300,Naujac-sur-Mer,873,393,"45,02",480,"54,98",7,"0,8","1,46",7,"0,8","1,46",466,"53,38","97,08",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,129,"14,78","27,68",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,145,"16,61","31,12",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,192,"21,99","41,2",,,,,,,,
14/12/2015 09:30,33,GIRONDE,301,Naujan-et-Postiac,438,140,"31,96",298,"68,04",8,"1,83","2,68",3,"0,68","1,01",287,"65,53","96,31",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,98,"22,37","34,15",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,104,"23,74","36,24",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,85,"19,41","29,62",,,,,,,,
14/12/2015 09:30,33,GIRONDE,302,Nac,263,105,"39,92",158,"60,08",4,"1,52","2,53",3,"1,14","1,9",151,"57,41","95,57",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,54,"20,53","35,76",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,72,"27,38","47,68",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,25,"9,51","16,56",,,,,,,,
14/12/2015 09:30,33,GIRONDE,303,Nrigean,724,289,"39,92",435,"60,08",11,"1,52","2,53",8,"1,1","1,84",416,"57,46","95,63",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,190,"26,24","45,67",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,106,"14,64","25,48",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,120,"16,57","28,85",,,,,,,,
14/12/2015 09:30,33,GIRONDE,304,Neuffons,131,52,"39,69",79,"60,31",1,"0,76","1,27",2,"1,53","2,53",76,"58,02","96,2",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,33,"25,19","43,42",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,24,"18,32","31,58",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,19,"14,5",25,,,,,,,,
14/12/2015 09:30,33,GIRONDE,305,Le Nizan,370,142,"38,38",228,"61,62",10,"2,7","4,39",0,0,0,218,"58,92","95,61",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,87,"23,51","39,91",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,76,"20,54","34,86",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,55,"14,86","25,23",,,,,,,,
14/12/2015 09:30,33,GIRONDE,306,Noaillac,319,142,"44,51",177,"55,49",7,"2,19","3,95",1,"0,31","0,56",169,"52,98","95,48",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,76,"23,82","44,97",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,35,"10,97","20,71",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,58,"18,18","34,32",,,,,,,,
14/12/2015 09:30,33,GIRONDE,307,Noaillan,1143,447,"39,11",696,"60,89",27,"2,36","3,88",24,"2,1","3,45",645,"56,43","92,67",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,316,"27,65","48,99",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,142,"12,42","22,02",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,187,"16,36","28,99",,,,,,,,
14/12/2015 09:30,33,GIRONDE,308,Omet,207,69,"33,33",138,"66,67",0,0,0,7,"3,38","5,07",131,"63,29","94,93",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,53,"25,6","40,46",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,43,"20,77","32,82",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,35,"16,91","26,72",,,,,,,,
14/12/2015 09:30,33,GIRONDE,309,Ordonnac,384,154,"40,1",230,"59,9",2,"0,52","0,87",2,"0,52","0,87",226,"58,85","98,26",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,90,"23,44","39,82",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,51,"13,28","22,57",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,85,"22,14","37,61",,,,,,,,
14/12/2015 09:30,33,GIRONDE,310,Origne,144,55,"38,19",89,"61,81",4,"2,78","4,49",2,"1,39","2,25",83,"57,64","93,26",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,43,"29,86","51,81",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,21,"14,58","25,3",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,19,"13,19","22,89",,,,,,,,
14/12/2015 09:30,33,GIRONDE,311,Paillet,812,335,"41,26",477,"58,74",8,"0,99","1,68",6,"0,74","1,26",463,"57,02","97,06",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,243,"29,93","52,48",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,121,"14,9","26,13",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,99,"12,19","21,38",,,,,,,,
14/12/2015 09:30,33,GIRONDE,312,Parempuyre,5838,2416,"41,38",3422,"58,62",65,"1,11","1,9",58,"0,99","1,69",3299,"56,51","96,41",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,1628,"27,89","49,35",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,882,"15,11","26,74",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,789,"13,51","23,92",,,,,,,,
14/12/2015 09:30,33,GIRONDE,314,Pauillac,3395,1658,"48,84",1737,"51,16",24,"0,71","1,38",32,"0,94","1,84",1681,"49,51","96,78",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,659,"19,41","39,2",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,425,"12,52","25,28",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,597,"17,58","35,51",,,,,,,,
14/12/2015 09:30,33,GIRONDE,315,Les Peintures,1107,445,"40,2",662,"59,8",8,"0,72","1,21",19,"1,72","2,87",635,"57,36","95,92",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,274,"24,75","43,15",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,134,"12,1","21,1",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,227,"20,51","35,75",,,,,,,,
14/12/2015 09:30,33,GIRONDE,316,Pellegrue,742,355,"47,84",387,"52,16",8,"1,08","2,07",9,"1,21","2,33",370,"49,87","95,61",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,101,"13,61","27,3",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,150,"20,22","40,54",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,119,"16,04","32,16",,,,,,,,
14/12/2015 09:30,33,GIRONDE,317,Prissac,854,389,"45,55",465,"54,45",6,"0,7","1,29",11,"1,29","2,37",448,"52,46","96,34",2,LUG,PLUS FORTS PLUS SOLIDAIRE,PLUS FORTS PLUS SOLIDAIRES ENSEMBLE,ROUSSET Alain,202,"23,65","45,09",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,134,"15,69","29,91",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,112,"13,11",25,,,,,,,,
