LIBELONG;DESTDOMI;TYPEZONE;INSEE;DATAPPRO;LIBELLE;URLFIC;IDURBA;ID_NCA;NOMFIC;DATVALID;geometry
vocation plus résidentielle;01;U;06075;2018-12-21;UBb;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/levens-plu;00000607520181221;8340;PLU de Levens;2014-06-30;{"type": "Polygon", "coordinates": [[[7.22263893, 43.86684173], [7.22263704, 43.86675036], [7.22269944, 43.866752], [7.22277438, 43.86675974], [7.22282491, 43.86673732], [7.22287056, 43.8667397], [7.22288059, 43.86672886], [7.22288361, 43.86664339], [7.22288818, 43.86657554], [7.22295904, 43.86658712], [7.22302883, 43.86660271], [7.22305796, 43.86660916], [7.22317053, 43.86664742], [7.22319774, 43.86665817], [7.22331729, 43.86660893], [7.22336171, 43.8665864], [7.22345263, 43.86655431], [7.22356556, 43.8664727], [7.22369328, 43.86639583], [7.2237656, 43.86635302], [7.22380165, 43.8663336], [7.22392632, 43.86626605], [7.22388554, 43.86619129], [7.22370286, 43.86611122], [7.22360834, 43.865987], [7.22352842, 43.86598938], [7.22352497, 43.86594787], [7.22350168, 43.8659513], [7.22348819, 43.86593055], [7.22348249, 43.86591572], [7.22365045, 43.86585416], [7.22377961, 43.86581022], [7.22388519, 43.8657489], [7.22398629, 43.86569957], [7.2240575, 43.86566535], [7.22406485, 43.86566192], [7.22427754, 43.86556004], [7.22433911, 43.86552455], [7.22435615, 43.86551473], [7.22438721, 43.8655238], [7.22446952, 43.8654915], [7.22451489, 43.86551885], [7.22455806, 43.86549447], [7.22480468, 43.86535469], [7.2248731, 43.86531644], [7.22497406, 43.86525999], [7.22502968, 43.86522899], [7.22514549, 43.86515277], [7.22530893, 43.86481308], [7.22532081, 43.86480014], [7.22563744, 43.86444124], [7.22567428, 43.86417218], [7.22589316, 43.8640736], [7.22590254, 43.86406884], [7.22614434, 43.86409443], [7.22629302, 43.86413247], [7.22637393, 43.86414357], [7.2263703, 43.86417354], [7.2262975, 43.86430235], [7.22645175, 43.86432314], [7.22650206, 43.86430947], [7.22658252, 43.86429573], [7.22666922, 43.86428091], [7.22671952, 43.86415613], [7.22674197, 43.86406063], [7.22682627, 43.86388875], [7.22692006, 43.86365656], [7.22710245, 43.86336264], [7.22718817, 43.86322504], [7.22720968, 43.86323123], [7.2272871, 43.86326076], [7.22735813, 43.86327297], [7.22736106, 43.86324194], [7.22735559, 43.86298477], [7.22736079, 43.86293554], [7.22737265, 43.86289895], [7.22739681, 43.86283501], [7.22743173, 43.86275318], [7.22748021, 43.86266776], [7.22753695, 43.86257445], [7.22761866, 43.86245178], [7.22767062, 43.86241164], [7.22771238, 43.86238182], [7.22776425, 43.86234718], [7.22774281, 43.86219733], [7.22774372, 43.86217603], [7.22775127, 43.8621569], [7.22791629, 43.86206254], [7.22794009, 43.86201557], [7.22797231, 43.86195114], [7.22805492, 43.86179852], [7.22810313, 43.86171284], [7.22812044, 43.86168252], [7.22830508, 43.86155369], [7.22830055, 43.86149421], [7.22832378, 43.86144626], [7.22834132, 43.86142242], [7.22836201, 43.86140927], [7.22839471, 43.86139494], [7.22847225, 43.86135886], [7.22864304, 43.8612768], [7.22874554, 43.86122795], [7.22881072, 43.86119153], [7.22889014, 43.86114042], [7.22892861, 43.86112505], [7.22897957, 43.86110514], [7.22900419, 43.86109949], [7.22904801, 43.8610959], [7.22909318, 43.86108917], [7.22908653, 43.86018253], [7.22857277, 43.86022598], [7.22840624, 43.86027447], [7.2282408, 43.86025718], [7.22796872, 43.86022952], [7.22790961, 43.86022352], [7.227771, 43.86020186], [7.22767104, 43.86019078], [7.2276243, 43.86019043], [7.22755838, 43.86019335], [7.22748207, 43.86020568], [7.22740842, 43.86022863], [7.22733636, 43.8602563], [7.22725847, 43.86029437], [7.22720616, 43.86032632], [7.22720104, 43.8603295], [7.22715998, 43.86035866], [7.22711915, 43.86039269], [7.22706735, 43.86043661], [7.22700731, 43.86049868], [7.22699292, 43.86051627], [7.22693457, 43.86058784], [7.22689405, 43.86064276], [7.22686294, 43.86070038], [7.22684146, 43.86074844], [7.22682586, 43.86080519], [7.22682367, 43.86081591], [7.22682122, 43.86088711], [7.22674592, 43.860893], [7.22672719, 43.86089571], [7.22671515, 43.86089789], [7.22658818, 43.86092246], [7.22654131, 43.86093716], [7.22642378, 43.86097308], [7.2262829, 43.86101495], [7.22627136, 43.861019], [7.2262601, 43.86102331], [7.22617558, 43.86104921], [7.22613215, 43.86106162], [7.22612902, 43.86106309], [7.22605689, 43.86108472], [7.22603607, 43.86109147], [7.22603591, 43.86109152], [7.22603304, 43.86110121], [7.22602805, 43.86110043], [7.22602791, 43.86110041], [7.2259995, 43.861096], [7.22598488, 43.86107818], [7.22598475, 43.86107802], [7.22594864, 43.86103403], [7.22594802, 43.86103328], [7.22590454, 43.8609803], [7.22590418, 43.86097986], [7.22588323, 43.86095434], [7.22586941, 43.86093749], [7.22586909, 43.8609371], [7.22581559, 43.86087192], [7.22581554, 43.86087185], [7.22579291, 43.86084428], [7.2257931, 43.86084414], [7.22575882, 43.86083222], [7.22573358, 43.86082779], [7.22570698, 43.8608217], [7.22560652, 43.86080063], [7.22558006, 43.86079481], [7.22544184, 43.8607616], [7.22524974, 43.86087043], [7.22508468, 43.86096001], [7.22504785, 43.86098], [7.22493813, 43.86101543], [7.22478695, 43.86106968], [7.2246519, 43.86111799], [7.22452674, 43.86117052], [7.22446711, 43.86120617], [7.22450199, 43.86126178], [7.22450122, 43.86128677], [7.22448868, 43.86132772], [7.22447935, 43.86135314], [7.22440114, 43.86144584], [7.22438386, 43.8614748], [7.22438849, 43.86151211], [7.22463283, 43.8615221], [7.22504176, 43.8615388], [7.22502341, 43.86164766], [7.22500034, 43.86177346], [7.22496939, 43.86194931], [7.22492868, 43.86217177], [7.22491229, 43.8622582], [7.2248536, 43.86225958], [7.22468057, 43.86227275], [7.2245307, 43.86228417], [7.22449579, 43.86205147], [7.22449197, 43.8620098], [7.22442045, 43.86201636], [7.22410707, 43.86205509], [7.22385164, 43.8620858], [7.22378962, 43.86201025], [7.22374537, 43.86195429], [7.22368209, 43.86187671], [7.22359741, 43.86175834], [7.22352407, 43.86181164], [7.22347655, 43.86192181], [7.2232588, 43.86187599], [7.22316613, 43.86195005], [7.22303176, 43.86205655], [7.22295157, 43.86211905], [7.22286159, 43.86221388], [7.22286125, 43.86221383], [7.22280105, 43.86220384], [7.22274608, 43.86219471], [7.22274008, 43.8621933], [7.22269115, 43.86219348], [7.22266573, 43.86217995], [7.22264699, 43.86214887], [7.22263254, 43.86207472], [7.22262389, 43.86202513], [7.22259757, 43.86200776], [7.22251953, 43.86196984], [7.22248953, 43.86194657], [7.22241439, 43.86188827], [7.2224123, 43.86188588], [7.22235926, 43.86182377], [7.22264663, 43.86147832], [7.22287154, 43.86130783], [7.2233079, 43.86112554], [7.22317375, 43.86114741], [7.22302359, 43.8611717], [7.22297822, 43.86117975], [7.22295991, 43.861183], [7.22288854, 43.86120487], [7.22264705, 43.86129434], [7.22251197, 43.86134409], [7.22229052, 43.86143837], [7.22214387, 43.86151191], [7.22209098, 43.86154109], [7.22194172, 43.86162302], [7.22172576, 43.86174448], [7.22168455, 43.86177672], [7.22167627, 43.86179246], [7.22166839, 43.86180745], [7.22157105, 43.8618925], [7.22150076, 43.86189541], [7.22154937, 43.86199347], [7.22173157, 43.86210087], [7.22179024, 43.86215825], [7.22179882, 43.86216306], [7.22191302, 43.86222848], [7.22196303, 43.86225637], [7.22197382, 43.86226235], [7.22203939, 43.86236246], [7.22211546, 43.86245802], [7.22216295, 43.86258478], [7.2222196, 43.86272759], [7.22224134, 43.86278235], [7.22225313, 43.86281209], [7.22228793, 43.86289698], [7.22230809, 43.86289837], [7.22235329, 43.86290157], [7.22238452, 43.8629039], [7.22234183, 43.86301935], [7.22230828, 43.86309293], [7.22228961, 43.86311501], [7.22220997, 43.86320867], [7.22216169, 43.86325983], [7.22214321, 43.86327938], [7.22209842, 43.86333726], [7.22203757, 43.86345768], [7.22197969, 43.86358447], [7.22191789, 43.86370546], [7.22191349, 43.863715], [7.22186127, 43.86382751], [7.22182647, 43.86388572], [7.22175007, 43.86396096], [7.22173658, 43.86397392], [7.22168837, 43.86402093], [7.22164094, 43.86410054], [7.22160628, 43.86416903], [7.22158898, 43.8641979], [7.22151956, 43.8643136], [7.22147737, 43.8643831], [7.22133942, 43.86453047], [7.2213026, 43.86456488], [7.2213763, 43.86460141], [7.22156884, 43.86469687], [7.22163956, 43.86473189], [7.22160137, 43.86475951], [7.22154821, 43.86488278], [7.22145294, 43.86497226], [7.22145853, 43.86508163], [7.22140719, 43.86529684], [7.22131723, 43.86551544], [7.22125715, 43.86557896], [7.22120093, 43.8658579], [7.2212118, 43.86602682], [7.22121463, 43.86607186], [7.22121587, 43.86609019], [7.2212223, 43.86627145], [7.22122552, 43.86636225], [7.22122591, 43.86639784], [7.22122621, 43.86643387], [7.2212264, 43.86644315], [7.22120441, 43.86649618], [7.22118902, 43.86653391], [7.22108398, 43.86665991], [7.22107193, 43.86665686], [7.22098584, 43.86663478], [7.22089049, 43.86661377], [7.22083081, 43.86661023], [7.22074325, 43.86702808], [7.22073859, 43.86705097], [7.2207309, 43.86708744], [7.22071701, 43.86715337], [7.22071207, 43.86717754], [7.22079251, 43.8672394], [7.22103658, 43.86742705], [7.22113427, 43.86750491], [7.2212199, 43.86757297], [7.22151757, 43.8677188], [7.22173093, 43.86781274], [7.22198992, 43.86793248], [7.22211428, 43.86776635], [7.22224401, 43.86759361], [7.22242439, 43.86735295], [7.22219495, 43.86724539], [7.22200498, 43.86715434], [7.22200983, 43.86714919], [7.22263893, 43.86684173]]]}
emprise des chemins de fer de Provence, au niveau de la gare. �;05;U;06075;2018-12-21;UG;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/levens-plu;00000607520181221;7361;PLU de Levens;2014-06-30;{"type": "Polygon", "coordinates": [[[7.19745898, 43.85551575], [7.19744226, 43.85551096], [7.19737955, 43.85549191], [7.19737925, 43.85549182], [7.19735304, 43.85548385], [7.19735265, 43.85548374], [7.19724815, 43.85542445], [7.19724787, 43.8554243], [7.19694337, 43.85573245], [7.19668481, 43.8560507], [7.196659, 43.85609261], [7.19665544, 43.85609101], [7.19664161, 43.85608481], [7.19664147, 43.85608502], [7.19664086, 43.85608476], [7.19659249, 43.85615717], [7.19658375, 43.85617285], [7.19656126, 43.85620274], [7.19655285, 43.85621391], [7.19657878, 43.85622307], [7.19657846, 43.85622359], [7.1965759, 43.85622774], [7.19649703, 43.8563847], [7.19641441, 43.85656532], [7.19637374, 43.85668125], [7.19634029, 43.85681582], [7.19631657, 43.85693371], [7.1963075, 43.85703725], [7.19630228, 43.85711882], [7.19630085, 43.85720611], [7.19630621, 43.85729422], [7.1963227, 43.85740498], [7.19635095, 43.8575707], [7.19638944, 43.85770133], [7.19645184, 43.85788773], [7.19649691, 43.85799594], [7.19652991, 43.85806018], [7.19657579, 43.85813367], [7.19662017, 43.85819189], [7.19666517, 43.85824152], [7.19684817, 43.85843697], [7.19703916, 43.85862752], [7.19717509, 43.85874325], [7.19730409, 43.85885308], [7.1974288, 43.85875879], [7.19722148, 43.8586069], [7.19714441, 43.85854804], [7.19711948, 43.85852909], [7.19697204, 43.85831253], [7.19692597, 43.85824671], [7.19690724, 43.85825284], [7.19686953, 43.85819391], [7.19688343, 43.85818806], [7.1968458, 43.85812859], [7.19681309, 43.85806478], [7.19678208, 43.85799704], [7.19677621, 43.85795959], [7.1967758, 43.85795965], [7.19677576, 43.85795954], [7.19677158, 43.85794674], [7.19677153, 43.85794659], [7.19675509, 43.85789633], [7.19675504, 43.85789616], [7.19673573, 43.85783712], [7.19673568, 43.85783698], [7.19671534, 43.85777478], [7.19671531, 43.85777468], [7.19669288, 43.85770611], [7.19669281, 43.85770589], [7.1966712, 43.85763981], [7.19667112, 43.85763958], [7.19665347, 43.8575856], [7.19665326, 43.85758496], [7.19663918, 43.85754188], [7.19662989, 43.85745249], [7.19662982, 43.85745188], [7.19662942, 43.85744795], [7.1966278, 43.85743236], [7.19662468, 43.85740236], [7.19663932, 43.8573544], [7.19663939, 43.85735417], [7.19666795, 43.85726061], [7.19666901, 43.85720469], [7.19666932, 43.85716805], [7.19667154, 43.85702035], [7.19667721, 43.85697723], [7.19666405, 43.85697441], [7.19666613, 43.85678418], [7.19667158, 43.85671088], [7.19667739, 43.85666803], [7.19668206, 43.85664], [7.19670921, 43.85655866], [7.19671772, 43.85653562], [7.19673751, 43.85647494], [7.19675594, 43.85641844], [7.19690743, 43.85633822], [7.1970024, 43.85628792], [7.19700806, 43.85625824], [7.19705516, 43.85617721], [7.19712584, 43.85607995], [7.19713974, 43.85605049], [7.19717619, 43.85597195], [7.19724264, 43.85583574], [7.19726016, 43.85579289], [7.19728806, 43.8557218], [7.19739234, 43.85557999], [7.19739256, 43.85557962], [7.19745898, 43.85551575]]]}
Zone destinée à accueillir des activités industrielles, artisanales et commerciales.;02;U;06075;2018-12-21;UI;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/levens-plu;00000607520181221;8339;PLU de Levens;2014-06-30;{"type": "Polygon", "coordinates": [[[7.22446603, 43.85708048], [7.22462754, 43.85697524], [7.22465126, 43.85696996], [7.22465568, 43.85696879], [7.22478522, 43.85682931], [7.22496252, 43.8566385], [7.2249955, 43.85660451], [7.22500148, 43.85657084], [7.22518941, 43.8565085], [7.22537715, 43.8564496], [7.22543783, 43.85643056], [7.22562395, 43.85637128], [7.22563276, 43.85636848], [7.22570211, 43.85637156], [7.22575536, 43.85637854], [7.22580989, 43.85638568], [7.22591337, 43.85636319], [7.22591996, 43.85636176], [7.2260044, 43.85634326], [7.22608005, 43.8563305], [7.22616934, 43.85630695], [7.22620545, 43.85629509], [7.22625967, 43.85626361], [7.22633419, 43.85623396], [7.22635592, 43.85622969], [7.22645215, 43.85621902], [7.22653036, 43.85619553], [7.22668471, 43.85613376], [7.22674829, 43.85609768], [7.22676556, 43.8560871], [7.22690868, 43.85603992], [7.22709054, 43.85597996], [7.22709867, 43.85596532], [7.2271312, 43.85590683], [7.22727224, 43.85562496], [7.22730664, 43.8555564], [7.22731173, 43.85554611], [7.22735805, 43.85545336], [7.22743711, 43.85529504], [7.22746989, 43.85520121], [7.22711497, 43.85520432], [7.22700441, 43.85520529], [7.2268968, 43.85490414], [7.22677503, 43.85456316], [7.22656683, 43.85458709], [7.2264556, 43.85463069], [7.22641521, 43.85463857], [7.2263479, 43.85464947], [7.22624586, 43.85466911], [7.22611474, 43.85471312], [7.22598988, 43.85475924], [7.22611552, 43.85498949], [7.22615707, 43.85506678], [7.22605212, 43.85507522], [7.22589241, 43.85509304], [7.22584337, 43.85509845], [7.22581244, 43.85511632], [7.2254993, 43.85532609], [7.22535834, 43.85572711], [7.22525843, 43.8559747], [7.22519998, 43.85611958], [7.22514967, 43.85614829], [7.22510294, 43.85616651], [7.22495342, 43.85619411], [7.22468588, 43.85623755], [7.22443893, 43.8562765], [7.22435708, 43.8562931], [7.22426351, 43.85632791], [7.22415901, 43.85637999], [7.22409196, 43.85642623], [7.22401125, 43.85648188], [7.22392575, 43.85655855], [7.22386668, 43.85663041], [7.22384512, 43.85669748], [7.22383122, 43.85680589], [7.22381688, 43.85693019], [7.22377032, 43.85711232], [7.2237317, 43.85731911], [7.22385236, 43.85737103], [7.22388551, 43.85736042], [7.22399836, 43.85732428], [7.22401338, 43.8573337], [7.22391413, 43.85741136], [7.22380442, 43.85757305], [7.22375588, 43.85763576], [7.22367368, 43.85771329], [7.22354954, 43.85782138], [7.22348989, 43.85785857], [7.22340512, 43.85790628], [7.2232859, 43.85794469], [7.22319103, 43.85795855], [7.22306724, 43.85797894], [7.22284011, 43.85802153], [7.22263489, 43.85805228], [7.22247644, 43.85807887], [7.22239531, 43.85810013], [7.22233551, 43.85812173], [7.2222546, 43.85815109], [7.22202312, 43.85824612], [7.22196991, 43.85828783], [7.22187138, 43.85836501], [7.22185059, 43.85838242], [7.22183398, 43.85839634], [7.22183423, 43.85839654], [7.22185136, 43.85841071], [7.22193644, 43.85848108], [7.22201408, 43.8585453], [7.22209597, 43.85861304], [7.22220952, 43.85870696], [7.22221446, 43.85871104], [7.22228676, 43.85877084], [7.22228748, 43.85876903], [7.22233198, 43.85878119], [7.22243054, 43.85884073], [7.22256876, 43.85892117], [7.22274877, 43.85901765], [7.22283153, 43.85906221], [7.22301417, 43.85894314], [7.22359189, 43.8585665], [7.22389919, 43.85836615], [7.22390481, 43.85835736], [7.22392529, 43.85832534], [7.22393317, 43.85831302], [7.22397048, 43.85825468], [7.22397175, 43.85825271], [7.22400105, 43.85820688], [7.22401207, 43.85818965], [7.22404751, 43.85813425], [7.22405061, 43.85812939], [7.22422059, 43.85786361], [7.22436338, 43.85744058], [7.22442413, 43.8572606], [7.22442514, 43.85726021], [7.22445223, 43.85718503], [7.22445912, 43.85708455], [7.22446603, 43.85708048]]]}
vocation plus résidentielle;01;U;06075;2018-12-21;UBb;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/levens-plu;00000607520181221;8335;PLU de Levens;2014-06-30;{"type": "Polygon", "coordinates": [[[7.26635383, 43.82696054], [7.26641801, 43.82676965], [7.26649704, 43.82653456], [7.26610509, 43.82646669], [7.26607963, 43.82648759], [7.26598458, 43.82658494], [7.26596375, 43.82660248], [7.26593687, 43.82663058], [7.26581414, 43.82673096], [7.26562446, 43.82678132], [7.2654954, 43.8268128], [7.26549103, 43.82681387], [7.26534044, 43.82685061], [7.26516924, 43.82684069], [7.26509528, 43.82685051], [7.26491438, 43.82685503], [7.26481869, 43.82684367], [7.2648184, 43.82683292], [7.26462974, 43.8267486], [7.26454456, 43.82672314], [7.26445689, 43.82669774], [7.2643817, 43.82666097], [7.26435335, 43.82662803], [7.2643481, 43.82662751], [7.26429101, 43.82662181], [7.26425507, 43.82661823], [7.26425439, 43.82661816], [7.26424674, 43.82661739], [7.26421699, 43.82661937], [7.26418025, 43.82662181], [7.26411087, 43.82662642], [7.26402183, 43.82663705], [7.26392647, 43.82664844], [7.26390569, 43.82664627], [7.26389071, 43.82664471], [7.26377182, 43.8266323], [7.26358239, 43.82658908], [7.26365424, 43.82649987], [7.26365422, 43.82649873], [7.26368781, 43.82649954], [7.26386403, 43.82649783], [7.26391412, 43.82650504], [7.26397433, 43.82651347], [7.26407099, 43.82652676], [7.26409855, 43.82652114], [7.26415338, 43.82650996], [7.26420721, 43.82648058], [7.26423865, 43.82646342], [7.26436167, 43.82644314], [7.26451347, 43.82641811], [7.26472746, 43.8263684], [7.26472806, 43.82636827], [7.2647328, 43.82632177], [7.26469979, 43.82621311], [7.26465748, 43.82616484], [7.26457351, 43.82610396], [7.26445427, 43.82602743], [7.26432446, 43.82596275], [7.2641292, 43.82586829], [7.26401475, 43.82579265], [7.26401412, 43.82579258], [7.26398401, 43.82577276], [7.26397559, 43.82576394], [7.26404089, 43.82570057], [7.26408908, 43.82564133], [7.26415572, 43.82556667], [7.26415426, 43.82556468], [7.26414949, 43.8255582], [7.26397401, 43.82520359], [7.26393515, 43.82512927], [7.2639115, 43.82508404], [7.26390975, 43.82508069], [7.26392045, 43.82492717], [7.26389536, 43.82491873], [7.26368725, 43.82485901], [7.26361813, 43.82484351], [7.26352713, 43.82482055], [7.26309566, 43.82465501], [7.26303643, 43.82463228], [7.26302009, 43.82462106], [7.2627896, 43.82448873], [7.26277265, 43.82447117], [7.26274656, 43.82444414], [7.2627751, 43.8242742], [7.26278006, 43.82424465], [7.26280593, 43.82409061], [7.26281234, 43.82405245], [7.26281236, 43.82405234], [7.26282155, 43.82399761], [7.26279844, 43.82392256], [7.26277297, 43.82383981], [7.26278177, 43.82380264], [7.26278196, 43.82380181], [7.26278629, 43.82378353], [7.26283442, 43.82379432], [7.26312284, 43.82396961], [7.26317085, 43.82400766], [7.26318289, 43.82401899], [7.26335527, 43.824062], [7.26348802, 43.82410943], [7.26379796, 43.82423611], [7.26379837, 43.82421985], [7.26382552, 43.82397458], [7.26400727, 43.82362499], [7.26393864, 43.82334673], [7.26393277, 43.82332292], [7.26390756, 43.82320478], [7.26391111, 43.82315562], [7.26393688, 43.82287064], [7.2639492, 43.82260158], [7.26396426, 43.82234029], [7.26398368, 43.82209888], [7.26391418, 43.82208964], [7.26355833, 43.82211988], [7.26320523, 43.82205529], [7.26318119, 43.82205506], [7.26309775, 43.82205436], [7.26305502, 43.82205387], [7.26298603, 43.82203187], [7.26285031, 43.8219412], [7.26273776, 43.82191749], [7.26262545, 43.82193198], [7.26243828, 43.82197751], [7.26225528, 43.82192708], [7.26188509, 43.82182684], [7.26165349, 43.82168224], [7.26166476, 43.82171488], [7.26170397, 43.82188836], [7.26174609, 43.82204586], [7.26176643, 43.82221837], [7.2617118, 43.82234523], [7.2616828, 43.82238863], [7.26167308, 43.8224019], [7.26164199, 43.82244394], [7.26157852, 43.82248247], [7.26147489, 43.82254664], [7.26139652, 43.82259729], [7.26139046, 43.82260113], [7.26129049, 43.82265767], [7.26124494, 43.82268937], [7.26122037, 43.82269385], [7.26118388, 43.82270467], [7.26114548, 43.82271606], [7.26108813, 43.82273317], [7.26088922, 43.82281494], [7.26066534, 43.82293572], [7.26064902, 43.82294879], [7.26056258, 43.82301823], [7.26047288, 43.82312231], [7.26046257, 43.82313425], [7.2604277, 43.82320906], [7.26041238, 43.8232823], [7.26037226, 43.82352719], [7.26036852, 43.82355041], [7.26035904, 43.82372697], [7.26035728, 43.82373352], [7.26031627, 43.82387283], [7.26032282, 43.82395071], [7.26032291, 43.82395188], [7.26032306, 43.82410075], [7.26028648, 43.82429955], [7.26027324, 43.82449247], [7.26026438, 43.82455897], [7.26024499, 43.82470788], [7.26021153, 43.82483329], [7.26018842, 43.8248907], [7.26011408, 43.82507385], [7.26011783, 43.82511373], [7.26012193, 43.82515735], [7.2601863, 43.82526433], [7.26024091, 43.8253123], [7.26028446, 43.82533205], [7.26029189, 43.82535701], [7.26030704, 43.82540786], [7.2602656, 43.82548482], [7.2602506, 43.82551235], [7.26024082, 43.82552797], [7.26021811, 43.825564], [7.26017615, 43.82562844], [7.26012575, 43.82570586], [7.26002202, 43.82576714], [7.25994371, 43.82582536], [7.2598596, 43.82588758], [7.25972727, 43.82600442], [7.25968399, 43.82605667], [7.25959106, 43.82616917], [7.25954469, 43.82621838], [7.2595139, 43.82625122], [7.25939198, 43.82640081], [7.25935012, 43.82645201], [7.25930305, 43.82653199], [7.25918737, 43.8266917], [7.25907974, 43.8268309], [7.25907291, 43.82683946], [7.25903672, 43.82691496], [7.25905283, 43.82695578], [7.25906095, 43.82697619], [7.25907068, 43.82701321], [7.25905699, 43.82706494], [7.25897875, 43.82714586], [7.25884076, 43.82727517], [7.25878863, 43.82730902], [7.25862582, 43.82739595], [7.2586278, 43.82739921], [7.25868258, 43.82747833], [7.25875155, 43.82757795], [7.2587574, 43.82758132], [7.25880505, 43.82764597], [7.25881361, 43.82769069], [7.25883329, 43.82772093], [7.25884197, 43.82778385], [7.25885601, 43.8277952], [7.2589922, 43.82770841], [7.2591985, 43.82758039], [7.25934706, 43.82751429], [7.25935465, 43.82751093], [7.2593533, 43.82750441], [7.25934972, 43.8274849], [7.25935529, 43.82749108], [7.25950751, 43.82748072], [7.25978395, 43.8274235], [7.26004692, 43.82737428], [7.26007091, 43.82741552], [7.26011124, 43.82743549], [7.26017183, 43.82743339], [7.26026289, 43.82739414], [7.26039562, 43.82734118], [7.26053474, 43.82728546], [7.26063829, 43.82721337], [7.26070527, 43.82716019], [7.26060841, 43.82705646], [7.26062695, 43.82704637], [7.26068801, 43.8270055], [7.26107483, 43.82674596], [7.26113904, 43.82676229], [7.26118349, 43.82681255], [7.26129836, 43.82677381], [7.26130756, 43.82678192], [7.26136027, 43.82681942], [7.26154721, 43.82690241], [7.26170753, 43.82699726], [7.26180698, 43.82707051], [7.26184247, 43.82710472], [7.2619222, 43.82718154], [7.26196253, 43.82722331], [7.26202878, 43.82726867], [7.26213395, 43.82732683], [7.26226189, 43.82740311], [7.26232063, 43.82743966], [7.26232759, 43.82748111], [7.26236154, 43.82760522], [7.26238374, 43.82768637], [7.26239443, 43.82777454], [7.26239601, 43.8279075], [7.26240395, 43.82805724], [7.26238504, 43.82829428], [7.2623789, 43.82841717], [7.26238412, 43.82845869], [7.26241548, 43.82848523], [7.26249534, 43.82852779], [7.2625925, 43.82858374], [7.26266616, 43.82864331], [7.26272417, 43.82869332], [7.26276287, 43.82876813], [7.26276281, 43.82883068], [7.26273133, 43.82892591], [7.26271558, 43.8290052], [7.26268683, 43.82907356], [7.2626462, 43.82913967], [7.26262926, 43.8291611], [7.26257704, 43.82922718], [7.26256471, 43.8292638], [7.26254966, 43.82935235], [7.26249963, 43.82942929], [7.26250206, 43.82944677], [7.26251481, 43.82947754], [7.26256241, 43.82950983], [7.26260957, 43.82952286], [7.26267681, 43.82953508], [7.26271646, 43.82954229], [7.26287527, 43.82954786], [7.26293626, 43.82955], [7.26297862, 43.82955718], [7.26310768, 43.82960007], [7.26310005, 43.82962452], [7.26313281, 43.82962649], [7.26356832, 43.82977049], [7.26363959, 43.82979636], [7.26364012, 43.82979637], [7.26366045, 43.83006648], [7.26367295, 43.83023262], [7.26367302, 43.83023357], [7.26368006, 43.83032711], [7.26368009, 43.83032744], [7.26375287, 43.83056858], [7.26381772, 43.83078344], [7.26382124, 43.8307951], [7.26382143, 43.83079556], [7.26389687, 43.83091912], [7.26389691, 43.83091919], [7.26392679, 43.83096813], [7.26392695, 43.83096839], [7.26394314, 43.8309949], [7.26394328, 43.83099513], [7.26396318, 43.83102772], [7.26396322, 43.83102779], [7.26396996, 43.83103883], [7.26397, 43.83103889], [7.26397763, 43.83105138], [7.26398487, 43.83106326], [7.26399165, 43.83107435], [7.26399167, 43.83107439], [7.26399829, 43.83108524], [7.26400523, 43.83109659], [7.26401125, 43.83110645], [7.26401126, 43.83110647], [7.26401825, 43.83111793], [7.26401827, 43.83111796], [7.26402417, 43.83112761], [7.26402976, 43.83113677], [7.26402978, 43.8311368], [7.26403595, 43.83114691], [7.26403597, 43.83114694], [7.26403653, 43.83114786], [7.26403702, 43.83114865], [7.26403704, 43.83114877], [7.26403598, 43.83115952], [7.26400672, 43.83145769], [7.26399332, 43.83153611], [7.26401195, 43.83162396], [7.26400434, 43.83173872], [7.26401805, 43.83177729], [7.26416442, 43.83189016], [7.26418163, 43.83197402], [7.26417106, 43.83219758], [7.26422944, 43.8322691], [7.26437147, 43.83227391], [7.26450365, 43.83227847], [7.26466215, 43.832282], [7.26481742, 43.83228566], [7.26481782, 43.83218444], [7.26487479, 43.83188868], [7.26489988, 43.83177622], [7.26490023, 43.83176431], [7.26490043, 43.83175862], [7.26490107, 43.83173544], [7.26486531, 43.83158011], [7.26484428, 43.83147523], [7.26483394, 43.83142345], [7.26484739, 43.83129513], [7.26485151, 43.83127532], [7.26486366, 43.83121627], [7.26490947, 43.83104451], [7.26492328, 43.83099269], [7.26497431, 43.83080756], [7.26499656, 43.83072703], [7.26503907, 43.8305745], [7.26504691, 43.83054607], [7.26506123, 43.83042953], [7.26511611, 43.83024587], [7.26511662, 43.83004263], [7.26512637, 43.82996655], [7.26516639, 43.82990063], [7.26526257, 43.82974835], [7.26532968, 43.82964506], [7.26546223, 43.82961247], [7.2655491, 43.8293541], [7.26555143, 43.82934718], [7.2656188, 43.8291468], [7.26562342, 43.82913306], [7.26568757, 43.82894227], [7.26575261, 43.82874881], [7.26590153, 43.82830587], [7.26603084, 43.82792124], [7.26613813, 43.82760214], [7.26628773, 43.82715717], [7.26635383, 43.82696054]]]}
