siretAcheteur;urlProfilAcheteur;urlDCAT;coordonnees
1,97E+13;https://www.e-marchespublics.com;;Ecole Centrale de Lyon - Service Marchés Publics - 36 avenue Guy de Collongue - 69134 ECULLY Cedex
