X,Y,FID,secteur,adresse,situation,point_x,point_y,source,export
55.395878748,-20.9003591479999,194,Saint Bernard,Angle chemins Dépêche,en face de Service technique,"333158,83228382","7688046,4831433",CINOR,26/08/2019
55.4042997550001,-20.8982687729999,195,Saint Bernard,Angle chemins José Michel et Saint-Bernard,Pprès de l'arrêt bus,"334032,54997856","7688286,6200213",CINOR,26/08/2019
55.4009332300001,-20.9073924849999,196,Saint Bernard,Chemin du Père Rimbault,Parking centre commercial,"333692,39742175","7687273,1105611",CINOR,26/08/2019
55.403240736,-20.902017971,197,Saint Bernard,Angle ch. De la Ruelle Bambous et ch. Des Agapanthes, ,"333926,51003396","7687870,4724394",CINOR,26/08/2019
55.417011561,-20.904007287,198,Saint Bernard,Route des Goyaviers,200m avant allée des Grenadines,"335361,21278813","7687664,4392258",CINOR,26/08/2019
55.403173173,-20.895189418,199,Saint Bernard,Chemin des cerisiers,A coté n° 22,"333911,96779396","7688626,3528991",CINOR,26/08/2019
55.3985700040001,-20.89467925,200,Saint Bernard,Chemin couilloux,En face du centre equestre,"333432,52430418","7688678,0655833",CINOR,26/08/2019
55.3985671990001,-20.8946374079999,201,Saint Bernard,Chemin couilloux,En face du centre equestre,"333432,18501129","7688682,6921698",CINOR,26/08/2019
55.4043515380001,-20.912347037,202,Saint Bernard,Chemin père raimbault,Arrêt bus bananiers au niveau du n°35,"334053,43258083","7686728,16324",CINOR,26/08/2019
55.398947881,-20.902079671,203,Saint Bernard,Chemin ruelle des bambous,Près de l'arrêt de bus en face de la rue de l'avenir,"333480,00841438","7687859,2005631",CINOR,26/08/2019
55.3998503760001,-20.8925593179999,204,Saint Bernard,134 chemin josé michel,Près du poteau EDF,"333563,38515301","7688914,0757107",CINOR,26/08/2019
55.4643470180001,-20.9057024639999,205,Saint François,Route de Saint-François,Près du numéro 27,"340287,03414427","7687524,6108383",CINOR,26/08/2019
55.449516212,-20.922687561,206,Saint François,Route de Saint-François,Près de la gendarmerie,"338762,46804743","7685629,4957945",CINOR,26/08/2019
55.458536678,-20.919707135,207,Saint François,Allée des écoles,Près de la salle polyvalente,"339697,52237406","7685968,4711288",CINOR,26/08/2019
55.457284078,-20.9218079139999,208,Saint François,Angle boulevard de Saint-François et rue de la Chaumière,Face à l'école maternelle de la Chaumière,"339569,468815","7685734,6601093",CINOR,26/08/2019
55.4589703880001,-20.9184681419999,209,Saint François,Route de saint françois,Au niveau du N° 110,"339741,31166972","7686106,061656",CINOR,26/08/2019
55.4590632960001,-20.9159246419999,210,Saint François,Angle route de Saint François et chemin des Brumes, ,"339748,27459646","7686387,7289287",CINOR,26/08/2019
55.4612250050001,-20.9157513129999,211,Saint François,Chemin de la Grotte,Près du numéro 41 ter,"339972,93759061","7686409,0793027",CINOR,26/08/2019
55.459662103,-20.916200085,212,Saint François,Angle route du Brûlé et chemin de la Convalescence,"Aarrêt de bus ""Les Lataniers""","339810,85184312","7686357,8364383",CINOR,26/08/2019
55.4599909200001,-20.915293854,213,Saint François,Boulevard de Saint-François,Près de l'arrêt de bus de la Résidence Belvédère,"339844,0899003","7686458,4853846",CINOR,26/08/2019
55.462062222,-20.902241553,214,Saint François,Boulevard St François (Résidence les Tourtereaux),Au n°66,"340045,69754101","7687905,4635056",CINOR,26/08/2019
55.4621891420001,-20.898779486,215,Saint François,Rue des tourtereaux,En face de la résidence techer,"340055,22256006","7688288,8455224",CINOR,26/08/2019
55.4617752250001,-20.8991980719999,216,Saint François,Chemin Alfred Mazérieux,En face N° 43,"340012,61447316","7688242,0871469",CINOR,26/08/2019
55.4613635630001,-20.9004680749999,217,Saint François,chemin de la comète, ,"339971,1311643","7688101,0947966",CINOR,26/08/2019
55.459841135,-20.912138629,218,Saint François,Route de saint françois,Au niveau du boutique Vival N° 125 bis,"339825,16088262","7686807,6186221",CINOR,26/08/2019
55.4567522,-20.893715573,219,Centre Ville,Rue monthyon,Parking bar du vauban en face du bowling,"339484,24750129","7688844,0024334",CINOR,26/08/2019
55.451197526,-20.891224129,220,Centre Ville,"Boulevard Doret, CGSS",Arrêt bus Sécurité Sociale,"338903,73891191","7689114,2399745",CINOR,26/08/2019
55.449214533,-20.8909320449999,221,Centre Ville,Angle rue Monthyon et impase tangavel, ,"338697,12855059","7689144,5904118",CINOR,26/08/2019
55.4500390910001,-20.891241264,222,Centre Ville,Angle rue d'Alsace et rue Monthyon,Près de la bouche d'incendie,"338783,23487501","7689111,1861493",CINOR,26/08/2019
55.449529897,-20.892284474,223,Centre Ville,Rue Jules Reydellet,A côté du numéro 37,"338731,38112591","7688995,1879076",CINOR,26/08/2019
55.4560906520001,-20.8774842039999,224,Centre Ville,Angle rues du Général Roland et Jacob,A l'intersection sur large trottoir,"339398,16208306","7690640,170176",CINOR,26/08/2019
55.4540488490001,-20.891198732,225,Centre Ville,Angle rues Jacob et Géneral De Gaulle,Prés du square du gouverneur André CAPAGORY,"339200,34238639","7689119,909456",CINOR,26/08/2019
55.4540764720001,-20.889739859,226,Centre Ville,Angle rues du Général de Gaulle et rue Decean, ,"339201,65580391","7689281,4376937",CINOR,26/08/2019
55.446283131,-20.8881110089999,227,Centre Ville,Rue du général de gaulle,En du face du restaurant le temps des mets,"338389,14191792","7689453,9360681",CINOR,26/08/2019
55.446482222,-20.885462092,228,Centre Ville,Angle rues du Général de Gaulle et Juliette Dodu, ,"338407,02444965","7689747,3731521",CINOR,26/08/2019
55.448706998,-20.8844154089999,229,Centre Ville,Angle rue Léon Dierx et ruelle Técher,"Cité SHLMR "" Le Ruisseau ""","338637,36174835","7689865,482217",CINOR,26/08/2019
55.4474537,-20.8807977769999,230,Centre Ville,Rue Nicole de la  Serve,Devant l'école primaire,"338503,10000403","7690264,6999942",CINOR,26/08/2019
55.454094674,-20.885477174,231,Centre Ville,"Rue Mazagran, près du numéro 23","Devant ""Lyne coiffure esthétique""","339199,00947168","7689753,3392479",CINOR,26/08/2019
55.453875463,-20.8809540419999,232,Centre Ville,Ruelle Marcadet et ruelle Camp Jacquot, ,"339171,39104651","7690253,8469395",CINOR,26/08/2019
55.456069621,-20.880464672,233,Centre Ville,Ruelle Camp Jacquot,Sur parking,"339399,14353595","7690310,2076753",CINOR,26/08/2019
55.4564258020001,-20.8873192519999,234,Centre Ville,Ruelle Pavé,A l'entrée de la Ruelle,"339443,49235827","7689551,7501615",CINOR,26/08/2019
55.4512630770001,-20.872712856,235,Centre Ville,Angle rues Monseigneur Beaumont et Magalon,"Face au magasin ""Roc Eclerc""","338890,80393254","7691163,5338183",CINOR,26/08/2019
55.447831787,-20.8740452339999,236,Centre Ville,Rue Montreuil,Face au numéro 37,"338535,22163679","7691012,6015024",CINOR,26/08/2019
55.4469602610001,-20.874436513,237,Centre Ville,Angle rues Montreuil et Roland Garros, ,"338444,96537831","7690968,4082223",CINOR,26/08/2019
55.4452965140001,-20.8755284719999,238,Centre Ville,"Boulevard Lancastel, près du numéro 32","Devant le restaurant ""La Saladière""","338273,0257317","7690845,8486799",CINOR,26/08/2019
55.447313733,-20.8733564889999,239,Centre Ville,Rue de la Gare Routière,Sur le front de mer,"338480,58540834","7691088,3264783",CINOR,26/08/2019
55.449077763,-20.875554854,240,Centre Ville,Rue de la Gare Routière,"Près du bar ""le créateur""","338666,47334994","7690846,7265078",CINOR,26/08/2019
55.449693627,-20.87618993,241,Centre Ville,Rue Labourdonnais,Sur le parc de stationnement Labourdonnais,"338731,22118683","7690777,0490373",CINOR,26/08/2019
55.4540807980001,-20.8744967719999,242,Centre Ville,Angle rue Rontaunay et rue Jean Chatel,Sur Trottoir,"339185,87529755","7690968,8736179",CINOR,26/08/2019
55.4565509810001,-20.876947554,243,Centre Ville,Place Sarda Garriga Barachois,Entrée parking près du kiosque,"339445,48937281","7690700,0364107",CINOR,26/08/2019
55.4585157320001,-20.879042425,244,Centre Ville,Rue des Moulins,"A côté du numéro 6, prés du magasin ""Force 7""","339652,12480564","7690470,1009711",CINOR,26/08/2019
55.4566892760001,-20.8845883459999,245,Centre Ville,Avenue de la Victoire,Face à Air France,"339467,99512668","7689854,3311799",CINOR,26/08/2019
55.4587464250001,-20.883580385,246,Centre Ville,Angle Rue Rontauanay et Amiral Lacaze,Sur le parc de jeux,"339680,94481823","7689967,968747",CINOR,26/08/2019
55.4610358620001,-20.8822914409999,247,Centre Ville,Angle rues Amiral Lacaze et rue de Nice, ,"339917,76999482","7690112,9375106",CINOR,26/08/2019
55.46348369,-20.884407586,248,Centre Ville,Angle rues de Nice et rue Jules Auber,"Face au restaurant ""QI  LIN  JADE""","340174,6794647","7689881,1166392",CINOR,26/08/2019
55.4626262670001,-20.884181769,249,Centre Ville,Barachois,Entrée parking  près de la piscine,"340085,23582698","7689905,2654999",CINOR,26/08/2019
55.4550972650001,-20.888703515,250,Centre Ville,Angle Boulevard Lancastel et rue Pasteur, ,"339306,7493209","7689397,1885048",CINOR,26/08/2019
55.4530188900001,-20.889932686,251,Centre Ville,Angle rue Sainte Anne et ruelle Chinois,"Derrière "" Super U""","339091,84323733","7689259,0312954",CINOR,26/08/2019
55.4511394850001,-20.8888312619999,252,Centre Ville,Angle rues Sainte-Anne etrue  Jules Auber,A côté de l'école maternelle Centrale,"338895,14188443","7689379,0843861",CINOR,26/08/2019
55.4515695520001,-20.891489862,253,Centre Ville,Angle rues Maréchal Leclerc et rue Juliette Dodu, ,"338942,72083033","7689085,1970887",CINOR,26/08/2019
55.4547615320001,-20.885634932,254,Centre Ville,Angle rues Lucien Gaspard et rue Maréchal Leclerc, ,"339268,55285516","7689736,5510368",CINOR,26/08/2019
55.4574144640001,-20.885623304,255,Centre Ville,Angle rues Fénélon et rue Sainte-Marie, ,"339544,54752379","7689740,488217",CINOR,26/08/2019
55.4609957160001,-20.884939833,256,Centre Ville,Angle boulevard Lacaussade et rampes Ozoux,à côté du transformateur électrique,"339916,39748528","7689819,724352",CINOR,26/08/2019
55.46032159,-20.8879661739999,257,Centre Ville,Angle rues Bertin et rue Tourette, ,"339849,47566016","7689484,033531",CINOR,26/08/2019
55.4616752250001,-20.8881431849999,258,Centre Ville,Rue de parny, ,"339990,48403448","7689465,781837",CINOR,26/08/2019
55.461095576,-20.889170989,259,Centre Ville,Angle rues Malartic et rue Poivre,a proximité du parking,"339931,27831126","7689351,4211862",CINOR,26/08/2019
55.4640003700001,-20.887922589,260,Centre Ville,Angle rue des onyx,parking Médiatheque Alain Lorraine,"340232,15274226","7689492,5150467",CINOR,26/08/2019
55.457519238,-20.889875634,261,Centre Ville,Angle Boulevard de la Source et allée des Jaspes, ,"339559,96334402","7689269,8476035",CINOR,26/08/2019
55.4577176860001,-20.881776374,262,Centre Ville,Avenue hubert delisle,en face superette,"339572,00264009","7690166,6454206",CINOR,26/08/2019
55.461677707,-20.886756062,263,Centre Ville,Angle rue du Couvent et avenue Hubert de Lisle,"face au ""Super 2000""","339989,27796802","7689619,3423363",CINOR,26/08/2019
55.4479832700001,-20.875839893,264,Centre Ville,Angle rues Leblon et avenue Hubert de Lisle,prés de l'école Gabriel Macé,"338552,8963054","7690814,0808299",CINOR,26/08/2019
55.4501706250001,-20.8721987339999,265,Centre Ville,Rue Ambroise Vollard, ,"338776,58864317","7691219,3522781",CINOR,26/08/2019
55.4523481260001,-20.887417226,266,Centre Ville,Angle Boulevard Jean Jaurès et rue Ruisseau des Noirs, ,"339019,37097519","7689536,8282881",CINOR,26/08/2019
55.452902721,-20.8793697949999,267,Centre Ville,Angle boulevard de la Providence et rue Ave Maria,Sur large trottoir à proximité du panneau stationnement interdit,"339068,49244904","7690428,2422186",CINOR,26/08/2019
55.4516812640001,-20.892599575,268,Centre Ville,Angle Boulevard de la Providence et allée des Roses,"sur le parking ""boutique LAIKING""","338955,52801033","7688962,4633741",CINOR,26/08/2019
55.4549761600001,-20.8914678539999,269,Centre Ville,Boulevard de la Providence,devant la D.A.F.,"339297,09254763","7689091,0511313",CINOR,26/08/2019
55.4575071790001,-20.896322276,270,Centre Ville,Rue Saint Joseph Ouvrier,derrière le casino,"339565,56579291","7688556,1842699",CINOR,26/08/2019
55.458671027,-20.8983402,271,Centre Ville,Rue des paniers, ,"339688,78249768","7688333,9602837",CINOR,26/08/2019
55.4824378070001,-20.8888100469999,272,Sainte Clotilde,Rue Christol de Sigoyer,"espace vert, apres le bar""Thé Moon""","342151,19863332","7689412,504774",CINOR,26/08/2019
55.4796998960001,-20.887642237,273,Sainte Clotilde,Rue Edmond Rostand,prés de l'hôtel des impôts,"341865,13936678","7689539,0900988",CINOR,26/08/2019
55.47989957,-20.8889160149999,274,Sainte Clotilde,Allé étudiant,devant le lycée Butor,"341887,24860337","7689398,2752227",CINOR,26/08/2019
55.48395299,-20.8952645209999,275,Sainte Clotilde,Angle rue Stanislas Gimart et avenue de Lattre de T,Face au case,"342315,56748898","7688699,4826176",CINOR,26/08/2019
55.482762306,-20.8972556159999,276,Sainte Clotilde,Angle rues de Lattre de Tassiny et de la Cure,prés des terrains de basket,"342193,78538344","7688477,8955057",CINOR,26/08/2019
55.480345733,-20.898592035,277,Sainte Clotilde,Angle rue Claude Debussy et avenue Desdassyns, ,"341943,79432674","7688327,5757033",CINOR,26/08/2019
55.481102235,-20.89605828,278,Sainte Clotilde,Rue Tessan,mairie annexe,"342019,8435515","7688608,8096484",CINOR,26/08/2019
55.481747543,-20.8940166539999,279,Sainte Clotilde,Rue Leopold rambault (N° 83 B),"sur le ""parking la table de jérome""","342084,8320348","7688835,4494908",CINOR,26/08/2019
55.479128497,-20.8942987249999,280,Sainte Clotilde,Angle rue Lacroix et avenue Wagner,Sur large trottoir,"341812,67205918","7688801,6464253",CINOR,26/08/2019
55.4769252310001,-20.8945920479999,281,Sainte Clotilde,Angle Rue Méziare Guignard et rue Tessan, ,"341583,77417543","7688767,0065776",CINOR,26/08/2019
55.477366977,-20.8985041949999,282,Sainte Clotilde,Impasse Bois de chandelle,à l'entrée de l'impasse,"341633,83323798","7688334,362621",CINOR,26/08/2019
55.479478568,-20.8930516949999,283,Sainte Clotilde,Angle rues Lory les Hauts et Nantier Didier,"prés de la résidence ""Les Tamarins""","341847,78063989","7688940,0423453",CINOR,26/08/2019
55.4793294310001,-20.8907583449999,284,Sainte Clotilde,Rue Tessan,face au numéro 95,"341829,86541151","7689193,7687419",CINOR,26/08/2019
55.4758423210001,-20.889206379,285,Sainte Clotilde,Angle rues Bois de Merle et Desbassyns,sur le trottoir,"341465,45983794","7689362,130162",CINOR,26/08/2019
55.474239422,-20.889150174,286,Sainte Clotilde,Angle rues des Deux-Canons et Bois de fer,prés du numéro 113,"341298,65280668","7689366,7744243",CINOR,26/08/2019
55.4744198270001,-20.892043948,287,Sainte Clotilde,Angle rues Pitel et Fruit à pain,prés du terrain de pétanque,"341320,45908396","7689046,6055213",CINOR,26/08/2019
55.478161437,-20.885975055,288,Sainte Clotilde,Rue Lory les Hauts,"près de la résidence ""ABC""","341703,33788414","7689722,1296117",CINOR,26/08/2019
55.46851911,-20.8904859,289,Sainte Clotilde,Angle des rues Lory les Bas et Gabriel Lahuppe, ,"340704,95400558","7689213,2422256",CINOR,26/08/2019
55.4661535550001,-20.8861685869999,290,Sainte Clotilde,Angle des rues Goyaves et des Cerises, ,"340454,30142272","7689688,8277576",CINOR,26/08/2019
55.4696245600001,-20.8870005169999,291,Sainte Clotilde,Angle rue des Deux Canons et rue Etienne Sinaya, ,"340816,28459503","7689600,1768228",CINOR,26/08/2019
55.502130811,-20.892211357,292,Sainte Clotilde,Site du karting jamaïque,(Ancienne Borne du parking du stade de la bret,"344203,42373596","7689055,2017893",CINOR,26/08/2019
55.502130284,-20.899276866,293,Sainte Clotilde,Rue du stade l'est,Place jardin de  Primat,"344210,6636047","7688273,0503652",CINOR,26/08/2019
55.5027908590001,-20.9006552779999,294,Sainte Clotilde,Rue Ravenal,Commune Primat,"344280,79869828","7688121,1019352",CINOR,26/08/2019
55.4858814410001,-20.902950486,295,Sainte Clotilde,Batîment Hyppolyte foucque (campus universitaire),Rue hyppolyte foucque (M. Alangarom 0693 04 55,"342524,20348985","7687850,5353474",CINOR,26/08/2019
55.485880626,-20.901941746,296,Sainte Clotilde,Batîment Campus C6 + C7 (campus),Rue hyppolyte foucque,"342523,06404268","7687962,2011707",CINOR,26/08/2019
55.487260447,-20.900337952,297,Sainte Clotilde,Batîment ex archives campus),Rue hyppolyte foucque,"342664,92521613","7688141,0943774",CINOR,26/08/2019
