NUMORG;DFREFENR;MASFB1TO;MASF1FSU;MASF1FPR;MASF1PFP;MASF1PPS;MASF1PSU;MASF1PPR;MASF1CFP;MASF1CPS;MASF1CIN
NUMORG;DFREFENR;MASFB1TO;MASF1FSU;MASF1FPR;MASF1PFP;MASF1PPS;MASF1PSU;MASF1PPR;MASF1CFP;MASF1CPS;MASF1CIN
681;31/12/2017;41299417.49;0;0;0;37130929.96;3624108.94;68000.57;476378.02;0;0
698;31/12/2017;155761674.02;0;0;0;133363692.81;22032165.24;0;0;133815.97;232000
701;31/12/2017;7436751.77;0;0;43591.4;6004810.99;1254415.88;0;131719.5;0;2214
711;31/12/2017;20541263.67;0;0;0;15770857.41;4414829.19;0;300577.07;55000;0
721;31/12/2017;16847682.13;0;0;0;12577199.16;3494310.63;0;735044.68;0;41127.66
731;31/12/2017;24925905.66;0;0;2750;18479798.72;5844934.34;374679.85;222711.35;0;1031.4
741;31/12/2017;44480419.89;0;0;164131.71;39194240.39;4845811;0;227097.99;47982.6;1156.2
751;31/12/2017;299887421.81;0;0;59999;264184604.11;35642818.7;0;0;0;0
768;31/12/2017;43676814.23;0;0;17227;39753743.89;3067637.96;120515.35;659919.32;54408.95;3361.76
771;31/12/2017;70138588.4;0;0;2554489.5;58750525.08;8687045.62;1784;0;144744.2;0
781;31/12/2017;115063996.74;0;0;138890;101906860.05;13018246.69;0;0;0;0
791;31/12/2017;12301612.05;0;0;17700;9928687.14;2275698.32;0;79526.59;0;0
801;31/12/2017;18598286.21;0;0;59373.63;14782130.81;3261523.32;415466.48;55454.81;0;24337.16
811;31/12/2017;21006470.76;0;0;260;18827508.4;1876078;68626;233998.36;0;0
821;31/12/2017;10764550.48;0;0;0;9427784.47;900482.97;4000;157589.46;243105.31;31588.27
831;31/12/2017;66165573.37;0;0;2986.06;59500413.27;4414218.26;0;1436945.19;792717.8;18292.79
841;31/12/2017;32317495.93;350;0;0;29333357.3;2193178.65;35137;339333.88;416139.1;0
851;31/12/2017;15836803.44;0;0;80016.48;12560725.96;2342209.84;24618.96;829232.2;0;0
861;31/12/2017;16916642.78;0;0;14853;15957773.02;646844.12;0;297172.64;0;0
871;31/12/2017;15135715.44;0;0;1139.2;14107028.21;965448.03;0;0;62100;0
881;31/12/2017;11634222.18;0;0;15656;9888131.43;1310086.62;120430.51;118721.99;179954;1241.63
891;31/12/2017;12018130.56;0;0;17377.49;11307920.79;692832.28;0;0;0;0
901;31/12/2017;5509686.39;0;0;0;4991891.62;428314.48;0;89480.29;0;0
911;31/12/2017;83724684.36;8100;0;404700;73779847.61;7843075.97;8972;1679988.78;0;0
921;31/12/2017;168682744.93;0;0;310993.73;151305633.56;17066117.64;0;0;0;0
931;31/12/2017;119977545.14;11400;0;126965.1;104211592.79;14498189.85;727813.06;332431.45;69152.89;0
941;31/12/2017;138594285.5;2500;0;36564;116414008.38;22141213.12;0;0;0;0
951;31/12/2017;79292890.64;0;0;219319.91;72515796.57;5280103.37;0;1231625.53;46045.26;0
971;31/12/2017;18393469.98;-2374.82;0;942833.93;17077339.23;375671.64;0;0;0;0
972;31/12/2017;24940713.47;0;0;14785.07;21351250.57;3379949.17;0;194728.66;0;
973;31/12/2017;31225408.21;0;0;0;13404953.35;17689773.06;0;130681.8;0;0
974;31/12/2017;57861255.73;0;0;775279.4;41080992.29;13955589.18;0;1772617.06;250000;26777.8
976;31/12/2017;2891725.75;0;0;1679653.52;0;1212072.23;0;0;0;0
11;31/12/2016;24834730.25;0;0;2965;20773637.03;3364396.14;0;376264.1;315002.31;2465.67
28;31/12/2016;9860074.07;0;0;57663.53;7765296.01;1664995.86;0;372118.67;0;0
31;31/12/2016;8136594.54;0;0;2866.7;7298372.64;835355.2;0;0;0;0
41;31/12/2016;10351166.46;0;0;36768;8154832.81;2003307.16;0;156258.49;0;0
51;31/12/2016;7470559.79;0;0;10000;6461631.22;998928.57;0;0;0;0
61;31/12/2016;72952814.21;96116.08;0;88735;65688427.75;6646309.08;125758;156560.15;150908.15;0
78;31/12/2016;14879856.81;0;0;64929.5;12821350.68;1646191.82;0;329302.91;16493;1588.9
81;31/12/2016;7563193.1;0;0;38284;5611733.26;1913175.84;0;0;0;0
91;31/12/2016;8111600.64;0;0;800;7973606.01;111472.27;0;25722.36;0;0
101;31/12/2016;8532959.03;0;0;12591;7970240.37;368399.68;;181727.98;0;0
111;31/12/2016;15681357.69;0;0;228130;13668998.06;1784229.63;0;0;0;0
121;31/12/2016;10376953.19;0;0;0;7901329.13;2057124.47;0;0;416869.59;1630
131;31/12/2016;137496282.68;0;0;181762;127005760.49;10174136.19;89624;0;45000;0
141;31/12/2016;21167435.82;0;0;52300;16730260.73;2136745.3;0;1130202.44;1023661.9;94265.45
151;31/12/2016;3134188.96;0;0;11367;2232973.44;889848.52;0;0;0;0
161;31/12/2016;11703842.87;0;0;18000;10514877.34;1070965.53;100000;0;0;0
171;31/12/2016;19815982.3;0;0;0;18172338.95;1599595.91;38757.5;0;5289.94;0
181;31/12/2016;9193437.36;0;0;38919;7760411.15;1324240.32;0;0;69866.89;0
191;31/12/2016;8683121.77;0;0;3000;7951130.37;717183.4;0;0;11808;0
201;31/12/2016;9014886.34;0;0;6600;6717759.81;1190776.46;0;723274.08;356803.14;19672.85
202;31/12/2016;6765322.85;0;0;0;5605016.87;692478.08;0;252691.56;178024.39;37111.95
211;31/12/2016;25441154.65;0;0;0;20791393;3667726.71;3394.76;665213.6;313426.58;0
221;31/12/2016;16555801.94;19553.29;0;500;15084159.17;1324732.48;26857;0;100000;0
231;31/12/2016;3131651.72;0;0;950;2604727.32;525974.4;0;0;0;0
241;31/12/2016;11821558.57;0;0;23226.6;10561712.09;963962.49;0;272657.39;0;0
253;31/12/2016;20860875.15;0;0;107000;18098828.24;1800025.47;30394.67;698492.64;125427.63;706.5
261;31/12/2016;24857840.33;0;0;11754;19660315.91;3818882.03;0;781521.84;584389.85;976.7
271;31/12/2016;18739747.12;0;0;10000;16911986.41;1739760.71;78000;0;0;0
281;31/12/2016;13015992.15;0;0;8765.91;11930329.12;879024.97;0;194284.21;0;3587.94
293;31/12/2016;32539616.26;0;0;904;29566170.67;2100904.9;97038;657710.4;116888.29;0
301;31/12/2016;43708084.13;0;0;1019521.99;37891999.99;3086121.99;0;1154082.24;486046.07;70311.85
311;31/12/2016;107919831.68;0;0;0;97521059.17;8951609;80800;409112.8;953114.15;4136.56
321;31/12/2016;7447472.23;0;0;0;6550268.97;876285.4;0;20917.86;0;0
331;31/12/2016;91089341.5;0;0;19000;82760281.13;7396999.97;59328.72;853731.68;0;0
348;31/12/2016;62755580.82;0;0;-10911.8;58201695.93;3683255.47;125292.69;527739.75;218426.22;10082.56
351;31/12/2016;40499754.46;0;0;13991.24;34594106.69;3765340.43;0;1939298.91;92206.48;94810.71
361;31/12/2016;6586255.38;0;0;30139.53;4243213.98;1265621.84;0;504493.37;414233.29;128553.37
371;31/12/2016;25081612.42;0;0;0;22996564.54;1550752.38;122100.06;412195.44;0;0
388;31/12/2016;70964057.82;0;0;272466.51;57990268.58;10082318.89;100000;1963245.15;512536.71;43221.98
391;31/12/2016;7707181.8;0;0;0;7122304.57;285297.06;0;299580.17;0;0
401;31/12/2016;11836214.48;0;0;0;9505021.21;1716922.08;0;573899.04;0;40372.15
411;31/12/2016;7871891.02;0;0;7178.32;6481574.45;1002424.37;0;380713.88;0;0
428;31/12/2016;34822751.02;0;0;0;32540789.93;1708063.75;0;116887.1;431276.2;25734.04
431;31/12/2016;9390447.04;0;0;19233.2;8839542.5;531671.34;0;0;0;0
441;31/12/2016;69076538.43;0;0;1515232.95;56962182.33;8339143.75;67860;1860046.12;299177.22;32896.06
451;31/12/2016;24762970.52;0;0;0;20825227.72;2297944.85;188645;1001013.15;439558.13;10581.67
461;31/12/2016;7183148.17;0;0;0;5263447.82;1033360.01;0;0;796554.74;89785.6
471;31/12/2016;14454039.92;0;0;5676.93;12629923.48;1706247.96;0;112191.55;0;0
481;31/12/2016;2660705.95;0;0;180;2459416.54;174598.01;0;26511.4;0;0
493;31/12/2016;33461798.44;145198.5;0;428189;30516082.99;1531801.13;0;840526.82;0;0
501;31/12/2016;12812700.79;0;0;32350;10863616.77;806274.57;0;678165.8;416258.9;16034.75
511;31/12/2016;22952113.86;0;0;15000;18688663.62;3728032;0;449060.72;65476.41;5881.11
521;31/12/2016;4901643.63;0;0;149617.44;3968155.63;339337.98;0;80516.12;364016.46;0
531;31/12/2016;5902299.01;0;0;130270.24;5695754.07;76274.7;0;0;0;0
541;31/12/2016;33717658.54;0;0;345.38;29231644.15;3711809.97;167003.85;606855.19;0;0
551;31/12/2016;7796977.7;0;0;263626.04;5303386.66;2105667.15;0;123495.91;0;801.94
561;31/12/2016;27277801.53;0;0;357245;22078739.74;4282932.29;55450;502257.69;0;1176.81
571;31/12/2016;36465870.5;0;0;4499.55;32156924.39;3930565;0;373881.56;0;0
581;31/12/2016;6339716.83;0;0;48032;5223793.14;412955.72;0;546577.77;107703.42;654.78
598;31/12/2016;98959534.65;0;0;237370.8;87032004.12;11371997.86;0;0;318161.87;0
608;31/12/2016;25736606.04;48073.87;0;215881.9;21878954.29;3503508.67;90187.31;0;0;0
611;31/12/2016;6185965.15;0;0;5300;5675843.36;484915.69;20000;-93.9;0;0
623;31/12/2016;37035432.83;0;0;42912.51;32079126.6;4651384.87;0;226886.92;35121.93;0
631;31/12/2016;23076581.47;0;0;12240;20110251.71;2772602.84;6512.79;174974.13;0;0
641;31/12/2016;16550478.76;0;0;-178.31;13926614.17;1725562.77;15000;647874.89;226399.93;9205.31
642;31/12/2016;17344786.53;0;0;135639;15092432.66;1658261.05;148128.35;0;310325.47;0
651;31/12/2016;6833215.74;0;0;19274;5279158.91;529655.18;0;531593.3;456634.26;16900.09
661;31/12/2016;20066090.17;0;0;0;18161094.11;1336109.2;0;456237.68;94895.29;17753.89
671;31/12/2016;73615147.69;0;0;19865.28;62086684.8;11041699.57;0;466898.04;0;0
681;31/12/2016;42339472.18;0;0;481807.7;36911261.51;4469125.13;30934.65;446343.19;0;0
698;31/12/2016;134320410.72;0;0;0;122662210.36;11534172.09;0;0;124028.27;0
701;31/12/2016;7241626.23;0;0;84694.08;5641351.61;1185984.94;0;214378.3;-365.77;115583.07
711;31/12/2016;18608735.69;1100;0;6080;14805326.86;3490244.24;0;305984.59;0;0
721;31/12/2016;16043985.85;0;0;0;12364142.76;2921054.92;0;720907.29;0;37880.88
731;31/12/2016;20038151.04;0;0;2750;17627730.04;2059253.76;134026.8;214483.07;-92.63;0
741;31/12/2016;39861609.49;0;0;195234.18;36415261.78;3213161;0;0;37952.53;0
751;31/12/2016;283392384.41;0;0;25600;254721604;28645180.41;0;0;0;0
768;31/12/2016;42617261.01;0;0;76806;37082569.57;4140732.53;287223.11;757486.15;272443.65;0
771;31/12/2016;65611077.04;0;0;2282504.55;56211095.28;7087729.21;29748;0;0;0
781;31/12/2016;108503410.64;0;0;159256.67;96415593.68;11928560.29;0;0;0;0
791;31/12/2016;11004724.35;0;0;12189;9347531.27;1539907.15;0;105096.93;0;0
801;31/12/2016;18079333.56;0;0;67750.92;13487102.47;3945118.2;504514.15;61106.02;0;13741.8
811;31/12/2016;19478551.74;0;0;2300;17964709.45;1183163;79404;235055.29;0;13920
821;31/12/2016;10174329.55;0;0;1200;8674126.34;1081008.07;5000;227231.87;173322.1;12441.17
831;31/12/2016;65975173.49;0;0;15330;58250088.57;5183834.94;0;1534607.38;614851.12;376461.48
841;31/12/2016;31699342.86;-335;0;0;29318994.23;1656842.54;93966;259410.87;370464.22;0
851;31/12/2016;14107912.43;0;0;63599.24;11937868.31;1339994.41;11281;755169.47;0;0
861;31/12/2016;16495008.05;0;0;18791;15231119.44;1015137.59;23334.88;206625.14;0;0
871;31/12/2016;13760519.98;0;0;26220.68;12685458.05;1048841.25;0;0;0;0
881;31/12/2016;10402417.22;0;0;0;8954866.23;1078104.52;153209.49;167190.98;49046;0
891;31/12/2016;12448938;0;0;0;10403247.19;2045690.81;0;0;0;0
901;31/12/2016;5857814.79;0;0;0;4520571.63;1228757.34;0;108485.82;0;0
911;31/12/2016;79617557.3;11775;0;0;70410315.93;7682042.82;0;1513423.55;0;0
921;31/12/2016;155262012.85;0;0;376745.57;140136196.55;14244812.73;504258;0;0;0
931;31/12/2016;108886867.92;0;0;11964.82;93448944.38;14724267.52;346911;325372.39;29407.81;0
941;31/12/2016;126091494.35;0;0;395689;109392282.86;16303522.49;0;0;0;0
951;31/12/2016;74792694.85;0;0;450544.03;68818688.46;4281134.33;0;1197795.52;40687.28;3845.23
971;31/12/2016;17806314.68;26190.74;0;857714.58;16063150.2;797532.93;0;0;24523;37203.23
972;31/12/2016;22032865.24;0;0;116076;20022934.86;1705841.77;0;188012.61;0;
973;31/12/2016;15702121.48;0;0;0;8490093.98;7089060.12;0;115120.5;0;7846.88
974;31/12/2016;57801745.5;0;0;616443.61;37774794.68;17150555.03;15000;1765126.88;250000;229825.3
976;31/12/2016;4422153.91;0;0;1489335.07;0;2932818.84;0;0;0;0
11;31/12/2015;23419722.23;0;0;0;19542682.6;3257718.2;0;293115.65;311438.2;14767.58
28;31/12/2015;8967076.33;0;0;63110.22;7296596.69;1320982.2;0;286387.22;0;0
31;31/12/2015;7900846.86;0;0;22611.61;6957903.12;920332.13;0;0;0;0
41;31/12/2015;8047425.49;0;0;34400;7322689.07;542600.87;0;147735.55;0;0
51;31/12/2015;7074001.55;0;0;800;6323564.22;749637.33;0;0;0;0
61;31/12/2015;68862131.57;96740.43;0;48347.41;60970085.23;7190463.66;216560.28;196834.51;143100.05;0
78;31/12/2015;14159009.98;0;0;98800;11881398.18;1878585.28;0;298941.75;0;1284.77
81;31/12/2015;5605081.45;0;0;46457;5203396.22;355228.23;0;0;0;0
91;31/12/2015;7941473.79;0;0;800;7233886.68;620570.44;0;83745.93;-145.26;2616
101;31/12/2015;8189760.56;0;0;22450;7914790.85;152964.88;;99554.83;0;0
111;31/12/2015;15890622.21;0;0;388769;12427446.27;3074406.94;0;0;0;0
121;31/12/2015;8823809.19;0;0;-21000;7521015.44;1201055.3;0;0;122738.45;0
131;31/12/2015;130588704.7;0;0;245321;120908047.27;9325892.43;73404;0;36040;0
141;31/12/2015;20328917.89;0;0;21210;16619671.64;1235604.47;;1283670.22;1140163.95;28597.61
151;31/12/2015;2171166.86;0;0;0;2053908.74;117258.12;0;0;0;0
161;31/12/2015;11437950.8;0;0;21260;10202835.81;1213854.99;0;0;0;0
171;31/12/2015;20144710.5;0;0;-7392.3;17412031.49;2666454.37;68300.73;0;5316.21;0
172;31/12/2015;405233.59;0;0;0;286485.59;118748;0;0;0;0
181;31/12/2015;8368888.54;0;0;86797.17;7042554.71;1148312.42;25000;0;66224.24;0
191;31/12/2015;7914402.93;0;0;41220;7546143.41;327039.52;0;0;0;0
201;31/12/2015;9589841.25;0;0;23000;6336977.79;2184697.35;0;642066.93;362338.8;40760.38
202;31/12/2015;6031912.7;0;0;0;5259601.89;338241;0;222426.21;190373.13;21270.47
211;31/12/2015;23150315.51;0;0;58095;19388459.02;2795437.51;5479.5;680738.48;222106;0
221;31/12/2015;15193815.83;0;0;7488;14117198.28;1007629.55;61500;0;0;0
231;31/12/2015;2596788.11;0;0;2000;2362428.11;232360;0;0;0;0
241;31/12/2015;11406008.58;0;0;41129.7;10415411.68;539829.43;150000;259637.77;0;0
253;31/12/2015;20696870.16;0;0;31000;17514832.88;2127990.63;215188.32;685452.28;116031.33;6374.72
261;31/12/2015;23621076.34;0;0;16297.86;18187026.73;4273883.7;0;661714.48;481361.81;791.76
271;31/12/2015;18204661.84;0;0;153140;15855427.11;2196094.73;0;0;0;0
281;31/12/2015;12187469.78;0;0;10827.54;10723097.37;1136082.65;0;316212.77;0;1249.45
293;31/12/2015;30532831.45;0;0;3964.4;28130347.12;1683454.84;2962;677671.55;34431.54;0
301;31/12/2015;40950772.91;0;0;1005345.54;35863140.69;2238352.98;76249.75;1096081.46;485802.75;185799.74
311;31/12/2015;102944134.73;-1259.98;0;17710;91221450.52;10206864.03;0;474768.34;1023387.32;1214.5
321;31/12/2015;6945158.43;0;0;0;6133516.43;792851.36;0;18790.64;0;0
331;31/12/2015;84992549.04;0;0;19000;78534683.84;5704679.28;0;734185.92;0;0
348;31/12/2015;65644829.5;0;0;93277.5;54921752.15;9569835.34;346931.36;499148.42;211110.37;2774.36
351;31/12/2015;37966940.92;0;0;152349.99;33037138.98;2722472.04;737;1928320;96312;29610.91
361;31/12/2015;6119812.72;0;0;19620.16;3853552.27;1020051.66;0;516487.5;535357.67;174743.46
371;31/12/2015;23304316.7;0;0;0;21225093.71;1540920.45;136151.21;402151.33;0;0
388;31/12/2015;64093045.04;0;0;239026.02;54931335.36;6322491.67;205700;1734578.02;608621.77;51292.2
391;31/12/2015;7577094.54;3000;0;0;6767236.95;674729.61;0;132127.98;0;0
401;31/12/2015;11853084.39;0;0;18761;9087093.51;2206557.71;19799.26;510407.89;0;10465.02
411;31/12/2015;7655627.52;0;0;1071.85;6071827.99;1162538.18;26000;385778.28;0;8411.22
428;31/12/2015;33179001.44;0;0;1000;30387819.73;2117966.53;0;189819.81;470301.97;12093.4
431;31/12/2015;9957574.91;0;0;31667;8637407.25;1288500.66;0;0;0;0
441;31/12/2015;68496461.8;0;0;1329897.5;54295310.94;10714859.13;0;1838672.76;302377.78;15343.69
451;31/12/2015;24231944.11;0;0;0;19454212.85;2863500.61;482015.9;975106.3;433970.91;23137.54
461;31/12/2015;7060063.54;0;0;0;5206205.34;1029195.42;0;0;485515.31;339147.47
471;31/12/2015;14170539.97;0;0;90498;11842364.46;2064640.13;36290;136747.38;0;0
481;31/12/2015;2657507.19;0;0;1174;2304851.95;322090.28;0;29390.96;0;0
493;31/12/2015;33220289.98;110010.19;0;729579.63;29863740.82;1657208.53;12500;847250.81;0;0
501;31/12/2015;12031489.03;0;0;28150;10346783.95;723461.27;0;509523.39;407996.5;15573.92
511;31/12/2015;20430108.29;0;0;25000;17807720.28;2087328.73;0;444940.99;64288.26;830.03
521;31/12/2015;4759830.38;0;0;142036.6;3518169.21;654922.58;1194;86715.67;355993.72;798.6
531;31/12/2015;5695614.71;0;0;53389.69;5372064.66;233787.36;36373;0;0;0
541;31/12/2015;31475213.11;0;0;257967.52;27335183.56;3160908.2;102655.41;618498.42;0;0
551;31/12/2015;5924576.99;0;0;253803.76;4785829.5;754103.06;0;130659.23;0;181.44
561;31/12/2015;23672086.6;0;0;22750;20967058.54;1938301.34;20125;330143.4;393708.32;0
571;31/12/2015;35143877.45;0;0;24586.71;30815011.45;3967842;0;333615.61;0;2821.68
581;31/12/2015;5474155.94;0;0;500;4921821.85;446059.62;4381.8;0;94575.63;6817.04
598;31/12/2015;92431183.41;0;0;441228.55;81142506.81;10249594.67;221018;0;376835.38;0
608;31/12/2015;24362053.06;4860;0;237825.18;21209609.61;2873163.33;36594.94;0;0;0
611;31/12/2015;6251043.47;0;0;0;5188092.85;913213.93;80000;42228.05;27508.64;0
623;31/12/2015;36724510.38;0;0;391262.06;29468697.47;6587171.63;0;192748.2;84631.02;0
631;31/12/2015;21559813.19;0;0;9933;18787463.54;2559916.2;3719.81;198780.64;0;0
641;31/12/2015;15403378.58;0;0;9623.76;13218173.55;1257097.57;0;702066.13;207445.52;8972.05
642;31/12/2015;16498434.21;0;0;140033.94;14711245.85;1324377.61;27435.68;12150.1;283191.03;0
651;31/12/2015;7234523.84;0;0;13752.4;5109489.85;930167;0;629921.78;403329.15;147863.66
661;31/12/2015;19121802.34;0;0;11300;17429187.26;1055498.46;0;494619.89;106958.83;24237.9
671;31/12/2015;66319093.05;0;0;1920;59163247.22;6643031.34;0;510894.49;0;0
681;31/12/2015;41136863.35;0;0;626840.61;34989997.06;4875199.67;246300;398526.01;0;0
698;31/12/2015;125873727.79;0;0;80000;114966805.9;10715853.8;0;21937.61;89130.48;0
701;31/12/2015;5911165.43;0;0;102152.57;5111017.76;350986.05;19344;178346.61;43781.51;105536.93
711;31/12/2015;17399298.28;0;0;-8477;14221449.37;2887870.18;0;298455.73;0;0
721;31/12/2015;14772500.06;0;0;3600;11702093.44;2330381.52;0;729342.86;0;7082.24
731;31/12/2015;20352571.29;0;0;0;17334642.81;2618681.31;200000;199247.17;0;0
741;31/12/2015;39202565.38;0;0;606556.55;34006143.15;4055538;0;188816.52;39606.3;305904.86
751;31/12/2015;259062308.29;0;0;273158;234648520.75;24140828.78;0;0;-199.24;0
768;31/12/2015;41130641.3;0;0;257120;34823220.16;4371652.64;446594.95;779546.64;447566.07;4940.84
771;31/12/2015;58815216.77;0;0;2121675.04;52235596.26;4412883.47;45062;0;0;0
781;31/12/2015;103140234.6;0;0;16290;90502419.6;12621525;0;0;0;0
791;31/12/2015;10613541.67;0;0;14745;8638344.01;1836788.77;0;123663.89;0;0
801;31/12/2015;18598178.66;0;0;94244.3;13280461.2;4499720.54;629437.54;94315.08;0;0
811;31/12/2015;19687612.35;0;0;4000;16983461.92;2433088;35756;229838.26;388.17;1080
821;31/12/2015;10039850.26;0;0;17721;8063033.77;1541590.38;18000;224828.74;163611.36;11065.01
831;31/12/2015;61811020.41;0;0;87184.75;54759805.22;3759951.88;0;2195179.6;998735.25;10163.71
841;31/12/2015;30730182.65;0;0;45000.6;27024104.61;2934025.13;99817;233727.85;387166.16;6341.3
851;31/12/2015;14570062.84;28501.65;0;99899.52;11273793.16;2995320.51;172548;0;0;0
861;31/12/2015;16790303.8;0;0;21213;14821840.56;1779833.18;0;167417.06;0;0
871;31/12/2015;13771214.42;0;0;13392.47;12673271.22;1084550.73;0;0;0;0
881;31/12/2015;9444629.22;0;0;9388;7881179.53;1330451.83;8028.84;166474.79;48156;950.23
891;31/12/2015;9560121.4;0;0;1500;9039785.91;518835.49;0;0;0;0
901;31/12/2015;5838258.97;0;0;1620;4779646.96;955336.3;0;101655.71;0;0
911;31/12/2015;73056000.64;15150;0;0;65496055.79;6197754.62;1559;1345481.23;0;0
921;31/12/2015;143222297.23;0;0;410590.61;132090518.43;10652734.19;68454;0;0;0
931;31/12/2015;115822932.75;0;0;82840.05;90995743.27;23267660;1112756;313409.02;50524.41;0
941;31/12/2015;131825652.17;0;0;48060;102570498.47;29207093.7;0;0;0;0
951;31/12/2015;71608941.59;0;0;650618.48;65519429.64;4373741.08;0;1030309.48;34597.86;245.05
971;31/12/2015;17527695.02;35752.88;0;137507.49;15597181.35;1611741.12;0;0;23752.06;121760.12
972;31/12/2015;20880146.11;0;0;60000;19393393.67;1211958.44;0;214794;0;
973;31/12/2015;10488795.35;0;0;0;5661540.07;4722858.27;0;104397.01;0;0
974;31/12/2015;51117130.31;0;0;731211.21;32709218.79;15646161.8;15000;1673011.64;250000;92526.87
11;31/12/2014;20291959.76;0;0;0;18558940.82;1108744.55;0;269787.21;344356.13;10131.05
28;31/12/2014;10414127.27;0;0;104452.65;6951260.28;3075162.9;0;283251.44;0;0
31;31/12/2014;8901449.59;0;0;3100;6673385.42;1621106.54;0;603857.63;0;0
41;31/12/2014;7842184.23;0;0;32616;7152172.37;560113;0;97282.86;0;0
51;31/12/2014;6785321.62;0;0;0;5947327.27;837994.35;0;0;0;0
61;31/12/2014;67992780.04;85574.38;0;132226;59952463.66;7021403.45;464033.38;219447.27;117631.9;0
78;31/12/2014;12843848.08;0;0;87750;11338380.27;1124464.73;0;293253.08;0;0
81;31/12/2014;5960068.06;0;0;44066;4549563.06;1366439;0;0;0;0
91;31/12/2014;7423468.94;0;0;800;6879026.39;367086.11;0;123130.95;53425.49;0
101;31/12/2014;8567151.99;0;0;2500;7466462.52;1003204.58;0;94984.89;0;0
111;31/12/2014;13280253.03;0;0;4000;11279138.73;1910911.29;0;62214.01;23641;348
121;31/12/2014;8470145.56;0;0;41786.5;7194100.92;1076564.49;0;43250.37;114443.28;0
131;31/12/2014;123103319.86;0;0;281847;113680760.69;9062712.17;78000;0;0;0
141;31/12/2014;20644640.48;0;0;50000;17065714.3;912320;0;1309124.97;1297009.67;10471.54
151;31/12/2014;2248508.26;0;0;0;2040281.65;208226.61;0;0;0;0
161;31/12/2014;10421886.05;0;0;2062.48;9597732.73;822090.84;0;0;0;0
171;31/12/2014;18402277.97;0;0;7392.3;15713812.57;2211535.28;113699;0;5212.61;350626.21
172;31/12/2014;835821.37;0;0;0;825729.37;10092;0;0;0;0
181;31/12/2014;7461024.34;0;0;21800;7017962.99;357958.25;0;0;63303.1;0
191;31/12/2014;8263722.02;0;0;38450;7305463.44;872712.58;47096;0;0;0
201;31/12/2014;7587581.51;0;0;15000;5883992.91;652436.11;0;614555.07;385159.53;36437.89
202;31/12/2014;6519160.94;0;0;5000;5163108.92;837399.71;0;300943.06;199015.8;13693.45
211;31/12/2014;20232805.25;0;0;0;18163885.84;1248569.69;0;550776.84;269572.88;0
221;31/12/2014;14993901.13;0;0;0;13411244.46;1563906.67;18750;0;0;0
231;31/12/2014;2748944.67;0;0;435;2226273.62;522236.05;0;0;0;0
241;31/12/2014;11243728.3;0;0;61704;10130300.01;800487.58;0;251236.71;0;0
253;31/12/2014;19677875.1;0;0;48000;16802345.15;1831901.07;192636.85;706797.2;92896.63;3298.2
261;31/12/2014;20806076.53;0;0;24075;16804401.42;2790390.79;0;690436.57;495773.79;998.96
271;31/12/2014;17433177.1;0;0;5600;15428740.73;1998836.37;0;0;0;0
281;31/12/2014;12469337.95;0;0;9512.98;10799366.15;1314990.57;32719.06;311899.22;0;849.97
293;31/12/2014;30159006.13;0;0;277;27306126.44;1933794.22;168000;734938.7;15869.77;0
301;31/12/2014;41139192.06;0;0;1115809.32;35049006.3;3332602.68;0;1101287.51;337463.34;203022.91
311;31/12/2014;100589754.91;0;0;0;89491283.92;9358234.22;57216;464511.75;1210395.5;8113.52
321;31/12/2014;6250795.88;0;0;0;5468371.5;751632.46;9429;21362.92;0;0
331;31/12/2014;81125587.58;0;0;34000;73800657.1;6565405.52;12895;712629.96;0;0
348;31/12/2014;56223886.36;0;0;156094.12;51468100.06;3584016.23;178207.57;618394.03;198506.39;20567.96
351;31/12/2014;37467604.26;0;0;230052.02;30342315.88;4881577.17;0;1763030.92;213282.92;37345.35
361;31/12/2014;5082988.13;0;0;18988.32;3824115.02;303610.65;0;402967.83;510814.31;22492
371;31/12/2014;22358087.97;916.08;0;0;20069659.27;1761747.74;120387.39;405377.49;0;0
388;31/12/2014;58900632.11;0;0;393651.33;51441967.88;4743502.57;85000;1820546.08;362690.62;53273.63
391;31/12/2014;7171191.81;300;0;0;6423616.26;442589.36;0;303902.11;0;784.08
401;31/12/2014;11698819.11;0;0;3600;8301463.73;2569221.75;295944.01;528589.62;0;0
411;31/12/2014;7357939.7;0;0;684.87;5938968.15;1008362.4;50000;359924.28;0;0
428;31/12/2014;32294218.85;0;0;1000;28792637.71;2775012.11;0;219399.73;496602.38;9566.92
431;31/12/2014;9187720.59;0;0;36227.75;8141268.12;970224.72;30000;0;10000;0
441;31/12/2014;63389007.27;0;0;1233647.65;50530649.24;8575091.18;93710;1802965.17;248336.85;904607.18
451;31/12/2014;22766608.9;0;0;0;18999939.49;2035059.97;226270;1033084.29;446759.27;25495.88
461;31/12/2014;6296128.96;0;0;10000;4834315.25;972240.32;0;0;438414.53;41158.86
471;31/12/2014;13481916.27;0;0;66698;10679124.63;2402294.64;208820;124979;0;0
481;31/12/2014;2576041.17;0;0;0;2384397.2;172868.84;0;18775.13;0;0
493;31/12/2014;34053890.72;149222.17;0;821128;29868827.69;2393052.98;12500;809159.88;0;0
501;31/12/2014;12795714.41;0;0;26918.67;9861916.27;1943047;21116.28;510716.72;391354.67;40644.8
511;31/12/2014;18782875.53;0;0;6402;17123818.1;1188789.38;0;399528.81;63121.47;1215.77
