STATION_NOM,POLLUANT_NOM,DATE_MESURE,MESURE_H01,MESURE_H02,MESURE_H03,MESURE_H04,MESURE_H05,MESURE_H06,MESURE_H07,MESURE_H08,MESURE_H09,MESURE_H10,MESURE_H11,MESURE_H12,MESURE_H13,MESURE_H14,MESURE_H15,MESURE_H16,MESURE_H17,MESURE_H18,MESURE_H19,MESURE_H20,MESURE_H21,MESURE_H22,MESURE_H23,MESURE_H24,MES_H_MINI,MES_H_MAXI,MOYENNE_JOUR
Ambès1,SO2,2012-04-07,,1,2,1,2,1,1,1,1,2,1,3,2,3,2,4,3,3,4,1,2,2,3,3,1,4,2
Ambès1,SO2,2012-04-08,3,4,4,4,5,4,4,4,4,3,4,5,4,3,3,4,3,4,2,3,3,1,1,0,0,5,3
Ambès1,SO2,2012-04-09,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,2,0,1,1,2,0,2,1
Ambès1,SO2,2012-04-10,3,2,2,5,2,1,2,2,6,2,1,4,5,3,3,4,7,6,4,1,2,3,3,2,1,7,3
Ambès1,SO2,2012-04-11,,3,3,3,2,3,3,2,2,2,4,5,4,5,3,4,3,2,3,3,3,4,0,1,0,5,3
Ambès1,SO2,2012-04-12,1,1,4,1,1,1,2,0,2,2,1,1,1,1,1,0,0,1,2,1,1,3,5,6,0,6,2
Ambès1,SO2,2012-04-13,,5,5,5,10,11,6,4,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,2
Ambès1,SO2,2012-04-14,0,2,0,1,1,0,0,1,1,0,0,2,1,0,2,1,3,1,1,2,1,1,1,1,0,3,1
Ambès1,SO2,2012-04-15,,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Ambès1,SO2,2012-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambès1,SO2,2012-04-17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,0,3,0
Ambès1,SO2,2012-04-18,1,0,1,2,1,1,1,1,1,1,2,3,2,1,1,2,2,3,1,1,2,2,2,1,0,3,1
Ambès1,SO2,2012-04-19,,0,1,0,0,1,0,1,2,2,2,3,3,4,3,9,3,2,7,1,2,1,2,3,0,9,2
Ambès1,SO2,2012-04-20,2,1,1,2,1,1,1,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,0,0,0,3,2
Ambès1,SO2,2012-04-21,,0,0,1,1,0,0,0,1,0,1,1,3,3,1,1,3,4,9,1,1,0,2,3,0,9,2
Ambès1,SO2,2012-04-22,4,1,2,2,2,2,1,2,2,3,3,1,3,3,4,7,6,3,3,3,3,2,0,1,0,7,3
Ambès1,SO2,2012-04-23,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Ambès1,SO2,2012-04-24,1,0,1,0,0,0,1,0,1,0,1,3,1,1,0,0,2,1,1,1,0,2,3,2,0,3,1
Ambès1,SO2,2012-04-25,,1,2,2,1,2,2,1,2,1,1,3,1,2,2,4,5,4,2,3,3,2,1,1,1,5,2
Ambès1,SO2,2012-04-26,1,1,2,1,1,1,3,3,2,2,3,2,3,2,2,3,4,5,3,4,3,2,1,1,1,5,2
Ambès1,SO2,2012-04-27,,2,2,1,1,1,3,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,2,2,0,3,1
Ambès1,SO2,2012-04-28,1,1,1,2,3,2,2,2,3,1,2,3,2,3,2,2,1,4,2,1,2,3,4,4,1,4,2
Ambès1,SO2,2012-04-29,,3,3,3,5,4,4,4,4,5,5,4,4,6,3,4,4,5,6,4,4,3,2,2,2,6,4
Ambès1,SO2,2012-04-30,1,2,1,1,2,3,3,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,3,3,1,3,2
Ambès1,SO2,2012-05-01,,2,3,2,2,3,3,2,3,2,2,2,2,4,2,2,2,2,4,1,2,2,1,2,1,4,2
Ambès1,SO2,2012-05-02,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,0,1,1,2,2,0,2,1
Ambès1,SO2,2012-05-03,,5,2,4,3,4,4,4,3,7,8,6,6,7,5,5,8,8,8,7,8,5,1,0,0,8,5
Ambès1,SO2,2012-05-04,1,1,1,0,0,0,0,3,1,1,0,1,2,0,0,0,1,0,1,0,1,0,2,2,0,3,1
Ambès1,SO2,2012-05-05,,2,2,2,3,2,3,2,2,2,2,3,2,1,3,2,1,1,1,2,1,1,3,1,1,3,2
Ambès1,SO2,2012-05-06,2,1,1,1,2,2,1,4,3,4,2,2,4,4,3,2,2,2,3,1,3,4,7,9,1,9,3
Ambès1,SO2,2012-05-07,,7,9,9,9,9,9,13,8,10,11,11,11,12,9,10,10,10,10,9,10,6,1,1,1,13,9
Ambès1,SO2,2012-05-08,1,2,3,2,2,2,1,2,3,3,4,2,2,2,4,3,3,3,2,4,2,1,2,2,1,4,2
Ambès1,SO2,2012-05-09,,3,3,3,1,3,4,2,1,2,3,3,3,2,0,1,1,0,1,1,1,1,4,4,0,4,2
Ambès1,SO2,2012-05-10,4,3,4,4,4,4,10,9,9,8,11,6,7,5,4,2,2,2,0,1,0,1,0,0,0,11,4
Ambès1,SO2,2012-05-11,,0,0,0,0,0,1,2,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1
Ambès1,SO2,2012-05-12,1,1,2,,,,,,,,,,,,,,,,,,,,0,0,0,2,1
Ambès1,SO2,2012-05-13,,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Ambès1,SO2,2012-05-14,0,0,0,0,1,2,5,4,6,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
Ambès1,SO2,2012-05-15,,0,0,1,3,3,5,5,5,5,5,4,2,1,0,1,1,0,0,1,0,,0,0,0,5,2
Ambès1,SO2,2012-05-16,0,0,0,0,0,0,0,0,3,12,12,11,13,10,12,8,9,10,9,11,11,14,10,8,0,14,7
Ambès1,SO2,2012-05-17,,7,8,5,7,7,5,10,8,7,7,9,7,10,5,6,10,16,12,10,7,6,2,1,1,16,7
Ambès1,SO2,2012-05-18,1,1,2,3,3,3,4,3,4,3,3,3,3,3,3,3,3,5,3,3,4,1,1,1,1,5,3
Ambès1,SO2,2012-05-19,,1,0,1,0,1,0,1,1,1,1,0,1,0,1,2,2,2,1,1,1,2,1,0,0,2,1
Ambès1,SO2,2012-05-20,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,1
Ambès1,SO2,2012-05-21,,4,5,4,5,5,5,5,6,4,6,5,6,6,4,3,6,4,4,5,4,3,0,0,0,6,4
Ambès1,SO2,2012-05-22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,0,9,1
Ambès1,SO2,2012-05-23,,3,2,17,13,8,3,4,3,2,7,5,3,2,3,4,3,3,2,2,2,2,3,4,2,17,4
Ambès1,SO2,2012-05-24,3,4,4,5,6,7,6,5,7,5,6,4,4,2,1,0,0,0,0,0,0,1,3,2,0,7,3
Ambès1,SO2,2012-05-25,,5,4,4,5,7,6,11,12,13,11,8,3,1,0,0,0,0,,0,0,0,,,0,13,5
Ambès1,SO2,2012-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
Ambès1,SO2,2012-05-27,,2,2,3,5,4,5,5,8,7,9,6,5,3,3,2,1,1,0,2,1,2,1,1,0,9,3
Ambès1,SO2,2012-05-28,2,3,3,4,3,5,7,7,10,8,6,4,3,3,2,2,2,1,2,1,1,1,2,1,1,10,3
Ambès1,SO2,2012-05-29,,2,3,4,4,5,5,6,9,4,12,11,6,5,4,2,3,2,3,2,2,2,1,0,0,12,4
Ambès1,SO2,2012-05-30,2,0,1,0,1,1,3,3,3,3,2,3,3,3,3,1,1,1,2,1,0,1,1,1,0,3,2
Ambès1,SO2,2012-05-31,,0,2,2,2,4,6,4,6,6,6,5,3,3,3,3,5,1,1,1,2,2,1,1,0,6,3
Ambès1,SO2,2012-06-01,0,1,1,2,2,3,5,4,6,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2
Ambès1,SO2,2012-06-02,,0,0,1,1,2,3,3,3,5,3,4,2,2,0,0,4,0,0,0,0,1,2,2,0,5,2
Ambès1,SO2,2012-06-03,2,3,3,3,7,7,8,9,8,12,10,12,11,7,10,6,6,7,5,5,8,4,1,1,1,12,6
Ambès1,SO2,2012-06-04,,2,2,4,6,4,8,12,5,3,3,0,,3,6,9,9,8,7,10,10,8,2,2,0,12,6
Ambès1,SO2,2012-06-05,2,2,1,1,2,1,0,1,1,2,1,1,1,1,1,3,2,3,2,3,2,2,5,10,0,10,2
Ambès1,SO2,2012-06-06,,10,5,4,9,6,4,6,7,7,9,9,8,8,8,8,9,12,10,8,7,4,6,4,4,12,7
Ambès1,SO2,2012-06-07,7,4,3,3,3,4,3,4,4,4,5,9,9,10,14,8,5,2,3,4,5,7,8,6,2,14,6
Ambès1,SO2,2012-06-08,,5,5,4,5,5,5,6,6,,7,4,10,4,9,9,8,9,10,15,7,11,2,1,1,15,7
Ambès1,SO2,2012-06-09,2,1,2,1,1,2,2,2,5,4,1,1,3,4,5,2,2,1,1,2,1,2,2,4,1,5,2
Ambès1,SO2,2012-06-10,,2,2,3,3,5,5,2,3,3,1,4,3,3,8,23,19,24,8,8,7,6,6,7,1,24,7
Ambès1,SO2,2012-06-11,10,5,8,6,6,6,8,9,13,9,9,8,7,9,7,9,15,9,10,11,7,7,3,2,2,15,8
Ambès1,SO2,2012-06-12,,3,2,3,3,4,8,11,7,5,4,11,9,4,4,6,6,16,5,7,6,5,2,4,2,16,6
Ambès1,SO2,2012-06-13,2,3,3,3,4,2,3,4,3,8,4,3,3,5,15,7,3,3,3,4,5,4,2,2,2,15,4
Ambès1,SO2,2012-06-14,,1,1,1,1,1,2,2,3,4,3,2,3,3,6,3,4,4,4,6,5,3,2,1,1,6,3
Ambès1,SO2,2012-06-15,1,1,3,1,1,2,1,2,1,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,1,3,2
Ambès1,SO2,2012-06-16,,4,4,4,4,4,6,3,5,4,3,4,3,3,3,3,3,2,3,6,5,3,4,4,2,6,4
Ambès1,SO2,2012-06-17,5,4,5,5,4,4,3,6,5,5,4,4,3,5,6,6,5,5,5,5,4,4,4,4,3,6,5
Ambès1,SO2,2012-06-18,,3,3,2,2,3,2,3,2,2,5,3,4,4,3,4,4,4,4,5,5,4,1,1,1,5,3
Ambès1,SO2,2012-06-19,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1
Ambès1,SO2,2012-06-20,,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,2,1,2,1,0,2,1
Ambès1,SO2,2012-06-21,2,1,1,0,1,0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,0,2,1
Ambès1,SO2,2012-06-22,,1,1,1,1,2,1,1,1,1,1,2,2,2,3,2,3,3,2,3,3,3,0,0,0,3,2
Ambès1,SO2,2012-06-23,1,1,1,1,1,0,1,1,0,0,0,1,2,1,2,1,2,2,2,2,2,1,2,1,0,2,1
Ambès1,SO2,2012-06-24,,1,1,2,2,1,2,2,2,4,3,2,3,2,3,3,3,2,3,3,3,2,3,1,1,4,2
Ambès1,SO2,2012-06-25,1,1,1,1,1,2,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,3,3,1,3,2
Ambès1,SO2,2012-06-26,,3,2,3,2,2,3,2,3,3,3,2,2,3,1,3,2,3,3,1,2,0,0,0,0,3,2
Ambès1,SO2,2012-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0
Ambès1,SO2,2012-06-28,,1,2,2,2,1,3,2,3,3,2,2,4,4,3,3,3,3,4,3,3,3,4,2,1,4,3
Ambès1,SO2,2012-06-29,2,2,3,2,2,2,1,2,4,3,4,3,4,5,5,5,5,6,6,5,5,4,2,2,1,6,4
Ambès1,SO2,2012-06-30,,1,1,1,2,2,2,2,3,3,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,3,2
Ambès1,SO2,2012-07-01,1,1,1,1,0,0,1,1,1,1,2,2,2,3,3,3,2,2,3,2,3,1,0,0,0,3,2
Ambès1,SO2,2012-07-02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Ambès1,SO2,2012-07-03,0,0,0,0,0,0,0,1,1,1,1,1,3,3,2,3,3,3,3,3,3,3,4,5,0,5,2
Ambès1,SO2,2012-07-04,,4,4,3,3,2,3,3,4,18,7,13,17,12,8,5,5,5,5,4,4,3,3,8,2,18,6
Ambès1,SO2,2012-07-05,4,2,1,1,2,0,1,1,1,1,1,0,0,1,0,1,1,0,2,1,1,4,2,3,0,4,1
Ambès1,SO2,2012-07-06,,3,3,3,3,2,3,4,3,3,2,3,4,3,3,5,5,4,4,6,4,3,5,5,2,6,4
Ambès1,SO2,2012-07-07,5,5,6,5,4,3,4,4,4,6,4,6,6,6,7,7,8,12,10,24,17,10,1,2,1,24,7
Ambès1,SO2,2012-07-08,,2,2,2,2,1,1,3,2,3,3,3,4,6,6,6,3,4,3,3,4,2,0,1,0,6,3
Ambès1,SO2,2012-07-09,1,0,0,0,0,1,2,0,1,1,1,2,1,3,2,1,2,3,1,1,2,0,0,1,0,3,1
Ambès1,SO2,2012-07-10,,1,1,0,0,1,0,2,2,1,3,1,1,2,2,3,2,3,4,2,2,3,5,3,0,5,2
Ambès1,SO2,2012-07-11,4,3,1,4,1,1,4,3,2,4,1,2,3,3,6,4,6,3,5,5,6,3,7,3,1,7,4
Ambès1,SO2,2012-07-12,,4,3,3,5,3,2,2,2,3,3,3,4,6,6,5,4,3,3,5,2,3,6,5,2,6,4
Ambès1,SO2,2012-07-13,5,4,4,4,6,5,4,4,5,5,6,5,5,8,6,8,7,6,4,7,7,3,4,3,3,8,5
Ambès1,SO2,2012-07-14,,0,1,0,1,2,2,0,1,1,2,3,4,5,9,14,10,6,6,3,3,3,2,4,0,14,4
Ambès1,SO2,2012-07-15,2,2,2,3,1,1,4,2,2,3,3,3,5,7,8,3,4,4,3,3,3,3,3,2,1,8,3
Ambès1,SO2,2012-07-16,,1,1,2,2,3,3,2,2,3,3,13,13,9,4,6,5,6,6,5,3,3,1,0,0,13,4
Ambès1,SO2,2012-07-17,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,4,2,4,3,3,1,3,2,0,4,1
Ambès1,SO2,2012-07-18,,2,2,2,2,2,2,2,2,1,3,3,4,7,5,6,4,4,2,2,3,2,0,1,0,7,3
Ambès1,SO2,2012-07-19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,6,6,0,6,1
Ambès1,SO2,2012-07-20,,7,3,3,4,5,5,5,5,6,5,7,8,9,9,10,8,10,8,9,9,6,0,0,0,10,6
Ambès1,SO2,2012-07-21,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,2,1,1,1,1,1,0,2,1
Ambès1,SO2,2012-07-22,,0,0,0,1,0,0,0,0,1,1,2,2,2,2,1,1,1,0,0,0,1,2,2,0,2,1
Ambès1,SO2,2012-07-23,2,2,2,2,2,3,4,2,3,3,3,3,4,2,4,3,3,3,3,5,5,7,4,3,2,7,3
Ambès1,SO2,2012-07-24,,3,4,3,3,4,3,3,4,4,3,3,3,6,4,4,4,3,4,5,5,3,2,3,2,6,4
Ambès1,SO2,2012-07-25,2,2,2,3,2,2,1,2,3,4,3,3,4,3,2,2,3,3,4,5,4,3,2,3,1,5,3
Ambès1,SO2,2012-07-26,,4,4,3,2,2,2,3,4,4,4,4,6,5,3,3,6,3,2,6,5,2,2,3,2,6,4
Ambès1,SO2,2012-07-27,3,2,3,4,1,2,2,2,2,1,1,3,3,4,5,5,4,3,3,4,4,6,2,3,1,6,3
Ambès1,SO2,2012-07-28,,1,1,1,2,1,1,1,1,3,3,4,2,3,2,3,2,2,3,2,1,2,2,2,1,4,2
Ambès1,SO2,2012-07-29,2,2,2,2,2,1,1,2,2,1,1,2,2,3,2,4,2,2,3,3,2,2,2,3,1,4,2
Ambès1,SO2,2012-07-30,,2,1,4,2,2,2,3,2,3,2,2,6,2,4,4,3,4,3,3,3,1,0,0,0,6,3
Ambès1,SO2,2012-07-31,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,2,3,3,4,1,1,0,4,1
Ambès1,SO2,2012-08-01,,0,1,0,0,0,0,1,2,3,5,6,4,6,4,4,3,7,6,3,3,3,3,4,0,7,3
Ambès1,SO2,2012-08-02,4,4,4,6,5,3,5,5,16,9,5,6,5,6,7,6,5,8,5,6,5,2,2,2,2,16,5
Ambès1,SO2,2012-08-03,,2,2,2,2,2,1,2,3,2,3,3,4,3,5,4,4,5,5,5,7,6,2,2,1,7,3
Ambès1,SO2,2012-08-04,3,2,2,1,2,1,2,2,3,2,3,6,6,4,5,4,3,6,3,5,5,3,2,4,1,6,3
Ambès1,SO2,2012-08-05,,4,3,3,2,0,2,1,6,3,3,1,1,1,1,9,3,3,2,1,2,1,0,0,0,9,2
Ambès1,SO2,2012-08-06,0,0,1,0,1,0,0,,1,1,1,1,3,1,1,2,2,1,2,2,2,0,1,1,0,3,1
Ambès1,SO2,2012-08-07,,1,0,1,2,1,1,2,2,1,2,1,1,3,2,3,2,2,2,3,3,2,0,0,0,3,2
Ambès1,SO2,2012-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,0
Ambès1,SO2,2012-08-09,,2,1,1,1,2,2,2,2,2,3,3,3,2,3,3,4,9,5,4,3,3,0,0,0,9,3
Ambès1,SO2,2012-08-10,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,1,2,1,2,2,2,3,3,3,0,3,1
Ambès1,SO2,2012-08-11,,2,2,1,1,0,1,1,1,1,2,3,2,1,1,1,3,10,4,4,3,3,4,3,0,10,2
Ambès1,SO2,2012-08-12,3,2,2,2,2,0,1,2,1,7,8,6,4,4,4,5,3,4,3,4,4,3,2,1,0,8,3
Ambès1,SO2,2012-08-13,,0,1,2,0,0,2,2,2,1,2,2,2,3,5,4,4,6,5,3,4,2,2,1,0,6,2
Ambès1,SO2,2012-08-14,2,2,1,1,1,2,0,1,1,1,1,2,2,2,3,5,4,3,4,7,4,1,1,0,0,7,2
Ambès1,SO2,2012-08-15,,0,0,0,0,0,0,1,4,6,0,1,1,0,0,0,0,0,0,0,0,1,5,5,0,6,1
Ambès1,SO2,2012-08-16,7,6,4,4,4,4,3,4,5,6,5,6,5,5,7,8,9,9,11,13,8,6,4,4,3,13,6
Ambès1,SO2,2012-08-17,,3,2,3,2,4,2,2,3,4,5,2,5,6,4,4,4,7,5,7,5,3,3,2,2,7,4
Ambès1,SO2,2012-08-18,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,2,3,1,3,2
Ambès1,SO2,2012-08-19,,3,2,3,2,2,2,1,3,3,2,2,3,4,3,3,3,3,3,3,5,5,0,0,0,5,3
Ambès1,SO2,2012-08-20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,1,3,1,0,3,1
Ambès1,SO2,2012-08-21,,1,1,2,1,1,1,1,2,4,5,5,3,3,2,2,2,2,3,2,3,1,0,0,0,5,2
Ambès1,SO2,2012-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,3,0
Ambès1,SO2,2012-08-23,,2,2,3,2,3,3,3,3,7,17,4,4,7,17,14,11,5,7,4,14,7,3,6,2,17,6
Ambès1,SO2,2012-08-24,3,3,5,3,1,0,0,0,0,1,1,1,1,2,1,1,1,1,2,3,3,2,0,0,0,5,1
Ambès1,SO2,2012-08-25,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,2,3,0,3,1
Ambès1,SO2,2012-08-26,2,2,2,2,3,3,3,2,3,2,4,2,3,4,4,6,5,6,6,6,5,4,1,1,1,6,3
Ambès1,SO2,2012-08-27,,1,0,1,1,1,1,1,1,1,2,0,0,0,1,1,2,1,2,2,1,1,2,2,0,2,1
Ambès1,SO2,2012-08-28,2,1,1,1,0,1,0,0,0,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,0,2,1
Ambès1,SO2,2012-08-29,,0,0,0,1,1,2,1,2,2,2,3,2,2,2,2,3,2,2,2,2,1,3,2,0,3,2
Ambès1,SO2,2012-08-30,3,2,3,3,3,4,3,5,3,4,4,4,7,5,5,4,5,5,5,5,5,3,0,0,0,7,4
Ambès1,SO2,2012-08-31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambès1,SO2,2012-09-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,3,0,3,1
Ambès1,SO2,2012-09-02,,4,3,3,2,3,2,3,6,4,4,4,3,4,4,5,4,7,7,3,3,3,3,2,2,7,4
Ambès1,SO2,2012-09-03,3,2,2,2,2,2,1,3,2,2,2,2,3,3,3,3,4,3,5,3,3,2,1,0,0,5,2
Ambès1,SO2,2012-09-04,,1,0,0,0,0,1,0,0,0,1,2,2,2,0,3,3,3,2,1,2,4,5,7,0,7,2
Ambès1,SO2,2012-09-05,6,5,7,4,5,5,5,5,,6,8,8,10,9,11,11,15,15,16,17,16,10,3,3,3,17,9
Ambès1,SO2,2012-09-06,,1,2,2,3,1,1,2,2,3,3,4,4,4,4,5,5,4,4,4,4,3,2,0,0,5,3
Ambès1,SO2,2012-09-07,0,1,1,1,0,1,1,0,0,1,2,1,2,3,3,3,2,3,3,2,2,0,1,1,0,3,1
Ambès1,SO2,2012-09-08,,0,1,0,1,0,1,0,0,0,0,2,1,1,2,2,2,1,3,6,4,2,1,5,0,6,2
Ambès1,SO2,2012-09-09,1,5,0,0,0,0,0,0,0,4,4,1,1,3,2,3,2,1,2,2,3,1,1,1,0,5,2
Ambès1,SO2,2012-09-10,,2,2,2,2,1,3,2,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,2,0,3,1
Ambès1,SO2,2012-09-11,2,3,2,3,2,2,3,2,3,2,3,6,4,3,6,5,5,5,3,3,2,4,3,5,2,6,3
Ambès1,SO2,2012-09-12,,3,6,12,14,6,6,4,3,2,2,3,1,1,2,2,3,13,15,10,10,10,17,14,1,17,7
Ambès1,SO2,2012-09-13,13,12,11,11,11,13,13,12,11,9,12,8,4,4,3,4,3,3,8,8,8,7,4,3,3,13,8
Ambès1,SO2,2012-09-14,,3,3,4,2,4,3,4,6,14,6,3,5,6,4,4,5,5,6,4,5,3,5,3,2,14,5
Ambès1,SO2,2012-09-15,5,4,4,4,4,5,5,6,3,5,3,3,3,4,3,3,4,5,5,3,4,2,1,1,1,6,4
Ambès1,SO2,2012-09-16,,1,0,2,0,0,1,1,0,0,2,1,1,1,1,3,4,2,2,2,2,1,3,3,0,4,1
Ambès1,SO2,2012-09-17,3,3,5,3,4,4,3,2,3,3,3,9,15,20,6,6,7,5,6,4,3,3,1,2,1,20,5
Ambès1,SO2,2012-09-18,,2,5,4,1,1,2,3,2,2,1,2,1,2,2,1,2,1,1,2,4,2,0,0,0,5,2
Ambès1,SO2,2012-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0
Ambès1,SO2,2012-09-20,,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,2,1,1,1,2,3,0,3,1
Ambès1,SO2,2012-09-21,3,4,2,2,3,4,6,6,5,6,5,4,3,4,5,6,5,5,9,6,5,5,1,1,1,9,4
Ambès1,SO2,2012-09-22,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0
Ambès1,SO2,2012-09-23,0,0,0,1,1,0,1,0,1,1,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,2,1
Ambès1,SO2,2012-09-24,,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,4,4,0,4,1
Ambès1,SO2,2012-09-25,4,4,4,4,6,4,4,5,5,4,4,5,4,3,4,4,5,3,4,5,4,3,1,1,1,6,4
Ambès1,SO2,2012-09-26,,0,1,2,2,2,2,3,2,3,3,2,2,1,3,3,2,3,2,1,2,2,1,3,0,3,2
Ambès1,SO2,2012-09-27,2,3,3,3,3,2,3,2,3,3,3,4,3,3,3,3,2,4,6,3,3,2,0,0,0,6,3
Ambès1,SO2,2012-09-28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Ambès1,SO2,2012-09-29,1,1,1,1,1,2,1,1,0,2,1,1,2,1,2,0,2,3,0,2,1,1,2,1,0,3,1
Ambès1,SO2,2012-09-30,,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,3,2,1,1,1,1,3,2
Ambès1,SO2,2012-10-01,0,2,1,1,2,2,1,1,1,8,6,0,0,1,0,2,0,1,1,0,1,1,0,0,0,8,1
Ambès1,SO2,2012-10-02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
Ambès1,SO2,2012-10-03,3,1,1,1,2,2,1,1,3,1,2,1,2,2,3,4,2,3,3,2,2,2,0,0,0,4,2
Ambès1,SO2,2012-10-04,,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Ambès1,SO2,2012-10-05,0,0,0,1,1,0,1,1,2,1,2,3,3,3,1,3,2,2,2,2,2,1,1,1,0,3,1
Ambès1,SO2,2012-10-06,,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,2,1,2,2,1,1,0,0,2,1
Ambès1,SO2,2012-10-07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
Ambès1,SO2,2012-10-08,,0,0,1,0,1,1,1,1,1,1,0,1,0,2,2,2,1,0,1,1,1,1,1,0,2,1
Ambès1,SO2,2012-10-09,1,1,1,1,1,2,1,1,1,1,1,3,11,3,2,2,2,2,2,1,2,1,0,0,0,11,2
Ambès1,SO2,2012-10-10,,0,0,0,0,1,1,0,0,1,0,1,1,1,0,3,2,1,0,0,1,0,1,0,0,3,1
Ambès1,SO2,2012-10-11,0,0,0,0,0,0,1,1,1,0,1,0,7,2,0,1,1,1,1,0,0,1,2,2,0,7,1
Ambès1,SO2,2012-10-12,,2,5,4,4,4,4,9,2,3,1,1,1,2,1,2,1,2,3,11,3,3,4,3,1,11,3
Ambès1,SO2,2012-10-13,3,3,3,2,4,3,3,3,3,4,3,3,4,4,3,3,4,3,5,3,4,3,3,2,2,5,3
Ambès1,SO2,2012-10-14,,3,2,3,3,4,3,5,4,3,4,8,8,12,7,10,5,3,8,12,3,2,2,1,1,12,5
Ambès1,SO2,2012-10-15,1,1,0,2,2,3,4,2,2,3,2,1,1,2,1,1,2,3,1,2,0,2,2,2,0,4,2
Ambès1,SO2,2012-10-16,,2,2,3,1,2,3,2,2,2,2,2,2,3,2,1,2,1,3,3,2,2,3,2,1,3,2
Ambès1,SO2,2012-10-17,2,1,1,2,2,1,2,2,1,3,3,1,2,2,2,2,1,1,3,2,3,1,1,0,0,3,2
Ambès1,SO2,2012-10-18,,2,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,2,1,2,0,0,0,2,1
