Maison des Associations;Date ;Heure de début;Heure de fin;Activité;Type de réservation;Association
NICE-CENTRE;15/12/2014;15H00;16H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;15/12/2014;16H00;17H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;15/12/2014;17H00;18H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;15/12/2014;17H00;19H00;COURS DE LANGUE;COURS;CFLEC CENTRE DE FORMATION LANGUES ET CIVILISATIONS 
NICE-CENTRE;15/12/2014;18H00;19H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;15/12/2014;18H00;20H00;CULTURE;COURS;ALLIANCE RUSSE
NICE-CENTRE;15/12/2014;18H00;21H00;ENSEIGNEMENT;COURS;AMICALE DES POLONAIS NICE - COTE D'AZUR
NICE-CENTRE;15/12/2014;18H00;20H00;CULTURE;COURS;"ASSOCIATION NICOISE ""CHINE HORIZON"""
NICE-CENTRE;15/12/2014;19H00;21H00;CULTURE;ATELIER;CERCLE DES ECRIVAINS DE LA COTE D'AZUR
NICE-CENTRE;16/12/2014;10H00;13H00;SANTE;REUNION;ANPAA06 - ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE -COMITE DES A M   
NICE-CENTRE;16/12/2014;10H00;17H00;COURS DE LANGUE;COURS;FRANCE GRANDE BRETAGNE
NICE-CENTRE;16/12/2014;17H00;19H00;ARTS PLASTIQUES;COURS;LES GRENOUILLES QUI VOULAIENT VOLER
NICE-CENTRE;16/12/2014;18H00;20H00;CULTURE;COURS;ALLIANCE RUSSE
NICE-CENTRE;16/12/2014;18H00;20H00;CULTURE;CONFERENCE;VOCATIF
NICE-CENTRE;16/12/2014;19H00;20H00;ENVIRONNEMENT;COURS;TEAMDEFIS
NICE-CENTRE;17/12/2014;10H00;13H00;CULTURE;COURS;ALLIANCE RUSSE
NICE-CENTRE;17/12/2014;10H00;13H00;CULTURE;COURS;ALLIANCE RUSSE
NICE-CENTRE;17/12/2014;10H00;13H00;CULTURE;COURS;ALLIANCE RUSSE
NICE-CENTRE;17/12/2014;12H00;14H00;ORGANISME PUBLIC;COURS;METROPOLE NICE COTE D'AZUR
NICE-CENTRE;17/12/2014;13H00;16H00;CULTURE;COURS;ALLIANCE RUSSE
NICE-CENTRE;17/12/2014;13H00;16H00;CULTURE;COURS;ALLIANCE RUSSE
NICE-CENTRE;17/12/2014;17H00;19H00;SPORT;COURS;SHANTI-YOGA
NICE-CENTRE;17/12/2014;18H00;20H00;CULTURE;COURS;ACFG - ASSOCIATION CULTURELLE FRANCO-GEORGIENNE
NICE-CENTRE;17/12/2014;18H00;20H00;CULTURE;COURS;ACFG - ASSOCIATION CULTURELLE FRANCO-GEORGIENNE
NICE-CENTRE;18/12/2014;09H00;12H00;SOCIAL;REUNION;ECTI - ECHANGES ET CONSULTATIONS PROFESSIONNELS SENIORS BENEVOLES
NICE-CENTRE;18/12/2014;11H00;12H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
NICE-CENTRE;18/12/2014;11H00;12H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;18/12/2014;12H00;13H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;18/12/2014;14H00;18H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;18/12/2014;15H00;17H00;ENSEIGNEMENT;COURS;SUNCHINE 
NICE-CENTRE;18/12/2014;17H00;19H00;CULTURE;PERMANENCE;"ASSOCIATION NICOISE ""CHINE HORIZON"""
NICE-CENTRE;18/12/2014;18H00;19H00;CITOYENNETE;REUNION;CNR - COMITE POUR UNE NOUVELLE RESISTANCE 
NICE-CENTRE;18/12/2014;19H00;21H00;CITOYENNETE;PERMANENCE;CNR - COMITE POUR UNE NOUVELLE RESISTANCE 
NICE-CENTRE;19/12/2014;12H00;14H00;ORGANISME PUBLIC;COURS;METROPOLE NICE COTE D'AZUR
NICE-CENTRE;19/12/2014;16H00;18H00;ENSEIGNEMENT;COURS;ASM - ARTS SACRES DU MONDE
NICE-CENTRE;19/12/2014;19H00;21H00;ENSEIGNEMENT;COURS;AMICALE DES POLONAIS NICE - COTE D'AZUR
NICE-CENTRE;20/12/2014;10H00;12H00;SOCIAL;REUNION;AM2I - ASSOCIATION MEDITERRANEENNE POUR L'INTERCULTURALITE ET L'INTERGENERATIONEL
NICE-CENTRE;20/12/2014;14H00;18H00;SPORT;REUNION;NICE RANDONNEE
NICE-CENTRE;20/12/2014;14H00;18H00;MUSIQUE;COURS;ACADEMIE DE GUITARE FRANCO RUSSE KHOREV
NICE-CENTRE;20/12/2014;15H00;18H00;CULTURE;ASSEMBLEE GENERALE;"ASSOCIATION NICOISE ""CHINE HORIZON"""
NICE-EST SAINT ROCH;15/12/2014;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;15/12/2014;09H00;12H00;SPORT;COURS;"YAMATO BUDO ""SPORT POUR TOUS"""
NICE-EST SAINT ROCH;15/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/12/2014;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL GENERAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;15/12/2014;09H00;21H00;CITOYENNETE;OCCUPATION PERMANENTE;AGIR - ASS. GRALE DES INTERVENANTS RETRAITES POUR ACTIONS BENEVOLES DE COOPERATION ET DE DEVELOPPT
NICE-EST SAINT ROCH;15/12/2014;09H00;13H00;ORGANISME PUBLIC;EXAMEN;POLE EDUCATION ROUTIERE
NICE-EST SAINT ROCH;15/12/2014;09H00;17H00;ENSEIGNEMENT;FORMATION;CODES06 - COMITE DEPARTEMENTAL D'EDUCATION POUR LA SANTE 
NICE-EST SAINT ROCH;15/12/2014;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL GENERAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;15/12/2014;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;15/12/2014;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;15/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/12/2014;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;15/12/2014;09H00;12H00;PROXIMITE;REUNION;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/12/2014;10H00;13H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;15/12/2014;12H00;14H00;ORGANISME PUBLIC;COURS;MAIRIE DE NICE
NICE-EST SAINT ROCH;15/12/2014;12H00;13H00;SOCIAL;EXAMEN;LECTURE POUR TOUS
NICE-EST SAINT ROCH;15/12/2014;13H00;17H00;ORGANISME PUBLIC;ANIMATION;MAIRIE DE NICE
NICE-EST SAINT ROCH;15/12/2014;13H00;18H00;SOCIAL;PERMANENCE;AZUR ENTRAIDE
NICE-EST SAINT ROCH;15/12/2014;14H00;17H00;THEATRE;COURS;POIVRE ET SEL
NICE-EST SAINT ROCH;15/12/2014;14H00;17H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;15/12/2014;14H00;16H00;SANTE;PERMANENCE;ORL VIE NOUVELLE
NICE-EST SAINT ROCH;15/12/2014;16H00;18H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;15/12/2014;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;15/12/2014;16H00;20H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;15/12/2014;17H00;20H00;DANSE ;COURS;CORPS & GRAPHIK
NICE-EST SAINT ROCH;15/12/2014;17H00;18H00;DANSE ;COURS;MOUVANCES
NICE-EST SAINT ROCH;15/12/2014;18H00;20H00;SPORT;COURS;LES PONTS DES PIES
NICE-EST SAINT ROCH;15/12/2014;19H00;21H00;ENSEIGNEMENT;COURS;PRM - PREVENIR REAGIR MAITRISER
NICE-EST SAINT ROCH;16/12/2014;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;16/12/2014;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;16/12/2014;09H00;13H00;ORGANISME PUBLIC;EXAMEN;POLE EDUCATION ROUTIERE
NICE-EST SAINT ROCH;16/12/2014;09H00;17H00;ENSEIGNEMENT;FORMATION;CODES06 - COMITE DEPARTEMENTAL D'EDUCATION POUR LA SANTE 
NICE-EST SAINT ROCH;16/12/2014;09H00;17H00;PROXIMITE;PERMANENCE;ALAID
NICE-EST SAINT ROCH;16/12/2014;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;16/12/2014;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;16/12/2014;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL GENERAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;16/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/12/2014;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL GENERAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;16/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/12/2014;09H00;21H00;CITOYENNETE;OCCUPATION PERMANENTE;AGIR - ASS. GRALE DES INTERVENANTS RETRAITES POUR ACTIONS BENEVOLES DE COOPERATION ET DE DEVELOPPT
NICE-EST SAINT ROCH;16/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/12/2014;10H00;12H00;LOISIRS;FORMATION;INTERNET SENIORS 2
NICE-EST SAINT ROCH;16/12/2014;10H00;12H00;INFORMATIQUE;COURS;EAASII
NICE-EST SAINT ROCH;16/12/2014;12H00;14H00;ORGANISME PUBLIC;COURS;MAIRIE DE NICE
NICE-EST SAINT ROCH;16/12/2014;13H00;18H00;SOCIAL;PERMANENCE;AZUR ENTRAIDE
NICE-EST SAINT ROCH;16/12/2014;14H00;16H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;16/12/2014;14H00;17H00;SENIORS;REUNION;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;16/12/2014;14H00;16H00;LOISIRS;FORMATION;INTERNET SENIORS 2
NICE-EST SAINT ROCH;16/12/2014;14H00;17H00;LOISIRS;COURS;LE CLAN DES BOULEGANS
NICE-EST SAINT ROCH;16/12/2014;16H00;20H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;16/12/2014;17H00;20H00;DANSE ;COURS;CORPS & GRAPHIK
NICE-EST SAINT ROCH;16/12/2014;18H00;21H00;CULTURE;REPETITION;NUX VOMICA
NICE-EST SAINT ROCH;16/12/2014;18H00;19H00;DANSE ;COURS;FRANCE RUSSIE
NICE-EST SAINT ROCH;16/12/2014;18H00;19H00;SPORT;COURS;LES PONTS DES PIES
NICE-EST SAINT ROCH;16/12/2014;19H00;20H00;CULTURE;ATELIER;NUX VOMICA
NICE-EST SAINT ROCH;16/12/2014;19H00;20H00;CULTURE;PERMANENCE;COLOMBIE COTE D'AZUR CCA
NICE-EST SAINT ROCH;16/12/2014;19H00;20H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;17/12/2014;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;17/12/2014;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;17/12/2014;09H00;12H00;ORGANISME PUBLIC;REUNION;MAIRIE DE NICE
NICE-EST SAINT ROCH;17/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/12/2014;09H00;21H00;CITOYENNETE;OCCUPATION PERMANENTE;AGIR - ASS. GRALE DES INTERVENANTS RETRAITES POUR ACTIONS BENEVOLES DE COOPERATION ET DE DEVELOPPT
NICE-EST SAINT ROCH;17/12/2014;09H00;11H00;DANSE ;REPETITION;APOLLO DANSE
NICE-EST SAINT ROCH;17/12/2014;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;17/12/2014;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;17/12/2014;09H00;12H00;SOCIAL;PERMANENCE;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;17/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/12/2014;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL GENERAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;17/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/12/2014;09H00;12H00;SOCIAL;PERMANENCE;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;17/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/12/2014;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL GENERAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;17/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/12/2014;10H00;13H00;HANDICAP;FORMATION;INSEIT INSTITUT INTERNATIONAL POUR L'ETUDE ET L'INTEGRATION DES NOUVELLES TECHNIQUES ET TECHNOLOGIES
NICE-EST SAINT ROCH;17/12/2014;10H00;12H00;ACTIVITE BIEN ETRE;COURS;SYNERGIE OPTIMALE
NICE-EST SAINT ROCH;17/12/2014;10H00;13H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;17/12/2014;11H00;13H00;LOISIRS;COURS;LA RAPPORTEUSE
NICE-EST SAINT ROCH;17/12/2014;13H00;18H00;SOCIAL;PERMANENCE;AZUR ENTRAIDE
NICE-EST SAINT ROCH;17/12/2014;13H00;14H00;SANTE;PERMANENCE;POLE PSY
NICE-EST SAINT ROCH;17/12/2014;14H00;21H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;17/12/2014;14H00;17H00;CITOYENNETE;REUNION;AGIR - ASS. GRALE DES INTERVENANTS RETRAITES POUR ACTIONS BENEVOLES DE COOPERATION ET DE DEVELOPPT
NICE-EST SAINT ROCH;17/12/2014;14H00;16H00;ACTIVITE MANUELLE;ATELIER;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;17/12/2014;14H00;16H00;ENSEIGNEMENT;ATELIER;DESIR D'AVENIR
NICE-EST SAINT ROCH;17/12/2014;14H00;20H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;17/12/2014;14H00;16H00;CULTURE;DIVERS;ARJNCA - ASSOCIATION DES RESSORTISSANTS JAPONAIS DE NICE COTE D'AZUR
NICE-EST SAINT ROCH;17/12/2014;14H00;16H00;CULTURE;COURS;ARJNCA - ASSOCIATION DES RESSORTISSANTS JAPONAIS DE NICE COTE D'AZUR
NICE-EST SAINT ROCH;17/12/2014;14H00;18H00;HANDICAP;FORMATION;INSEIT INSTITUT INTERNATIONAL POUR L'ETUDE ET L'INTEGRATION DES NOUVELLES TECHNIQUES ET TECHNOLOGIES
NICE-EST SAINT ROCH;17/12/2014;16H00;20H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;17/12/2014;16H00;17H00;SOCIAL;COURS;LECTURE POUR TOUS
NICE-EST SAINT ROCH;17/12/2014;16H00;18H00;COURS DE LANGUE;COURS;L'ITALI@NICE
NICE-EST SAINT ROCH;17/12/2014;16H00;17H00;MUSIQUE;COURS;BLUES AZUR 
NICE-EST SAINT ROCH;17/12/2014;17H00;19H00;LOISIRS;ANIMATION;MANAHE'E VA'A ANTIBES
NICE-EST SAINT ROCH;17/12/2014;17H00;20H00;PROXIMITE;PERMANENCE;ASPACA - ASSOCIATION SENEGALAISE PROVENCE ALPES COTE D'AZUR
NICE-EST SAINT ROCH;17/12/2014;18H00;20H00;CULTURE;COURS;INSTITUT D'ETUDES OCCITANES - IEO06
NICE-EST SAINT ROCH;17/12/2014;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;17/12/2014;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;17/12/2014;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;17/12/2014;18H00;20H00;COURS DE LANGUE;COURS;PLANETE ASIE 
NICE-EST SAINT ROCH;17/12/2014;18H00;20H00;COURS DE LANGUE;COURS;PLANETE ASIE 
NICE-EST SAINT ROCH;17/12/2014;18H00;20H00;MUSIQUE;COURS;DELICES DE MUSIQUE ANCIENNE
NICE-EST SAINT ROCH;17/12/2014;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;17/12/2014;19H00;20H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
NICE-EST SAINT ROCH;18/12/2014;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;18/12/2014;09H00;13H00;HANDICAP;FORMATION;INSEIT INSTITUT INTERNATIONAL POUR L'ETUDE ET L'INTEGRATION DES NOUVELLES TECHNIQUES ET TECHNOLOGIES
NICE-EST SAINT ROCH;18/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/12/2014;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL GENERAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;18/12/2014;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;18/12/2014;09H00;21H00;CITOYENNETE;OCCUPATION PERMANENTE;AGIR - ASS. GRALE DES INTERVENANTS RETRAITES POUR ACTIONS BENEVOLES DE COOPERATION ET DE DEVELOPPT
NICE-EST SAINT ROCH;18/12/2014;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL GENERAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;18/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/12/2014;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;18/12/2014;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;18/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/12/2014;10H00;11H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;18/12/2014;10H00;13H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;18/12/2014;12H00;14H00;ORGANISME PUBLIC;COURS;MAIRIE DE NICE
NICE-EST SAINT ROCH;18/12/2014;13H00;18H00;SOCIAL;PERMANENCE;AZUR ENTRAIDE
NICE-EST SAINT ROCH;18/12/2014;14H00;17H00;SANTE;PERMANENCE;AFDAM - ASSOCIATION DES DIABETIQUES DES ALPES-MARITIMES
NICE-EST SAINT ROCH;18/12/2014;14H00;17H00;ACTIVITE MANUELLE;COURS;LES COUSETTES
NICE-EST SAINT ROCH;18/12/2014;14H00;20H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;18/12/2014;14H00;17H00;SPORT;COURS;"YAMATO BUDO ""SPORT POUR TOUS"""
NICE-EST SAINT ROCH;18/12/2014;15H00;17H00;SOCIAL;PERMANENCE;ECOLE DES GRANDS PARENTS EUROPEEENS - EGPEAM
NICE-EST SAINT ROCH;18/12/2014;16H00;20H00;LOISIRS;ATELIER;COMMUNAUTE GRECQUE DES ALPES-MARITIMES CGDAM
NICE-EST SAINT ROCH;18/12/2014;17H00;20H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;18/12/2014;17H00;18H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;18/12/2014;18H00;19H00;ENSEIGNEMENT;COURS;FRANCE RUSSIE
NICE-EST SAINT ROCH;18/12/2014;18H00;19H00;DANSE ;COURS;TIGERACT AND CO
NICE-EST SAINT ROCH;18/12/2014;18H00;19H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;18/12/2014;19H00;21H00;DANSE ;COURS;LA SEMEUSE
NICE-EST SAINT ROCH;18/12/2014;19H00;21H00;ENSEIGNEMENT;ATELIER;MAAT LE CHEMIN DU COEUR - ATELIER DE DEVELOPPEMENT PERSONNEL
NICE-EST SAINT ROCH;18/12/2014;19H00;21H00;CHANT;COURS;CORASON - CHOEUR DE CHAMBRE
NICE-EST SAINT ROCH;18/12/2014;19H00;21H00;ACTIVITE BIEN ETRE;COURS;DE L'ETOILE O SAMA
NICE-EST SAINT ROCH;19/12/2014;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;19/12/2014;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL GENERAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;19/12/2014;09H00;10H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;19/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;19/12/2014;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL GENERAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;19/12/2014;09H00;21H00;CITOYENNETE;OCCUPATION PERMANENTE;AGIR - ASS. GRALE DES INTERVENANTS RETRAITES POUR ACTIONS BENEVOLES DE COOPERATION ET DE DEVELOPPT
NICE-EST SAINT ROCH;19/12/2014;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;19/12/2014;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;19/12/2014;09H00;12H00;SPORT;COURS;"YAMATO BUDO ""SPORT POUR TOUS"""
NICE-EST SAINT ROCH;19/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;19/12/2014;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;19/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;19/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;19/12/2014;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;19/12/2014;11H00;12H00;HANDICAP;FORMATION;INSEIT INSTITUT INTERNATIONAL POUR L'ETUDE ET L'INTEGRATION DES NOUVELLES TECHNIQUES ET TECHNOLOGIES
NICE-EST SAINT ROCH;19/12/2014;13H00;17H00;SOCIAL;PERMANENCE;AZUR ENTRAIDE
NICE-EST SAINT ROCH;19/12/2014;14H00;15H00;ACTIVITE BIEN ETRE;COURS;AZUR SOLEIL ACCOMPAGNEMENT
NICE-EST SAINT ROCH;19/12/2014;15H00;16H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;19/12/2014;15H00;16H00;ACTIVITE BIEN ETRE;COURS;AZUR SOLEIL ACCOMPAGNEMENT
NICE-EST SAINT ROCH;19/12/2014;16H00;18H00;SANTE;CONFERENCE;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;19/12/2014;16H00;19H00;CHANT;REPETITION;COL CANTO
NICE-EST SAINT ROCH;19/12/2014;16H00;19H00;SOCIAL;COURS;AZUR ENTRAIDE
