OBJECTID,code_voie,metre,t_inf140,t_inf120,t_inf90,t_inf120sm,t_p5,t_p8,t_p12,t_dev2,t_sol,t_cont_rc,t_contv_ch,t_abstrot,numphoto,observatio,commune,chiffrage,fk_objet,created_user,created_date,last_edited_user,last_edited_date,rue,url_photo_avant,url_photo_apres,clc_taux_courant,clc_taux_initial,tmp_somme_taux,CreationDate,Creator,EditDate,Editor,GlobalID,SHAPE_Length
302,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1420580,Aucune observation,SAINT-QUENTIN,1900,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1420580.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{22B83C05-2CAB-40F7-8542-9FB855C5098A},125.199684006705
303,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1450392,Aucune observation,SAINT-QUENTIN,1900,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450392.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{161A4863-A356-4C64-B2CD-8E2DD93201DE},47.4462438676985
304,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,1420583,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1420583.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{1C009F53-2F88-45B3-92B7-1A520F970BA5},76.202743286822
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{04DC3FCF-B230-4EC5-8A33-FDD7E50E9FA5},14.0936560155064
306,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1420581,Aucune observation,SAINT-QUENTIN,850,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1420581.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{E16F9B05-EF63-4C33-9094-94331D22820E},89.7298851044062
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450400,Aucune observation,SAINT-QUENTIN,700,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450400.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{3BF57248-F484-4521-9C05-10424DB9D416},127.027797405865
308,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1450399,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450399.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{2BAC025A-9ACE-4C73-B84B-1C1A79096F88},90.0930587905445
309,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1450403,Aucune observation,SAINT-QUENTIN,850,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450403.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{58587D57-E2AF-4C40-AF6E-DE28EC562307},42.9564497458468
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450407,Aucune observation,SAINT-QUENTIN,1050,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450407.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{6EB43C17-9F9A-4A6A-AF9C-0CE238587F03},113.902354934754
311,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1450404,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450404.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{6720D751-4807-40AD-B0E1-9463E906403E},43.7373414037856
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450409,Aucune observation,SAINT-QUENTIN,1050,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450409.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{7E006063-3324-42F7-B39E-D890BB1E27EC},110.976280101583
313,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1450385,Aucune observation,SAINT-QUENTIN,2600,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450385.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{F09351B6-4A5E-45E0-A1B7-C061AD69D924},80.2456608709356
314,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1450383,Aucune observation,SAINT-QUENTIN,2600,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450383.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{630A1472-26CF-48F3-8663-5D4FDAB4C334},115.164105905046
315,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1450132,Aucune observation,SAINT-QUENTIN,1200,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450132.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{5E77B9F0-92B4-44C0-84C7-59673124687E},148.725263821185
316,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,1450113,Aucune observation,SAINT-QUENTIN,3300,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450113.JPG,nophoto.JPG,50,50,0.5,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{78F59D6F-B322-4C79-A813-0016D94FE7E3},118.334536067361
317,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,1450130,Aucune observation,SAINT-QUENTIN,3300,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450130.JPG,nophoto.JPG,0,0,1.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{6352E200-756E-4915-AB47-598E6BC5C713},93.8808742124923
318,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1450129,Aucune observation,SAINT-QUENTIN,1900,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450129.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{ADEAD923-2022-426A-A0E8-0BF55AEB8BD9},94.2335201696052
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,2250,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{95D01D94-F035-47F2-B555-C2EFE8BEB5D0},116.465798037803
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,1900,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{3A7A1B6D-718F-4160-A49C-3B35EC7255B2},23.6884164652342
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,3300,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{B4E49CDA-0CFD-4176-B741-E27EA190BF33},101.674686136345
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,850,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{F10E9FD9-CEE2-4D71-81AE-AFBF4EFA51BE},36.3717173575321
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{178F6960-7025-407D-A99F-E0FA95E26C82},30.8489104126078
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,700,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{CC4A43EA-CC21-4A31-916E-1D5D50523094},57.1182027620215
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{270C0D83-C9AC-4FAC-9B2D-6CD95468D5AE},119.514382338438
326,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,1450355,Aucune observation,SAINT-QUENTIN,850,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450355.JPG,nophoto.JPG,0,0,1.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{8D99E7B8-4039-4989-9A80-7D04D7DF4DDE},152.696626842314
327,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{5CCAE3E6-8F72-412F-9F88-C504BDD5412F},65.4226116387468
328,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,1450364,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450364.JPG,nophoto.JPG,25,25,0.75,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{ADE8293A-42EF-4504-BAE7-AA67BF71F43B},41.921191920296
329,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,1450370,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450370.JPG,nophoto.JPG,0,0,1.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{D20E54C7-83A3-451F-A335-D3D4224BCBB2},114.460036495993
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450375,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450375.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{24886A57-4458-48BA-9C4E-BEC0142B3643},48.6690821894896
331,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1450342,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450342.JPG,nophoto.JPG,50,50,0.5,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{963F4776-9557-4D53-AEE5-B9758236033A},88.4200851477537
332,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,1450340,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450340.JPG,nophoto.JPG,0,0,1.5,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{F24522C8-DFA0-4D26-A3CB-3349A9DF5B48},121.817904863133
333,0,0,0,0,1,0,0.25,0,0,0,0,0,0,0,1450351,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450351.JPG,nophoto.JPG,0,0,1.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{9C0CADA0-506F-48A6-B7DB-BA705D70A08B},70.9190506489584
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{329B9255-D4D4-4287-87D9-9756AAE3263F},30.5574254445496
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{72774121-EB74-43E6-919D-2803D0CA1D86},37.9591203389649
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{64C0AD08-44FD-4D1A-AA5C-A4FEB96CE96F},41.8099774225054
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450115,Aucune observation,SAINT-QUENTIN,700,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450115.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{D4A2EF4F-B209-49C0-9B99-7755B9BEB8E7},33.5220319260476
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,2250,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{89C2F5AF-77B8-4CE4-A901-E80BF8A30E64},72.6420412179502
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,850,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{A1603F1A-E187-4B53-905A-92B35A2B755F},31.0605442785969
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450114,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450114.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{9A15D5D9-D45D-485E-932E-EE202691C33E},195.833659470044
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{BC9B218E-4D27-4EF9-A761-F2449DD66B36},66.31584801021
342,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1450125,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450125.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{5319940D-6BA2-4C08-85D5-D5F6C95ED98F},96.4197408649347
343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{0CB4B260-6544-4CC2-AC17-50C4C714437D},161.329959082021
344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1450362,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450362.JPG,nophoto.JPG,0,0,1,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{6F412B87-23E8-4B76-B599-CAE734BD5306},107.364329570673
345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1450363,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450363.JPG,nophoto.JPG,0,0,1,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{57334479-9B19-480C-8B90-F45EBB8012DA},98.3184621699119
346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{F47FD6DB-F06A-4AC0-968E-BF95AAA598A0},108.792445192779
347,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{07454AAC-96F3-4F0F-86C1-9C7AF68AFE21},109.562399972809
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{492C9CF2-5390-44E6-96A9-7919630C6363},127.279858453631
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{07C5294C-82B5-400B-8CEC-313CE90F311E},79.6964339810601
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{A264654A-9B7F-45AF-A000-46D151AF25FE},191.469949767783
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{B79F7362-E4E2-4C18-A6F3-39F975F566C6},67.9813477114967
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{E8B5CF76-D0FB-42D8-89F7-57B86CEC0DCC},83.2049486351862
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{AC3233A5-530D-4B69-A67A-4BC36B1BEF5C},93.2172013724665
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{B3E2DAB8-019E-45DF-94FF-A842DDEFF7CF},111.471341922862
355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{53E9A60E-FD2F-4CF5-BFDA-077FA4821847},200.301170361586
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{C05729B0-FAA0-499B-829E-042E4D7EB31C},65.5148045404143
357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{0E35E0F0-6523-4218-BD69-6D6393DEA16F},8.03563388893492
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{44B245C4-3DFD-4911-BF3D-36D3955E4EEB},98.9324087847219
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{5A5DD1C1-7149-4289-B924-61BB73368CFC},14.652992812873
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{34C54034-4EB9-4744-B38E-02CD4DB0315A},23.9785335524496
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{031A53C2-6253-4B7A-981F-1CE38DDDC99D},150.805769983812
362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{6D991EF6-2714-4538-9DA7-C088E9E9590D},158.464600353657
363,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1450096,Aucune observation,SAINT-QUENTIN,700,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450096.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{E2812495-F101-46F0-897B-0F2E05541686},147.216873089115
364,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1450098,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450098.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{B955BB1A-946B-42DA-9967-96427B67C7A7},144.248938047908
365,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1450093,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450093.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{A340480D-EB37-4918-BFC8-BC26E8058A97},85.40903622807
366,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,1450095,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450095.JPG,nophoto.JPG,50,50,0.5,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{DA6C6B12-468B-4F85-A5B3-CA96553EF6AD},36.9902625012508
367,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,1450091,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450091.JPG,nophoto.JPG,50,50,0.5,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{0F09462E-9480-4E68-A068-5B315319A7EF},138.452286931649
368,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,1350086,Aucune observation,SAINT-QUENTIN,700,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1350086.JPG,nophoto.JPG,0,0,1.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{A3BB1B6E-CFD4-4395-B989-1D8605432CD4},159.009102701264
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{A0E1DDDC-A844-4D1D-8F4E-9B4F4AD08FCC},30.8612833657692
370,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1450077,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450077.JPG,nophoto.JPG,75,75,0.25,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{66EE6D2A-B297-4660-BAFE-ADDC896D8DD1},98.0635542131892
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450081,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,P1450081.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{7A4B5131-CB9F-4115-B339-EF6883472A13},60.6575938876504
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{8633F90F-C825-4F6A-B8AE-79957048FBC0},40.3557508015419
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nophoto,Aucune observation,SAINT-QUENTIN,500,CHEMINEMENT,,,PROD,2015/12/09 09:31:04,,nophoto.JPG,nophoto.JPG,100,100,0,2015/12/09 15:27:27,mickael.delaere,2015/12/09 15:27:27,mickael.delaere,{A261046C-DA38-4AD6-9D20-DD6F6CD57EA1},20.4150814351622
