X,Y,FID,nombre,localisati,secteur,etat,source,export,controle
55.509339986,-20.916474249,1,1,chemln ilet quinquinat,domenjod,Détruite,CINOR,26/08/2019,03/08/01
55.5061409360001,-20.916302211,2,3,cité SHLMR,domenjod,2 cuve dis 1 ras,CINOR,26/08/2019,03/08/01
55.5078188140001,-20.914872975,3,1,route de domenjod,domenjod,Détruite,CINOR,26/08/2019,03/08/01
55.504330791,-20.9106603459999,4,1,espaces case,domenjod,Disparue,CINOR,26/08/2019,03/08/01
55.5032557600001,-20.911030062,5,2,chemin du case,domenjod,Détruite,CINOR,26/08/2019,03/08/01
55.503355577,-20.9038095189999,6,1,abrit bus pont neuf,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.503718264,-20.9049072779999,7,9,collège de la bretagne,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.504268978,-20.9059292649999,8,1,route gabriel macé arret bus tamarinier,Bretagne,Détruite,CINOR,26/08/2019,03/08/01
55.4946239050001,-20.914111829,9,2,ch bois rouge arret bus mairie annexe,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.494283366,-20.91416113,10,2,rue gabriel macé case et poste,Bretagne,Détruite,CINOR,26/08/2019,03/08/01
55.494047671,-20.9146286979999,11,1,rue gabriel macé proximité  ecole maternelle auror,Bretagne,Détruite,CINOR,26/08/2019,03/08/01
55.4932339160001,-20.915660541,12,1,rue gabriel macé arret bus biblio,Bretagne,Disparue,CINOR,26/08/2019,03/08/01
55.4925266600001,-20.915818798,13,1,ch des routiers boutique chane kane,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.5013205750001,-20.910528992,14,1,rue gabriel macé abrit bus les camphriers,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.494630096,-20.924880683,15,1,rue gabriel macé arret bus  les longanis,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.494391439,-20.9236220339999,16,1,rue gabriel macé école cammercons,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.4935180420001,-20.92608487,17,3,rue gabriel macé,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.4934434670001,-20.9280526759999,18,1,ch jules reydellet eglise,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.4936234790001,-20.932050723,19,1,ch jules reydellet boutique jean louis,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.4864178670001,-20.9382930639999,20,2,rue jules reydelet école et arret bellevue,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.491541844,-20.935800698,21,1,rue jules reydelet arret bus montobanc,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.4934457590001,-20.9271311109999,22,1,rue jules reydelet case,Bretagne,Brulée,CINOR,26/08/2019,03/08/01
55.492969927,-20.9307735959999,23,1,intersec ch bois rouge et jules reydelet,Bretagne,Disparue,CINOR,26/08/2019,03/08/01
55.4900908590001,-20.9302878989999,24,1,arret de bus ch fougères,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.4887723480001,-20.9291189649999,25,1,centre d'animation,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.4872046790001,-20.926557669,26,1,ch bois rouge arret bus les manguiers,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.4889085500001,-20.9262374419999,27,1,ch bois rouge arret bus  ch la boucle,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.491725348,-20.922523347,28,1,ch bois rouge arret bus les cactus,Bretagne,Disparue,CINOR,26/08/2019,03/08/01
55.492645558,-20.9184465769999,29,1,ch grd canal,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.4987438750001,-20.9092170239999,30,1,ch célimen école,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.4965076170001,-20.910404942,31,2,ch grd canal arret des jacquiers,Bretagne,Taggé et disparu,CINOR,26/08/2019,03/08/01
55.496556248,-20.909856771,32,1,ch grd canal ecole primaire,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.495939064,-20.910375546,33,1,allée des jaduiers case,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.503512475,-20.901250094,34,1,arret pierre loti,Commune Prima,RAS,CINOR,26/08/2019,06/08/01
55.5031168250001,-20.9012277489999,35,1,prés arret de bus les lavandières,Commune Prima,RAS,CINOR,26/08/2019,06/08/01
55.502193704,-20.899955701,36,1,prés de la chapelle,Commune Prima,RAS,CINOR,26/08/2019,06/08/01
55.5019782370001,-20.8991751299999,37,1,école primaire,Commune Prima,Détruite,CINOR,26/08/2019,06/08/01
55.5017012600001,-20.898654724,38,1,école primaire,Commune Prima,RAS,CINOR,26/08/2019,06/08/01
55.5012087100001,-20.8969200499999,39,1,labo vétériaire departemental,Commune Prima,RAS,CINOR,26/08/2019,06/08/01
55.5017933680001,-20.896920028,40,2,comp spotive,Commune Prima,RAS,CINOR,26/08/2019,06/08/01
55.500131712,-20.8952143929999,41,1,stade de l'est,Commune Prima,RAS,CINOR,26/08/2019,06/08/01
55.500162447,-20.894520534,42,1,arret bus stade de l'est,Commune Prima,RAS,CINOR,26/08/2019,06/08/01
55.500223953,-20.8941157429999,43,2,rond pont continent,Commune Prima,RAS,CINOR,26/08/2019,06/08/01
55.4993323730001,-20.9004185819999,44,1,arret de bus cfe,Commune Prima,RAS,CINOR,26/08/2019,06/08/01
55.4960093880001,-20.898713035,45,1,arret de bus les évis,Chaudron,Décrochée,CINOR,26/08/2019,06/08/01
55.4939172140001,-20.8982217089999,46,1,école maternelle eudexie nonge ch des écoliers,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.4920402440001,-20.8947524069999,47,3,école damaz legos,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.491455606,-20.894318703,48,0,rue de l'école cabine phon,Chaudron,Reste le poteau,CINOR,26/08/2019,06/08/01
55.4913017220001,-20.8935381229999,49,1,prés de insee,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.4910555530001,-20.8930177029999,50,1,rue de l'école prés du kiosque,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.490501776,-20.8927575289999,51,2,arrêt bus roger payet sens m et d,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.4908401530001,-20.8921793069999,52,1,arrêt de bus théodore chasseriau,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.4877328530001,-20.892988879,53,1,arrêt de bus mairie anexe,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.48767135,-20.89258409,54,5,espace mairie anexe,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.4876713020001,-20.891514355,55,1,marché forain,Chaudron,Disparue,CINOR,26/08/2019,06/08/01
55.4894556620001,-20.888912251,56,1,parkin cssd,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.488532746,-20.8897796109999,57,5,Avenue george ponpidou,Chaudron,4RAS 1dis ai jeu,CINOR,26/08/2019,06/08/01
55.487671242,-20.8884496819999,58,2,entré du zoo,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.4860099260001,-20.888413116,59,1,Rue Gabriel Lahuppe arrêt de bus GL sens décendant,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.486994441,-20.890386868,60,1,église,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.48871733,-20.8916878329999,61,1,Rue Erneste Cotteret kiosque,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.4846715200001,-20.8907197689999,62,1,Rue indiana kiosque,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.484456289,-20.890921654,63,2,arrêt de bus rue gabriel lahuppe et rue brunet,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.4855177430001,-20.8926130799999,64,1,Rue bridet école primaire,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.4862870200001,-20.89648727,65,1,école maternelle herbinière lebert,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.4857024520001,-20.899869973,66,3,collége alizé,Chaudron,1pl et 1vp brulé,CINOR,26/08/2019,06/08/01
55.4870254080001,-20.8997254139999,67,4,crous avenu hipolte fouque,Chaudron,1vp2plras1vpbru,CINOR,26/08/2019,06/08/01
55.486862666,-20.896829494,68,2,Rue Rontonay arrêt de bus,Chaudron,Disparue,CINOR,26/08/2019,06/08/01
55.4870253490001,-20.8952440379999,69,1,parking case,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.4889370920001,-20.895363571,70,1,Avenue leconte de lisle prés restau vieux carail,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.4912710990001,-20.896053476,71,2,Avenue leconte de lisle arret de bus,Chaudron,pl ras vp dispar,CINOR,26/08/2019,06/08/01
55.484994799,-20.897470305,72,1,Rue francois de mahy,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.485179363,-20.895995796,73,1,Rue francois de mahy,Chaudron,Détruite,CINOR,26/08/2019,06/08/01
55.4974242490001,-20.8943761579999,74,3,Avenue kervéguen,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.4961316580001,-20.889287823,75,2,Rue kervéguen afpar,Chaudron,1détruite 1ras,CINOR,26/08/2019,06/08/01
55.4944707330001,-20.8952726589999,76,2,arrêt météo et maison quartier,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.4902862530001,-20.889432686,77,2,Boulevard du chaudron et arrêt étamat,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.498330723,-20.947500996,78,0,Ilet Quinquina,Bretagne,RAS,CINOR,26/08/2019,03/08/01
55.4860191760001,-20.888545086,79,1,Rue Gabriel Lahuppe arrêt de bus GL sens montant,Chaudron,Disparue,CINOR,26/08/2019,06/08/01
55.4866814820001,-20.897565737,80,0,Rue Rontonay grille plateau noir,Chaudron,Brulée,CINOR,26/08/2019,06/08/01
55.4870037100001,-20.896414845,81,0,Rue Rontonay grille plateau noir,Chaudron,RAS,CINOR,26/08/2019,06/08/01
55.479908799,-20.8910766669999,82,2,Eglise de St. Clotilde,St. Clotilde,RAS,CINOR,26/08/2019,16/08/01
55.4800981120001,-20.8913109599999,83,5,Eglise de St. Clotilde,St. Clotilde,Brulée,CINOR,26/08/2019,16/08/01
55.4798856570001,-20.891914216,84,1,Arrêt bus église de St. Clotilde,St. Clotilde,RAS,CINOR,26/08/2019,16/08/01
55.4793360950001,-20.892955754,85,1,Place de la Libertée entré de la Mairie,St. Clotilde,RAS,CINOR,26/08/2019,16/08/01
55.4790266910001,-20.893029514,86,1,Angle Pl. de la Libertée R. du B.Nèfles,St. Clotilde,HS,CINOR,26/08/2019,16/08/01
55.4789481450001,-20.893307314,87,1,Parc de jeux derrière Mairie,St. Clotilde,HS,CINOR,26/08/2019,16/08/01
55.4788003670001,-20.8921182,88,2,"Rue de la Cure, Ec. des Lilas",St. Clotilde,RAS,CINOR,26/08/2019,16/08/01
55.4818344940001,-20.8920487899999,89,1,"Avenue de  Lattre de Tassigny, pèrs du crédit agri",St. Clotilde,RAS,CINOR,26/08/2019,16/08/01
55.4817097380001,-20.8945224669999,90,1,Ch. Lory les Hauts,St. Clotilde,HS,CINOR,26/08/2019,16/08/01
55.480933921,-20.896640313,91,1,"Ch. Lory les Hauts, arrêt bus desTamarrins sens dé",St. Clotilde,St. Clotilde,CINOR,26/08/2019,16/08/01
