oid,code,libelle,surf_m2
127222,2310,Prairies,93624
127223,2310,Prairies,20090
127237,2310,Prairies,215663
127238,2310,Prairies,6626
127605,2310,Prairies,11372
127224,2310,Prairies,288300
127225,2310,Prairies,31239
127226,2310,Prairies,7673
127227,2310,Prairies,5416
127228,2310,Prairies,6018
127229,2310,Prairies,11837
127230,2310,Prairies,8217
127231,2310,Prairies,17136
127232,2310,Prairies,7594
127233,2310,Prairies,28958
127234,2310,Prairies,63819
127235,2310,Prairies,35699
127236,2310,Prairies,14253
127239,2310,Prairies,71055
127240,2310,Prairies,13182
127241,2310,Prairies,21742
127242,2310,Prairies,15573
127243,2310,Prairies,20677
127244,2310,Prairies,84278
127245,2310,Prairies,117553
127246,2310,Prairies,14663
127247,2310,Prairies,28344
127248,2310,Prairies,53297
127249,2310,Prairies,84538
127250,2310,Prairies,17202
127251,2310,Prairies,114710
127252,2310,Prairies,20954
127267,2310,Prairies,8130
127268,2310,Prairies,5160
127253,2310,Prairies,33664
127254,2310,Prairies,119350
127255,2310,Prairies,7680
127256,2310,Prairies,48577
127257,2310,Prairies,36919
127258,2310,Prairies,29696
127259,2310,Prairies,53881
127260,2310,Prairies,10410
127261,2310,Prairies,9269
127262,2310,Prairies,55349
127263,2310,Prairies,15653
127264,2310,Prairies,20451
127265,2310,Prairies,99242
127266,2310,Prairies,113096
127270,2310,Prairies,23874
127271,2310,Prairies,6235
127272,2310,Prairies,22887
127273,2310,Prairies,5049
127274,2310,Prairies,1186327
127275,2310,Prairies,15475
127276,2310,Prairies,40129
127277,2310,Prairies,91257
127278,2310,Prairies,51341
127279,2310,Prairies,86196
127280,2310,Prairies,17003
127281,2310,Prairies,6513
127282,2310,Prairies,11835
127283,2310,Prairies,10459
127284,2310,Prairies,10892
127285,2310,Prairies,55092
127286,2310,Prairies,8065
127287,2310,Prairies,8576
127288,2310,Prairies,9626
127289,2310,Prairies,222126
127290,2310,Prairies,7127
127291,2310,Prairies,5563
127292,2310,Prairies,11502
127293,2310,Prairies,7272
127294,2310,Prairies,9706
127295,2310,Prairies,6110
127296,2310,Prairies,16901
127297,2310,Prairies,85065
127298,2310,Prairies,20210
127299,2310,Prairies,69189
127300,2310,Prairies,28022
127301,2310,Prairies,80359
127302,2310,Prairies,20397
127303,2310,Prairies,159812
127304,2310,Prairies,55048
127306,2310,Prairies,85767
127307,2310,Prairies,141180
127308,2310,Prairies,7508
127309,2310,Prairies,20503
127310,2310,Prairies,8796
127311,2310,Prairies,14548
127312,2310,Prairies,20445
127313,2310,Prairies,20745
127314,2310,Prairies,40185
127315,2310,Prairies,25381
127606,2310,Prairies,8896
127316,2310,Prairies,14360
127317,2310,Prairies,8131
127318,2310,Prairies,7470
127319,2310,Prairies,18504
127320,2310,Prairies,22082
127321,2310,Prairies,6324
127322,2310,Prairies,6313
127323,2310,Prairies,7039
127324,2310,Prairies,39494
127325,2310,Prairies,6877
127326,2310,Prairies,5521
127327,2310,Prairies,118841
127328,2310,Prairies,16121
127329,2310,Prairies,10517
127344,2310,Prairies,56046
127345,2310,Prairies,42086
127416,2310,Prairies,24183
127330,2310,Prairies,843677
127331,2310,Prairies,91273
127332,2310,Prairies,39581
127333,2310,Prairies,10380
127334,2310,Prairies,17733
127335,2310,Prairies,13235
127336,2310,Prairies,12733
127337,2310,Prairies,5569
127338,2310,Prairies,15225
127339,2310,Prairies,56327
127340,2310,Prairies,31151
127341,2310,Prairies,7534
127342,2310,Prairies,6804
127343,2310,Prairies,61385
127383,2310,Prairies,39607
127346,2310,Prairies,52358
127347,2310,Prairies,14697
127348,2310,Prairies,71648
127349,2310,Prairies,29698
127350,2310,Prairies,19950
127351,2310,Prairies,5344
127352,2310,Prairies,7279
127353,2310,Prairies,30666
127354,2310,Prairies,28319
127355,2310,Prairies,33787
127356,2310,Prairies,9450
127357,2310,Prairies,9885
127358,2310,Prairies,6938
127359,2310,Prairies,30826
127360,2310,Prairies,6579
127361,2310,Prairies,14555
127362,2310,Prairies,11800
127363,2310,Prairies,9229
127364,2310,Prairies,10871
127384,2310,Prairies,5173
127365,2310,Prairies,371650
127366,2310,Prairies,15203
127367,2310,Prairies,5333
127368,2310,Prairies,5456
127369,2310,Prairies,36564
127370,2310,Prairies,6204
127371,2310,Prairies,14801
127372,2310,Prairies,8407
127373,2310,Prairies,41157
127374,2310,Prairies,41847
127375,2310,Prairies,19239
127376,2310,Prairies,29026
127377,2310,Prairies,8796
127378,2310,Prairies,57799
127379,2310,Prairies,37096
127380,2310,Prairies,20214
127381,2310,Prairies,11778
127382,2310,Prairies,44792
127386,2310,Prairies,88104
127387,2310,Prairies,6201
127388,2310,Prairies,11835
127389,2310,Prairies,113916
127390,2310,Prairies,48482
127391,2310,Prairies,14217
127392,2310,Prairies,5717
127393,2310,Prairies,161173
127394,2310,Prairies,27089
127395,2310,Prairies,56742
127396,2310,Prairies,15741
127397,2310,Prairies,8578
127398,2310,Prairies,12614
127399,2310,Prairies,43852
127417,2310,Prairies,16497
127563,2310,Prairies,46675
127400,2310,Prairies,224954
127401,2310,Prairies,7614
127402,2310,Prairies,27342
127403,2310,Prairies,29301
127404,2310,Prairies,5472
127405,2310,Prairies,35870
127406,2310,Prairies,49541
127407,2310,Prairies,6407
127408,2310,Prairies,8591
127409,2310,Prairies,32944
127410,2310,Prairies,22823
127411,2310,Prairies,16746
127412,2310,Prairies,20058
127413,2310,Prairies,77170
127414,2310,Prairies,35452
127415,2310,Prairies,10983
127720,2310,Prairies,41494
127418,2310,Prairies,28000
127419,2310,Prairies,5058
127420,2310,Prairies,20800
127421,2310,Prairies,10711
127422,2310,Prairies,27500
127423,2310,Prairies,6463
127424,2310,Prairies,18027
127425,2310,Prairies,25875
127426,2310,Prairies,6473
127427,2310,Prairies,18979
127428,2310,Prairies,21333
127429,2310,Prairies,23375
127430,2310,Prairies,173875
127431,2310,Prairies,58960
127432,2310,Prairies,70133
127433,2310,Prairies,21863
127457,2310,Prairies,10956
127458,2310,Prairies,5391
127737,2310,Prairies,8434
127434,2310,Prairies,492729
127435,2310,Prairies,5091
127436,2310,Prairies,11199
127437,2310,Prairies,17408
127438,2310,Prairies,7251
127439,2310,Prairies,12207
127440,2310,Prairies,20347
127441,2310,Prairies,181359
127442,2310,Prairies,32436
127443,2310,Prairies,128105
127444,2310,Prairies,15420
127445,2310,Prairies,43966
127446,2310,Prairies,12051
127447,2310,Prairies,7830
127448,2310,Prairies,29772
127449,2310,Prairies,11981
127450,2310,Prairies,13929
127451,2310,Prairies,20578
127452,2310,Prairies,33683
127453,2310,Prairies,32709
127454,2310,Prairies,47888
127455,2310,Prairies,119524
127456,2310,Prairies,6089
127459,2310,Prairies,16056
127460,2310,Prairies,83019
127461,2310,Prairies,8889
127462,2310,Prairies,6589
127463,2310,Prairies,59425
127464,2310,Prairies,106479
127465,2310,Prairies,24953
127466,2310,Prairies,71459
127472,2310,Prairies,11084
127473,2310,Prairies,20471
127474,2310,Prairies,89976
127476,2310,Prairies,22268
127477,2310,Prairies,14292
127467,2310,Prairies,856879
127468,2310,Prairies,17347
127469,2310,Prairies,12164
127470,2310,Prairies,25288
127471,2310,Prairies,219224
127478,2310,Prairies,83638
127479,2310,Prairies,11100
127480,2310,Prairies,67849
127481,2310,Prairies,411902
127482,2310,Prairies,29548
127483,2310,Prairies,14991
127484,2310,Prairies,20864
127485,2310,Prairies,24572
127486,2310,Prairies,20091
127487,2310,Prairies,42906
127488,2310,Prairies,34765
127519,2310,Prairies,21869
127520,2310,Prairies,5105
127489,2310,Prairies,55166
127490,2310,Prairies,11563
127491,2310,Prairies,19933
127492,2310,Prairies,18468
127493,2310,Prairies,12508
127494,2310,Prairies,84006
127495,2310,Prairies,6701
127496,2310,Prairies,6250
127497,2310,Prairies,8565
127498,2310,Prairies,85274
127499,2310,Prairies,7764
127500,2310,Prairies,48152
127501,2310,Prairies,16075
127502,2310,Prairies,42213
127503,2310,Prairies,40172
127504,2310,Prairies,28962
127521,2310,Prairies,24497
127505,2310,Prairies,127157
127506,2310,Prairies,8081
127507,2310,Prairies,6099
127508,2310,Prairies,5171
127509,2310,Prairies,12812
127510,2310,Prairies,15950
127511,2310,Prairies,26426
127512,2310,Prairies,9196
127513,2310,Prairies,26960
127514,2310,Prairies,5664
127515,2310,Prairies,13459
127516,2310,Prairies,45757
127517,2310,Prairies,98608
127518,2310,Prairies,9001
127814,2310,Prairies,5874
127522,2310,Prairies,239051
127523,2310,Prairies,6886
127524,2310,Prairies,26997
127525,2310,Prairies,5735
127526,2310,Prairies,12301
127527,2310,Prairies,98575
127528,2310,Prairies,12556
127529,2310,Prairies,18427
127530,2310,Prairies,5284
127531,2310,Prairies,25141
127532,2310,Prairies,80723
127533,2310,Prairies,40061
127534,2310,Prairies,26613
127535,2310,Prairies,15715
127536,2310,Prairies,20372
127537,2310,Prairies,45514
127538,2310,Prairies,10998
127539,2310,Prairies,72571
127540,2310,Prairies,136879
127541,2310,Prairies,391889
127542,2310,Prairies,20439
127543,2310,Prairies,5531
127544,2310,Prairies,5746
127545,2310,Prairies,26634
127546,2310,Prairies,2103
127547,2310,Prairies,11464
127815,2310,Prairies,5489
127548,2310,Prairies,183200
127549,2310,Prairies,6611
127550,2310,Prairies,23620
127551,2310,Prairies,5417
127552,2310,Prairies,5236
127553,2310,Prairies,5408
127554,2310,Prairies,10579
127555,2310,Prairies,31369
127556,2310,Prairies,10047
127557,2310,Prairies,12615
127558,2310,Prairies,54014
127559,2310,Prairies,49344
127560,2310,Prairies,5354
127561,2310,Prairies,5131
127562,2310,Prairies,180985
127604,2310,Prairies,29222
127564,2310,Prairies,1367596
127565,2310,Prairies,12932
127566,2310,Prairies,18116
127567,2310,Prairies,33446
127568,2310,Prairies,17106
127569,2310,Prairies,281252
127570,2310,Prairies,9322
127571,2310,Prairies,5596
127572,2310,Prairies,5239
127573,2310,Prairies,43948
127574,2310,Prairies,228370
127575,2310,Prairies,29225
127576,2310,Prairies,27650
127577,2310,Prairies,15590
127578,2310,Prairies,17591
127579,2310,Prairies,5282
127580,2310,Prairies,7643
127581,2310,Prairies,8467
127582,2310,Prairies,12964
127583,2310,Prairies,20500
127584,2310,Prairies,14308
127585,2310,Prairies,12881
127586,2310,Prairies,11724
127587,2310,Prairies,9884
127588,2310,Prairies,12180
127589,2310,Prairies,117233
127590,2310,Prairies,34718
127591,2310,Prairies,28772
127597,2310,Prairies,90186
127598,2310,Prairies,5028
127599,2310,Prairies,6862
127600,2310,Prairies,42794
127601,2310,Prairies,80213
127602,2310,Prairies,14265
127592,2310,Prairies,854815
127593,2310,Prairies,19828
127594,2310,Prairies,11360
127595,2310,Prairies,9773
127596,2310,Prairies,102876
127607,2310,Prairies,23204
127608,2310,Prairies,12537
127609,2310,Prairies,16986
127610,2310,Prairies,10843
127611,2310,Prairies,35258
127612,2310,Prairies,6191
127613,2310,Prairies,18182
127614,2310,Prairies,27414
127615,2310,Prairies,73307
127616,2310,Prairies,8731
127617,2310,Prairies,17215
127618,2310,Prairies,12465
127619,2310,Prairies,352852
127620,2310,Prairies,17234
127621,2310,Prairies,10942
127622,2310,Prairies,55930
127623,2310,Prairies,18413
127624,2310,Prairies,19562
127625,2310,Prairies,82996
127626,2310,Prairies,12579
127627,2310,Prairies,40255
127628,2310,Prairies,6567
127629,2310,Prairies,7260
127630,2310,Prairies,13574
127631,2310,Prairies,67985
127632,2310,Prairies,27908
127633,2310,Prairies,6519
127634,2310,Prairies,9365
127642,2310,Prairies,19681
127643,2310,Prairies,65230
127644,2310,Prairies,51310
127645,2310,Prairies,82756
127646,2310,Prairies,12042
127647,2310,Prairies,21482
127839,2310,Prairies,13483
127635,2310,Prairies,554189
127636,2310,Prairies,25813
127637,2310,Prairies,34614
127638,2310,Prairies,8588
127639,2310,Prairies,73813
127640,2310,Prairies,13009
127641,2310,Prairies,73069
127840,2310,Prairies,5096
127648,2310,Prairies,29907
127649,2310,Prairies,21209
127650,2310,Prairies,17402
127651,2310,Prairies,24051
127652,2310,Prairies,17758
127653,2310,Prairies,8464
127654,2310,Prairies,8359
127655,2310,Prairies,40721
127656,2310,Prairies,12286
127657,2310,Prairies,64542
127658,2310,Prairies,34674
127659,2310,Prairies,61764
127660,2310,Prairies,5737
127661,2310,Prairies,109491
127662,2310,Prairies,9916
129689,2310,Prairies,7102
127663,2310,Prairies,18744
127664,2310,Prairies,5765
127665,2310,Prairies,93898
127666,2310,Prairies,5037
127667,2310,Prairies,7636
127668,2310,Prairies,6877
127669,2310,Prairies,110694
127670,2310,Prairies,25083
127671,2310,Prairies,69815
127672,2310,Prairies,34335
127673,2310,Prairies,14930
127674,2310,Prairies,40400
127675,2310,Prairies,41510
127676,2310,Prairies,7881
127691,2310,Prairies,30699
127677,2310,Prairies,32511
127678,2310,Prairies,75647
127679,2310,Prairies,104574
127680,2310,Prairies,5112
127681,2310,Prairies,14925
127682,2310,Prairies,5127
127683,2310,Prairies,5276
127684,2310,Prairies,6441
127685,2310,Prairies,11199
127686,2310,Prairies,29323
127687,2310,Prairies,57500
127688,2310,Prairies,27527
127689,2310,Prairies,30092
127690,2310,Prairies,23482
127693,2310,Prairies,268062
127694,2310,Prairies,1107
127695,2310,Prairies,7345
127696,2310,Prairies,34942
127697,2310,Prairies,291287
127698,2310,Prairies,25645
127699,2310,Prairies,45812
127700,2310,Prairies,7029
127701,2310,Prairies,25534
127702,2310,Prairies,21667
127703,2310,Prairies,23271
127704,2310,Prairies,28090
127705,2310,Prairies,109851
127706,2310,Prairies,32864
127707,2310,Prairies,114672
127708,2310,Prairies,9918
127709,2310,Prairies,20622
127710,2310,Prairies,21470
127711,2310,Prairies,9029
127712,2310,Prairies,27257
127713,2310,Prairies,5010
127714,2310,Prairies,28944
127715,2310,Prairies,103788
127716,2310,Prairies,8317
127717,2310,Prairies,156623
127718,2310,Prairies,23167
127719,2310,Prairies,35802
127721,2310,Prairies,20180
127722,2310,Prairies,7239
127723,2310,Prairies,10438
127724,2310,Prairies,60687
127725,2310,Prairies,55986
127726,2310,Prairies,27518
127727,2310,Prairies,35694
127728,2310,Prairies,17497
127729,2310,Prairies,19994
127730,2310,Prairies,13499
127731,2310,Prairies,11613
127732,2310,Prairies,37059
127733,2310,Prairies,5270
127734,2310,Prairies,22808
127735,2310,Prairies,16146
127736,2310,Prairies,207759
127738,2310,Prairies,43750
127739,2310,Prairies,10980
127740,2310,Prairies,18859
127741,2310,Prairies,39307
127742,2310,Prairies,42886
127743,2310,Prairies,5502
127744,2310,Prairies,9085
127745,2310,Prairies,1033658
127746,2310,Prairies,75941
127747,2310,Prairies,57625
127748,2310,Prairies,75850
127749,2310,Prairies,58486
127750,2310,Prairies,7320
127751,2310,Prairies,68870
127752,2310,Prairies,241421
127753,2310,Prairies,114616
127754,2310,Prairies,80351
127755,2310,Prairies,23313
127756,2310,Prairies,70559
127757,2310,Prairies,14751
127758,2310,Prairies,223864
127759,2310,Prairies,20111
127760,2310,Prairies,11374
127761,2310,Prairies,99996
127762,2310,Prairies,15312
127763,2310,Prairies,99889
127764,2310,Prairies,6525
127765,2310,Prairies,33639
127766,2310,Prairies,15642
127767,2310,Prairies,207267
127768,2310,Prairies,104581
127769,2310,Prairies,5233
127770,2310,Prairies,7387
127771,2310,Prairies,19476
127773,2310,Prairies,91125
127774,2310,Prairies,33308
127775,2310,Prairies,20191
127776,2310,Prairies,28751
127777,2310,Prairies,10950
127778,2310,Prairies,6519
127779,2310,Prairies,23715
127780,2310,Prairies,57711
127781,2310,Prairies,6694
127782,2310,Prairies,36475
127783,2310,Prairies,182867
127784,2310,Prairies,54458
127785,2310,Prairies,24017
127786,2310,Prairies,20831
127787,2310,Prairies,5687
127788,2310,Prairies,58992
127789,2310,Prairies,63125
127790,2310,Prairies,13033
127791,2310,Prairies,82358
127792,2310,Prairies,44944
127793,2310,Prairies,7694
127794,2310,Prairies,5836
127795,2310,Prairies,134056
127837,2310,Prairies,24047
127796,2310,Prairies,120465
127797,2310,Prairies,8677
127798,2310,Prairies,202585
127799,2310,Prairies,59810
127800,2310,Prairies,5352
127801,2310,Prairies,6408
127802,2310,Prairies,26543
127803,2310,Prairies,68067
127804,2310,Prairies,16410
127805,2310,Prairies,117289
127816,2310,Prairies,22637
127817,2310,Prairies,5913
127806,2310,Prairies,293274
127807,2310,Prairies,56908
127808,2310,Prairies,15166
127809,2310,Prairies,139701
127810,2310,Prairies,43305
127811,2310,Prairies,6682
127812,2310,Prairies,119022
127813,2310,Prairies,37891
127819,2310,Prairies,109632
127820,2310,Prairies,9053
127821,2310,Prairies,24824
127822,2310,Prairies,5200
127823,2310,Prairies,58797
127824,2310,Prairies,8844
127825,2310,Prairies,88639
127826,2310,Prairies,19770
127827,2310,Prairies,15211
127828,2310,Prairies,8137
127829,2310,Prairies,15293
127830,2310,Prairies,22442
127831,2310,Prairies,45290
127832,2310,Prairies,113288
127833,2310,Prairies,16887
127834,2310,Prairies,43056
127835,2310,Prairies,11514
127836,2310,Prairies,11186
127841,2310,Prairies,62680
127842,2310,Prairies,30312
127843,2310,Prairies,673477
127844,2310,Prairies,24201
127845,2310,Prairies,21888
127846,2310,Prairies,8968
127847,2310,Prairies,13043
127848,2310,Prairies,10291
127849,2310,Prairies,15728
127850,2310,Prairies,32408
127851,2310,Prairies,24770
127852,2310,Prairies,17345
127853,2310,Prairies,82333
127854,2310,Prairies,10161
127855,2310,Prairies,108808
127856,2310,Prairies,272158
127857,2310,Prairies,301879
127858,2310,Prairies,41598
127859,2310,Prairies,30192
127860,2310,Prairies,9709
127861,2310,Prairies,40330
127862,2310,Prairies,20568
127863,2310,Prairies,22362
127864,2310,Prairies,21805
127865,2310,Prairies,72945
127866,2310,Prairies,28422
127867,2310,Prairies,63448
127868,2310,Prairies,43203
127869,2310,Prairies,18828
127870,2310,Prairies,222017
127871,2310,Prairies,10887
127872,2310,Prairies,27463
127873,2310,Prairies,131816
127874,2310,Prairies,7037
127875,2310,Prairies,7784
127876,2310,Prairies,174081
127877,2310,Prairies,9073
127878,2310,Prairies,6312
127879,2310,Prairies,13825
127880,2310,Prairies,39533
127881,2310,Prairies,276070
127882,2310,Prairies,8971
127913,2310,Prairies,8021
127883,2310,Prairies,12525
127884,2310,Prairies,5630
127885,2310,Prairies,9744
127886,2310,Prairies,783493
127887,2310,Prairies,14645
127888,2310,Prairies,25014
127889,2310,Prairies,42634
127890,2310,Prairies,9306
127891,2310,Prairies,92157
127892,2310,Prairies,66432
127893,2310,Prairies,94007
127894,2310,Prairies,49045
127895,2310,Prairies,11319
127896,2310,Prairies,42208
127897,2310,Prairies,12566
127898,2310,Prairies,46302
127899,2310,Prairies,9563
127900,2310,Prairies,57369
127901,2310,Prairies,5500
127910,2310,Prairies,147110
127911,2310,Prairies,11544
127956,2310,Prairies,15590
127902,2310,Prairies,878674
127903,2310,Prairies,8770
127904,2310,Prairies,10005
127905,2310,Prairies,84857
127906,2310,Prairies,77347
127907,2310,Prairies,57116
127908,2310,Prairies,5449
127909,2310,Prairies,24770
127912,2310,Prairies,44122
127914,2310,Prairies,125380
127915,2310,Prairies,5352
127916,2310,Prairies,9436
127917,2310,Prairies,60769
127918,2310,Prairies,86316
127919,2310,Prairies,192389
127920,2310,Prairies,13385
127921,2310,Prairies,10440
127922,2310,Prairies,78068
127923,2310,Prairies,38083
127924,2310,Prairies,32877
127925,2310,Prairies,26509
127926,2310,Prairies,49955
127927,2310,Prairies,7408
127928,2310,Prairies,15353
127929,2310,Prairies,75005
127930,2310,Prairies,5934
127931,2310,Prairies,6777
127932,2310,Prairies,37037
127933,2310,Prairies,11741
127934,2310,Prairies,87261
127935,2310,Prairies,49619
127936,2310,Prairies,6555
127937,2310,Prairies,11349
127938,2310,Prairies,6727
127939,2310,Prairies,22802
127940,2310,Prairies,21774
127941,2310,Prairies,35877
127942,2310,Prairies,43353
127982,2310,Prairies,9495
127943,2310,Prairies,36613
127944,2310,Prairies,5245
127945,2310,Prairies,5036
127946,2310,Prairies,68370
127947,2310,Prairies,5370
127948,2310,Prairies,5220
127949,2310,Prairies,29742
127950,2310,Prairies,8597
127951,2310,Prairies,35509
127952,2310,Prairies,319694
127953,2310,Prairies,169662
127954,2310,Prairies,5190
127955,2310,Prairies,14050
127957,2310,Prairies,38706
127958,2310,Prairies,5458
127959,2310,Prairies,94859
127960,2310,Prairies,31480
127961,2310,Prairies,10058
127962,2310,Prairies,14473
127963,2310,Prairies,13153
127964,2310,Prairies,70741
127965,2310,Prairies,12460
127966,2310,Prairies,80248
127983,2310,Prairies,25593
127984,2310,Prairies,8233
127985,2310,Prairies,22959
127986,2310,Prairies,10456
127967,2310,Prairies,514242
127968,2310,Prairies,15768
127969,2310,Prairies,37963
127987,2310,Prairies,5597
127988,2310,Prairies,77478
127989,2310,Prairies,5523
127990,2310,Prairies,30015
127991,2310,Prairies,22480
127992,2310,Prairies,6999
127993,2310,Prairies,26431
127994,2310,Prairies,17094
127999,2310,Prairies,14618
127970,2310,Prairies,519837
127971,2310,Prairies,82276
127972,2310,Prairies,98106
127995,2310,Prairies,21670
127996,2310,Prairies,13463
127997,2310,Prairies,7709
127998,2310,Prairies,13683
127973,2310,Prairies,700537
127974,2310,Prairies,104010
127975,2310,Prairies,7565
127976,2310,Prairies,10468
127977,2310,Prairies,20223
127978,2310,Prairies,94806
127979,2310,Prairies,121233
127980,2310,Prairies,60427
127981,2310,Prairies,18822
128000,2310,Prairies,23418
128001,2310,Prairies,41237
128002,2310,Prairies,18048
128003,2310,Prairies,7815
128004,2310,Prairies,583372
128005,2310,Prairies,5110
128006,2310,Prairies,5546
128007,2310,Prairies,9614
128008,2310,Prairies,7999
128009,2310,Prairies,66497
128010,2310,Prairies,5784
128011,2310,Prairies,50573
128013,2310,Prairies,15733
128014,2310,Prairies,57448
128015,2310,Prairies,11802
128016,2310,Prairies,6563
128017,2310,Prairies,6199
128018,2310,Prairies,91584
128019,2310,Prairies,5848
128020,2310,Prairies,62629
128021,2310,Prairies,12003
128022,2310,Prairies,58134
128023,2310,Prairies,9811
128024,2310,Prairies,88377
128025,2310,Prairies,5555
128026,2310,Prairies,77757
128027,2310,Prairies,10779
128028,2310,Prairies,6007
128033,2310,Prairies,23884
128034,2310,Prairies,7452
128029,2310,Prairies,713957
128030,2310,Prairies,23711
128031,2310,Prairies,8584
128032,2310,Prairies,143354
128035,2310,Prairies,16247
128036,2310,Prairies,7925
128037,2310,Prairies,74434
128038,2310,Prairies,11847
128039,2310,Prairies,15138
128040,2310,Prairies,9591
128041,2310,Prairies,22782
128042,2310,Prairies,13722
128043,2310,Prairies,52008
128044,2310,Prairies,5467
128045,2310,Prairies,5267
128046,2310,Prairies,48147
128047,2310,Prairies,4271
128048,2310,Prairies,7916
128049,2310,Prairies,66647
128050,2310,Prairies,5063
128051,2310,Prairies,8669
128052,2310,Prairies,26686
128053,2310,Prairies,10049
128054,2310,Prairies,6978
128055,2310,Prairies,73801
128056,2310,Prairies,161068
128057,2310,Prairies,23582
128058,2310,Prairies,32089
128059,2310,Prairies,47115
128060,2310,Prairies,10567
128061,2310,Prairies,21308
128062,2310,Prairies,429074
128063,2310,Prairies,6294
128064,2310,Prairies,11924
128065,2310,Prairies,41985
128066,2310,Prairies,24149
128067,2310,Prairies,16238
128068,2310,Prairies,91745
128069,2310,Prairies,108926
128070,2310,Prairies,27603
128071,2310,Prairies,18256
128072,2310,Prairies,25807
128073,2310,Prairies,14665
128074,2310,Prairies,8542
128075,2310,Prairies,26224
128087,2310,Prairies,13694
128114,2310,Prairies,10600
128115,2310,Prairies,7700
128116,2310,Prairies,8683
128076,2310,Prairies,344850
128077,2310,Prairies,5740
128078,2310,Prairies,96128
128079,2310,Prairies,88024
128080,2310,Prairies,5557
128081,2310,Prairies,293188
128082,2310,Prairies,11984
128083,2310,Prairies,15144
128084,2310,Prairies,5706
128085,2310,Prairies,7101
128086,2310,Prairies,6118
128097,2310,Prairies,8578
128088,2310,Prairies,90371
128089,2310,Prairies,15137
128090,2310,Prairies,17284
128091,2310,Prairies,69024
128092,2310,Prairies,77793
128093,2310,Prairies,12603
128094,2310,Prairies,15059
128095,2310,Prairies,31845
128096,2310,Prairies,614807
128098,2310,Prairies,73376
128099,2310,Prairies,8574
128100,2310,Prairies,93730
128101,2310,Prairies,47390
128102,2310,Prairies,52097
128103,2310,Prairies,18881
128104,2310,Prairies,28541
128105,2310,Prairies,41280
128106,2310,Prairies,43440
128107,2310,Prairies,10297
128108,2310,Prairies,168578
128109,2310,Prairies,33777
128110,2310,Prairies,8280
128111,2310,Prairies,18073
128117,2310,Prairies,18527
128118,2310,Prairies,12079
128119,2310,Prairies,14835
128120,2310,Prairies,36230
128121,2310,Prairies,5061
128122,2310,Prairies,602285
128123,2310,Prairies,43522
128124,2310,Prairies,32800
128125,2310,Prairies,10268
128126,2310,Prairies,31904
128127,2310,Prairies,44692
128128,2310,Prairies,30999
128129,2310,Prairies,12666
128275,2310,Prairies,12295
128130,2310,Prairies,14428
128131,2310,Prairies,24001
128132,2310,Prairies,16096
128133,2310,Prairies,12785
128134,2310,Prairies,8077
128135,2310,Prairies,12679
128136,2310,Prairies,42928
128137,2310,Prairies,295490
128138,2310,Prairies,414708
128139,2310,Prairies,19918
128140,2310,Prairies,26448
128141,2310,Prairies,23889
128142,2310,Prairies,20685
128143,2310,Prairies,28214
128144,2310,Prairies,9933
128145,2310,Prairies,149124
128146,2310,Prairies,93138
128147,2310,Prairies,21394
128148,2310,Prairies,9352
128149,2310,Prairies,16421
128150,2310,Prairies,27695
128151,2310,Prairies,191777
128152,2310,Prairies,12360
128170,2310,Prairies,99229
128153,2310,Prairies,50939
128154,2310,Prairies,79935
128155,2310,Prairies,9632
128156,2310,Prairies,27490
128157,2310,Prairies,8417
128158,2310,Prairies,23353
128159,2310,Prairies,9989
128160,2310,Prairies,60639
128161,2310,Prairies,19315
128162,2310,Prairies,178747
128163,2310,Prairies,9159089
128164,2310,Prairies,15876
128165,2310,Prairies,8910
128166,2310,Prairies,7328
128167,2310,Prairies,12287
128168,2310,Prairies,18083
128169,2310,Prairies,12754
129760,2310,Prairies,6581
128171,2310,Prairies,48697
128172,2310,Prairies,10402
128173,2310,Prairies,21765
128174,2310,Prairies,10170
128175,2310,Prairies,6594
128176,2310,Prairies,6481
128177,2310,Prairies,20955
128178,2310,Prairies,33866
128179,2310,Prairies,13964
128180,2310,Prairies,46725
128181,2310,Prairies,17355
128182,2310,Prairies,19530
128183,2310,Prairies,48000
128184,2310,Prairies,198773
128185,2310,Prairies,6986
128186,2310,Prairies,40248
128187,2310,Prairies,40225
128188,2310,Prairies,14650
128189,2310,Prairies,20120
128190,2310,Prairies,473039
128191,2310,Prairies,101800
128192,2310,Prairies,58960
128193,2310,Prairies,19504
128194,2310,Prairies,11886
128195,2310,Prairies,7548
128212,2310,Prairies,100401
128196,2310,Prairies,180047
128197,2310,Prairies,10481
128198,2310,Prairies,15205
128199,2310,Prairies,12572
128200,2310,Prairies,26195
128201,2310,Prairies,82936
128202,2310,Prairies,33167
128203,2310,Prairies,31501
128204,2310,Prairies,24821
128205,2310,Prairies,20381
128206,2310,Prairies,9847
128207,2310,Prairies,28126
128208,2310,Prairies,7630
128209,2310,Prairies,20386
128210,2310,Prairies,44160
128211,2310,Prairies,29500
128312,2310,Prairies,8354
128213,2310,Prairies,24291
128214,2310,Prairies,6865
128215,2310,Prairies,7575
128216,2310,Prairies,9608
128217,2310,Prairies,22669
128218,2310,Prairies,796830
128219,2310,Prairies,33485
128220,2310,Prairies,7092
128247,2310,Prairies,8233
128248,2310,Prairies,54668
128446,2310,Prairies,30632
128221,2310,Prairies,129702
128222,2310,Prairies,32023
128223,2310,Prairies,8067
128224,2310,Prairies,113944
