oid,code,libelle,surf_m2
102219,2111,Terres arables,6356
102224,2111,Terres arables,415415
102225,2111,Terres arables,599115
102226,2111,Terres arables,14916
102227,2111,Terres arables,47234
102228,2111,Terres arables,362681
102229,2111,Terres arables,52195
102230,2111,Terres arables,102377
102231,2111,Terres arables,125881
102232,2111,Terres arables,32178
102233,2111,Terres arables,162279
102234,2111,Terres arables,56141
102235,2111,Terres arables,65606
102236,2111,Terres arables,126180
102237,2111,Terres arables,24360
102238,2111,Terres arables,34041
102239,2111,Terres arables,15778
102240,2111,Terres arables,216374
102241,2111,Terres arables,84729
102242,2111,Terres arables,595463
102243,2111,Terres arables,31089
102244,2111,Terres arables,17839
102245,2111,Terres arables,263611
102246,2111,Terres arables,65207
102247,2111,Terres arables,22945
102248,2111,Terres arables,19480
102249,2111,Terres arables,7530373
102250,2111,Terres arables,7649
102251,2111,Terres arables,7322
102252,2111,Terres arables,116340
102253,2111,Terres arables,122881
102254,2111,Terres arables,775965
102255,2111,Terres arables,50792
102256,2111,Terres arables,255342
102267,2111,Terres arables,375664
102257,2111,Terres arables,499232
102258,2111,Terres arables,77962
102259,2111,Terres arables,69600
102260,2111,Terres arables,49878
102261,2111,Terres arables,30991
102262,2111,Terres arables,48202
102263,2111,Terres arables,86113
102264,2111,Terres arables,173530
102265,2111,Terres arables,6461
102266,2111,Terres arables,322851
102331,2111,Terres arables,33151
102268,2111,Terres arables,207063
102269,2111,Terres arables,105841
102270,2111,Terres arables,35528
102271,2111,Terres arables,126275
102272,2111,Terres arables,193105
102273,2111,Terres arables,19603
102274,2111,Terres arables,30832
102275,2111,Terres arables,66632
102276,2111,Terres arables,6607
102277,2111,Terres arables,18216
102278,2111,Terres arables,2240
102279,2111,Terres arables,12235
102280,2111,Terres arables,6690
102281,2111,Terres arables,22049
102282,2111,Terres arables,253261
102283,2111,Terres arables,24851
102284,2111,Terres arables,25808
102285,2111,Terres arables,12790
102286,2111,Terres arables,2070
102287,2111,Terres arables,11701388
102288,2111,Terres arables,40332
102289,2111,Terres arables,16973
102290,2111,Terres arables,69228
102291,2111,Terres arables,243593
102292,2111,Terres arables,80993
102293,2111,Terres arables,28031
102294,2111,Terres arables,8138
102295,2111,Terres arables,31092
102296,2111,Terres arables,203587
102297,2111,Terres arables,9659
102298,2111,Terres arables,5133
102299,2111,Terres arables,26619
102300,2111,Terres arables,29521
102301,2111,Terres arables,67859
102340,2111,Terres arables,24027
102341,2111,Terres arables,8787
102302,2111,Terres arables,245579
102303,2111,Terres arables,40424
102304,2111,Terres arables,21223
102305,2111,Terres arables,13478
102306,2111,Terres arables,17452
102307,2111,Terres arables,20465
102308,2111,Terres arables,178557
102309,2111,Terres arables,10669
102310,2111,Terres arables,461473
102311,2111,Terres arables,181282
102312,2111,Terres arables,23548
102313,2111,Terres arables,57518
102314,2111,Terres arables,13160
102315,2111,Terres arables,37069
102342,2111,Terres arables,12739
119008,2310,Prairies,15560
102316,2111,Terres arables,174847
102317,2111,Terres arables,149279
102318,2111,Terres arables,22180
102319,2111,Terres arables,8090
102320,2111,Terres arables,63114
102321,2111,Terres arables,121773
102322,2111,Terres arables,26026
102323,2111,Terres arables,13881
102324,2111,Terres arables,10282
102325,2111,Terres arables,17444
102326,2111,Terres arables,10081
102327,2111,Terres arables,282198
102328,2111,Terres arables,12602
102329,2111,Terres arables,196680
102330,2111,Terres arables,53446
102376,2111,Terres arables,29943
102332,2111,Terres arables,72268
102333,2111,Terres arables,8536
102334,2111,Terres arables,1496269
102335,2111,Terres arables,58278
102336,2111,Terres arables,452620
102337,2111,Terres arables,17337
102338,2111,Terres arables,47415
102339,2111,Terres arables,4804
102343,2111,Terres arables,14367
102344,2111,Terres arables,13832
102345,2111,Terres arables,72628
102346,2111,Terres arables,142780
102347,2111,Terres arables,62600
102348,2111,Terres arables,55516
102349,2111,Terres arables,105510
102350,2111,Terres arables,52346
102351,2111,Terres arables,52824
102352,2111,Terres arables,67383
102353,2111,Terres arables,429101
102354,2111,Terres arables,8360
102355,2111,Terres arables,75464
102356,2111,Terres arables,80617
102377,2111,Terres arables,31885
102357,2111,Terres arables,47647
102358,2111,Terres arables,107713
102359,2111,Terres arables,22210
102360,2111,Terres arables,24425
102361,2111,Terres arables,194746
102362,2111,Terres arables,19282
102363,2111,Terres arables,28944
102364,2111,Terres arables,35531
102365,2111,Terres arables,17563
102366,2111,Terres arables,41430
102367,2111,Terres arables,681502
102368,2111,Terres arables,21295
102369,2111,Terres arables,25726
102370,2111,Terres arables,5981
102371,2111,Terres arables,157333
102372,2111,Terres arables,39704
102373,2111,Terres arables,49700
102374,2111,Terres arables,1854033
102375,2111,Terres arables,1517079
102380,2111,Terres arables,43743
102381,2111,Terres arables,109716
102382,2111,Terres arables,70733
102383,2111,Terres arables,102533
102384,2111,Terres arables,43310
102385,2111,Terres arables,56935
102386,2111,Terres arables,32465
102387,2111,Terres arables,25631
102388,2111,Terres arables,165768
102389,2111,Terres arables,331153
102390,2111,Terres arables,47221
102391,2111,Terres arables,46081
102392,2111,Terres arables,6904
102393,2111,Terres arables,39994
102394,2111,Terres arables,565692
102395,2111,Terres arables,10867
102396,2111,Terres arables,156078
102397,2111,Terres arables,548387
102398,2111,Terres arables,26004
102399,2111,Terres arables,41075
102400,2111,Terres arables,5379
102401,2111,Terres arables,51851
102402,2111,Terres arables,70586
102421,2111,Terres arables,12647
102403,2111,Terres arables,1165606
102404,2111,Terres arables,7102
102405,2111,Terres arables,115810
102406,2111,Terres arables,31844
102407,2111,Terres arables,246980
102408,2111,Terres arables,49496
102409,2111,Terres arables,434682
102419,2111,Terres arables,445356
102439,2111,Terres arables,11487
102410,2111,Terres arables,271058
102411,2111,Terres arables,15324
102412,2111,Terres arables,160378
102413,2111,Terres arables,25178
102414,2111,Terres arables,338990
102415,2111,Terres arables,18858
102416,2111,Terres arables,220764
102417,2111,Terres arables,9195
102418,2111,Terres arables,8539
102420,2111,Terres arables,86075
102422,2111,Terres arables,33084
102423,2111,Terres arables,51938
102424,2111,Terres arables,24765
102425,2111,Terres arables,9107
102426,2111,Terres arables,39269
102427,2111,Terres arables,7493
102428,2111,Terres arables,17482
102429,2111,Terres arables,8198
102430,2111,Terres arables,42929
102431,2111,Terres arables,111173
102432,2111,Terres arables,18119
102433,2111,Terres arables,42981
102434,2111,Terres arables,175697
102435,2111,Terres arables,14475
102436,2111,Terres arables,301050
102437,2111,Terres arables,9829
102438,2111,Terres arables,19151
102440,2111,Terres arables,131860
102441,2111,Terres arables,17399
102442,2111,Terres arables,6934
102443,2111,Terres arables,18129
102444,2111,Terres arables,100451
102445,2111,Terres arables,13429
102446,2111,Terres arables,20472
102447,2111,Terres arables,67400
102448,2111,Terres arables,5139
102449,2111,Terres arables,29724
102450,2111,Terres arables,9765
102451,2111,Terres arables,351673
102452,2111,Terres arables,31606
102453,2111,Terres arables,7248
102512,2111,Terres arables,9912
102454,2111,Terres arables,93684
102455,2111,Terres arables,26730
102456,2111,Terres arables,19153
102457,2111,Terres arables,21626
102458,2111,Terres arables,18129
102459,2111,Terres arables,19260
102460,2111,Terres arables,23161
102461,2111,Terres arables,13031
102462,2111,Terres arables,80150
102463,2111,Terres arables,4941
102464,2111,Terres arables,18586
102465,2111,Terres arables,40715
102466,2111,Terres arables,18184
102467,2111,Terres arables,171307
102468,2111,Terres arables,34529
102469,2111,Terres arables,201912
102470,2111,Terres arables,26442
102471,2111,Terres arables,29733
102472,2111,Terres arables,7341
102473,2111,Terres arables,262064
102474,2111,Terres arables,6099
102475,2111,Terres arables,144246
102476,2111,Terres arables,44144
102477,2111,Terres arables,89381
102478,2111,Terres arables,326894
102479,2111,Terres arables,60588
102480,2111,Terres arables,46826
102481,2111,Terres arables,60389
102482,2111,Terres arables,45226
102483,2111,Terres arables,11600
102484,2111,Terres arables,65190
102971,2111,Terres arables,9908
102485,2111,Terres arables,46831
102486,2111,Terres arables,80528
102487,2111,Terres arables,5668
102488,2111,Terres arables,15582
102489,2111,Terres arables,12798
102490,2111,Terres arables,39709
102491,2111,Terres arables,98278
102492,2111,Terres arables,47407
102493,2111,Terres arables,109040
102494,2111,Terres arables,24476
102495,2111,Terres arables,398689
102496,2111,Terres arables,17641
102497,2111,Terres arables,39527
102513,2111,Terres arables,436585
102499,2111,Terres arables,191552
102500,2111,Terres arables,22973
102501,2111,Terres arables,57888
102502,2111,Terres arables,26580490
102503,2111,Terres arables,48893
102504,2111,Terres arables,5734
102505,2111,Terres arables,54165
102506,2111,Terres arables,12002
102507,2111,Terres arables,318169
102508,2111,Terres arables,36619
102509,2111,Terres arables,14508
102510,2111,Terres arables,26213
102511,2111,Terres arables,44021
102537,2111,Terres arables,10655
102514,2111,Terres arables,1942412
102515,2111,Terres arables,31198
102516,2111,Terres arables,7473
102517,2111,Terres arables,43472
102518,2111,Terres arables,8720
102519,2111,Terres arables,15674
102520,2111,Terres arables,52581
102521,2111,Terres arables,17047
102522,2111,Terres arables,23991
102523,2111,Terres arables,15146
102524,2111,Terres arables,563583
102538,2111,Terres arables,6580
102525,2111,Terres arables,20503
102526,2111,Terres arables,162345
102527,2111,Terres arables,148631
102528,2111,Terres arables,11281
102529,2111,Terres arables,51452
102530,2111,Terres arables,29623
102531,2111,Terres arables,92579
102532,2111,Terres arables,35243
102533,2111,Terres arables,59934
102534,2111,Terres arables,706963
102535,2111,Terres arables,7173
102536,2111,Terres arables,42287
102539,2111,Terres arables,136793
102540,2111,Terres arables,29023317
102541,2111,Terres arables,106245
102542,2111,Terres arables,44171
102543,2111,Terres arables,7640
102544,2111,Terres arables,70705
102545,2111,Terres arables,15462
102546,2111,Terres arables,86014
102547,2111,Terres arables,9664
102548,2111,Terres arables,59075
102549,2111,Terres arables,11333
102550,2111,Terres arables,8303
102551,2111,Terres arables,34028
102552,2111,Terres arables,38300
102553,2111,Terres arables,15660
102554,2111,Terres arables,16801
102555,2111,Terres arables,2
102556,2111,Terres arables,18892
102557,2111,Terres arables,16310
102558,2111,Terres arables,44428
102577,2111,Terres arables,3932
102622,2111,Terres arables,27209
102559,2111,Terres arables,246327
102560,2111,Terres arables,12725
102561,2111,Terres arables,46333
102562,2111,Terres arables,20539
102563,2111,Terres arables,114916
102564,2111,Terres arables,25804
102565,2111,Terres arables,6577
102566,2111,Terres arables,26012
102567,2111,Terres arables,24964
102568,2111,Terres arables,17701
102569,2111,Terres arables,13859
102570,2111,Terres arables,152336
102571,2111,Terres arables,15105
102572,2111,Terres arables,10637
102573,2111,Terres arables,8099
102574,2111,Terres arables,111104
102575,2111,Terres arables,24385
102576,2111,Terres arables,33372
102578,2111,Terres arables,361754
102579,2111,Terres arables,203770
102580,2111,Terres arables,15918
102581,2111,Terres arables,12551
102582,2111,Terres arables,93000
102583,2111,Terres arables,12601
102584,2111,Terres arables,10372
102585,2111,Terres arables,14706
102586,2111,Terres arables,51527
102587,2111,Terres arables,71858
102588,2111,Terres arables,198069
102589,2111,Terres arables,12755
102590,2111,Terres arables,31530
102591,2111,Terres arables,53640
102592,2111,Terres arables,11577
102593,2111,Terres arables,37531
102594,2111,Terres arables,11481
102595,2111,Terres arables,65776
102596,2111,Terres arables,2570867
102597,2111,Terres arables,45255
102598,2111,Terres arables,7542
102599,2111,Terres arables,13221
102600,2111,Terres arables,1276
102623,2111,Terres arables,11267
102601,2111,Terres arables,25810
102602,2111,Terres arables,8618
102603,2111,Terres arables,207395
102604,2111,Terres arables,18438
102605,2111,Terres arables,47583
102606,2111,Terres arables,52661
102607,2111,Terres arables,44643
102608,2111,Terres arables,95487
102609,2111,Terres arables,26030
102610,2111,Terres arables,15728
102611,2111,Terres arables,71153
102612,2111,Terres arables,142989
102613,2111,Terres arables,429918
102614,2111,Terres arables,8986
102615,2111,Terres arables,6131
102616,2111,Terres arables,126447
102617,2111,Terres arables,3046
102618,2111,Terres arables,21576
102619,2111,Terres arables,920674
102620,2111,Terres arables,6560
102621,2111,Terres arables,572646
102625,2111,Terres arables,31565
102626,2111,Terres arables,10249
102627,2111,Terres arables,76394
102628,2111,Terres arables,10244
102629,2111,Terres arables,95268
102630,2111,Terres arables,59651
102631,2111,Terres arables,15823
102632,2111,Terres arables,17494
102633,2111,Terres arables,8161
102634,2111,Terres arables,2342
102635,2111,Terres arables,22338
102636,2111,Terres arables,237807
102637,2111,Terres arables,18942
102638,2111,Terres arables,124292
102639,2111,Terres arables,24717
102640,2111,Terres arables,65304
102641,2111,Terres arables,19740
102642,2111,Terres arables,50655
102643,2111,Terres arables,452825
102644,2111,Terres arables,17708
102645,2111,Terres arables,19776
102646,2111,Terres arables,54118
102647,2111,Terres arables,19721
102648,2111,Terres arables,13923
102649,2111,Terres arables,13686
102650,2111,Terres arables,27856
102651,2111,Terres arables,79084
102652,2111,Terres arables,24768
102653,2111,Terres arables,7058
102654,2111,Terres arables,20271
102655,2111,Terres arables,28229
102687,2111,Terres arables,28083
102656,2111,Terres arables,1469993
102657,2111,Terres arables,132883
102658,2111,Terres arables,21046
102659,2111,Terres arables,8509
102660,2111,Terres arables,94838
102661,2111,Terres arables,36168
102662,2111,Terres arables,14839
102668,2111,Terres arables,349881
102669,2111,Terres arables,43897
102670,2111,Terres arables,21216
102671,2111,Terres arables,14384
102663,2111,Terres arables,529223
102664,2111,Terres arables,4869
102665,2111,Terres arables,870972
102666,2111,Terres arables,56353
102667,2111,Terres arables,32653
102672,2111,Terres arables,20088
102688,2111,Terres arables,18066
104911,2111,Terres arables,4037
102673,2111,Terres arables,64331
102674,2111,Terres arables,24317
102675,2111,Terres arables,24040
102676,2111,Terres arables,179469
102677,2111,Terres arables,64492
102678,2111,Terres arables,67545
102679,2111,Terres arables,315660
102680,2111,Terres arables,21024
102681,2111,Terres arables,22970
102682,2111,Terres arables,9439
102683,2111,Terres arables,30564
102684,2111,Terres arables,58907
102685,2111,Terres arables,118045
102686,2111,Terres arables,214532
102737,2111,Terres arables,18417
102690,2111,Terres arables,37525
102691,2111,Terres arables,18092
102692,2111,Terres arables,63010
102693,2111,Terres arables,10508
102694,2111,Terres arables,36752
102695,2111,Terres arables,12459
102696,2111,Terres arables,13494
102697,2111,Terres arables,30616
102698,2111,Terres arables,23540
102699,2111,Terres arables,60974
102700,2111,Terres arables,10552
102701,2111,Terres arables,10644
102702,2111,Terres arables,119394
102703,2111,Terres arables,195099
102704,2111,Terres arables,248823
102705,2111,Terres arables,5254
102706,2111,Terres arables,68545
102707,2111,Terres arables,16072
102708,2111,Terres arables,14330
102709,2111,Terres arables,28975
102710,2111,Terres arables,54940
102711,2111,Terres arables,37739
102712,2111,Terres arables,3391
102713,2111,Terres arables,85793
102714,2111,Terres arables,33917
102715,2111,Terres arables,62527
102716,2111,Terres arables,395298
102717,2111,Terres arables,8779
102718,2111,Terres arables,758743
102719,2111,Terres arables,37203
102720,2111,Terres arables,10753
102721,2111,Terres arables,125580
102722,2111,Terres arables,22369
102723,2111,Terres arables,104457
102724,2111,Terres arables,27919
102725,2111,Terres arables,29022
102726,2111,Terres arables,77922
102727,2111,Terres arables,42511
102728,2111,Terres arables,35942
102729,2111,Terres arables,32806
102730,2111,Terres arables,18038
102731,2111,Terres arables,14269
102732,2111,Terres arables,92733
102733,2111,Terres arables,107430
102734,2111,Terres arables,37533
102735,2111,Terres arables,27981
102736,2111,Terres arables,13657
119255,2310,Prairies,7286
102738,2111,Terres arables,75743
102739,2111,Terres arables,10209
102740,2111,Terres arables,19707
102741,2111,Terres arables,239947
102742,2111,Terres arables,153991
102743,2111,Terres arables,11267
102744,2111,Terres arables,16028
102745,2111,Terres arables,100073
102746,2111,Terres arables,128894
102747,2111,Terres arables,31320
102748,2111,Terres arables,36576
102749,2111,Terres arables,144540
102750,2111,Terres arables,47456
102776,2111,Terres arables,21819
102777,2111,Terres arables,42673
102751,2111,Terres arables,603850
102752,2111,Terres arables,31346
102753,2111,Terres arables,24638
102754,2111,Terres arables,48892
102755,2111,Terres arables,23459
102756,2111,Terres arables,8995
102757,2111,Terres arables,29895
102758,2111,Terres arables,73315
102759,2111,Terres arables,250358
102760,2111,Terres arables,127543
102761,2111,Terres arables,42084
102762,2111,Terres arables,35085
102763,2111,Terres arables,266595
102764,2111,Terres arables,24779
102765,2111,Terres arables,19461
102766,2111,Terres arables,8233
102767,2111,Terres arables,65738
102768,2111,Terres arables,38054
102769,2111,Terres arables,18929
102770,2111,Terres arables,5370
102771,2111,Terres arables,111053
102772,2111,Terres arables,11160
102773,2111,Terres arables,22922
102774,2111,Terres arables,10128
102775,2111,Terres arables,24213
102780,2111,Terres arables,35023
102781,2111,Terres arables,18129
102782,2111,Terres arables,12294
102783,2111,Terres arables,14863
102784,2111,Terres arables,24152
102785,2111,Terres arables,142431
102786,2111,Terres arables,53010
102787,2111,Terres arables,90439
102788,2111,Terres arables,61098
102789,2111,Terres arables,48754
102790,2111,Terres arables,56157
102791,2111,Terres arables,60143
102792,2111,Terres arables,93716
102793,2111,Terres arables,218325
102794,2111,Terres arables,67979
102795,2111,Terres arables,16502
102796,2111,Terres arables,20829
102797,2111,Terres arables,26401
102799,2111,Terres arables,214709
102800,2111,Terres arables,72344
102801,2111,Terres arables,29027
102802,2111,Terres arables,7593
102803,2111,Terres arables,128258
102804,2111,Terres arables,312466
102805,2111,Terres arables,59597
102806,2111,Terres arables,39088
102807,2111,Terres arables,28652
102808,2111,Terres arables,300893
102809,2111,Terres arables,310212
102810,2111,Terres arables,16322
102811,2111,Terres arables,239111
102812,2111,Terres arables,16396
102813,2111,Terres arables,84277
102814,2111,Terres arables,12643
102815,2111,Terres arables,262293
102816,2111,Terres arables,58925
102817,2111,Terres arables,12796
102818,2111,Terres arables,90513
102819,2111,Terres arables,19396
102820,2111,Terres arables,19040
102821,2111,Terres arables,5928
102822,2111,Terres arables,21365
102823,2111,Terres arables,151830
102824,2111,Terres arables,68479
102825,2111,Terres arables,134691
102826,2111,Terres arables,76815
102827,2111,Terres arables,67539
102828,2111,Terres arables,47285
102829,2111,Terres arables,34021
102830,2111,Terres arables,21981
102831,2111,Terres arables,14596
102832,2111,Terres arables,69182
102833,2111,Terres arables,52392
102834,2111,Terres arables,21714
102835,2111,Terres arables,24079
102836,2111,Terres arables,244775
102837,2111,Terres arables,39173
102838,2111,Terres arables,22268
102886,2111,Terres arables,37316
102887,2111,Terres arables,4055
102839,2111,Terres arables,131190
102840,2111,Terres arables,21345
102841,2111,Terres arables,13660
102842,2111,Terres arables,71150
102843,2111,Terres arables,49054
102844,2111,Terres arables,95435
102845,2111,Terres arables,20589
102846,2111,Terres arables,6292
102847,2111,Terres arables,68029
102848,2111,Terres arables,581465
102849,2111,Terres arables,35707
102850,2111,Terres arables,7799
102851,2111,Terres arables,79489
102852,2111,Terres arables,574509
102854,2111,Terres arables,64021
102855,2111,Terres arables,17131
102856,2111,Terres arables,4305
102857,2111,Terres arables,8365
102858,2111,Terres arables,527938
102859,2111,Terres arables,7394
102860,2111,Terres arables,27813
102861,2111,Terres arables,8806
102862,2111,Terres arables,4342
102863,2111,Terres arables,57788
102864,2111,Terres arables,173984
102888,2111,Terres arables,43445
102865,2111,Terres arables,177083
102866,2111,Terres arables,318542
102867,2111,Terres arables,29907
102868,2111,Terres arables,809488
102869,2111,Terres arables,12877
102870,2111,Terres arables,16869
102871,2111,Terres arables,168742
102884,2111,Terres arables,72654
102885,2111,Terres arables,14146
102944,2111,Terres arables,7919
102872,2111,Terres arables,297650
102873,2111,Terres arables,75989
102874,2111,Terres arables,18461
102875,2111,Terres arables,107017
102876,2111,Terres arables,14450
102877,2111,Terres arables,62816
102878,2111,Terres arables,606168
102879,2111,Terres arables,16794
102880,2111,Terres arables,13902
102881,2111,Terres arables,43678
102882,2111,Terres arables,17659
102883,2111,Terres arables,46364
102889,2111,Terres arables,37799
102890,2111,Terres arables,51423
102891,2111,Terres arables,20381
102892,2111,Terres arables,32214
102893,2111,Terres arables,119122
102894,2111,Terres arables,12187
102895,2111,Terres arables,13704
102896,2111,Terres arables,93636
102897,2111,Terres arables,53919
102898,2111,Terres arables,7261
102899,2111,Terres arables,68622
102900,2111,Terres arables,52054
102901,2111,Terres arables,3004
102902,2111,Terres arables,865
102903,2111,Terres arables,14562
102904,2111,Terres arables,9114
102905,2111,Terres arables,6786
102906,2111,Terres arables,95726
102907,2111,Terres arables,8718
102908,2111,Terres arables,9500
102909,2111,Terres arables,14443
102910,2111,Terres arables,25366
102911,2111,Terres arables,2495
102912,2111,Terres arables,21034
102913,2111,Terres arables,20741
102914,2111,Terres arables,28937
102915,2111,Terres arables,33887
102916,2111,Terres arables,11450
102917,2111,Terres arables,29576
102918,2111,Terres arables,8043
102919,2111,Terres arables,9676
102920,2111,Terres arables,28199
102921,2111,Terres arables,26564
102922,2111,Terres arables,96034
102923,2111,Terres arables,129916
102924,2111,Terres arables,185640
102925,2111,Terres arables,22265
102926,2111,Terres arables,14248
102927,2111,Terres arables,466795
102928,2111,Terres arables,23236
102929,2111,Terres arables,4213
102930,2111,Terres arables,54547
102945,2111,Terres arables,42304
102946,2111,Terres arables,31255
102972,2111,Terres arables,18630
102973,2111,Terres arables,4976
121053,2310,Prairies,8132
102931,2111,Terres arables,828702
102932,2111,Terres arables,25639
102933,2111,Terres arables,33408
102934,2111,Terres arables,18962
102935,2111,Terres arables,37345
102936,2111,Terres arables,14124
102937,2111,Terres arables,49596
102938,2111,Terres arables,4653
102939,2111,Terres arables,23502
102940,2111,Terres arables,6833
102941,2111,Terres arables,36005
102942,2111,Terres arables,17978
102943,2111,Terres arables,42040
102947,2111,Terres arables,172514
102948,2111,Terres arables,26921
102949,2111,Terres arables,44580
102950,2111,Terres arables,45291
102951,2111,Terres arables,46489
102952,2111,Terres arables,113033
102953,2111,Terres arables,26678
102954,2111,Terres arables,81326
102955,2111,Terres arables,68476
102956,2111,Terres arables,125385
102957,2111,Terres arables,27881
102958,2111,Terres arables,8937
102959,2111,Terres arables,46334
102960,2111,Terres arables,3983
102970,2111,Terres arables,26767
102961,2111,Terres arables,904714
102962,2111,Terres arables,63803
102963,2111,Terres arables,15992
102964,2111,Terres arables,38524
102965,2111,Terres arables,12852
102966,2111,Terres arables,227293
102968,2111,Terres arables,11132
102969,2111,Terres arables,10944
102974,2111,Terres arables,42158
102975,2111,Terres arables,12931
102976,2111,Terres arables,8121
102977,2111,Terres arables,37404
102979,2111,Terres arables,29591
102980,2111,Terres arables,44238
102981,2111,Terres arables,109887
102982,2111,Terres arables,55657
102983,2111,Terres arables,77557
102984,2111,Terres arables,19730
102985,2111,Terres arables,44728
102986,2111,Terres arables,92347
102987,2111,Terres arables,15060
102988,2111,Terres arables,5727
102989,2111,Terres arables,54487
102990,2111,Terres arables,172495
102991,2111,Terres arables,171759
102992,2111,Terres arables,32017
102993,2111,Terres arables,12522
102994,2111,Terres arables,9825
102995,2111,Terres arables,11830
102996,2111,Terres arables,215471
102997,2111,Terres arables,85542
102998,2111,Terres arables,13315
102999,2111,Terres arables,2657458
103000,2111,Terres arables,14677
103001,2111,Terres arables,6732
103002,2111,Terres arables,230543
103017,2111,Terres arables,31047
103018,2111,Terres arables,24443
103003,2111,Terres arables,195841
103004,2111,Terres arables,36739
103005,2111,Terres arables,6470
103006,2111,Terres arables,23729
103007,2111,Terres arables,12568
103008,2111,Terres arables,32529
103009,2111,Terres arables,74987
103010,2111,Terres arables,11600
103011,2111,Terres arables,32953
103012,2111,Terres arables,25033
103013,2111,Terres arables,26744
103014,2111,Terres arables,6630
103015,2111,Terres arables,672277
103016,2111,Terres arables,7439
103628,2111,Terres arables,18135
103019,2111,Terres arables,133196
103020,2111,Terres arables,16487
103021,2111,Terres arables,25371
103022,2111,Terres arables,62506
103023,2111,Terres arables,17603
103024,2111,Terres arables,2944
103025,2111,Terres arables,8176
103026,2111,Terres arables,557458
103027,2111,Terres arables,28834
103028,2111,Terres arables,50076
103029,2111,Terres arables,56246
103030,2111,Terres arables,11257
105261,2111,Terres arables,22026
103031,2111,Terres arables,24438
103032,2111,Terres arables,135512
103033,2111,Terres arables,10285
103034,2111,Terres arables,6998
103035,2111,Terres arables,26147
103036,2111,Terres arables,116103
103037,2111,Terres arables,8161
103038,2111,Terres arables,49708
103039,2111,Terres arables,82641
103040,2111,Terres arables,42560
103041,2111,Terres arables,36216
103042,2111,Terres arables,46244
103043,2111,Terres arables,10481
103044,2111,Terres arables,46838
103045,2111,Terres arables,33798
103046,2111,Terres arables,17138
103047,2111,Terres arables,12720
103048,2111,Terres arables,3000
103049,2111,Terres arables,40236
103051,2111,Terres arables,229048
103052,2111,Terres arables,25111
103053,2111,Terres arables,71721
103054,2111,Terres arables,26193
103055,2111,Terres arables,16770
103056,2111,Terres arables,20005
103057,2111,Terres arables,9217
103058,2111,Terres arables,12559
103059,2111,Terres arables,32598
103060,2111,Terres arables,57972
103061,2111,Terres arables,9881
103062,2111,Terres arables,5797
103063,2111,Terres arables,144068
103064,2111,Terres arables,40935
103065,2111,Terres arables,13355
103066,2111,Terres arables,30200
103067,2111,Terres arables,10587
103068,2111,Terres arables,11256
103096,2111,Terres arables,61312
103069,2111,Terres arables,47888
103070,2111,Terres arables,138910
103071,2111,Terres arables,38148
103072,2111,Terres arables,40223
103073,2111,Terres arables,72596
103074,2111,Terres arables,14264
103075,2111,Terres arables,33996
103076,2111,Terres arables,173944
103077,2111,Terres arables,11503
103078,2111,Terres arables,26610
103079,2111,Terres arables,39434
103080,2111,Terres arables,17388
103081,2111,Terres arables,11441
103082,2111,Terres arables,310425
103083,2111,Terres arables,1095265
103084,2111,Terres arables,19771
103085,2111,Terres arables,29923
103086,2111,Terres arables,271595
103097,2111,Terres arables,46940
103098,2111,Terres arables,17597
103099,2111,Terres arables,39416
103133,2111,Terres arables,77615
103087,2111,Terres arables,1324781
103088,2111,Terres arables,170844
103089,2111,Terres arables,72179
103090,2111,Terres arables,17458
103091,2111,Terres arables,33228
103092,2111,Terres arables,5547
103093,2111,Terres arables,61074
103094,2111,Terres arables,6829
103095,2111,Terres arables,36502
108143,2111,Terres arables,9385
103100,2111,Terres arables,322180
103101,2111,Terres arables,20681
103102,2111,Terres arables,44526
103103,2111,Terres arables,139967
103104,2111,Terres arables,29524
103105,2111,Terres arables,12552
103106,2111,Terres arables,161314
103110,2111,Terres arables,49100
103111,2111,Terres arables,18466
103112,2111,Terres arables,34196
103113,2111,Terres arables,6748
103134,2111,Terres arables,44604
103107,2111,Terres arables,1573461
103108,2111,Terres arables,34052
103109,2111,Terres arables,176043
103131,2111,Terres arables,13204
103132,2111,Terres arables,11199
103114,2111,Terres arables,558426
103116,2111,Terres arables,6378
103117,2111,Terres arables,14784
103118,2111,Terres arables,14562
103119,2111,Terres arables,30967
103120,2111,Terres arables,22959
103121,2111,Terres arables,91625
103122,2111,Terres arables,16894276
103123,2111,Terres arables,34112
103124,2111,Terres arables,18093
103125,2111,Terres arables,12658
103126,2111,Terres arables,9046
103127,2111,Terres arables,59954
103128,2111,Terres arables,19148
103129,2111,Terres arables,15368
103130,2111,Terres arables,14859
103135,2111,Terres arables,37142
103136,2111,Terres arables,119930
103137,2111,Terres arables,17944
103138,2111,Terres arables,21590
103139,2111,Terres arables,37114
103140,2111,Terres arables,2297556
103141,2111,Terres arables,6041
103142,2111,Terres arables,113131
103143,2111,Terres arables,213952
103145,2111,Terres arables,64160
103146,2111,Terres arables,24439
103147,2111,Terres arables,44549
103148,2111,Terres arables,153341
103149,2111,Terres arables,200701
103150,2111,Terres arables,38785
103151,2111,Terres arables,26827
103152,2111,Terres arables,15883
103153,2111,Terres arables,38926
103154,2111,Terres arables,22284
103155,2111,Terres arables,9142
103156,2111,Terres arables,8701
103157,2111,Terres arables,89654
103158,2111,Terres arables,12189
103159,2111,Terres arables,22936
103160,2111,Terres arables,157174
