id;acheteur;acheteur > id;acheteur > nom;nature;objet;codeCPV;procedure;lieuExecution;lieuExecution > code;lieuExecution > typeCode;lieuExecution > nom;dureeMois;dateNotification;;montant;formePrix;titulaires;titulaires > id;titulaires > typeIdentifiant ;titulaires > denominationSociale
2019218801561100;Commune de DONCIERES;218 801 561 000 18;Commune de DONCIERES;March‚;Travaux de cr‚ation de la route forestiŠre de la Grande Pucelle, avec place de retournement, en forˆt communale de DonciŠres;45233140;Proc‚dure adapt‚e;Commune de DONCIERES;88700;Code postal;Forˆt communale de DONCIERES;6;2019-06-15;2019-06-15;27970,50;Ferme;SARL POIROT FILS 88330 ZINCOURT;30645045300031;SIRET;POIROT FILS SARL
