Le nombre d’avis de vacances et nombre d’attribution de logements sociaux sur le contingent de la Ville en 2014;DGST-DUH;non défini
Le nombre d’avis de vacances et nombre d’attribution de logements sociaux sur le contingent de la Ville en 2015;DGST-DUH;44
Le nombre d’avis de vacances et nombre d’attribution de logements sociaux sur le contingent de la Ville en 2016;DGST-DUH;24
Le nombre d’avis de vacances et nombre d’attribution de logements sociaux sur le contingent de la Ville en 2017;DGST-DUH;60
Le nombre d’avis de vacances et nombre d’attribution de logements sociaux sur le contingent de la Ville en 2018;DGST-DUH;61
