Maison des Associations;Date ;Heure de début;Heure de fin;Activité;Type de réservation;Associations
NICE-EST SAINT ROCH;14/05/2018;17H00;18H00;DANSE ;COURS;MOUVANCES
NICE-EST SAINT ROCH;14/05/2018;17H00;19H00;SOUTIEN SCOLAIRE;COURS;APPESE - ASS. POUR LA PROMOTION DE LA PREVENTION ET DE L'ECONOMIE SOCIALE EN EUROPE
NICE-EST SAINT ROCH;14/05/2018;17H00;19H00;HANDICAP;COURS;LRC - LES RENCONTRES CHANTANTES
NICE-EST SAINT ROCH;14/05/2018;18H00;19H00;SPORT;COURS;GYMNASTIQUE VOLONTAIRE LA PASSERELLE
NICE-EST SAINT ROCH;14/05/2018;18H00;21H00;THEATRE;COURS;LES AMIS DU THEATRE
NICE-EST SAINT ROCH;14/05/2018;18H00;20H00;CHANT;COURS;GOSPEL ROOTSINGERS
NICE-EST SAINT ROCH;14/05/2018;18H00;21H00;ECONOMIE;REUNION;LES AMIS DE NICE COOP
NICE-EST SAINT ROCH;14/05/2018;18H00;19H00;COURS DE LANGUE;COURS;COTE D'AZUR OXYGENE
NICE-EST SAINT ROCH;14/05/2018;18H00;21H00;CULTURE;REUNION;CEPPI - CENTRE D'ETUDES PARAPSYCHOLOGIQUES ET DES PHENOMENES INEXPLIQUES
NICE-EST SAINT ROCH;14/05/2018;18H00;20H00;CULTURE;COURS;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;14/05/2018;18H00;19H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-EST SAINT ROCH;14/05/2018;18H00;20H00;SOCIAL;PERMANENCE;PAROLE PROJETS ACTIONS RESSOURCES ORIENTES VERS LA LUTTE CONTRE LES EXCLUSIONS
NICE-EST SAINT ROCH;14/05/2018;19H00;20H00;ACTIVITE BIEN ETRE;COURS;MANGALAM
NICE-EST SAINT ROCH;14/05/2018;19H00;20H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;14/05/2018;19H00;21H00;DANSE ;COURS;TRINITE COUNTRY
NICE-EST SAINT ROCH;14/05/2018;19H00;21H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO JAPONAIS
NICE-EST SAINT ROCH;14/05/2018;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;14/05/2018;19H00;21H00;COMMUNICATION;PERMANENCE;LUNDI CLINIQUE
NICE-EST SAINT ROCH;14/05/2018;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;15/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/05/2018;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;15/05/2018;09H00;12H00;JEUNESSE;COURS;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/05/2018;09H00;12H00;EMPLOI;PERMANENCE;APPASCAM ASS. PROMOTION ET PROFESSIONALISATION DE L'ANIMATION SPORTIVE ET CULTURELLE DANS LES A.M.
NICE-EST SAINT ROCH;15/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/05/2018;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;15/05/2018;09H00;12H00;PROXIMITE;REUNION;ASSOCIATION MEDIATION CITE
NICE-EST SAINT ROCH;15/05/2018;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;15/05/2018;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;15/05/2018;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;15/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/05/2018;09H00;10H00;SPORT;COURS;CREACTIVE 06
NICE-EST SAINT ROCH;15/05/2018;09H00;12H00;EMPLOI;COURS;AXPERIENCE
NICE-EST SAINT ROCH;15/05/2018;09H00;12H00;SOCIAL;PERMANENCE;ALAID
NICE-EST SAINT ROCH;15/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/05/2018;09H00;13H00;ARTS PLASTIQUES;COURS;L'ATELIER DE ZINKA
NICE-EST SAINT ROCH;15/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;15/05/2018;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;15/05/2018;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;15/05/2018;10H00;19H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;15/05/2018;10H00;18H00;SOCIAL;REUNION;CAPT EMPLOI SERVICES
NICE-EST SAINT ROCH;15/05/2018;14H00;17H00;LOISIRS;COURS;LE CLAN DES BOULEGANS
NICE-EST SAINT ROCH;15/05/2018;14H00;17H00;SENIORS;ANIMATION;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;15/05/2018;14H00;17H00;SENIORS;ANIMATION;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;15/05/2018;14H00;17H00;SOCIAL;PERMANENCE;ALAID
NICE-EST SAINT ROCH;15/05/2018;14H00;16H00;COURS DE LANGUE;REUNION;COTE D'AZUR OXYGENE
NICE-EST SAINT ROCH;15/05/2018;16H00;20H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;15/05/2018;16H00;20H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;15/05/2018;17H00;19H00;SPECTACLE VIVANT;COURS;LA RAPPORTEUSE
NICE-EST SAINT ROCH;15/05/2018;17H00;19H00;SOUTIEN SCOLAIRE;COURS;APPESE - ASS. POUR LA PROMOTION DE LA PREVENTION ET DE L'ECONOMIE SOCIALE EN EUROPE
NICE-EST SAINT ROCH;15/05/2018;17H00;18H00;ENSEIGNEMENT;COURS;VIVA COMMUNICATION NICE
NICE-EST SAINT ROCH;15/05/2018;18H00;21H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;15/05/2018;18H00;21H00;CITOYENNETE;COURS;LDH - LIGUE DES DROITS DE L'HOMME
NICE-EST SAINT ROCH;15/05/2018;19H00;21H00;LOISIRS;REUNION;AZURUS
NICE-EST SAINT ROCH;15/05/2018;19H00;21H00;CULTURE;COURS;ASSOCIATION FRANCE-JAPON - CHAIRE KAWABATA
NICE-EST SAINT ROCH;15/05/2018;19H00;21H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;15/05/2018;19H00;20H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;15/05/2018;19H00;20H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;15/05/2018;19H00;20H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;15/05/2018;19H00;20H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;15/05/2018;20H00;21H00;CULTURE;ATELIER;ASSOCIATION FRANCO MEXICAINE DE LA COTE D AZUR
NICE-EST SAINT ROCH;16/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/05/2018;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;16/05/2018;09H00;13H00;HUMANITAIRE;ASSEMBLEE GENERALE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;16/05/2018;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;16/05/2018;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;16/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/05/2018;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;16/05/2018;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;16/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;16/05/2018;10H00;12H00;ACTIVITE BIEN ETRE;COURS;SYNERGIE OPTIMALE
NICE-EST SAINT ROCH;16/05/2018;10H00;18H00;SOCIAL;REUNION;CAPT EMPLOI SERVICES
NICE-EST SAINT ROCH;16/05/2018;10H00;13H00;SOCIAL;REUNION;ECOLE DES GRANDS PARENTS EUROPEENS - EGPEAM
NICE-EST SAINT ROCH;16/05/2018;11H00;12H00;LOISIRS;ATELIER;BRIN D'SOLEIL
NICE-EST SAINT ROCH;16/05/2018;11H00;12H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;16/05/2018;14H00;16H00;COURS DE LANGUE;ATELIER;MANABI
NICE-EST SAINT ROCH;16/05/2018;14H00;17H00;HANDICAP;COURS;SESSAD LES NOISETIERS
NICE-EST SAINT ROCH;16/05/2018;14H00;16H00;ACTIVITE BIEN ETRE;ATELIER;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;16/05/2018;14H00;16H00;LOISIRS;ATELIER;CLUB DES CHIFFRES ET DES LETTRES DE NICE
NICE-EST SAINT ROCH;16/05/2018;14H00;16H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;16/05/2018;14H00;16H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;16/05/2018;14H00;18H00;LOISIRS;ANIMATION;LE CLAN DES BOULEGANS
NICE-EST SAINT ROCH;16/05/2018;14H00;19H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;16/05/2018;14H00;16H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;16/05/2018;14H00;16H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;16/05/2018;14H00;16H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;16/05/2018;15H00;16H00;COURS DE LANGUE;ATELIER;MANABI
NICE-EST SAINT ROCH;16/05/2018;15H00;18H00;CULTURE;COURS;LES MOTS A LA BOUCHE
NICE-EST SAINT ROCH;16/05/2018;16H00;18H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;16/05/2018;16H00;18H00;SOUTIEN SCOLAIRE;COURS;APPESE - ASS. POUR LA PROMOTION DE LA PREVENTION ET DE L'ECONOMIE SOCIALE EN EUROPE
NICE-EST SAINT ROCH;16/05/2018;17H00;19H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;16/05/2018;17H00;18H00;ACTIVITE BIEN ETRE;COURS;FORCE SANTE BIEN ETRE EN YOGA A NICE 
NICE-EST SAINT ROCH;16/05/2018;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;16/05/2018;18H00;21H00;ECONOMIE;REUNION;LES AMIS DE NICE COOP
NICE-EST SAINT ROCH;16/05/2018;18H00;20H00;SPECTACLE VIVANT;COURS;CORPS & GRAPHIK
NICE-EST SAINT ROCH;16/05/2018;18H00;21H00;CULTURE;REUNION;ASPACA - ASSOCIATION SENEGALAISE PROVENCE ALPES COTE D'AZUR
NICE-EST SAINT ROCH;16/05/2018;18H00;20H00;ACTIVITE BIEN ETRE;COURS;L'ESPACE DES POSSIBLES
NICE-EST SAINT ROCH;16/05/2018;18H00;19H00;ACTIVITE BIEN ETRE;COURS;FORCE SANTE BIEN ETRE EN YOGA A NICE 
NICE-EST SAINT ROCH;16/05/2018;18H00;20H00;MUSIQUE;REPETITION;DELICES DE MUSIQUE ANCIENNE
NICE-EST SAINT ROCH;16/05/2018;18H00;20H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO JAPONAIS
NICE-EST SAINT ROCH;16/05/2018;18H00;21H00;PATRIMOINE;ATELIER;INSTITUT D'ETUDES OCCITANES - IEO06
NICE-EST SAINT ROCH;16/05/2018;19H00;21H00;SPORT;COURS;CLUB DE PLONGEE LES BULLES BLEUES DE NICE
NICE-EST SAINT ROCH;16/05/2018;19H00;21H00;DANSE ;COURS;ANCA - AMERICAN NEW COUNTRY ATTITUDE
NICE-EST SAINT ROCH;17/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/05/2018;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;17/05/2018;09H00;14H00;CULTURE;COURS;ASSOCIATION FRANCO-UKRAINIENNE COTE D'AZUR
NICE-EST SAINT ROCH;17/05/2018;09H00;12H00;EMPLOI;REUNION;EXPLORATION PROFESSIONNELLE
NICE-EST SAINT ROCH;17/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/05/2018;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;17/05/2018;09H00;15H00;CULTURE;COURS;ASSOCIATION FRANCO-UKRAINIENNE COTE D'AZUR
NICE-EST SAINT ROCH;17/05/2018;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;17/05/2018;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;17/05/2018;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;17/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/05/2018;09H00;13H00;ARTS PLASTIQUES;COURS;L'ATELIER DE ZINKA
NICE-EST SAINT ROCH;17/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/05/2018;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;17/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/05/2018;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;17/05/2018;10H00;11H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;17/05/2018;10H00;18H00;SOCIAL;REUNION;CAPT EMPLOI SERVICES
NICE-EST SAINT ROCH;17/05/2018;10H00;18H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;17/05/2018;10H00;12H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;17/05/2018;14H00;17H00;ACTIVITE MANUELLE;ATELIER;LES COUSETTES
NICE-EST SAINT ROCH;17/05/2018;14H00;16H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;17/05/2018;14H00;15H00;COURS DE LANGUE;COURS;COTE D'AZUR OXYGENE
NICE-EST SAINT ROCH;17/05/2018;14H00;17H00;SENIORS;REUNION;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;17/05/2018;14H00;16H00;SANTE;COURS;AFD 06 - ASSOCIATION DES DIABETIQUES DES ALPES-MARITIMES
NICE-EST SAINT ROCH;17/05/2018;14H00;17H00;SANTE;REUNION;AFD 06 - ASSOCIATION DES DIABETIQUES DES ALPES-MARITIMES
NICE-EST SAINT ROCH;17/05/2018;15H00;18H00;PROXIMITE;COURS;SEL NICE AZUR PROVENCE
NICE-EST SAINT ROCH;17/05/2018;16H00;18H00;PATRIMOINE;CONFERENCE;IPAAM - INSTITUT DE PREHISTOIRE ET D'ARCHEOLOGIE ALPES MEDITERRANEE
NICE-EST SAINT ROCH;17/05/2018;16H00;20H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;17/05/2018;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;17/05/2018;17H00;19H00;SOUTIEN SCOLAIRE;COURS;APPESE - ASS. POUR LA PROMOTION DE LA PREVENTION ET DE L'ECONOMIE SOCIALE EN EUROPE
NICE-EST SAINT ROCH;17/05/2018;17H00;19H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;17/05/2018;17H00;19H00;SOUTIEN SCOLAIRE;COURS;APPESE - ASS. POUR LA PROMOTION DE LA PREVENTION ET DE L'ECONOMIE SOCIALE EN EUROPE
NICE-EST SAINT ROCH;17/05/2018;18H00;19H00;DANSE ;COURS;MOUVANCES
NICE-EST SAINT ROCH;17/05/2018;18H00;21H00;CITOYENNETE;REUNION;CNR - COMITE POUR UNE NOUVELLE RESISTANCE 
NICE-EST SAINT ROCH;17/05/2018;18H00;20H00;MUSIQUE;REPETITION;MUSIQUE ENSEMBLE
NICE-EST SAINT ROCH;17/05/2018;18H00;20H00;SOCIAL;PERMANENCE;PAROLE PROJETS ACTIONS RESSOURCES ORIENTES VERS LA LUTTE CONTRE LES EXCLUSIONS
NICE-EST SAINT ROCH;17/05/2018;18H00;20H00;CULTURE;COURS;SHANTI-YOGA
NICE-EST SAINT ROCH;17/05/2018;18H00;19H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;17/05/2018;18H00;21H00;LOISIRS;REPETITION;AZUR BIG BAND DE NICE
NICE-EST SAINT ROCH;17/05/2018;19H00;21H00;CITOYENNETE;COURS;LICRA COTE D'AZUR - LIGUE INTERNATIONALE CONTRE LE RACISME ET L'ANTISEMITISME - SECTION COTE D'AZUR
NICE-EST SAINT ROCH;17/05/2018;19H00;21H00;DANSE ;COURS;TRINITE COUNTRY
NICE-EST SAINT ROCH;17/05/2018;19H00;21H00;THEATRE;COURS;LE PETIT THEATRE DE LAURE
NICE-EST SAINT ROCH;18/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/05/2018;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;18/05/2018;09H00;11H00;ACTIVITE BIEN ETRE;COURS;AZUR SOLEIL ACCOMPAGNEMENT
NICE-EST SAINT ROCH;18/05/2018;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;18/05/2018;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;18/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/05/2018;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;18/05/2018;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;18/05/2018;09H00;12H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;18/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/05/2018;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/05/2018;10H00;14H00;CITOYENNETE;PERMANENCE;CAPT EMPLOI SERVICES
NICE-EST SAINT ROCH;18/05/2018;10H00;18H00;SOCIAL;REUNION;CAPT EMPLOI SERVICES
NICE-EST SAINT ROCH;18/05/2018;10H00;11H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;18/05/2018;13H00;14H00;DANSE ;COURS;AZUR BALLET
NICE-EST SAINT ROCH;18/05/2018;13H00;16H00;SOCIAL;COURS;PARRAIN MARRAINE POUR M'ACCOMPAGNER
NICE-EST SAINT ROCH;18/05/2018;14H00;16H00;DANSE ;COURS;AZUR BALLET
NICE-EST SAINT ROCH;18/05/2018;14H00;16H00;PROXIMITE;REUNION;ANCC - ASSOCIATION NATIONALE DE LA COPROPRIETE ET DES COPROPRIETAIRES
NICE-EST SAINT ROCH;18/05/2018;14H00;16H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;18/05/2018;14H00;16H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;18/05/2018;16H00;20H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;18/05/2018;17H00;19H00;CULTURE;REUNION;COJEP PACA & OCCITANIE
NICE-EST SAINT ROCH;18/05/2018;17H00;20H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;18/05/2018;17H00;19H00;SOUTIEN SCOLAIRE;COURS;APPESE - ASS. POUR LA PROMOTION DE LA PREVENTION ET DE L'ECONOMIE SOCIALE EN EUROPE
NICE-EST SAINT ROCH;18/05/2018;18H00;21H00;JEUNESSE;REUNION;ANPEIP FRANCE - ASS NATIONALE POUR LES ENFANTS INTELLECTUELLEMENT PRECOCES -FEDERATION FRANCE
NICE-EST SAINT ROCH;18/05/2018;19H00;21H00;CHANT;COURS;ASSOCIATION CULTURELLE ET MUSICALE LES CHORALINES 06
NICE-EST SAINT ROCH;18/05/2018;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;18/05/2018;19H00;21H00;CHANT;COURS;ASSOCIATION CULTURELLE ET MUSICALE LES CHORALINES 06
NICE-EST SAINT ROCH;18/05/2018;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;SOCIAL;COURS;PARRAIN MARRAINE POUR M'ACCOMPAGNER
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;CULTURE;ASSEMBLEE GENERALE;L'AIGLE DE NICE
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;19/05/2018;10H00;12H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;DANSE ;COURS;DANSONS
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;19/05/2018;10H00;12H00;CHANT;COURS;IL FAUT Y CROIRE
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;CULTURE;REUNION;FADAM - FEDERATION DES ASSOCIATIONS DE LA DIVERSITE DANS LES ALPES-MARITIMES
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;19/05/2018;10H00;12H00;JEUNESSE;COURS;ANPEIP FRANCE - ASS NATIONALE POUR LES ENFANTS INTELLECTUELLEMENT PRECOCES -FEDERATION FRANCE
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;SOCIAL;REUNION;ASSOCIATION NICE POUR L INTEGRATION ET LA SOLIDARITE (ANIS)
NICE-EST SAINT ROCH;19/05/2018;10H00;13H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
