INSEE;NATURE;DATAPPRO;LIBELLE;URLFIC;IDURBA;TYPEPSC;ID_NCA;TXT;NOMFIC;DATVALID;geometry
06159;BATI REMARQUABLE;2017-01-21;Bâtiment protégé au titre de l'article L.123-1-7°;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/plu-de-villefranche-sur-mer;00000615920170127;07;12643;1;PLU de Villefranche-Sur-Mer;2013-03-29;{"type": "Point", "coordinates": [7.30924829, 43.70249154]}
