"Identifiant","Nom","Adresse","Adresse 2","Code postal","Ville","Pays","Longitude","Latitude","Modification"
"161094","Complexe Sportif G.dides","Rue du Stade","","34740","Vendargues","FR","3,97214600","43,65981800","16/06/2020 10:28:12"
"161029","Service des Sports","Rue du Stade","Complexe sportif G.Dides","34740","Vendargues","FR","3,97349300","43,65958100","15/07/2020 19:07:12"
"149446","Salle Teissier","26 D112","","34740","Vendargues","FR","3,96849600","43,65532600","13/07/2020 09:29:05"
"149445","Salle Armingué 1","31 Avenue de la Gare","Salle Polyvalente","34740","Vendargues","FR","3,96567100","43,65963300","13/07/2020 09:26:04"
"149443","Gymnase","2 Rue du Stade","","34740","Vendargues","FR","3,97214200","43,65978800","13/07/2020 09:27:03"
"149441","Mairie de Vendargues","8 Place de la Mairie","","34740","Vendargues","FR","3,96964700","43,65679600","16/06/2020 10:27:55"
"149439","Maison Serre","1 Place de la Mairie","","34740","Vendargues","FR","3,96913000","43,65704400","16/06/2020 10:27:53"
"149438","Police Municipale","18 Rue du Général Berthézène","","34740","Vendargues","FR","3,96873200","43,65592700","16/06/2020 10:27:51"
"149437","Espace René Fuxa","5 Place des Écoles Laïques","","34740","Vendargues","FR","3,96596000","43,65954800","28/10/2020 17:36:35"
