STATION_NOM,POLLUANT_NOM,DATE_MESURE,MESURE_J01,MESURE_J02,MESURE_J03,MESURE_J04,MESURE_J05,MESURE_J06,MESURE_J07,MESURE_J08,MESURE_J09,MESURE_J10,MESURE_J11,MESURE_J12,MESURE_J13,MESURE_J14,MESURE_J15,MESURE_J16,MESURE_J17,MESURE_J18,MESURE_J19,MESURE_J20,MESURE_J21,MESURE_J22,MESURE_J23,MESURE_J24,MESURE_J25,MESURE_J26,MESURE_J27,MESURE_J28,MESURE_J29,MESURE_J30,MESURE_J31,MES_J_MINI,MES_J_MAXI,MOYENNE_JOUR
Saint Sulpice et Cameyrac,O3,2013-01-01,53,26,18,33,34,22,19,11,22,36,26,36,38,32,52,53,35,32,28,38,66,60,49,48,27,43,46,48,44,24,26,11,66,36
Saint Sulpice et Cameyrac,O3,2013-02-01,44,65,60,52,69,64,49,39,26,70,69,30,12,35,35,26,32,42,44,31,39,57,58,63,49,23,47,49,,,,12,70,46
Saint Sulpice et Cameyrac,O3,2013-03-01,34,24,26,57,85,62,53,71,49,46,64,60,61,46,39,61,58,75,57,63,55,71,58,54,51,58,76,71,60,83,62,24,85,58
Saint Sulpice et Cameyrac,O3,2013-04-01,59,79,66,62,59,49,61,78,91,75,54,75,67,76,54,63,76,77,84,75,68,68,,72,98,62,70,66,68,47,,47,98,69
Saint Sulpice et Cameyrac,O3,2013-05-01,64,48,58,76,62,54,55,45,46,56,58,73,51,55,66,59,60,60,79,70,65,70,77,65,66,63,71,60,48,66,77,45,79,62
