"COMMUNE_NOM";"COLL_INSEE";"ANNEE";"NOMBRE_PASSEPORTS";"NOMBRE_ACTES";"NOMBRE_CARTES"
"Saint-Paul-lès-Dax";"40279";"2015";"1587";"246";"892"
"Saint-Paul-lès-Dax";"40279";"2016";"1707";"234";"740"
"Saint-Paul-lès-Dax";"40279";"2017";"1675";"251";"2070"
"Saint-Paul-lès-Dax";"40279";"2018";"1533";"301";"2744"
