"Identifiant","Nom","Adresse","Adresse 2","Code postal","Ville","Pays","Longitude","Latitude","Modification"
"195282","Super U","14 Route de Limoges","","19140","Uzerche","FR","1,56169000","45,44023500","28/04/2020 15:36:37"
