Maison des Associations;Date;Heure de début;Heure de fin;Activité;Type de réservation;Association
NICE-EST SAINT ROCH;16/09/2015;11H00;13H00;SPECTACLE VIVANT;COURS;LA RAPPORTEUSE
NICE-EST SAINT ROCH;16/09/2015;14H00;16H00;CHANT;COURS;IL FAUT Y CROIRE
NICE-EST SAINT ROCH;16/09/2015;14H00;16H00;HANDICAP;FORMATION;INSEIT INSTITUT INTERNATIONAL POUR L'ETUDE ET L'INTEGRATION DES NOUVELLES TECHNIQUES ET TECHNOLOGIES
NICE-EST SAINT ROCH;16/09/2015;14H00;16H00;SANTE;PERMANENCE;POLE PSY
NICE-EST SAINT ROCH;16/09/2015;14H00;16H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;16/09/2015;14H00;19H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;16/09/2015;14H00;18H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;16/09/2015;14H00;16H00;THEATRE;COURS;PLAYS AND SONGS
NICE-EST SAINT ROCH;16/09/2015;14H00;15H00;SANTE;COURS;LE MIROIR DE MISCHA
NICE-EST SAINT ROCH;16/09/2015;14H00;16H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;16/09/2015;15H00;21H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;16/09/2015;16H00;20H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;16/09/2015;16H00;18H00;SOCIAL;COURS;LECTURE POUR TOUS
NICE-EST SAINT ROCH;16/09/2015;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;16/09/2015;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;16/09/2015;18H00;20H00;CULTURE;COURS;INSTITUT D'ETUDES OCCITANES - IEO06
NICE-EST SAINT ROCH;16/09/2015;18H00;21H00;CULTURE;REUNION;ASPACA - ASSOCIATION SENEGALAISE PROVENCE ALPES COTE D'AZUR
NICE-EST SAINT ROCH;16/09/2015;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;16/09/2015;18H00;20H00;MUSIQUE;COURS;DELICES DE MUSIQUE ANCIENNE
NICE-EST SAINT ROCH;16/09/2015;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;16/09/2015;19H00;21H00;DANSE ;COURS;AMERICAN NEW COUNTRY ATTITUDE - ANCA
NICE-EST SAINT ROCH;17/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/09/2015;09H00;15H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;17/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/09/2015;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;17/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/09/2015;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;17/09/2015;09H00;15H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;17/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/09/2015;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;17/09/2015;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;17/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;17/09/2015;09H00;21H00;ORGANISME PUBLIC;OCCUPATION PERMANENTE;CONSEIL DEPARTEMENTAL DES ALPES-MARITIMES
NICE-EST SAINT ROCH;17/09/2015;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;17/09/2015;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;17/09/2015;10H00;11H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;17/09/2015;12H00;14H00;DANSE ;COURS;LOS TIGRES TANGO
NICE-EST SAINT ROCH;17/09/2015;14H00;17H00;ACTIVITE MANUELLE;REUNION;LES COUSETTES
NICE-EST SAINT ROCH;17/09/2015;14H00;16H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;17/09/2015;14H00;17H00;SENIORS;REUNION;IRSEA - ASSOCIATION DES RETRAITES IRSEA DE NICE
NICE-EST SAINT ROCH;17/09/2015;14H00;17H00;SANTE;PERMANENCE;AFDAM - ASSOCIATION DES DIABETIQUES DES ALPES-MARITIMES
NICE-EST SAINT ROCH;17/09/2015;16H00;19H00;ENSEIGNEMENT;FORMATION;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;17/09/2015;17H00;18H00;DANSE ;ATELIER;MELI MELO DANCE
NICE-EST SAINT ROCH;17/09/2015;17H00;21H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;17/09/2015;18H00;21H00;CULTURE;REUNION;ASPACA - ASSOCIATION SENEGALAISE PROVENCE ALPES COTE D'AZUR
NICE-EST SAINT ROCH;17/09/2015;18H00;19H00;DANSE ;COURS;MOUVANCES
NICE-EST SAINT ROCH;17/09/2015;19H00;21H00;CULTURE;ATELIER;NUX VOMICA
NICE-EST SAINT ROCH;18/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/09/2015;09H00;15H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;18/09/2015;09H00;11H00;ACTIVITE BIEN ETRE;ATELIER;AZUR SOLEIL ACCOMPAGNEMENT
NICE-EST SAINT ROCH;18/09/2015;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;18/09/2015;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;18/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/09/2015;09H00;21H00;ENSEIGNEMENT;OCCUPATION PERMANENTE;IFAC - INSTITUT DE FORMATION, D'ANIMATION ET DE CONSEIL
NICE-EST SAINT ROCH;18/09/2015;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;18/09/2015;09H00;12H00;SPORT;COURS;"YAMATO BUDO ""SPORT POUR TOUS"""
NICE-EST SAINT ROCH;18/09/2015;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;18/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/09/2015;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE COMMUNAUTAIRE
NICE-EST SAINT ROCH;18/09/2015;10H00;13H00;THEATRE;ATELIER;LES 13 REVES
NICE-EST SAINT ROCH;18/09/2015;11H00;12H00;SANTE;PERMANENCE;LE MIROIR DE MISCHA
NICE-EST SAINT ROCH;18/09/2015;13H00;17H00;SANTE;PERMANENCE;POLE PSY
NICE-EST SAINT ROCH;18/09/2015;14H00;17H00;SENIORS;REUNION;IRSEA - ASSOCIATION DES RETRAITES IRSEA DE NICE
NICE-EST SAINT ROCH;18/09/2015;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;18/09/2015;17H00;21H00;ARTS PLASTIQUES;COURS;LES GRENOUILLES QUI VOULAIENT VOLER
NICE-EST SAINT ROCH;18/09/2015;18H00;19H00;SPORT;REUNION;DAME D'AZUR - DA
NICE-EST SAINT ROCH;18/09/2015;19H00;21H00;THEATRE;COURS;PLAYS AND SONGS
NICE-EST SAINT ROCH;18/09/2015;19H00;21H00;DANSE ;COURS;AMICALEMENT DANSE
NICE-EST SAINT ROCH;19/09/2015;10H00;13H00;CULTURE;REUNION;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;19/09/2015;10H00;11H00;COURS DE LANGUE;COURS;L'ITALI@NICE
NICE-EST SAINT ROCH;19/09/2015;10H00;12H00;SOCIAL;PERMANENCE;MENSA COTE D'AZUR
NICE-EST SAINT ROCH;19/09/2015;10H00;13H00;SOCIAL;PERMANENCE;ANIS - ASSOCIATION NICE POUR L'INTEGRATION ET LA SOLIDARITE
NICE-EST SAINT ROCH;19/09/2015;11H00;13H00;SOCIAL;COURS;AZUR ENTRAIDE
NICE-EST SAINT ROCH;19/09/2015;11H00;12H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;19/09/2015;14H00;18H00;CULTURE;REUNION;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;19/09/2015;14H00;17H00;CULTURE;COURS;LE RENDEZ-VOUS ASTROLOGIQUE
NICE-EST SAINT ROCH;19/09/2015;14H00;17H00;LOISIRS;REUNION;CLUB PHILATELIQUE ET CARTOPHILE DE NICE
NICE-EST SAINT ROCH;19/09/2015;15H00;17H00;DANSE ;COURS;L'DANSE
TRACHEL;14/09/2015;14H00;19H00;PROXIMITE;PERMANENCE;ASSOCIATION DU QUARTIER SAINT-ETIENNE
TRACHEL;16/09/2015;14H00;19H00;PROXIMITE;PERMANENCE;ASSOCIATION DU QUARTIER SAINT-ETIENNE
TRACHEL;19/09/2015;15H00;17H00;CULTURE;ASSEMBLEE GENERALE;KALEDONICE
TRACHEL;19/09/2015;18H00;21H00;CULTURE;COURS;AMCTCN - ASSOCIATION MASSIWA POUR LA CULTURE ET LA TRADITION COMORIENNE A NICE
