id;cout_materiaux_ht;cout_implementation_ht;cout_total_ht;cout_induit_ht;date_sigture_devis;date_facture;date_x;annee_travaux;revenu_mo;climat;Code rÈgion;Code dÈpartement;departement;type_logement;annee_construction;constr_cat;nb_pieces;surf_habitable;montant_aides_fincieres;type_aides_fincieres;renovation_globale;marque;modele;energie_chauffage_avt_travaux;energie_chauffage_installee;generateur;type_chaudiere;cop;puissance;rendement;Colonne1
1604;;;2651;;;;;;;H2;84;;;;;;;;1000;;;LORFLAM;;;GAZ;INSERT;;;;;
1605;;;6919;;;;;;;H2;84;;;;;;;;1000;;;MAX BLANK;;;GAZ;POELE;;;;;
1606;;;4119;;;;;;;H2;84;;;;;;;;1000;;;AUER ;MERAPI 6;;GAZ;INSERT;;;;;
1607;;;4158;;;;;;;H2;84;;;;;;;;1000;;;PALAZZETTI;;;GAZ;POELE;;;;;
1608;;;4654.028436;;;;;;;H2;84;;;;;;;;1000;;;PALAZZETTI;;;GAZ;POELE;;;;;
1609;;;5895;;;;;;;H2;84;;;;;;;;1000;;;PIAZZETTA;;;BOIS;POELE;;;;;
519;;;17689.09953;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1550;av. 1945;;196;;;;;;;;;;;;;
1611;;;3871;;;;;;;H2;84;;;;;;;;1000;;;PIAZZETTA;;;BOIS;POELE;;;;;
1612;;;4703;;;;;;;H2;84;;;;;;;;1000;;;PIAZZETTA;;;BOIS;POELE;;;;;
1613;;;6440.758294;;;;;;;H2;84;;;;;;;;1000;;;PIAZZETTA;;;BOIS;POELE;;;;;
1614;;;4154.50237;;;;;;;H2;84;;;;;;;;1000;;;PALAZZETTI;;;BOIS;POELE;;;;;
520;;;9334.597156;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1971;de 1945 ‡ 1973;;213;;;;;;;;;;;;;
1616;;;4026;;;;;;;H2;84;;;;;;;;1000;;;RAVELLI;;;BOIS;POELE;;;;;
521;;;15497.63033;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1932;av. 1945;;125;;;;;;;;;;;;;
522;;;12322.27488;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1985;de 1974 ‡ 1990;;130;;;;;;;;;;;;;
523;;;12421.80095;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1974;de 1974 ‡ 1990;;120;;;;;;;;;;;;;
1620;;;7302;;;;;;;H2;84;;;;;;;;1000;;;RIKA;;;BOIS;POELE;;;;;
1621;;;6635.07109;;;;;;;H2;84;;;;;;;;1000;;;RIKA;;;BOIS;POELE;;;;;
524;;;4632.227488;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1884;av. 1945;;100;;;;;;;;;;;;;
525;;;6326.066351;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1980;de 1974 ‡ 1990;;115;;;;;;;;;;;;;
526;;;5687.203791;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1948;de 1945 ‡ 1973;;114;;;;;;;;;;;;;
527;;;14717.53555;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1974;de 1974 ‡ 1990;;140;;;;;;;;;;;;;
528;;;6065.402844;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1971;de 1945 ‡ 1973;;44;;;;;;;;;;;;;
529;;;7548.815166;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1948;de 1945 ‡ 1973;;80;;;;;;;;;;;;;
530;;;88650.23697;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1650;av. 1945;;375;;;;;;;;;;;;;
1629;;;3796;;;;;;;H2;84;;;;;;;;1000;;;EUROPA 7;;;GAZ;INSERT;;;;;
1630;;;3696;;;;;;;H2;84;;;;;;;;1000;;;RIKA;;;BOIS;POELE;;;;;
1631;;;4739;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;POELE;;;;;
531;;;706.1611374;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1984;de 1974 ‡ 1990;;110;;;;;;;;;;;;;
532;;;15065.40284;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1962;de 1945 ‡ 1973;;124;;;;;;;;;;;;;
533;;;6256.872038;;;;;;;H2;53;35;ILLE-ET-VILAINE;;2002;ap. 1990;;126;;;;;;;;;;;;;
1635;;;;;;;;;;H2;84;;;;;;;;;;;SCAN;;;BOIS;POELE;;;;;
1636;;;3317;;;;;;;H2;84;;;;;;;;1000;;;SCAN-LINE;;;BOIS;POELE;;;;;
1637;;;5682;;;;;;;H2;84;;;;;;;;1000;;;SCAN-LINE;83;;BOIS;POELE;;;;;
1638;;;4343.127962;;;;;;;H2;84;;;;;;;;1000;;;SCAN;;;BOIS;POELE;;;;;
1639;;;3782;;;;;;;H2;84;;;;;;;;1000;;;FONTE FLAMME;;;GAZ;POELE;;;;;
534;;;27347.8673;;;;;;;H2;53;35;ILLE-ET-VILAINE;;1948;de 1945 ‡ 1973;;165;;;;;;;;;;;;;
1641;;;3149;;;;;;;H2;84;;;;;;;;1000;;;FRANCE TURBO;;;BOIS;POELE;;;;;
1642;;;3923;;;;;;;H2;84;;;;;;;;1000;;;FRANCE TURBO;;;BOIS;POELE;;;;;
1643;;;4378;;;;;;;H2;84;;;;;;;;1000;;;SEGUIN DUTERIEZ;;;BOIS;POELE;;;;;
1644;;;3824;;;;;;;H2;84;;;;;;;;1000;;;SEGUIN DUTERIEZ;;;BOIS;POELE;;;;;
1645;;;5415;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;POELE;;;;;
1646;;;3022;;;;;;;H2;84;;;;;;;;1000;;;SORO;;;BOIS;POELE;;;;;
1647;;;4364;;;;;;;H2;84;;;;;;;;1000;;;SPARTHERM;;;BOIS;POELE;;;;;
1648;;;3215;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;POELE;;;;;
2273;8686.255924;1067.298578;9754.50237;;24/01/2014;24/01/2014;24/01/2014;2014;;H2;24;36;INDRE;;;;;;;;;OERTLI;OENOVIA PAC CONFORT 16 TR;;ELECTRICITE;PAC;AIR-EAU;3.82;16;;
2276;12384.83412;1191.469194;13576.30332;;18/03/2009;18/03/2009;18/03/2009;2009;;H2;24;36;INDRE;;;;;;;;;DAIKIN;ALTHERMA INVERTER;;ELECTRICITE;PAC;AIR-EAU;4.18;16;;
1651;;;4057;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;POELE;;;;;
1652;;;6077;;;;;;;H2;84;;;;;;;;1000;;;TECHNIKA;;;BOIS;INSERT;;;;;
1653;;;2550;;;;;;;H2;84;;;;;;;;1000;;;HARK;;;BOIS;POELE;;;;;
1654;;;4666;;;;;;;H2;84;;;;;;;;1000;;;THERMOROSSI;;;BOIS;POELE;;;;;
1655;;;6635.07109;;;;;;;H2;84;;;;;;;;1000;;;TOTEM;;;BOIS;POELE;;;;;
1656;;;2400;;;;;;;H2;84;;;;;;;;1000;;;HARK;;;BOIS;POELE;;;;;
2303;5804.739336;608.5308057;6413.270142;;05/10/2013;05/10/2013;05/10/2013;2013;;H2;24;36;INDRE;;;;;;;;;BOSCH;OLIO 5000F;;GAZ;CHAUDIERE;A CONDENSATION;;35;;
1658;;;7003;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;BOIS;POELE;;;;;
2308;;;5057.819905;;25/03/2014;25/03/2014;25/03/2014;2014;;H2;24;36;INDRE;;;;;;;;;CHAPPEE;LU PLATINIUM DUO 3.24;;BOIS;CHAUDIERE;A CONDENSATION;;20;;
1660;;;2237;;;;;;;H2;84;;;;;;;;;;;;;;ELECTRICITE;PAC;;;;;
1661;;;;;;;;;;H2;84;;;;;;;;;;;;;;;;;;;;
1662;;;4872.037915;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;POELE;;;;;
1663;;;2991;;;;;;;H2;84;;;;;;;;1000;;;LACUNZA;;;BOIS;POELE;;;;;
2309;;;10581.04265;;20/04/2013;20/04/2013;20/04/2013;2013;;H2;24;36;INDRE;;;;;;;;;OERTLI;MHX II/E 8 MR;;BOIS;PAC;AIR-EAU;4.04;8;;
1665;;;;;;;;;;H2;84;;;;;;;;;;;THERMOROSSI;;;BOIS;POELE;;;;;
2315;;;4752.606635;;22/10/2013;22/10/2013;22/10/2013;2013;;H2;24;36;INDRE;;;;;;;;;CHAPPEE;MOOREA 1 HTE;;GAZ;CHAUDIERE;A CONDENSATION;;22;;
2330;5972.511848;852.1327014;6824.64455;;15/04/2013;15/04/2013;15/04/2013;2013;;H2;24;36;INDRE;;;;;;;;;VIESSMANN ;VITORONDENS 200T;;FIOUL;CHAUDIERE;A CONDENSATION;;33;;
1668;;;3543;;;;;;;H2;84;;;;;;;;1000;;;MODULIA;;;BOIS;POELE;;;;;
2335;;;18236.96682;;09/10/2013;09/10/2013;09/10/2013;2013;;H2;24;36;INDRE;;;;;;;;;HSV;;;BOIS;CHAUDIERE;STANDARD;;22;;
2336;8265.402844;3812.322275;12077.72512;;04/03/2014;04/03/2014;04/03/2014;2014;;H2;24;36;INDRE;;;;;;;;;MITSUBISHI;PUHZ-P125VHA3;;ELECTRICITE;PAC;AIR-AIR;3.62;14;;
2351;2959;1316;4275;1541;21/06/2018;28/09/2017;28/09/2017;2017;;H2;24;36;INDRE;INDIVIDUEL;1970;de 1945 ‡ 1973;10;170;;AH CITE EPTZ;RENOVATION SIMPLE;LG;LGMU3M21;ELECTRICITE;ELECTRICITE;PAC;AIR-AIR;4.21;7;;
1672;;;4146;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;INSERT;;;;;
1673;;;5132.701422;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;;
1674;;;5378;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;INSERT;;;;;
1675;;;5584;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;BOIS;POELE;;;;;
2352;6492;1786;8278;1078;28/09/2017;21/06/2018;21/06/2018;2018;;H2;24;36;INDRE;INDIVIDUEL;1975;de 1974 ‡ 1990;10;;;CITE AH EPTZ;RENOVATION SIMPLE;LG;LGMU5M40;ELECTRICITE;ELECTRICITE;PAC;AIR-AIR;3.81;12.5;;
1677;;;3637;;;;;;;H2;84;;;;;;;;1000;;;PIAZZETTA;;;BOIS;POELE;;;;;
1678;;;3550;;;;;;;H2;84;;;;;;;;1000;;;RICHARD LE DROFF;;;BOIS;POELE;;;;;
2353;8690;1529;10219;2716;29/06/2018;29/06/2018;29/06/2018;2018;16730;H2;24;36;INDRE;INDIVIDUEL;;;;;12000;AH CITE COUP DE POUCE;RENOVATION SIMPLE;OKOFEN;PES212 COMPACT;FIOUL;BOIS;CHAUDIERE;STANDARD;;12;97.7;
1680;;;6764;;;;;;;H2;84;;;;;;;;1000;;;HOBEN;;;BOIS;POELE;;;;;
1681;;;4272.037915;;;;;;;H2;84;;;;;;;;1000;;;HWAM ;;;BOIS;POELE;;;;;
2354;3800;1900;6290;590;17/08/2018;17/08/2018;17/08/2018;2018;12000;H2;24;36;INDRE;INDIVIDUEL;;;;;;HABITER MIEUX SERENITE;RENOVATION SIMPLE;EDILKAMIN;LOGO;ELECTRICITE;BOIS;POELE;;;9.1;;
1683;;;;;;;;;;H2;84;;;;;;;;;;;SCAN-LINE;;;BOIS;POELE;;;;;
2355;4250;818;5068;;30/05/2018;06/11/2018;06/11/2018;2018;30000;H2;24;36;INDRE;INDIVIDUEL;;;6;90;0;0;RENOVATION SIMPLE;HITACHI;XRAK-35RPC;ELECTRICITE;ELECTRICITE;PAC;AIR-AIR;3.82;;;
1685;;;2748;;;;;;;H2;84;;;;;;;;1000;;;LA NORDICA;;;BOIS;POELE;;;;;
1192;;;23675.82938;;;;;;;H1;84;42;LOIRE;;;;;;;;BBC RENOVATION;;;;BOIS;CHAUDIERE;;;;;
1687;;;6798;;;;;;;H2;84;;;;;;;;1000;;;MAX BLANK;;;BOIS;POELE;;;;;
1193;;;5041.706161;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1194;;;1788.625592;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;BOIS;CHAUDIERE;;;;;
1690;;;4739;;;;;;;H2;84;;;;;;;;1000;;;MCZ;;;BOIS;POELE;;;;;
1691;;;5680;;;;;;;H2;84;;;;;;;;1000;;;MCZ;;;BOIS;POELE;;;;;
1195;;;3538.388626;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1196;;;2274.881517;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;ELECTRICITE;PAC;;;;;
1197;;;3412.322275;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1695;;;6434.123223;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;;
1696;;;3791;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;;
1198;;;2597.156398;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1199;;;9952.606635;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;ELECTRICITE;PAC;;;;;
1699;;;6706;;;;;;;H2;84;;;;;;;;1000;;;TOTEM;;;;POELE;;;;;
1700;;;17789;;;;;;;H2;84;;;;;;;;3000;;;HARGASSNER;;;;CHAUDIERE;;;;;
1701;;;13910;;;;;;;H2;84;;;;;;;;3000;;;HARGASSNER;;;GAZ;CHAUDIERE;;;;;
1200;;;5078.672986;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;ELECTRICITE;PAC;;;;;
1703;;;20617;;;;;;;H2;84;;;;;;;;3000;;;KWB;;;FIOUL ;CHAUDIERE;;;;;
1704;;;4929;;;;;;;H2;84;;;;;;;;1000;;;PALAZZETTI;;;BOIS;POELE;;;;;
1201;;;1516.587678;;;;;;;H1;84;42;LOIRE;;;;;;;;BBC RENOVATION;;;;ELECTRICITE;PAC;;;;;
1202;;;3981.042654;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;BOIS;CHAUDIERE;;;;;
1707;;;2843.601896;;;;;;;H2;84;;;;;;;;1000;;;PALAZZETTI;;;BOIS;INSERT;;;;;
1708;;;3033;;;;;;;H2;84;;;;;;;;1000;;;ARISTICO;;;BOIS;POELE;;;;;
1203;;;2665.402844;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;ELECTRICITE;PAC;;;;;
1710;;;6019;;;;;;;H2;84;;;;;;;;1000;;;ATRA;;;BOIS;INSERT;;;;;
1711;;;24;;;;;;;H2;84;;;;;;;;;;;;;;;CHAUDIERE;;;;;
1204;;;3241.706161;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1205;;;6491.943128;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;A CONDENSATION;;;;
1206;;;4356.398104;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1207;;;5798.104265;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1208;;;4595.260664;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1717;;;3507.109005;;;;;;;H2;84;;;;;;;;1000;;;BRISACH;;;BOIS;INSERT;;;;;
1718;;;3386;;;;;;;H2;84;;;;;;;;1000;;;BRISACH;;;BOIS;POELE;;;;;
1719;;;3426;;;;;;;H2;84;;;;;;;;1000;;;BRISACH;;;GAZ;POELE;;;;;
1209;;;6579.146919;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1210;;;9478.672986;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1722;;;2490.047393;;;;;;;H2;84;;;;;;;;1000;;;PALAZZETTI;;;BOIS;POELE;;;;;
1723;;;3991;;;;;;;H2;84;;;;;;;;1000;;;PALAZZETTI;;;BOIS;POELE;;;;;
1724;;;8057;;;;;;;H2;84;;;;;;;;1000;;;RIKA;;;BOIS;POELE;;;;;
1725;;;8065;;;;;;;H2;84;;;;;;;;1000;;;RIKA;;;BOIS;POELE;;;;;
1726;;;3598;;;;;;;H2;84;;;;;;;;1000;;;CMG;;;BOIS;POELE;;;;;
1727;;;5687;;;;;;;H2;84;;;;;;;;1000;;;CONTURA;;;BOIS;POELE;;;;;
1728;;;7583;;;;;;;H2;84;;;;;;;;1000;;;RIKA;;;BOIS;POELE;;;;;
1729;;;5687.203791;;;;;;;H2;84;;;;;;;;1000;;;RIKA;;;BOIS;POELE;;;;;
1211;;;3047.393365;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1212;;;4644.549763;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1732;;;3697;;;;;;;H2;84;;;;;;;;1000;;;ROMOTOP;;;BOIS;POELE;;;;;
1733;;;5152;;;;;;;H2;84;;;;;;;;1000;;;SCAN;;;BOIS;POELE;;;;;
1734;;;6482;;;;;;;H2;84;;;;;;;;1000;;;SCAN;;;BOIS;POELE;;;;;
1735;;;6217;;;;;;;H2;84;;;;;;;;1000;;;SCAN;;;BOIS;POELE;;;;;
1736;;;2090;;;;;;;H2;84;;;;;;;;1000;;;SCAN;;;BOIS;POELE;;;;;
1737;;;3791;;;;;;;H2;84;;;;;;;;1000;;;EXTRAFLAM;;;BOIS;INSERT;;;;;
1213;;;6193.364929;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;;CHAUDIERE;A CONDENSATION;;;;
1214;;;3412.322275;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;ELECTRICITE;PAC;;;;;
1215;;;3369.668246;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;;CHAUDIERE;A CONDENSATION;;;;
1216;;;14218.00948;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;ELECTRICITE;PAC;;;;;
1217;;;9357.345972;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;ELECTRICITE;PAC;;;;;
1743;;;4048;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;;
1744;;;2802;;;;;;;H2;84;;;;;;;;1000;;;SEGUIN DUTERIEZ;;;BOIS;INSERT;;;;;
1218;;;5497.630332;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1219;;;13568.72038;;;;;;;H1;84;42;LOIRE;;;;;;;;BBC RENOVATION;;;;BOIS;CHAUDIERE;;;;;
1747;;;3175;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;CHAUDIERE;;;;;
1748;;;7637;;;;;;;H2;84;;;;;;;;1000;;;STUV;;;BOIS;POELE;;;;;
1220;;;8492.890995;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;;CHAUDIERE;A CONDENSATION;;;;
1221;;;3961.137441;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1751;;;5213;;;;;;;H2;84;;;;;;;;1000;;;GODIN;;;BOIS;INSERT;;;;;
1752;;;2285;;;;;;;H2;84;;;;;;;;1000;;;GODIN;;;BOIS;POELE;;;;;
1753;;;4454.976303;;;;;;;H2;84;;;;;;;;1000;;;TOTEM;;;BOIS;INSERT;;;;;
1222;;;20050.23697;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1755;;;4728;;;;;;;H2;84;;;;;;;;1000;;;HARMAN;;;BOIS;POELE;;;;;
1223;;;13972.51185;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;;CHAUDIERE;A CONDENSATION;;;;
1757;;;6395;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;BOIS;POELE;;;;;
1758;;;7122;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;BOIS;POELE;;;;;
1759;;;6989;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;GAZ;POELE;;;;;
1224;;;14218.00948;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;ELECTRICITE;PAC;;;;;
1761;;;5195;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;BOIS;POELE;;;;;
1762;;;4979;;;;;;;H2;84;;;;;;;;1000;;;HOBEN;;;BOIS;POELE;;;;;
1225;;;853.0805687;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;BOIS;CHAUDIERE;;;;;
1226;;;20012.32227;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1765;;;;;;;;;;H2;84;;;;;;;;;;;LORFLAM;;;BOIS;POELE;;;;;
1227;;;4739.336493;;;;;;;H1;84;42;LOIRE;;;;;;;;BBC RENOVATION;;;;BOIS;CHAUDIERE;;;;;
1767;;;3555;;;;;;;H2;84;;;;;;;;1000;;;MCZ;;;BOIS;POELE;;;;;
1768;;;6161.137441;;;;;;;H2;84;;;;;;;;1000;;;JOLLY MEC ;;;BOIS;POELE;;;;;
1228;;;7301.421801;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;A CONDENSATION;;;;
1229;;;4699.526066;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;A CONDENSATION;;;;
1230;;;2859.71564;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;A CONDENSATION;;;;
1772;;;;;;;;;;H2;84;;;;;;;;;;;JOLLY MEC ;;;BOIS;POELE;;;;;
1773;;;4504;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;;
1231;;;9997.156398;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;BOIS;PAC;;;;;
1775;;;2351;;;;;;;H2;84;;;;;;;;1000;;;FREEPOINT;;;BOIS;POELE;;;;;
1232;;;16682.46445;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;BOIS;CHAUDIERE;;;;;
1233;;;5213.270142;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1234;;;1455.924171;;;;;;;H1;84;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;BOIS;CHAUDIERE;;;;;
1779;;;5048;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;;
1780;;;3566;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;;
1235;;;5687.203791;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1782;;;7102;;;;;;;H2;84;;;;;;;;1000;;;KALFIRE;;;BOIS;INSERT;;;;;
1783;;;7160.189573;;;;;;;H2;84;;;;;;;;1000;;;HWAM ;;;BOIS;POELE;;;;;
1784;;;;;;;;;;H2;84;;;;;;;;;;;KAROO;;;BOIS;POELE;;;;;
1236;;;16454.02844;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;;;;;
1786;;;5261.611374;;;;;;;H2;84;;;;;;;;1000;;;RIKA;;;BOIS;POELE;;;;;
1787;;;5832;;;;;;;H2;84;;;;;;;;1000;;;CMG;;;BOIS;POELE;;;;;
1237;;;17566.82464;;;;;;;H1;84;42;LOIRE;;;;;;;;BBC RENOVATION;;;;BOIS;PAC;;;;;
1789;;;3601.895735;;;;;;;H2;84;;;;;;;;1000;;;LOTUS;;;BOIS;POELE;;;;;
1790;;;2736;;;;;;;H2;84;;;;;;;;1000;;;SUPRA;;;BOIS;POELE;;;;;
1238;;;5415.165877;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;PAC;;;;;
1792;;;4950;;;;;;;H2;84;;;;;;;;1000;;;MAX BLANK;;;BOIS;POELE;;;;;
1239;;;13879.62085;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;PAC;;;;;
1240;;;6162.085308;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;A CONDENSATION;;;;
1795;;;4076;;;;;;;H2;84;;;;;;;;1000;;;EDILKAMIN;;;BOIS;INSERT;;;;;
1796;;;;;;;;;;H2;84;;;;;;;;;;;MCZ;;;BOIS;POELE;;;;;
1797;;;;;;;;;;H2;84;;;;;;;;;;;MCZ;;;BOIS;POELE;;;;;
1798;;;5403;;;;;;;H2;84;;;;;;;;1000;;;JOTUL;;;BOIS;POELE;;;;;
1799;;;;;;;;;;H2;84;;;;;;;;;;;MCZ ;;;BOIS;INSERT;;;;;
1241;;;18957.34597;;;;;;;H1;84;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;BOIS;CHAUDIERE;A CONDENSATION;;;;
1801;;;9791;;;;;;;H2;84;;;;;;;;1000;;;KALFIRE;;;GAZ;POELE;;;;;
1802;;;3079;;;;;;;H2;84;;;;;;;;1000;;;MORSO;;;GAZ;POELE;;;;;
1803;;;2956.398104;;;;;;;H2;84;;;;;;;;1000;;;NORDICA;;;GAZ;POELE;;;;;
1804;;;;;;;;;;H2;84;;;;;;;;1000;;;HASE;;;BOIS;POELE;;;;;
1805;;;2900;;;;;;;H2;84;;;;;;;;1000;;;ORANIER;;;BOIS;POELE;;;;;
1806;;;13543;;;;;;;H2;84;;;;;;;;3000;;;OKOFEN;;;BOIS;CHAUDIERE;;;;;
