SITE;APPLICATION;ANNEE;MOIS;PREMIERE_VISITE;DERNIERE_VISITE;NB_VISITEURS;NB_VISITE;MOY_VISITEURS_VISITE;PAGES;MOY_PAGES_VISITE;HITS;MOY_HITS_VISITE;VOL_BANDEPASSANTE;MOY_BANDEPASSANTE_VISITE
ecoagri.national.agri_logics-agent;logics-agent;2020;Décembre;01 Dec 2020 - 07:36;31 Dec 2020 - 14:45;21;73;3,48;97543;1336,21;103474;1417,45;1114,26;15630,14
ecoagri.national.agri_logics-export;logics-export;2020;Décembre;01 Dec 2020 - 09:47;23 Dec 2020 - 16:59;5;17;3,40;3845;226,18;3982;234,24;7,73;465,94
ecoagri.national.agri_logics-param;logics-param;2020;Décembre;NA;22 Dec 2020 - 20:11;8;8;1,00;1051;131,38;1133;141,62;3,89;498,38
ecoagri.national.agri_logics-webmin;logics-webmin;2020;Décembre;NA;23 Dec 2020 - 12:02;6;6;1,00;2841;473,50;2921;486,83;5,95;1016,17
ensagri.agriculture.gouv.fr;;2020;Décembre;01 Dec 2020 - 00:00;31 Dec 2020 - 18:20;3889;15683;4,03;10571055;674,05;11697529;745,87;34556,39;2256,31
ensagri.agriculture.gouv.fr_alexia;alexia;2020;Décembre;01 Dec 2020 - 04:25;31 Dec 2020 - 15:22;67;119;1,78;5429;45,62;16425;138,03;278,54;2396,82
ensagri.agriculture.gouv.fr_arpent-resultats-api;arpent-resultats-api;2020;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ensagri.agriculture.gouv.fr_elena;elena;2020;Décembre;01 Dec 2020 - 07:52;22 Dec 2020 - 16:22;10;11;1,10;834;75,82;1088;98,91;14,89;1386,00
ensagri.agriculture.gouv.fr_fregata;fregata;2020;Décembre;01 Dec 2020 - 03:08;31 Dec 2020 - 11:44;1229;4913;4,00;1578214;321,23;1700139;346,05;4301,68;896,59
ensagri.agriculture.gouv.fr_guepard;guepard;2020;Décembre;01 Dec 2020 - 00:57;31 Dec 2020 - 18:01;845;2043;2,42;116057;56,81;426537;208,78;4223,73;2117,03
ensagri.agriculture.gouv.fr_habilis;habilis;2020;Décembre;01 Dec 2020 - 16:06;28 Dec 2020 - 11:43;50;86;1,72;20292;235,95;22077;256,71;125,35;1492,58
ensagri.agriculture.gouv.fr_indexa2acteur;indexa2acteur;2020;Décembre;01 Dec 2020 - 08:09;31 Dec 2020 - 17:43;120;136;1,13;13770;101,25;15244;112,09;82,58;621,77
ensagri.agriculture.gouv.fr_indexa2assr;indexa2assr;2020;Décembre;01 Dec 2020 - 06:29;31 Dec 2020 - 18:20;389;1132;2,91;3158390;2790,10;3248745;2869,92;6957,17;6293,42
ensagri.agriculture.gouv.fr_indexa2ccf;indexa2ccf;2020;Décembre;01 Dec 2020 - 00:00;31 Dec 2020 - 09:14;137;173;1,26;19522;112,84;20719;119,76;89,56;530,12
ensagri.agriculture.gouv.fr_indexa2delib;indexa2delib;2020;Décembre;01 Dec 2020 - 00:23;24 Dec 2020 - 10:49;34;82;2,41;32466;395,93;33406;407,39;81,56;1018,45
ensagri.agriculture.gouv.fr_indexa2etab;indexa2etab;2020;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ensagri.agriculture.gouv.fr_indexa2inscription;indexa2inscription;2020;Décembre;01 Dec 2020 - 00:00;31 Dec 2020 - 18:08;1215;3183;2,62;1361256;427,66;1483787;466,16;3261,39;1049,22
ensagri.agriculture.gouv.fr_indexa2jury;indexa2jury;2020;Décembre;01 Dec 2020 - 15:39;18 Dec 2020 - 15:46;4;4;1,00;130;32,50;142;35,50;1,67;428,00
ensagri.agriculture.gouv.fr_indexa2resultat;indexa2resultat;2020;Décembre;01 Dec 2020 - 05:24;31 Dec 2020 - 09:14;217;304;1,40;144104;474,03;149598;492,10;717,23;2415,94
ensagri.agriculture.gouv.fr_indexa2term;indexa2term;2020;Décembre;01 Dec 2020 - 00:16;22 Dec 2020 - 09:13;18;32;1,78;10415;325,47;10897;340,53;22,56;722,03
ensagri.agriculture.gouv.fr_indexa2uc;indexa2uc;2020;Décembre;01 Dec 2020 - 04:53;31 Dec 2020 - 18:03;684;2367;3,46;178553;75,43;453953;191,78;5337,36;2309,02
ensagri.agriculture.gouv.fr_iris;iris;2020;Décembre;01 Dec 2020 - 07:18;31 Dec 2020 - 16:59;267;387;1,45;18146;46,89;54803;141,61;571,79;1512,94
ensagri.agriculture.gouv.fr_phoenix-admin;phoenix-admin;2020;Décembre;08 Dec 2020 - 15:27;16 Dec 2020 - 20:47;7;9;1,29;932;103,56;1170;130,00;6,83;777,11
ensagri.agriculture.gouv.fr_phoenix-dotation;phoenix-dotation;2020;Décembre;01 Dec 2020 - 07:02;31 Dec 2020 - 16:09;595;1502;2,52;417607;278,03;456533;303,95;1862,04;1269,46
ensagri.agriculture.gouv.fr_portailexamen;portailexamen;2020;Décembre;01 Dec 2020 - 00:00;31 Dec 2020 - 18:08;1927;6765;3,51;1555187;229,89;1593164;235,50;3086,87;467,25
ensagri.agriculture.gouv.fr_portalis;portalis;2020;Décembre;01 Dec 2020 - 00:00;31 Dec 2020 - 17:10;1594;5915;3,71;1401282;236,90;1429472;241,67;1894,31;327,94
ensagri.agriculture.gouv.fr_refea;refea;2020;Décembre;01 Dec 2020 - 07:52;31 Dec 2020 - 15:41;503;842;1,67;258951;307,54;280544;333,19;1082,06;1315,95
ensagri.agriculture.gouv.fr_ti-etab;ti-etab;2020;Décembre;01 Dec 2020 - 10:03;30 Dec 2020 - 11:45;27;32;1,19;1125;35,16;1291;40,34;9,67;309,53
ensagri.agriculture.gouv.fr_tr-etab;tr-etab;2020;Décembre;01 Dec 2020 - 16:46;22 Dec 2020 - 16:22;25;31;1,24;14290;460,97;14732;475,23;24,52;810,03
ensagri.agriculture.gouv.fr_tr-usagers;tr-usagers;2020;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ensagri.national.agri;;2020;Décembre;01 Dec 2020 - 08:09;31 Dec 2020 - 16:04;296;630;2,13;46675;74,09;93388;148,23;664,24;1079,66
ensagri.national.agri_aeea;aeea;2020;Décembre;01 Dec 2020 - 08:27;31 Dec 2020 - 09:30;101;212;2,10;1710;8,07;13496;63,66;70,39;340,00
ensagri.national.agri_arpent-api-sinex;arpent-api-sinex;2020;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ensagri.national.agri_indexa2parametrage;indexa2parametrage;2020;Décembre;01 Dec 2020 - 08:09;24 Dec 2020 - 11:04;95;157;1,65;31952;203,52;35781;227,90;90,30;588,99
foret.agriculture.gouv.fr;;2020;Décembre;01 Dec 2020 - 07:54;31 Dec 2020 - 16:10;133;366;2,75;335310;916,15;379332;1036,43;1921,28;5375,39
foret.national.agri;;2020;Décembre;01 Dec 2020 - 00:00;31 Dec 2020 - 17:14;147;293;1,99;484098;1652,21;512136;1747,90;2099,14;7336,25
foret.national.agri_sylvanat;sylvanat;2020;Décembre;01 Dec 2020 - 00:00;31 Dec 2020 - 17:14;85;181;2,13;426056;2353,90;443526;2450,42;1899,13;10744,23
formation.alim.national.agri;;2020;Décembre;01 Dec 2020 - 08:54;31 Dec 2020 - 10:08;138;275;1,99;260808;948,39;277738;1009,96;613,95;2286,12
formation.alim.national.agri_sial-habilitations-autoform;sial-habilitations-autoform;2020;Décembre;01 Dec 2020 - 16:21;31 Dec 2020 - 10:08;18;19;1,06;19240;1012,63;19470;1024,74;27,59;1486,68
formation.alim.national.agri_sial-habilitations-stagiaire;sial-habilitations-stagiaire;2020;Décembre;01 Dec 2020 - 08:56;31 Dec 2020 - 08:57;6;25;4,17;6265;250,60;6500;260,00;10,72;439,20
formation.alim.national.agri_sial-inspections-autoform;sial-inspections-autoform;2020;Décembre;NA;10 Dec 2020 - 16:50;3;3;1,00;172;57,33;224;74,67;1,05;360,00
formation.alim.national.agri_sial-inspections-stagiaire;sial-inspections-stagiaire;2020;Décembre;01 Dec 2020 - 16:21;31 Dec 2020 - 10:08;18;19;1,06;19240;1012,63;19470;1024,74;27,59;1486,68
formation.alim.national.agri_sial-methodes-autoform;sial-methodes-autoform;2020;Décembre;NA;23 Dec 2020 - 14:45;2;2;1,00;822;411,00;872;436,00;2,08;1065,50
formation.alim.national.agri_sial-methodes-stagiaire;sial-methodes-stagiaire;2020;Décembre;01 Dec 2020 - 08:55;31 Dec 2020 - 08:57;6;25;4,17;1276;51,04;1443;57,72;7,36;301,52
formation.alim.national.agri_sial-nomenclatures-stagiaire;sial-nomenclatures-stagiaire;2020;Décembre;01 Dec 2020 - 08:56;31 Dec 2020 - 08:57;5;24;4,80;942;39,25;1076;44,83;6,37;271,79
formation.alim.national.agri_sial-si2a-autoform;sial-si2a-autoform;2020;Décembre;01 Dec 2020 - 10:01;24 Dec 2020 - 16:20;25;60;2,40;109275;1821,25;113875;1897,92;156,77;2675,47
formation.alim.national.agri_sial-si2a-stagiaire;sial-si2a-stagiaire;2020;Décembre;01 Dec 2020 - 08:56;31 Dec 2020 - 08:57;16;44;2,75;52910;1202,50;55285;1256,48;95,78;2229,07
formation.alim.national.agri_sial-usagers-autoform;sial-usagers-autoform;2020;Décembre;NA;29 Dec 2020 - 20:59;12;23;1,92;5921;257,43;6582;286,17;16,03;713,70
formation.alim.national.agri_sial-usagers-stagiaire;sial-usagers-stagiaire;2020;Décembre;01 Dec 2020 - 08:56;31 Dec 2020 - 08:57;7;26;3,71;1429;54,96;1724;66,31;9,12;359,35
ftp.agriculture.ader.gouv.fr;;2020;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ftp.agriculture.gouv.fr;;2020;Décembre;01 Dec 2020 - 00:00;31 Dec 2020 - 23:59;46;118;2,57;146006;1237,34;146008;1237,36;4132,18;35858,96
ftp.national.agri;;2020;Décembre;01 Dec 2020 - 11:19;28 Dec 2020 - 17:46;34;44;1,29;171;3,89;17383;395,07;18983,85;441805,89
ged.agriculture;;2020;Décembre;01 Dec 2020 - 07:23;31 Dec 2020 - 15:37;353;580;1,64;24159;41,65;73609;126,91;2872,94;5072,23
ged.agriculture.ader.gouv.fr;;2020;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ged.agriculture.ader.gouv.fr_gednet;gednet;2020;Décembre;NA;NA;0;0;0,00;0;0,00;0;0,00;0,00;0,00
ged.agriculture.gouv.fr;;2020;Décembre;01 Dec 2020 - 05:12;31 Dec 2020 - 16:58;289;679;2,35;34929;51,44;115536;170,16;5267,93;7944,56
ged.agriculture.gouv.fr_gednet;gednet;2020;Décembre;01 Dec 2020 - 05:12;31 Dec 2020 - 16:58;280;648;2,31;34898;53,85;115505;178,25;5267,93;8324,62
ged.agriculture_gedsi;gedsi;2020;Décembre;01 Dec 2020 - 07:23;31 Dec 2020 - 15:37;353;580;1,64;24159;41,65;73609;126,91;2872,94;5072,23
ged.national.agri;;2020;Décembre;01 Dec 2020 - 00:01;31 Dec 2020 - 23:28;2332;6224;2,67;395115;63,48;1176494;189,03;124116,96;20420,27
ged.national.agri_gedcourrier;gedcourrier;2020;Décembre;01 Dec 2020 - 04:34;31 Dec 2020 - 12:41;189;445;2,35;19872;44,66;57284;128,73;395,24;909,51
ged.national.agri_gednet;gednet;2020;Décembre;01 Dec 2020 - 10:18;31 Dec 2020 - 11:58;39;56;1,44;1195;21,34;4040;72,14;51,93;949,61
ged.national.agri_gedsi;gedsi;2020;Décembre;01 Dec 2020 - 00:01;31 Dec 2020 - 23:28;2191;5733;2,62;373997;65,24;1115119;194,51;123669,78;22089,28
geo.national.agri;;2020;Décembre;01 Dec 2020 - 08:00;31 Dec 2020 - 19:34;19;374;19,68;300058;802,29;300094;802,39;1444,72;3955,61
gestion.agriculture.gouv.fr;;2020;Décembre;01 Dec 2020 - 00:33;31 Dec 2020 - 20:23;243;1231;5,07;110044;89,39;290381;235,89;3918,07;3259,22
gestion.agriculture.gouv.fr_darwin;darwin;2020;Décembre;01 Dec 2020 - 00:33;31 Dec 2020 - 20:23;187;498;2,66;54731;109,90;161849;325,00;2180,80;4484,22
gestion.agriculture.gouv.fr_decouverte-mobile;decouverte-mobile;2020;Décembre;01 Dec 2020 - 10:26;31 Dec 2020 - 15:55;12;16;1,33;1888;118,00;1983;123,94;8,14;520,69
gestion.agriculture.gouv.fr_elecprorh;elecprorh;2020;Décembre;02 Dec 2020 - 10:01;11 Dec 2020 - 08:11;2;3;1,50;497;165,67;518;172,67;2,05;699,33
gestion.national.agri;;2020;Décembre;01 Dec 2020 - 04:00;31 Dec 2020 - 18:38;1389;4469;3,22;1035861;231,79;1347764;301,58;19055,48;4366,26
gestion.national.agri_decouverte;decouverte;2020;Décembre;01 Dec 2020 - 07:09;31 Dec 2020 - 18:38;701;2257;3,22;174248;77,20;310228;137,45;11917,50;5406,97
gestion.national.agri_escale;escale;2020;Décembre;01 Dec 2020 - 06:55;31 Dec 2020 - 15:31;55;177;3,22;8605;48,62;48352;273,18;241,16;1395,20
gestion.national.agri_themis;themis;2020;Décembre;01 Dec 2020 - 08:06;31 Dec 2020 - 15:09;48;143;2,98;10416;72,84;27397;191,59;218,33;1563,41
gestion.national.agri_themis-stats;themis-stats;2020;Décembre;NA;29 Dec 2020 - 09:22;2;2;1,00;10;5,00;249;124,50;0,44;224,00
identification.agriculture.gouv.fr;;2020;Décembre;NA;22 Dec 2020 - 13:33;3;4;1,33;12;3,00;12;3,00;0,01;1,50
info.agriculture.gouv.fr;;2020;Décembre;01 Dec 2020 - 00:00;31 Dec 2020 - 23:58;70452;121892;1,73;454033;3,72;1234176;10,13;189425,47;1591,34
info.agriculture.gouv.fr_gedei;gedei;2020;Décembre;01 Dec 2020 - 00:00;31 Dec 2020 - 23:58;70452;121892;1,73;454033;3,72;1234176;10,13;189425,47;1591,34
