code INSEE Departement,code INSEE commune,Commune brute,Adresse brute,Adresse formatee,Numero du bureau de vote,date,latitude,longitude
33,,SAINT-PHILIPPE-D'AIGUILL,MAIRIE 1,,,,,
33,,SAINTE-TERRE,OFFICE DU TOURISME 1, Sainte-Terre,,,44.8284,-0.112869
33,,SAINTE-TERRE,MAIRIE DE SAINTE TERRE 2, Sainte-Terre,,,44.8296,-0.113204
33,,LES SALLES-DE-CASTILLON,MAIRIE 1,,,,,
33,,VIGNONET,MAIRIE 1,,,,,
33,,ABZAC,MAIRIE 1,,,,,
33,,CAMPS-SUR-L'ISLE,MAIRIE 1,,,,,
33,,CHAMADELLE,MAIRIE 1,,,,,
33,,COUTRAS,COLLEGE DE COUTRAS 1, Coutras,,,45.041,-0.130282
33,,COUTRAS,ECOLE DE TROQUEREAU SUR L'ISLE 2, Coutras,,,45.041,-0.130282
33,,COUTRAS,ESPACE CULTUREL MAURICE DRUON 3, Coutras,,,45.041,-0.130282
33,,COUTRAS,GROUPE SCOLAIRE HENRI SAUGUET 4, Coutras,,,45.041,-0.130282
33,,COUTRAS,RESIDENCE PERSONNES AGEES 5, Coutras,,,45.0385,-0.131489
33,,COUTRAS,SALLE DES FETES 6,,,,,
33,,LES EGLISOTTES-ET-CHALAURES,MAIRIE 1,,,,,
33,,LES EGLISOTTES-ET-CHALAURES,SALLE MUNICIPALE 2,,,,,
33,,LE FIEU,MAIRIE 1,,,,,
33,,LES PEINTURES,MAIRIE 1,,,,,
33,,PORCHERES,MAIRIE 1,,,,,
33,,SAINT-ANTOINE-SUR-L'ISLE,MAIRIE 1,,,,,
33,,SAINT-CHRISTOPHE-DE-DOUBLE,MAIRIE 1,,,,,
33,,SAINT-MEDARD-DE-GUIZIERES,MAIRIE 1,,,,,
33,,SAINT-MEDARD-DE-GUIZIERES,SALLE DE LA ROSE GUIZIEROISE 2, Saint-Médard-de-GuiziÃ¨res,,,45.0159,-0.0601013
33,,SAINT-SEURIN-SUR-L'ISLE,MANUFACTURE BONNOT 1, Lisle,,,41.799,-88.0713
33,,SAINT-SEURIN-SUR-L'ISLE,MANUFACTURE BONNOT 2, Lisle,,,41.799,-88.0713
33,,ASQUES,MAIRIE 1,,,,,
33,,CADILLAC-EN-FRONSADAIS,MAIRIE 1,,,,,
33,,FRONSAC,MAIRIE 1,,,,,
33,,GALGON,SALLE DES FETES 1,,,,29.3701,-94.9718
33,,GALGON,SALLE DES FETES 2,,,,,
33,,LA LANDE-DE-FRONSAC,MAIRIE 1,,,,,
33,,LA LANDE-DE-FRONSAC,RESTAURANT SCOLAIRE 2,,,,44.8822,-0.428207
33,,LUGON-ET-L'ILE-DU-CARNEY,MAIRIE 1,,,,,
33,,MOUILLAC,MAIRIE 1,,,,,
33,,PERISSAC,MAIRIE 1,,,,,
33,,LA RIVIERE,MAIRIE 1,,,,,
33,,SAILLANS,MAIRIE 1,,,,,
33,,SAINT-AIGNAN,MAIRIE 1,,,,,
33,,SAINT-GENES-DE-FRONSAC,MAIRIE 1,,,,,
33,,SAINT-GERMAIN-DE-LA-RIVIERE ,MAIRIE 1,,,,,
33,,SAINT-MICHEL-DE-FRONSAC,MAIRIE 1,,,,,
33,,SAINT-ROMAIN-LA-VIRVEE,MAIRIE 1,,,,,
33,,TARNES,MAIRIE 1,,,,,
33,,VERAC,MAIRIE 1,,,,,
33,,BAYAS ,MAIRIE 1,,,,,
33,,BONZAC,MAIRIE 1,,,,,
33,,GUITRES,MAIRIE 1,,,,,
33,,LAGORCE,FOYER COMMUNAL 1,,,,45.363,-0.975793
33,,LAPOUYADE,MAIRIE 1,,,,,
33,,MARANSIN ,MAIRIE 1,,,,,
33,,SABLONS,FOYER CULTUREL COMMUNAL 1, Sablons,,,45.0286,-0.183201
33,,SAINT-CIERS-D'ABZAC,MAIRIE 1,,,,,
33,,SAINT-DENIS-DE-PILE,ECOLE PRIMAIRE 1,,,,45.1291,-0.661366
33,,SAINT-DENIS-DE-PILE,ECOLE PRIMAIRE 2,,,,44.8405,-0.77547
33,,SAINT-DENIS-DE-PILE,ECOLE PRIMAIRE 3, Saint-Denis-de-Pile,,,44.9925,-0.205306
33,,SAINT-DENIS-DE-PILE,ECOLE PRIMAIRE 4, Saint-Denis-de-Pile,,,44.9925,-0.205306
33,,SAINT-MARTIN-DE-LAYE,SALLE COMMUNALE 1,,,,,
33,,SAINT-MARTIN-DU-BOIS,MAIRIE 1,,,,,
33,,SAVIGNAC-DE-L'ISLE,MAIRIE 1,,,,,
33,,TIZAC-DE-LAPOUYADE,MAIRIE 1,,,,,
33,,ARVEYRES,SALLE POLYVALENTE 1,,,,45.1654,-0.65012
33,,ARVEYRES,SALLE COMMUNALE 2,,,,44.6348,-0.33672
33,,LES BILLAUX,MAIRIE 1,,,,,
33,,CADARSAC,SALLE POLYVALENTE 1,,,,45.1654,-0.65012
33,,IZON,ECOLE ELEMENTAIRE CLARIS DE FLORIAN 1,,,,,
33,,IZON,ECOLE ELEMENTAIRE CLARIS DE FLORIAN 2,,,,,
33,,IZON,ECOLE ELEMENTAIRE CLARIS DE FLORIAN 3,,,,,
33,,IZON,SALLE DES FETES 4,,,,,
33,,IZON,SALLE DES FETES 5,,,,,
33,,LALANDE-DE-POMEROL,MAIRIE 1,,,,,
33,,LIBOURNE,ECOLE DE GARDEROSE 1,1 Boulevard de Garderose - 33500 Libourne,,,44.9001,-0.223793
33,,LIBOURNE,ECOLE DE GARDEROSE 2,2 Boulevard de Garderose - 33500 Libourne,,,44.8985,-0.237184
33,,LIBOURNE,ECOLE DE L'EPINETTE 3, Libourne,,,44.918,-0.241668
33,,LIBOURNE,ECOLE DE L'EPINETTE 4, Libourne,,,44.918,-0.241668
33,,LIBOURNE,ECOLE DES CHARRUAUDS 5, Libourne,,,44.918,-0.241668
33,,LIBOURNE,ECOLE DES CHARRUAUDS 6, Libourne,,,44.918,-0.241668
33,,LIBOURNE,ECOLE DU CENTRE 7,,,,,
33,,LIBOURNE,ECOLE DU NORD 8,,,,,
33,,LIBOURNE,ECOLE DU NORD I GARCONS 9,,,,,
33,,LIBOURNE,ECOLE DU NORD I GARCONS 10,,,,,
33,,LIBOURNE,ECOLE DU NORD II 11,,,,,
33,,LIBOURNE,ECOLE DU SUD 12,,,,,
33,,LIBOURNE,HOTEL DE VILLE 13, Libourne,,,44.918,-0.241668
33,,LIBOURNE,HOTEL DE VILLE 14, Libourne,,,44.918,-0.241668
33,,LIBOURNE,PALAIS DE JUSTICE 15, Libourne,,,44.9113,-0.243574
33,,LIBOURNE,PALAIS DE JUSTICE 16, Libourne,,,44.9113,-0.243574
33,,LIBOURNE,SALLE DU VERDET 17, Libourne,,,44.9113,-0.243574
33,,LIBOURNE,SALLE DU VERDET 18, Libourne,,,44.9113,-0.243574
33,,POMEROL,MAIRIE 1,,,,,
33,,SAINT-EMILION,ESPACE GUADET 1, Saint-Ãmilion,,,44.896,-0.155475
33,,SAINT-EMILION,ESPACE GUADET 2, Saint-Ãmilion,,,44.896,-0.155475
33,,SAINT-SULPICE-DE-FALEYRENS,MAIRIE 1,,,,,
33,,SAINT-SULPICE-DE-FALEYRENS,RESIDENCE POUR PERSONNES AGEES 2, Saint-Sulpice-de-Faleyrens,,,44.8749,-0.190495
33,,VAYRES,FOYER DU TROISIEME AGE 1, Vayres,,,44.8969,-0.318717
33,,VAYRES,SALLE POLYVALENTE 2,,,,45.1399,-0.411564
33,,LES ARTIGUES-DE-LUSSAC,MAIRIE 1,,,,,
33,,FRANCS,MAIRIE 1,,,,,
33,,GOURS,MAIRIE 1,,,,,
33,,LUSSAC,FOYER COMMUNAL 1,,,,45.363,-0.975793
33,,MONTAGNE ,CANTINE SCOLAIRE 1,,,,45.1604,-0.623048
33,,MONTAGNE ,ECOLE PUBLIQUE 2, Montagne,,,44.9304,-0.12947
33,,NEAC,MAIRIE 1,,,,,
33,,PETIT-PALAIS-ET-CORNEMPS,SALLE POLYVALENTE 1,,,,45.1654,-0.65012
33,,PUISSEGUIN ,MAIRIE 1,,,,,
33,,PUYNORMAND,MAIRIE 1,,,,,
33,,SAINT-CHRISTOPHE-DES-BARDES,FOYER COMMUNAL 1,,,,45.363,-0.975793
33,,SAINT-CIBARD,MAIRIE 1,,,,,
33,,SAINT-SAUVEUR-DE-PUYNORMAND,MAIRIE 1,,,,,
33,,TAYAC,MAIRIE 1,,,,,
33,,BOSSUGAN,MAIRIE 1,,,,,
33,,CIVRAC-SUR-DORDOGNE,MAIRIE 1,,,,,
33,,COUBEYRAC,MAIRIE 1,,,,,
33,,DOULEZON,MAIRIE 1,,,,,
33,,FLAUJAGUES,FOYER POLYVALENT 1, Flaujagues,,,44.8278,0.0361558
33,,GENSAC,MAIRIE 1,,,,,
33,,JUILLAC,MAIRIE 1,,,,,
33,,MOULIETS-ET-VILLEMARTIN,MAIRIE 1,,,,,
33,,PESSAC-SUR-DORDOGNE,FOYER MUNICIPAL 1, Pessac-sur-Dordogne,,,44.82,0.0798242
33,,PUJOLS,FOYER MUNICIPAL 1,,,,44.82,0.0798242
33,,RAUZAN,MAIRIE 1,,,,,
33,,SAINTE-FLORENCE,MAIRIE 1,,,,,
33,,SAINT-JEAN-DE-BLAIGNAC,MAIRIE 1,,,,,
33,,SAINT-PEY-DE-CASTETS ,MAIRIE 1,,,,,
33,,SAINTE-RADEGONDE,MAIRIE 1,,,,,
33,,SAINT-VINCENT-DE-PERTIGNAS,MAIRIE 1,,,,,
33,,CAPLONG,MAIRIE 1,,,,,
33,,EYNESSE,MAIRIE 1,,,,,
33,,LES LEVES-ET-THOUMEYRAGUES,MAIRIE 1,,,,,
33,,LIGUEUX,MAIRIE 1,,,,,
33,,MARGUERON,MAIRIE 1,,,,,
33,,PINEUILH ,"MAIRIE, salle des mariages 1", Pineuilh,,,44.8354,0.218452
33,,PINEUILH ,SALLE MUNICIPALE 2,,,,,
33,,PINEUILH ,SALLE POLYVALENTE 3,,,,44.9827,-0.603928
33,,RIOCAUD,MAIRIE 1,,,,,
33,,LA ROQUILLE,MAIRIE 1,,,,,
33,,SAINT-ANDRE-ET-APPELLES,PONT DE LA BEAUZE 1,1 Le Pont de la Beauze - 33220 Saint-André-et-Appelles,,,44.8202,0.19607
33,,SAINT-AVIT-DE-SOULEGE,MAIRIE 1,,,,,
33,,SAINT-AVIT-SAINT-NAZAIRE,"MAIRIE, salle du conseil municipal 1",Lieu-Dit Les Bois Du Nord - 33220 St-Avit,,,44.7995,0.14929
33,,SAINT-AVIT-SAINT-NAZAIRE,"MAIRIE, secretariat 2", - 33220 St-Avit,,,44.8522,0.25761
33,,SAINTE-FOY-LA-GRANDE,COMPLEXE CULTUREL 'CLARISSE BRIAN RECLUS' 1, Sainte-Foy-la-Grande,,,44.8388,0.218039
33,,SAINTE-FOY-LA-GRANDE,COMPLEXE CULTUREL 'CLARISSE BRIAN RECLUS' 2, Sainte-Foy-la-Grande,,,44.8388,0.218039
33,,SAINT-PHILIPPE-DU-SEIGNAL,MAIRIE 1,,,,,
33,,SAINT-QUENTIN-DE-CAPLONG,MAIRIE 1,,,,,
33,,ARCACHON,ECOLE CONDORCET 1 1, Arcachon,,,44.6548,-1.14993
33,,ARCACHON,ECOLE CONDORCET 2 2, Arcachon,,,44.6548,-1.14993
33,,ARCACHON,ECOLE DES ABATILLES 3, Arcachon,,,44.6548,-1.14993
33,,ARCACHON,ECOLE DES MOUETTES 4,,,,,
33,,ARCACHON,ECOLE DU MOULEAU 5,,,,,
33,,ARCACHON,ECOLE PAUL BERT 6, Arcachon,,,44.6548,-1.14993
33,,ARCACHON,ECOLE VICTOR DURUY 1 7, Arcachon,,,44.6548,-1.14993
33,,ARCACHON,ECOLE VICTOR DURUY 2 8, Arcachon,,,44.6548,-1.14993
33,,ARCACHON,MAISON DES JEUNES 9, Arcachon,,,44.6591,-1.1643
33,,ARCACHON,SALLE D'AUDIENCE DU TRIBUNAL 10, Arcachon,,,44.6591,-1.1643
33,,ARCACHON,SALLE DU CONSEIL MUNICIPAL 11, Arcachon,,,44.6591,-1.1643
33,,ANDERNOS-LES-BAINS,'ECOLE DE MUSIQUE 1, Andernos-les-Bains,,,44.7455,-1.10354
33,,ANDERNOS-LES-BAINS,ECOLE MATERNELLE DE CAPSUS 2,,,,,
33,,ANDERNOS-LES-BAINS,ECOLE MATERNELLE DU COULIN 3,,,,,
33,,ANDERNOS-LES-BAINS,ECOLE PRIMAIRE DE CAPSUS 4, Andernos-les-Bains,,,44.7455,-1.10354
33,,ANDERNOS-LES-BAINS,ECOLE PRIMAIRE DE CAPSUS (SALLE 2) 5, Andernos-les-Bains,,,44.7455,-1.10354
33,,ANDERNOS-LES-BAINS,ECOLE PRIMAIRE DU BETEY 6, Andernos-les-Bains,,,44.7455,-1.10354
33,,ANDERNOS-LES-BAINS,ECOLE PRIMAIRE JULES FERRY 7,,,,,
33,,ANDERNOS-LES-BAINS,MAIRIE 8,,,,,
33,,ANDERNOS-LES-BAINS,SALLE DU BROUSTIC 9,,,,,
33,,ANDERNOS-LES-BAINS,SALLE DU BROUSTIC (salle 2) 10,,,,,
33,,ANDERNOS-LES-BAINS,SALLE DU BROUSTIC (salle 3) 11,,,,,
33,,ARES,ANCIENNE MAIRIE 1, ArÃ¨s,,,44.7672,-1.14039
33,,ARES,DOMAINE DES LUGEES 2, ArÃ¨s,,,44.7672,-1.14039
33,,ARES,HOTEL DE VILLE 3,,,,45.5155,-1.12185
33,,ARES,SALLE POLYVALENTE BREMONTIER 4, ArÃ¨s,,,44.7666,-1.13907
33,,ARES,SALLE POLYVALENTE BREMONTIER 5, ArÃ¨s,,,44.7666,-1.13907
33,,AUDENGE,ECOLE PRIMAIRE 1 1, Audenge,,,44.6818,-1.01331
33,,AUDENGE,ECOLE PRIMAIRE 2 2, Audenge,,,44.6818,-1.01331
33,,AUDENGE,LUBEC - ANCIENNE ECOLE 3, Audenge,,,44.6818,-1.01331
33,,AUDENGE,RESTAURANT SCOLAIRE DE L'ECOLE ELEMENTAIRE 4, Audenge,,,44.6839,-1.01606
33,,AUDENGE,SALLE DES FETES DE LA MAIRIE 5,,,,,
33,,AUDENGE,SALLE DES FETES DE LA MAIRIE 6,,,,,
33,,BIGANOS,ECOLE MATERNELLE MARCEL PAGNOL 1, Biganos,,,44.6451,-0.982105
33,,BIGANOS,MAIRIE ANNEXE DES ARGENTIERES 2, Biganos,,,44.6451,-0.982105
33,,BIGANOS,SALLE DES FÃTES NÂ° 1 3, Biganos,,,44.6451,-0.982105
33,,BIGANOS,SALLE DES FÃTES NÂ° 2 4, Biganos,,,44.6451,-0.982105
33,,BIGANOS,SALLE DES FÃTES NÂ° 3 5, Biganos,,,44.6451,-0.982105
33,,BIGANOS,SALLE DES FÃTES NÂ° 4 6, Biganos,,,44.6451,-0.982105
33,,BIGANOS,SALLE DES FÃTES NÂ°5 7, Biganos,,,44.6451,-0.982105
33,,LANTON,SALLE DE QUARTIER 1,Allée de la Salle de Quartier - 33138 Lanton,,,44.7834,-0.937215
33,,LANTON,ECOLE DE CASSY 2, Lanton,,,44.7017,-1.03313
33,,LANTON,ECOLE DE CASSY 3, Lanton,,,44.7017,-1.03313
33,,LANTON,CENTRE D'ANIMATION 4, Lanton,,,44.7017,-1.03313
33,,LANTON,CENTRE D'ANIMATION 5, Lanton,,,44.7017,-1.03313
33,,LANTON,SALLE DE QUARTIER 6,Allée de la Salle de Quartier - 33138 Lanton,,,44.7834,-0.937215
33,,LEGE-CAP-FERRET,MAIRIE DE LEGE-CAP-FERRET 1,84 Avenue de la Mairie - 33950 LÃ¨ge-Cap-Ferret,,,44.7955,-1.14661
33,,LEGE-CAP-FERRET,ANCIENNE MAIRIE DE LEGE 2, LÃ¨ge-Cap-Ferret,,,44.7947,-1.14734
33,,LEGE-CAP-FERRET,CLUB SOLEIL COUCHANT 3, LÃ¨ge-Cap-Ferret,,,44.7947,-1.14734
33,,LEGE-CAP-FERRET,L'O.M.T. PANIER FLEUR 4, LÃ¨ge-Cap-Ferret,,,44.7947,-1.14734
33,,LEGE-CAP-FERRET,MAIRIE DU CANON 5, LÃ¨ge-Cap-Ferret,,,44.7947,-1.14734
33,,LEGE-CAP-FERRET,MAIRIE DU CAP-FERRET 6,Rue de la Mairie - 33970 LÃ¨ge-Cap-Ferret,,,44.6475,-1.24729
33,,LEGE-CAP-FERRET,MEDIATHEQUE 7, LÃ¨ge-Cap-Ferret,,,44.7947,-1.14734
33,,LEGE-CAP-FERRET,SALLE DES FETES DE LEGE 8, LÃ¨ge-Cap-Ferret,,,44.7953,-1.14681
33,,MIOS,SALLE DES FETES DU BOURG 1, Mio,,,44.6519,-84.13
33,,MIOS,SALLE DES FETES DU BOURG 2, Mio,,,44.6519,-84.13
33,,MIOS,SALLE DES FETES DU BOURG 3,Three Lakes in the Wds - 48647 Mio,,,44.8289,-84.2414
33,,MIOS,SALLE DES FETES 4,,,,,
33,,MIOS,SALLE DE REUNION 5,,,,,
33,,MARCHEPRIME,ECOLE ANNEXE DE CROIX D'HINS 1, Marcheprime,,,44.6915,-0.854128
33,,MARCHEPRIME,ECOLE PRIMAIRE MAURICE FOGNET 2,,,,,
33,,MARCHEPRIME,SALLE DES FETES 3,,,,,
33,,MARCHEPRIME,SALLE DES SPORTS 4,,,,44.9566,-0.656065
33,,LE BARP,ECOLE MICHEL BALLION 1, Le Barp,,,44.6067,-0.769683
33,,LE BARP,RESTAURANT SCOLAIRE ECOLE D'HAUREUILS 2, Le Barp,,,44.6089,-0.772009
33,,LE BARP,RESTAURANT SCOLAIRE MICHEL BALLION 3, Le Barp,,,44.6089,-0.772009
33,,LE BARP,RESTAURANT SCOLAIRE MICHEL BALLIO 4, Le Barp,,,44.6089,-0.772009
33,,BELIN-BELIET ,CENTRE LAPIOS 1, Belin-Béliet,,,44.4932,-0.791651
33,,BELIN-BELIET ,MAIRIE DE BELIN 2, Belin-Béliet,,,44.4932,-0.791651
33,,BELIN-BELIET ,SALLE DES FETES DE BELIN 3, Belin-Béliet,,,44.4928,-0.791717
33,,LUGOS,MAIRIE 1,,,,,
33,,SAINT-MAGNE,MAIRIE 1,,,,,
33,,SAINT-MAGNE,SALLE DES FETES 2,,,,,
33,,SALLES,ECOLE DE LAVIGNOLLE 1, Salles,,,44.5522,-0.869939
33,,SALLES,ECOLE ELEMENTAIRE DU BOURG 2,,,,,
33,,SALLES,ECOLE ELEMENTAIRE DU BOURG 3,,,,,
33,,SALLES,ECOLE ELEMENTAIRE DU BOURG 4,,,,,
33,,SALLES,ECOLE ELEMNTAIRE DU BOURG 5, Salles,,,44.5522,-0.869939
33,,GUJAN-MESTRAS,CLOS FLEURI 1, Gujan-Mestras,,,44.6365,-1.07196
33,,GUJAN-MESTRAS,ECOLE DE MUSIQUE 2, Gujan-Mestras,,,44.6365,-1.07196
33,,GUJAN-MESTRAS,ECOLE GAMBETTA 3, Gujan-Mestras,,,44.6365,-1.07196
33,,GUJAN-MESTRAS,ECOLE GAMBETTA 4, Gujan-Mestras,,,44.6365,-1.07196
33,,GUJAN-MESTRAS,ECOLE GAMBETTA 5, Gujan-Mestras,,,44.6365,-1.07196
33,,GUJAN-MESTRAS,ECOLE JEAN DE LA FONTAINE 6, Gujan-Mestras,,,44.6365,-1.07196
33,,GUJAN-MESTRAS,ECOLE MATERNELLE CHANTE CIGALE 7, Gujan-Mestras,,,44.6365,-1.07196
33,,GUJAN-MESTRAS,ECOLE MATERNELLE CHANTE CIGALE 8, Gujan-Mestras,,,44.6365,-1.07196
33,,GUJAN-MESTRAS,ECOLE MATERNELLE PAUL POUGET 9, Gujan-Mestras,,,44.6365,-1.07196
33,,GUJAN-MESTRAS,ECOLE MATERNELLE PAUL POUGET 10, Gujan-Mestras,,,44.6365,-1.07196
33,,GUJAN-MESTRAS,ECOLE PASTEUR 11, Gujan-Mestras,,,44.6365,-1.07196
33,,GUJAN-MESTRAS,ECOLE PRIMAIRE JULES FERRY 12,,,,,
33,,GUJAN-MESTRAS,ECOLE PRIMAIRE JULES FERRY 13,,,,,
33,,GUJAN-MESTRAS,SALLE DES FETES 14,,,,44.7417,-0.685714
33,,GUJAN-MESTRAS,SALLE DU VIEUX MARCHE 15, Gujan-Mestras,,,44.6362,-1.08078
33,,GUJAN-MESTRAS,SALLE DU VIEUX MARCHE 16,,,,,
33,,GUJAN-MESTRAS,SALLE YANNICK CASAUX-BUSSIERE 17, Gujan-Mestras,,,44.6365,-1.07196
33,,LE TEICH,GROUPE SCOLAIRE DU VAL DES PINS 1,,,,,
33,,LE TEICH,GROUPE SCOLAIRE DU VAL DES PINS 2,,,,,
33,,LE TEICH,MAISON DES ASSOCIATIONS 3,Rue Des Prés - 80132 Mareuil,,,50.1301,1.91558
33,,LE TEICH,SALLE DES FETES 4,,,,,
33,,LE TEICH,SALLE POLYVALENTE 5,,,,,
33,,LA TESTE-DE-BUCH,CENTRE CULTUREL DE PYLA 1, La Teste-de-Buch,,,44.6188,-1.15788
33,,LA TESTE-DE-BUCH,COMPLEXE SPORTIF BRAMELOUP 2, La Teste-de-Buch,,,44.6188,-1.15788
33,,LA TESTE-DE-BUCH,ECOLE GAMBETTA 3,,,,44.6365,-1.07196
33,,LA TESTE-DE-BUCH,ECOLE GAMBETTA 4,,,,44.6365,-1.07196
33,,LA TESTE-DE-BUCH,ECOLE GAMBETTA 5,,,,44.6365,-1.07196
33,,LA TESTE-DE-BUCH,ECOLE GAMBETTA 6, La Teste-de-Buch,,,44.6188,-1.15788
33,,LA TESTE-DE-BUCH,ECOLE GAMBETTA 7, La Teste-de-Buch,,,44.6188,-1.15788
33,,LA TESTE-DE-BUCH,ECOLE JEAN-JAURES 8, La Teste-de-Buch,,,44.6188,-1.15788
33,,LA TESTE-DE-BUCH,ECOLE JEAN-JAURES 9, La Teste-de-Buch,,,44.6188,-1.15788
33,,LA TESTE-DE-BUCH,ECOLE MATERNELLE CHAMBRELENT 10, La Teste-de-Buch,,,44.6188,-1.15788
33,,LA TESTE-DE-BUCH,ECOLE MATERNELLE CHAMBRELENT 11, La Teste-de-Buch,,,44.6188,-1.15788
33,,LA TESTE-DE-BUCH,ECOLE PRIMAIRE DES MIQUELOTS 12, La Teste-de-Buch,,,44.6188,-1.15788
33,,LA TESTE-DE-BUCH,ECOLE PRIMAIRE DES MIQUELOTS 13, La Teste-de-Buch,,,44.6188,-1.15788
33,,LA TESTE-DE-BUCH,GROUPE SCOLAIRE LAFON 14, La Teste-de-Buch,,,44.6188,-1.15788
33,,LA TESTE-DE-BUCH,GROUPE SCOLAIRE LAFON 15, La Teste-de-Buch,,,44.6188,-1.15788
33,,LA TESTE-DE-BUCH,LOCAL SOCIAL REGUE VERTE 16, La Teste-de-Buch,,,44.6188,-1.15788
33,,LA TESTE-DE-BUCH,MAIRIE DE PYLA SUR MER 17,17 Pyla-sur-Mer - 33115 La Teste-de-Buch,,,44.6344,-1.20124
33,,LA TESTE-DE-BUCH,MAISON DES ASSOCIATIONS 18, La Teste-de-Buch,,,44.6329,-1.14517
33,,LA TESTE-DE-BUCH,SALLE JEAN FLEURY 19, La Teste-de-Buch,,,44.6329,-1.14517
33,,LA TESTE-DE-BUCH,, La Teste-de-Buch,,,44.6188,-1.15788
