siretAcheteur,urlProfilAcheteur,urlDCAT,coordonnees
21340157300018,https://www.achatpublic.com/sdm,https://www.achatpublic.com/sdm,Ville de Mèze - Service de la Commande Publique - Place Aristide Briand - BP 28 - 34140 MEZE
