"Type appareils;{""desktop"":4429,""mobile"":20632,""tablet"":3783}"
"Navigateurs;{""Internet Explorer"":867,""Safari"":14191,""Firefox"":1444,""Chrome"":11314,""unknow"":54,""Opera"":17,""Dolfin"":26,""IE Mobile"":931}"
"Langues;{""en"":1855,""fr"":19267,""nl"":5166,""es"":416,""ru"":99,""cs"":20,""pt"":129,""de"":1120,""ro"":33,""pl"":67,""it"":234,""lt"":4,""uk"":6,""da"":175,""ko"":7,""ar"":5,""zh"":62,""sv"":46,""sr"":5,""tr"":23,""hr"":5,""hu"":8,""fi"":13,""bg"":11,""ca"":24,""lv"":3,""mk"":1,""sk"":4,""ja"":12,"""":2,""et"":4,""nb"":11,""sl"":1,""nu"":1,""el"":1,""he"":2,""gs"":1,""vi"":1}"
