"Identifiant","Nom","Adresse","Adresse 2","Code postal","Ville","Pays","Longitude","Latitude","Modification"
"129641","Base de Loisirs - Plan d'eau","Plan d'eau des iscles","","05600","Eygliers","FR","6,60820600","44,67654500","24/03/2020 11:18:19"
"129639","Base de Loisirs - Terrain de foot","Les iscles","","05600","Eygliers","FR","6,61034100","44,68006000","24/03/2020 11:18:19"
"129637","Garage Communal - Façade entrée","D237","","05600","Eygliers","FR","6,63404500","44,67650400","24/03/2020 11:18:22"
