Nom;Sous-catégorie;Détail;Description;Téléphone;Site Internet;Email;Adresse;Code postal et ville
La Poste;Vie pratique;Bureau de poste;;3631;http://www.laposte.fr/;;2 square Pasteur;92430 - Marnes-la-Coquette
