OBJET;INSEE;NATURE;DATAPPRO;LIBELLE;URLFIC;IDURBA;TYPEPSC;ID_NCA;LIB_TYPEPSC2;TXT;BENEF;NOMFIC;DATVALID;geometry
Elargissement de voirie à 5 m et parking du Collet;06153;SUPERSTRUCTURE;2017-06-29;Emplacement réservé;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;05;24921;;11;55;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.17690277, 44.06822776], [7.17698523, 44.06817955], [7.17707274, 44.06813709], [7.17727261, 44.06805366], [7.17726326, 44.06803861], [7.17715133, 44.06806009], [7.17703404, 44.06807989], [7.17702709, 44.06808575], [7.17698426, 44.06811703], [7.17696893, 44.06813123], [7.17694472, 44.06816586], [7.17690936, 44.06818821], [7.17684703, 44.06822799], [7.17690277, 44.06822776]]]}
;06153;;2017-06-29;Zone ad aedificandum;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;11;23556;;Aedificand;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.17354206, 44.15604637], [7.17358411, 44.15595067], [7.17356777, 44.15594804], [7.17352368, 44.15604328], [7.17354206, 44.15604637]]]}
;06153;ZONE BLEUE;2017-06-29;Plan de prévention des risques naturels phénomènes torrentiels : aléas modérés;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;02;;;BLEU;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.20101926, 44.06809046], [7.2010112, 44.06805246], [7.20099193, 44.06803356], [7.20098137, 44.06796168], [7.20095044, 44.06777819], [7.2009303, 44.0676544], [7.20090636, 44.06753842], [7.2009159, 44.06750687], [7.2009373, 44.06746477], [7.20094308, 44.06743481], [7.20094056, 44.06741246], [7.20092003, 44.06737152], [7.20088903, 44.06732584], [7.20088114, 44.06730361], [7.20086139, 44.06723596], [7.20084108, 44.06716401], [7.20080879, 44.06703311], [7.20077678, 44.06696873], [7.20077243, 44.0668912], [7.20072223, 44.06684275], [7.20068746, 44.06679505], [7.20067157, 44.0667814], [7.2005982, 44.06665005], [7.20060478, 44.06664084], [7.2006378, 44.06659461], [7.20063172, 44.06658436], [7.20063232, 44.06658399], [7.20063944, 44.06657401], [7.20064075, 44.06657344], [7.2006466, 44.06656508], [7.20064666, 44.06655237], [7.20062239, 44.06650986], [7.20058016, 44.06647281], [7.20057727, 44.06646922], [7.20055304, 44.06643906], [7.20053034, 44.06639013], [7.20052732, 44.06638363], [7.20049019, 44.06631421], [7.20046731, 44.06627012], [7.20045178, 44.06624593], [7.20042716, 44.06622578], [7.20041643, 44.06621835], [7.20039212, 44.06620153], [7.20034272, 44.06618089], [7.20022215, 44.06611901], [7.20018306, 44.06609239], [7.2001516, 44.06606079], [7.20013392, 44.06602785], [7.20013145, 44.06599946], [7.19992052, 44.06595286], [7.19990032, 44.06594506], [7.19986401, 44.06593591], [7.1997396, 44.06588976], [7.19972131, 44.06587598], [7.1997192, 44.06587516], [7.19947357, 44.0656983], [7.19945509, 44.06568489], [7.19941481, 44.06566564], [7.19933425, 44.06559717], [7.19909963, 44.06545836], [7.19886679, 44.06538277], [7.19885686, 44.06543378], [7.19887766, 44.06549271], [7.19899861, 44.06556781], [7.19917875, 44.06563201], [7.19941521, 44.06578554], [7.19966068, 44.06594382], [7.19989614, 44.06603548], [7.20011562, 44.06614126], [7.20019184, 44.06621216], [7.20031907, 44.06632267], [7.20053388, 44.06652173], [7.20053415, 44.06660986], [7.20047515, 44.06670469], [7.20043021, 44.06681547], [7.20056793, 44.06722429], [7.20063609, 44.06748441], [7.20068016, 44.06764757], [7.20074351, 44.06790171], [7.20101926, 44.06809046]]]}
;06153;ZONE BLEUE;2017-06-29;Plan de prévention des risques naturels mouvements de terrain : aléas modérés;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;02;;;BLEU;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.17611191, 44.07053204], [7.17641627, 44.07064308], [7.17662721, 44.07062797], [7.17697558, 44.07034058], [7.17729838, 44.06992555], [7.17768124, 44.06976097], [7.17832693, 44.06945709], [7.17882649, 44.06919611], [7.17790984, 44.06908062], [7.17689161, 44.06896629], [7.17671812, 44.06920803], [7.17667816, 44.06931438], [7.1766513, 44.06937973], [7.17661543, 44.06946548], [7.17658223, 44.06954445], [7.1765225, 44.06969031], [7.17647537, 44.06980321], [7.17644365, 44.06988197], [7.17639658, 44.0699959], [7.17636388, 44.07007483], [7.17632513, 44.07017082], [7.17611191, 44.07053204]]]}
Elargissement à 5 m route du Bois Noir;06153;VOIRIE;2017-06-29;Emplacement réservé;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;05;23098;;5;55;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.1718087, 44.06805285], [7.17171734, 44.06814673], [7.17166999, 44.06820514], [7.17150125, 44.06838085], [7.17139604, 44.06860133], [7.17135999, 44.06869437], [7.17135725, 44.06872863], [7.17138195, 44.06873814], [7.17143553, 44.06874088], [7.1714469, 44.06876126], [7.17148992, 44.0687991], [7.17153834, 44.06882862], [7.17159818, 44.06885365], [7.17169995, 44.06889988], [7.17173137, 44.06891761], [7.17174445, 44.06892579], [7.17175011, 44.06892933], [7.17175504, 44.06896078], [7.17175336, 44.06896544], [7.17174788, 44.0689807], [7.17174058, 44.06900387], [7.17171457, 44.06902081], [7.17168629, 44.06903072], [7.17160725, 44.06903356], [7.17148476, 44.06901678], [7.17129925, 44.06899627], [7.17121251, 44.06899976], [7.17115688, 44.06900828], [7.171101, 44.06902194], [7.17122633, 44.06904853], [7.17127112, 44.06904727], [7.17137149, 44.06905057], [7.17157846, 44.06906539], [7.17165643, 44.06907017], [7.17169304, 44.06906481], [7.17179535, 44.06903315], [7.17181041, 44.06898796], [7.17181476, 44.06897846], [7.17181838, 44.06897053], [7.17182565, 44.0689452], [7.17181606, 44.06893695], [7.17174227, 44.06887357], [7.17165366, 44.06883639], [7.17157543, 44.06880089], [7.17151332, 44.0687636], [7.17149707, 44.06874655], [7.17147733, 44.06870918], [7.171491, 44.06864674], [7.17152379, 44.06854671], [7.17155462, 44.06845739], [7.17159255, 44.0683972], [7.17163555, 44.0683431], [7.17168049, 44.06828844], [7.17175837, 44.06820363], [7.17183858, 44.06811417], [7.17193891, 44.0680249], [7.171964, 44.06799898], [7.17205082, 44.06790617], [7.17205919, 44.06789747], [7.17213948, 44.06782817], [7.17222399, 44.06775843], [7.17226466, 44.06775399], [7.17231733, 44.06771197], [7.17239275, 44.06765637], [7.172418, 44.06762053], [7.17251933, 44.06754834], [7.17258293, 44.06750707], [7.17275979, 44.06739947], [7.17287439, 44.06733273], [7.17295078, 44.06729377], [7.17305022, 44.06725375], [7.17311382, 44.06723807], [7.17313754, 44.06723419], [7.17321381, 44.06721227], [7.1733111, 44.067189], [7.17341884, 44.06716506], [7.17349854, 44.06714733], [7.17360574, 44.06712612], [7.17386518, 44.06706702], [7.17388138, 44.06706333], [7.17406156, 44.06703347], [7.17434544, 44.06698406], [7.17452129, 44.06695311], [7.17468665, 44.06692562], [7.17473694, 44.06691766], [7.1747596, 44.0669113], [7.17489528, 44.06689342], [7.175034, 44.06687929], [7.17512732, 44.06687005], [7.17540768, 44.06686133], [7.17551365, 44.0668609], [7.17554059, 44.06686014], [7.17560089, 44.06683864], [7.17562324, 44.06682643], [7.17563729, 44.06681346], [7.1756487, 44.0667986], [7.1756504, 44.06678772], [7.17565189, 44.06677721], [7.17565591, 44.06674875], [7.17565462, 44.06674132], [7.17564538, 44.06672104], [7.17563669, 44.06670659], [7.17561539, 44.06668883], [7.17560391, 44.06668172], [7.17549714, 44.06661557], [7.17548007, 44.06660462], [7.17543863, 44.06657805], [7.17541721, 44.06655526], [7.17540131, 44.06652432], [7.1753959, 44.06650001], [7.17539989, 44.06647185], [7.17540356, 44.06644591], [7.17541741, 44.0663758], [7.17542816, 44.06634511], [7.17542896, 44.06634356], [7.1754805, 44.06624424], [7.17554158, 44.06612781], [7.17559873, 44.06601918], [7.17562342, 44.065952], [7.1756372, 44.06590298], [7.17554047, 44.06592117], [7.17554628, 44.06593475], [7.17555913, 44.06598374], [7.17555839, 44.06599233], [7.17542834, 44.06621034], [7.17536896, 44.0663242], [7.17535835, 44.06634455], [7.17534481, 44.06641905], [7.17532997, 44.06650183], [7.17533852, 44.06654055], [7.17534705, 44.0665522], [7.17537763, 44.06659399], [7.17538616, 44.06660565], [7.17545622, 44.06664056], [7.17548125, 44.06665746], [7.17551701, 44.06668159], [7.17554342, 44.06669942], [7.17554664, 44.06670749], [7.17555, 44.06671593], [7.17558035, 44.06674109], [7.17556853, 44.0667639], [7.17554194, 44.06678997], [7.17551384, 44.06681078], [7.17547291, 44.06681951], [7.17530588, 44.06682114], [7.175143, 44.06682546], [7.17495304, 44.06683745], [7.17479312, 44.06686739], [7.17463407, 44.06689734], [7.17434935, 44.06694714], [7.17410848, 44.06698806], [7.17400466, 44.06700581], [7.17389807, 44.06702511], [7.17366565, 44.06706867], [7.17357982, 44.06708294], [7.17334585, 44.06712593], [7.17325656, 44.06714592], [7.17316209, 44.06717693], [7.17303399, 44.06722165], [7.17294295, 44.06726027], [7.17288178, 44.06728694], [7.17281899, 44.0673188], [7.17273932, 44.06735907], [7.17254477, 44.06745896], [7.17245247, 44.06751619], [7.17239538, 44.06754901], [7.17226519, 44.06765213], [7.17215502, 44.06773672], [7.17200869, 44.06784469], [7.17195591, 44.06788348], [7.17190466, 44.06794311], [7.1718087, 44.06805285]]]}
;06153;ZONE BLEUE;2017-06-29;Plan de prévention des risques naturels phénomènes torrentiels : aléas modérés;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;02;;;BLEU;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.20094045, 44.06651396], [7.20104369, 44.06650423], [7.20112523, 44.06650369], [7.2013517, 44.06645745], [7.20144055, 44.06644213], [7.20151052, 44.06642352], [7.20158719, 44.06638294], [7.20166706, 44.06634635], [7.20176019, 44.06633083], [7.20188799, 44.06630242], [7.20198463, 44.06626095], [7.20206504, 44.06621401], [7.20217885, 44.06618931], [7.20229034, 44.06617092], [7.20236298, 44.06616664], [7.20243052, 44.06616981], [7.20247596, 44.06618223], [7.20255561, 44.06620963], [7.20273097, 44.06621831], [7.20279602, 44.0662092], [7.20294022, 44.06618832], [7.20308277, 44.06611486], [7.20325751, 44.06611633], [7.20340129, 44.06617389], [7.20347761, 44.06624582], [7.20365899, 44.0663244], [7.20357166, 44.06619105], [7.20341516, 44.06610207], [7.20315073, 44.06603958], [7.20290065, 44.06607759], [7.20253812, 44.06610618], [7.2023157, 44.06611612], [7.20193406, 44.0661889], [7.20168236, 44.06625794], [7.20140043, 44.06634175], [7.20116842, 44.06642333], [7.20094045, 44.06651396]]]}
;06153;ZONE BLEUE;2017-06-29;Plan de prévention des risques naturels mouvements de terrain : aléas modérés;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;02;;;BLEU;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.18261043, 44.07071576], [7.18362773, 44.07032028], [7.18483224, 44.06977333], [7.18391327, 44.06920182], [7.18177559, 44.068388], [7.1805912, 44.06809888], [7.17981867, 44.06775773], [7.1794886, 44.06772334], [7.17976382, 44.0683929], [7.18044973, 44.06922348], [7.18041099, 44.06967637], [7.18140115, 44.06988246], [7.18192259, 44.07020196], [7.18261043, 44.07071576]]]}
;06153;;2017-06-29;Zone ad aedificandum;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;11;24487;;Aedificand;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.17337276, 44.15616846], [7.17342181, 44.15617488], [7.17347113, 44.15606412], [7.1734197, 44.15605427], [7.17337276, 44.15616846]]]}
;06153;ZONE ROUGE;2017-06-29;Plan de prévention des risques naturels phénomènes avalancheux : zone verte (risque fort);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;02;;;ROUGE;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.21418765, 44.0763693], [7.21464609, 44.07750139], [7.21513103, 44.07805702], [7.21560229, 44.07865007], [7.21653933, 44.07940381], [7.21683109, 44.07973632], [7.21687158, 44.07999032], [7.21683713, 44.08037604], [7.21689503, 44.08061771], [7.21722816, 44.08079472], [7.21718408, 44.07988521], [7.21711024, 44.07909408], [7.21720131, 44.07777539], [7.21725892, 44.07746583], [7.21703724, 44.07730884], [7.21642702, 44.07668096], [7.21587536, 44.07614135], [7.21567786, 44.07571631], [7.21509309, 44.07564687], [7.21398405, 44.07592291], [7.21418765, 44.0763693]]]}
;06153;ZONE BLEUE;2017-06-29;Plan de prévention des risques naturels phénomènes torrentiels : aléas modérés;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/valdeblore-plu;00000615320170629;02;;;BLEU;;PLU de Valdeblore;2008-02-16;{"type": "Polygon", "coordinates": [[[7.20222265, 44.07281755], [7.20216961, 44.07255128], [7.20212421, 44.07236999], [7.20215939, 44.07174258], [7.20217095, 44.07135339], [7.20206921, 44.07102336], [7.20206038, 44.07115087], [7.20201506, 44.07174814], [7.20198777, 44.07215526], [7.20203852, 44.07236815], [7.2021485, 44.07275948], [7.20222265, 44.07281755]]]}
