X,Y,OBJECTID,ID_STATION,STA_NOM,STA_ETIQUETTE,STA_COMMUNE_D,STA_LIGNE1_D,STA_LIGNE2_D,STA_LIGNE3_D,STA_LIGNE4_D,STA_LIGNE5_D,STA_LIGNE6_D,STA_LIGNE7_D,STA_LIGNE8_D,STA_LIGNEA_D,STA_LIGNEB_D,STA_LIGNEC_D,STA_LIGNED_D,STA_LIGNEE_D,STA_RESEAU_D
791372.436099999,6867145.1103,187,S200,CHENIERS NOTRE-DAME,Cheniers Notre-Dame,Cheniers,0,0,0,0,0,0,0,0,0,0,1,0,0,SITAC
791126.136799999,6865651.5301,188,S201,CHENIERS,Cheniers,Cheniers,0,0,0,0,0,0,0,0,0,0,1,0,0,SITAC
788011.528999999,6861173.4385,189,S202,SOUDRON RUE PRINCIPALE,Soudron Rue Principale,Soudron,0,0,0,0,0,0,0,0,0,0,1,0,0,SITAC
788128.392300002,6860440.0856,191,S203,SOUDRON ECOLE,Soudron Ecole,Soudron,0,0,0,0,0,0,0,0,0,0,1,0,0,SITAC
791001.336999997,6858699.7696,192,S204,VATRY RUE MAIRIE,Vatry Rue Mairie,Vatry,0,0,0,0,0,0,0,0,0,0,1,0,0,SITAC
791447.0726,6858527.9151,193,S205,VATRY SOURCE,Vatry Source,Vatry,0,0,0,0,0,0,0,0,0,0,1,0,0,SITAC
791939.968999997,6857406.0785,194,S206,BUSSY ABRI,Bussy Abri,Bussy-Lettrée,0,0,0,0,0,0,0,0,0,0,1,0,0,SITAC
792559.701899998,6856751.993,195,S207,BUSSY ECOLE,Bussy Ecole,Bussy-Lettrée,0,0,0,0,0,0,0,0,0,0,1,0,0,SITAC
793916.799400002,6854762.898,196,S208,LETTREE,Lettrée,Dommartin-Lettrée,0,0,0,0,0,0,0,0,0,0,1,0,0,SITAC
795296.734099999,6853007.8759,197,S209,DOMMARTIN,Dommartin,Dommartin-Lettrée,0,0,0,0,0,0,0,0,0,0,1,0,0,SITAC
795425.4278,6852616.4224,198,S210,DOMMARTIN EGLISE,Dommartin Eglise,Dommartin-Lettrée,0,0,0,0,0,0,0,0,0,0,1,0,0,SITAC
788085.278999999,6849268.3285,199,S211,SOMMESOUS,Sommesous,Sommesous,0,0,0,0,0,0,0,0,0,0,1,0,0,SITAC
785857.765199997,6850378.5853,200,S212,HAUSSIMONT,Haussimont,Haussimont,0,0,0,0,0,0,0,0,0,0,1,0,0,SITAC
799818.629900001,6874432.7466,201,S213,GARE ROUTIERE,Gare Routière,Châlons-en-Champagne,0,0,0,0,0,0,0,0,1,1,1,1,1,SITAC
