siretAcheteur;urlProfilAcheteur;urlDCAT;coordonnees
25310319600015;https://www.e-marchespublics.com/;;Syndicat Mixte Interdépartementald e la Vallée de la Lèze (SMIVAL), Hôtel de Ville, 31410 Saint Sulpice sur Lèze, 0561873849, www.smival.fr
