numero_emplacement,geom,Nom,latitude,longitude
1,POINT (2.069334829076291 48.89448444294939),Parking des rotondes,48.89448444294939,2.069334829076291
2,POINT (2.069280639061808 48.89441556383239),Parking des rotondes,48.89441556383239,2.069280639061808
3,POINT (2.069161421029952 48.89430868225602),Parking des rotondes,48.894308682256025,2.069161421029952
4,POINT (2.094981156596383 48.89827027327733),Parking du Château,48.89827027327733,2.0949811565963827
5,POINT (2.094973931261119 48.89819902441281),Parking du Château,48.89819902441281,2.094973931261119
6,POINT (2.094988381931648 48.89811827557691),Parking du Château,48.898118275576905,2.094988381931648
