SiretAcheteur,URLProfilAcheteur,URLDCAT,coordonnées
20005889900010,https://www.achatpublic.com,,Commune de Beaufort-en-Anjou - 16 rue de l'hôtel de ville - CS 70005 - Beaufort-en-Vallée - 49250 BEAUFORT-EN-ANJOU
