idENT_NCA;NOM;SOUS_TYPE;DIFFUSION;CODE_INSEE;CODE_EQUIP;TYPE;ADR_NCA;geometry
06149AA0159111A;EQUIPEMENT DE PROXIMITE DU NEGRON;CENTRE ET SALLE DE SPORT;1;06149;A;SPORTS ET LOISIRS;06149AA0159111;{"type": "Point", "coordinates": [7.32730792, 43.74678663]}
06088AT0451199B;GYMNASE LOUIS NUCERA;CENTRE ET SALLE DE SPORT;1;06088;B;SPORTS ET LOISIRS;06088AT0451199;{"type": "Point", "coordinates": [7.28949009, 43.72409589]}
06088AJ022054A;CINEMA PATHE PARIS;CINEMA;1;06088;A;CULTURE;06088AJ022054;{"type": "Point", "coordinates": [7.26610212, 43.70406648]}
06088SG022016A;CINEMA MERCURY;CINEMA;1;06088;A;CULTURE;06088SG022016;{"type": "Point", "coordinates": [7.28101999, 43.7009022]}
06027AA00455A;CINEMA ESPACE CENTRE;CINEMA;1;06027;A;CULTURE;06027AA00455;{"type": "Point", "coordinates": [7.14862793, 43.66212657]}
06088AC009957C;MATERNITE SANTA MARIA LENVAL;CLINIQUE;1;06088;C;SANTE;06088AC009957;{"type": "Point", "coordinates": [7.24154904, 43.68945042]}
06088AC061120A;BOULODROME (LONGUE) PLAINE DU VAR;CLOS BOULISTE / BOULODROME;1;06088;A;SPORTS ET LOISIRS;06088AC061120;{"type": "Point", "coordinates": [7.19723405, 43.68199621]}
06088AL0159108H;TERRAIN 4 - COMPLEXE SPORTIF LA LAUVETTE;STADE;1;06088;H;SPORTS ET LOISIRS;06088AL0159108;{"type": "Point", "coordinates": [7.30213453, 43.752714]}
06088AL0159108M;PISTE D'ATHLETISME 400M - COMPLEXE SPORTIF LA LAUVETTE;STADE;1;06088;M;SPORTS ET LOISIRS;06088AL0159108;{"type": "Point", "coordinates": [7.30223437, 43.75312428]}
06088AA0627223D;SAINTE HELENE;POSTE DE SECOURS;1;06088;D;TOURISME;06088AA0627223;{"type": "Point", "coordinates": [7.2360764, 43.68466623]}
06146AA000937A;MINI GOLF;GOLF;1;06146;A;SPORTS ET LOISIRS;06146AA000937;{"type": "Point", "coordinates": [7.15124199, 43.94715583]}
06146AA000430A;TERRAIN DE SPORT;AIRE DE SPORT;1;06146;A;SPORTS ET LOISIRS;06146AA000430;{"type": "Point", "coordinates": [7.15065246, 43.94633943]}
06088AA114447B;ANTENNE LA MAIOUN DEI PICHOUI;SERVICE D'ACCUEIL FAMILIAL;1;06088;B;PETITE ENFANCE;06088AA114447;{"type": "Point", "coordinates": [7.28593356, 43.70628551]}
06088AF02977A;LES PETITS PETONS;ETABLISSEMENT NON MUNICIPAL;1;06088;A;PETITE ENFANCE;06088AF02977;{"type": "Point", "coordinates": [7.27019021, 43.71119532]}
06088BA16593D;PI LES PETITS LOUPS;POINT D'INSCRIPTION PE;1;06088;D;PETITE ENFANCE;06088BA16593;{"type": "Point", "coordinates": [7.20469375, 43.67698042]}
06111AA00090B;CIMETIERE;FUNERAIRE;1;06111;B;SERVICE PUBLIC;06111AA00090;{"type": "Point", "coordinates": [7.08745443, 44.08949734]}
06111AA00290B;PARKING AUTO;PARKING AUTO;1;06111;B;TRANSPORT;06111AA00290;{"type": "Point", "coordinates": [7.08791928, 44.08938727]}
06088AM093522A;COLLEGE MORIAH;COLLEGE;1;06088;A;EDUCATION;06088AM093522;{"type": "Point", "coordinates": [7.25923789, 43.71482203]}
06088AH017618A;FOYER ST DOMINIQUE;CLINIQUE;1;06088;A;SANTE;06088AH017618;{"type": "Point", "coordinates": [7.26362442, 43.72148565]}
06088BA16593C;PPEF LES PETITS LOUPS;ETABLISSEMENT D’ACCUEIL DU JEUNE ENFANT;1;06088;C;PETITE ENFANCE;06088BA16593;{"type": "Point", "coordinates": [7.20462707, 43.67679137]}
06021AA00010A;JARDIN D'ENFANTS;JARDIN D'ENFANTS;1;06021;A;ENVIRONNEMENT;06021AA00010;{"type": "Point", "coordinates": [7.18891424, 43.86265861]}
06088AA0627333B;STATION D'EPURATION HALIOTIS;EQUIPEMENT METROPOLITAIN;1;06088;B;SERVICE PUBLIC;06088AA0627333;{"type": "Point", "coordinates": [7.23026696, 43.67565188]}
06088AV007729A;UFR MEDECINE;UNIVERSITE;1;06088;A;EDUCATION;06088AV007729;{"type": "Point", "coordinates": [7.28060772, 43.7256459]}
06088AD011515A;INTERNATIONAL SCHOOL OF NICE;SUPERIEUR;1;06088;A;EDUCATION;06088AD011515;{"type": "Point", "coordinates": [7.20129021, 43.68626538]}
06088AA0627161B;BAMBOU;POSTE DE SECOURS;1;06088;B;TOURISME;06088AA0627161;{"type": "Point", "coordinates": [7.24096371, 43.68816144]}
06088AA062747B;FORUM;POSTE DE SECOURS;1;06088;B;TOURISME;06088AA062747;{"type": "Point", "coordinates": [7.25517855, 43.69326402]}
06088AC16250B;LA TOUR ROUGE C.I.S.;POSTE DE SECOURS;1;06088;B;TOURISME;06088AC16250;{"type": "Point", "coordinates": [7.28897701, 43.6928817]}
06088AC0660144B;MAISON DES ASSOCIATIONS CESSOLE-ST SYLVESTRE;SERVICE MUNICIPAL;1;06088;B;SERVICE PUBLIC;06088AC0660144;{"type": "Point", "coordinates": [7.25080036, 43.72245845]}
06088AG08169A;PARCAZUR SAINT-AUGUSTIN;PARKING AUTO;1;06088;A;TRANSPORT;06088AG08169;{"type": "Point", "coordinates": [7.21270217, 43.66985081]}
06088BA03590A;AEROGARE TERMINAL 1;AEROPORT;1;06088;A;TRANSPORT;06088BA03590;{"type": "Point", "coordinates": [7.21299442, 43.66511892]}
06088BA03590L;PARKING P9;PARKING AUTO;1;06088;L;TRANSPORT;06088BA03590;{"type": "Point", "coordinates": [7.19999936, 43.66606531]}
06027AA09200A;SECOURS CATHOLIQUE;SERVICE SOCIAL;1;06027;A;SOCIAL;06027AA09200;{"type": "Point", "coordinates": [7.16384693, 43.65849497]}
06088AM147473A;MAIRIE ANNEXE SAINT-AUGUSTIN;SERVICE PUBLIC;1;06088;A;SERVICE PUBLIC;06088AM147473;{"type": "Point", "coordinates": [7.20518792, 43.67716543]}
06088AS059450D;PARKING AUTO SAINT-ROCH;PARKING AUTO;1;06088;D;TRANSPORT;06088AS059450;{"type": "Point", "coordinates": [7.29323684, 43.71265171]}
06088AD013746B;LES TOURTERELLES ET SA PETITE MAISON;ETABLISSEMENT D’ACCUEIL DU JEUNE ENFANT;1;06088;B;PETITE ENFANCE;06088AD013746;{"type": "Point", "coordinates": [7.30169799, 43.73702368]}
06088BA15380A;JARDIN ADELINE BAILET;JARDIN;1;06088;A;ENVIRONNEMENT;06088BA15380;{"type": "Point", "coordinates": [7.27304244, 43.72521222]}
06088BA04740A;CHEMIN DU CANAL CGE - GAIRAUT-RIMIEZ;PARC NATUREL;1;06088;A;ENVIRONNEMENT;06088BA04740;{"type": "Point", "coordinates": [7.26903156, 43.74125033]}
06088BA15040A;PLACETTE DE L'INDUSTRIE;JARDIN;1;06088;A;ENVIRONNEMENT;06088BA15040;{"type": "Point", "coordinates": [7.28675771, 43.7191388]}
06088BA00520A;ESPACE JACQUES COTTA;JARDIN;1;06088;A;ENVIRONNEMENT;06088BA00520;{"type": "Point", "coordinates": [7.26780066, 43.6953297]}
06088BA14130A;AIRE SAINT-MICHEL;PARC NATUREL;1;06088;A;ENVIRONNEMENT;06088BA14130;{"type": "Point", "coordinates": [7.25561196, 43.74160017]}
06088AF0033371TERD;GYMNASE MORETTI;CENTRE ET SALLE DE SPORT;1;06088;D;SPORTS ET LOISIRS;06088AF0033371TER;{"type": "Point", "coordinates": [7.2078686, 43.70520583]}
06088AC193620A;FRAISES DES BOIS;ETABLISSEMENT NON MUNICIPAL;1;06088;A;PETITE ENFANCE;06088AC193620;{"type": "Point", "coordinates": [7.25780933, 43.69733136]}
06159AA02230A;SQUARE DES CHASSEURS;SQUARE;1;06159;A;ENVIRONNEMENT;06159AA02230;{"type": "Point", "coordinates": [7.30977617, 43.70019553]}
06123AA006292A;SQUARE BETTOLI;SQUARE;1;06123;A;ENVIRONNEMENT;06123AA006292;{"type": "Point", "coordinates": [7.19423108, 43.66591801]}
06153AA00376172A;MAIRIE;MAIRIE;1;06153;A;SERVICE PUBLIC;06153AA00376172;{"type": "Point", "coordinates": [7.17123015, 44.07079963]}
06088AC17490C;LABORATOIRE DE L'ENVIRONNEMENT;EQUIPEMENT METROPOLITAIN;1;06088;C;SERVICE PUBLIC;06088AC17490;{"type": "Point", "coordinates": [7.22880226, 43.67513198]}
06088AP059424BISA;CENTRE FORMATION APPRENTIS;DIVERS;1;06088;A;EDUCATION;06088AP059424BIS;{"type": "Point", "coordinates": [7.27901658, 43.70386694]}
06088AL039311A;COLLINE DES LISERONS;PARC NATUREL;1;06088;A;ENVIRONNEMENT;06088AL039311;{"type": "Point", "coordinates": [7.29243034, 43.73113355]}
06088AT0451149A;JARDIN 149 ROUTE DE TURIN;JARDIN;1;06088;A;ENVIRONNEMENT;06088AT0451149;{"type": "Point", "coordinates": [7.287578, 43.72071349]}
06088BA09890A;JARDIN IMPASSE DES LISERONS;JARDIN;1;06088;A;ENVIRONNEMENT;06088BA09890;{"type": "Point", "coordinates": [7.29007888, 43.73109966]}
06088BA02940A;JARDIN DE LA PLACE DE L'EGLISE DE SAINT-PANCRACE;JARDIN;1;06088;A;ENVIRONNEMENT;06088BA02940;{"type": "Point", "coordinates": [7.24102976, 43.74374385]}
06088AL048429A;STADE GALERIES LAFAYETTE;STADE;1;06088;A;SPORTS ET LOISIRS;06088AL048429;{"type": "Point", "coordinates": [7.29329601, 43.71990952]}
06088AM0044307B;LES JARDINS DE LA CLAIRIERE;ACCUEIL DE JOUR;1;06088;B;SOCIAL;06088AM0044307;{"type": "Point", "coordinates": [7.22325898, 43.71750612]}
06088AO01212A;AJA SIMONE RIFF;ACCUEIL DE JOUR;1;06088;A;SOCIAL;06088AO01212;{"type": "Point", "coordinates": [7.25497224, 43.69721963]}
06088AG034132B;FOYER VILLA JACOB;FOYER LOGEMENT;1;06088;B;SOCIAL;06088AG034132;{"type": "Point", "coordinates": [7.2766477, 43.7168359]}
06146AA000429A;FOYER RURAL;CENTRE CULTUREL;1;06146;A;CULTURE;06146AA000429;{"type": "Point", "coordinates": [7.15131367, 43.94623045]}
06088SK03000A;JARDIN JOSEPH KESSEL;JARDIN;1;06088;A;ENVIRONNEMENT;06088SK03000;{"type": "Point", "coordinates": [7.26797787, 43.70780887]}
06088BA07180A;SQUARE CHRISTIAN MORANDO;JARDIN;1;06088;A;ENVIRONNEMENT;06088BA07180;{"type": "Point", "coordinates": [7.28537189, 43.72434116]}
06088AS141912A;PLATEAU SPORTIF CTBB;AIRE DE SPORT;1;06088;A;SPORTS ET LOISIRS;06088AS141912;{"type": "Point", "coordinates": [7.25292931, 43.70527476]}
06109AA00330A;EPICERIE MUNICIPALE;SERVICE MUNICIPAL;1;06109;A;SERVICE PUBLIC;06109AA00330;{"type": "Point", "coordinates": [7.19786557, 43.82788693]}
06088AS0407139B;LES PETITS POUCETS;ETABLISSEMENT D’ACCUEIL DU JEUNE ENFANT;1;06088;B;PETITE ENFANCE;06088AS0407139;{"type": "Point", "coordinates": [7.26234078, 43.7171428]}
06088AB049524C;BELLEVUE;ETABLISSEMENT D’ACCUEIL DU JEUNE ENFANT;1;06088;C;PETITE ENFANCE;06088AB049524;{"type": "Point", "coordinates": [7.25770618, 43.71237252]}
06088AP00227A;JARDIN D'ENFANT PRIVE - LE SOLEIL;ETABLISSEMENT NON MUNICIPAL;1;06088;A;PETITE ENFANCE;06088AP00227;{"type": "Point", "coordinates": [7.23442053, 43.68964723]}
06088AD055012A;RELAIS PAEZ;RELAIS PETITE ENFANCE;1;06088;A;PETITE ENFANCE;06088AD055012;{"type": "Point", "coordinates": [7.21946912, 43.6708163]}
06153AA00650B;CENTRE EQUESTRE DE LA COLMIANE;EQUIPEMENT EQUESTRE;1;06153;B;SPORTS ET LOISIRS;06153AA00650;{"type": "Point", "coordinates": [7.22027103, 44.07127056]}
06102AA00440A;LIGNE MAGINOT FORT FRASSINEA;LIEU REMARQUABLE;1;06102;A;PATRIMOINE;06102AA00440;{"type": "Point", "coordinates": [7.1283176, 44.06052191]}
06102AA00140A;CIMETIERE;FUNERAIRE;1;06102;A;SERVICE PUBLIC;06102AA00140;{"type": "Point", "coordinates": [7.1309927, 44.0626078]}
06032AA0012104A;MEDIATHEQUE;MEDIATHEQUE;1;06032;A;CULTURE;06032AA0012104;{"type": "Point", "coordinates": [7.39848629, 43.72181876]}
06088AF08140A;LES FUSILLES DE L'ARIANE;MONUMENT;1;06088;A;PATRIMOINE;06088AF08140;{"type": "Point", "coordinates": [7.30935958, 43.7436154]}
06088AF055065B;MUSEE MASSENA;MUSEE ET GALERIE;1;06088;B;CULTURE;06088AF055065;{"type": "Point", "coordinates": [7.25892184, 43.69527337]}
06088AD061627B;THEATRE DE LA PHOTOGRAPHIE ET DE L'IMAGE;MUSEE ET GALERIE;1;06088;B;CULTURE;06088AD061627;{"type": "Point", "coordinates": [7.27071532, 43.70123409]}
06088AE0418107A;BEAU RIVAGE;PLAGE;1;06088;A;TOURISME;06088AE0418107;{"type": "Point", "coordinates": [7.2697645, 43.69464753]}
06088AA06271D;LE GALLION;PLAGE;1;06088;D;TOURISME;06088AA06271;{"type": "Point", "coordinates": [7.26600888, 43.69457508]}
06088AA06275A;RUHL PLAGE;PLAGE;1;06088;A;TOURISME;06088AA06275;{"type": "Point", "coordinates": [7.26483609, 43.69450485]}
06088AA062737B;LE NEPTUNE;PLAGE;1;06088;B;TOURISME;06088AA062737;{"type": "Point", "coordinates": [7.25809315, 43.69379788]}
06088AP097919A;STADE BOB REMOND;STADE;1;06088;A;SPORTS ET LOISIRS;06088AP097919;{"type": "Point", "coordinates": [7.29277662, 43.7190548]}
06088BA1644155N;PISTE D'ATHLETISME 250 M - PARC DES SPORTS CHARLES EHRMANN;STADE;1;06088;N;SPORTS ET LOISIRS;06088BA1644155;{"type": "Point", "coordinates": [7.1965889, 43.67757196]}
06149AA01580A;STADE DU ROSTIT;STADE;1;06149;A;SPORTS ET LOISIRS;06149AA01580;{"type": "Point", "coordinates": [7.31972627, 43.73344698]}
06073AA00160D;STADE MULTISPORT;STADE;1;06073;D;SPORTS ET LOISIRS;06073AA00160;{"type": "Point", "coordinates": [7.04329481, 44.18765117]}
06073AA00050A;CENTRE DE SCOURS DES SAPEURS POMPIERS - ISOLA 2000;CASERNE DE POMPIERS;1;06073;A;SECURITE;06073AA00050;{"type": "Point", "coordinates": [7.15850027, 44.18590342]}
06027AA02960C;PARKING DU CHATEAU;PARKING AUTO;1;06027;C;TRANSPORT;06027AA02960;{"type": "Point", "coordinates": [7.14567907, 43.66695952]}
06032AA001968B;PARKING DE L'EGLISE;PARKING AUTO;1;06032;B;TRANSPORT;06032AA001968;{"type": "Point", "coordinates": [7.40427174, 43.72168216]}
06059AA00960A;PARKING AUTO DE LA MAIRIE;PARKING AUTO;1;06059;A;TRANSPORT;06059AA00960;{"type": "Point", "coordinates": [7.36133508, 43.7293118]}
06075AA00110B;PARKING AUTO;PARKING AUTO;1;06075;B;TRANSPORT;06075AA00110;{"type": "Point", "coordinates": [7.22652953, 43.85982953]}
06157AA0015134A;PARKING AUTO;PARKING AUTO;1;06157;A;TRANSPORT;06157AA0015134;{"type": "Point", "coordinates": [7.11513616, 43.72071161]}
06147AA003197A;PARKING AUTO;PARKING AUTO;1;06147;A;TRANSPORT;06147AA003197;{"type": "Point", "coordinates": [7.26806497, 43.8046025]}
06059AA00890A;PARKING AUTOBUS;PARKING PL / BUS;1;06059;A;TRANSPORT;06059AA00890;{"type": "Point", "coordinates": [7.3605151, 43.72957134]}
06088AS09652G;PISCINE SAINT-AUGUSTIN;PISCINE;1;06088;G;SPORTS ET LOISIRS;06088AS09652;{"type": "Point", "coordinates": [7.20491585, 43.67292216]}
06088AG099026A;PISCINE DE L'ARIANE;PISCINE;1;06088;A;SPORTS ET LOISIRS;06088AG099026;{"type": "Point", "coordinates": [7.29834353, 43.73849334]}
06027AA007773A;PISCINE MUNICIPALE;PISCINE;1;06027;A;SPORTS ET LOISIRS;06027AA007773;{"type": "Point", "coordinates": [7.14963436, 43.6699601]}
06088AC173834B;ELEMENTAIRE APRAXINE;ECOLE PRIMAIRE;1;06088;B;EDUCATION;06088AC173834;{"type": "Point", "coordinates": [7.21519498, 43.6816627]}
06088AC097317B;ELEMENTAIRE BLANCHE DE CASTILLE;ECOLE PRIMAIRE;1;06088;B;EDUCATION;06088AC097317;{"type": "Point", "coordinates": [7.29700726, 43.71100099]}
06088AP053919B;ELEMENTAIRE JEANNE DE FRANCE;ECOLE PRIMAIRE;1;06088;B;EDUCATION;06088AP053919;{"type": "Point", "coordinates": [7.26528667, 43.70053333]}
06088AP049136B;ELEMENTAIRE MARIE JOSEPH;ECOLE PRIMAIRE;1;06088;B;EDUCATION;06088AP049136;{"type": "Point", "coordinates": [7.29143459, 43.71188184]}
06088AG04625A;MATERNELLE REGINA COELI;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AG04625;{"type": "Point", "coordinates": [7.26649397, 43.7099531]}
06088AV04072B;ELEMENTAIRE OR TORAH;ECOLE PRIMAIRE;1;06088;B;EDUCATION;06088AV04072;{"type": "Point", "coordinates": [7.27292171, 43.7097339]}
06146AA0004108A;TENNIS;TENNIS;1;06146;A;SPORTS ET LOISIRS;06146AA0004108;{"type": "Point", "coordinates": [7.14999707, 43.94586091]}
06103AA00270A;CIMETIERE;FUNERAIRE;1;06103;A;SERVICE PUBLIC;06103AA00270;{"type": "Point", "coordinates": [7.3094783, 44.01785735]}
06020AA00480B;PARKING AUTO;PARKING AUTO;1;06020;B;TRANSPORT;06020AA00480;{"type": "Point", "coordinates": [7.33202902, 43.99071931]}
06027AA008518A;STADE DE LA VILLETTE;STADE;1;06027;A;SPORTS ET LOISIRS;06027AA008518;{"type": "Point", "coordinates": [7.15119463, 43.66065771]}
06013AA00830A;ECOLE;ECOLE PRIMAIRE;1;06013;A;EDUCATION;06013AA00830;{"type": "Point", "coordinates": [7.32104906, 44.01403486]}
06013AA007451B;OFFICE DE TOURISME;OFFICE DE TOURISME;1;06013;B;TOURISME;06013AA007451;{"type": "Point", "coordinates": [7.32071036, 44.0151347]}
06011AA00560A;SQUARE CALMETTE;SQUARE;1;06011;A;ENVIRONNEMENT;06011AA00560;{"type": "Point", "coordinates": [7.33463252, 43.70961585]}
06088AB049522A;LES PALMIERS;EHPAD;1;06088;A;SOCIAL;06088AB049522;{"type": "Point", "coordinates": [7.25770769, 43.71195319]}
06088AL04621A;SAINT-BARTHELEMY;EHPAD;1;06088;A;SOCIAL;06088AL04621;{"type": "Point", "coordinates": [7.25426417, 43.71968072]}
06157AA00811628A;ELEMENTAIRE DU SUVE;ECOLE PRIMAIRE;1;06157;A;EDUCATION;06157AA00811628;{"type": "Point", "coordinates": [7.12294955, 43.72726035]}
06157AA00811628B;MATERNELLE DU SUVE;ECOLE PRIMAIRE;1;06157;B;EDUCATION;06157AA00811628;{"type": "Point", "coordinates": [7.12331302, 43.72670672]}
06088AC142814A;GARE CFP MADELEINE;GARE FERROVIAIRE;1;06088;A;TRANSPORT;06088AC142814;{"type": "Point", "coordinates": [7.23193694, 43.70843046]}
06088AL051714A;MATERNELLE ROSA BONHEUR;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AL051714;{"type": "Point", "coordinates": [7.24727872, 43.69331735]}
06088AC1793156B;MATERNELLE GENETS;ECOLE PRIMAIRE;1;06088;B;EDUCATION;06088AC1793156;{"type": "Point", "coordinates": [7.22925801, 43.71454752]}
06088AV003336C;MUSEE INTERNATIONAL D'ART NAIF ANATOLE JAKOVSKY (ANNEXE);MUSEE ET GALERIE;1;06088;C;CULTURE;06088AV003336;{"type": "Point", "coordinates": [7.23222218, 43.68632619]}
06088AA0627405C;MUSEE DES ARTS ASIATIQUES;MUSEE ET GALERIE;1;06088;C;CULTURE;06088AA0627405;{"type": "Point", "coordinates": [7.21607821, 43.66810331]}
06088AL04188A;GALERIE RENOIR;MUSEE ET GALERIE;1;06088;A;CULTURE;06088AL04188;{"type": "Point", "coordinates": [7.27732408, 43.69787916]}
06123AA0053222F;PARC LAYET;PARC;1;06123;F;ENVIRONNEMENT;06123AA0053222;{"type": "Point", "coordinates": [7.19133388, 43.67431262]}
06088AA0627405D;SERRE PHOENIX;PARC ANIMALIER;1;06088;D;ENVIRONNEMENT;06088AA0627405;{"type": "Point", "coordinates": [7.21923108, 43.66877009]}
06088AT018712A;PARC AUTO GARE DE NICE;PARKING AUTO;1;06088;A;TRANSPORT;06088AT018712;{"type": "Point", "coordinates": [7.26029485, 43.70364454]}
06088SM15180A;PARC AUTO MOZART;PARKING AUTO;1;06088;A;TRANSPORT;06088SM15180;{"type": "Point", "coordinates": [7.26190962, 43.70053547]}
06088SP00882B;PARC AUTO PLACE DU PALAIS;PARKING AUTO;1;06088;B;TRANSPORT;06088SP00882;{"type": "Point", "coordinates": [7.27402474, 43.69631646]}
06088AC009957B;PARC AUTO LENVAL;PARKING AUTO;1;06088;B;TRANSPORT;06088AC009957;{"type": "Point", "coordinates": [7.24096586, 43.68912372]}
06088SG11661A;PARC AUTO GUYNEMER;PARKING AUTO;1;06088;A;TRANSPORT;06088SG11661;{"type": "Point", "coordinates": [7.28293814, 43.69341767]}
06088AM0594121A;PARC AUTO ARENAS CASSIN;PARKING AUTO;1;06088;A;TRANSPORT;06088AM0594121;{"type": "Point", "coordinates": [7.21583451, 43.66945263]}
06088AM001111B;PARC AUTO GRIMALDI;PARKING AUTO;1;06088;B;TRANSPORT;06088AM001111;{"type": "Point", "coordinates": [7.26441619, 43.69801298]}
06088AH00554A;PARC AUTO HANCY;PARKING AUTO;1;06088;A;TRANSPORT;06088AH00554;{"type": "Point", "coordinates": [7.26890828, 43.70368179]}
06027AA10580A;PARKING MATTEI;PARKING AUTO;1;06027;A;TRANSPORT;06027AA10580;{"type": "Point", "coordinates": [7.16643446, 43.65794654]}
06159AA01680B;PARKING AUTO;PARKING AUTO;1;06159;B;TRANSPORT;06159AA01680;{"type": "Point", "coordinates": [7.31025579, 43.7022433]}
06123AA04280A;CLUB VAR MER;NAUTIQUE;1;06123;A;SPORTS ET LOISIRS;06123AA04280;{"type": "Point", "coordinates": [7.19762257, 43.65641407]}
06088AT018710B;OFFICE DU TOURISME;OFFICE DE TOURISME;1;06088;B;TOURISME;06088AT018710;{"type": "Point", "coordinates": [7.26273399, 43.70481364]}
06123AA02421819A;OFFICE DE TOURISME;OFFICE DE TOURISME;1;06123;A;TOURISME;06123AA02421819;{"type": "Point", "coordinates": [7.17918503, 43.65636243]}
06157AA01958A;OFFICE DE TOURISME;OFFICE DE TOURISME;1;06157;A;TOURISME;06157AA01958;{"type": "Point", "coordinates": [7.11208585, 43.72274801]}
06088SM11990A;JARDIN DU MONASTERE DE CIMIEZ - BOIS SACRE;PARC;1;06088;A;ENVIRONNEMENT;06088SM11990;{"type": "Point", "coordinates": [7.27848638, 43.71910793]}
06088BA14350A;PARC CHRISTIAN LESCOS;PARC;1;06088;A;ENVIRONNEMENT;06088BA14350;{"type": "Point", "coordinates": [7.29894436, 43.74212952]}
06120AA00718A;PARKING AUTO;PARKING AUTO;1;06120;A;TRANSPORT;06120AA00718;{"type": "Point", "coordinates": [6.92462618, 44.25515684]}
06127AA00270C;HELIPORT;HELIPORT;1;06127;C;TRANSPORT;06127AA00270;{"type": "Point", "coordinates": [7.25660738, 44.06642343]}
06127AA00396257A;PARC ALPHA;PARC ANIMALIER;1;06127;A;ENVIRONNEMENT;06127AA00396257;{"type": "Point", "coordinates": [7.29546249, 44.11320369]}
06120AA00050A;GENDARMERIE NATIONALE - AURON;GENDARMERIE;1;06120;A;SECURITE;06120AA00050;{"type": "Point", "coordinates": [6.93052544, 44.2252709]}
06075AA010989A;TENNIS CLUB DE LEVENS;TENNIS;1;06075;A;SPORTS ET LOISIRS;06075AA010989;{"type": "Point", "coordinates": [7.22810492, 43.86126287]}
06123AA01230A;TENNIS MUNICIPAL LE JAQUON;TENNIS;1;06123;A;SPORTS ET LOISIRS;06123AA01230;{"type": "Point", "coordinates": [7.18200431, 43.66565072]}
06159AA00670A;THEATRE DE VERDURE;THEATRE;1;06159;A;CULTURE;06159AA00670;{"type": "Point", "coordinates": [7.3107598, 43.70084942]}
06088AF027518A;CROUS DE NICE;UNIVERSITE;1;06088;A;EDUCATION;06088AF027518;{"type": "Point", "coordinates": [7.25347544, 43.69796216]}
06088AR04185A0;CAMPUS TROTABAS;UNIVERSITE;1;06088;A0;EDUCATION;06088AR04185;{"type": "Point", "coordinates": [7.24667328, 43.69631118]}
06088AD026424A0;CAMPUS SAINT JEAN D'ANGELY;UNIVERSITE;1;06088;A0;EDUCATION;06088AD026424;{"type": "Point", "coordinates": [7.28824668, 43.70884529]}
06088AR04183A;RESIDENCE UNIVERSITAIRE LES COLLINETTES;UNIVERSITE;1;06088;A;EDUCATION;06088AR04183;{"type": "Point", "coordinates": [7.24709102, 43.69654331]}
06088AA0858168B;THEATRE LINO VENTURA;THEATRE;1;06088;B;CULTURE;06088AA0858168;{"type": "Point", "coordinates": [7.30809346, 43.73895569]}
06103AA00510D;TRESOR PUBLIC;ADMINISTRATION;1;06103;D;SERVICE PUBLIC;06103AA00510;{"type": "Point", "coordinates": [7.30827669, 44.01272303]}
06102AA00133A;MAIRIE;MAIRIE;1;06102;A;SERVICE PUBLIC;06102AA00133;{"type": "Point", "coordinates": [7.13172952, 44.06375565]}
06021BA00010A;PARKING AUTO;PARKING AUTO;1;06021;A;TRANSPORT;06021BA00010;{"type": "Point", "coordinates": [7.18876095, 43.86250239]}
06066AA00210B;OFFICE DE TOURISME;OFFICE DE TOURISME;1;06066;B;TOURISME;06066AA00210;{"type": "Point", "coordinates": [7.16320772, 43.84965943]}
06153AA00570B;MUSEE DU TERROIR;MUSEE ET GALERIE;1;06153;B;CULTURE;06153AA00570;{"type": "Point", "coordinates": [7.2031371, 44.066958]}
06042AA00035A;MAIRIE;MAIRIE;1;06042;A;SERVICE PUBLIC;06042AA00035;{"type": "Point", "coordinates": [7.14727732, 43.99498542]}
06042AA00040A;TERRAIN DE SPORT;STADE;1;06042;A;SPORTS ET LOISIRS;06042AA00040;{"type": "Point", "coordinates": [7.14579893, 43.99319687]}
06127AA00530B;OFFICE DE TOURISME;OFFICE DE TOURISME;1;06127;B;TOURISME;06127AA00530;{"type": "Point", "coordinates": [7.25647244, 44.06981467]}
06159AA002723A;INSTITUT FRANCAIS;DIVERS;1;06159;A;EDUCATION;06159AA002723;{"type": "Point", "coordinates": [7.30472169, 43.70293024]}
06088BA16441A;CGE;EAU / ELECTRICITE;1;06088;A;SERVICE PUBLIC;06088BA16441;{"type": "Point", "coordinates": [7.20085062, 43.66568436]}
06088AV007724A;ECOLE D'INFIRMIERES HOPITAL PASTEUR;ECOLE SPECIALISEE;1;06088;A;EDUCATION;06088AV007724;{"type": "Point", "coordinates": [7.27903293, 43.72509317]}
06088AT045177B;ELEMENTAIRE RENE ARZIARI;ECOLE PRIMAIRE;1;06088;B;EDUCATION;06088AT045177;{"type": "Point", "coordinates": [7.28380868, 43.71479942]}
06088AS10894A;COLLEGE HENRI MATISSE;COLLEGE;1;06088;A;EDUCATION;06088AS10894;{"type": "Point", "coordinates": [7.2718603, 43.72312014]}
06011AA00441A;COLLEGE JEAN COCTEAU;COLLEGE;1;06011;A;EDUCATION;06011AA00441;{"type": "Point", "coordinates": [7.32823553, 43.70327079]}
06126AA00890A;COLLEGE L.BREA;COLLEGE;1;06126;A;EDUCATION;06126AA00890;{"type": "Point", "coordinates": [7.1912372, 43.81877201]}
