idENT_NCA;NOM;SOUS_TYPE;DIFFUSION;CODE_INSEE;CODE_EQUIP;TYPE;ADR_NCA;geometry
06147AA006770A;MAIRIE;MAIRIE;1;06147;A;SERVICE PUBLIC;06147AA006770;{"type": "Point", "coordinates": [7.27620025, 43.78713843]}
06046AA00060A;CIMETIERE;FUNERAIRE;1;06046;A;SERVICE PUBLIC;06046AA00060;{"type": "Point", "coordinates": [7.21996126, 43.75909283]}
06088AO00605A0;GROUPE SCOLAIRE ARIANE SUD;ECOLE PRIMAIRE;1;06088;A0;EDUCATION;06088AO00605;{"type": "Point", "coordinates": [7.29889725, 43.73878653]}
06088AM118512A0;GROUPE SCOLAIRE LYCETTE DARSONVAL;ECOLE PRIMAIRE;1;06088;A0;EDUCATION;06088AM118512;{"type": "Point", "coordinates": [7.27232215, 43.72596061]}
06088SG04070A;JARDIN DE LA PLACE GENERAL MARSHALL;JARDIN;1;06088;A;ENVIRONNEMENT;06088SG04070;{"type": "Point", "coordinates": [7.27560646, 43.70238029]}
06088SV05720A;JARDIN CARDINAL CLEMENT FERRERO;JARDIN;1;06088;A;ENVIRONNEMENT;06088SV05720;{"type": "Point", "coordinates": [7.2768979, 43.70039441]}
06088SC17600A;JARDIN CORVESY;JARDIN;1;06088;A;ENVIRONNEMENT;06088SC17600;{"type": "Point", "coordinates": [7.27238253, 43.69669928]}
06088AS0407137A;MATERNELLE VON DERWIES;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AS0407137;{"type": "Point", "coordinates": [7.2623267, 43.7166425]}
06088AA114447C;MATERNELLE CAPELINA;ECOLE PRIMAIRE;1;06088;C;EDUCATION;06088AA114447;{"type": "Point", "coordinates": [7.28706649, 43.70664601]}
06088AO0198135C;MATERNELLE MAGNOLIAS;ECOLE PRIMAIRE;1;06088;C;EDUCATION;06088AO0198135;{"type": "Point", "coordinates": [7.22018334, 43.6798659]}
06088AG005024A;MATERNELLE II LOU SOULEU;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AG005024;{"type": "Point", "coordinates": [7.26252184, 43.72632142]}
06088AB097978A;OREADIS;EHPAD;1;06088;A;SOCIAL;06088AB097978;{"type": "Point", "coordinates": [7.26857824, 43.72135559]}
06088AB0463343A;RESIDENCE CANTAZUR;EHPAD;1;06088;A;SOCIAL;06088AB0463343;{"type": "Point", "coordinates": [7.21658735, 43.72073206]}
06088AC027512A;VILLA HELIOS SAINT-JEAN;EHPAD;1;06088;A;SOCIAL;06088AC027512;{"type": "Point", "coordinates": [7.29200711, 43.6968612]}
06088BA126157A;HELENA;EHPAD;1;06088;A;SOCIAL;06088BA126157;{"type": "Point", "coordinates": [7.28766037, 43.70775172]}
06088SZ01000A;SQUARE DOCTEUR ZAMENHOF;JARDIN;1;06088;A;ENVIRONNEMENT;06088SZ01000;{"type": "Point", "coordinates": [7.25557742, 43.69849308]}
06088SC16850B;SQUARE CONSTANTIN DE CHATEAUNEUF;JARDIN;1;06088;B;ENVIRONNEMENT;06088SC16850;{"type": "Point", "coordinates": [7.30088686, 43.7353712]}
06088SF01540A;SQUARE FELIX ZIEM;JARDIN;1;06088;A;ENVIRONNEMENT;06088SF01540;{"type": "Point", "coordinates": [7.23549897, 43.68504647]}
06088BA16593B;MATERNELLE DIGUE DES FRANCAIS LES PTITS LOUPS;ECOLE PRIMAIRE;1;06088;B;EDUCATION;06088BA16593;{"type": "Point", "coordinates": [7.20433679, 43.67667122]}
06088AM00889A;MATERNELLE MADONETTE TERRON;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AM00889;{"type": "Point", "coordinates": [7.22635979, 43.69103493]}
06088AG05065A;MATERNELLE LAURIERS ROSES;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AG05065;{"type": "Point", "coordinates": [7.30689422, 43.73952079]}
06088BA15760A;JARDIN AVENUE AUGUSTE VEROLA;JARDIN;1;06088;A;ENVIRONNEMENT;06088BA15760;{"type": "Point", "coordinates": [7.19435416, 43.71134916]}
06088AG0044190B;MATERNELLE GAIRAUTINE;ECOLE PRIMAIRE;1;06088;B;EDUCATION;06088AG0044190;{"type": "Point", "coordinates": [7.26304281, 43.7369313]}
06027AA03180C;MATERNELLE LES CANEBIERS;ECOLE PRIMAIRE;1;06027;C;EDUCATION;06027AA03180;{"type": "Point", "coordinates": [7.1515763, 43.66704664]}
06088AO019844A;ABBAYE DE ROSELAND;LIEU REMARQUABLE;1;06088;A;PATRIMOINE;06088AO019844;{"type": "Point", "coordinates": [7.22979398, 43.68978078]}
06088SS09901D;LYCEE SASSERNO;LYCEE;1;06088;D;EDUCATION;06088SS09901;{"type": "Point", "coordinates": [7.27071352, 43.70209768]}
06088AJ00552A;LYCEE DU PARC IMPERIAL;LYCEE;1;06088;A;EDUCATION;06088AJ00552;{"type": "Point", "coordinates": [7.2518223, 43.70632377]}
06088SB01400A;JARDIN BACHAGA BOUALEM;JARDIN;1;06088;A;ENVIRONNEMENT;06088SB01400;{"type": "Point", "coordinates": [7.28623509, 43.70523157]}
06088AS016559B;JARDIN MUSEE DU PRIEURE DU VIEUX LOGIS;JARDIN;1;06088;B;ENVIRONNEMENT;06088AS016559;{"type": "Point", "coordinates": [7.25497316, 43.72063443]}
06088SA03740A;JARDIN ALSACE LORRAINE;JARDIN;1;06088;A;ENVIRONNEMENT;06088SA03740;{"type": "Point", "coordinates": [7.2569808, 43.6981776]}
06027AA015916A;GROUPE SCOLAIRE VAL FLEURI;ECOLE PRIMAIRE;1;06027;A0;EDUCATION;06027AA015916;{"type": "Point", "coordinates": [7.16224861, 43.67283885]}
06088AL026487A;HOPITAL SAINTE MARIE;HOPITAL;1;06088;A;SANTE;06088AL026487;{"type": "Point", "coordinates": [7.2836859, 43.73158465]}
06088AR02094A;HOPITAL DE CIMIEZ;HOPITAL;1;06088;A;SANTE;06088AR02094;{"type": "Point", "coordinates": [7.27292414, 43.72158777]}
06088AS0082151C;C.H.R L'ARCHET;HOPITAL;1;06088;C;SANTE;06088AS0082151;{"type": "Point", "coordinates": [7.22789669, 43.69628376]}
06088SS09138B;DT 7 COEUR DE VILLE;SERVICE MUNICIPAL;1;06088;B;SERVICE PUBLIC;06088SS09138;{"type": "Point", "coordinates": [7.27613592, 43.69534041]}
06088AC051731A;MAISON DE L'ENVIRONNEMENT;SERVICE MUNICIPAL;1;06088;A;SERVICE PUBLIC;06088AC051731;{"type": "Point", "coordinates": [7.2549576, 43.71420927]}
06088AA0627161A;BAMBOU PLAGE;PLAGE;1;06088;A;TOURISME;06088AA0627161;{"type": "Point", "coordinates": [7.24157555, 43.68830044]}
06088AP070434A;ELEMENTAIRE MANTEGA;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AP070434;{"type": "Point", "coordinates": [7.25199749, 43.70955328]}
06088AF061617B;ELEMENTAIRE I SAINT BARTHELEMY;ECOLE PRIMAIRE;1;06088;B;EDUCATION;06088AF061617;{"type": "Point", "coordinates": [7.25435079, 43.71566738]}
06088AO00771B;ELEMENTAIRE SAINT PIERRE DE FERIC;ECOLE PRIMAIRE;1;06088;B;EDUCATION;06088AO00771;{"type": "Point", "coordinates": [7.23601836, 43.71789152]}
06088AJ041813A;ELEMENTAIRE SAINT ANTOINE DE GINESTIERE;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AJ041813;{"type": "Point", "coordinates": [7.21466898, 43.70955657]}
06088AL051726A;ELEMENTAIRE SAINT PIERRE D'ARENE;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AL051726;{"type": "Point", "coordinates": [7.24596378, 43.69291695]}
06088BA02939B;ELEMENTAIRE SAINT ISIDORE;ECOLE PRIMAIRE;1;06088;B;EDUCATION;06088BA02939;{"type": "Point", "coordinates": [7.19304324, 43.71223777]}
06088AS0836126A;ELEMENTAIRE CAUCADE;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AS0836126;{"type": "Point", "coordinates": [7.21121877, 43.67862271]}
06088AC1848430A;ELEMENTAIRE CREMAT;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AC1848430;{"type": "Point", "coordinates": [7.20879922, 43.7227966]}
06088AF0033371TERB;ELEMENTAIRE RAYMOND MORETTI;ECOLE PRIMAIRE;1;06088;B;EDUCATION;06088AF0033371TER;{"type": "Point", "coordinates": [7.20763054, 43.70541575]}
06159AA00402200A0;ECOLE SAINT MICHEL;ECOLE PRIMAIRE;1;06159;A;EDUCATION;06159AA00402200;{"type": "Point", "coordinates": [7.32500364, 43.7160154]}
06027AA03070A;ELEMENTAIRE LES PRIMEVERES;ECOLE PRIMAIRE;1;06027;A;EDUCATION;06027AA03070;{"type": "Point", "coordinates": [7.14686323, 43.65942623]}
06027AA03000A0;ECOLE JULES FERRY;ECOLE PRIMAIRE;1;06027;A;EDUCATION;06027AA03000;{"type": "Point", "coordinates": [7.14825017, 43.66338961]}
06027AA11360A0;ECOLE LE LOGIS;ECOLE PRIMAIRE;1;06027;A;EDUCATION;06027AA11360;{"type": "Point", "coordinates": [7.14817938, 43.66388733]}
06088BA1644194D;ELEMENTAIRE DIGUE DES FRANCAIS;ECOLE PRIMAIRE;1;06088;D;EDUCATION;06088BA1644194;{"type": "Point", "coordinates": [7.20309522, 43.67767295]}
06123AA0078342A;ELEMENTAIRE LOUIS RAVET;ECOLE PRIMAIRE;1;06123;A;EDUCATION;06123AA0078342;{"type": "Point", "coordinates": [7.18117776, 43.66897979]}
06088AO0198135A;ELEMENTAIRE I MAGNOLIAS;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AO0198135;{"type": "Point", "coordinates": [7.21988477, 43.67981171]}
06088AA106735A;ELEMENTAIRE AUBER;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AA106735;{"type": "Point", "coordinates": [7.2615147, 43.70322149]}
06088AC1793156A;ELEMENTAIRE GENETS;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AC1793156;{"type": "Point", "coordinates": [7.22962502, 43.71466]}
06157AA02680C;CLOS BOULISTE DE LA FERRAGE;CLOS BOULISTE / BOULODROME;1;06157;C;SPORTS ET LOISIRS;06157AA02680;{"type": "Point", "coordinates": [7.11446837, 43.71893606]}
06121AA000915A;TERRAIN DE PETANQUE;CLOS BOULISTE / BOULODROME;1;06121;A;SPORTS ET LOISIRS;06121AA000915;{"type": "Point", "coordinates": [7.333419, 43.68802032]}
06088AV028633A;COLLEGE JOSEPH VERNIER;COLLEGE;1;06088;A;EDUCATION;06088AV028633;{"type": "Point", "coordinates": [7.25896219, 43.70685577]}
06088AH02422A;COLLEGE JEAN GIONO;COLLEGE;1;06088;A;EDUCATION;06088AH02422;{"type": "Point", "coordinates": [7.29032047, 43.71263371]}
06088AF0550176A;COLLEGE ALPHONSE DAUDET;COLLEGE;1;06088;A;EDUCATION;06088AF0550176;{"type": "Point", "coordinates": [7.24641448, 43.6922141]}
06157AA0044805A;CRECHE VEGA;CRECHE FAMILIALE;1;06157;A;PETITE ENFANCE;06157AA0044805;{"type": "Point", "coordinates": [7.09752173, 43.72473303]}
06088AB08581C;MONTET BORNALA CLUB DE NICE;CLOS BOULISTE / BOULODROME;1;06088;C;SPORTS ET LOISIRS;06088AB08581;{"type": "Point", "coordinates": [7.23741161, 43.694391]}
06088AB019885A;CLOS DE BOULES, COMITE DES FETES ET TRADITIONS - FABRON TERRON MADONETTE BARLA;CLOS BOULISTE / BOULODROME;1;06088;A;SPORTS ET LOISIRS;06088AB019885;{"type": "Point", "coordinates": [7.22706412, 43.68958498]}
06027AA006521B;GYMNASE JULES VERNE;CENTRE ET SALLE DE SPORT;1;06027;B;SPORTS ET LOISIRS;06027AA006521;{"type": "Point", "coordinates": [7.14557597, 43.66056368]}
06059AA001877A;GYMNASE EZE;CENTRE ET SALLE DE SPORT;1;06059;A;SPORTS ET LOISIRS;06059AA001877;{"type": "Point", "coordinates": [7.36090981, 43.73063327]}
06088AX00209C;CLUB SPORTIF JEAN BOUIN;CENTRE ET SALLE DE SPORT;1;06088;C;SPORTS ET LOISIRS;06088AX00209;{"type": "Point", "coordinates": [7.28054713, 43.70714772]}
06088AM01578P;SALLE POLYVALENTE LES MOULINS;CENTRE ET SALLE DE SPORT;1;06088;P;SPORTS ET LOISIRS;06088AM01578;{"type": "Point", "coordinates": [7.20462987, 43.67422921]}
06088AO0198135D;GYMNASE DES MAGNOLIAS;CENTRE ET SALLE DE SPORT;1;06088;D;SPORTS ET LOISIRS;06088AO0198135;{"type": "Point", "coordinates": [7.21961642, 43.67962358]}
06088AD026441A;GYMNASE MARCEL BAILET;CENTRE ET SALLE DE SPORT;1;06088;A;SPORTS ET LOISIRS;06088AD026441;{"type": "Point", "coordinates": [7.29205667, 43.7082004]}
06088BA1644155Q;HALLE DES SPORTS;CENTRE ET SALLE DE SPORT;1;06088;Q;SPORTS ET LOISIRS;06088BA1644155;{"type": "Point", "coordinates": [7.19633385, 43.67692481]}
06088AS0836272A;LES JARDINS DE SAINTE-MARGUERITE;EHPAD;1;06088;A;SOCIAL;06088AS0836272;{"type": "Point", "coordinates": [7.20237082, 43.68899947]}
06088AR02094C;C.H.U. DE NICE CIMIEZ;EHPAD;1;06088;C;SOCIAL;06088AR02094;{"type": "Point", "coordinates": [7.27259035, 43.7217867]}
06027AA013728A;LES JARDINS D'INES;EHPAD;1;06027;A;SOCIAL;06027AA013728;{"type": "Point", "coordinates": [7.12974645, 43.6714819]}
06027AA036514A;VILLA PIERRE;EHPAD;1;06027;A;SOCIAL;06027AA036514;{"type": "Point", "coordinates": [7.16438767, 43.66713859]}
06123AA021440A;GARE SNCF;GARE FERROVIAIRE;1;06123;A;TRANSPORT;06123AA021440;{"type": "Point", "coordinates": [7.19450108, 43.66245273]}
06088AG005022A0;GROUPE SCOLAIRE ROSALINDE RANCHER;ECOLE PRIMAIRE;1;06088;A0;EDUCATION;06088AG005022;{"type": "Point", "coordinates": [7.26272976, 43.72591058]}
06088AG10341A0;GROUPE SCOLAIRE OLIVIERS;ECOLE PRIMAIRE;1;06088;A0;EDUCATION;06088AG10341;{"type": "Point", "coordinates": [7.25184967, 43.72963444]}
06088AJ041813A0;GROUPE SCOLAIRE SAINT ANTOINE DE GINESTIERE;ECOLE PRIMAIRE;1;06088;A0;EDUCATION;06088AJ041813;{"type": "Point", "coordinates": [7.21461599, 43.7092657]}
06088AR037446A;MSD NICE PORT;MAISON DE SOLIDARITE DEPARTEMENTALE;1;06088;A;SOCIAL;06088AR037446;{"type": "Point", "coordinates": [7.29068627, 43.70450195]}
06088AL007713A0;GROUPE SCOLAIRE RONCHESE;ECOLE PRIMAIRE;1;06088;A0;EDUCATION;06088AL007713;{"type": "Point", "coordinates": [7.26864604, 43.70200783]}
06088AB088060A0;GROUPE SCOLAIRE VON DERWIES;ECOLE PRIMAIRE;1;06088;A0;EDUCATION;06088AB088060;{"type": "Point", "coordinates": [7.26191254, 43.71645688]}
06088SI01000A;SQUARE ABBE ISNARDI;JARDIN;1;06088;A;ENVIRONNEMENT;06088SI01000;{"type": "Point", "coordinates": [7.27853026, 43.69683589]}
06088SF00580B;JARDIN PERE JEAN FERRE;JARDIN;1;06088;B;ENVIRONNEMENT;06088SF00580;{"type": "Point", "coordinates": [7.25508584, 43.72875707]}
06088AF04952A0;GROUPE SCOLAIRE SAINT ROCH;ECOLE PRIMAIRE;1;06088;A0;EDUCATION;06088AF04952;{"type": "Point", "coordinates": [7.29149236, 43.71328263]}
06088AG0044190A0;GROUPE SCOLAIRE GAIRAUTINE;ECOLE PRIMAIRE;1;06088;A0;EDUCATION;06088AG0044190;{"type": "Point", "coordinates": [7.2632401, 43.73682507]}
06088AG069348B;PMI NICE NORD;PROTECTION MATERNELLE ET INFANTILE;1;06088;B;SOCIAL;06088AG069348;{"type": "Point", "coordinates": [7.25661617, 43.72225599]}
06088AC090219A;ESPACE DJANGO REINHARDT;SALLE DE SPECTACLE;1;06088;A;CULTURE;06088AC090219;{"type": "Point", "coordinates": [7.3015159, 43.73768543]}
06088BA0244461BISA;MATERNELLE SAINT PANCRACE;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088BA0244461BIS;{"type": "Point", "coordinates": [7.23694512, 43.73738073]}
06088AG108924A;MATERNELLE SOURGENTINE;ECOLE PRIMAIRE;1;06088;A;EDUCATION;06088AG108924;{"type": "Point", "coordinates": [7.29392679, 43.70532663]}
06123AA00640A;JARDIN ROBIN DES BOIS;JARDIN;1;06123;A;ENVIRONNEMENT;06123AA00640;{"type": "Point", "coordinates": [7.19647694, 43.66562367]}
06117AA00406A0;ECOLE MARCEL PAGNOL;ECOLE PRIMAIRE;1;06117;A;EDUCATION;06117AA00406;{"type": "Point", "coordinates": [7.23760107, 43.82221929]}
06121AA003113A;PLAGE DE PASSABLE;PLAGE;1;06121;A;TOURISME;06121AA003113;{"type": "Point", "coordinates": [7.32509687, 43.69351729]}
06109AA00322737A;SITE D'ESCALADE;ESCALADE;1;06109;A;SPORTS ET LOISIRS;06109AA00322737;{"type": "Point", "coordinates": [7.19605912, 43.83272697]}
06088AD02864A;COMMISSARIAT DE POLICE- LES MOULINS;POLICE NATIONALE;1;06088;A;SECURITE;06088AD02864;{"type": "Point", "coordinates": [7.20450408, 43.67798055]}
06088AR011035D;SALLE D'ESCRIME MICHEL SAPET;CENTRE ET SALLE DE SPORT;1;06088;D;SPORTS ET LOISIRS;06088AR011035;{"type": "Point", "coordinates": [7.25796202, 43.72319263]}
06027AA004528A;CENTRE CULTUREL;CENTRE CULTUREL;1;06027;A;CULTURE;06027AA004528;{"type": "Point", "coordinates": [7.14662628, 43.66379698]}
06157AA0074453A;CENTRE CULTUREL MUNICIPAL;CENTRE CULTUREL;1;06157;A;CULTURE;06157AA0074453;{"type": "Point", "coordinates": [7.12507547, 43.71495185]}
06088AM002212C;ANIMANICE PASTEUR;CENTRE DE LOISIRS;1;06088;C;SPORTS ET LOISIRS;06088AM002212;{"type": "Point", "coordinates": [7.28428892, 43.72440357]}
06088AA116046A;ANIMANICE LA VALLIERE;CENTRE DE LOISIRS;1;06088;A;SPORTS ET LOISIRS;06088AA116046;{"type": "Point", "coordinates": [7.2219695, 43.67263549]}
06088AF00091BISA;ANIMANICE LAS PLANAS;CENTRE DE LOISIRS;1;06088;A;SPORTS ET LOISIRS;06088AF00091BIS;{"type": "Point", "coordinates": [7.24772636, 43.73280119]}
06088AL0099235C;ANIMANICE FABRON;CENTRE DE LOISIRS;1;06088;C;SPORTS ET LOISIRS;06088AL0099235;{"type": "Point", "coordinates": [7.21212255, 43.68767318]}
06088AR02362A;ANIMANICE BON VOYAGE;CENTRE DE LOISIRS;1;06088;A;SPORTS ET LOISIRS;06088AR02362;{"type": "Point", "coordinates": [7.28955688, 43.72327852]}
06088AC0660123B;IDEALE PETANQUE NICE NORD;CLOS BOULISTE / BOULODROME;1;06088;B;SPORTS ET LOISIRS;06088AC0660123;{"type": "Point", "coordinates": [7.2498227, 43.72287719]}
06157AA0014111A;ACADEMIE DE BILLARD;CENTRE ET SALLE DE SPORT;1;06157;A;SPORTS ET LOISIRS;06157AA0014111;{"type": "Point", "coordinates": [7.11697681, 43.72219441]}
06032AA00090A;VOIE DES CHEMINS DE FER AMENAGEE;JARDIN;1;06032;A;ENVIRONNEMENT;06032AA00090;{"type": "Point", "coordinates": [7.4062805, 43.72102062]}
06117AA00760A;JARDIN AIRE DE JEUX;JARDIN;1;06117;A;ENVIRONNEMENT;06117AA00760;{"type": "Point", "coordinates": [7.23758472, 43.82167285]}
06157AA0029194A;AIRE DE JEUX DE L'ETOILE;JARDIN;1;06157;A;ENVIRONNEMENT;06157AA0029194;{"type": "Point", "coordinates": [7.10742726, 43.72444267]}
06088AS044020A;ESPERANCE SPORTIVE OUVRIERE DE LA MADELEINE;CLOS BOULISTE / BOULODROME;1;06088;A;SPORTS ET LOISIRS;06088AS044020;{"type": "Point", "coordinates": [7.24613462, 43.69401326]}
06075AA00180C;MAISON DU DEPARTEMENT;ADMINISTRATION;1;06075;C;SERVICE PUBLIC;06075AA00180;{"type": "Point", "coordinates": [7.19681874, 43.85648004]}
06088AC0099152A;URSSAF;ADMINISTRATION;1;06088;A;SERVICE PUBLIC;06088AC0099152;{"type": "Point", "coordinates": [7.23418004, 43.68454742]}
06088BA03590E;AEROGARE FRET;AEROPORT;1;06088;E;TRANSPORT;06088BA03590;{"type": "Point", "coordinates": [7.20447783, 43.6629371]}
06088AA116080C;MICROSITE PEGURIER;AIRE DE SPORT;1;06088;C;SPORTS ET LOISIRS;06088AA116080;{"type": "Point", "coordinates": [7.21914935, 43.67127835]}
06088AH0176123C;PLATEAU SPORTIF VALLON DES FLEURS;AIRE DE SPORT;1;06088;C;SPORTS ET LOISIRS;06088AH0176123;{"type": "Point", "coordinates": [7.27052022, 43.73117145]}
06088AM121032A;PARC CASTEL DES DEUX ROIS;CENTRE ET SALLE DE SPORT;1;06088;A;SPORTS ET LOISIRS;06088AM121032;{"type": "Point", "coordinates": [7.29241792, 43.70088387]}
06157AA0015228D;DOJO DE LA FERRAGE;CENTRE ET SALLE DE SPORT;1;06157;D;SPORTS ET LOISIRS;06157AA0015228;{"type": "Point", "coordinates": [7.11492148, 43.72005052]}
06027AA014417A;ESPACE SPORTIF MUNICIPAL DU TRAVAIL;CENTRE ET SALLE DE SPORT;1;06027;A;SPORTS ET LOISIRS;06027AA014417;{"type": "Point", "coordinates": [7.13846047, 43.66727011]}
06088AV003316BISC;SALLE SPORT SAINTE HELENE;CENTRE ET SALLE DE SPORT;1;06088;C;SPORTS ET LOISIRS;06088AV003316BIS;{"type": "Point", "coordinates": [7.23324385, 43.68593107]}
06088AG05061D;CENTRE MEDICO PSYCHOLOGIQUE;CENTRE MEDICAL SOCIAL;1;06088;D;SANTE;06088AG05061;{"type": "Point", "coordinates": [7.30751041, 43.73896886]}
06088AV03085A;CINEMA VARIETES;CINEMA;1;06088;A;CULTURE;06088AV03085;{"type": "Point", "coordinates": [7.26650993, 43.69984974]}
06088SP13093B;CINEMATHEQUE;CINEMA;1;06088;B;CULTURE;06088SP13093;{"type": "Point", "coordinates": [7.28167063, 43.70570228]}
06088AR03412A;CLINIQUE SAINT-GEORGE;CLINIQUE;1;06088;A;SANTE;06088AR03412;{"type": "Point", "coordinates": [7.27811388, 43.73334383]}
06088AV058342B;CLINIQUE SAINT-LUC;CLINIQUE;1;06088;B;SANTE;06088AV058342;{"type": "Point", "coordinates": [7.28058935, 43.7236662]}
06088AT046221A;CLINIQUE SANTA MARIA;CLINIQUE;1;06088;A;SANTE;06088AT046221;{"type": "Point", "coordinates": [7.25295883, 43.70247502]}
06088AV040710A;CLINIQUE DE CIMIEZ;CLINIQUE;1;06088;A;SANTE;06088AV040710;{"type": "Point", "coordinates": [7.27360277, 43.71094159]}
06088BA15960A;PARKING p10;PARKING AUTO;1;06088;A;TRANSPORT;06088BA15960;{"type": "Point", "coordinates": [7.20391426, 43.67835418]}
06088BA09910A;PARKING UFR STAPS;PARKING AUTO;1;06088;A;TRANSPORT;06088BA09910;{"type": "Point", "coordinates": [7.19483635, 43.6909306]}
06088AC020953;CENTRE REGIONAL DE DOCUMENTATION PEDAGOGIQUE;DIVERS;1;06088;A;EDUCATION;06088AC020953;{"type": "Point", "coordinates": [7.27482033, 43.73085995]}
06088AL0159108I;TERRAIN 5 - COMPLEXE SPORTIF LA LAUVETTE;STADE;1;06088;I;SPORTS ET LOISIRS;06088AL0159108;{"type": "Point", "coordinates": [7.30248066, 43.75377874]}
06088AL0159108K;HANDBALL ET BASKETBALL - COMPLEXE SPORTIF LA LAUVETTE;STADE;1;06088;K;SPORTS ET LOISIRS;06088AL0159108;{"type": "Point", "coordinates": [7.30170942, 43.7538735]}
06088AB097944A;VALROSE;EHPAD;1;06088;A;SOCIAL;06088AB097944;{"type": "Point", "coordinates": [7.26471464, 43.71819025]}
06088AS026411C;PLIE - SAINT-VINCENT DE PAULE;INSERTION ET EMPLOI;1;06088;C;SOCIAL;06088AS026411;{"type": "Point", "coordinates": [7.27043379, 43.69584201]}
06157AA0014177B;PLIE - VENCE;INSERTION ET EMPLOI;1;06157;B;SOCIAL;06157AA0014177;{"type": "Point", "coordinates": [7.11742352, 43.72204754]}
06146AA000360A;JEUX D'ENFANTS;JARDIN;1;06146;A;ENVIRONNEMENT;06146AA000360;{"type": "Point", "coordinates": [7.15104674, 43.94739143]}
06088AA03521A;LES KARR' HIBOUX;ETABLISSEMENT NON MUNICIPAL;1;06088;A;PETITE ENFANCE;06088AA03521;{"type": "Point", "coordinates": [7.26653128, 43.69814518]}
06088AM13704A;BB SOLEIL;ETABLISSEMENT NON MUNICIPAL;1;06088;A;PETITE ENFANCE;06088AM13704;{"type": "Point", "coordinates": [7.28117111, 43.71319279]}
06088AG03192A;LES GARIGUETTES;"ETABLISSEMENT MIXTE ""VILLE-ENTREPRISES""";1;06088;A;PETITE ENFANCE;06088AG03192;{"type": "Point", "coordinates": [7.28264687, 43.71107534]}
06149ZZ000176A;STAND DE TIR DE L'OLI;STADE;1;06149;A;SPORTS ET LOISIRS;06149ZZ000176;{"type": "Point", "coordinates": [7.30414985, 43.73399906]}
06088AR011035F;STADE DU RAY;STADE;1;06088;F;SPORTS ET LOISIRS;06088AR011035;{"type": "Point", "coordinates": [7.2587681, 43.723348]}
06129AA00070A;GENDARMERIE NATIONALE;GENDARMERIE;1;06129;A;SECURITE;06129AA00070;{"type": "Point", "coordinates": [7.10363256, 44.08514709]}
06111AA00400A;TENNIS;TENNIS;1;06111;A;SPORTS ET LOISIRS;06111AA00400;{"type": "Point", "coordinates": [7.08541319, 44.09016286]}
06073AA00280A;AQUAVALLEE;PISCINE;1;06073;A;SPORTS ET LOISIRS;06073AA00280;{"type": "Point", "coordinates": [7.05253948, 44.1855176]}
06088AH02205A;UNITE DE SECURITE MAIRIE / UNITE CENTRE;POLICE MUNICIPALE;1;06088;A;SECURITE;06088AH02205;{"type": "Point", "coordinates": [7.27164493, 43.69605612]}
06088AA085841B;USINE D'INCINERATION;EQUIPEMENT METROPOLITAIN;1;06088;B;SERVICE PUBLIC;06088AA085841;{"type": "Point", "coordinates": [7.29353026, 43.7355361]}
06157AA0075305A;TERRAIN D'EVOLUTION DE LA SINE;STADE;1;06157;A;SPORTS ET LOISIRS;06157AA0075305;{"type": "Point", "coordinates": [7.08459105, 43.72035169]}
06088SR00360B;COCO BEACH;POSTE DE SECOURS;1;06088;B;TOURISME;06088SR00360;{"type": "Point", "coordinates": [7.29415264, 43.6899604]}
06088AB034116A;MAISON DES ASSOCIATIONS DE RAPATRIES;SERVICE MUNICIPAL;1;06088;A;SERVICE PUBLIC;06088AB034116;{"type": "Point", "coordinates": [7.28514088, 43.69939069]}
06064AA013353A;ECOLE LEON MOURAILLE;ECOLE PRIMAIRE;1;06064;A;EDUCATION;06064AA013353;{"type": "Point", "coordinates": [7.1767467, 43.7595966]}
06123AA021640A;FOYER 3EME AGE;SERVICE SOCIAL;1;06123;A;SOCIAL;06123AA021640;{"type": "Point", "coordinates": [7.19034247, 43.675519]}
06088AG00154B;MAIRIE ANNEXE ALBERT 1ER - GABRIEL FAURE;MAIRIE;1;06088;B;SERVICE PUBLIC;06088AG00154;{"type": "Point", "coordinates": [7.26582933, 43.69589936]}
06088AA117730A;I.U.P. TOURISME;UNIVERSITE;1;06088;A;EDUCATION;06088AA117730;{"type": "Point", "coordinates": [7.24850672, 43.69383088]}
06088AL05286C;GYMNASE BISCHOFFHEIM;CENTRE ET SALLE DE SPORT;1;06088;C;SPORTS ET LOISIRS;06088AL05286;{"type": "Point", "coordinates": [7.29277434, 43.70602906]}
06088AC16281C;SKATE PARK FALICON;SKATE PARK;1;06088;C;SPORTS ET LOISIRS;06088AC16281;{"type": "Point", "coordinates": [7.25480619, 43.72633478]}
