n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj
Chateau de la Bucherie;EVBOX;La Bucherie;EVB-P1928057;Parking La Bucherie;5 Rue du Parc 95510 Saint-Cyr-en-Arthies;95543;1.74142;49.06086;3;1946355;11;T2S-EF;Gratuit;7/7 jours;;2020/12/16
