geo_point_2d;geo_shape;objectid;id;origin_bat;nature;hauteur;dist
50.5213514046, 2.64044090188;"{""type"": ""Polygon"", ""coordinates"": [[[2.640691696718367, 50.521198175815236], [2.640666578943076, 50.5211666875309], [2.640580473421416, 50.521197853107296], [2.640022932076451, 50.52139549739449], [2.640108120666405, 50.521492683917934], [2.640197017117811, 50.521465117120215], [2.640363148997282, 50.52146559961697], [2.640396726944538, 50.52149531734676], [2.640605653369223, 50.521417834042275], [2.640804730298472, 50.52133942423167], [2.640691696718367, 50.521198175815236]]]}";55284;BATIMENT0000000045995975;BDTopo;Gare;12;630
