siretAcheteur;urlProfilAcheteur;urlDCAT;coordonnees
19270018500015;https://www.achatpublic.com/sdm/ach/sea/csl_liste.do;;Lycée Augustin HEBERT - 20 Rue du Guesclin - 27025 Evreux
