FID,ID,CODE_06,CODE_12,CHANGE,AREA_HA,LIBCODE12,GlobalID,SHAPE_Length,SHAPE_Area
171,FR-29620,324,312,324-312,11.1227241063,Forêt et végétation arbustive en mutation,{ACA6014D-86D5-4A2C-B9D3-3C2CE9781ECB},1377.42989709062,111227.241062192
172,FR-24889,324,311,324-311,15.3677477584,Forêt et végétation arbustive en mutation,{DC24AAF9-50DB-4624-9E15-87D554B5D801},1946.590174886,153677.467580132
173,FR-10301,242,121,242-121,11.7582137646,Systèmes culturaux et parcellaires complexes,{8EB95CCE-5BAC-4450-9FF1-1070C18501E4},1571.1704057105,117582.135035794
174,FR-7988,231,133,231-133,15.2020581264,Prairies et autres surfaces toujours en herbe à usage agricole,{3B51715B-D132-4045-8E42-58A1717F1E10},1684.0413746314,152020.581264091
175,FR-4259,211,121,211-121,21.9659772307,Terres arables hors périmètres d'irrigation,{17B16C40-F34F-4D6E-ADDC-037847C02790},2087.87644235056,219659.772063008
176,FR-21748,312,324,312-324,7.90780182349,Forêts de conifères,{00452468-5313-4D7D-B466-4D4439BA394F},1342.31385473156,79078.0171848276
177,FR-1518,133,112,133-112,18.6043547176,Chantiers,{C9A7DA73-F94F-4095-A48C-067F5388AA14},1968.29939338532,186043.550968565
178,FR-235,112,133,112-133,10.2534887075,Tissu urbain discontinu,{E2287852-7971-473D-8F32-A6EB16D6DC9A},1438.76728850637,102534.887072514
179,FR-21745,312,324,312-324,9.96734632447,Forêts de conifères,{C28BCE2B-1584-4C19-96C8-046F7F95A676},1527.27972082064,99673.4632437188
180,FR-5578,211,133,211-133,7.94496538621,Terres arables hors périmètres d'irrigation,{57544176-1BCA-42E6-9F7B-20ECEA0C5B6B},1229.15384266146,79449.6559648012
181,FR-29619,324,312,324-312,6.25121189485,Forêt et végétation arbustive en mutation,{B37D60C3-D365-4855-90BC-0FF583D525A9},1097.89089812745,62512.1189479524
182,FR-3246,211,112,211-112,7.08844763096,Terres arables hors périmètres d'irrigation,{94489217-BDAE-49F3-B6FA-E29737CC5E07},1124.70790225057,70884.4737487162
183,FR-14379,311,324,311-324,8.98159738134,Forêts de feuillus,{8C2BED42-0CF7-4B87-AAE2-FBE0EB445870},1257.63365043164,89815.9659987366
184,FR-14378,311,324,311-324,10.0970617095,Forêts de feuillus,{51FF8CFA-9E0A-457B-AF20-D9DEEC4C6587},1352.56774269243,100970.617511467
185,FR-29618,324,312,324-312,94.6186731985,Forêt et végétation arbustive en mutation,{C19359E6-CB56-47C3-80D8-B576782795D6},5162.72744925183,946186.741634566
186,FR-23345,313,324,313-324,9.01130825926,Forêts mélangées,{597AD831-0F74-47F8-891F-EFA2DD2823B8},1265.30723887679,90113.0825640071
187,FR-24885,324,311,324-311,18.1363417449,Forêt et végétation arbustive en mutation,{789328A9-BA6B-45C2-9A67-EAF312672599},2168.29783667844,181363.411707653
188,FR-7987,231,133,231-133,7.14232782582,Prairies et autres surfaces toujours en herbe à usage agricole,{D531EEAE-E3A3-4E44-9750-D5FDBADF8F69},1119.28994678407,71423.2753235078
189,FR-14373,311,324,311-324,10.3470138656,Forêts de feuillus,{E9345F35-8FC2-4CE1-BF8F-4A8EB63F01C4},1480.6920751232,103470.14470773
190,FR-7418,231,121,231-121,11.3825696626,Prairies et autres surfaces toujours en herbe à usage agricole,{736D608C-E718-4B49-9BE7-4CDF140A7A14},1796.19741245025,113825.696627012
191,FR-23344,313,324,313-324,3.96825066295,Forêts mélangées,{04DDBE56-69F7-48A1-B59E-30B9D27606D1},894.985566029672,39682.4949871298
192,FR-29616,324,312,324-312,60.1231658367,Forêt et végétation arbustive en mutation,{FB95631C-1C89-49AD-B67E-EBEC9348554F},4809.65766459044,601231.621941978
193,FR-23343,313,324,313-324,22.8543261812,Forêts mélangées,{B68E3886-D9A6-434C-8753-A18E013A12D8},2506.91604236715,228543.26607637
194,FR-8145,231,142,231-142,7.75270210034,Prairies et autres surfaces toujours en herbe à usage agricole,{26D393A6-C431-4A23-9CBA-35EA01B28DF9},1595.02449786176,77527.0305852764
195,FR-3243,211,112,211-112,5.93191952671,Terres arables hors périmètres d'irrigation,{0212DF2A-85B2-4545-9349-35977CE36DFB},967.256502788842,59319.194868538
196,FR-2540,133,142,133-142,9.2938900243,Chantiers,{9BB2FBC6-F589-4017-9106-296AFF3A48F9},1258.16952691184,92938.8899819633
197,FR-24880,324,311,324-311,42.7610378603,Forêt et végétation arbustive en mutation,{02CDAC1C-066B-4C8B-A8ED-FBBBFA4CF35B},3248.53640971474,427610.387947665
198,FR-2222,133,121,133-121,9.63042199544,Chantiers,{5DF45172-BD89-4CFF-A983-8EABDC474AC6},1236.16426964849,96304.2168248165
199,FR-23342,313,324,313-324,5.25400905276,Forêts mélangées,{D1E1C2B4-B704-4DEE-97E7-644A233CDAB0},912.433109222531,52540.0931558472
200,FR-8408,231,211,231-211,13.1700750045,Prairies et autres surfaces toujours en herbe à usage agricole,{4FD7ABB5-FA00-4A69-84E2-521C128D6325},2014.49984136226,131700.747079207
201,FR-30161,324,313,324-313,25.5861026559,Forêt et végétation arbustive en mutation,{E768CA32-ADFE-4E8A-9E23-8E5D634F7733},2277.30467450909,255861.065473732
202,FR-21733,312,324,312-324,28.3293081131,Forêts de conifères,{EC2901F8-0117-402E-A601-1D934EEC6D79},2517.02117550423,283293.079594687
203,FR-8407,231,211,231-211,17.2854218677,Prairies et autres surfaces toujours en herbe à usage agricole,{07DD1C42-017E-43CE-9D04-396AF7D019C4},1712.5974677767,172854.200641961
204,FR-1514,133,112,133-112,8.54918115971,Chantiers,{C3872F39-B239-4ACB-A5F4-270CE96CA41D},1292.30673044772,85491.8169440323
205,FR-21730,312,324,312-324,6.33538870887,Forêts de conifères,{FB4ABB7A-814C-4500-BFA2-91ADA849EA20},1313.36429262297,63353.8870881422
206,FR-23341,313,324,313-324,5.02902092635,Forêts mélangées,{61E05831-8F4A-4602-B84E-B84E4BA42007},988.801128571294,50290.1977975625
207,FR-29614,324,312,324-312,25.2910541379,Forêt et végétation arbustive en mutation,{A849E266-C911-4DF7-AEA0-2CE3AAC64332},2781.83392006485,252910.527286145
208,FR-23340,313,324,313-324,27.415973232,Forêts mélangées,{AA22722B-AB4E-4460-9299-E1BD900D1B82},2751.19939483301,274159.721965123
209,FR-576,131,211,131-211,5.52256257874,Extraction de matériaux,{93EFCF2F-CA5D-45E4-8F82-8FA98A0155C0},916.347796881258,55225.6255736052
210,FR-21726,312,324,312-324,7.00456754502,Forêts de conifères,{81468696-024D-4C64-916E-8CA563594BBB},1212.92625310825,70045.6673124964
211,FR-21725,312,324,312-324,6.34748686287,Forêts de conifères,{7B17CBDD-1D14-44A4-A9EA-1B82C775E741},1101.62835192183,63474.8656830676
212,FR-3236,211,112,211-112,5.78923064002,Terres arables hors périmètres d'irrigation,{212E3A9B-D636-4E75-9D27-3572AFC50064},1109.32639122907,57892.306399651
213,FR-5573,211,133,211-133,11.3916180794,Terres arables hors périmètres d'irrigation,{F6494FB7-3674-4B3F-AFA1-5C187D9D5636},1504.6155956011,113916.166141191
214,FR-2221,133,121,133-121,13.8959202018,Chantiers,{09A493D5-F673-4321-9288-F7BBF5CA0B7F},1667.30105979671,138959.208673156
215,FR-575,131,211,131-211,12.4391468183,Extraction de matériaux,{8241E3A6-B143-4615-93F1-AE293CD6C1C3},1405.0742778144,124391.455777751
216,FR-5572,211,133,211-133,8.21168173537,Terres arables hors périmètres d'irrigation,{028A39B6-6126-4552-8BBE-ED9CCC0447B9},1361.73612403342,82116.8072200786
217,FR-8405,231,211,231-211,36.2073865308,Prairies et autres surfaces toujours en herbe à usage agricole,{F2BB7A8A-A349-490F-A397-868CA382220A},2908.1976991915,362073.882402772
218,FR-31115,331,511,331-511,5.85400475348,"Plages, dunes et sable",{88BC78DC-DD95-43C0-9397-B551049E7970},1196.5784346256,58540.0658253097
219,FR-29611,324,312,324-312,28.9881534164,Forêt et végétation arbustive en mutation,{B9ABCA73-28C0-4F39-9575-AC615645C9C9},2661.42020830157,289881.520298004
220,FR-5006,211,131,211-131,5.97804026334,Terres arables hors périmètres d'irrigation,{CCB82338-4D35-4240-BA02-215DCA4734B6},1093.8777721779,59780.4101365716
221,FR-7984,231,133,231-133,9.86591240847,Prairies et autres surfaces toujours en herbe à usage agricole,{A55B4031-2978-4CDE-9DF1-ADE253C5072A},1428.4285889339,98659.1248780376
222,FR-5005,211,131,211-131,16.1752927992,Terres arables hors périmètres d'irrigation,{0081C7F7-37FD-4EDF-BE01-4C77EE048B4D},2225.88609199235,161752.920104632
223,FR-574,131,211,131-211,7.91821195962,Extraction de matériaux,{72C094BE-DC6B-4415-877E-242E39EDF5C2},1252.88040337848,79182.1228589131
224,FR-7417,231,121,231-121,5.63011851967,Prairies et autres surfaces toujours en herbe à usage agricole,{CCCD77DE-71FA-4389-A36E-6D8B0A607184},958.587410085011,56301.186756416
225,FR-14350,311,324,311-324,23.116301138,Forêts de feuillus,{AE203855-50E9-4CE4-BD19-ABCA515E27D7},2400.97549963752,231163.02006228
226,FR-1506,133,112,133-112,8.10803122562,Chantiers,{FC530D75-79A8-45FE-A12C-EB14A4E50AF0},1320.46081435278,81080.3030673106
227,FR-11035,242,133,242-133,6.57202237935,Systèmes culturaux et parcellaires complexes,{455EB308-01C3-41F2-BBDF-D9861C323BD1},1162.42865421481,65720.2234868502
228,FR-1505,133,112,133-112,6.65753488747,Chantiers,{B838538D-2959-42BC-A26F-598811E9EFA5},1058.38801748452,66575.3522365601
229,FR-10298,242,121,242-121,6.51564362802,Systèmes culturaux et parcellaires complexes,{598BA5BD-0462-44F0-99BE-2FFDE3D854D4},1073.10740885128,65156.4398903203
230,FR-1504,133,112,133-112,5.1363749354,Chantiers,{A7322A5E-9911-4BA0-A5B5-CBD6357A9BF5},905.549518892003,51363.7363202462
231,FR-9756,242,112,242-112,6.29957811303,Systèmes culturaux et parcellaires complexes,{73A61633-BA72-44EA-A132-757C885AA275},1151.68901864413,62995.7888343466
232,FR-7982,231,133,231-133,8.27509873203,Prairies et autres surfaces toujours en herbe à usage agricole,{56764A4A-143E-427E-B666-376A9E68C862},1211.97514665049,82750.9827761538
233,FR-9755,242,112,242-112,8.48963420454,Systèmes culturaux et parcellaires complexes,{E4763775-AAF9-4712-9074-15AD6DFD7143},1187.37572145061,84896.3439243209
234,FR-21713,312,324,312-324,13.4278478671,Forêts de conifères,{65B7EFA0-509D-4DCE-A21D-1CB56E77C7D5},1430.50280088438,134278.480775085
235,FR-14344,311,324,311-324,5.45697075975,Forêts de feuillus,{BFDA860E-2852-47B6-96E0-253A49DBBA7C},1001.09706855854,54569.7075965457
236,FR-14342,311,324,311-324,6.99880066201,Forêts de feuillus,{5BE65B87-B7F9-4FE0-A7AF-453B6EFC46EF},1101.35176583485,69988.0052698757
237,FR-29607,324,312,324-312,13.4260551013,Forêt et végétation arbustive en mutation,{4348688C-9BDE-4F05-AD3D-2D023E7F8571},1745.1383912578,134260.548447409
238,FR-7980,231,133,231-133,5.13063149054,Prairies et autres surfaces toujours en herbe à usage agricole,{49D08414-FEEC-4C04-AA2B-218EE2A20834},1036.38315369996,51306.3152231623
239,FR-29606,324,312,324-312,70.0274784178,Forêt et végétation arbustive en mutation,{13B7AD2E-986B-4C84-AAD0-4797C3FF4A08},5235.76443731081,700274.803147613
240,FR-5003,211,131,211-131,18.6993397395,Terres arables hors périmètres d'irrigation,{926224EA-F0B0-4DD9-9777-9C04C255A089},2184.92365172656,186993.398922675
241,FR-2215,133,121,133-121,14.9434666946,Chantiers,{4D76E432-7F9F-410B-AA69-E966B68B2782},2232.00221716122,149434.665422868
242,FR-3233,211,112,211-112,8.31210664556,Terres arables hors périmètres d'irrigation,{FFC880A1-BBEC-4215-90ED-507D98A74C48},1142.90909099213,83121.0594161
243,FR-5002,211,131,211-131,9.7338440611,Terres arables hors périmètres d'irrigation,{06CF79E7-1F89-4B17-AAFD-78626908DAF2},1226.15616439757,97338.4360339115
244,FR-11767,311,131,311-131,6.31027360073,Forêts de feuillus,{428F1756-06B5-4D47-B0B3-4E09BF8B4D35},1094.28857926158,63102.7324624763
245,FR-30158,324,313,324-313,14.6098612902,Forêt et végétation arbustive en mutation,{04473AC0-3317-46E9-AB7A-376876492A47},1801.42725711589,146098.605653884
246,FR-11034,242,133,242-133,14.7204783112,Systèmes culturaux et parcellaires complexes,{E469D8AC-A3E0-4680-A438-6729780D5012},2124.51955861242,147204.76094138
247,FR-629,131,324,131-324,6.72754611354,Extraction de matériaux,{FCF0A79C-3581-45B9-8D6F-10E636866309},1055.38896531674,67275.4592503848
248,FR-7979,231,133,231-133,6.81451206369,Prairies et autres surfaces toujours en herbe à usage agricole,{BF2F07E8-FBBB-42B0-A3E9-888B0B13C3FE},1048.63510168056,68145.1206371202
249,FR-21709,312,324,312-324,17.3226571447,Forêts de conifères,{C1B9DFCB-3C6A-4BC1-95BD-30DA41359EDD},1830.98615537498,173226.558090133
250,FR-11881,311,133,311-133,13.9941842778,Forêts de feuillus,{DD0CE2F7-FBAC-485D-81EE-53D113D8BB93},1531.10048942367,139941.840534808
251,FR-14332,311,324,311-324,17.6479339798,Forêts de feuillus,{E3ACAD3B-44EE-4E1D-9FC2-CD9F5CAF3529},1652.10873235063,176479.339798687
252,FR-21708,312,324,312-324,17.386850885,Forêts de conifères,{BACC267B-C8A6-4D90-B1F4-1D9078DA9653},1888.96802938838,173868.515011574
253,FR-29604,324,312,324-312,24.8273889368,Forêt et végétation arbustive en mutation,{E5E003FF-BD82-4F1F-9FB0-509794379ADA},2505.55052176287,248273.871327776
254,FR-24860,324,311,324-311,22.2380674685,Forêt et végétation arbustive en mutation,{26AA9F24-E086-4DC2-84B4-6B8847DAB5E9},2182.75630040817,222380.688771073
255,FR-445,121,133,121-133,9.51844095164,Zones industrielles ou commerciales et installations publiques,{6A4129D6-6D9D-48A5-A1AD-6D1D936AB7DA},1520.36698292088,95184.4095170941
256,FR-21705,312,324,312-324,16.1162958741,Forêts de conifères,{A3B433BE-6712-4988-B1E7-274A48FD5D28},1574.49330495581,161162.958741703
257,FR-5566,211,133,211-133,17.3129155334,Terres arables hors périmètres d'irrigation,{4994E219-5925-406B-926D-F5FE256FA7E8},2213.83490969432,173129.150178461
258,FR-4244,211,121,211-121,8.93906815067,Terres arables hors périmètres d'irrigation,{932B7AFC-64EC-4A39-9E84-BB96EBD70E26},1254.68974124895,89390.6724816874
259,FR-29603,324,312,324-312,25.4861185751,Forêt et végétation arbustive en mutation,{3F29C575-1A13-448C-875E-9FE305391CC1},2258.88820337516,254861.189858611
260,FR-29602,324,312,324-312,26.0110857663,Forêt et végétation arbustive en mutation,{83954D5F-3110-4475-A53D-AC3B98778B47},2263.65578162875,260110.850699912
261,FR-14319,311,324,311-324,7.70145716788,Forêts de feuillus,{6ED65572-FDA5-4E36-A878-E5494DEB363A},1225.70412015131,77014.5747090567
262,FR-4241,211,121,211-121,5.64171885614,Terres arables hors périmètres d'irrigation,{05CCE091-A1AC-4914-8C59-A18D8F3D140B},1135.07141059277,56417.1934511804
263,FR-11644,311,121,311-121,7.32878186429,Forêts de feuillus,{8C8F4028-19E4-4567-B570-B5F7C31FF1E4},1122.04763310975,73287.8159565973
264,FR-29601,324,312,324-312,31.5010569081,Forêt et végétation arbustive en mutation,{82BAB638-67F9-46C6-B661-1C5ED8E41992},2893.67872328408,315010.549353075
265,FR-24855,324,311,324-311,20.7422297388,Forêt et végétation arbustive en mutation,{BD1B9823-DC48-4342-867C-E54EBF91C157},1877.57107359451,207422.252564955
266,FR-29600,324,312,324-312,51.3397359439,Forêt et végétation arbustive en mutation,{FB4435C6-DFDE-48F6-A28B-23BF3B874B37},3133.92426977603,513397.371602254
267,FR-4239,211,121,211-121,8.07110996059,Terres arables hors périmètres d'irrigation,{C29BB07E-C1DF-449C-B667-88E58F054154},1116.49979451952,80711.0996061596
268,FR-11033,242,133,242-133,6.64582074234,Systèmes culturaux et parcellaires complexes,{23C02905-98B3-4038-8793-CDD592BFAA1A},1090.7070901316,66458.2117854148
269,FR-14311,311,324,311-324,11.9593069634,Forêts de feuillus,{BDBA9FF3-C367-45A4-8F7F-79D1C95DB30D},1582.04388627075,119593.065331655
270,FR-701,131,512,131-512,25.0504554108,Extraction de matériaux,{77B65B04-8FDF-42AC-944E-8B42D847CACB},2800.54935755302,250504.547448816
271,FR-21695,312,324,312-324,8.07937059737,Forêts de conifères,{5C692703-5D87-4A38-AE98-2A32962969E1},1180.09067716627,80793.6929462112
272,FR-24848,324,311,324-311,6.32893955833,Forêt et végétation arbustive en mutation,{F727D207-1C8D-46AA-986E-2F786290ACF6},1124.26116582267,63289.3942166185
273,FR-11515,243,133,243-133,6.54680574012,"Surfaces essentiellement agricoles, interrompues par des espaces naturels importants",{3EC0D5F1-D0B3-4ECC-92D7-058239D36B41},1103.4718046139,65468.0520960671
274,FR-29598,324,312,324-312,10.3076222325,Forêt et végétation arbustive en mutation,{1045C7B3-439C-42F7-A641-C9E3EEEE8165},1537.85750091855,103076.222326634
275,FR-5000,211,131,211-131,7.1477206675,Terres arables hors périmètres d'irrigation,{16292B59-6ADA-426C-834E-B1F3D20328AA},1170.573334883,71477.1958842019
276,FR-11766,311,131,311-131,12.599508879,Forêts de feuillus,{B48F1DC8-C805-46EB-A411-166519B00C8F},1630.15802496074,125995.090434651
277,FR-700,131,512,131-512,27.3775021357,Extraction de matériaux,{CA0231D2-90DB-4FFB-8119-D363E6EFBDD5},2649.49711164073,273775.013197164
278,FR-5561,211,133,211-133,8.17312214614,Terres arables hors périmètres d'irrigation,{F91F1220-CE49-442B-BFB7-575D273C0237},1319.07513112599,81731.2178022573
279,FR-21692,312,324,312-324,8.79786846698,Forêts de conifères,{75954FA6-0BF6-4FE4-B5B5-65F2F61E4FF5},1262.45079187165,87978.6873293396
280,FR-4999,211,131,211-131,5.19384043694,Terres arables hors périmètres d'irrigation,{FACD9B04-DB23-41BE-ABCE-EC1268EE90D4},993.630626386921,51938.4051118636
281,FR-24842,324,311,324-311,25.0850056903,Forêt et végétation arbustive en mutation,{8621BB78-3FF1-4135-9E12-CBB5DF4A94EA},2260.15637763323,250850.066666391
282,FR-4998,211,131,211-131,5.2092666195,Terres arables hors périmètres d'irrigation,{B1E0705E-6F32-4C4B-8E0E-A4400925130C},915.649483009232,52092.6661959508
283,FR-14300,311,324,311-324,8.03305287903,Forêts de feuillus,{6A2EAECE-8F97-4245-BDBD-D168196C3DAA},1104.03808770508,80330.5287906974
284,FR-5559,211,133,211-133,16.2866118963,Terres arables hors périmètres d'irrigation,{7B13BC32-3E05-4FB3-99D0-FD9EE508B4CC},2249.79699203142,162866.111301963
285,FR-14295,311,324,311-324,9.41024989901,Forêts de feuillus,{9ECA6AEB-745D-453E-8DB7-CD57FDD2F307},1593.56602749545,94102.5005955945
286,FR-30156,324,313,324-313,22.9469643064,Forêt et végétation arbustive en mutation,{52591A80-420D-4E5F-BF29-B057C326D723},2140.55284586097,229469.63125432
287,FR-14293,311,324,311-324,12.2411267189,Forêts de feuillus,{793AB314-0414-4312-9A1D-56D5E50B25E2},1539.85673067689,122411.267188619
288,FR-3217,211,112,211-112,10.3462319688,Terres arables hors périmètres d'irrigation,{C99CE6E6-56C1-4B18-AF67-98F46189B408},1482.36020691211,103462.315886157
289,FR-24834,324,311,324-311,12.4628664801,Forêt et végétation arbustive en mutation,{2FD0070B-EE50-4882-A56F-0861765BABF4},1446.19002273905,124628.676140195
290,FR-24833,324,311,324-311,34.6072618403,Forêt et végétation arbustive en mutation,{6ACFF573-1F02-4831-AF22-E00362E607F4},3326.10644799677,346072.638473082
291,FR-14292,311,324,311-324,15.507682194,Forêts de feuillus,{C937D1BD-8214-4E74-A6C6-A2B9CDFBCA29},1973.54346351435,155076.824945383
292,FR-4231,211,121,211-121,6.17941511498,Terres arables hors périmètres d'irrigation,{94368519-5978-4087-A5C9-510CED74A297},1007.22147344352,61794.1495892047
293,FR-14290,311,324,311-324,9.48897155269,Forêts de feuillus,{B43425ED-3D73-4C4F-A258-00DB6358703E},1674.68432181174,94889.7155253694
294,FR-8872,231,324,231-324,27.287398506,Prairies et autres surfaces toujours en herbe à usage agricole,{948B3DE7-33D2-4AFB-81AC-7BC361B2549F},2135.18693236566,272873.984044295
295,FR-14289,311,324,311-324,24.3080838528,Forêts de feuillus,{6E95B893-B9D8-4277-9818-85E014D63730},2862.10746854399,243080.829828449
296,FR-14288,311,324,311-324,8.81128866858,Forêts de feuillus,{5F285950-32DB-4AA0-88A9-B2C5FD59C828},1235.93143580026,88112.89468585
297,FR-21689,312,324,312-324,15.3200833793,Forêts de conifères,{0B234314-FDF9-4352-B516-AC3AEC260B0F},1537.78472292841,153200.83728057
298,FR-14287,311,324,311-324,12.0662019733,Forêts de feuillus,{A356B997-5E57-4C9E-BB98-0ACD9FB184CA},1512.19245990267,120662.02632346
299,FR-22348,313,211,313-211,12.0185142897,Forêts mélangées,{8D682066-7AA0-4D5D-8F4D-8F36E05C7F9C},1647.44849189374,120185.142768163
300,FR-14286,311,324,311-324,5.98334197355,Forêts de feuillus,{9DBE2887-4603-4A44-8561-BDB8EEBF3AB2},1073.06133414791,59833.4197357334
301,FR-21687,312,324,312-324,22.9231572238,Forêts de conifères,{E87B6141-47AB-4E32-81F4-2DDF8B79A7F8},2287.95064746079,229231.572588757
302,FR-21686,312,324,312-324,10.8614744617,Forêts de conifères,{C0DD5273-B03C-47F5-82BB-177163A221A4},1365.31988606825,108614.728910136
303,FR-14284,311,324,311-324,6.34715493771,Forêts de feuillus,{A3A6D1B9-2461-4058-9DB6-C2F73AF749FB},1173.47462637497,63471.5497872239
304,FR-21683,312,324,312-324,4.40097003381,Forêts de conifères,{9DE32F51-0FF7-43B7-B864-2E8928CA7423},832.091731858142,44009.6981373617
305,FR-4997,211,131,211-131,15.0843003928,Terres arables hors périmètres d'irrigation,{E3C5A54C-6A1B-4ABB-8DFD-35462F6412DD},1993.14605784018,150843.007221485
306,FR-14283,311,324,311-324,8.29384471899,Forêts de feuillus,{4C7D5117-A9B6-422A-BBDA-4BEC4DB5CB89},1259.92796459462,82938.4438269514
307,FR-14281,311,324,311-324,5.57411845893,Forêts de feuillus,{B3FC8390-F3F0-4EA1-8088-1371A37A44E3},966.560072249073,55741.1845904296
308,FR-4996,211,131,211-131,9.23870315915,Terres arables hors périmètres d'irrigation,{F2782765-94CA-482F-9236-D14DEC2EA7C7},1301.84947362111,92387.0233809533
309,FR-23336,313,324,313-324,9.9682845617,Forêts mélangées,{7A7BA19C-570B-4654-8668-74C22CA59041},1465.16204249776,99682.8432609767
310,FR-11514,243,133,243-133,6.97039706532,"Surfaces essentiellement agricoles, interrompues par des espaces naturels importants",{53679399-09BD-4DC8-B6E3-AD0BEF5B5387},1043.37825881207,69703.9706937707
311,FR-4995,211,131,211-131,36.6914169195,Terres arables hors périmètres d'irrigation,{CEE23623-26CA-4431-967A-1579BFB241BA},4259.82733490263,366914.181156995
312,FR-4227,211,121,211-121,8.43122219364,Terres arables hors périmètres d'irrigation,{EDED87BB-7E86-4E61-8D97-9877A8C2D4F6},1242.87699994558,84312.2341463283
313,FR-9740,242,112,242-112,8.56602405958,Systèmes culturaux et parcellaires complexes,{E0D5892F-D84F-4BB8-9F5F-CED9BB5AA17A},1240.81210885485,85660.2415771512
314,FR-4226,211,121,211-121,8.10856242439,Terres arables hors périmètres d'irrigation,{993047B5-C46B-49E0-8DF8-150BC0F8E31E},1384.55857766151,81085.6146544728
315,FR-1486,133,112,133-112,12.2760445888,Chantiers,{7ADACBAB-9BF4-4952-AA1F-A2A965F7BC85},1787.5778936811,122760.452940167
316,FR-14268,311,324,311-324,5.78918575634,Forêts de feuillus,{C743B848-1D89-4DD4-908E-25B5BAA26EB6},988.674429531109,57891.8575631281
317,FR-21677,312,324,312-324,14.0996960884,Forêts de conifères,{6A9B2275-B35C-4D92-A842-4FE0B69FA768},1903.82255065234,140996.953594855
318,FR-4991,211,131,211-131,5.11505635029,Terres arables hors périmètres d'irrigation,{138F0AE4-0DF6-4D36-98D8-4F3F754ED94C},905.803199227902,51150.5635024208
319,FR-21676,312,324,312-324,21.4069070824,Forêts de conifères,{3058D5E2-498D-4BA9-B970-1B4BA63F13AA},2700.78326507566,214069.06738821
320,FR-21675,312,324,312-324,17.5799092622,Forêts de conifères,{C1440C25-C395-4C3C-B328-CE5E834364B8},2344.95786804845,175799.092620667
321,FR-21674,312,324,312-324,5.62727101815,Forêts de conifères,{EF5FB36B-FBD5-411B-A5E7-E322D81A1EB9},933.163706404287,56272.7110992026
322,FR-21673,312,324,312-324,9.17024474883,Forêts de conifères,{8FB76D00-F6FE-442E-A67F-6C2F16565D88},1381.26011415149,91702.4530978787
323,FR-21671,312,324,312-324,9.28873573754,Forêts de conifères,{FE63646E-B0FB-45EE-A3E0-31B6D1ECDA04},1696.89074486973,92887.3573745778
324,FR-31101,331,324,331-324,25.4722177223,"Plages, dunes et sable",{6575E627-54C0-4FE1-8C81-4764D56765C0},2946.77815861233,254722.155381068
325,FR-14249,311,324,311-324,11.7488865846,Forêts de feuillus,{FF1C9BF5-02A9-41F8-B26E-8E5D436EBD23},1662.56937308181,117488.870425081
326,FR-29593,324,312,324-312,11.7345531642,Forêt et végétation arbustive en mutation,{FDF7D48C-1BB4-43DB-9A3D-890BCD3ED173},1453.71765304531,117345.531915637
327,FR-21669,312,324,312-324,12.543629,Forêts de conifères,{1C2FF3FF-C660-44E5-8396-109B23F629C9},1544.65110544572,125436.290590493
328,FR-14244,311,324,311-324,5.72412807115,Forêts de feuillus,{A29DA5CE-CAAF-4FCD-B198-3CF588E4EA90},1014.0492502564,57241.2804108448
329,FR-6997,231,112,231-112,5.02417680536,Prairies et autres surfaces toujours en herbe à usage agricole,{1CDDD6AD-6D52-4BC6-A509-3842B82DC797},855.903686255922,50241.7593945625
330,FR-23329,313,324,313-324,9.13127306531,Forêts mélangées,{7F57DFAE-B558-41DA-8807-920AAEE7F072},1417.73711072397,91312.7427166636
331,FR-11609,311,112,311-112,7.85113135038,Forêts de feuillus,{E6D4BA3D-5D2A-48A4-BDE9-6433EA1C72F8},1477.93615591103,78511.30547706
332,FR-21665,312,324,312-324,14.8228001207,Forêts de conifères,{D17CD15C-74B8-49F8-98B1-D75C50057C69},1887.1977934524,148228.00733653
333,FR-14238,311,324,311-324,9.57490572617,Forêts de feuillus,{79111050-97AA-46AF-9BE1-605E509B5CF9},1585.03926866279,95749.0572603342
334,FR-24802,324,311,324-311,6.09542248951,Forêt et végétation arbustive en mutation,{211C8A28-7B4E-4285-A379-C8FE9BF1208F},1016.46190451103,60954.2248954225
335,FR-3198,211,112,211-112,10.5677189603,Terres arables hors périmètres d'irrigation,{F5D713F7-CEC0-49C9-B5F9-EEC30C0FF52F},1272.77369822557,105677.187096973
336,FR-11023,242,133,242-133,15.8706734749,Systèmes culturaux et parcellaires complexes,{757846BB-1765-4FBB-9F1F-F597E7A870F7},1638.67630433588,158706.743640702
337,FR-7972,231,133,231-133,8.83147894311,Prairies et autres surfaces toujours en herbe à usage agricole,{79784C39-B3F7-4EA4-8D88-88FBBCDEFEAC},1306.62153990111,88314.7875582684
338,FR-5552,211,133,211-133,13.8697753134,Terres arables hors périmètres d'irrigation,{D848C5C2-08CB-439D-AED9-DD3A0BE0A4E6},1803.12300512375,138697.744030872
339,FR-21656,312,324,312-324,8.10978260242,Forêts de conifères,{35F480C1-05EB-4245-80B5-EE743B7B3075},1311.90262727119,81097.8245195548
340,FR-11021,242,133,242-133,7.15895998776,Systèmes culturaux et parcellaires complexes,{AACF2D2C-76B0-47A2-8717-3C11538F6C58},1057.29272863323,71589.6027649713
