STATION_NOM,POLLUANT_NOM,DATE_MESURE,MESURE_H01,MESURE_H02,MESURE_H03,MESURE_H04,MESURE_H05,MESURE_H06,MESURE_H07,MESURE_H08,MESURE_H09,MESURE_H10,MESURE_H11,MESURE_H12,MESURE_H13,MESURE_H14,MESURE_H15,MESURE_H16,MESURE_H17,MESURE_H18,MESURE_H19,MESURE_H20,MESURE_H21,MESURE_H22,MESURE_H23,MESURE_H24,MES_H_MINI,MES_H_MAXI,MOYENNE_JOUR
Ambès1,NO2,2015-06-23,0,0,3,4,2,5,3,3,3,3,2,2,,1,1,1,1,2,3,2,5,5,5,2,0,5,3
Ambès1,NO2,2015-06-24,4,4,4,5,11,21,17,12,7,3,4,3,3,3,4,2,4,2,2,5,6,3,1,1,1,21,5
Ambès1,NO2,2015-06-25,2,2,4,14,25,16,13,24,20,10,5,4,5,3,5,4,4,4,6,3,4,2,4,6,2,25,8
Ambès1,NO2,2015-06-26,6,8,15,25,20,28,27,19,25,23,16,14,9,6,4,2,2,0,3,3,2,0,0,0,0,28,11
Ambès1,NO2,2015-06-27,1,0,1,0,5,2,3,1,2,2,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,5,1
Ambès1,NO2,2015-06-28,1,2,2,2,2,3,3,4,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1
Ambès1,NO2,2015-06-29,1,0,4,4,6,5,7,1,0,3,4,3,3,3,2,3,5,3,3,4,9,7,9,12,0,12,4
Ambès1,NO2,2015-06-30,17,12,8,10,13,12,10,11,11,7,5,3,2,2,3,4,6,4,6,9,7,7,9,4,2,17,8
Ambès1,NO2,2015-07-01,0,0,2,4,11,18,19,15,9,11,10,6,5,5,7,5,3,2,2,5,4,4,2,2,0,19,6
Ambès1,NO2,2015-07-02,2,2,4,7,8,11,17,17,17,3,2,1,0,0,1,1,1,1,0,0,0,0,0,2,0,17,4
Ambès1,NO2,2015-07-03,2,3,5,6,9,16,15,11,8,6,5,3,4,3,5,5,6,5,7,10,14,13,15,9,2,16,8
Ambès1,NO2,2015-07-04,3,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,2,2,0,3,1
Ambès1,NO2,2015-07-05,2,3,5,3,5,4,2,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,5,2
Ambès1,NO2,2015-07-06,2,0,2,2,4,7,9,7,5,4,3,2,2,3,4,4,6,7,6,8,8,8,5,6,0,9,5
Ambès1,NO2,2015-07-07,6,4,4,9,14,10,7,4,3,1,1,1,1,1,0,0,2,0,1,2,1,3,2,1,0,14,3
Ambès1,NO2,2015-07-08,0,1,2,1,7,9,2,4,3,2,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,9,2
Ambès1,NO2,2015-07-09,2,2,2,2,5,5,3,4,3,3,2,2,0,1,0,4,1,2,3,1,2,4,5,7,0,7,3
Ambès1,NO2,2015-07-10,6,8,9,9,11,10,8,6,7,5,4,2,4,3,3,5,7,5,4,1,0,0,0,1,0,11,5
Ambès1,NO2,2015-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ambès1,NO2,2015-07-12,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ambès1,NO2,2015-07-13,3,2,9,17,25,18,10,3,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,25,4
Ambès1,NO2,2015-07-14,0,0,0,1,9,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,1
Ambès1,NO2,2015-07-15,0,0,2,3,6,7,6,6,6,4,3,3,2,2,2,2,2,2,4,3,4,5,6,6,0,7,4
Ambès1,NO2,2015-07-16,6,9,16,7,9,19,18,28,23,18,11,8,,,,,,,,3,1,1,0,0,0,28,10
Ambès1,NO2,2015-07-17,1,2,0,11,10,11,6,3,3,0,1,0,1,1,2,1,3,1,1,0,2,0,2,2,0,11,3
Ambès1,NO2,2015-07-18,1,3,3,2,2,3,3,6,4,6,5,4,2,4,4,4,3,0,0,8,2,1,1,0,0,8,3
Ambès1,NO2,2015-07-19,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,0
Ambès1,NO2,2015-07-20,4,3,7,9,16,35,41,35,16,8,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,41,8
Ambès1,NO2,2015-07-21,1,1,0,2,5,6,7,9,5,2,3,1,,,0,0,0,0,0,1,0,0,0,0,0,9,2
Ambès1,NO2,2015-07-22,0,0,0,1,0,1,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Ambès1,NO2,2015-07-23,0,0,1,1,3,6,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1
Ambès1,NO2,2015-07-24,0,3,5,5,7,13,9,13,10,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3
Ambès1,NO2,2015-07-25,2,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1
Ambès1,NO2,2015-07-26,2,4,1,1,5,5,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
Ambès1,NO2,2015-07-27,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0
Ambès1,NO2,2015-07-28,0,0,1,13,10,15,4,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,2
Ambès1,NO2,2015-07-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO2,2015-07-30,0,0,0,1,3,5,3,8,8,2,0,0,0,1,0,1,3,4,1,2,3,4,8,3,0,8,3
Ambès1,NO2,2015-07-31,4,2,2,3,5,7,7,6,7,9,10,6,3,0,1,0,1,0,1,4,10,3,2,10,0,10,4
Ambès1,NO2,2015-08-01,4,0,2,0,4,0,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,1
Ambès1,NO2,2015-08-02,2,10,8,10,12,12,12,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,12,3
Ambès1,NO2,2015-08-03,5,7,15,19,30,34,18,14,14,12,6,3,3,5,6,1,0,0,0,0,0,0,0,0,0,34,8
Ambès1,NO2,2015-08-04,0,0,0,0,2,1,1,1,0,6,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,6,1
Ambès1,NO2,2015-08-05,0,0,0,0,7,12,10,4,5,3,1,0,1,2,1,1,1,0,0,0,0,1,2,0,0,12,2
Ambès1,NO2,2015-08-06,0,0,0,6,13,14,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,14,2
Ambès1,NO2,2015-08-07,0,0,1,0,1,2,3,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
Ambès1,NO2,2015-08-08,0,0,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0
Ambès1,NO2,2015-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,0,0,2,0
Ambès1,NO2,2015-08-10,1,3,6,14,20,16,15,9,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,2,0,20,4
Ambès1,NO2,2015-08-11,0,0,0,1,5,7,12,14,3,3,1,0,0,0,1,1,1,1,4,10,4,4,4,9,0,14,4
Ambès1,NO2,2015-08-12,2,6,12,15,17,21,27,34,30,3,7,2,1,0,0,0,0,6,13,8,8,10,7,0,0,34,10
Ambès1,NO2,2015-08-13,0,0,0,0,5,12,13,9,8,5,1,0,0,0,0,0,0,0,2,1,2,0,2,7,0,13,3
Ambès1,NO2,2015-08-14,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Ambès1,NO2,2015-08-15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ambès1,NO2,2015-08-16,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
Ambès1,NO2,2015-08-17,0,0,0,0,2,6,6,7,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1
Ambès1,NO2,2015-08-18,0,0,0,4,8,17,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,3,0,17,2
Ambès1,NO2,2015-08-19,1,2,2,17,19,27,19,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,4
Ambès1,NO2,2015-08-20,1,0,0,2,6,4,6,13,9,4,1,0,0,0,0,1,1,3,10,2,1,1,2,0,0,13,3
Ambès1,NO2,2015-08-21,0,0,3,4,9,18,18,10,4,4,2,0,0,0,0,0,0,0,6,11,14,15,13,39,0,39,7
Ambès1,NO2,2015-08-22,40,20,13,14,11,9,13,10,6,1,0,0,0,0,0,1,2,13,6,2,0,0,0,0,0,40,7
Ambès1,NO2,2015-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0
Ambès1,NO2,2015-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0
Ambès1,NO2,2015-08-25,4,11,12,8,11,14,14,12,10,5,,3,1,1,0,0,1,0,1,3,3,8,12,15,0,15,6
Ambès1,NO2,2015-08-26,20,17,10,5,8,8,8,9,6,4,6,3,1,0,0,0,1,1,4,3,5,10,7,6,0,20,6
Ambès1,NO2,2015-08-27,4,3,2,4,4,3,4,5,4,4,8,10,6,4,4,8,10,21,16,13,10,7,10,11,2,21,7
Ambès1,NO2,2015-08-28,7,6,7,14,16,10,7,1,2,2,1,1,1,1,2,2,3,1,3,3,4,6,7,7,1,16,5
Ambès1,NO2,2015-08-29,10,7,4,4,4,4,4,5,3,2,1,0,1,1,2,2,3,3,5,10,7,7,6,8,0,10,4
Ambès1,NO2,2015-08-30,6,4,2,5,4,3,3,3,2,2,2,0,0,0,1,1,3,5,7,10,7,9,13,7,0,13,4
Ambès1,NO2,2015-08-31,5,3,2,7,23,24,23,15,12,7,10,10,8,6,3,4,5,2,3,3,0,0,2,1,0,24,7
Ambès1,NO2,2015-09-01,0,0,0,3,0,2,4,4,1,1,1,0,0,0,1,1,1,1,2,0,1,0,0,0,0,4,1
Ambès1,NO2,2015-09-02,0,0,6,14,15,19,10,14,9,8,3,2,1,2,2,2,3,2,4,2,3,2,2,2,0,19,5
Ambès1,NO2,2015-09-03,2,2,2,2,3,8,7,5,6,4,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,8,2
Ambès1,NO2,2015-09-04,1,0,0,5,35,32,25,7,4,2,0,2,1,0,1,1,1,0,0,0,1,4,8,9,0,35,6
Ambès1,NO2,2015-09-05,12,12,10,7,15,12,5,4,4,5,2,2,1,0,1,0,0,1,0,1,0,0,0,1,0,15,4
Ambès1,NO2,2015-09-06,0,1,3,4,2,6,5,5,4,0,0,0,0,1,0,0,2,3,2,2,4,2,2,2,0,6,2
Ambès1,NO2,2015-09-07,2,2,2,4,5,9,10,6,4,1,1,0,1,0,1,1,1,2,2,3,2,2,2,2,0,10,3
Ambès1,NO2,2015-09-08,1,1,2,2,4,10,9,10,6,4,3,0,0,1,2,4,2,2,11,10,7,8,15,18,0,18,6
Ambès1,NO2,2015-09-09,25,19,16,16,18,20,21,18,13,14,12,5,4,5,4,4,5,13,14,14,12,13,11,7,4,25,13
Ambès1,NO2,2015-09-10,8,8,10,9,21,25,20,13,18,9,6,3,1,0,0,1,0,1,2,1,1,0,4,4,0,25,7
Ambès1,NO2,2015-09-11,6,2,3,19,20,19,27,16,9,10,7,6,5,6,7,6,8,8,9,13,27,19,15,14,2,27,12
Ambès1,NO2,2015-09-12,8,6,6,1,2,0,3,3,2,7,8,16,7,5,2,1,2,5,4,7,8,6,6,4,0,16,5
Ambès1,NO2,2015-09-13,5,3,2,4,1,0,0,1,1,2,4,4,2,5,2,1,3,2,3,1,1,0,0,1,0,5,2
Ambès1,NO2,2015-09-14,1,1,0,1,3,8,20,9,2,3,2,2,1,0,1,0,0,5,4,5,5,3,2,2,0,20,3
Ambès1,NO2,2015-09-15,5,5,7,6,10,17,35,33,31,23,9,3,2,1,2,5,8,10,9,6,4,2,2,2,1,35,10
Ambès1,NO2,2015-09-16,2,3,1,2,2,6,9,11,8,5,3,1,0,1,1,0,0,0,0,4,0,1,1,0,0,11,3
Ambès1,NO2,2015-09-17,0,1,1,2,6,7,4,13,21,1,0,1,0,0,0,0,3,2,5,5,13,4,2,2,0,21,4
Ambès1,NO2,2015-09-18,1,2,6,11,18,26,32,27,15,9,4,1,0,0,1,2,4,3,9,6,1,3,5,3,0,32,8
Ambès1,NO2,2015-09-19,6,1,0,3,4,4,11,6,5,1,1,0,0,0,0,0,1,1,2,5,4,3,3,7,0,11,3
Ambès1,NO2,2015-09-20,3,2,5,7,5,4,4,5,4,3,1,0,0,0,1,0,0,6,11,8,6,3,3,4,0,11,4
Ambès1,NO2,2015-09-21,7,7,6,6,26,29,25,30,18,18,9,8,6,8,7,1,1,1,4,2,0,2,5,12,0,30,10
Ambès1,NO2,2015-09-22,0,0,2,2,6,5,6,7,3,,1,0,2,3,0,2,2,4,5,0,1,1,1,0,0,7,2
Ambès1,NO2,2015-09-23,0,3,5,8,15,27,17,9,5,3,2,1,0,0,0,1,2,4,3,7,3,6,8,8,0,27,6
Ambès1,NO2,2015-09-24,8,9,23,22,25,24,25,25,30,33,14,12,9,7,8,6,3,3,4,5,4,4,4,8,3,33,13
Ambès1,NO2,2015-09-25,6,4,9,9,11,13,17,15,8,12,3,3,3,1,2,2,3,5,8,6,6,6,7,4,1,17,7
Ambès1,NO2,2015-09-26,4,4,4,4,5,4,6,7,6,5,2,2,2,2,2,1,2,4,5,3,3,2,3,3,1,7,4
Ambès1,NO2,2015-09-27,2,3,2,2,2,2,4,3,2,2,2,2,1,1,2,2,2,4,6,5,4,5,4,4,1,6,3
Ambès1,NO2,2015-09-28,3,3,4,5,6,13,17,14,13,6,6,4,3,3,5,5,5,5,9,7,4,6,4,4,3,17,6
Ambès1,NO2,2015-09-29,4,3,2,3,8,12,12,9,7,4,7,5,4,4,3,3,3,5,9,7,2,2,2,2,2,12,5
Ambès1,NO2,2015-09-30,2,2,2,2,4,7,8,8,4,5,4,2,2,2,2,3,5,8,22,16,19,13,11,7,2,22,7
Ambès1,NO2,2015-10-01,7,6,4,4,8,19,25,12,16,14,9,6,5,4,4,5,4,5,6,5,4,5,5,6,4,25,8
Ambès1,NO2,2015-10-02,4,5,5,7,21,34,35,28,30,13,12,7,8,8,15,12,17,17,24,25,23,16,12,8,4,35,16
Ambès1,NO2,2015-10-03,7,8,8,13,20,6,8,7,16,16,14,9,5,3,2,3,2,4,12,14,12,25,21,21,2,25,11
Ambès1,NO2,2015-10-04,16,11,8,5,4,2,4,3,5,6,5,5,4,4,5,5,6,10,13,13,14,13,10,9,2,16,8
Ambès1,NO2,2015-10-05,9,6,5,5,6,7,7,8,11,9,0,4,3,2,4,7,11,19,16,12,10,3,3,3,0,19,7
Ambès1,NO2,2015-10-06,2,4,4,8,5,22,28,17,10,2,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,28,5
Ambès1,NO2,2015-10-07,1,1,0,1,10,15,20,15,8,4,10,3,3,0,0,0,1,2,8,10,7,7,6,7,0,20,6
Ambès1,NO2,2015-10-08,5,6,8,21,19,18,19,19,12,8,7,4,1,3,3,4,3,8,8,6,10,10,8,4,1,21,9
Ambès1,NO2,2015-10-09,4,4,4,4,6,26,21,14,12,11,7,4,2,2,3,3,4,14,15,19,11,13,11,19,2,26,10
Ambès1,NO2,2015-10-10,19,17,13,12,13,11,15,9,6,8,8,5,4,4,3,4,8,18,17,14,13,11,10,10,3,19,11
Ambès1,NO2,2015-10-11,8,6,4,4,4,4,6,3,5,4,4,6,6,3,2,5,5,9,10,8,9,6,4,4,2,10,5
Ambès1,NO2,2015-10-12,4,4,4,5,6,10,11,10,9,7,5,6,5,4,5,7,7,9,7,4,4,6,6,6,4,11,6
Ambès1,NO2,2015-10-13,6,7,9,8,10,11,11,10,8,7,8,9,7,6,5,7,8,9,12,8,6,6,6,6,5,12,8
Ambès1,NO2,2015-10-14,5,4,4,5,7,10,15,7,6,6,4,5,4,6,6,5,8,13,15,26,30,24,34,35,4,35,12
Ambès1,NO2,2015-10-15,16,15,24,23,33,38,38,29,21,14,6,4,4,4,5,7,7,10,10,10,8,8,8,8,4,38,15
Ambès1,NO2,2015-10-16,9,10,10,10,14,18,17,15,17,14,8,5,5,5,6,7,11,16,16,17,18,22,27,23,5,27,13
Ambès1,NO2,2015-10-17,25,26,15,13,17,14,17,18,17,10,7,4,4,4,4,5,5,8,11,10,6,6,6,4,4,26,11
Ambès1,NO2,2015-10-18,4,4,4,4,4,4,4,5,6,6,6,5,6,5,4,3,5,11,12,12,8,5,5,3,3,12,6
Ambès1,NO2,2015-10-19,4,5,4,6,9,10,17,12,9,6,5,5,5,4,5,9,9,13,10,10,9,8,8,8,4,17,8
Ambès1,NO2,2015-10-20,6,4,5,4,4,6,7,5,4,6,5,5,5,5,4,4,5,9,7,7,10,8,9,7,4,10,6
Ambès1,NO2,2015-10-21,5,6,6,8,11,13,20,19,15,10,7,6,6,7,5,7,10,13,11,6,6,6,12,7,5,20,9
Ambès1,NO2,2015-10-22,7,6,4,4,9,21,24,30,34,32,14,10,6,2,4,5,8,6,4,2,9,9,6,8,2,34,11
Ambès1,NO2,2015-10-23,7,11,5,2,7,15,22,22,13,4,4,,,2,3,3,8,13,16,16,21,16,13,10,2,22,11
Ambès1,NO2,2015-10-24,10,8,8,10,10,11,12,13,13,20,17,9,4,3,3,1,5,9,16,12,7,9,11,10,1,20,10
Ambès1,NO2,2015-10-25,9,9,9,10,4,3,5,5,5,5,5,5,4,4,2,2,4,10,16,14,18,17,26,17,2,26,9
Ambès1,NO2,2015-10-26,3,4,5,8,6,9,14,14,11,8,6,5,4,6,8,8,14,26,21,9,5,4,4,3,3,26,9
Ambès1,NO2,2015-10-27,2,3,4,4,4,8,8,11,12,13,15,9,9,15,3,3,5,6,6,10,16,18,14,27,2,27,9
Ambès1,NO2,2015-10-28,46,31,18,6,4,5,9,15,15,14,18,12,3,3,1,2,4,13,14,25,48,49,34,23,1,49,17
Ambès1,NO2,2015-10-29,17,13,10,6,9,14,19,15,9,10,8,7,6,6,10,8,12,17,23,18,12,10,8,7,6,23,11
Ambès1,NO2,2015-10-30,5,5,4,4,4,5,10,11,8,8,6,6,4,5,4,6,8,21,20,22,22,18,11,6,4,22,9
Ambès1,NO2,2015-10-31,6,5,4,3,3,5,5,7,6,4,4,4,2,3,3,4,9,20,21,30,35,18,8,6,2,35,9
Ambès1,NO2,2015-11-01,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,11,16,18,21,15,12,12,4,2,21,6
Ambès1,NO2,2015-11-02,4,4,3,4,4,7,10,14,7,5,4,3,2,2,3,4,5,5,6,3,3,4,2,3,2,14,5
Ambès1,NO2,2015-11-03,2,1,0,1,2,4,11,11,10,10,9,9,7,10,14,12,12,17,16,14,8,6,8,4,0,17,8
Ambès1,NO2,2015-11-04,3,2,2,4,7,15,27,27,24,18,21,15,7,4,3,7,13,18,25,22,21,19,13,14,2,27,14
Ambès1,NO2,2015-11-05,13,14,11,10,10,15,17,16,14,12,9,12,16,10,14,20,25,40,40,48,26,13,7,10,7,48,18
Ambès1,NO2,2015-11-06,9,7,8,8,11,12,20,21,13,11,11,9,5,4,6,8,15,17,15,15,17,21,25,26,4,26,13
Ambès1,NO2,2015-11-07,22,23,19,16,11,10,11,10,9,8,10,11,7,2,2,2,4,6,5,5,9,9,10,6,2,23,9
Ambès1,NO2,2015-11-08,10,13,16,22,10,5,6,7,6,5,5,5,5,3,5,5,9,10,14,16,14,11,12,11,3,22,9
Ambès1,NO2,2015-11-09,10,10,8,12,12,14,21,17,23,26,27,28,27,23,22,17,27,33,39,32,23,21,22,21,8,39,21
Ambès1,NO2,2015-11-10,19,20,14,9,8,10,14,17,14,14,11,10,8,9,10,12,13,20,23,25,25,24,26,22,8,26,16
Ambès1,NO2,2015-11-11,20,18,15,15,13,13,13,11,8,7,9,11,11,8,4,5,11,10,12,25,16,15,11,10,4,25,12
Ambès1,NO2,2015-11-12,6,10,10,10,15,19,24,27,23,19,13,13,13,11,11,15,18,18,18,19,22,20,12,9,6,27,16
Ambès1,NO2,2015-11-13,9,6,6,6,9,10,12,15,16,23,28,37,31,13,7,12,18,11,17,11,3,4,3,3,3,37,13
Ambès1,NO2,2015-11-14,4,4,4,7,13,9,10,14,11,16,8,6,3,2,3,7,18,20,29,33,39,36,32,28,2,39,15
Ambès1,NO2,2015-11-15,24,19,14,12,10,10,10,8,6,6,6,6,4,4,5,7,11,18,26,25,19,19,21,23,4,26,13
Ambès1,NO2,2015-11-16,18,16,14,13,13,15,15,20,22,34,35,29,14,7,7,13,18,17,13,9,10,10,35,31,7,35,18
Ambès1,NO2,2015-11-17,14,9,12,11,12,19,21,30,39,34,34,33,33,30,12,7,7,6,9,7,5,3,3,3,3,39,16
Ambès1,NO2,2015-11-18,0,2,0,5,4,6,17,13,8,8,9,4,4,3,3,4,5,12,17,16,9,20,15,6,0,20,8
Ambès1,NO2,2015-11-19,4,2,3,7,16,19,24,22,14,14,14,5,2,3,1,3,8,11,7,2,2,1,3,8,1,24,8
Ambès1,NO2,2015-11-20,9,1,0,0,0,1,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,1
Ambès1,NO2,2015-11-21,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,2,0
Ambès1,NO2,2015-11-22,0,0,0,1,2,6,8,12,11,9,7,4,2,2,2,2,5,8,11,9,6,4,4,5,0,12,5
Ambès1,NO2,2015-11-23,8,11,9,18,24,26,42,50,50,49,37,27,21,11,15,16,20,39,38,31,32,33,32,34,8,50,28
Ambès1,NO2,2015-11-24,37,33,30,30,31,30,30,30,27,24,30,34,36,32,33,32,35,29,24,19,28,30,13,4,4,37,28
Ambès1,NO2,2015-11-25,5,3,2,2,16,16,16,8,5,10,9,3,0,1,1,4,3,1,1,1,1,0,0,0,0,16,5
Ambès1,NO2,2015-11-26,0,0,0,0,0,0,3,4,4,3,3,1,2,2,4,4,7,9,12,10,8,7,9,9,0,12,4
Ambès1,NO2,2015-11-27,12,13,11,11,15,15,27,30,24,,47,33,14,11,11,14,18,24,46,41,31,20,7,5,5,47,21
Ambès1,NO2,2015-11-28,3,0,0,0,0,0,0,1,2,2,2,2,1,1,2,2,11,9,11,19,40,26,14,18,0,40,7
Ambès1,NO2,2015-11-29,12,6,3,3,1,1,1,8,3,1,0,1,0,0,1,1,2,2,3,5,3,3,2,2,0,12,3
Ambès1,NO2,2015-11-30,4,4,4,4,12,22,39,47,52,50,36,10,4,3,6,5,5,20,31,22,31,29,29,20,3,52,20
Ambès1,NO2,2015-12-01,29,39,41,36,34,35,32,43,37,25,20,16,11,9,13,19,36,41,39,43,43,53,40,33,9,53,32
Ambès1,NO2,2015-12-02,33,28,24,24,24,29,27,28,27,22,19,27,35,33,25,30,35,30,27,21,23,21,17,11,11,35,26
Ambès1,NO2,2015-12-03,10,8,6,6,8,11,13,13,13,13,12,11,9,13,17,26,32,33,32,33,30,24,17,12,6,33,17
Ambès1,NO2,2015-12-04,11,10,11,10,11,14,30,38,33,30,18,8,4,4,6,7,13,17,19,16,17,13,9,23,4,38,16
Ambès1,NO2,2015-12-05,24,26,17,26,31,27,20,17,15,14,13,13,11,10,10,11,18,29,31,24,14,14,13,13,10,31,18
Ambès1,NO2,2015-12-06,12,9,8,8,6,6,6,7,8,6,6,6,6,4,8,11,12,20,25,18,22,28,18,14,4,28,11
Ambès1,NO2,2015-12-07,10,10,7,8,7,14,28,43,35,19,11,8,6,6,8,12,25,30,26,19,18,14,12,7,6,43,16
Ambès1,NO2,2015-12-08,6,7,6,6,7,11,20,30,27,23,19,25,22,20,17,9,17,17,21,16,10,9,6,10,6,30,15
Ambès1,NO2,2015-12-09,10,7,8,10,16,21,28,23,35,25,17,19,14,11,10,17,28,32,31,40,42,39,33,34,7,42,23
Ambès1,NO2,2015-12-10,32,24,20,14,17,15,22,25,24,17,13,15,13,12,15,21,28,39,31,38,40,40,37,32,12,40,24
Ambès1,NO2,2015-12-11,31,26,25,18,19,21,23,30,26,22,22,21,23,27,31,29,36,36,33,32,32,32,27,25,18,36,27
Ambès1,NO2,2015-12-12,23,22,19,19,19,19,18,19,16,13,12,11,12,8,8,10,19,29,37,39,36,43,40,25,8,43,22
Ambès1,NO2,2015-12-13,22,18,15,15,13,13,14,16,12,12,11,11,11,10,11,10,15,25,27,21,23,18,12,13,10,27,15
Ambès1,NO2,2015-12-14,14,12,11,11,10,14,16,20,16,13,11,10,8,9,10,13,16,21,22,20,19,14,10,8,8,22,14
Ambès1,NO2,2015-12-15,6,6,6,7,8,9,13,18,21,14,12,12,14,15,18,21,21,22,27,26,29,25,22,19,6,29,16
Ambès1,NO2,2015-12-16,19,17,15,17,16,16,19,28,24,21,17,21,22,24,24,29,34,36,32,32,31,29,22,20,15,36,24
Ambès1,NO2,2015-12-17,15,13,13,12,14,22,21,22,23,21,18,26,34,21,29,39,43,41,37,34,33,29,19,15,12,43,25
Ambès1,NO2,2015-12-18,13,15,11,11,9,11,22,26,19,,,,,,16,20,26,31,39,34,31,26,26,24,9,39,22
Ambès1,NO2,2015-12-19,23,22,17,17,16,18,18,16,13,11,10,8,6,7,8,10,15,15,12,8,6,7,6,6,6,23,12
Ambès1,NO2,2015-12-20,6,6,5,4,4,4,5,7,12,8,10,9,10,9,6,11,17,19,22,12,4,5,9,7,4,22,9
Ambès1,NO2,2015-12-21,6,10,17,22,26,26,37,47,49,43,38,32,19,7,9,14,25,46,59,51,64,49,33,24,6,64,31
Ambès1,NO2,2015-12-22,16,13,12,12,13,20,20,23,18,14,13,7,6,7,9,11,20,25,28,33,26,23,22,17,6,33,17
Ambès1,NO2,2015-12-23,12,9,8,7,13,19,18,21,20,28,32,27,22,24,25,26,27,36,27,23,24,14,13,15,7,36,20
Ambès1,NO2,2015-12-24,11,11,10,7,7,12,24,27,22,18,20,19,18,17,9,8,26,41,48,35,25,21,19,17,7,48,20
Ambès1,NO2,2015-12-25,15,14,11,8,8,9,9,10,9,9,8,8,9,5,5,6,11,19,18,19,16,13,12,9,5,19,11
Ambès1,NO2,2015-12-26,8,6,7,6,6,7,8,12,14,12,10,8,5,5,7,9,18,23,22,22,23,22,15,9,5,23,12
Ambès1,NO2,2015-12-27,8,8,7,6,7,7,7,8,8,9,10,7,6,5,4,6,8,13,17,11,8,7,6,5,4,17,8
Ambès1,NO2,2015-12-28,4,4,4,4,4,7,8,9,11,11,13,12,11,8,9,11,10,11,10,7,6,7,5,8,4,13,8
Ambès1,NO2,2015-12-29,9,8,7,2,5,10,18,13,16,17,31,25,24,18,5,16,22,39,38,51,51,30,18,11,2,51,20
Ambès1,NO2,2015-12-30,8,8,6,7,7,9,9,8,9,8,7,7,6,6,8,11,14,16,18,14,10,16,12,8,6,18,10
Ambès1,NO2,2015-12-31,3,0,2,2,4,14,17,20,26,20,18,14,8,7,5,11,14,21,31,60,52,37,23,15,0,60,18
Ambès1,NO,2015-01-01,1,1,1,1,5,2,2,3,5,6,4,5,2,2,1,2,1,3,3,2,2,2,2,1,1,6,2
