FID,nature,index_,nb_logmt,export,source,SHAPE_Length,SHAPE_Area
366,Résidence,MILANE,7,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,93.4652199820936,404.5316500011
367,Résidence,LE MILLENIUM,62,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,150.046393131952,1263.41889997802
368,Résidence,LE CLOS FLEURIE,18,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,574.971918648798,10171.4674000086
369,Promoteur BATIPRO,LE COLOMBIER,85,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,338.721996371544,7153.37175000543
370,Résidence,MATHILDE,18 logts + 2 commerces,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,112.92721411997,652.836700008618
371,Promoteur SCI,MECHY, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,70.0513854229919,265.415950006379
372,Résidence,RESIDENCE DU LEVANT,31,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,212.795964559904,2290.57744998799
373,Résidence,SAINT BART,7,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,80.0368182656778,328.170699998399
374,SODIAC,LOTISSEMENT RUE DU JARDIN,3,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,151.442670277621,1250.32175001007
375,Résidence,MICKAEL,31,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,137.945373417735,1002.59495000801
376,Résidence,LES JARDINS DE MASCARINS,8,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,316.171981306129,2953.86874995513
377,SIDR,LES JARDINS DE LA RIVIERE,65,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,209.195960934484,2313.15209999218
378,Résidence,MONTGAILLARD 155,14,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,107.827112039298,713.493800006745
379,Résidence,SAINT MICHEL,12,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,95.1377606003357,532.599850002312
380,Promoteur SCI,LES JONQUILLES,16,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,143.775419191868,990.903999995379
381,Résidence,HERMES, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,135.125383662456,706.921400007332
382,Résidence,LE LAUREAT,216,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,305.81914949495,3863.47565000996
383,Promoteur SCI,TRIOLET, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,502.888867887905,15557.321049966
384,Promoteur SCI,L' OLIVIER, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,96.1978607192923,567.136999998579
385,Résidence,HALLEY, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,209.175284379912,2685.18650001208
386,SEDRE,LES HAUTS DE L' ISLE,45,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,493.000335790233,10623.8511499688
387,Promoteur SCI,SAMANTHA 3,22,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,126.02315524214,835.929250001952
388,Résidence,LE PHOENIX DE MONTGAILLARD,57,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,128.110952739446,1018.05275000389
389,Résidence,LE GRAND BLEU,60,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,301.81311987597,3981.09955001835
390,Résidence,FRANGIPANIERS,9,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,193.856927017671,2357.32270000998
391,Résidence,LE GUETALI,22,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,88.8415806055639,412.8599500022
392,Résidence,LE BOUGAINVILLIER,100,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,345.544381566255,7999.56955001758
393,Promoteur SCI,FIRM, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,41.7580996158076,105.291599999612
394,Promoteur SCI,JCR, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,172.554279766019,1198.19939998364
395,SODIAC,SAINT FRANCOIS 3,31 LLTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,681.448651854398,7913.80689999484
396,Promoteur SARL,SGPI,28,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,186.462250964663,1546.84570001542
397,Promoteur SCI,BWADELE,13,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,205.460908384537,1411.73745001821
398,Promoteur SCI,CAP D' OCEAN, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,146.266120164823,1006.21649998404
399,Résidence,TERRE DE SIENNE,26,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,122.856028097761,867.943950008294
400,Résidence,LE JARDIN DE LA SOURCE,18,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,152.919717230557,1202.47880000952
401,Résidence,LE DELPHIS,60,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,220.529161964882,1976.27455000264
402,Résidence,LES CEDRES,26,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,153.680166558181,954.794049996229
403,Promoteur SCI,NARSY, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,93.1050022274281,529.372000007832
404,Promoteur SARL,DOMAINE D' EMERAUDE, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,106.431609456391,676.127749988259
405,Résidence,SCALA,6,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,119.859821741735,429.222099988223
406,Promoteur SCI,CARRON,4,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,140.561729731188,1172.30919999558
407,Promoteur SCI,ASSING, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,206.292546854158,2656.05130003658
408,Promoteur SARL,CINTO, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,166.388488328732,1284.52545000913
409,Promoteur SCI,DAYADRA, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,67.9574875478162,244.522999991349
410,Promoteur SCCV,ANTONIA,62,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,150.046393131952,1263.41889997802
411,Promoteur SCI,LES BANANIERS,3 VILLAS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,605.731730523374,11789.2625499822
412,Promoteur SARL,FIBINVEST, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,90.5269098925228,420.924600009136
413,Promoteur SCP,MERLE BONNAFOUS, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,107.44041178914,698.597400003236
414,Résidence,VOLTAIRE,28,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,119.727675326725,777.467349994372
415,Résidence,LES JARDINS DE DODU,19,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,173.555271039045,1230.09260000034
416,Promoteur SCI,VISHVA, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,78.1289600353,381.382800010641
417,Résidence,SASSY,12,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,189.149263539115,1769.0087500159
418,SIDR,CHEMIN CANAL,20 LLTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,178.542949331718,1387.15359998924
419,Promoteur SCCV,L' OCEANE,30,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,197.412485642909,2425.49360000242
420,Résidence,LES CYPRES,28,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,133.509620676108,1113.8558500084
421,Résidence,LES PYRAMIDES,12,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,93.0923567501111,513.54204999968
422,Résidence,LES TUIS TUIS,24,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,194.960125998901,2303.88375001337
423,Promoteur BATIPRO,RESIDENCE PIERRE ET SABLE,637,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,1289.76246625303,56861.6918499455
424,Promoteur SCI,TAURUS, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,132.427472597586,1086.90934999339
425,Promoteur SCI,KTDRAL, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,56.2964934893589,179.86950000276
426,Promoteur SCI,LAYLA, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,76.0870734078622,353.478099983545
427,Résidence,CHLOE,20,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,118.53232535935,715.918500001757
428,Promoteur SCI,Z M,15,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,127.156415287881,526.916400011872
429,Résidence,PIMENT VANILLE,19,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,103.588969930972,620.066299983113
430,Résidence,LE VALERIA,101,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,222.664763100183,2356.41349995873
431,Résidence,LE CONSULAT,49,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,131.362584527526,985.963649999581
432,Résidence,LES AGAPANTHES,13,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,139.816688904337,1023.79094998889
433,Résidence,LES JARDINS DE LA ROMANCE,28,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,115.987220758507,787.327400016792
434,Résidence,LE JACARANDA,82,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,197.430304755948,1869.08909999601
435,Promoteur SCI,LES FOUGERES (RHI LE BRULE), ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,780.552163342626,9039.95379999412
436,Promoteur SCI,LES FOUGERES (RHI SAINT FRANCOIS), ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,472.670065156736,4772.85579997287
437,Promoteur SCI,FARAH,2,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,146.009785677028,1137.18665000728
438,Promoteur SARL,SOCIM, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,224.143040536912,2204.24650000896
439,Résidence,PROMETHEE,6,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,199.115176523031,2327.93590001039
440,Promoteur SCCV,MOUFIA 2006,11,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,120.949130746904,830.546449983162
441,Résidence,VILLA FLORENCE,14,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,82.1431014986891,421.440499998399
442,Résidence,MIZANE,22,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,126.831778074896,701.521949980141
443,Promoteur SCCV,D 2 M, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,98.8960821032583,609.262899984261
444,SHLMR,FREQUENCE,28 PLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,173.533636959623,1644.7582000294
445,SHLMR,LLS CHANTILLY,77 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,257.385862169487,3017.14620002753
446,SHLMR,VINCENNES,50 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,163.02818569081,1361.38879998181
447,Promoteur SCI,LOGIC, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,187.293034973134,1504.33249998914
448,Résidence,GRANDE RAVINE,8 Villas,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,240.059415646354,2619.82310000732
449,Promoteur BATIPRO,BASALTYDE,159,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,327.108354730666,3051.20690001183
450,Résidence,MARGOZE,24,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,98.9614425797193,610.510599989347
451,Promoteur BATIPRO,INAIS,180,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,648.152749419628,9775.88794999419
452,Promoteur SCI,LES PECHERS CENTRAL RESIDENCE,57,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,272.949906677024,4196.35684998646
453,Résidence,LES TECS TECS,42,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,350.874495081668,5490.22465000208
454,Résidence,LES JARDINS DES HIRONDELLES,16,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,273.075761537423,4243.01780003468
455,Résidence,LES JARDINS DE LA ROSERAIE 1-2 ET 3,363,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,965.506019589532,28115.9840999972
456,Résidence,DES FACS,200,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,359.254167299628,7362.48445000182
457,SIDR,SANYA 2,15 LLTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,124.60706940122,779.757149983024
458,Résidence,LES JARDINS D' ALINE,97,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,470.276354198059,9479.7357500462
459,Promoteur SCI,VICTOIRE,17,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,139.864895859321,1109.73894998039
460,Résidence,LORELINE,6,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,80.027108457279,398.790999993534
461,Promoteur SARL,FIDUCIAIRE DES MASCAREIGNES,59,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,137.828530615361,1187.12779999204
462,Résidence,LES ARUMS (SCCV),25,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,127.508424664073,832.459650010973
463,Résidence,KEY BISCAYNE,26,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,121.094979837778,848.406500018443
464,Résidence,HUBERT - DELISLE,11,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,83.758368382363,400.966099989874
465,Résidence,LE ROMINA,7,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,117.981151622301,832.755900005967
466,Résidence,LES ANEMONES,36,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,184.664889200154,2097.93300000937
467,Résidence,LE VITTORIA,36,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,110.145494074089,728.212800007232
468,Résidence,CONTINENTAL,8,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,86.0806371773588,467.684999996298
469,Promoteur SCI,IRFAS,13 logts + 1 bureau,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,84.1207121249801,431.638699999751
470,Promoteur SCCV,LORY,10,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,104.939162430226,551.62179999836
471,Résidence,ANJOU,86,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,125.491157334811,1001.50350001253
472,Résidence,BEARN,86,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,133.879930447786,1132.73200000266
473,Résidence,HELIDA,22logts + 8 loc commerciaux,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,165.465276260643,1154.65450000549
474,Résidence,ALBIUS,95,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,233.564686039258,2870.88065000108
475,Résidence,SOLEISIA,34,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,180.608780007794,1190.08509999843
476,Résidence,INGAR ISMAEL, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,66.4669280697135,238.92420000249
477,SHLMR,LES TISSERINS, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,503.168270096733,14831.3834000565
478,SODIAC,THALES,BUREAUX + 1 COMMERCE,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,254.645116768931,3389.5918999662
479,SHLMR,AVRY,20 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,113.496599476424,770.338549980186
480,Résidence,VILLA DE L' ISLE,10,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,106.4772405389,652.657749994745
481,Promoteur SCI,AHIC,8,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,108.546884136604,524.645100005956
482,Promoteur SCCV,IMKA 2,2,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,108.869848241348,427.797550007541
483,Promoteur SCCV,LES PALMIERS (HOTEL TULIP' INN),Hôtel de 40 chambres,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,178.649743726378,1025.21384998197
484,Résidence,PROXIMA,32,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,87.974709721625,469.068849997285
485,Résidence,RESIDENCE BELLE ILE,21,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,186.631571910128,1530.08094999295
486,Résidence,COULEUR VANILLE,21,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,115.846032801787,671.267299992516
487,Résidence,LES COTEAUX DE MOUFIA, 40,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,381.367394760562,7070.84999997979
488,LES,CLOTILDA (LES JAMBLONS), ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,342.426032969401,3508.7509499994
489,Résidence,STRELITZIAS,9,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,87.6325851670174,382.652900000746
490,SIDR,CAMELIAS 035, 8,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,597.775817218178,13500.5049999961
491,SIDR,PARC D' AMANDINE,25,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,1029.26337257421,29226.0421999958
492,Résidence,MARIE MONIQUE, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,109.908642148481,407.749250001193
493,SHLMR,LES CALEBASSIERS 4,101,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,1379.76535619592,50226.3132500177
494,Résidence,MANDARINE,14,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,80.2876166102771,379.862250018745
495,Résidence,JACINTHE,15,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,90.3022891908063,510.624300005647
496,SHLMR,LIVERPOOL,31 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,242.14383852518,2070.63685000534
497,Promoteur SCI,FRANCISCEA,35,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,195.966069950784,1921.59005001273
498,SIDR,BAGATELLE,76 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,383.133987059586,7272.47879998722
499,SIDR,BOIS DE NEFLES 217, 33,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,231.767005614871,1859.9906999937
500,SIDR,CHAUDRON 003,167,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,666.114947656946,22067.0440998779
501,SIDR,CHAUDRON 004,710 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,472.434442571457,7561.67435011555
502,SIDR,CHAUDRON 007,76 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,2280.63681847026,52866.9812000952
503,SIDR,CHAUDRON 010, 97,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,1260.41878401761,25801.2987496222
504,Résidence,LE DODO,15 logts + 3 commerces,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,86.7219421166125,459.139200004571
505,SIDR,DEUX CANONS, 7,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,319.800756793798,1881.40555002055
506,SIDR,MOUFIA 3, 36,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,321.518566157542,6245.93750001404
507,Résidence,LES BOIS DE NEFLES,33,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,165.879397835946,1253.63399999122
508,SIDR,LE MILAN,41 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,190.563718057414,1679.47660000588
509,SIDR,PROTOTYPES CHAUDRON 51,1 LLS + 5 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,272.48749550275,1475.3309000103
510,SIDR,ROLAND GARROS, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,990.631862692326,44609.9513499621
511,SIDR,SOURCE 045, 45,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,2979.10948428906,21666.1792500624
512,Résidence,LE BEFFROI,18,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,138.409865499178,1090.91614999887
513,Résidence,SAINTE ANNE, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,198.336691693523,1889.12859999165
514,SIDR,RUE D' ALSACE,49 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,286.137984705055,4162.0264999521
515,Résidence,DES COLOMBES,8,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,82.6381819386366,408.655999997236
516,SIDR,RUELLE DES ANGES,7 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,154.502869269495,728.142250001539
517,SIDR,SOURCE 047, 37,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,3725.96712965617,29713.9042999782
518,SIDR,SOURCE 050, 54,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,339.988107362084,6089.42599999284
519,SIDR,CHAUDRON 011, 27,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,2530.92323234797,20378.3431500552
520,Résidence,LE BOTANIA,124,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,374.176707463357,4632.87259996693
521,Résidence,CARAVELLE,90,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,440.177449780534,7223.15349997184
522,SIDR,SOURCE 048,40,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,226.165785719385,2415.55125000914
523,Résidence,TAZ,8,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,82.0733036139132,346.869599997038
524,Promoteur SCI,LOCO,4,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,79.4472538871076,394.185750009741
525,Promoteur SCCV,OR,49,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,154.139577064277,1402.22430001286
526,Résidence,BOIS DE ROSES,44,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,198.075737900551,1711.44610001407
527,SIDR,CHAUDRON 012, 159,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,2850.78149873637,23127.8952999371
528,SHLMR,BOUCAN LAUNAY 1/2,48 LLS + 28 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,301.258936744103,4735.81894998823
529,SIDR,FG DE GAULLE,5 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,314.010893226724,2949.73875001931
530,SIDR,PAILLE EN QUEUE,32 LLTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,260.069760263167,3929.16114997182
531,Résidence,VILLAGE DE LA VIERGE,46 Villas,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,549.477186152801,13825.0696499552
532,Résidence,LES REMPARTS, 40,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,181.085659425621,2027.13760001675
533,Résidence,VOLLARD, 26,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,150.341970089046,1310.8265499731
534,Résidence,YLANG - YLANG,78,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,332.276165729797,6173.58360002116
535,Résidence,HENRI CORNU,16,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,183.986404545407,2170.1254499988
536,SIDR,CHAUDRON 039, 42,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,348.19058341528,2627.863000009
537,Résidence,LE CLOS DES Z' EVIS,70,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,262.172753628704,3779.17665001233
538,Résidence,JOSEPH,12,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,133.492734490915,667.978200018292
539,Résidence,LE PITAYA,62,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,312.077123474573,2218.72960000941
540,Résidence,HILDEVERT,7,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,321.90402339771,3090.44199999539
541,Promoteur SCI,VICTOIRE, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,119.668942736163,607.18459999409
542,Promoteur SCCV,CYRIA,56 LOGTS + COMMERCES + MICRO CRECHE,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,214.975185912437,2728.69754999568
543,Promoteur SCCV,VICTOR CLEMENT (16 logts), ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,187.534491556379,1192.7442499955
