FID,nature,index_,nb_logmt,export,source,SHAPE_Length,SHAPE_Area
1,Promoteur SPAG,LE GALION (BAT. B),53,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,207.615826804716,2422.41820000848
2,SIDR,MOUFIA 1/2,44 LLS + 335 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,671.418332939839,14669.674099976
3,SEMADER,L.E.S. LES CORINDONS,25 LES,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,649.405352999445,4500.36840001528
4,SEDRE,L.E.S. RENAMBATZ,3,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,181.434257525388,956.83699999673
5,Résidence,LE TREGOR 1/2,54,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,222.215504630873,2962.50310000139
6,Promoteur SCI,TRIANGLE,BUREAUX,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,158.2652795376,1429.60984999433
7,SHLMR,PIERRE BOULANGER 1,70 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,180.381667425446,1968.88545001261
8,SHLMR,PIERRE BOULANGER 2 (ASTERIA),71 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,195.461173816718,2110.42814996934
9,Résidence,BAGATELLE,6,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,91.919707192214,339.681050002202
10,Résidence,LE BELEM 1/2,76,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,447.615879116522,10638.4278500079
11,SHLMR,LES BENJOINS,39 LLTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,198.5512465473,1916.90429997375
12,SIDR,FELIX GUYON 1/2/3,76 LLS + 44 LLS + 11 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,1490.48419405753,49624.0851499991
13,Résidence,RAMASSAMY RAYMOND (SCI),32,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,195.428324526503,1959.39299999421
14,Résidence,RAMASSAMY RAYMOND 2,61,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,306.049646741973,4555.68139998822
15,Résidence,RAMASSAMY Sophie,6,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,122.491904195152,929.249999978589
16,Résidence,L' OISEAU DE PARADIS,291,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,196.479331413537,2089.70319997166
17,SIDR,BAILLY DE MONTHYON,59 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,247.023454750859,3294.03980001056
18,LES,CLOTILDA (TERRAIN CHATEL), ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,162.489339888842,1236.81214998459
19,LES,CLOTILDA (LES MANGUIERS), ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,169.040056683425,1500.59399999698
20,SEDRE,BOIS DE PAPANGUE,14 LLTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,127.200278529388,598.975417498225
21,SEMADER,EUDOXIE NONGE,19 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,138.482622789713,1072.31254997379
22,Résidence,TARTAROLI, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,103.56424508267,660.268649988023
23,Résidence,AUDE, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,242.016179848902,3107.01145903026
24,Résidence,LEA, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,229.225514315344,3228.47430950807
25,SHLMR,LE MOUFIA,30,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,202.84767593954,2130.05029998456
26,Promoteur SCCV,LONGOZE,27,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,118.0927431302,822.540350003644
27,SIDR,CHAUDRON 006,196 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,1074.04049873018,40229.4475500224
28,Résidence,KELLER,30,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,211.780918017232,2741.81140000705
29,SHLMR,DAMASKIN,36 LLTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,252.663469578281,2461.8635499826
30,SHLMR,ALIZES,51 ILM,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,217.162708049628,2900.69969997809
31,SEDRE,GLOXINIAS,32 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,316.107185216359,3499.56120007131
32,SEMADER,DRAGON,12 LES + 61 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,293.718592216737,3789.80905
33,SEMADER,MONTREUIL,15 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,107.07696319604,672.952499995707
34,SHLMR,VODISSE,26 LLTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,214.226420467887,1326.33215001716
35,SIDR,DEUX CANONS 2,90 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,1837.05446827356,13536.1209999778
36,Résidence,SANGLIER / LALLEMAND, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,180.940135804593,1635.2401999894
37,Résidence,DODU,56 logts + 2 commerces,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,166.084757099474,1558.19625001509
38,SIDR,HONORE DE CREMONT 1,16 LLS + 14 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,427.058782361841,10512.9733000099
39,SODIAC,LA FONTAINE,75 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,801.202512179796,8424.38274999915
40,Résidence,LES JASMINS, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,111.493304518044,545.725850007063
41,SHLMR,MONTREUIL,55 LLS + 38 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,292.433738303327,3519.70455001852
42,Résidence,HORIZONS, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,202.31215045366,2450.99135000846
43,SHLMR,LES FOUCHEROLLES,148 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,749.975781394442,28076.5451999842
44,LTS,LES FRAMBOISES 3,13 LTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,397.841166931305,3585.50949998173
45,LTS,LES JUJUBES,9 LTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,482.110359345419,11829.9934499889
46,LTS,LES SAPOTIS,23 LTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,282.615189061343,3690.60584999621
47,Résidence,LES PRALINES,4,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,66.3283114643556,276.864200000962
48,SEMADER,PETITE ILE / MAUSOLEE 1/2,10 LESG + 20 LLS + 42 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,675.918923160223,9997.206700018
49,SHLMR,BOUVET II, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,342.06665610178,5295.3197999929
50,SHLMR,CARRICUBES 2,32,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,252.489963300909,4016.93414998782
51,SIDR,VAUBAN 2,160 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,770.889573647383,16217.0591499831
52,SODIAC,CLOS BASILE,14,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,124.543666577291,910.839350001733
53,SHLMR,LE RUISSEAU,277 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,655.109011362838,23128.446500035
54,SODIAC,RUISSEAU BLANC,178 LLS + 8 COMMERCES,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,587.199580927043,18337.8283999866
55,SIDR,RUELLE PAVEE,65 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,287.658360748113,3641.06570004005
56,SODIAC,SAINT BERNARD 2,20 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,383.145228225571,4656.70070002336
57,SIDR,ASTROLABE,103 LLS + 50 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,341.268041560958,6800.62419996656
58,LTS,LES ATTES,4 LTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,558.547003621852,9217.99435001686
59,Résidence,PIERRE POIVRE,50,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,148.457648868063,1007.45270000668
60,LTS,LES AZALEES,5 LTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,481.722283231047,8665.84164999627
61,LTS,FINETTE 1,6 LTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,249.261015387921,2804.47890000349
62,LTS,LES GOYAVIERS,2 LTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,144.102683868794,1049.48134999191
63,LTS,LES PAMPLEMOUSSES,4 LTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,221.049522741952,2537.75949999408
64,LTS,MORANGES 2,18 LTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,421.73146508142,9815.21054998899
65,SIDR,WELCOME OZOUX,48 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,442.638554640049,6138.21270002157
66,Promoteur SAS,HOTEL BELLEPIERRE,Hotel de 85 Chambres,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,692.621263493987,19217.076649995
67,SIDR,POMME JACQUOT,35 LLTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,221.522223976602,2888.2439499849
68,Résidence,LE SUNSET,18,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,147.444636757615,1155.13609999818
69,SIDR,SAINT FRANCOIS 1,200 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,602.201344442576,17340.0251999543
70,SIDR,TAKAMAKAS,74 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,305.194663878335,4832.85854995746
71,SEMADER,ZAC BOIS ROUGE 1/2,76 LLS + 88 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,2140.47520797467,29567.9069000081
72,SEMADER,PITEL,30 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,213.253683360541,1603.62215006355
73,SHLMR,FENELON,22 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,139.891144146849,1221.97254999274
74,Résidence,LE VIEUX MOULIN,66 ILM,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,229.887651734831,2793.21555000562
75,Promoteur SCI,AYATS (HOTEL AUSTRAL),Hotel de 50 Chambres,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,178.825342771607,988.740150003085
76,Promoteur SCI,LES CYPRES LECLERC, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,94.6495350048429,506.61180001151
77,SIDR,LES EGLANTINES,44 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,741.24048710898,9850.43589999286
78,SODIAC,LE BRULE,6 LES,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,175.134364541162,1426.43574999981
79,SHLMR,CENTAURE,22 ILM,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,134.213841159687,1080.47809999641
80,SHLMR,BAGATELLE,85 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,375.821261511024,7419.58250003221
81,SEMADER,TURPIN,30 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,125.055928814622,804.528099988974
82,SODIAC,HAUTBOIS,30 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,170.757556142136,1693.13074997807
83,SEMADER,LLS LES CORINDONS,63 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,547.013701718627,8047.36589997273
84,Promoteur BATIPRO,ARCADINES (LE PARC DE LA TRINITE),72 ILM,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,246.287359614219,3665.04429998887
85,SHLMR,GUSTAVE EIFFEL,30 ILM,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,144.240389696126,1285.48064999483
86,SODIAC,LES RESIDENTIALES,62 ILM,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,148.312027993224,1338.39080000338
87,SODIAC,TRINITE,91 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,281.504700131822,5040.89219999927
88,Promoteur SCI,VENTOSE, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,232.045875032681,2342.38930001441
89,Promoteur SCI,HIDAYA, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,87.1762441271643,409.097949998909
90,Résidence,SACHA,18,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,103.206961469047,627.766749992094
91,Résidence,LA FONTAINE,7 LOGTS + 1 LOCAL,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,106.298893869723,500.662199996535
92,Résidence,ANTOINE MOUNIGAN, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,75.1996072078667,346.943200009925
93,LTS,LES VANGASSAYES,15 LTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,381.231664738654,8791.74879999957
94,Résidence,LE QUARTIER LATIN,33,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,104.652531942726,678.850499981901
95,SODIAC,L' ORIENT,41 LLS + 2 COMMERCES,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,290.722502250492,3825.44399996431
96,Promoteur BATIPRO,LES OLYMPIADES 1,237 ILM + 97 ILM,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,649.752598865494,20741.6433500491
97,SIDR,LES OMBRELLES,90 ILM + 10 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,346.248143529305,6826.32020002405
98,SIDR,LES OPALES,55 LLTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,358.396293488165,6168.94484997667
99,SHLMR,LES PARALLELES,104 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,359.367275476796,6644.51149998518
100,SHLMR,DEBUSSY,16 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,177.922143836756,1768.43159998503
101,Promoteur SEMPRO,LOTISSEMENT LES TAMARINS,15 LES,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,395.572802039629,2387.48424998921
102,SHLMR,ASTROLABE,30 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,122.806896221057,939.576100001073
103,SHLMR,FLOREAL,68 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,228.762094109136,3074.51760000881
104,SHLMR,LA FREGATE,60 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,325.92819063272,6114.15109999229
105,SIDR,DOLOMIEU 1,90 ILM,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,293.2850797419,4536.22549998818
106,SIDR,LE SCHUBERT,60 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,178.718364748934,2047.70424998049
107,SIDR,RESIDENCE KERVEGUEN,66 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,301.943998739334,4302.53559999813
108,SIDR,MAIDO 1,99 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,277.766483302545,5165.70879998586
109,SIDR,MAIDO 2,99 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,274.3875312207,2939.25545000603
110,SIDR,LE VERDI,30 LLTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,118.957368273958,773.239600010304
111,SEMADER,PLACE VERDUN,27 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,206.849303979742,2230.79544999107
112,SHLMR,TAMERLAN,28 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,230.936726428692,2946.44424999134
113,SHLMR,LES TAMARINS,301 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,942.467768071758,38177.6511000644
114,SHLMR,TANGAVEL,45 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,213.191397131835,2165.34899997924
115,SHLMR,FRANCISCEA,18 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,111.445570249096,763.363150010406
116,SEDRE,TOUCOULEUR,75 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,452.300612804317,7720.92889997735
117,SHLMR,TRANSATLANTIQUE,83 ILM,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,299.848715789526,3535.35585003012
118,SEDRE,MONET 1,36 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,317.82352502013,2626.3016500129
119,SODIAC,LES MANGUIERS,32 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,170.655945777737,1764.11734997294
120,SHLMR,MARCO POLO,22 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,157.184098262288,1120.3982499963
121,SEDRE,LORY LES BAS,37 LLTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,200.700818912725,2054.39414997294
122,SIDR,STELLA (LES POIVRIERS),66 LLS + 48 ILM,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,304.334821415241,5303.97500002406
123,SIDR,TRISKELL,46 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,477.636843878584,12565.8585500443
124,SIDR,LE RELAIS DE BELLEPIERRE (RELAIS SOCIAL),17 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,158.864261404365,1370.52674999782
125,SIDR,SANSEVERIA 1,43 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,206.007414067599,2510.90735000885
126,SIDR,SANSEVERIA 2,18 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,152.447857714085,888.564249989607
127,SIDR,LACROIX,42 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,171.146397857885,1791.72054999853
128,SIDR,FLEUR DE VANILLE,26 PLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,175.924545837206,1263.85205001775
129,SEDRE,ROSE DES SABLES,34 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,299.292333814517,4939.25440000127
130,Résidence,SEVAGAMY, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,202.23486708523,1830.78059998378
131,Promoteur SCI,CLE, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,47.6424297991198,134.058049996516
132,Résidence,MOULIN A VENT,27,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,142.525748957173,902.429649974614
133,SIDR,RICHEFEU,110 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,398.628112908399,6711.87440001217
134,SIDR,HIBISCUS,50 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,580.688076817574,6031.65439997463
135,Résidence,RUISSEAU BLANC,49 ILM + 44 ILM,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,382.412026705724,8854.76005001657
136,LTS,LES FIGUIERS,5 LTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,295.261735041993,5402.88245000031
137,SHLMR,CALEBASSIERS 3,60 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,567.861439979677,14906.1839999812
138,SODIAC,PETIT MARCHE,60 LLS + 8 COMMERCES,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,169.377923081383,1707.80179999664
139,SODIAC,PHOENIX,23 LLS + 27 LLS + 4 COMMERCES,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,240.363657121784,2902.57395000683
140,SEDRE,NYMPHEAS,44 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,174.424470946024,1899.12400001089
141,SEDRE,MONTPLAISIR 2,80 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,458.969785710964,9920.84864999228
142,SIDR,PAVADE,70 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,619.750357734739,12930.9106000111
143,SODIAC,CLAUDE MONET,33 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,152.080862988505,1363.31469999419
144,Promoteur SCI,TEKA,4,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,59.075745424547,168.793550002714
145,SHLMR,LOUISIANE,55 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,429.66632699319,9022.5165999983
146,SEMADER,JAMROSATS,22 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,136.953934292201,958.65024997834
147,SODIAC,LES JARDINS DE LA TRINITE,50 PSI,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,242.562457263112,3734.97174997947
148,SHLMR,JONQUILLES,21 LLTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,98.01383890451,556.245549994597
149,SODIAC,ILOT DU MARCHE,71 LLS + 4 COMMERCES,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,287.113955705275,4614.90389998648
150,Résidence,BILOBA,5,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,85.421572827896,367.204250004797
151,Résidence,RESIDENCE HERMES,8,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,271.243093396405,3307.29040000618
152,Résidence,ANTOINE CHANE TOU KY, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,89.4667794753488,401.501350001681
153,Résidence,LES IRIS 1,72 ILM,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,425.88097302106,10053.6683999771
154,Résidence,LES IRIS 2,36 ILM,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,286.059936150434,4063.20790003043
155,LTS,LES ALAMANDAS,30 LTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,173.800176562009,1654.30889999021
156,Promoteur BATIPRO,CANNELLE,41,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,140.008789642061,1158.49375000061
157,Promoteur BATIPRO,RESIDENCE CAPELLA,50,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,172.144493324253,1541.71200000636
158,Promoteur SCI,CARLA,8,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,86.5873262806917,429.073149995719
159,LTS,LES GRENADINES,45,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,380.970940012377,7717.46280000253
160,LTS,LES JAMROSATS,14 LTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,1130.3523916962,9537.02165003716
161,LTS,LES MAMBOLOS,65 LTS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,511.986606973746,11214.9456999846
162,LTS,LES BARBADINES,25,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,419.97843306198,6278.89340004129
163,Résidence,LE PANOLI, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,112.737731857071,608.02585000155
164,SHLMR,PROXIMA,104 LLS + 48 ILM,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,275.350864828968,3919.07084999708
165,SODIAC,MONTGAILLARD,84 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,441.667399632929,8168.76985000538
166,Résidence,MERLO, ,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,127.067547714186,986.143899983174
167,SODIAC,BOIS DE NEFLES,20 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,261.607368072183,3383.18599999521
168,SODIAC,TASSIGNY,23 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,230.594789383797,1696.30174998759
169,SODIAC,CHAUDRON REX,67 LLS + 1 COMMERCE,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,269.172596946497,4625.41220001611
170,SODIAC,BELLEPIERRE,46 LLS,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,297.380647487798,5431.80304997585
171,SODIAC,PIERRE LOTI,62 LLS + 4 COMMERCES,06/01/2021,Direction Patrimoine Foncier / Plan & SIG - Mairie de Saint-Denis,259.954523373433,3932.76679999133
