siretAcheteur;urlProfilAcheteur;urlDCAT;coordonnees
2,5972E+13;https://www.marches-securises.fr;;Avenue des canéficiers - Sainte-Catherine - BP 437 - 97205 Fort-de-France - Tél : 0596 64 42 59
