FID,codcomm,id_sect,surface,type,phasage,coment,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area
430,020340,2583,117063,A, , ,{C2B01EB3-618C-40A0-93C0-F432916B15EF},2018/11/16 18:17:14,mickael.delaere,2018/11/16 18:17:14,mickael.delaere,2867.07935487194,117063.010340498
431,020340,2583,99966,A, , ,{4337F435-19FD-49B7-B857-A855E61BA385},2018/11/16 18:17:15,mickael.delaere,2018/11/16 18:17:15,mickael.delaere,2002.68504851686,99965.7663137562
432,020359,2657,364170,Nce, , ,{6958D9A0-0BE5-4CF8-80D4-059DD08936B1},2018/11/16 18:17:16,mickael.delaere,2018/11/16 18:17:16,mickael.delaere,4883.20241743271,364169.840454764
433,020571,2838,41215,1AU,0 à 6 ans,Zones où s'applique le droit de préemption urbain (DPU),{804829F4-ECDA-404B-8328-63E6E7DD7C87},2018/11/16 18:17:16,mickael.delaere,2018/11/16 18:17:16,mickael.delaere,1168.59096605699,41214.7894918994
434,020371,2759,12839,UCa, ,Zones où s'applique le droit de préemption urbain (DPU),{C26A68C4-8703-44EE-98DF-2342FBAEE89E},2018/11/16 18:17:17,mickael.delaere,2018/11/16 18:17:17,mickael.delaere,495.017275616203,12839.3001819637
435,020371,2761,13355,UCa, ,Zones où s'applique le droit de préemption urbain (DPU),{E8F2A6E1-EA00-4F41-B427-7C3A30F444DF},2018/11/16 18:17:17,mickael.delaere,2018/11/16 18:17:17,mickael.delaere,483.303068468102,13355.21209637
436,020549,2767,22224,UC, ,Zones où s'applique le droit de préemption urbain (DPU),{2AE5D130-9F60-40E5-ABD5-DA3B0B46D023},2018/11/16 18:17:17,mickael.delaere,2018/11/16 18:17:17,mickael.delaere,748.200713825684,22224.3870540101
437,020549,2570,374810,A, , ,{09561B2F-9D4B-436D-AF4F-F52B56B5877C},2018/11/16 18:17:18,mickael.delaere,2018/11/16 18:17:18,mickael.delaere,5212.46107037793,374810.083587461
438,020383,2806,32160,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{A568BFE7-366F-47C2-AD85-06D73D99A0AF},2018/11/16 18:17:20,mickael.delaere,2018/11/16 18:17:20,mickael.delaere,774.533535742357,32159.7268134421
439,020549,2784,34181,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{6F552DF3-525E-453A-87A3-FEB09459B2EC},2018/11/16 18:17:20,mickael.delaere,2018/11/16 18:17:20,mickael.delaere,855.690317640332,34181.2516658137
440,020340,2788,10726,UCa, ,Zones où s'applique le droit de préemption urbain (DPU),{D59C4EB9-6EE1-4CCA-8037-DF3FAFA7AE93},2018/11/16 18:17:20,mickael.delaere,2018/11/16 18:17:20,mickael.delaere,439.718211220951,10726.1470449883
441,020383,2599,32810,Nh, , ,{A797467D-5159-4C6A-8C3F-072CBA276CE8},2018/11/16 18:17:21,mickael.delaere,2018/11/16 18:17:21,mickael.delaere,1073.55014004886,32809.8224383647
442,020340,2572,73,A, , ,{54A77EF4-B483-4766-BF72-33E51EA5ABC3},2018/11/16 18:17:21,mickael.delaere,2018/11/16 18:17:21,mickael.delaere,74.61634382175,73.2650878987998
443,020481,2799,14021,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{72194A4A-5AA4-4CC9-9264-DBCBEE1D6EE9},2018/11/16 18:17:21,mickael.delaere,2018/11/16 18:17:21,mickael.delaere,514.696734426778,14021.3271778093
444,020371,2804,58585,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{00A1DC20-ED44-471C-BE29-9FB9059289C9},2018/11/16 18:17:22,mickael.delaere,2018/11/16 18:17:22,mickael.delaere,1032.98101133204,58585.2422076699
445,020691,2573,2307323,A, , ,{445EC51F-3DB2-46D6-8AD1-27D349970250},2018/11/16 18:17:22,mickael.delaere,2018/11/16 18:17:22,mickael.delaere,10971.6579490237,2307322.75680672
446,020659,2574,137143,A, , ,{D724F570-D1EB-497C-85B1-9FF050991F6E},2018/11/16 18:17:22,mickael.delaere,2018/11/16 18:17:22,mickael.delaere,1826.38002039466,137142.80284192
447,020319,2578,2496,Ah, , ,{BE0DC3AC-1E51-4291-B4E6-E4A771DCC726},2018/11/16 18:17:23,mickael.delaere,2018/11/16 18:17:23,mickael.delaere,199.806755667267,2495.5424367506
448,020420,2579,4440,Ah, , ,{5C93F0B5-CC72-4D81-A389-9F98B50D9C8A},2018/11/16 18:17:23,mickael.delaere,2018/11/16 18:17:23,mickael.delaere,266.695724337877,4440.44763818258
449,020420,2580,16719,Ah, , ,{5C5B14F1-BB49-4357-A0AD-04DB1B235014},2018/11/16 18:17:23,mickael.delaere,2018/11/16 18:17:23,mickael.delaere,578.79151244878,16718.5904396168
450,020420,2839,22839,1AU,0 à 6 ans,Zones où s'applique le droit de préemption urbain (DPU),{223FFDC1-99BC-41E8-BA86-686D7F1D57D4},2018/11/16 18:17:24,mickael.delaere,2018/11/16 18:17:24,mickael.delaere,628.300883953102,22838.5155338411
451,020420,2581,2999848,A, , ,{5FF5619C-943D-4231-81A8-71A6DBCCD642},2018/11/16 18:17:24,mickael.delaere,2018/11/16 18:17:24,mickael.delaere,10258.950664346,2999848.02418157
452,020303,2582,6057549,A, , ,{710B167C-137C-418D-9B25-38BC931EE38F},2018/11/16 18:17:25,mickael.delaere,2018/11/16 18:17:25,mickael.delaere,21723.9486967538,4719106.04433351
453,020288,2840,35921,1AU,0 à 6 ans,Zones où s'applique le droit de préemption urbain (DPU),{A9F3F948-04B4-422E-B933-B70D0DDF01B2},2018/11/16 18:17:25,mickael.delaere,2018/11/16 18:17:25,mickael.delaere,1020.3592816299,35920.9994711106
454,020420,2584,2288,Ah, , ,{5832B0F2-BD5D-44B8-B90E-B2BF73FB6E1E},2018/11/16 18:17:25,mickael.delaere,2018/11/16 18:17:25,mickael.delaere,193.475841192727,2287.73546580843
455,020288,2841,23384,1AU,0 à 6 ans,Zones où s'applique le droit de préemption urbain (DPU),{56CC1483-A449-4812-9826-EEE6B10BCC7E},2018/11/16 18:17:26,mickael.delaere,2018/11/16 18:17:26,mickael.delaere,745.375169782266,23384.419560244
456,020691,2843,63064,1AUb,0 à 6 ans,Zones où s'applique le droit de préemption urbain (DPU),{172AB929-9259-4F19-B246-4A2AD7A5A9BB},2018/11/16 18:17:26,mickael.delaere,2018/11/16 18:17:26,mickael.delaere,1429.10807424903,63064.1500760512
457,020691,2844,120806,1AUb,0 à 6 ans,Zones où s'applique le droit de préemption urbain (DPU),{8E255E72-BF74-4969-8E16-7BF43151F0CF},2018/11/16 18:17:26,mickael.delaere,2018/11/16 18:17:26,mickael.delaere,2140.80953533136,120806.330483023
458,020303,2845,22521,1AU,12 à 18 ans,Zones où s'applique le droit de préemption urbain (DPU),{94421DD1-BFD5-40BC-85E1-012060E0030F},2018/11/16 18:17:27,mickael.delaere,2018/11/16 18:17:27,mickael.delaere,587.976696988125,22520.8920371842
459,020571,2846,10158,1AU,12 à 18 ans,Zones où s'applique le droit de préemption urbain (DPU),{18E266C8-CB54-499F-AF48-7200CFDB5C18},2018/11/16 18:17:27,mickael.delaere,2018/11/16 18:17:27,mickael.delaere,439.451435056582,10158.4105205827
460,020420,2847,23394,1AU,12 à 18 ans,Zones où s'applique le droit de préemption urbain (DPU),{943588EC-5B2C-4A32-A0EA-3CEBCDE2CCB8},2018/11/16 18:17:28,mickael.delaere,2018/11/16 18:17:28,mickael.delaere,656.046741319855,23393.5958783904
461,020319,2848,17223,1AU,12 à 18 ans,Zones où s'applique le droit de préemption urbain (DPU),{5EAA6EE8-2A9D-4246-9D12-F4C72280EE03},2018/11/16 18:17:29,mickael.delaere,2018/11/16 18:17:29,mickael.delaere,558.836655845652,17223.1834202559
462,020525,2873,456376,UE, ,Zones où s'applique le droit de préemption urbain (DPU),{E41B2295-283D-405E-A3E2-B01233C43CDB},2018/11/16 18:17:29,mickael.delaere,2018/11/16 18:17:29,mickael.delaere,5336.6307687829,456376.388409551
463,020383,2709,85639,Np, , ,{1D523CA5-6488-4D9B-9CC3-3B264783E481},2018/11/16 18:17:29,mickael.delaere,2018/11/16 18:17:29,mickael.delaere,1472.55567387101,85639.3936965357
464,020481,2710,258948,Np, , ,{9C70C621-28CE-4E3C-BBBB-8A2CFE823BB6},2018/11/16 18:17:30,mickael.delaere,2018/11/16 18:17:30,mickael.delaere,2501.95886557415,258947.736680143
465,020459,2714,348442,Np, , ,{FBFB511A-3803-4039-971A-7BD9AE66965E},2018/11/16 18:17:31,mickael.delaere,2018/11/16 18:17:31,mickael.delaere,2578.14231171814,348441.754381445
466,020525,2597,4236500,A, , ,{C109DAC9-C38A-4E76-AE53-A7D477C0D9B7},2018/11/16 18:17:31,mickael.delaere,2018/11/16 18:17:31,mickael.delaere,15254.1540658155,4236499.53961612
467,020691,2849,662071,1AUb,12 à 18 ans,Zones où s'applique le droit de préemption urbain (DPU),{ECB0E409-2951-4360-A8D0-9F1CB3CF2E70},2018/11/16 18:17:31,mickael.delaere,2018/11/16 18:17:31,mickael.delaere,4562.05362703143,662071.036937642
468,020142,2600,8803022,A, , ,{EDA3623E-5AE0-4AD2-9543-C55BBA6CA460},2018/11/16 18:17:32,mickael.delaere,2018/11/16 18:17:32,mickael.delaere,15315.8459200429,5202025.2715525
469,020340,2852,91277,2AU,12 à 18 ans,Zones où s'applique le droit de préemption urbain (DPU),{D3E0A203-24C9-4AD7-9494-2E45D3E4D9C8},2018/11/16 18:17:32,mickael.delaere,2018/11/16 18:17:32,mickael.delaere,1688.09310083276,91277.152578502
470,020481,2853,31270,2AU,12 à 18 ans,Zones où s'applique le droit de préemption urbain (DPU),{83DBFF71-3770-4525-8561-B27B7B5DB472},2018/11/16 18:17:33,mickael.delaere,2018/11/16 18:17:33,mickael.delaere,858.212649566188,31269.7616135711
471,020371,2854,34685,2AU,12 à 18 ans,Zones où s'applique le droit de préemption urbain (DPU),{88F69F14-1AB3-4BE0-B32E-039B97E00DCC},2018/11/16 18:17:33,mickael.delaere,2018/11/16 18:17:33,mickael.delaere,934.777968708134,34684.9737286669
472,020659,2855,32059,2AU,12 à 18 ans,Zones où s'applique le droit de préemption urbain (DPU),{2ADD8304-DDBC-477C-A611-BEC56EB7C6B6},2018/11/16 18:17:34,mickael.delaere,2018/11/16 18:17:34,mickael.delaere,817.529109395405,32058.6298884216
473,020214,2617,2875535,A, , ,{EAEA4712-12F8-47C0-A77F-3BD9F661B216},2018/11/16 18:17:34,mickael.delaere,2018/11/16 18:17:34,mickael.delaere,11593.5796467429,2875535.1687262
474,020637,2621,3108096,A, , ,{70157482-105F-48AB-97F3-FA5F2E5B3259},2018/11/16 18:17:35,mickael.delaere,2018/11/16 18:17:35,mickael.delaere,10669.2638857982,3108096.25014606
475,020322,2623,7016,Ah, , ,{52CC5AEE-67BE-4351-BB5B-4D57682A5F41},2018/11/16 18:17:36,mickael.delaere,2018/11/16 18:17:36,mickael.delaere,496.578989542616,7015.63313451308
476,020637,2625,3979,Ah, , ,{AB862051-8DB9-44F5-A859-804DC9959407},2018/11/16 18:17:36,mickael.delaere,2018/11/16 18:17:36,mickael.delaere,288.48890225945,3978.721646142
477,020637,2626,1050,Ah, , ,{17D6AE1A-4C9A-48ED-9BD4-A8F8564B94B5},2018/11/16 18:17:36,mickael.delaere,2018/11/16 18:17:36,mickael.delaere,129.637408474948,1049.54168616395
478,020310,2627,2193,Ah, , ,{681A2394-B55A-4F6A-923A-B3E5DC50BE0B},2018/11/16 18:17:37,mickael.delaere,2018/11/16 18:17:37,mickael.delaere,200.899082805564,2193.1824021034
479,020549,2629,2106,Ah, , ,{B77A9D2F-FB94-4703-98E0-8D7B84ADE44C},2018/11/16 18:17:37,mickael.delaere,2018/11/16 18:17:37,mickael.delaere,220.262738129834,2106.48836618937
480,020549,2630,22003,UC, ,Zones où s'applique le droit de préemption urbain (DPU),{251986FA-C3B9-4AD9-B661-4249AD19D1D6},2018/11/16 18:17:38,mickael.delaere,2018/11/16 18:17:38,mickael.delaere,798.611554913411,22002.7841704618
481,020691,2651,156631,N, , ,{3F38ABC4-FA6D-463D-B9ED-DFD3EC55907E},2018/11/16 18:17:38,mickael.delaere,2018/11/16 18:17:38,mickael.delaere,3647.99570747902,156630.722851329
482,020691,2652,88769,N, , ,{A932FF12-F3AF-4F2F-B112-A7AEE067F683},2018/11/16 18:17:38,mickael.delaere,2018/11/16 18:17:38,mickael.delaere,1480.3529679206,88768.809792084
483,020319,2653,41777,N, , ,{114120DC-C22D-49BF-BDF2-D63F53DD1C58},2018/11/16 18:17:39,mickael.delaere,2018/11/16 18:17:39,mickael.delaere,860.784707103262,41777.1667066993
484,020691,2655,323929,N2000, , ,{FE3F8515-47D7-4523-BBA0-7E05763B7225},2018/11/16 18:17:39,mickael.delaere,2018/11/16 18:17:39,mickael.delaere,4202.17978485981,323929.400165997
485,020420,2877,390106,U, ,Zones où s'applique le droit de préemption urbain (DPU),{214DDE4D-ACC0-4F07-A889-8EF1D9A89CD4},2018/11/16 18:17:39,mickael.delaere,2018/11/16 18:17:39,mickael.delaere,3952.23202013645,390106.198868431
486,020214,2656,501143,Nce, , ,{0D30CF08-6BF0-4546-B3C3-768C71B8B509},2018/11/16 18:17:40,mickael.delaere,2018/11/16 18:17:40,mickael.delaere,5015.07427054316,501143.298621076
487,020142,2659,228690,Nce, , ,{0A4D8D9D-AEAA-4A48-9E15-78238A730327},2018/11/16 18:17:40,mickael.delaere,2018/11/16 18:17:40,mickael.delaere,7017.05776534832,228690.322876271
488,020525,2665,732844,Nce, , ,{14D56F7B-6B90-44B3-955B-1D3820104AC0},2018/11/16 18:17:40,mickael.delaere,2018/11/16 18:17:40,mickael.delaere,7790.83611495562,732844.162113266
489,020637,2670,421596,Nce, , ,{F0D3078B-477E-4745-B6D3-B39DA768D0AD},2018/11/16 18:17:41,mickael.delaere,2018/11/16 18:17:41,mickael.delaere,5931.13575176551,421595.736218281
490,020549,2671,39596,NL, , ,{0615C394-AD1C-4D3B-A9BE-68430B2CB46E},2018/11/16 18:17:41,mickael.delaere,2018/11/16 18:17:41,mickael.delaere,1092.6026705875,39596.2566345401
491,020481,2672,282414,NL, , ,{B0E4A6A0-E7A9-4B07-B041-4009BAB0A6CB},2018/11/16 18:17:41,mickael.delaere,2018/11/16 18:17:41,mickael.delaere,2413.36102072973,282413.954479051
492,020549,2673,3639,NL, , ,{11AE9174-BF24-448F-8F8E-3EB50F2087C9},2018/11/16 18:17:42,mickael.delaere,2018/11/16 18:17:42,mickael.delaere,365.895102970865,3639.07752176739
493,020359,2718,410887,Nr, , ,{06E6D9AA-44B0-4084-8D34-5DF661F25073},2018/11/16 18:17:42,mickael.delaere,2018/11/16 18:17:42,mickael.delaere,3528.62416845323,410886.529157706
494,020420,2667,1198163,Nce, , ,{7C7E71BF-3003-4B76-8F8B-6C0EF206632D},2018/11/16 18:17:42,mickael.delaere,2018/11/16 18:17:42,mickael.delaere,16023.4183461365,1198162.54470937
495,020571,2669,346163,Nce, , ,{7CC2F86F-2BAE-49D1-BEE3-4D7A5C472332},2018/11/16 18:17:43,mickael.delaere,2018/11/16 18:17:43,mickael.delaere,7618.36288040633,346162.681943756
496,020340,2684,25725,NL, , ,{7D6B9B8A-7744-47BD-BEA5-098A715BB105},2018/11/16 18:17:43,mickael.delaere,2018/11/16 18:17:43,mickael.delaere,782.74505634906,25725.2497909519
497,020637,2879,2617965,A, , ,{979BA0D0-A2E9-4FCF-9D42-5B09B921B510},2018/11/16 18:17:44,mickael.delaere,2018/11/16 18:17:44,mickael.delaere,10634.5062792131,2617965.32836527
498,020288,2891,1496914,A, , ,{6B820C32-A62A-4F12-946D-F191EEC05FEE},2018/11/16 18:17:45,mickael.delaere,2018/11/16 18:17:45,mickael.delaere,8451.61266183979,1496913.65430874
499,020571,2881,127649,NL, , ,{940B0531-3CE5-4DEE-B616-5B747E3198B0},2018/11/16 18:17:46,mickael.delaere,2018/11/16 18:17:46,mickael.delaere,1761.12862811601,127648.531207835
500,020340,2676,1002,Nh, , ,{1E8ADD76-AD00-462D-89B7-437BB7311460},2018/11/16 18:17:46,mickael.delaere,2018/11/16 18:17:46,mickael.delaere,139.128045857968,1001.76897990562
501,020637,2677,13289,Nh, , ,{20676639-85DF-426D-A61C-2EA1234ACFAB},2018/11/16 18:17:47,mickael.delaere,2018/11/16 18:17:47,mickael.delaere,573.044317260481,13288.7212478316
502,020420,2678,9338,Nh, , ,{29DAC072-18F2-4B89-9139-E00B9489927A},2018/11/16 18:17:47,mickael.delaere,2018/11/16 18:17:47,mickael.delaere,451.36150903758,9337.99330474973
503,020142,2679,10218,NL, , ,{A7713D16-8668-42C4-906E-C70239D5A64E},2018/11/16 18:17:48,mickael.delaere,2018/11/16 18:17:48,mickael.delaere,458.173046344745,10218.499873342
504,020359,2680,30848,NL, , ,{C75CEB62-9A1A-49DA-BDE4-89BDACE3C9E3},2018/11/16 18:17:48,mickael.delaere,2018/11/16 18:17:48,mickael.delaere,857.568031367873,30848.4188555642
505,020359,2681,28726,NL, , ,{67ED605D-AAB3-4F0F-8001-4A96F84E6C95},2018/11/16 18:17:49,mickael.delaere,2018/11/16 18:17:49,mickael.delaere,930.048773603747,28726.3485942806
506,020340,2683,182126,NL, , ,{3069820C-6E15-48AA-AF70-D9C6F1B30289},2018/11/16 18:17:49,mickael.delaere,2018/11/16 18:17:49,mickael.delaere,2860.8176878368,182125.668377834
507,020691,2694,384945,NL, , ,{92481CA0-41F2-42DF-859C-42DF6DBAC022},2018/11/16 18:17:49,mickael.delaere,2018/11/16 18:17:49,mickael.delaere,4080.10878315204,384945.455729351
508,020383,2695,118823,NL, , ,{1AA344B1-7690-4036-9DE0-806736CEAA5E},2018/11/16 18:17:50,mickael.delaere,2018/11/16 18:17:50,mickael.delaere,4413.45194542341,118823.438906663
509,020659,2697,17346,NL, , ,{23E9C369-9993-41C6-B5F4-61691292F413},2018/11/16 18:17:50,mickael.delaere,2018/11/16 18:17:50,mickael.delaere,754.928255969693,17345.9184166219
510,020691,2698,24538,NL, , ,{E4FB80FE-D8D0-4DFD-A7F3-BD30D1E63957},2018/11/16 18:17:50,mickael.delaere,2018/11/16 18:17:50,mickael.delaere,810.853325414705,24537.7807918054
511,020659,2699,36972,NL, , ,{5F1E7BB8-A6FC-4429-8F15-E3BE55FBFD03},2018/11/16 18:17:51,mickael.delaere,2018/11/16 18:17:51,mickael.delaere,1278.0054361938,36972.3992364346
512,020303,2700,16527,NL, , ,{6C85E6A0-3E23-4848-8585-C05DE9FE46DE},2018/11/16 18:17:51,mickael.delaere,2018/11/16 18:17:51,mickael.delaere,800.271479913431,16527.0079096709
513,020691,2701,100545,NL, , ,{040BAD8A-BF4D-4B6F-A78D-B3A8E7B4CE42},2018/11/16 18:17:51,mickael.delaere,2018/11/16 18:17:51,mickael.delaere,1315.50735101524,100545.013073734
514,020303,2702,35088,NL, , ,{BDE86409-D4A9-4D7F-8799-9D9D49FB76E9},2018/11/16 18:17:52,mickael.delaere,2018/11/16 18:17:52,mickael.delaere,849.105495046607,35087.9296395248
515,020571,2705,19426,NL, , ,{E66033D3-9705-4047-9928-62F6FDE6B872},2018/11/16 18:17:52,mickael.delaere,2018/11/16 18:17:52,mickael.delaere,583.943442738664,19425.7478092113
516,020525,2706,14465,NL, , ,{49C17E8C-FB56-4C06-BACD-02A3744AE726},2018/11/16 18:17:52,mickael.delaere,2018/11/16 18:17:52,mickael.delaere,496.549075325743,14464.5349666038
517,020288,2717,131482,Np, , ,{FF13E271-8199-4DEB-8AB1-4D47499DD187},2018/11/16 18:17:53,mickael.delaere,2018/11/16 18:17:53,mickael.delaere,1579.25012091876,131482.202063023
518,020383,2719,49438,Nv, , ,{285BF49D-203B-4F34-9B71-F67B611535D9},2018/11/16 18:17:53,mickael.delaere,2018/11/16 18:17:53,mickael.delaere,1083.39242306813,49437.7450021571
519,020691,2721,18162,Nv, , ,{FDA166F0-FCFC-46D0-8716-9081E23560BB},2018/11/16 18:17:54,mickael.delaere,2018/11/16 18:17:54,mickael.delaere,547.091653688195,18162.160596409
520,020691,2722,19777,Nv, , ,{A56C0444-DD9C-4EE3-8F07-06BB6495BB4E},2018/11/16 18:17:54,mickael.delaere,2018/11/16 18:17:54,mickael.delaere,584.688640033271,19776.5400178671
521,020214,2723,25531,U, ,Zones où s'applique le droit de préemption urbain (DPU),{C8A3FF35-8E1D-4A98-89CD-6760D8C113CF},2018/11/16 18:17:55,mickael.delaere,2018/11/16 18:17:55,mickael.delaere,774.581193061359,25530.7915403011
522,020214,2724,11288,U, ,Zones où s'applique le droit de préemption urbain (DPU),{C8B5BAA1-9BE5-4A52-9198-1719BC43254E},2018/11/16 18:17:55,mickael.delaere,2018/11/16 18:17:55,mickael.delaere,421.976618553137,11288.0241069765
523,020142,2725,152993,U, ,Zones où s'applique le droit de préemption urbain (DPU),{4756203E-4544-4AF3-9BBA-0D45AC2E60A8},2018/11/16 18:17:56,mickael.delaere,2018/11/16 18:17:56,mickael.delaere,2522.55082482568,152993.173249059
524,020142,2726,9214,U, ,Zones où s'applique le droit de préemption urbain (DPU),{02CE96AD-0D09-4261-931C-50A9544C195E},2018/11/16 18:18:01,mickael.delaere,2018/11/16 18:18:01,mickael.delaere,488.584579930817,9213.67051153237
525,020142,2727,16045,U, ,Zones où s'applique le droit de préemption urbain (DPU),{1BB71F77-A500-4328-9268-BD01120F91C8},2018/11/16 18:18:02,mickael.delaere,2018/11/16 18:18:02,mickael.delaere,585.721524336205,16045.4262778387
526,020359,2728,449024,U, ,Zones où s'applique le droit de préemption urbain (DPU),{7146F7B0-3780-4F6A-AE62-A45BEC8D9680},2018/11/16 18:18:03,mickael.delaere,2018/11/16 18:18:03,mickael.delaere,5044.0224609482,449023.664929399
527,020549,2729,378520,U, ,Zones où s'applique le droit de préemption urbain (DPU),{58A5D8DD-1AB6-47F9-8E35-B5214968DEA9},2018/11/16 18:18:04,mickael.delaere,2018/11/16 18:18:04,mickael.delaere,3226.0737888224,378520.465659159
528,020481,2730,399534,U, ,Zones où s'applique le droit de préemption urbain (DPU),{02C8B61F-FAED-46F0-B181-5B35D7A808B9},2018/11/16 18:18:04,mickael.delaere,2018/11/16 18:18:04,mickael.delaere,4751.87501871326,399533.980224848
529,020459,2732,167473,U, ,Zones où s'applique le droit de préemption urbain (DPU),{97EEBB99-536A-41F4-AB30-40FF769AF2BB},2018/11/16 18:18:05,mickael.delaere,2018/11/16 18:18:05,mickael.delaere,3148.48980857714,167473.126884362
530,020322,2733,391640,U, ,Zones où s'applique le droit de préemption urbain (DPU),{30F044C3-08BD-4842-972B-21C69F2F325F},2018/11/16 18:18:06,mickael.delaere,2018/11/16 18:18:06,mickael.delaere,5526.04040000125,391639.930658467
531,020420,2734,12453,U, ,Zones où s'applique le droit de préemption urbain (DPU),{78ACD5F2-8ED9-4EFE-8CA6-A29536C0E343},2018/11/16 18:18:06,mickael.delaere,2018/11/16 18:18:06,mickael.delaere,446.588048174083,12452.7014390729
532,020525,2736,15632,U, ,Zones où s'applique le droit de préemption urbain (DPU),{D5BA946D-9039-47B1-B4CA-44C11A34D7FD},2018/11/16 18:18:07,mickael.delaere,2018/11/16 18:18:07,mickael.delaere,734.63428739084,15632.4943779083
533,020659,2737,9886,U, ,Zones où s'applique le droit de préemption urbain (DPU),{B0E46EB8-6D0D-4BF5-88A6-37A2E0BBCB1F},2018/11/16 18:18:08,mickael.delaere,2018/11/16 18:18:08,mickael.delaere,577.2594669472,9886.39352443647
534,020525,2739,381850,U, ,Zones où s'applique le droit de préemption urbain (DPU),{377CF0EA-707B-48EF-B750-3720D0E8A0D6},2018/11/16 18:18:09,mickael.delaere,2018/11/16 18:18:09,mickael.delaere,4904.95238002297,381850.375655335
535,020310,2741,2121,U, ,Zones où s'applique le droit de préemption urbain (DPU),{2E4E0E3C-8E26-4BD1-BE82-CC3F26D592A9},2018/11/16 18:18:09,mickael.delaere,2018/11/16 18:18:09,mickael.delaere,184.54613645714,2121.09150485267
536,020420,2742,93429,U, ,Zones où s'applique le droit de préemption urbain (DPU),{3118E47E-BB16-4241-B262-48BAAA45183E},2018/11/16 18:18:10,mickael.delaere,2018/11/16 18:18:10,mickael.delaere,1359.43587263441,93429.43292416
537,020288,2743,17898,U, ,Zones où s'applique le droit de préemption urbain (DPU),{F1F9086E-30E9-4C0C-9B81-D5FCE65E91A9},2018/11/16 18:18:11,mickael.delaere,2018/11/16 18:18:11,mickael.delaere,1230.69543897323,17897.8507947193
538,020637,2745,165544,U, ,Zones où s'applique le droit de préemption urbain (DPU),{6D28E973-D418-4ABD-833E-16EACEB1DA8B},2018/11/16 18:18:12,mickael.delaere,2018/11/16 18:18:12,mickael.delaere,2918.04974300064,165543.838350658
539,020319,2747,6603,U, ,Zones où s'applique le droit de préemption urbain (DPU),{C26F86B3-DEE9-4113-AC97-4C9BDA31F707},2018/11/16 18:18:13,mickael.delaere,2018/11/16 18:18:13,mickael.delaere,460.985519283851,6603.36885329089
540,020691,2773,1364,UC, ,Zones où s'applique le droit de préemption urbain (DPU),{DA120789-9C62-46B7-A3C2-BC0AB25421EC},2018/11/16 18:18:13,mickael.delaere,2018/11/16 18:18:13,mickael.delaere,316.883847012665,1364.07097535152
541,020288,2748,160864,U, ,Zones où s'applique le droit de préemption urbain (DPU),{354A9E5E-9FED-45D0-A994-E8DB6C416EBD},2018/11/16 18:18:14,mickael.delaere,2018/11/16 18:18:14,mickael.delaere,2510.84220198892,160863.81416306
542,020310,2749,307814,U, ,Zones où s'applique le droit de préemption urbain (DPU),{39D5A75A-31CE-45A2-872E-F49442509392},2018/11/16 18:18:14,mickael.delaere,2018/11/16 18:18:14,mickael.delaere,4778.32277646191,307814.247057945
543,020691,2751,343039,UCa, ,Zones où s'applique le droit de préemption urbain (DPU),{6DBB70C8-08E4-4253-937F-8B241E3B16A6},2018/11/16 18:18:15,mickael.delaere,2018/11/16 18:18:15,mickael.delaere,2811.69382863369,343038.73820066
544,020371,2774,12873,UC, ,Zones où s'applique le droit de préemption urbain (DPU),{B4305064-EADE-417C-8186-0543D40E25D5},2018/11/16 18:18:15,mickael.delaere,2018/11/16 18:18:15,mickael.delaere,554.91522639721,12873.180904758
545,020319,2752,252408,U, ,Zones où s'applique le droit de préemption urbain (DPU),{B0F4D790-E641-4F7B-BA72-F04334B3C75D},2018/11/16 18:18:15,mickael.delaere,2018/11/16 18:18:15,mickael.delaere,4982.46169846211,252407.678973182
546,020691,2753,84387,UA, ,Zones où s'applique le droit de préemption urbain (DPU),{FFF771D0-3860-4005-AEFB-DB4150D8A0C2},2018/11/16 18:18:16,mickael.delaere,2018/11/16 18:18:16,mickael.delaere,1320.03104152548,84386.6761950343
547,020691,2754,1719803,UA, ,Zones où s'applique le droit de préemption urbain (DPU),{012551AA-1F95-4C67-B3DB-5BF66547834D},2018/11/16 18:18:17,mickael.delaere,2018/11/16 18:18:17,mickael.delaere,6643.35601123304,1719802.63235347
548,020691,2757,1351248,UB, ,Zones où s'applique le droit de préemption urbain (DPU),{72EE6B25-3213-4B0C-9288-D811269463A3},2018/11/16 18:18:17,mickael.delaere,2018/11/16 18:18:17,mickael.delaere,9001.82281813265,1351247.75995764
549,020691,2758,169043,UCa, ,Zones où s'applique le droit de préemption urbain (DPU),{95EED6A9-7742-4710-9046-7E8D20A18432},2018/11/16 18:18:18,mickael.delaere,2018/11/16 18:18:18,mickael.delaere,1731.8210425762,169043.42462083
550,020340,2763,10269,UC, ,Zones où s'applique le droit de préemption urbain (DPU),{26BCD21E-B92C-4B7D-8386-0FA594B253E3},2018/11/16 18:18:18,mickael.delaere,2018/11/16 18:18:18,mickael.delaere,454.542755015293,10268.9693026033
