Date de l'export,Code du département,Libellé du département,Code du canton,Libellé du canton,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Liste,Nuance Liste,Libellé Abrégé Liste,Libellé Etendu Liste,Nom Tête de Liste,Voix,% Voix/Ins,% Voix/Exp,N°Liste,Nuance Liste,Libellé Abrégé Liste,Libellé Etendu Liste,Nom Tête de Liste,Voix,% Voix/Ins,% Voix/Exp,N°Liste,Nuance Liste,Libellé Abrégé Liste,Libellé Etendu Liste,Nom Tête de Liste,Voix,% Voix/Ins,% Voix/Exp,N°Liste,Nuance Liste,Libellé Abrégé Liste,Libellé Etendu Liste,Nom Tête de Liste,Voix,% Voix/Ins,% Voix/Exp,N°Liste,Nuance Liste,Libellé Abrégé Liste,Libellé Etendu Liste,Nom Tête de Liste,Voix,% Voix/Ins,% Voix/Exp,N°Liste,Nuance Liste,Libellé Abrégé Liste,Libellé Etendu Liste,Nom Tête de Liste,Voix,% Voix/Ins,% Voix/Exp,N°Liste,Nuance Liste,Libellé Abrégé Liste,Libellé Etendu Liste,Nom Tête de Liste,Voix,% Voix/Ins,% Voix/Exp,N°Liste,Nuance Liste,Libellé Abrégé Liste,Libellé Etendu Liste,Nom Tête de Liste,Voix,% Voix/Ins,% Voix/Exp,N°Liste,Nuance Liste,Libellé Abrégé Liste,Libellé Etendu Liste,Nom Tête de Liste,Voix,% Voix/Ins,% Voix/Exp,N°Liste,Nuance Liste,Libellé Abrégé Liste,Libellé Etendu Liste,Nom Tête de Liste,Voix,% Voix/Ins,% Voix/Exp,N°Liste,Nuance Liste,Libellé Abrégé Liste,Libellé Etendu Liste,Nom Tête de Liste,Voix,% Voix/Ins,% Voix/Exp,N°Liste,Nuance Liste,Libellé Abrégé Liste,Libellé Etendu Liste,Nom Tête de Liste,Voix,% Voix/Ins,% Voix/Exp,N°Liste,Nuance Liste,Libellé Abrégé Liste,Libellé Etendu Liste,Nom Tête de Liste,Voix,% Voix/Ins,% Voix/Exp
08/12/2015 16:57,33,GIRONDE,11,Créon,34654,15868,"45,79",18786,"54,21",295,"0,85","1,57",237,"0,68","1,26",18254,"52,68","97,17",1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,198,"0,57","1,08",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,6323,"18,25","34,64",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,4845,"13,98","26,54",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,803,"2,32","4,4",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,133,"0,38","0,73",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,368,"1,06","2,02",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,1031,"2,98","5,65",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,3906,"11,27","21,4",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,464,"1,34","2,54",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,183,"0,53",1,,,,,,,,,,,,,,,,,,,,,,,,
08/12/2015 16:57,33,GIRONDE,12,L'Entre-Deux-Mers,25966,12136,"46,74",13830,"53,26",250,"0,96","1,81",278,"1,07","2,01",13302,"51,23","96,18",1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,151,"0,58","1,14",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,4163,"16,03","31,3",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,2990,"11,52","22,48",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,847,"3,26","6,37",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,111,"0,43","0,83",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,289,"1,11","2,17",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,741,"2,85","5,57",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,3483,"13,41","26,18",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,366,"1,41","2,75",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,161,"0,62","1,21",,,,,,,,,,,,,,,,,,,,,,,,
08/12/2015 16:57,33,GIRONDE,13,L'Estuaire,30159,14913,"49,45",15246,"50,55",325,"1,08","2,13",296,"0,98","1,94",14625,"48,49","95,93",1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,129,"0,43","0,88",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,4567,"15,14","31,23",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,3376,"11,19","23,08",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,520,"1,72","3,56",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,116,"0,38","0,79",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,193,"0,64","1,32",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,521,"1,73","3,56",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,4565,"15,14","31,21",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,400,"1,33","2,74",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,238,"0,79","1,63",,,,,,,,,,,,,,,,,,,,,,,,
08/12/2015 16:57,33,GIRONDE,14,Gujan-Mestras,30659,14785,"48,22",15874,"51,78",265,"0,86","1,67",211,"0,69","1,33",15398,"50,22",97,1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,153,"0,5","0,99",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,4881,"15,92","31,7",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,4199,"13,7","27,27",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,370,"1,21","2,4",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,147,"0,48","0,95",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,256,"0,83","1,66",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,670,"2,19","4,35",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,4114,"13,42","26,72",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,487,"1,59","3,16",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,121,"0,39","0,79",,,,,,,,,,,,,,,,,,,,,,,,
08/12/2015 16:57,33,GIRONDE,15,Les Landes des Graves,31185,15175,"48,66",16010,"51,34",351,"1,13","2,19",280,"0,9","1,75",15379,"49,32","96,06",1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,272,"0,87","1,77",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,4761,"15,27","30,96",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,3483,"11,17","22,65",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,736,"2,36","4,79",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,139,"0,45","0,9",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,260,"0,83","1,69",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,809,"2,59","5,26",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,4252,"13,63","27,65",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,449,"1,44","2,92",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,218,"0,7","1,42",,,,,,,,,,,,,,,,,,,,,,,,
08/12/2015 16:57,33,GIRONDE,16,Le Libournais-Fronsadais,36749,18220,"49,58",18529,"50,42",305,"0,83","1,65",284,"0,77","1,53",17940,"48,82","96,82",1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,186,"0,51","1,04",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,5789,"15,75","32,27",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,4497,"12,24","25,07",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,575,"1,56","3,21",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,129,"0,35","0,72",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,269,"0,73","1,5",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,845,"2,3","4,71",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,5025,"13,67","28,01",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,442,"1,2","2,46",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,183,"0,5","1,02",,,,,,,,,,,,,,,,,,,,,,,,
08/12/2015 16:57,33,GIRONDE,17,Lormont,25259,13337,"52,8",11922,"47,2",211,"0,84","1,77",162,"0,64","1,36",11549,"45,72","96,87",1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,125,"0,49","1,08",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,4553,"18,03","39,42",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,2300,"9,11","19,92",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,525,"2,08","4,55",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,75,"0,3","0,65",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,96,"0,38","0,83",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,522,"2,07","4,52",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,2920,"11,56","25,28",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,261,"1,03","2,26",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,172,"0,68","1,49",,,,,,,,,,,,,,,,,,,,,,,,
08/12/2015 16:57,33,GIRONDE,18,Mérignac-1,32420,16686,"51,47",15734,"48,53",255,"0,79","1,62",184,"0,57","1,17",15295,"47,18","97,21",1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,193,"0,6","1,26",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,5884,"18,15","38,47",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,4207,"12,98","27,51",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,590,"1,82","3,86",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,108,"0,33","0,71",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,254,"0,78","1,66",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,907,"2,8","5,93",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,2662,"8,21","17,4",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,360,"1,11","2,35",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,130,"0,4","0,85",,,,,,,,,,,,,,,,,,,,,,,,
08/12/2015 16:57,33,GIRONDE,19,Mérignac-2,31812,15912,"50,02",15900,"49,98",242,"0,76","1,52",163,"0,51","1,03",15495,"48,71","97,45",1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,227,"0,71","1,46",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,5783,"18,18","37,32",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,4209,"13,23","27,16",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,535,"1,68","3,45",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,125,"0,39","0,81",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,254,"0,8","1,64",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,969,"3,05","6,25",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,2870,"9,02","18,52",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,375,"1,18","2,42",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,148,"0,47","0,96",,,,,,,,,,,,,,,,,,,,,,,,
08/12/2015 16:57,33,GIRONDE,20,Le Nord-Gironde,33299,16983,51,16316,49,371,"1,11","2,27",304,"0,91","1,86",15641,"46,97","95,86",1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,162,"0,49","1,04",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,4876,"14,64","31,17",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,3062,"9,2","19,58",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,616,"1,85","3,94",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,120,"0,36","0,77",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,189,"0,57","1,21",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,669,"2,01","4,28",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,5274,"15,84","33,72",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,436,"1,31","2,79",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,237,"0,71","1,52",,,,,,,,,,,,,,,,,,,,,,,,
08/12/2015 16:57,33,GIRONDE,21,Le Nord-Libournais,34342,17039,"49,62",17303,"50,38",300,"0,87","1,73",373,"1,09","2,16",16630,"48,42","96,11",1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,128,"0,37","0,77",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,4941,"14,39","29,71",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,3849,"11,21","23,14",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,510,"1,49","3,07",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,102,"0,3","0,61",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,211,"0,61","1,27",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,580,"1,69","3,49",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,5704,"16,61","34,3",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,399,"1,16","2,4",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,206,"0,6","1,24",,,,,,,,,,,,,,,,,,,,,,,,
08/12/2015 16:57,33,GIRONDE,22,Le Nord-Médoc,30686,15231,"49,64",15455,"50,36",262,"0,85","1,7",307,1,"1,99",14886,"48,51","96,32",1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,114,"0,37","0,77",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,4011,"13,07","26,94",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,3359,"10,95","22,56",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,438,"1,43","2,94",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,86,"0,28","0,58",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,178,"0,58","1,2",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,416,"1,36","2,79",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,5660,"18,44","38,02",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,443,"1,44","2,98",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,181,"0,59","1,22",,,,,,,,,,,,,,,,,,,,,,,,
08/12/2015 16:57,33,GIRONDE,23,Pessac-1,40227,18104,45,22123,55,318,"0,79","1,44",258,"0,64","1,17",21547,"53,56","97,4",1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,203,"0,5","0,94",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,9895,"24,6","45,92",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,5321,"13,23","24,69",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,755,"1,88","3,5",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,167,"0,42","0,78",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,335,"0,83","1,55",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,986,"2,45","4,58",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,3264,"8,11","15,15",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,448,"1,11","2,08",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,173,"0,43","0,8",,,,,,,,,,,,,,,,,,,,,,,,
08/12/2015 16:57,33,GIRONDE,24,Pessac-2,35038,17216,"49,14",17822,"50,86",204,"0,58","1,14",188,"0,54","1,05",17430,"49,75","97,8",1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,229,"0,65","1,31",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,7388,"21,09","42,39",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,4879,"13,92","27,99",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,673,"1,92","3,86",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,131,"0,37","0,75",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,327,"0,93","1,88",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,1054,"3,01","6,05",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,2268,"6,47","13,01",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,347,"0,99","1,99",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,134,"0,38","0,77",,,,,,,,,,,,,,,,,,,,,,,,
08/12/2015 16:57,33,GIRONDE,25,Les Portes du Médoc,38824,19174,"49,39",19650,"50,61",304,"0,78","1,55",243,"0,63","1,24",19103,"49,2","97,22",1,LDVG,NOUVELLE DONNE,NOUVELLE DONNE : REPRENEZ LA MAIN !,PEREIRA Nicolas,219,"0,56","1,15",2,LUG,"PLUS FORTS, PLUS SOLIDAIR","PLUS FORTS, PLUS SOLIDAIRES, ENSEMBLE",ROUSSET Alain,7026,"18,1","36,78",3,LUD,GENERATION NOUVELLE REGIO,GENERATION NOUVELLE REGION,CALMELS Virginie,4822,"12,42","25,24",4,LFG,L'HUMAIN D'ABORD !,L'HUMAIN D'ABORD !,DARTIGOLLES Olivier,746,"1,92","3,91",5,LDIV,L'UPR,L'UPR AVEC FRANCOIS ASSELINEAU - LE PARTI QUI MONTE MALGRE LE SILENCE DES MEDIAS,DOUET William,156,"0,4","0,82",6,LDVG,FAISONS ENSEMBLE,FAISONS ENSEMBLE,BOUSSION Joseph,277,"0,71","1,45",7,LVEC,OSONS MIEUX,OSONS MIEUX AVEC FRANÇOISE COUTANT - LISTE ECOLOGISTE ET CITOYENNE,COUTANT Françoise,965,"2,49","5,05",8,LFN,LISTE FRONT NATIONAL,LISTE FRONT NATIONAL PRESENTEE PAR MARINE LE PEN,COLOMBIER Jacques,4217,"10,86","22,08",9,LDLF,DEBOUT LA FRANCE,DEBOUT LA FRANCE AVEC NICOLAS DUPONT AIGNAN,SETZE Yvon,459,"1,18","2,4",10,LEXG,LUTTE OUVRIERE,LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,PERCHET Guillaume,216,"0,56","1,13",,,,,,,,,,,,,,,,,,,,,,,,
