OBJECTID_12,IDMC,JOUR,HEURE,SOURCE,RD,PR,INSEE,COMMUNE,COM1,COM2,COM3,COM4,ACTION,INONDES,INTERVENTI,ROUVERTE,TOTAL,INSEETXT,NUMRD,PR1,ABS,B_geodb_oi,B_OBJECTID,B_ROUTE,B_PR,B_ABS,B_CUMUL,B_CLASSEME,B_RD,B_RD_PR,geodb_oid,OBJECTID,ROUTE,CUMUL,CLASSEMENT,RD_PR,OBJECTID_1,IDROUTE,GESTION,F_overlaps,F_predicate,DATETRAVAU,JOURTRAV,DATECOMPLE,IDMC2,DATEFIN
538,490,20160602000000.000,12h03,ATO,12,20,45173,Jargeau,"	oui	",route barrée  entre Jargeau et Vienne en Val, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45173,12,"	6",0, ,4622,45 D0012,6,0,6074,Catégorie 4,12,D12 PR6+0,2346, ,D12,20218,Catégorie 4,D12 PR20+0,2346,45_D12,45 D0012,22,20160602120300,1203,20160602,1464861780000,490,1464899940000
539,490,20160602000000.000,12h03,ATO,12,20,45173,Jargeau,"	oui	",route barrée  entre Jargeau et Vienne en Val, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45173,12,"	6",0, ,4622,45 D0012,6,0,6074,Catégorie 4,12,D12 PR6+0,2346, ,D12,20218,Catégorie 4,D12 PR20+0,2346,45_D12,45 D0012,22,20160602120300,1203,20160602,1464861780000,490,1464899940000
540,572,20160602000000.000,15h08,ATP,861,0,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,11,41,0, ,4525,45 D0011,41,0,41853,Catégorie 4,11,D11 PR41+0,2345, ,D11,0,Catégorie 4,D861 PR0+0,2345,45_D11,45 D0011,14,20160602150800,1508,20160602,1464872880000,572,1464899940000
541,572,20160602000000.000,15h08,ATP,861,0,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,11,41,0, ,4525,45 D0011,41,0,41853,Catégorie 4,11,D11 PR41+0,2345, ,D11,0,Catégorie 4,D861 PR0+0,2345,45_D11,45 D0011,14,20160602150800,1508,20160602,1464872880000,572,1464899940000
542,571,20160602000000.000,15h08,ATP,11,32,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,11,34,0, ,5842,45 D0011,34,0,34179,Catégorie 2,11,D11 PR34+0,2345, ,D11,32179,Catégorie 2,D11 PR32+0,2345,45_D11,45 D0011,23,20160602150800,1508,20160602,1464872880000,571,1464899940000
543,571,20160602000000.000,15h08,ATP,11,32,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,11,34,0, ,5842,45 D0011,34,0,34179,Catégorie 2,11,D11 PR34+0,2345, ,D11,32179,Catégorie 2,D11 PR32+0,2345,45_D11,45 D0011,23,20160602150800,1508,20160602,1464872880000,571,1464899940000
544,174,20160601000000.000,05h28,ATO,951,101,45179,Lailly-en-Val,: site dégagé, , , , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,45179,951,115,0, ,7476,45 D0951,115,0,115017,Catégorie 1,951,D951 PR115+0,2344, ,D951,100936,Catégorie 1,D951 PR101+0,2344,45_D951,45 D0951,77,20160601052800,0528,20160601,1464751680000,174,1464899940000
545,174,20160601000000.000,05h28,ATO,951,101,45179,Lailly-en-Val,: site dégagé, , , , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,45179,951,115,0, ,7476,45 D0951,115,0,115017,Catégorie 1,951,D951 PR115+0,2344, ,D951,100936,Catégorie 1,D951 PR101+0,2344,45_D951,45 D0951,77,20160601052800,0528,20160601,1464751680000,174,1464899940000
546,256,20160602000000.000,6h08,ATP,9,27,0, ,Voies fermées, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,9,20,0, ,6332,45 D0009,20,0,20164,Catégorie 4,9,D9 PR20+0,2342, ,D9,27271,Catégorie 4,D9 PR27+0,2342,45_D9,45 D0009,36,20160602060800,0608,20160602,1464840480000,256,1464899940000
547,256,20160602000000.000,6h08,ATP,9,27,0, ,Voies fermées, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,9,20,0, ,6332,45 D0009,20,0,20164,Catégorie 4,9,D9 PR20+0,2342, ,D9,27271,Catégorie 4,D9 PR27+0,2342,45_D9,45 D0009,36,20160602060800,0608,20160602,1464840480000,256,1464899940000
548,569,20160602000000.000,15h08,ATP,9,27,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,9,"	28",0, ,5791,45 D0009,28,0,28258,Catégorie 4,9,D9 PR28+0,2342, ,D9,27271,Catégorie 4,D9 PR27+0,2342,45_D9,45 D0009,36,20160602150800,1508,20160602,1464872880000,569,1464899940000
549,569,20160602000000.000,15h08,ATP,9,27,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,9,"	28",0, ,5791,45 D0009,28,0,28258,Catégorie 4,9,D9 PR28+0,2342, ,D9,27271,Catégorie 4,D9 PR27+0,2342,45_D9,45 D0009,36,20160602150800,1508,20160602,1464872880000,569,1464899940000
550,128,20160531000000.000,15h24,ATO,7,25,45193,Marcilly et Sennely,OA effondré route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45193,64,0,0, ,4711,45 D0064,0,0,0,Catégorie 4,64,D64 PR0+0,2340, ,D7,25483,Catégorie 4,D7 PR25+0,2340,45_D7,45 D0007,11,20160531152400,1524,20160531,1464701040000,128,1464899940000
551,128,20160531000000.000,15h24,ATO,7,25,45193,Marcilly et Sennely,OA effondré route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45193,64,0,0, ,4711,45 D0064,0,0,0,Catégorie 4,64,D64 PR0+0,2340, ,D7,25483,Catégorie 4,D7 PR25+0,2340,45_D7,45 D0007,11,20160531152400,1524,20160531,1464701040000,128,1464899940000
552,502,20160602000000.000,12h03,ATO,836,9,45055,Bricy,"	oi",entre Huêtre et Bricy chaussée inondée route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45055,502,"	0",0, ,5552,45 D0502,0,0,0,Catégorie 4,502,D502 PR0+0,2331, ,D836,8834,Catégorie 4,D836 PR9+0,2331,45_D836,45 D0836,11,20160602120300,1203,20160602,1464861780000,502,1464899940000
553,507,20160602000000.000,12h03,ATO,836,9,45055,Bricy,"	oui	",entre Bricy et D 935  chaussée inondée route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45055,836,"	6",0, ,6842,45 D0836,6,0,5863,Catégorie 4,836,D836 PR6+0,2331, ,D836,8834,Catégorie 4,D836 PR9+0,2331,45_D836,45 D0836,11,20160602120300,1203,20160602,1464861780000,507,1464899940000
554,507,20160602000000.000,12h03,ATO,836,9,45055,Bricy,"	oui	",entre Bricy et D 935  chaussée inondée route barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45055,836,"	6",0, ,6842,45 D0836,6,0,5863,Catégorie 4,836,D836 PR6+0,2331, ,D836,8834,Catégorie 4,D836 PR9+0,2331,45_D836,45 D0836,11,20160602120300,1203,20160602,1464861780000,507,1464899940000
555,634,20160602000000.000,15h34,ATM,162,10,0, ,Triguères route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,162,"	9",0, ,6366,45 D0162,9,0,8988,Catégorie 4,162,D162 PR9+0,2326, ,D162,9997,Catégorie 4,D162 PR10+0,2326,45_D162,45 D0162,16,20160602153400,1534,20160602,1464874440000,634,1464899940000
556,634,20160602000000.000,15h34,ATM,162,10,0, ,Triguères route barrée, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,162,"	9",0, ,6366,45 D0162,9,0,8988,Catégorie 4,162,D162 PR9+0,2326, ,D162,9997,Catégorie 4,D162 PR10+0,2326,45_D162,45 D0162,16,20160602153400,1534,20160602,1464874440000,634,1464899940000
557,355,20160602000000.000,10h30,ATP,111,6,0, ,sec, , , , ,SEC, , ,/ SEC /   /,0,"111	",6,0, ,6532,45 D0111,6,0,5898,Catégorie 4,111,D111 PR6+0,2324, ,D111,5898,Catégorie 4,D111 PR6+0,2324,45_D111,45 D0111,3,20160602103000,1030,20160602,1464856200000,355,1464899940000
558,355,20160602000000.000,10h30,ATP,111,6,0, ,sec, , , , ,SEC, , ,/ SEC /   /,0,"111	",6,0, ,6532,45 D0111,6,0,5898,Catégorie 4,111,D111 PR6+0,2324, ,D111,5898,Catégorie 4,D111 PR6+0,2324,45_D111,45 D0111,3,20160602103000,1030,20160602,1464856200000,355,1464899940000
559,28,20160531000000.000,10h30, ,41,6,45097,Chuelles,"- balisation route inondée en place, route non barrée pour l'instant. Nogent sur Vernisson route inondée en direction de Varennes Changy. Déviation mise en place par le RD42, les Choux et la RD135 en", , , ,ROUTES BARREES,INONDES,BALISAGE, ,ROUTES BARREES / INONDES / BALISAGE /,45097,41,11,0, ,5555,45 D0041,11,0,11039,Catégorie 4,41,D41 PR11+0,2322, ,D41,6109,Catégorie 4,D41 PR6+0,2322,45_D41,45 D0041,14,20160531103000,1030,20160531,1464683400000,28,1464899940000
560,27,20160531000000.000,10h30, ,41,6,45097,Chuelles,"- balisation route inondée en place, route non barrée pour l'instant. Nogent sur Vernisson route inondée en direction de Varennes Changy. Déviation mise en place par le RD42, les Choux et la RD135 en", , , ,ROUTES BARREES,INONDES,BALISAGE, ,ROUTES BARREES / INONDES / BALISAGE /,45097,41,10,0, ,6306,45 D0041,10,0,9968,Catégorie 4,41,D41 PR10+0,2322, ,D41,6109,Catégorie 4,D41 PR6+0,2322,45_D41,45 D0041,14,20160531103000,1030,20160531,1464683400000,27,1464899940000
561,27,20160531000000.000,10h30, ,41,6,45097,Chuelles,"- balisation route inondée en place, route non barrée pour l'instant. Nogent sur Vernisson route inondée en direction de Varennes Changy. Déviation mise en place par le RD42, les Choux et la RD135 en", , , ,ROUTES BARREES,INONDES,BALISAGE, ,ROUTES BARREES / INONDES / BALISAGE /,45097,41,10,0, ,6306,45 D0041,10,0,9968,Catégorie 4,41,D41 PR10+0,2322, ,D41,6109,Catégorie 4,D41 PR6+0,2322,45_D41,45 D0041,14,20160531103000,1030,20160531,1464683400000,27,1464899940000
562,35,20160531000000.000,10h30, ,32,31,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,32,21,0, ,5342,45 D0032,21,0,21467,Catégorie 4,32,D32 PR21+0,2321, ,D32,33591,Catégorie 4,D32 PR31+0,2321,45_D32,45 D0032,30,20160531103000,1030,20160531,1464683400000,35,1464899940000
563,67,20160531000000.000,12h54, ,32,31,45073,Chantecoq,Entre Chantecoq et St Hilaire, , , , ,INONDES, , ,/ INONDES /   /,45073,32,24,0, ,6398,45 D0032,24,0,24411,Catégorie 4,32,D32 PR24+0,2321, ,D32,33591,Catégorie 4,D32 PR31+0,2321,45_D32,45 D0032,30,20160531125400,1254,20160531,1464692040000,67,1464899940000
564,35,20160531000000.000,10h30, ,32,31,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,32,21,0, ,5342,45 D0032,21,0,21467,Catégorie 4,32,D32 PR21+0,2321, ,D32,33591,Catégorie 4,D32 PR31+0,2321,45_D32,45 D0032,30,20160531103000,1030,20160531,1464683400000,35,1464899940000
565,67,20160531000000.000,12h54, ,32,31,45073,Chantecoq,Entre Chantecoq et St Hilaire, , , , ,INONDES, , ,/ INONDES /   /,45073,32,24,0, ,6398,45 D0032,24,0,24411,Catégorie 4,32,D32 PR24+0,2321, ,D32,33591,Catégorie 4,D32 PR31+0,2321,45_D32,45 D0032,30,20160531125400,1254,20160531,1464692040000,67,1464899940000
566,463,20160602000000.000,11h48,ATM,32,31,45151,Griselles,Circulation rétablie entre Griselles et la Selle sur le Bied, , , , , , ,CIRCULATION RETABLIE,/   /   / CIRCULATION RETABLIE,45151,32,12,0, ,5878,45 D0032,12,0,12481,Catégorie 4,32,D32 PR12+0,2321, ,D32,33591,Catégorie 4,D32 PR31+0,2321,45_D32,45 D0032,30,20160602114800,1148,20160602,1464860880000,463,1464899940000
567,463,20160602000000.000,11h48,ATM,32,31,45151,Griselles,Circulation rétablie entre Griselles et la Selle sur le Bied, , , , , , ,CIRCULATION RETABLIE,/   /   / CIRCULATION RETABLIE,45151,32,12,0, ,5878,45 D0032,12,0,12481,Catégorie 4,32,D32 PR12+0,2321, ,D32,33591,Catégorie 4,D32 PR31+0,2321,45_D32,45 D0032,30,20160602114800,1148,20160602,1464860880000,463,1464899940000
568,622,20160602000000.000,15h34,ATM,32,31,45287,"			St Loup de Gonois -",route barrée LD Montplaisir et le Pressoir, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45287,32,"	19",0, ,5786,45 D0032,19,0,19467,Catégorie 4,32,D32 PR19+0,2321, ,D32,33591,Catégorie 4,D32 PR31+0,2321,45_D32,45 D0032,30,20160602153400,1534,20160602,1464874440000,622,1464899940000
569,622,20160602000000.000,15h34,ATM,32,31,45287,"			St Loup de Gonois -",route barrée LD Montplaisir et le Pressoir, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45287,32,"	19",0, ,5786,45 D0032,19,0,19467,Catégorie 4,32,D32 PR19+0,2321, ,D32,33591,Catégorie 4,D32 PR31+0,2321,45_D32,45 D0032,30,20160602153400,1534,20160602,1464874440000,622,1464899940000
570,79,20160531000000.000,12h54, ,32,3,45222,Nargis,Nargis - route déviée, , , , , ,DEVIATION, ,/   / DEVIATION /,45222,32,4,0, ,4916,45 D0032,4,0,3881,Catégorie 4,32,D32 PR4+0,2321, ,D32,2881,Catégorie 4,D32 PR3+0,2321,45_D32,45 D0032,7,20160531125400,1254,20160531,1464692040000,79,1464899940000
571,79,20160531000000.000,12h54, ,32,3,45222,Nargis,Nargis - route déviée, , , , , ,DEVIATION, ,/   / DEVIATION /,45222,32,4,0, ,4916,45 D0032,4,0,3881,Catégorie 4,32,D32 PR4+0,2321, ,D32,2881,Catégorie 4,D32 PR3+0,2321,45_D32,45 D0032,7,20160531125400,1254,20160531,1464692040000,79,1464899940000
572,568,20160602000000.000,15h08,ATP,5,22,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,5,"	21",0, ,6494,45 D0005,21,0,21359,Catégorie 4,5,D5 PR21+0,2319, ,D5,22361,Catégorie 4,D5 PR22+0,2319,45_D5,45 D0005,13,20160602150800,1508,20160602,1464872880000,568,1464899940000
573,568,20160602000000.000,15h08,ATP,5,22,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,5,"	21",0, ,6494,45 D0005,21,0,21359,Catégorie 4,5,D5 PR21+0,2319, ,D5,22361,Catégorie 4,D5 PR22+0,2319,45_D5,45 D0005,13,20160602150800,1508,20160602,1464872880000,568,1464899940000
574,486,20160602000000.000,11h48,ATM, , ,45247,Pannes,- Route barrée et déviée au niveau de l'échangeur A77 (sens Orléans-Courtenay), , , ,ROUTES BARREES, ,DEVIATION, ,ROUTES BARREES /   / DEVIATION /,45247,2060,32, , ,7217,45 D2060,32,0,28592,Catégorie 1,2060,D2060 PR32+0,2318, ,D906032, , , ,2318,45_D906032,45 D906032,0,20160602114800,1148,20160602,1464860880000,486,1464899940000
575,66,20160531000000.000,12h54, ,963,3,45066,Chailly en Gâtinais,Entre Chailly en Gâtinais et Beauchamps sur Huillard,FERMEE, , , ,INONDES, , ,/ INONDES /   /,45066,963,5,0, ,7376,45 D0963,5,0,4999,Catégorie 4,963,D963 PR5+0,2315, ,D963,3002,Catégorie 4,D963 PR3+0,2315,45_D963,45 D0963,7,20160531125400,1254,20160531,1464692040000,66,1464899940000
576,66,20160531000000.000,12h54, ,963,3,45066,Chailly en Gâtinais,Entre Chailly en Gâtinais et Beauchamps sur Huillard,FERMEE, , , ,INONDES, , ,/ INONDES /   /,45066,963,5,0, ,7376,45 D0963,5,0,4999,Catégorie 4,963,D963 PR5+0,2315, ,D963,3002,Catégorie 4,D963 PR3+0,2315,45_D963,45 D0963,7,20160531125400,1254,20160531,1464692040000,66,1464899940000
577,605,20160602000000.000,15h08,ATP,845,5,0, ,"	ROUTE BARREE", , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,845,3,0, ,7125,45 D0845,3,0,2782,Catégorie 4,845,D845 PR3+0,2314, ,D845,4877,Catégorie 4,D845 PR5+0,2314,45_D845,45 D0845,8,20160602150800,1508,20160602,1464872880000,605,1464899940000
578,605,20160602000000.000,15h08,ATP,845,5,0, ,"	ROUTE BARREE", , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,845,3,0, ,7125,45 D0845,3,0,2782,Catégorie 4,845,D845 PR3+0,2314, ,D845,4877,Catégorie 4,D845 PR5+0,2314,45_D845,45 D0845,8,20160602150800,1508,20160602,1464872880000,605,1464899940000
579,602,20160602000000.000,15h08,ATP,810,0,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,810,1,0, ,4511,45 D0810,1,0,1110,Catégorie 4,810,D810 PR1+0,2313, ,D810,0,Catégorie 4,D810 PR0+0,2313,45_D810,45 D0810,3,20160602150800,1508,20160602,1464872880000,602,1464899940000
580,602,20160602000000.000,15h08,ATP,810,0,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,810,1,0, ,4511,45 D0810,1,0,1110,Catégorie 4,810,D810 PR1+0,2313, ,D810,0,Catégorie 4,D810 PR0+0,2313,45_D810,45 D0810,3,20160602150800,1508,20160602,1464872880000,602,1464899940000
581,576,20160602000000.000,15h08,ATP,26,10,0, ,"	ROUTE BARREE", , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,26,12,0, ,6309,45 D0026,12,0,12007,Catégorie 3,26,D26 PR12+0,2309, ,D26,10051,Catégorie 3,D26 PR10+0,2309,45_D26,45 D0026,19,20160602150800,1508,20160602,1464872880000,576,1464899940000
582,262,20160602000000.000,6h08,ATP,26,10,0, ,Voies fermées, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,26,11,0, ,4838,45 D0026,11,0,11054,Catégorie 3,26,D26 PR11+0,2309, ,D26,10051,Catégorie 3,D26 PR10+0,2309,45_D26,45 D0026,19,20160602060800,0608,20160602,1464840480000,262,1464899940000
583,576,20160602000000.000,15h08,ATP,26,10,0, ,"	ROUTE BARREE", , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,0,26,12,0, ,6309,45 D0026,12,0,12007,Catégorie 3,26,D26 PR12+0,2309, ,D26,10051,Catégorie 3,D26 PR10+0,2309,45_D26,45 D0026,19,20160602150800,1508,20160602,1464872880000,576,1464899940000
584,139,20160531000000.000,15h24,ATS,153,14,0, ,glissement de talus,(éboulement en bordure de chaussée), , ,OBSTACLE - EFFONDREMENT, , , ,OBSTACLE - EFFONDREMENT /   /   /,0,153,14,0, ,6613,45 D0153,14,0,14017,Catégorie 4,153,D153 PR14+0,2307, ,D153,14017,Catégorie 4,D153 PR14+0,2307,45_D153,45 D0153,6,20160531152400,1524,20160531,1464701040000,139,1464899940000
585,139,20160531000000.000,15h24,ATS,153,14,0, ,glissement de talus,(éboulement en bordure de chaussée), , ,OBSTACLE - EFFONDREMENT, , , ,OBSTACLE - EFFONDREMENT /   /   /,0,153,14,0, ,6613,45 D0153,14,0,14017,Catégorie 4,153,D153 PR14+0,2307, ,D153,14017,Catégorie 4,D153 PR14+0,2307,45_D153,45 D0153,6,20160531152400,1524,20160531,1464701040000,139,1464899940000
586,135,20160531000000.000,15h24,ATO,921,66,0, ,chaussée inondée circulation difficile, , , , ,INONDES, , ,/ INONDES /   /,0,921,66,0, ,7697,45 D0921,66,0,65018,Catégorie 2,921,D921 PR66+0,2306, ,D921,65018,Catégorie 2,D921 PR66+0,2306,45_D921,45 D0921,22,20160531152400,1524,20160531,1464701040000,135,1464899940000
587,135,20160531000000.000,15h24,ATO,921,66,0, ,chaussée inondée circulation difficile, , , , ,INONDES, , ,/ INONDES /   /,0,921,66,0, ,7697,45 D0921,66,0,65018,Catégorie 2,921,D921 PR66+0,2306, ,D921,65018,Catégorie 2,D921 PR66+0,2306,45_D921,45 D0921,22,20160531152400,1524,20160531,1464701040000,135,1464899940000
588,607,20160602000000.000,15h08,ATP,921,22,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,921,38,0, ,7272,45 D0921,38,0,36328,Catégorie 2,921,D921 PR38+0,2306, ,D921,20312,Catégorie 2,D921 PR22+0,2306,45_D921,45 D0921,38,20160602150800,1508,20160602,1464872880000,607,1464899940000
589,610,20160602000000.000,15h08,ATP,921,22,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,921,37,0, ,7652,45 D0921,37,0,35334,Catégorie 2,921,D921 PR37+0,2306, ,D921,20312,Catégorie 2,D921 PR22+0,2306,45_D921,45 D0921,38,20160602150800,1508,20160602,1464872880000,610,1464899940000
590,613,20160602000000.000,15h08,ATP,921,22,0, ,"	ALTERNAT", , , ,ALTERNAT, , , ,ALTERNAT /   /   /,0,921,40,0, ,7815,45 D0921,40,0,38360,Catégorie 2,921,D921 PR40+0,2306, ,D921,20312,Catégorie 2,D921 PR22+0,2306,45_D921,45 D0921,38,20160602150800,1508,20160602,1464872880000,613,1464899940000
591,612,20160602000000.000,15h08,ATP,921,22,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,921,30,0, ,6901,45 D0921,30,0,28307,Catégorie 2,921,D921 PR30+0,2306, ,D921,20312,Catégorie 2,D921 PR22+0,2306,45_D921,45 D0921,38,20160602150800,1508,20160602,1464872880000,612,1464899940000
592,611,20160602000000.000,15h08,ATP,921,22,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,921,31,0, ,7860,45 D0921,31,0,29307,Catégorie 2,921,D921 PR31+0,2306, ,D921,20312,Catégorie 2,D921 PR22+0,2306,45_D921,45 D0921,38,20160602150800,1508,20160602,1464872880000,611,1464899940000
593,612,20160602000000.000,15h08,ATP,921,22,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,921,30,0, ,6901,45 D0921,30,0,28307,Catégorie 2,921,D921 PR30+0,2306, ,D921,20312,Catégorie 2,D921 PR22+0,2306,45_D921,45 D0921,38,20160602150800,1508,20160602,1464872880000,612,1464899940000
594,606,20160602000000.000,15h08,ATP,921,22,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,921,35,0, ,8089,45 D0921,35,0,33307,Catégorie 2,921,D921 PR35+0,2306, ,D921,20312,Catégorie 2,D921 PR22+0,2306,45_D921,45 D0921,38,20160602150800,1508,20160602,1464872880000,606,1464899940000
595,606,20160602000000.000,15h08,ATP,921,22,0, , , , , , ,INONDES, , ,/ INONDES /   /,0,921,35,0, ,8089,45 D0921,35,0,33307,Catégorie 2,921,D921 PR35+0,2306, ,D921,20312,Catégorie 2,D921 PR22+0,2306,45_D921,45 D0921,38,20160602150800,1508,20160602,1464872880000,606,1464899940000
596,607,20160602000000.000,15h08,ATP,921,22,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,921,38,0, ,7272,45 D0921,38,0,36328,Catégorie 2,921,D921 PR38+0,2306, ,D921,20312,Catégorie 2,D921 PR22+0,2306,45_D921,45 D0921,38,20160602150800,1508,20160602,1464872880000,607,1464899940000
597,609,20160602000000.000,15h08,ATP,921,22,0, ,"	sec", , , , ,SEC, , ,/ SEC /   /,0,921,39,0, ,7151,45 D0921,39,0,37347,Catégorie 2,921,D921 PR39+0,2306, ,D921,20312,Catégorie 2,D921 PR22+0,2306,45_D921,45 D0921,38,20160602150800,1508,20160602,1464872880000,609,1464899940000
598,600,20160602000000.000,15h08,ATP,921,3,0, ,"	pas d'amélioration", , , , , , ,PAS D'AMELIORATION,/   /   / PAS D'AMELIORATION,0,723,0,0, ,5770,45 D0723,0,0,0,Catégorie 4,723,D723 PR0+0,2306, ,D921,2990,Catégorie 1,D921 PR3+0,2306,45_D921,45 D0921,18,20160602150800,1508,20160602,1464872880000,600,1464899940000
599,600,20160602000000.000,15h08,ATP,921,3,0, ,"	pas d'amélioration", , , , , , ,PAS D'AMELIORATION,/   /   / PAS D'AMELIORATION,0,723,0,0, ,5770,45 D0723,0,0,0,Catégorie 4,723,D723 PR0+0,2306, ,D921,2990,Catégorie 1,D921 PR3+0,2306,45_D921,45 D0921,18,20160602150800,1508,20160602,1464872880000,600,1464899940000
600,145,20160531000000.000,16h50,Gendarmerie,948,12,0,Puiseaux,: route inondée vers,entre Puiseaux et Beaumont-en-Gâtinais, , , ,INONDES, , ,/ INONDES /   /,0,948,8,0, ,7129,45 D0948,8,0,8161,Catégorie 2,948,D948 PR8+0,2303, ,D948,12211,Catégorie 2,D948 PR12+0,2303,45_D948,45 D0948,11,20160531165000,1650,20160531,1464706200000,145,1464899940000
601,145,20160531000000.000,16h50,Gendarmerie,948,12,0,Puiseaux,: route inondée vers,entre Puiseaux et Beaumont-en-Gâtinais, , , ,INONDES, , ,/ INONDES /   /,0,948,8,0, ,7129,45 D0948,8,0,8161,Catégorie 2,948,D948 PR8+0,2303, ,D948,12211,Catégorie 2,D948 PR12+0,2303,45_D948,45 D0948,11,20160531165000,1650,20160531,1464706200000,145,1464899940000
602,265,20160602000000.000,6h08,ATP,948,12,45191,Malesherbes,balisage en cours pour prévenir du débordement de l'Essonne à Butier (77). Contacter CD 77 pour info situation, , , , , ,BALISAGE, ,/   / BALISAGE /,45191,948,2,0, ,6999,45 D0948,2,0,2102,Catégorie 2,948,D948 PR2+0,2303, ,D948,12211,Catégorie 2,D948 PR12+0,2303,45_D948,45 D0948,11,20160602060800,0608,20160602,1464840480000,265,1464899940000
603,265,20160602000000.000,6h08,ATP,948,12,45191,Malesherbes,balisage en cours pour prévenir du débordement de l'Essonne à Butier (77). Contacter CD 77 pour info situation, , , , , ,BALISAGE, ,/   / BALISAGE /,45191,948,2,0, ,6999,45 D0948,2,0,2102,Catégorie 2,948,D948 PR2+0,2303, ,D948,12211,Catégorie 2,D948 PR12+0,2303,45_D948,45 D0948,11,20160602060800,0608,20160602,1464840480000,265,1464899940000
604,615,20160602000000.000,15h08,ATP,948,1,0, ,"	barrée inondée", , , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,0,948,1,0, ,7871,45 D0948,1,0,1145,Catégorie 2,948,D948 PR1+0,2303, ,D948,1145,Catégorie 2,D948 PR1+0,2303,45_D948,45 D0948,1,20160602150800,1508,20160602,1464872880000,615,1464899940000
605,615,20160602000000.000,15h08,ATP,948,1,0, ,"	barrée inondée", , , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,0,948,1,0, ,7871,45 D0948,1,0,1145,Catégorie 2,948,D948 PR1+0,2303, ,D948,1145,Catégorie 2,D948 PR1+0,2303,45_D948,45 D0948,1,20160602150800,1508,20160602,1464872880000,615,1464899940000
606,408,20160602000000.000,10h55,ATO,3,9,45167,Huisseau sur Mauves,soit entre RD 2152 et Huisseau sur Mauves, , , , ,INONDES, , ,/ INONDES /   /,45167,3,2,0, ,4997,45 D0003,2,0,1996,Catégorie 4,3,D3 PR2+0,2298, ,D3,7779,Catégorie 4,D3 PR9+0,2298,45_D3,45 D0003,10,20160602105500,1055,20160602,1464857700000,408,1464899940000
607,489,20160602000000.000,12h03,ATO,3,9,45167,Huisseau sur Mauves,"	oui	",barrée au niveau du PR 2+700 soit entre RD 2152 et Huisseau sur Mauves, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45167,3,"	7",0, ,5501,45 D0003,7,0,5767,Catégorie 4,3,D3 PR7+0,2298, ,D3,7779,Catégorie 4,D3 PR9+0,2298,45_D3,45 D0003,10,20160602120300,1203,20160602,1464861780000,489,1464899940000
