DepCode,DepLib,ComInsee,ComLib,InsNumeroInstall,InsNom,InsNoVoie,InsLibelleVoie,InsLieuDit,InsCodePostal,InsNbPlaceParking,InsNbPlaceParkingHandi,InsGardiennee,InsEmpriseFonciere,InsDateCreation,InsDateMaj,Nb_FicheEquipement,Nb_Equipements,latitude,longitude
33,Gironde,33063,Bordeaux,330630021,Villa Primrose,81,Rue Jules Ferry,,33000,40,2,-,27070,2005-12-12 00:00:00,2012-11-28 00:00:00,12,20,44.822866,-0.599904
33,Gironde,33063,Bordeaux,330630022,City Stade Régnier,,Rue Régnier,,33000,0,0,Non,780,2005-12-12 00:00:00,2012-11-28 00:00:00,1,1,44.856542,-0.588934
33,Gironde,33063,Bordeaux,330630023,Terrain Lagrange,,Rue Lagrange,,33000,0,0,Non,2525,2005-12-12 00:00:00,2012-11-28 00:00:00,1,1,44.852928,-0.580257
33,Gironde,33063,Bordeaux,330630024,Centre d'Animation Prémeynard,,Rue Prémeynard,,33000,0,0,Non,2750,2005-12-12 00:00:00,2012-11-28 00:00:00,1,1,44.84632,-0.589728
33,Gironde,33063,Bordeaux,330630025,Stade Monsejour,,Rue François Coppée,,33000,0,0,Non,28000,2005-12-12 00:00:00,2012-11-28 00:00:00,4,4,44.834359,-0.568822
33,Gironde,33063,Bordeaux,330630026,Grand Parc 1,,Rue Condorcet,,33000,0,0,Non,9535,2005-12-12 00:00:00,2012-11-28 00:00:00,5,5,44.830975,-0.591612
33,Gironde,33063,Bordeaux,330630027,Mur d'Escalade Barbey,,Cours Barbey,,33000,0,0,Non,170,2005-12-12 00:00:00,2012-11-28 00:00:00,1,1,44.853545,-0.572721
33,Gironde,33063,Bordeaux,330630028,Centre d'Animation Argonne-Saint Genés,,Cours de l'Argonne,,33000,0,0,Non,424,2005-12-12 00:00:00,2012-11-28 00:00:00,1,1,44.826337,-0.576858
33,Gironde,33063,Bordeaux,330630029,Éspace Sportif Pierre Trébod,,Rue Pierre Trébod,,33000,0,0,Non,5688,2005-12-12 00:00:00,2012-11-28 00:00:00,4,4,44.853611,-0.578138
33,Gironde,33063,Bordeaux,330630030,Terrain de Bicross des Aubiers,,Rue du Petit Miot,,33000,0,0,Non,8950,2005-12-12 00:00:00,2012-11-28 00:00:00,1,1,44.85285,-0.576211
33,Gironde,33063,Bordeaux,330630031,Terrains de Sport Petit Cardinal,,Rue du Petit Cardinal,,33000,0,0,Non,5990,2005-12-12 00:00:00,2012-11-28 00:00:00,6,6,44.854436,-0.583869
33,Gironde,33063,Bordeaux,330630032,Stade Bel Air,12,Avenue Bel Air,,33000,0,0,Avec logement de gardien,24000,2005-12-12 00:00:00,2012-11-28 00:00:00,3,3,44.836865,-0.573882
33,Gironde,33063,Bordeaux,330630033,Espace Sportif du Petit Miot,,Rue du Petit Miot,,33000,0,0,Non,6486,2005-12-12 00:00:00,2012-11-28 00:00:00,3,3,44.85285,-0.576211
33,Gironde,33063,Bordeaux,330630034,Stade Brun,67,Rue Brun,,33000,0,0,Non,7868,2005-12-12 00:00:00,2012-11-28 00:00:00,8,10,44.832664,-0.604208
33,Gironde,33063,Bordeaux,330630035,Gymnase Jules Ferry,,Avenue Bel Air,,33000,50,4,Avec logement de gardien,5681,2005-12-12 00:00:00,2012-11-28 00:00:00,1,1,44.836865,-0.573882
33,Gironde,33063,Bordeaux,330630036,Espace Sportif Maitre Jean,,Rue Maitre Jean,,33000,0,0,Avec logement de gardien,8794,2005-12-12 00:00:00,2012-11-28 00:00:00,9,11,44.82936,-0.612315
33,Gironde,33063,Bordeaux,330630037,Golf Bordelais,,Allée François Arago,,33200,50,0,Avec logement de gardien,0,2005-12-12 00:00:00,2013-01-02 00:00:00,1,1,44.866813,-0.63191
33,Gironde,33063,Bordeaux,330630038,Stade Galin,,Rue Galin,,33000,0,0,Non,27000,2005-12-12 00:00:00,2013-01-02 00:00:00,7,11,44.848104,-0.587431
33,Gironde,33063,Bordeaux,330630039,Gymnase Nelson Paillou,,Rue Pauline Kergomard,,33000,0,0,Non,2672,2005-12-12 00:00:00,2013-01-02 00:00:00,2,2,44.848104,-0.587431
33,Gironde,33063,Bordeaux,330630040,Stade André Maginot,,Rue André Maginot,,33000,0,0,Non,12500,2005-12-12 00:00:00,2013-01-02 00:00:00,1,1,44.855046,-0.583251
33,Gironde,33063,Bordeaux,330630041,Tennis Couverts Meriadeck,30,Rue Claude Bonnier,,33000,0,0,Non,4109,2005-12-12 00:00:00,2013-01-02 00:00:00,2,5,44.838022,-0.584665
33,Gironde,33063,Bordeaux,330630042,Bowling Meriadeck,2,Terrasse de Général Koenig,,33000,0,0,Non,1802,2005-12-12 00:00:00,2013-01-02 00:00:00,1,1,,
33,Gironde,33063,Bordeaux,330630043,Stadium,,Cours Jules Ladoumegue,,33000,1000,20,Avec logement de gardien,16852,2005-12-12 00:00:00,2013-01-02 00:00:00,3,8,,
33,Gironde,33063,Bordeaux,330630044,Patinoire Meriadeck,95,Cours du Maréchal Juin,,33000,0,0,Avec logement de gardien,8161,2005-12-12 00:00:00,2013-01-02 00:00:00,1,1,44.835416,-0.58455
33,Gironde,33063,Bordeaux,330630045,Stade Chaban Delmas,,Place Johnston,,33000,50,4,Avec logement de gardien,42530,2005-12-12 00:00:00,2013-01-02 00:00:00,14,19,44.828896,-0.600299
33,Gironde,33063,Bordeaux,330630046,Espace Sportif Stehelin,,Avenue Maréchal de Lattre de Tassigny,,33000,100,0,Avec logement de gardien,0,2005-12-12 00:00:00,2013-01-02 00:00:00,14,16,,
33,Gironde,33063,Bordeaux,330630047,Stade de Tregey,,Rue Tregey,,33100,0,0,Non,12002,2005-12-12 00:00:00,2013-01-02 00:00:00,1,1,44.840107,-0.547425
33,Gironde,33063,Bordeaux,330630048,Gymnase Barbey,14,Cours Barbey,,33000,0,0,Avec logement de gardien,2200,2005-12-12 00:00:00,2013-01-02 00:00:00,4,4,44.853545,-0.572721
33,Gironde,33063,Bordeaux,330630049,Gymnase Wustenberg,15,Rue Wustenberg,,33000,0,0,Non,1307,2005-12-12 00:00:00,2013-01-02 00:00:00,1,1,44.848145,-0.59013
33,Gironde,33063,Bordeaux,330630050,Gymnase Malleret,39,Rue Luflade,,33000,0,0,Non,1135,2005-12-12 00:00:00,2013-01-02 00:00:00,1,1,44.848732,-0.586324
33,Gironde,33063,Bordeaux,330630051,Espace Sportif la Pergola,,Rue Fernand Cazares,,33000,0,0,Non,0,2005-12-12 00:00:00,2013-01-02 00:00:00,2,2,44.840726,-0.584453
33,Gironde,33063,Bordeaux,330630052,Espace Sportif Chauffour,15,Rue Chauffour,,33000,0,0,Avec logement de gardien,7560,2005-12-12 00:00:00,2013-01-02 00:00:00,6,9,44.83965,-0.589767
33,Gironde,33063,Bordeaux,330630053,Terrains de Sports de Labarde,,Avenue de Labarde,,33000,0,0,Non,3600,2005-12-12 00:00:00,2013-01-02 00:00:00,3,5,44.829108,-0.600061
33,Gironde,33063,Bordeaux,330630055,Golf International de Bordeaux Lac,,Avenue de Pernon,,33000,200,0,Avec logement de gardien,107000,2005-12-12 00:00:00,2013-01-02 00:00:00,3,3,44.83727,-0.607605
33,Gironde,33063,Bordeaux,330630056,Tennis de Table de Mériadeck,,Rue Claude Bonnier,,33000,0,0,Non,0,2005-12-12 00:00:00,2013-01-02 00:00:00,1,1,44.838022,-0.584665
33,Gironde,33063,Bordeaux,330630057,Piscine Galin,3,Rue Galin,,33000,0,0,Avec logement de gardien,2702,2005-12-12 00:00:00,2012-11-28 00:00:00,2,2,44.848104,-0.587431
33,Gironde,33063,Bordeaux,330630058,Gymnase Dupaty,,Rue Chantecrit,,33000,0,0,Non,416,2005-12-12 00:00:00,2013-01-02 00:00:00,2,2,44.828562,-0.576813
33,Gironde,33063,Bordeaux,330630059,Gymnase Thiers,,Avenue Thiers,,33000,0,0,Non,1525,2005-12-12 00:00:00,2013-01-02 00:00:00,1,1,44.83727,-0.607605
33,Gironde,33063,Bordeaux,330630060,Piscine Judaïque -Jean Boiteux,164,Rue Judaique,,33000,0,0,Avec logement de gardien,7505,2005-12-12 00:00:00,2012-11-28 00:00:00,3,3,44.840946,-0.589985
33,Gironde,33063,Bordeaux,330630061,Piscine Georges Tissot,46,Rue Leon Blum 33300,,33000,0,0,Sans logement de gardien,6454,2005-12-12 00:00:00,2012-11-28 00:00:00,2,2,,
33,Gironde,33063,Bordeaux,330630063,Grand Parc 2,,Rue Jeazn Artus,,33000,0,0,Sans logement de gardien,2022,2005-12-12 00:00:00,2013-01-02 00:00:00,2,3,44.842876,-0.591214
33,Gironde,33063,Bordeaux,330630064,Foyer Sportif Buscaillet,,Rue Charlevoix de Villers,,33000,0,0,Non,300,2005-12-12 00:00:00,2013-01-02 00:00:00,1,2,,
33,Gironde,33063,Bordeaux,330630065,Maison de Quartier du Tauzin,,Rue du Tauzin,,33000,0,0,Non,5170,2005-12-12 00:00:00,2013-01-02 00:00:00,2,3,44.820905,-0.601838
33,Gironde,33063,Bordeaux,330630066,Salle Jean Dauguet,,Rue Ferdinand Palau,,33000,0,0,Avec logement de gardien,3333,2005-12-12 00:00:00,2013-01-02 00:00:00,4,4,44.854314,-0.583522
33,Gironde,33063,Bordeaux,330630067,Salle d'Escrime Guy Laupies,107,Avenue de la République 33200,,33000,20,0,Avec logement de gardien,1584,2005-12-12 00:00:00,2013-01-02 00:00:00,2,2,44.834687,-0.580252
33,Gironde,33063,Bordeaux,330630068,Piscine Stehelin,217,Avenue Marechal de Lattre de Tassigny,,33200,100,5,Non,2000,2005-12-12 00:00:00,2012-11-28 00:00:00,2,2,44.858124,-0.624698
33,Gironde,33063,Bordeaux,330630069,Stade Promis,35,Rue de Cénac,,33000,0,0,Sans logement de gardien,24200,2005-12-12 00:00:00,2013-01-02 00:00:00,9,10,44.828633,-0.58341
33,Gironde,33063,Bordeaux,330630070,Tennis de Table André Maginot,7,Rue André Maginot,,33000,0,0,Non,1034,2005-12-12 00:00:00,2013-01-02 00:00:00,1,1,44.855046,-0.583251
33,Gironde,33063,Bordeaux,330630071,Terrain les Vivants,70,Rue des Vivants,,33000,0,0,Non,0,2005-12-12 00:00:00,2013-01-02 00:00:00,1,1,44.83411,-0.56769
33,Gironde,33063,Bordeaux,330630072,Salle des Peupliers Maison de Quartier des Jeunes de Saint Augustin,9-11,Allée des Peupliers,,33000,0,0,Avec logement de gardien,1648,2005-12-12 00:00:00,2013-01-02 00:00:00,3,3,44.830508,-0.610369
33,Gironde,33063,Bordeaux,330630073,Plaine des Sports Colette Besson,,Cours Jules Ladoumegue,,33000,100,4,Avec logement de gardien,320000,2005-12-12 00:00:00,2013-01-02 00:00:00,29,47,,
33,Gironde,33063,Bordeaux,330630074,Hall 2 Parc des Expositions,,Cours Charles Bricaud,,33000,2000,50,Sans logement de gardien,0,2005-12-12 00:00:00,2013-01-02 00:00:00,1,1,,
33,Gironde,33063,Bordeaux,330630076,Fitness Club des Chartrons,7,Rue Ramonet,,33000,0,0,Non,460,2006-01-02 00:00:00,2007-02-06 00:00:00,4,4,44.85251,-0.569961
33,Gironde,33063,Bordeaux,330630078,Top Gym,28,Rue Vital Carles,,33000,0,0,Non,145,2006-01-02 00:00:00,2007-02-06 00:00:00,2,2,44.840114,-0.578249
33,Gironde,33063,Bordeaux,330630079,Amazonia,7,Rue du Parlement Sainte Catherine,,33000,,,Non,250,2006-01-02 00:00:00,2007-02-06 00:00:00,3,3,44.840564,-0.573082
33,Gironde,33063,Bordeaux,330630080,Amazonia 2,143,Rue Judaïque,,33320,0,0,Non,700,2006-01-02 00:00:00,2007-02-06 00:00:00,3,3,,
33,Gironde,33063,Bordeaux,330630081,Squash Ornano,13,Impasse Sainte Ursule,,33000,0,0,Non,944,2006-01-02 00:00:00,2012-11-28 00:00:00,1,5,44.831733,-0.58516
33,Gironde,33063,Bordeaux,330630082,Le Centre,9,Rue Margaux,,33000,,,Non,1160,2006-01-02 00:00:00,2012-11-28 00:00:00,3,3,44.84038,-0.575139
33,Gironde,33063,Bordeaux,330630083,Kart System Indoor,,Rue du Grand Barrail,,33000,50,4,Non,10000,2006-01-02 00:00:00,2012-11-28 00:00:00,3,3,44.831478,-0.606899
33,Gironde,33063,Bordeaux,330630085,Aqualigne,141,Avenue d'Arés,,33000,,,Non,720,2006-01-04 00:00:00,,3,3,44.83727,-0.607605
33,Gironde,33063,Bordeaux,330630086,Piscine Privée du Mirail,15,Rue du Mirail,,33000,,,Non,50,2006-01-04 00:00:00,2012-11-28 00:00:00,1,1,44.833627,-0.571072
33,Gironde,33063,Bordeaux,330630087,Les Plaisirs de l'Eau,247,Avenue d'Arés,,33200,,,Non,,2006-01-04 00:00:00,2012-11-28 00:00:00,1,1,44.859878,-0.610078
33,Gironde,33063,Bordeaux,330630088,Baignade de Bordeaux Lac,,Avenue du Parc des Expositions,Bordeaux Lac,33000,15,1,Non,1000,2006-01-05 00:00:00,2012-11-28 00:00:00,1,1,,
33,Gironde,33063,Bordeaux,330630089,Port de Bordeaux,,,,33000,,,Non,,2006-11-27 00:00:00,2012-11-28 00:00:00,1,1,44.845642,-0.58699
33,Gironde,33063,Bordeaux,330630090,Ponton Yves Parlier,,Quai de Queyries,,33100,,,-,,2007-11-12 00:00:00,2012-11-28 00:00:00,1,4,44.845475,-0.56206
33,Gironde,33063,Bordeaux,330630091,Ponton Benauge,1,Quai Deschamps,,33100,,,-,,2007-11-13 00:00:00,2012-11-28 00:00:00,1,1,44.836923,-0.555869
33,Gironde,33063,Bordeaux,330630092,Piscine du Grand Parc,60,Cours de Luze,,33300,177,5,Avec logement de gardien,4500,2008-09-15 00:00:00,2012-11-28 00:00:00,2,2,44.856362,-0.578812
33,Gironde,33063,Bordeaux,330630100,Union Sportive des Chartrons,9,Place Saint Martial,,33300,0,0,Avec logement de gardien,,2008-11-24 00:00:00,,2,2,44.858478,-0.565335
33,Gironde,33063,Bordeaux,330630101,S2B Sport'In Bordeaux Bastide,44,Rue Promis,,33100,0,0,Avec logement de gardien,,2009-11-20 00:00:00,,3,5,44.839862,-0.55343
33,Gironde,33063,Bordeaux,330630102,Installations Sportives de Carreire (Université de Bordeaux 2),,Rue Léo Saignat,,33000,20,2,Avec logement de gardien,2000,2009-12-18 00:00:00,,2,3,44.827112,-0.595659
33,Gironde,33065,Bouliac,330650001,Plaine des Sports,,Côte du Piquet,,33270,0,0,Sans logement de gardien,27500,2005-12-12 00:00:00,2015-10-02 00:00:00,10,11,44.809653,-0.503233
33,Gironde,33065,Bouliac,330650003,Parc de la Vialle,,Parc Municipal de la Vialle,,33270,0,0,Non,18961,2005-12-12 00:00:00,2015-10-02 00:00:00,1,1,44.816951,-0.504399
33,Gironde,33065,Bouliac,330650004,Salle Rambaud,,Rue de l'Eglise,,33270,0,0,Non,150,2005-12-12 00:00:00,2015-10-02 00:00:00,1,1,44.813652,-0.503937
33,Gironde,33067,Bourg,330670001,Stade Leo Lagrange,,Allee Francois Daleau,,33710,15,0,-,10000,2005-12-12 00:00:00,2014-11-19 00:00:00,1,1,45.040898,-0.558327
33,Gironde,33067,Bourg,330670002,Piscine,,Quai des Chantiers,,33710,0,0,-,5000,2005-12-12 00:00:00,2014-11-19 00:00:00,3,3,45.03823,-0.559553
33,Gironde,33067,Bourg,330670003,Tennis,,Au Mas,,33710,0,0,-,2500,2005-12-12 00:00:00,2014-11-19 00:00:00,2,3,45.042438,-0.559453
33,Gironde,33067,Bourg,330670004,Salle de la Camecem,,Place Jeantet,,33710,0,0,-,300,2005-12-12 00:00:00,2014-11-19 00:00:00,1,1,45.040714,-0.555702
33,Gironde,33067,Bourg,330670005,Plaine des Sports,,Le Mas,,33710,10,0,Non,0,2005-12-12 00:00:00,2014-11-19 00:00:00,5,5,45.042438,-0.559453
33,Gironde,33067,Bourg,330670007,Halte Nautique Sur la Gironde,,,Le Port,33710,15,0,-,0,2005-12-12 00:00:00,2014-11-19 00:00:00,1,1,45.038243,-0.556879
33,Gironde,33067,Bourg,330670010,Chemins de Randonnee,,,,33710,0,0,Non,,2007-07-13 00:00:00,2014-11-19 00:00:00,2,2,45.043736,-0.532833
33,Gironde,33068,Bourideys,330680001,Complexe Sportif de Bourideys,,Route Départementale de St Symphorien,,33113,0,0,Non,5425,2005-12-12 00:00:00,2013-05-24 00:00:00,4,5,,
33,Gironde,33068,Bourideys,330680002,Chemin de Randonnee,,,,33113,0,0,Non,,2007-04-25 00:00:00,2013-05-24 00:00:00,1,1,44.363963,-0.452423
33,Gironde,33069,Bouscat,330690001,Ensemble Sportif Jean Martial,2,Rue Jean Martial,,33110,0,0,-,2930,2005-12-12 00:00:00,2012-10-22 00:00:00,8,8,44.865923,-0.596488
33,Gironde,33069,Bouscat,330690002,Ensemble Sportif Jean Jaures,30,Avenue Aristide Briand,,33110,0,0,-,21880,2005-12-12 00:00:00,2012-10-22 00:00:00,4,5,44.8662,-0.582362
33,Gironde,33069,Bouscat,330690003,Ensemble Sportif Godard,,Rue Rigal,,33110,0,0,-,9000,2005-12-12 00:00:00,2012-10-22 00:00:00,2,2,44.868322,-0.580613
33,Gironde,33069,Bouscat,330690004,Ensemble Sportif des Ecus,,Rue des Ecus,,33110,220,10,-,14492,2005-12-12 00:00:00,2012-10-22 00:00:00,9,9,44.870318,-0.602589
33,Gironde,33069,Bouscat,330690005,Parc de l'Ermitage,,Avenue de Tivoli,,33110,0,0,-,0,2005-12-12 00:00:00,2012-10-22 00:00:00,1,1,44.865311,-0.595288
33,Gironde,33069,Bouscat,330690006,Parc de la Cheneraie,,Rue du President Kennedy,,33110,0,0,-,31536,2005-12-12 00:00:00,2012-10-22 00:00:00,1,1,44.866528,-0.61007
33,Gironde,33069,Bouscat,330690007,Ensemble Sportif Bernard de la Filolie,124,Rue Raymond Lavigne,,33110,80,2,Sans logement de gardien,8048,2005-12-12 00:00:00,2012-10-18 00:00:00,2,2,44.864618,-0.6141
33,Gironde,33069,Bouscat,330690008,Stade Saint Germaine,,Rue Ferdinand de Lesseps,,33110,0,0,Avec logement de gardien,55565,2005-12-12 00:00:00,2013-01-05 00:00:00,10,16,44.871739,-0.616901
33,Gironde,33069,Bouscat,330690009,City Stade Quartier des Ecus,,Rue Jacques Prévert,,33110,0,0,-,450,2005-12-12 00:00:00,2012-10-22 00:00:00,1,1,44.870318,-0.608905
33,Gironde,33069,Bouscat,330690010,Ensemble Sportif Jean Deycard,,Rue Raymond Lavigne,,33110,0,0,-,13580,2005-12-12 00:00:00,2012-10-22 00:00:00,8,13,44.864618,-0.6141
33,Gironde,33069,Bouscat,330690011,Gold Gym'S,32,Rue des Marroniers,,33110,,,Non,1900,2006-01-04 00:00:00,2012-10-18 00:00:00,4,4,44.861533,-0.588435
33,Gironde,33069,Bouscat,330690018,Hippodrome,,Avenue des Eyquems,,33110,2500,0,Avec logement de gardien,,2007-01-30 00:00:00,2013-05-16 00:00:00,4,4,44.858907,-0.607647
33,Gironde,33069,Bouscat,330690030,College Saint Anne,318,Avenue de la Liberation,,33110,0,0,Sans logement de gardien,0,2013-01-05 00:00:00,2013-01-22 00:00:00,1,2,44.861371,-0.601349
33,Gironde,33071,Branne,330710001,Tennis Club,,Rue du Fort Bayard,,33420,0,0,Non,0,2005-12-12 00:00:00,2014-11-19 00:00:00,1,2,44.827459,-0.184696
33,Gironde,33071,Branne,330710002,Collège Paul Emile Victor,,Route de Naujan,,33420,0,0,Avec logement de gardien,0,2005-12-12 00:00:00,2014-11-19 00:00:00,2,2,44.832039,-0.180302
33,Gironde,33071,Branne,330710004,Stade Leopold Barbeau,,Rue Emmanue Roy,,33420,0,0,Non,0,2005-12-12 00:00:00,2014-11-19 00:00:00,1,1,44.829769,-0.186606
33,Gironde,33071,Branne,330710005,Halte Nautique Sur la Dordogne,,,,33420,0,0,Non,,2007-11-13 00:00:00,2014-12-15 00:00:00,1,1,44.828138,-0.176807
33,Gironde,33073,Braud-et-Saint-Louis,330730002,Complexe Multisports,,Av de la République,,33820,40,0,Non,13535,2005-12-12 00:00:00,2014-11-23 00:00:00,3,3,45.2473,-0.625984
33,Gironde,33073,Braud-et-Saint-Louis,330730003,Stade Annexe,,Place des Ateliers,,33820,150,1,Non,10000,2005-12-12 00:00:00,2014-11-23 00:00:00,1,1,45.249075,-0.628486
33,Gironde,33073,Braud-et-Saint-Louis,330730004,Boulodrome,,Place des Ateliers,,33820,150,1,Non,1000,2005-12-12 00:00:00,2014-11-23 00:00:00,1,1,45.249075,-0.628486
33,Gironde,33073,Braud-et-Saint-Louis,330730006,Complexe Sportif,,Route du Stade,,33820,100,0,Non,51500,2005-12-12 00:00:00,2014-11-23 00:00:00,8,10,45.251386,-0.627189
33,Gironde,33073,Braud-et-Saint-Louis,330730007,Port des Calonges,,,,33820,0,0,Non,,2007-11-14 00:00:00,2014-12-15 00:00:00,1,1,45.2417,-0.583573
33,Gironde,33073,Braud-et-Saint-Louis,330730008,Chemins de Randonnee,,,,33820,0,0,Non,,2007-09-25 00:00:00,2014-11-23 00:00:00,1,1,45.2417,-0.583573
33,Gironde,33074,Brouqueyran,330740001,Chemin de Randonnee,,,,33124,0,0,Non,,2007-10-03 00:00:00,2013-05-24 00:00:00,1,1,44.478753,-0.162285
33,Gironde,33075,Bruges,330750004,Stade Albert Galinier,,Rue Jules Ladoumegue,,33520,0,0,-,24420,2005-12-12 00:00:00,2012-09-27 00:00:00,18,23,44.884421,-0.620854
33,Gironde,33075,Bruges,330750005,Stade de Daugere,,Rue Daugere,,33520,0,0,Avec logement de gardien,27326,2005-12-12 00:00:00,2012-09-27 00:00:00,6,6,44.885145,-0.592542
33,Gironde,33075,Bruges,330750008,Centre de Voile de Bordeaux Lac,,Bld du Parc des Expositions,,33520,60,0,Non,24961,2005-12-12 00:00:00,2012-09-27 00:00:00,1,1,,
33,Gironde,33075,Bruges,330750009,Vitalgym,16,Rue de Campilleau,,33520,,,Non,700,2006-01-04 00:00:00,,2,2,44.893235,-0.614177
33,Gironde,33075,Bruges,330750010,Emulation Nautique de Bordeaux,,Bd du Parc des Expositions,,33520,100,,Avec logement de gardien,29716,2006-11-24 00:00:00,2012-09-26 00:00:00,4,4,,
33,Gironde,33075,Bruges,330750011,Espace Arc en Ciel,,Rue Claudeville,,33520,94,2,Sans logement de gardien,,2012-09-27 00:00:00,,2,2,44.873611,-0.582032
33,Gironde,33075,Bruges,330750012,Yo Sport,16 -18,Rue de l'Hermite,,33520,60,,Sans logement de gardien,,2012-09-27 00:00:00,,4,6,44.888699,-0.607222
33,Gironde,33076,Budos,330760001,Complexe Sportif de Budos,,,Le Grava,33720,0,0,-,10000,2005-12-12 00:00:00,2013-05-24 00:00:00,2,2,44.53385,-0.388395
33,Gironde,33076,Budos,330760002,Salle Polyvalente,,,Le Bourg,33720,0,0,-,400,2005-12-12 00:00:00,2013-05-24 00:00:00,1,1,44.53944,-0.371326
33,Gironde,33076,Budos,330760003,Terrain de Petanque,,,Le Bourg,33720,0,0,Non,1200,2005-12-12 00:00:00,2013-05-24 00:00:00,1,1,44.53944,-0.371326
33,Gironde,33076,Budos,330760004,Chemins de Randonnees,5,Rue Chateau,,33720,0,0,Non,,2009-05-20 00:00:00,2013-05-24 00:00:00,2,2,44.534005,-0.385007
33,Gironde,33077,Cabanac-et-Villagrains,330770001,Aérodrome,,Route du Tretin,,33650,0,0,Non,320000,2005-12-12 00:00:00,2014-11-23 00:00:00,1,1,44.609839,-0.557697
33,Gironde,33077,Cabanac-et-Villagrains,330770002,Stade Phillipe Goujon,,Rue de Cambas,,33650,0,0,Non,0,2005-12-12 00:00:00,2014-11-23 00:00:00,5,6,44.571014,-0.593083
33,Gironde,33077,Cabanac-et-Villagrains,330770003,Plateau Eps de Villagrains,,,Esplanade de la Gare,33650,0,0,Non,,2010-04-26 00:00:00,2014-11-23 00:00:00,1,1,44.606945,-0.555267
33,Gironde,33078,Cabara,330780001,Tennis,6,Rue Mairie,,33420,0,0,Non,620,2005-12-12 00:00:00,2013-05-24 00:00:00,1,1,44.827031,-0.159737
33,Gironde,33078,Cabara,330780002,Quai de Cabara,,,,33420,0,0,Non,0,2007-11-13 00:00:00,2013-05-24 00:00:00,1,1,44.823971,-0.163245
33,Gironde,33079,Cadarsac,330790001,Boulodrome,25 Bis,Avenue des Bergeres,,33750,0,0,Non,,2009-11-13 00:00:00,2013-05-24 00:00:00,1,1,44.86205,-0.285432
33,Gironde,33079,Cadarsac,330790003,Parcours Sportif,25 Bis,Avenue des Bergeres,,33750,0,0,Non,,2009-11-13 00:00:00,2013-05-24 00:00:00,1,1,44.86205,-0.285432
33,Gironde,33080,Cadaujac,330800002,Boulodrome,,Avenue du Général de Gaulle,,33140,0,0,-,675,2005-12-12 00:00:00,2015-12-13 00:00:00,1,1,44.752252,-0.537026
33,Gironde,33080,Cadaujac,330800004,Domaine de la Roussie,,Chemin du Port de l'Esquillot,,33140,100,0,Non,75000,2005-12-12 00:00:00,2015-12-13 00:00:00,2,2,44.738659,-0.510853
33,Gironde,33080,Cadaujac,330800005,Stade R. Lairat (Stade Edf),,Rue des Laitières,,33140,50,0,-,58816,2005-12-12 00:00:00,2015-12-13 00:00:00,3,5,44.730834,-0.527729
33,Gironde,33080,Cadaujac,330800006,Stade Henry Pazot,1025,Avenue du Général de Gaulle,,33140,50,0,-,26493,2005-12-12 00:00:00,2015-12-13 00:00:00,3,3,44.752252,-0.537026
33,Gironde,33080,Cadaujac,330800007,Stade Bernard Laporte,235,Rue du Clauzet,,33140,200,0,-,51120,2005-12-12 00:00:00,2015-12-13 00:00:00,4,4,44.754414,-0.527605
33,Gironde,33080,Cadaujac,330800008,Tennis Club Cadaujacais,1457,Avenue du Général de Gaulle,,33140,15,0,-,20331,2005-12-12 00:00:00,2015-12-13 00:00:00,4,6,44.752252,-0.537026
33,Gironde,33080,Cadaujac,330800009,Complexe Sportif,425,Route de St Médard,,33140,50,0,-,5696,2005-12-12 00:00:00,2015-12-13 00:00:00,3,3,44.738943,-0.525018
33,Gironde,33080,Cadaujac,330800010,Poney Club la Licorne,550,Chemin de Couhins,,33140,0,0,Avec logement de gardien,15000,2005-12-12 00:00:00,2015-12-13 00:00:00,2,2,44.746836,-0.553763
33,Gironde,33080,Cadaujac,330800012,Halte Nautique,,Port de l'Esquillet,,33140,0,0,Non,,2007-11-13 00:00:00,2015-07-19 00:00:00,1,1,44.738659,-0.510853
33,Gironde,33081,Cadillac,330810001,Complexe Sportif des Bords de Garonne,,Allée de Lattre de Tassigny,,33410,0,0,-,40109,2005-12-12 00:00:00,2005-10-13 00:00:00,5,6,44.63611,-0.32126
33,Gironde,33081,Cadillac,330810002,Collège Anatole France,,Chemin des Baries,,33410,0,0,Avec logement de gardien,0,2005-12-12 00:00:00,2007-02-06 00:00:00,7,7,44.632393,-0.306929
33,Gironde,33081,Cadillac,330810003,Salle Omnisports,,Chemin des Baries,,33410,100,0,-,1150,2005-12-12 00:00:00,2005-10-04 00:00:00,2,2,44.632393,-0.306929
33,Gironde,33081,Cadillac,330810004,Boulodrome,,Allée du Jardin Public,,33410,0,0,-,0,2005-12-12 00:00:00,2005-10-13 00:00:00,2,2,44.636226,-0.321788
33,Gironde,33081,Cadillac,330810005,Piscine,,Rue du Port,,33410,0,0,-,2500,2005-12-12 00:00:00,2005-10-13 00:00:00,2,2,44.63481,-0.321635
33,Gironde,33081,Cadillac,330810006,Dojo,,Allée du Parc,,33410,0,0,-,993,2005-12-12 00:00:00,2005-10-13 00:00:00,1,1,44.638326,-0.31737
33,Gironde,33081,Cadillac,330810007,Salle de Tennis de Table,,Chemin des Baries,,33410,0,0,-,1453,2005-12-12 00:00:00,2007-12-11 00:00:00,1,1,44.632393,-0.306929
