DepCode,DepLib,ComInsee,ComLib,InsNumeroInstall,InsNom,InsNoVoie,InsLibelleVoie,InsLieuDit,InsCodePostal,InsNbPlaceParking,InsNbPlaceParkingHandi,InsGardiennee,InsEmpriseFonciere,InsDateCreation,InsDateMaj,Nb_FicheEquipement,Nb_Equipements,latitude,longitude
33,Gironde,33001,Abzac,330010001,Stade Fernand Rode,,Rue du Docteur Texier,,33230,170,4,Sans logement de gardien,58661,2005-12-12 00:00:00,2014-05-12 00:00:00,5,6,45.016919,-0.130327
33,Gironde,33001,Abzac,330010002,Point d'Embarquement Sur Isle,,,,33230,0,0,Non,,2007-10-12 00:00:00,2014-11-17 00:00:00,1,1,45.014562,-0.094602
33,Gironde,33002,Aillas,330020001,Stade Municipal,,,La Bassane Est,33124,0,0,Non,23760,2005-12-12 00:00:00,2013-05-14 00:00:00,3,4,44.47542,-0.077827
33,Gironde,33002,Aillas,330020002,Foyer Rural,,,Aillas le Grand,33124,0,0,Non,344,2005-12-12 00:00:00,2013-05-14 00:00:00,1,1,44.473871,-0.074659
33,Gironde,33002,Aillas,330020003,Poney Club de Paupail,,Brigail,,33124,0,0,Non,150000,2005-12-12 00:00:00,2013-05-14 00:00:00,1,1,44.480884,-0.053467
33,Gironde,33002,Aillas,330020004,Chemin de Randonnee,,,,33124,0,0,Non,0,2007-10-03 00:00:00,2015-11-04 15:11:01.857000000,1,1,44.463305,-0.067749
33,Gironde,33002,Aillas,330020008,Ecuries du Tempo,,,Jean Duc Est,33124,10,0,Non,800,2014-11-21 15:08:16.353000000,2014-12-10 00:00:00,2,2,44.500888,-0.072863
33,Gironde,33003,Ambarès-et-Lagrave,330030002,Plateau Multisports Erables,,Résidence des Erables Impasse Barrus,,33440,0,0,Non,0,2005-12-12 00:00:00,2013-01-02 00:00:00,1,1,44.933015,-0.478668
33,Gironde,33003,Ambarès-et-Lagrave,330030003,Plateau Multisports Bel Air,,Av de Bel Air,,33440,0,0,Non,0,2005-12-12 00:00:00,2012-10-10 00:00:00,1,1,44.924091,-0.502562
33,Gironde,33003,Ambarès-et-Lagrave,330030005,Boulodrome des Erables,,Résidence des Erables Impasse Barrus,,33440,0,0,Non,0,2005-12-12 00:00:00,2012-10-10 00:00:00,1,1,44.933015,-0.478668
33,Gironde,33003,Ambarès-et-Lagrave,330030007,Fronton,,Place Raoul Gazillon,,33440,0,0,Non,0,2005-12-12 00:00:00,2012-10-10 00:00:00,1,1,,
33,Gironde,33003,Ambarès-et-Lagrave,330030008,Gymnase Ambares 1,,Av de l'Europe,,33440,30,2,Non,0,2005-12-12 00:00:00,2012-10-10 00:00:00,1,1,44.924512,-0.497964
33,Gironde,33003,Ambarès-et-Lagrave,330030009,Salle des Sports,,Rue Pierre Barre,,33440,40,0,Non,0,2005-12-12 00:00:00,2012-10-10 00:00:00,2,2,44.929167,-0.482189
33,Gironde,33003,Ambarès-et-Lagrave,330030011,Piscine Couverte,,Av Pierre Barre,,33440,30,2,Sans logement de gardien,0,2005-12-12 00:00:00,2012-10-10 00:00:00,2,2,44.929167,-0.482189
33,Gironde,33003,Ambarès-et-Lagrave,330030012,Complexe Sportif Lachaze,,Ave Grandjean,,33440,80,3,Avec logement de gardien,0,2005-12-12 00:00:00,2012-10-10 00:00:00,16,20,44.942325,-0.501655
33,Gironde,33003,Ambarès-et-Lagrave,330030013,Stade Charles Beauvais,,R Rue de Sauvin,,33440,60,0,Non,0,2005-12-12 00:00:00,2013-01-02 00:00:00,3,3,44.946761,-0.4875
33,Gironde,33003,Ambarès-et-Lagrave,330030014,Centre Bellevue,,Chemin du Moulin,,33440,0,0,Non,0,2005-12-12 00:00:00,2012-10-10 00:00:00,4,4,44.932183,-0.470666
33,Gironde,33003,Ambarès-et-Lagrave,330030015,Cses Peyrelongue,12,Rue Alfred de Musset,,33440,0,0,Avec logement de gardien,0,2005-12-12 00:00:00,2013-01-02 00:00:00,3,3,44.938024,-0.472765
33,Gironde,33003,Ambarès-et-Lagrave,330030016,Collège Claude Massé,,Avenue Pierre Barré,,33440,0,0,Avec logement de gardien,0,2005-12-12 00:00:00,2013-01-02 00:00:00,3,3,44.929167,-0.482189
33,Gironde,33003,Ambarès-et-Lagrave,330030017,Itep St Denis,,Rue Paulin de Nole,,33440,50,0,Avec logement de gardien,17000,2005-12-12 00:00:00,2012-10-11 00:00:00,7,7,44.948965,-0.500829
33,Gironde,33003,Ambarès-et-Lagrave,330030018,Lotissement Moulin du Gua,,Rue André Lignac,,33440,0,0,Non,0,2005-12-12 00:00:00,2012-10-11 00:00:00,2,2,44.930742,-0.510167
33,Gironde,33003,Ambarès-et-Lagrave,330030019,Plan d'Eau de Beaujet,,Avenue du Roy,,33440,0,0,Non,0,2005-12-12 00:00:00,2012-10-27 00:00:00,2,2,44.945862,-0.511566
33,Gironde,33003,Ambarès-et-Lagrave,330030021,Pas de Tir À l'Arc,,Rue Paulin de Nole,,33440,0,0,Non,0,2005-12-12 00:00:00,2012-10-10 00:00:00,1,1,44.948965,-0.500829
33,Gironde,33003,Ambarès-et-Lagrave,330030022,Body Gym,,Place de la République,,33440,0,0,Non,605,2005-12-12 00:00:00,2005-12-28 00:00:00,2,2,44.926528,-0.488652
33,Gironde,33004,Ambès,330040001,Stade Municipal,5,Rue Lachenal,,33810,0,0,Non,0,2005-12-12 00:00:00,2015-09-29 00:00:00,6,6,45.00512,-0.529576
33,Gironde,33004,Ambès,330040002,Piscine et Terrains Sportifs,,Place Escarraguel,,33810,0,0,Non,0,2005-12-12 00:00:00,2015-09-29 00:00:00,3,5,45.012835,-0.530561
33,Gironde,33004,Ambès,330040003,Salles Omnisports,2,Rue Montesquieu,,33810,0,0,Non,0,2005-12-12 00:00:00,2015-09-29 00:00:00,2,2,45.011234,-0.530637
33,Gironde,33004,Ambès,330040006,Terrain de Basket,,Place de la Révolution,,33810,0,0,Non,0,2005-12-12 00:00:00,2015-09-29 00:00:00,1,1,44.999455,-0.513826
33,Gironde,33004,Ambès,330040007,Terrains Sportifs de l'École,,Rue Nungesser et Coli,,33810,0,0,-,0,2005-12-12 00:00:00,2015-09-29 00:00:00,2,2,45.011077,-0.535371
33,Gironde,33004,Ambès,330040008,Boulodrome,,Place Montaigne,,33810,0,0,Non,0,2005-12-12 00:00:00,2015-09-29 00:00:00,1,1,45.010228,-0.531461
33,Gironde,33004,Ambès,330040009,Stand de Tir,,Chemin de la Vie Nord,Beuvoir,33810,0,0,Non,0,2005-12-12 00:00:00,2015-09-29 00:00:00,1,1,44.999455,-0.513826
33,Gironde,33004,Ambès,330040010,Halte Nautique,,Avenue du Général de Gaulle,,33810,0,0,Non,0,2005-12-12 00:00:00,2015-09-29 00:00:00,1,1,45.012388,-0.5285
33,Gironde,33004,Ambès,330040011,Salle de Danse,,Rue du Docteur Couaillac,,33810,0,0,Non,0,2005-12-12 00:00:00,2015-09-29 00:00:00,1,1,45.010367,-0.534301
33,Gironde,33004,Ambès,330040012,Salle de Boxe,,Rue du Docteur Couaillac,,33810,0,0,Non,,2015-09-29 00:00:00,,1,1,45.010367,-0.534301
33,Gironde,33005,Andernos-les-Bains,330050004,Sport Nautique Andernos,1,Rue Louis Lamothe,Andernos les Bains,33510,0,0,Non,70,2005-12-12 00:00:00,2015-07-19 00:00:00,1,1,44.741894,-1.100589
33,Gironde,33005,Andernos-les-Bains,330050005,Piscine Frank Cazenave,,Avenue des Coquelicots,,33510,1,1,-,804,2005-12-12 00:00:00,2011-08-02 00:00:00,1,1,44.730934,-1.089725
33,Gironde,33005,Andernos-les-Bains,330050006,Salle des Sports,,Rue Isidore Goubet,,33510,0,0,-,1853,2005-12-12 00:00:00,2015-10-01 00:00:00,1,1,44.746433,-1.086208
33,Gironde,33005,Andernos-les-Bains,330050007,Salle de Tennis de Table,,Rue I. Goubet,,33510,0,0,-,218,2005-12-12 00:00:00,2011-08-02 00:00:00,1,1,44.746433,-1.086208
33,Gironde,33005,Andernos-les-Bains,330050008,Touring Club de France,,Avenue des Colonies,,33510,0,0,-,2056,2005-12-12 00:00:00,2011-08-02 00:00:00,3,3,44.744309,-1.085621
33,Gironde,33005,Andernos-les-Bains,330050009,Centre d'Activités Artisanales d'Andernos,,Rue Gustave Eiffel,,33510,0,0,-,0,2005-12-12 00:00:00,2011-08-02 00:00:00,4,4,44.765301,-1.070385
33,Gironde,33005,Andernos-les-Bains,330050010,Les Écuries d'Andernos,,Km 4 Route de Bordeaux,,33510,0,0,-,270000,2005-12-12 00:00:00,2011-06-27 00:00:00,4,4,44.76833,-1.054065
33,Gironde,33005,Andernos-les-Bains,330050011,Complexe Sportif Rosazza,,Avenue de Coubertin,,33510,550,4,Sans logement de gardien,3819,2005-12-12 00:00:00,2015-10-01 00:00:00,8,19,44.760331,-1.0739
33,Gironde,33005,Andernos-les-Bains,330050013,Boulodrome 2,,,Quartier du Mauret,33510,0,0,-,71,2005-12-12 00:00:00,2011-08-02 00:00:00,1,1,44.734865,-1.069565
33,Gironde,33005,Andernos-les-Bains,330050014,Aerodrome,,Route de Bordeaux,,33510,0,0,Non,0,2005-12-12 00:00:00,2011-08-02 00:00:00,2,2,44.748647,-1.086697
33,Gironde,33005,Andernos-les-Bains,330050015,Stade J.M. Despagne,,Rue Dui 11 Novembre,,33510,0,0,-,187,2005-12-12 00:00:00,2011-08-02 00:00:00,1,1,44.742805,-1.096311
33,Gironde,33005,Andernos-les-Bains,330050017,Terrain de Basket,,Avenue de Comte,,33510,0,0,-,0,2005-12-12 00:00:00,2011-08-02 00:00:00,1,1,44.753688,-1.102089
33,Gironde,33005,Andernos-les-Bains,330050018,Pep (Ass Pupilles de l'Enseignement Public),,Avenue de Bordeaux,,33510,0,0,Avec logement de gardien,0,2005-12-12 00:00:00,2011-08-02 00:00:00,2,2,44.748647,-1.086697
33,Gironde,33005,Andernos-les-Bains,330050019,Boulodrome,,Port du Betey,,33510,0,0,-,0,2005-12-12 00:00:00,2011-08-02 00:00:00,1,1,44.736983,-1.091541
33,Gironde,33005,Andernos-les-Bains,330050020,Escalad'Parc,,Centre Sportif,Andernos,33510,0,0,-,20000,2005-12-12 00:00:00,2011-08-02 00:00:00,1,1,44.733547,-1.085997
33,Gironde,33005,Andernos-les-Bains,330050021,Club de Plage les Marsouins,,Promenade de la Piscine,Plage du Bétey,33510,0,0,Non,900,2006-01-18 00:00:00,2015-10-01 00:00:00,1,1,,
33,Gironde,33005,Andernos-les-Bains,330050022,Plage le Betey,,,Le Betey,33510,0,0,Non,,2006-12-04 00:00:00,2015-07-19 00:00:00,1,1,44.736983,-1.091541
33,Gironde,33005,Andernos-les-Bains,330050023,Port du Betey,,,,33510,0,0,Non,,2007-10-22 00:00:00,2011-08-02 00:00:00,1,1,44.74159,-1.093165
33,Gironde,33005,Andernos-les-Bains,330050024,Port Ostreicole,,,,33510,0,0,Non,,2007-10-22 00:00:00,2015-06-04 00:00:00,1,1,44.74159,-1.093165
33,Gironde,33006,Anglade,330060001,Salle Polyvalente,,Le Bourg,,33390,0,0,Non,0,2005-12-12 00:00:00,2014-11-17 00:00:00,1,1,45.212352,-0.636557
33,Gironde,33006,Anglade,330060002,Tennis,,Route de Braud,,33390,0,0,Non,0,2005-12-12 00:00:00,2014-11-17 00:00:00,1,1,45.210744,-0.638254
33,Gironde,33006,Anglade,330060003,Terrain de l'Ecole,,Ecole Primaire d'Anglade,,33390,20,0,Non,0,2005-12-12 00:00:00,2014-11-17 00:00:00,1,1,,
33,Gironde,33007,Arbanats,330070001,Terrains des Écoles,,Rue des Ecoles,,33640,0,0,-,3275,2005-12-12 00:00:00,2014-05-14 00:00:00,1,1,44.675026,-0.396733
33,Gironde,33007,Arbanats,330070002,Boulodrome,,Place Carayon la Tour,,33640,0,0,-,1175,2005-12-12 00:00:00,2014-05-14 00:00:00,1,1,44.675612,-0.394636
33,Gironde,33007,Arbanats,330070003,Tennis,,Route de la Fontanette,,33640,0,0,-,700,2005-12-12 00:00:00,2014-05-14 00:00:00,1,1,44.676317,-0.395303
33,Gironde,33007,Arbanats,330070004,Chemin de Randonnee,,,,33640,0,0,Non,,2007-04-02 00:00:00,2014-05-14 00:00:00,1,1,44.670355,-0.390174
33,Gironde,33008,Arbis,330080001,Tennis Municipal,,Le Bourg Sud,,33760,15,0,Non,800,2005-12-12 00:00:00,2013-05-15 00:00:00,1,1,44.677316,-0.246552
33,Gironde,33008,Arbis,330080002,Pistes Circuits,,,Le Petit Moulin Nord,33760,500,0,Non,90000,2005-12-12 00:00:00,2013-05-15 00:00:00,2,2,44.678769,-0.248782
33,Gironde,33009,Arcachon,330090001,Tennis Club Arcachonnais,7,Av du Parc,,33120,60,0,-,30000,2005-12-12 00:00:00,2005-10-28 00:00:00,3,22,44.64977,-1.191801
33,Gironde,33009,Arcachon,330090002,Stade Mateo Petit,24,Boulevard Degannes,,33120,0,0,Sans logement de gardien,30400,2005-12-12 00:00:00,2008-07-18 00:00:00,4,4,44.655811,-1.153744
33,Gironde,33009,Arcachon,330090003,Stade Arcachon Marine,,Boulevard Mestrezat,,33120,0,0,-,14500,2005-12-12 00:00:00,2005-10-28 00:00:00,1,1,44.65409,-1.146819
33,Gironde,33009,Arcachon,330090004,Stade Ramon Bon,1,Avenue Roland Dorgeles,,33120,0,0,-,10442,2005-12-12 00:00:00,2005-10-28 00:00:00,2,2,44.651446,-1.161466
33,Gironde,33009,Arcachon,330090005,Centre Sportif Scolaire,,Rue Guynemer,,33120,0,0,-,13157,2005-12-12 00:00:00,2005-10-28 00:00:00,4,4,44.654566,-1.157186
33,Gironde,33009,Arcachon,330090006,Piscine,,Avenue du Parc,,33120,50,3,-,1441,2005-12-12 00:00:00,2005-10-28 00:00:00,2,2,44.64977,-1.191801
33,Gironde,33009,Arcachon,330090007,Cosec Salle des Sports,,Avenue Roland Dorgeles,,33120,0,0,-,1843,2005-12-12 00:00:00,2005-10-28 00:00:00,1,1,44.651446,-1.161466
33,Gironde,33009,Arcachon,330090008,Parcours Sante Vita,,Allee Lorentz Monod,,33120,20,3,-,141666,2005-12-12 00:00:00,2007-06-20 00:00:00,1,1,44.653186,-1.163851
33,Gironde,33009,Arcachon,330090009,Maison des Jeunes,,Allee Jose Maria de Heredia,,33120,0,0,Sans logement de gardien,1547,2005-12-12 00:00:00,2007-02-06 00:00:00,1,1,44.655731,-1.168724
33,Gironde,33009,Arcachon,330090010,L'Etrier Sportif d'Arcachon,,Avenue Pierre Frondaie 33120 Arcachon,,33120,0,0,-,3000,2005-12-12 00:00:00,2007-06-14 00:00:00,2,3,44.653647,-1.169921
33,Gironde,33009,Arcachon,330090011,Salle Omnisports d'Arcachon,,Avenue Roland Dorgeles,,33120,50,2,-,2355,2005-12-12 00:00:00,2006-01-10 00:00:00,1,1,44.651446,-1.161466
33,Gironde,33009,Arcachon,330090012,Salle de Gymnastique,,Place Jean Moulin,,33120,0,0,-,0,2005-12-12 00:00:00,2005-10-28 00:00:00,1,1,44.659916,-1.174831
33,Gironde,33009,Arcachon,330090013,Aviron Arcachonnais,,Quai de Goslar,,33120,0,0,Non,540,2005-12-12 00:00:00,2015-07-19 00:00:00,1,1,44.658664,-1.142924
33,Gironde,33009,Arcachon,330090014,Fronton Annabitarte,14,Avenue du Parc,,33120,0,1,-,6936,2005-12-12 00:00:00,2005-11-09 00:00:00,2,2,44.64977,-1.191801
33,Gironde,33009,Arcachon,330090015,Golf International d'Arcachon,35,Boulevard d'Arcachon 33260 la Teste de Buch,,33120,50,2,Avec logement de gardien,0,2005-12-12 00:00:00,2009-08-07 00:00:00,1,1,,
33,Gironde,33009,Arcachon,330090016,Cercle de Voile d'Arcachon,,Port de Plaisance,,33120,0,0,Non,700,2005-12-12 00:00:00,2015-07-19 00:00:00,1,1,44.661399,-1.174909
33,Gironde,33009,Arcachon,330090017,Lycée Condorcet d'Enseignement Professionnel Industriel et Hôtelier,1,Av Roland Dorgelès 33120 Arcachon,,33120,0,0,Avec logement de gardien,0,2005-12-12 00:00:00,2007-02-06 00:00:00,1,1,44.651446,-1.161466
33,Gironde,33009,Arcachon,330090018,Lycée Grand Air,,Av Doct Lorentz Monod 33120 Arcachon,,33120,0,0,Avec logement de gardien,0,2005-12-12 00:00:00,2007-02-06 00:00:00,2,2,44.653186,-1.163851
33,Gironde,33009,Arcachon,330090019,Centre de Thalassotherapie,,Avenue de Parc,,33120,0,0,-,0,2005-12-12 00:00:00,2007-11-14 00:00:00,3,3,44.64977,-1.191801
33,Gironde,33009,Arcachon,330090020,Club Plage Baloo,,Plage du Moulleau,Le Moulleau,33120,0,0,-,500,2005-12-12 00:00:00,2005-11-12 00:00:00,1,1,44.641246,-1.199406
33,Gironde,33009,Arcachon,330090021,Club de Plage les P'Tits Loups,,Plage Pereire Sud,Le Moulleau,33120,0,0,-,200,2005-12-12 00:00:00,2007-12-12 00:00:00,1,1,,
33,Gironde,33009,Arcachon,330090022,Club de Plage les Petits Canetons,,Plage Pereire,Le Moulleau,33120,0,0,-,500,2005-12-12 00:00:00,2007-12-12 00:00:00,1,1,,
33,Gironde,33009,Arcachon,330090023,Club de Plage l'Hippocampe,,Plage les Abatilles,Les Abatilles,33120,0,0,-,500,2005-12-12 00:00:00,2007-12-12 00:00:00,1,1,44.650144,-1.185426
33,Gironde,33009,Arcachon,330090024,Club de Plage les Marsoins,,,,33120,0,0,-,500,2005-12-12 00:00:00,2007-12-12 00:00:00,1,1,44.654121,-1.144297
33,Gironde,33009,Arcachon,330090025,Club de Plage Mickey,,,,33120,0,0,-,500,2005-12-12 00:00:00,2007-12-12 00:00:00,1,1,44.654121,-1.144297
33,Gironde,33009,Arcachon,330090026,Club de Plage les Mouettes,,Plage Jetee Thiers,Arcachon,33120,0,0,-,500,2005-12-12 00:00:00,,1,1,,
33,Gironde,33009,Arcachon,330090027,Central Gymarcachon,1,Boulevard Pierre Loti,,33120,,,Non,,2006-01-18 00:00:00,,2,2,44.653172,-1.145092
33,Gironde,33009,Arcachon,330090028,Forme et Danse,39,Avenue Lamartine,,33120,,,Sans logement de gardien,100,2006-01-18 00:00:00,2011-09-21 00:00:00,1,1,44.661388,-1.167249
33,Gironde,33009,Arcachon,330090029,Plage des Arbousiers,,,Plage des Arbousiers,33120,0,0,Non,,2006-12-04 00:00:00,2015-07-19 00:00:00,2,2,44.645091,-1.198266
33,Gironde,33009,Arcachon,330090030,Parcours d'Orientation,,,Camicas,33120,,,Non,,2006-12-20 00:00:00,2011-09-21 00:00:00,1,1,44.649416,-1.162658
33,Gironde,33009,Arcachon,330090031,Plage du Mouleau,,,,33120,,,Non,,2007-02-22 00:00:00,2011-09-21 00:00:00,2,2,44.654121,-1.144297
33,Gironde,33009,Arcachon,330090032,Plage Pereire,,,,33120,,,Non,,2007-02-28 00:00:00,2011-09-21 00:00:00,1,1,44.654121,-1.144297
33,Gironde,33009,Arcachon,330090033,Plage des Abatilles,,,,33120,,,Non,,2007-02-28 00:00:00,2011-09-21 00:00:00,1,1,44.654121,-1.144297
33,Gironde,33009,Arcachon,330090034,Plage d'Arcachon,,,,33120,,,Non,,2007-02-28 00:00:00,2011-09-21 00:00:00,1,1,44.654121,-1.144297
33,Gironde,33009,Arcachon,330090038,Chemin de Randonnee,,,,33120,0,0,Non,,2007-05-04 00:00:00,2015-06-24 00:00:00,1,1,44.654121,-1.144297
33,Gironde,33009,Arcachon,330090039,Jetee Croix des Marins,,,,33120,,,Non,,2007-11-05 00:00:00,2011-09-21 00:00:00,1,1,44.654121,-1.144297
33,Gironde,33009,Arcachon,330090040,Plage de l'Aiguillon,,,,33120,,,Non,,2007-11-05 00:00:00,2011-09-21 00:00:00,1,1,44.654121,-1.144297
33,Gironde,33010,Arcins,330100001,Marais d'Arcins,,Le Mayne,,33460,0,0,Non,100000,2005-12-12 00:00:00,2013-05-15 00:00:00,1,1,45.071889,-0.723635
33,Gironde,33010,Arcins,330100003,Salle Multisports,,Route du Temple,,33460,74,2,Non,1500,2006-01-18 00:00:00,2013-05-15 00:00:00,1,1,45.075466,-0.719723
33,Gironde,33010,Arcins,330100004,Plateau Multisports,,,Le Bourg,33460,0,0,Non,,2010-10-08 00:00:00,2013-05-21 00:00:00,1,1,45.072713,-0.726226
33,Gironde,33011,Arès,330110001,Salle Multisports,,Route du Temple,,33740,74,2,-,1500,2005-12-12 00:00:00,2015-10-13 00:00:00,3,3,44.774104,-1.127329
33,Gironde,33011,Arès,330110002,Stade Christian Raymond,,Route du Temple,,33740,0,0,Non,12000,2005-12-12 00:00:00,2015-10-13 00:00:00,1,1,44.774104,-1.127329
33,Gironde,33011,Arès,330110003,Club Nautique,,Place Jean Moulin,,33740,0,0,Non,2000,2005-12-12 00:00:00,2015-07-19 00:00:00,1,1,44.763715,-1.142716
33,Gironde,33011,Arès,330110004,Tennis,,Impasse du 1000 Clubs,,33740,0,0,-,3200,2005-12-12 00:00:00,2015-10-13 00:00:00,1,4,,
33,Gironde,33011,Arès,330110005,Dojo,,Route du Temple,,33740,0,0,-,15710,2005-12-12 00:00:00,2015-10-13 00:00:00,1,1,44.774104,-1.127329
33,Gironde,33011,Arès,330110006,Stade Annexe,,,,33740,0,0,Non,5400,2005-12-12 00:00:00,2015-10-13 00:00:00,1,1,44.762522,-1.138294
33,Gironde,33011,Arès,330110007,Energy Club,29,Rue Pasteur,,33740,0,0,Non,800,2006-01-18 00:00:00,2015-10-13 00:00:00,2,2,44.762997,-1.136725
33,Gironde,33011,Arès,330110010,La Conche de St Brice,,,,33740,0,0,Non,,2007-02-22 00:00:00,2015-09-30 00:00:00,1,1,44.762522,-1.138294
33,Gironde,33011,Arès,330110011,Port Ostreicole,,,,33740,0,0,Non,,2007-10-22 00:00:00,2015-10-13 00:00:00,1,1,44.762522,-1.138294
33,Gironde,33011,Arès,330110012,Plage d'Ares,,,,33740,0,0,Non,,2007-10-22 00:00:00,2015-09-29 00:00:00,1,1,44.762522,-1.138294
33,Gironde,33011,Arès,330110013,Parcours de Santé,,Avenue de la Libération,,33740,0,0,Non,,2011-06-21 00:00:00,2015-09-29 00:00:00,1,1,44.763571,-1.133232
33,Gironde,33011,Arès,330110014,Terrain Mulitisports,,Route du Temple,,33740,0,0,Non,,2015-10-13 00:00:00,,2,2,44.774104,-1.127329
33,Gironde,33012,Arsac,330120001,Tennis Arsac,,La Laurina,,33460,0,0,Non,18900,2005-12-12 00:00:00,2015-09-29 00:00:00,4,7,44.997963,-0.694419
33,Gironde,33012,Arsac,330120002,Stade de la Bergerie,,,La Bergerie,33460,0,0,Sans logement de gardien,31036,2005-12-12 00:00:00,2015-09-29 00:00:00,5,5,44.990634,-0.697679
33,Gironde,33012,Arsac,330120003,Complexe Socio-Culturel,,Mairie,,33460,0,0,Non,670,2005-12-12 00:00:00,2015-09-29 00:00:00,2,2,45.00006,-0.703931
33,Gironde,33012,Arsac,330120005,Salle de Sport Panchon,,Avenue de Soubeyran,,33460,30,0,Sans logement de gardien,0,2005-12-12 00:00:00,2015-09-29 00:00:00,3,3,44.990522,-0.693707
33,Gironde,33012,Arsac,330120006,Aire Sportive de Soubeyran,,Avenue de Soubeyran,,33460,0,0,Non,30000,2005-12-12 00:00:00,2015-09-29 00:00:00,4,4,44.990522,-0.693707
33,Gironde,33013,Artigues-près-Bordeaux,330130001,Tennis Club,,Domaine de la Prairie Avenue Desclaux,,33370,0,0,-,10000,2005-12-12 00:00:00,2015-09-29 00:00:00,3,9,,
33,Gironde,33013,Artigues-près-Bordeaux,330130003,Complexe Sportif Nelson Paillou,,Avenue de la Prairie,,33370,0,0,Non,3000,2005-12-12 00:00:00,2015-09-29 00:00:00,2,2,44.866919,-0.49479
33,Gironde,33013,Artigues-près-Bordeaux,330130004,Espace Lestrille,,Allee de Diane,,33370,0,0,Non,29416,2005-12-12 00:00:00,2015-09-29 00:00:00,3,4,44.87237,-0.495769
33,Gironde,33013,Artigues-près-Bordeaux,330130005,Piste de Bicross,,Allée de Gascogne,,33370,0,0,Non,0,2005-12-12 00:00:00,2015-09-29 00:00:00,1,1,44.847008,-0.499577
33,Gironde,33013,Artigues-près-Bordeaux,330130006,Dojo de Pinsan,55,Avenue du Pinsan,,33370,0,0,Non,0,2005-12-12 00:00:00,2015-09-29 00:00:00,1,1,44.85938,-0.486036
33,Gironde,33013,Artigues-près-Bordeaux,330130008,Plaine des Sports la Blancherie,,Boulevard Feydeau,,33370,100,5,Sans logement de gardien,0,2005-12-12 00:00:00,2015-10-13 00:00:00,6,6,44.851034,-0.490606
33,Gironde,33013,Artigues-près-Bordeaux,330130010,Complexe Sportif de la Plaine,,Allée du Parc,,33370,0,0,Non,,2011-11-07 00:00:00,2015-09-29 00:00:00,2,2,44.863509,-0.492469
33,Gironde,33013,Artigues-près-Bordeaux,330130011,City Stade,,Allée du Parc,,33370,0,0,Non,,2011-11-07 00:00:00,2015-09-29 00:00:00,1,1,44.863509,-0.492469
33,Gironde,33013,Artigues-près-Bordeaux,330130012,Piste Vtt,,Avenue du Pinsan,Bois Margnat,33370,0,0,Non,0,2011-11-07 00:00:00,2015-09-29 00:00:00,1,1,44.85938,-0.486036
33,Gironde,33013,Artigues-près-Bordeaux,330130013,Etang de Pêche,,Parc de la Mairie,,33370,0,0,Non,,2011-11-07 00:00:00,2015-09-29 00:00:00,1,1,44.862341,-0.490015
33,Gironde,33013,Artigues-près-Bordeaux,330130014,Boulodromme,,Allée de Gascogne,,33370,0,0,Non,,2015-09-29 00:00:00,,1,3,44.847008,-0.499577
33,Gironde,33013,Artigues-près-Bordeaux,330130015,Studio Fit,14,Avenue Descartes,,33370,0,0,Non,,2015-10-13 00:00:00,,3,3,44.852111,-0.495381
33,Gironde,33013,Artigues-près-Bordeaux,330130016,Giga Gym,23,Avenue du Mirail,,33370,0,0,Non,,2015-10-13 00:00:00,,1,1,44.864058,-0.490797
33,Gironde,33013,Artigues-près-Bordeaux,330130017,Futbol Futbol Artigues,20,Avenue du Perigord,,33370,0,0,Non,,2015-10-13 00:00:00,,1,2,44.865471,-0.477713
33,Gironde,33014,Artigues-de-Lussac,330140001,Plan d'Eau,,,Beurret,33570,0,0,Non,0,2005-12-12 00:00:00,2014-11-17 00:00:00,1,1,44.971292,-0.155538
33,Gironde,33014,Artigues-de-Lussac,330140003,Complexe Sportif,,Le Bourg,,33570,0,0,Non,19077,2005-12-12 00:00:00,2014-04-18 00:00:00,5,5,44.971292,-0.155538
33,Gironde,33014,Artigues-de-Lussac,330140004,Aérodrome,,,Vaches Mortes,33570,0,0,Non,0,2005-12-12 00:00:00,2014-04-18 00:00:00,4,4,44.984311,-0.140861
33,Gironde,33015,Arveyres,330150001,Plaine des Jeux,,Rue du 8 Mai 1945,,33500,0,0,Non,1000,2005-12-12 00:00:00,2014-11-17 00:00:00,4,5,44.885373,-0.286948
33,Gironde,33015,Arveyres,330150002,Collège Jean Auriac,,Rue de Peytot,,33500,0,0,Avec logement de gardien,1200,2005-12-12 00:00:00,2014-11-17 00:00:00,4,5,44.882304,-0.286054
33,Gironde,33015,Arveyres,330150003,Stade Municipal,10,Rue du 8 Mai 1945,,33500,60,1,Non,16781,2005-12-12 00:00:00,2011-05-18 00:00:00,2,2,44.885373,-0.286948
33,Gironde,33015,Arveyres,330150004,Port,,,,33500,0,0,Non,,2007-11-13 00:00:00,2014-11-17 00:00:00,1,1,44.88479,-0.300906
33,Gironde,33016,Asques,330160003,Boulodrome,,Le Port,,33240,0,0,Non,0,2005-12-12 00:00:00,2013-05-16 00:00:00,1,1,44.948935,-0.412851
33,Gironde,33016,Asques,330160004,Terrain d'Évolution Scolaire la Niguerède,,Le Bourg,,33240,0,0,Non,2934,2005-12-12 00:00:00,2013-05-16 00:00:00,1,1,44.948935,-0.412851
