objectid,inseecom,commune,date_maj,nom,st_areashape,st_lengthshape
1230,90010,BELFORT,2020/01/29 00:00:00+00, ,7067.35334616,1035.40866229481
1231,90010,BELFORT,2020/01/29 00:00:00+00, ,486.595645205,127.169220893336
1232,90008,BAVILLIERS,2020/01/29 00:00:00+00, ,42021.70114656,8350.83205646488
1233,90010,BELFORT,2020/01/29 00:00:00+00, ,41294.675899215,5455.3305132778
1234,90010,BELFORT,2020/01/29 00:00:00+00, ,9600.2690264,1636.50378315782
1236,90010,BELFORT,2020/01/29 00:00:00+00, ,1351.38493968,324.060968511056
1237,90010,BELFORT,2020/01/29 00:00:00+00, ,4104.059787925,553.483344387319
1239,90010,BELFORT,2020/01/29 00:00:00+00, ,1276.02877592,267.667643778618
1240,90010,BELFORT,2020/01/29 00:00:00+00, ,3731.4137588,787.462323332179
1241,90010,BELFORT,2020/01/29 00:00:00+00, ,2495.981044945,470.744495966049
1242,90010,BELFORT,2020/01/29 00:00:00+00, ,633.74982293,157.975782283165
1243,90010,BELFORT,2020/01/29 00:00:00+00, ,1022.27532238,232.814743492623
1244,90010,BELFORT,2020/01/29 00:00:00+00, ,2306.89431674,358.021070095412
1245,90104,VEZELOIS,2020/01/29 00:00:00+00, ,1191.289628925,190.9826580978
1246,90010,BELFORT,2020/01/29 00:00:00+00,Pont,243.37217743,67.4247034010109
1247,90042,EVETTE-SALBERT,2020/01/29 00:00:00+00, ,38.695482415,28.7492721698517
1248,90010,BELFORT,2020/01/29 00:00:00+00, ,5732.300588405,1201.34703707965
1249,90010,BELFORT,2020/01/29 00:00:00+00, ,7391.474913205,1287.12685427536
1250,90010,BELFORT,2020/01/29 00:00:00+00, ,12177.11024673,1945.41670302149
1251,90010,BELFORT,2020/01/29 00:00:00+00, ,1071.385370485,212.264859945222
1252,90010,BELFORT,2020/01/29 00:00:00+00, ,4931.735232575,888.214583283606
1253,90010,BELFORT,2020/01/29 00:00:00+00, ,1782.98537357,502.523421941761
1254,90010,BELFORT,2020/01/29 00:00:00+00, ,6914.3354921,1103.25416752314
1255,90072,MORVILLARS,2020/01/29 00:00:00+00, ,33910.46421845,1120.59338797252
1256,90072,MORVILLARS,2020/01/29 00:00:00+00, ,49245.54018911,1303.45415126195
1257,90010,BELFORT,2020/01/29 00:00:00+00, ,52372.7483418,11849.0407343228
1258,90010,BELFORT,2020/01/29 00:00:00+00, ,11055.53673355,1356.63264259368
1259,90008,BAVILLIERS,2020/01/29 00:00:00+00, ,1500.01411997,736.685104451851
1260,90087,ROPPE,2020/01/29 00:00:00+00, ,1921.12010714,593.760442727194
1261,90087,ROPPE,2020/01/29 00:00:00+00, ,1592.09837474,611.487113182961
1262,90010,BELFORT,2020/01/29 00:00:00+00,Pont,151.90181205,56.7445632482885
1263,90087,ROPPE,2020/01/29 00:00:00+00, ,18336.298921915,4202.59160438123
1264,90010,BELFORT,2020/01/29 00:00:00+00, ,12861.5072612,1845.31617351178
1265,90010,BELFORT,2020/01/29 00:00:00+00, ,8117.696123045,1175.17243894591
1266,90075,OFFEMONT,2020/01/29 00:00:00+00, ,343.67108556,108.015900180899
1267,90010,BELFORT,2020/01/29 00:00:00+00, ,3056.004669055,635.37072157008
1268,90010,BELFORT,2020/01/29 00:00:00+00, ,451.036461665,187.555674537871
1269,90010,BELFORT,2020/01/29 00:00:00+00, ,6028.234548915,929.904534457108
1270,90037,ELOIE,2020/01/29 00:00:00+00,Pont,27.44465243,21.3853080210461
1271,90001,ANDELNANS,2020/01/29 00:00:00+00, ,321.58651702,160.845189700073
1272,90099,VALDOIE,2020/01/29 00:00:00+00, ,2918.22241084,612.707825373759
1274,90072,MORVILLARS,2020/01/29 00:00:00+00, ,743.44667384,123.52094194459
1275,90072,MORVILLARS,2020/01/29 00:00:00+00, ,8346.858887995,685.540119441097
