siretAcheteur;urlProfilAcheteur;urlDCAT;coordonnees
24680044500032 ;https://marchespublics-amhr.omnikles.com/xmarches/indexfs.do#mainContainer;https ://marchespublics-amhr.omnikles.com ;CCCHR 6, place de l'Eglise 68190 ENSISHEIM
