% Requête :select s.senmat as "Matricule", s.quacod as "Qualité", s.sennomuse as "Nom usuel", s.senprenomuse as "Prénom usuel", s.etasencod as "État Sénateur",
% c.COMLIBAMELI as "Nom commission", typ.TYPORGLIB as "Type commission", mc.MEMCOMID as "Id d'appartenance",  mc.MEMCOMDATDEB as "Début d'appartenance", mc.memcomdatfin as "Fin d'appartenance",
% fmc.FONMEMCOMID as "Id de fonction",
% fmc.FONMEMCOMDATDEB as "Début de fonction", fmc.FONMEMCOMDATFIN as "Fin de fonction",
% fc.FONCOMLIB as "Fonction"
% from senateurs.sen s
% inner join senateurs.memcom mc ON s.senmat = mc.senmat
% inner join senateurs.com c on mc.ORGCOD = c.ORGCOD
% inner join senateurs.fonmemcom fmc on mc.MEMCOMID = fmc.memcomid
% inner join senateurs.foncom fc on fmc.FONCOMCOD = fc.FONCOMCOD
% inner join senateurs.typorg typ on c.TYPORGCOD = typ.TYPORGCOD
% where s.etasencod in ('ACTIF', 'ANCIEN') 
% and c.EVETEMPUB = 'OUI'
% and mc.EVETEMPUB = 'OUI'
% and fmc.EVETEMPUB = 'OUI'
% order by s.sennomuse, s.senprenomuse, s.senmat, mc.MEMCOMDATDEB, fmc.fonmemcomdatdeb
% Aucun paramètre
% 14723 ligne(s) de résultat
Matricule,Qualité,Nom usuel,Prénom usuel,État Sénateur,Nom commission,Type commission,Id d'appartenance,Début d'appartenance,Fin d'appartenance,Id de fonction,Début de fonction,Fin de fonction,Fonction
14167V,M.,Boulard,Jean-Claude,ANCIEN,Aucune (Président du Sénat),Commission permanente,10008,2014-10-01 00:00:00.0,2014-10-07 00:00:00.0,11840,2014-10-01 00:00:00.0,2014-10-07 00:00:00.0," "
14167V,M.,Boulard,Jean-Claude,ANCIEN,commission des finances,Commission permanente,10121,2014-10-08 00:00:00.0,2017-09-30 00:00:00.0,11953,2014-10-08 00:00:00.0,2017-09-30 00:00:00.0," "
14167V,M.,Boulard,Jean-Claude,ANCIEN,,Commission mixte paritaire,10729,2014-12-06 00:00:00.0,2017-09-30 00:00:00.0,12781,2014-12-06 00:00:00.0,2017-09-30 00:00:00.0," "
01051Q,M.,Boulaud,Didier,ANCIEN,Aucune (Président du Sénat),Commission permanente,702,2001-10-01 00:00:00.0,2001-10-03 00:00:00.0,803,2001-10-01 00:00:00.0,2001-10-03 00:00:00.0," "
01051Q,M.,Boulaud,Didier,ANCIEN,commission des affaires étrangères,Commission permanente,734,2001-10-03 00:00:00.0,2012-09-30 00:00:00.0,874,2001-10-03 00:00:00.0,2008-10-07 00:00:00.0," "
01051Q,M.,Boulaud,Didier,ANCIEN,commission des affaires étrangères,Commission permanente,734,2001-10-03 00:00:00.0,2012-09-30 00:00:00.0,5363,2008-10-08 00:00:00.0,2011-09-30 00:00:00.0,Vice-Président
01051Q,M.,Boulaud,Didier,ANCIEN,commission des affaires étrangères,Commission permanente,734,2001-10-03 00:00:00.0,2012-09-30 00:00:00.0,9794,2011-10-01 00:00:00.0,2012-09-30 00:00:00.0,Vice-Président
01051Q,M.,Boulaud,Didier,ANCIEN,commission des affaires européennes,Commission européenne,4727,2008-10-08 00:00:00.0,2011-09-30 00:00:00.0,5809,2008-10-08 00:00:00.0,2011-09-30 00:00:00.0," "
01051Q,M.,Boulaud,Didier,ANCIEN,,Commission mixte paritaire,6843,2009-07-01 00:00:00.0,2012-09-30 00:00:00.0,8285,2009-07-01 00:00:00.0,2012-09-30 00:00:00.0," "
01051Q,M.,Boulaud,Didier,ANCIEN,,Commission mixte paritaire,7009,2009-11-06 00:00:00.0,2012-09-30 00:00:00.0,8450,2009-11-06 00:00:00.0,2012-09-30 00:00:00.0," "
19643A,Mme,Boulay-Espéronnier,Céline,ACTIF,Aucune (Président du Sénat),Commission permanente,13124,2017-10-02 00:00:00.0,2017-10-03 00:00:00.0,15367,2017-10-02 00:00:00.0,2017-10-03 00:00:00.0," "
19643A,Mme,Boulay-Espéronnier,Céline,ACTIF,commission de la culture,Commission permanente,13373,2017-10-04 00:00:00.0,,15726,2017-10-04 00:00:00.0,2020-10-06 00:00:00.0," "
19643A,Mme,Boulay-Espéronnier,Céline,ACTIF,commission de la culture,Commission permanente,13373,2017-10-04 00:00:00.0,,19262,2020-10-07 00:00:00.0,,Secrétaire
19643A,Mme,Boulay-Espéronnier,Céline,ACTIF,MI Gratuité des transports collectifs,"Mission commune d'information ",14769,2019-03-06 00:00:00.0,2019-09-27 00:00:00.0,17587,2019-03-06 00:00:00.0,2019-09-27 00:00:00.0," "
19643A,Mme,Boulay-Espéronnier,Céline,ACTIF,AGENCESPORT,Commission mixte paritaire,15162,2019-07-17 00:00:00.0,2019-07-24 00:00:00.0,18040,2019-07-17 00:00:00.0,2019-07-24 00:00:00.0," "
19643A,Mme,Boulay-Espéronnier,Céline,ACTIF,MUSIQUE,Commission mixte paritaire,15176,2019-07-24 00:00:00.0,2019-09-14 00:00:00.0,18056,2019-07-24 00:00:00.0,2019-09-14 00:00:00.0," "
19643A,Mme,Boulay-Espéronnier,Céline,ACTIF,CE Évaluation des politiques publiques face aux pandémies,Commission d'enquête,15729,2020-07-01 00:00:00.0,,18692,2020-07-01 00:00:00.0,," "
000374,M.,Bouloux,Jean-Marie,ANCIEN,commission des finances,Commission permanente,2235,1959-01-21 00:00:00.0,1959-05-06 00:00:00.0,3073,1959-01-21 00:00:00.0,1959-05-06 00:00:00.0," "
000374,M.,Bouloux,Jean-Marie,ANCIEN,commission de l'économie,Commission permanente,1887,1959-05-06 00:00:00.0,1977-10-06 00:00:00.0,2476,1959-05-06 00:00:00.0,1977-10-06 00:00:00.0,Secrétaire
000374,M.,Bouloux,Jean-Marie,ANCIEN,commission des affaires sociales,Commission permanente,1479,1985-10-22 00:00:00.0,1986-10-01 00:00:00.0,2477,1985-10-22 00:00:00.0,1986-10-01 00:00:00.0," "
19747H,M.,Bouloux,Yves,ACTIF,Aucune (Président du Sénat),Commission permanente,13752,2017-12-18 00:00:00.0,2018-01-15 00:00:00.0,16440,2017-12-18 00:00:00.0,2018-01-15 00:00:00.0," "
19747H,M.,Bouloux,Yves,ACTIF,commission des affaires économiques,Commission permanente,13828,2018-01-16 00:00:00.0,,16516,2018-01-16 00:00:00.0,," "
19747H,M.,Bouloux,Yves,ACTIF,CS suppression surtranspositions directives droit français,Commission spéciale,14466,2018-10-10 00:00:00.0,2018-11-12 00:00:00.0,17208,2018-10-10 00:00:00.0,2018-11-12 00:00:00.0," "
19747H,M.,Bouloux,Yves,ACTIF,MI sur l'indemnisation des risques climatiques,"Mission commune d'information ",14719,2019-01-16 00:00:00.0,2019-07-12 00:00:00.0,17531,2019-01-16 00:00:00.0,2019-07-12 00:00:00.0," "
19747H,M.,Bouloux,Yves,ACTIF,MI sous-utilisation fonds européens en France,"Mission commune d'information ",14933,2019-05-22 00:00:00.0,2019-10-04 00:00:00.0,17771,2019-05-22 00:00:00.0,2019-10-04 00:00:00.0," "
19747H,M.,Bouloux,Yves,ACTIF,CS ASAP,Commission spéciale,15478,2020-02-06 00:00:00.0,,18406,2020-02-06 00:00:00.0,2020-10-06 00:00:00.0,Vice-Président
19747H,M.,Bouloux,Yves,ACTIF,CS ASAP,Commission spéciale,15478,2020-02-06 00:00:00.0,,19304,2020-10-07 00:00:00.0,,Vice-Président
19747H,M.,Bouloux,Yves,ACTIF,CMPASAP,Commission mixte paritaire,16148,2020-10-21 00:00:00.0,,19485,2020-10-21 00:00:00.0,," "
04063H,Mme,Boumediene-Thiery,Alima,ANCIEN,Aucune (Président du Sénat),Commission permanente,2515,2004-10-01 00:00:00.0,2004-10-05 00:00:00.0,3366,2004-10-01 00:00:00.0,2004-10-05 00:00:00.0," "
04063H,Mme,Boumediene-Thiery,Alima,ANCIEN,commission des lois,Commission permanente,2476,2004-10-06 00:00:00.0,2011-09-30 00:00:00.0,3326,2004-10-06 00:00:00.0,2011-09-30 00:00:00.0," "
04063H,Mme,Boumediene-Thiery,Alima,ANCIEN,Commission d'enquête sur l'immigration clandestine,Commission d'enquête,3008,2005-11-03 00:00:00.0,2006-05-02 00:00:00.0,3918,2005-11-03 00:00:00.0,2006-05-02 00:00:00.0," "
04063H,Mme,Boumediene-Thiery,Alima,ANCIEN,,Commission mixte paritaire,3116,2005-12-15 00:00:00.0,2011-09-30 00:00:00.0,4036,2005-12-15 00:00:00.0,2011-09-30 00:00:00.0," "
04063H,Mme,Boumediene-Thiery,Alima,ANCIEN,,Commission mixte paritaire,3274,2006-04-05 00:00:00.0,2006-04-11 00:00:00.0,4193,2006-04-05 00:00:00.0,2006-04-11 00:00:00.0," "
04063H,Mme,Boumediene-Thiery,Alima,ANCIEN,,Commission mixte paritaire,3764,2007-10-11 00:00:00.0,2007-10-16 00:00:00.0,4683,2007-10-11 00:00:00.0,2007-10-16 00:00:00.0," "
04063H,Mme,Boumediene-Thiery,Alima,ANCIEN,,Commission mixte paritaire,3932,2008-01-31 00:00:00.0,2008-02-04 00:00:00.0,4847,2008-01-31 00:00:00.0,2008-02-04 00:00:00.0," "
04063H,Mme,Boumediene-Thiery,Alima,ANCIEN,commission des affaires européennes,Commission européenne,4729,2008-10-08 00:00:00.0,2011-09-30 00:00:00.0,5811,2008-10-08 00:00:00.0,2011-09-30 00:00:00.0," "
04063H,Mme,Boumediene-Thiery,Alima,ANCIEN,,Commission mixte paritaire,6924,2009-09-29 00:00:00.0,2011-09-30 00:00:00.0,8369,2009-09-29 00:00:00.0,2011-09-30 00:00:00.0," "
04063H,Mme,Boumediene-Thiery,Alima,ANCIEN,,Commission mixte paritaire,7684,2011-01-19 00:00:00.0,2011-09-30 00:00:00.0,9183,2011-01-19 00:00:00.0,2011-09-30 00:00:00.0," "
04063H,Mme,Boumediene-Thiery,Alima,ANCIEN,,Commission mixte paritaire,7776,2011-04-27 00:00:00.0,2011-09-30 00:00:00.0,9279,2011-04-27 00:00:00.0,2011-09-30 00:00:00.0," "
04063H,Mme,Boumediene-Thiery,Alima,ANCIEN,,Commission mixte paritaire,7867,2011-06-28 00:00:00.0,2011-09-30 00:00:00.0,9370,2011-06-28 00:00:00.0,2011-09-30 00:00:00.0," "
000184,M.,Bouneau,Pierre,ANCIEN,Aucune (Président du Sénat),Commission permanente,2230,1965-10-02 00:00:00.0,1965-10-05 00:00:00.0,3054,1965-10-02 00:00:00.0,1965-10-05 00:00:00.0," "
000184,M.,Bouneau,Pierre,ANCIEN,commission des affaires sociales,Commission permanente,1506,1965-10-06 00:00:00.0,1970-10-07 00:00:00.0,2070,1965-10-06 00:00:00.0,1970-10-07 00:00:00.0," "
000184,M.,Bouneau,Pierre,ANCIEN,commission de l'économie,Commission permanente,2041,1970-10-07 00:00:00.0,1974-10-04 00:00:00.0,2658,1970-10-07 00:00:00.0,1974-10-04 00:00:00.0," "
000184,M.,Bouneau,Pierre,ANCIEN,commission des lois,Commission permanente,2042,1974-10-04 00:00:00.0,1977-10-06 00:00:00.0,2659,1974-10-04 00:00:00.0,1977-10-06 00:00:00.0," "
000184,M.,Bouneau,Pierre,ANCIEN,commission de la culture,Commission permanente,2043,1977-10-06 00:00:00.0,1980-10-07 00:00:00.0,2660,1977-10-06 00:00:00.0,1980-10-07 00:00:00.0,Secrétaire
000184,M.,Bouneau,Pierre,ANCIEN,commission des affaires sociales,Commission permanente,2056,1980-10-07 00:00:00.0,1983-10-02 00:00:00.0,2676,1980-10-07 00:00:00.0,1983-10-02 00:00:00.0," "
59219J,M.,Bouquerel,Amédée,ANCIEN,commission des affaires étrangères,Commission permanente,1507,,1992-10-01 00:00:00.0,2071,,1992-10-01 00:00:00.0," "
59219J,M.,Bouquerel,Amédée,ANCIEN,,Commission du Sénat de la Communauté,11228,,,13019,,," "
000295,M.,Bourda,Pierre,ANCIEN,commission des lois,Commission permanente,1074,,1974-10-01 00:00:00.0,1621,,1974-10-01 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,commission des finances,Commission permanente,69,2001-10-03 00:00:00.0,2014-09-30 00:00:00.0,69,2001-10-03 00:00:00.0,2004-10-07 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,commission des finances,Commission permanente,69,2001-10-03 00:00:00.0,2014-09-30 00:00:00.0,3541,2004-10-07 00:00:00.0,2008-10-06 00:00:00.0,Vice-Président
89022N,M.,Bourdin,Joël,ANCIEN,commission des finances,Commission permanente,69,2001-10-03 00:00:00.0,2014-09-30 00:00:00.0,5263,2008-10-07 00:00:00.0,2011-09-30 00:00:00.0,Vice-Président
89022N,M.,Bourdin,Joël,ANCIEN,commission des finances,Commission permanente,69,2001-10-03 00:00:00.0,2014-09-30 00:00:00.0,9719,2011-10-01 00:00:00.0,2014-09-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,2167,2003-12-16 00:00:00.0,2014-09-30 00:00:00.0,2964,2003-12-16 00:00:00.0,2014-09-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,2408,2004-07-15 00:00:00.0,2014-09-30 00:00:00.0,3261,2004-07-15 00:00:00.0,2014-09-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,"Commission spéciale chargée du contrôle des comptes et de l'évaluation interne ",Commission spéciale chargée du contrôle des comptes et de l'évaluation interne,2585,2004-10-06 00:00:00.0,2014-09-30 00:00:00.0,3434,2004-10-06 00:00:00.0,2011-09-30 00:00:00.0,Vice-Président
89022N,M.,Bourdin,Joël,ANCIEN,"Commission spéciale chargée du contrôle des comptes et de l'évaluation interne ",Commission spéciale chargée du contrôle des comptes et de l'évaluation interne,2585,2004-10-06 00:00:00.0,2014-09-30 00:00:00.0,9805,2011-10-01 00:00:00.0,2014-09-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,2720,2004-12-14 00:00:00.0,2014-09-30 00:00:00.0,3632,2004-12-14 00:00:00.0,2014-09-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,2736,2004-12-20 00:00:00.0,2014-09-30 00:00:00.0,3648,2004-12-20 00:00:00.0,2014-09-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,2807,2005-01-27 00:00:00.0,2014-09-30 00:00:00.0,3717,2005-01-27 00:00:00.0,2014-09-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,2925,2005-07-05 00:00:00.0,2014-09-30 00:00:00.0,3836,2005-07-05 00:00:00.0,2014-09-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,3068,2005-11-30 00:00:00.0,2014-09-30 00:00:00.0,3988,2005-11-30 00:00:00.0,2014-09-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,3131,2005-12-20 00:00:00.0,2014-09-30 00:00:00.0,4051,2005-12-20 00:00:00.0,2014-09-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,3437,2006-12-19 00:00:00.0,2006-12-20 00:00:00.0,4356,2006-12-19 00:00:00.0,2006-12-20 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,3731,2007-07-27 00:00:00.0,2007-07-31 00:00:00.0,4647,2007-07-27 00:00:00.0,2007-07-31 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,3852,2007-12-18 00:00:00.0,2007-12-19 00:00:00.0,4767,2007-12-18 00:00:00.0,2007-12-19 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,4076,2008-07-09 00:00:00.0,2008-07-22 00:00:00.0,4991,2008-07-09 00:00:00.0,2008-07-22 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,6513,2008-11-13 00:00:00.0,2009-01-27 00:00:00.0,7943,2008-11-13 00:00:00.0,2009-01-27 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,6541,2008-12-19 00:00:00.0,2008-12-20 00:00:00.0,7973,2008-12-19 00:00:00.0,2008-12-20 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,6569,2009-01-26 00:00:00.0,2014-09-30 00:00:00.0,8001,2009-01-26 00:00:00.0,2014-09-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,6687,2009-04-02 00:00:00.0,2014-09-30 00:00:00.0,8113,2009-04-02 00:00:00.0,2014-09-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,6762,2009-04-28 00:00:00.0,2009-05-05 00:00:00.0,8187,2009-04-28 00:00:00.0,2009-05-05 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,Commission spéciale sur le crédit à la consommation,Commission spéciale,6719,2009-04-29 00:00:00.0,2009-06-30 00:00:00.0,8145,2009-04-29 00:00:00.0,2009-06-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,7105,2009-12-17 00:00:00.0,2014-09-30 00:00:00.0,8553,2009-12-17 00:00:00.0,2014-09-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,7180,2010-02-16 00:00:00.0,2014-09-30 00:00:00.0,8651,2010-02-16 00:00:00.0,2014-09-30 00:00:00.0," "
89022N,M.,Bourdin,Joël,ANCIEN,,Commission mixte paritaire,7549,2010-12-16 00:00:00.0,2014-09-30 00:00:00.0,9049,2010-12-16 00:00:00.0,2014-09-30 00:00:00.0," "
80011V,M.,Bourges,Yvon,ANCIEN,commission des affaires étrangères,Commission permanente,103,1980-10-07 00:00:00.0,1998-09-30 00:00:00.0,2735,1980-10-07 00:00:00.0,1983-10-06 00:00:00.0," "
80011V,M.,Bourges,Yvon,ANCIEN,commission des affaires étrangères,Commission permanente,103,1980-10-07 00:00:00.0,1998-09-30 00:00:00.0,103,1983-10-07 00:00:00.0,1998-09-30 00:00:00.0,Vice-Président
20114U,M.,Bourgi,Hussein,ACTIF,Aucune (Président du Sénat),Commission permanente,15934,2020-10-01 00:00:00.0,2020-10-05 00:00:00.0,18909,2020-10-01 00:00:00.0,2020-10-05 00:00:00.0," "
20114U,M.,Bourgi,Hussein,ACTIF,commission des lois,Commission permanente,15977,2020-10-06 00:00:00.0,,19035,2020-10-06 00:00:00.0,," "
000545,M.,Bourgine,Raymond,ANCIEN,commission des finances,Commission permanente,1508,,1990-11-29 00:00:00.0,2072,,1990-11-29 00:00:00.0," "
000690,M.,Bourguet,Frédéric,ANCIEN,commission de l'économie,Commission permanente,1377,,1977-10-02 00:00:00.0,1924,,1977-10-02 00:00:00.0," "
11018G,M.,Bourquin,Christian,ANCIEN,commission de la culture,Commission permanente,7988,2011-10-01 00:00:00.0,2011-10-17 00:00:00.0,9500,2011-10-01 00:00:00.0,2011-10-17 00:00:00.0," "
11018G,M.,Bourquin,Christian,ANCIEN,commission des finances,Commission permanente,8256,2011-10-18 00:00:00.0,2014-08-26 00:00:00.0,9879,2011-10-18 00:00:00.0,2014-08-26 00:00:00.0," "
11018G,M.,Bourquin,Christian,ANCIEN,,Commission mixte paritaire,9048,2012-12-13 00:00:00.0,2014-08-26 00:00:00.0,10761,2012-12-13 00:00:00.0,2014-08-26 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,Aucune (Président du Sénat),Commission permanente,4228,2008-10-01 00:00:00.0,2008-10-06 00:00:00.0,5136,2008-10-01 00:00:00.0,2008-10-06 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,commission de l'économie,Commission permanente,4276,2008-10-07 00:00:00.0,2012-02-20 00:00:00.0,5198,2008-10-07 00:00:00.0,2011-09-30 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,commission de l'économie,Commission permanente,4276,2008-10-07 00:00:00.0,2012-02-20 00:00:00.0,9819,2011-10-01 00:00:00.0,2012-02-20 00:00:00.0,Vice-Président
08068F,M.,Bourquin,Martial,ANCIEN,Mission commune d'information sur la politique en faveur des jeunes,"Mission commune d'information ",6663,2009-03-11 00:00:00.0,2009-10-08 00:00:00.0,8092,2009-03-11 00:00:00.0,2009-10-08 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,,Commission mixte paritaire,7121,2009-12-22 00:00:00.0,2020-06-15 00:00:00.0,8569,2009-12-22 00:00:00.0,2020-06-15 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,Mission commune d'information sur la désindustrialisation des territoires,"Mission commune d'information ",7265,2010-04-28 00:00:00.0,2011-04-05 00:00:00.0,8747,2010-04-28 00:00:00.0,2010-05-03 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,Mission commune d'information sur la désindustrialisation des territoires,"Mission commune d'information ",7265,2010-04-28 00:00:00.0,2011-04-05 00:00:00.0,8778,2010-05-04 00:00:00.0,2011-04-05 00:00:00.0,Président
08068F,M.,Bourquin,Martial,ANCIEN,Suppression de la taxe professionnelle et son remplacement par la contribution économique territoriale,"Mission commune d'information ",7829,2011-06-28 00:00:00.0,2012-10-01 00:00:00.0,9332,2011-06-28 00:00:00.0,2012-10-01 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,,Commission mixte paritaire,8461,2012-01-12 00:00:00.0,2020-06-15 00:00:00.0,10107,2012-01-12 00:00:00.0,2020-06-15 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,,Commission mixte paritaire,8524,2012-01-26 00:00:00.0,2020-06-15 00:00:00.0,10166,2012-01-26 00:00:00.0,2020-06-15 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,commission des affaires économiques,Commission permanente,8689,2012-02-21 00:00:00.0,2020-06-15 00:00:00.0,10337,2012-02-21 00:00:00.0,2014-10-07 00:00:00.0,Vice-Président
08068F,M.,Bourquin,Martial,ANCIEN,commission des affaires économiques,Commission permanente,8689,2012-02-21 00:00:00.0,2020-06-15 00:00:00.0,12062,2014-10-08 00:00:00.0,2014-10-08 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,commission des affaires économiques,Commission permanente,8689,2012-02-21 00:00:00.0,2020-06-15 00:00:00.0,12195,2014-10-09 00:00:00.0,2017-10-04 00:00:00.0,Vice-Président
08068F,M.,Bourquin,Martial,ANCIEN,commission des affaires économiques,Commission permanente,8689,2012-02-21 00:00:00.0,2020-06-15 00:00:00.0,16093,2017-10-05 00:00:00.0,2020-06-15 00:00:00.0,Vice-Président
08068F,M.,Bourquin,Martial,ANCIEN,,Commission mixte paritaire,8946,2012-10-23 00:00:00.0,2020-06-15 00:00:00.0,10658,2012-10-23 00:00:00.0,2020-06-15 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,,Commission mixte paritaire,9054,2012-12-13 00:00:00.0,2020-06-15 00:00:00.0,10767,2012-12-13 00:00:00.0,2020-06-15 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,,Commission mixte paritaire,9096,2012-12-18 00:00:00.0,2020-06-15 00:00:00.0,10809,2012-12-18 00:00:00.0,2020-06-15 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,,Commission mixte paritaire,10354,2014-01-29 00:00:00.0,2020-06-15 00:00:00.0,12406,2014-01-29 00:00:00.0,2020-06-15 00:00:00.0,Rapporteur
08068F,M.,Bourquin,Martial,ANCIEN,,Commission mixte paritaire,10348,2014-02-03 00:00:00.0,2020-06-15 00:00:00.0,12400,2014-02-03 00:00:00.0,2020-06-15 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,MCI relative à la réalité de l'impact sur l'emploi des exonérations de cotisations sociales accordées aux entreprises,"Mission commune d'information ",9902,2014-02-25 00:00:00.0,2014-09-30 00:00:00.0,11710,2014-02-25 00:00:00.0,2014-09-30 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,,Commission mixte paritaire,10667,2014-10-19 00:00:00.0,2020-06-15 00:00:00.0,12719,2014-10-19 00:00:00.0,2020-06-15 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,Commission d'enquête sur le coût économique et financier de la pollution de l'air,Commission d'enquête,11290,2015-02-18 00:00:00.0,2015-07-15 00:00:00.0,13383,2015-02-18 00:00:00.0,2015-03-04 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,Commission d'enquête sur le coût économique et financier de la pollution de l'air,Commission d'enquête,11290,2015-02-18 00:00:00.0,2015-07-15 00:00:00.0,13407,2015-03-05 00:00:00.0,2015-07-15 00:00:00.0,Vice-Président
08068F,M.,Bourquin,Martial,ANCIEN,Mission commune d'information sur la commande publique,"Mission commune d'information ",11377,2015-04-08 00:00:00.0,2015-10-14 00:00:00.0,13489,2015-04-08 00:00:00.0,2015-05-12 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,Mission commune d'information sur la commande publique,"Mission commune d'information ",11377,2015-04-08 00:00:00.0,2015-10-14 00:00:00.0,13530,2015-05-13 00:00:00.0,2015-10-14 00:00:00.0,Rapporteur
08068F,M.,Bourquin,Martial,ANCIEN,CCI,Commission mixte paritaire,11924,2016-02-10 00:00:00.0,2020-06-15 00:00:00.0,14071,2016-02-10 00:00:00.0,2020-06-15 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,CONSOMMATION,Commission mixte paritaire,12866,2017-01-12 00:00:00.0,2017-01-18 00:00:00.0,15094,2017-01-12 00:00:00.0,2017-01-18 00:00:00.0,Rapporteur
08068F,M.,Bourquin,Martial,ANCIEN,ACCAPAREMENT,Commission mixte paritaire,12962,2017-02-09 00:00:00.0,2017-02-09 00:00:00.0,15191,2017-02-09 00:00:00.0,2017-02-09 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,HYDROCARBURE,Commission mixte paritaire,13613,2017-11-15 00:00:00.0,2017-11-22 00:00:00.0,16292,2017-11-15 00:00:00.0,2017-11-22 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,MI Alstom et stratégie industrielle du pays,"Mission commune d'information ",13639,2017-11-22 00:00:00.0,2018-06-06 00:00:00.0,16318,2017-11-22 00:00:00.0,2017-11-28 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,MI Alstom et stratégie industrielle du pays,"Mission commune d'information ",13639,2017-11-22 00:00:00.0,2018-06-06 00:00:00.0,16374,2017-11-29 00:00:00.0,2018-06-06 00:00:00.0,Rapporteur
08068F,M.,Bourquin,Martial,ANCIEN,"CS croissance et transformation des entreprises  ",Commission spéciale,14515,2018-10-10 00:00:00.0,2019-05-23 00:00:00.0,17257,2018-10-10 00:00:00.0,2019-05-23 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,MI sur les enjeux de la filière sidérurgique,"Mission commune d'information ",14739,2019-01-30 00:00:00.0,2019-07-12 00:00:00.0,17553,2019-01-30 00:00:00.0,2019-07-12 00:00:00.0," "
08068F,M.,Bourquin,Martial,ANCIEN,CROISSENTRE,Commission mixte paritaire,14754,2019-02-12 00:00:00.0,2019-02-21 00:00:00.0,17570,2019-02-12 00:00:00.0,2019-02-21 00:00:00.0," "
