"REG","DEP","COMM","ANNEE_DEPOT","ID_PC","CAT_MOA","TYPE_MOA","RS_D","DENOMINATION_D","SIRET_D","ADR_NUM_D","ADR_TYPEVOIE_D","ADR_LIBELLEVOIE_D","ADR_LIEUDIT_D","ADR_BP_D","ADR_CP_D","ADR_LOCALITE_D","ADR_CEDEX_D","ADR_PAYS_D","ADR_NUM_T","ADR_TYPEVOIE_T","ADR_LIBELLEVOIE_T","ADR_LIEUDIT_T","ADR_BP_T","ADR_CP_T","ADR_LOCALITE_T","ADR_CEDEX_T","CADASTRE1","CADASTRE2","CADASTRE3","TYPE_EVT","SUPERFICIE_T","LOTISSEMENT","ZAC","AFU","NB_LGT_1P","NB_LGT_2P","NB_LGT_3P","NB_LGT_4P","NB_LGT_5P","NB_LGT_6P","NB_LGT_DEMOLIS","NB_LGT_IND_CREES","NB_LGT_COL_CREES","NB_LGT_TOT_CREES","NB_NIV_MAX","NATURE_PROJET","I_EXTENSION","I_SURELEVATION","I_NIVSUPP","I_PISCINE","I_GARAGE","I_VERANDA","I_ABRIJARDIN","I_AUTREANNEXE","I_RESIDPRINC","I_RESIDSEC","I_PERSONNELLE","I_VENTE","I_LOCATION","I_LGTR_SENIORS","I_LGTR_ETUDIANTS","I_LGTR_TOURISME","I_LGTR_HOTELIERESOC","I_LGTR_SOCIAL","I_LGTR_HANDICAPES","I_LGTR_AUTRE","I_LGTR_AUTRE_LIBELLE","SDP_A1","SDP_B1","SDP_D1","SDP_ E1","SDP_F1","TYPE_OPERATION_CONSTR","PERIODE_DEVRT","DATEREELLE_DECISION_FAV","DATEREELLE_DOC"
"84","01","01005","2017","00100517V0016","10","2",,,,"843","rue","Ampere",,,"69400","VILLEFRANCHE SUR SAONE",,"100",,"route","du 3 septembre 1944",,,"01330","AMBERIEUX EN DOMBES",,"0205AC",,,2,199,,,,0,0,0,0,1,0,0,1,0,1,,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,67,37,0,0,0,"7","2018-03-30","2018-03-01",
"84","01","01011","2018","00101118H0002","90","2",,,,,,"2 chemin DE PACHOU",,,"01100","APREMONT",,"100",,,"SOUS LA ROCHE",,,"01100","APREMONT",,"02950B",,,1,660,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,"1","2018-03-30",,
"84","01","01021","2018","00102118V0008","90","2",,,,"87",,"Chemin Chante Grillet",,,"01480","ARS SUR FORMANS",,"100",,,"87 CHEMIN CHANTE GRILLET",,,"01480","ARS SUR FORMANS",,"02170A",,,1,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,"1","2018-03-30",,
"84","01","01024","2016","00102416D0023","20","2",,"BOURG HABITAT","27010003500012","16","Avenu","Maginot","CS 31001",,"01009","BOURG EN BRESSE",,"100",,,"LA GENETIERE - ALLEE DE LA",,,"01340","ATTIGNAT",,"0021AB","0022AB","0023AB",3,5011,,,,1,7,21,4,0,0,0,0,33,33,,"1",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,0,3329,0,0,0,"14","2018-03-30","2016-12-01","2017-06-12"
"84","01","01024","2017","00102417D0025","10","2",,,,"64","Chemi","des Rutis",,,"01250","JASSERON",,"100",,"Route","de Charmeil","Lot 2",,"01340","ATTIGNAT",,"0050AD",,,3,19940,,,,0,0,0,0,1,0,0,1,0,1,,"1",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,125,0,0,0,"5","2018-03-30","2017-08-25","2018-01-22"
"84","01","01031","2018","00103118H0002","90","2",,"SAS M.M. LUXURY HOMES - M. MEHALLEL Mohamed","81278407200025",,,"2 Rue d'Echallon",,,"01100","OYONNAX",,"100",,,"10 ROUTE DE GROISSIAT",,,"01100","BELLIGNAT",,"0056AL",,,1,7074,,,,0,0,0,0,0,0,0,10,0,10,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,184,1377,0,0,0,"7","2018-03-30",,
"84","01","01032","2017","0010321700001","10","2",,,,"1887","route","de Geneve",,,"01120","DAGNEUX",,"100",,"route","de Cruisseau","lot 3",,"01360","BELIGNEUX",,"14600A","14610A",,3,942,,,,0,0,0,0,0,1,0,1,0,1,,"1",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,186,0,0,0,"5","2018-03-30","2017-08-10","2018-01-29"
"84","01","01032","2017","0010321700004","10","2",,,,,"lotis","residence Saint Maurice","batiment B",,"01700","SAINT MAURICE DE BEYNOST",,"100",,,"route de Cruisseau","lot n_2",,"01360","BELIGNEUX",,"14610A",,,3,775,,,,0,0,0,0,1,0,0,1,0,1,,"1",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,134,134,0,0,0,"7","2018-03-30","2017-07-25","2017-12-01"
"84","01","01043","2018","00104318A0001","10","2",,,,"17","RUE","VERLAINE",,,"69500","BRON",,"100",,,"LES POMMIERES","RUE CENTRALE",,"01700","BEYNOST",,"0774AB",,,2,351,,,,0,0,0,0,1,0,0,1,0,1,,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,92,0,0,0,"5","2018-03-30","2018-03-02",
"84","01","01043","2018","00104318A0010","90","2",,,,"327","RUE","DU MIDI",,,"01700","BEYNOST",,"100","127","RUE","DES JACQUETIERES",,,"01700","BEYNOST",,"0779AL",,,1,638,,,,0,0,0,0,0,0,0,1,0,1,,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,124,0,0,0,"5","2018-03-30",,
