siretAcheteur,urlProfilAcheteur,urlDCAT,coordonnees
24690074000035,https://marches-paysmornantais.omnikles.com,https://marches-paysmornantais.omnikles.com/xmarches/des/fournisseur/listingdes.do,50 avenue du Pays Mornantais - 69440 MORNANT
