"REG","DEP","COMM","ANNEE_DEPOT","ID_PC","CAT_MOA","TYPE_MOA","RS_D","DENOMINATION_D","SIRET_D","ADR_NUM_D","ADR_TYPEVOIE_D","ADR_LIBELLEVOIE_D","ADR_LIEUDIT_D","ADR_BP_D","ADR_CP_D","ADR_LOCALITE_D","ADR_CEDEX_D","ADR_PAYS_D","ADR_NUM_T","ADR_TYPEVOIE_T","ADR_LIBELLEVOIE_T","ADR_LIEUDIT_T","ADR_BP_T","ADR_CP_T","ADR_LOCALITE_T","ADR_CEDEX_T","CADASTRE1","CADASTRE2","CADASTRE3","TYPE_EVT","SUPERFICIE_T","LOTISSEMENT","ZAC","AFU","NB_NIV_MAX","NATURE_PROJET","I_EXTENSION","I_SURELEVATION","I_NIVSUPP","NB_CHB","SDP_A2","SDP_B2","SDP_D2","SDP_E2","SDP_F2","SDP_A3","SDP_B3","SDP_D3","SDP_E3","SDP_F3","SDP_A4","SDP_B4","SDP_D4","SDP_E4","SDP_F4","SDP_A5","SDP_B5","SDP_D5","SDP_E5","SDP_F5","SDP_A6","SDP_B6","SDP_D6","SDP_E6","SDP_F6","SDP_A7","SDP_B7","SDP_D7","SDP_E7","SDP_F7","SDP_A8","SDP_B8","SDP_D8","SDP_E8","SDP_F8","SDP_A9","SDP_B9","SDP_D9","SDP_E9","SDP_F9","I_TRANSPORT","I_ENSETRECH","I_SANTE","I_ACTSOCIAL","I_OUVRAGESPEC","I_CULTURE","TYPE_OPERATION_CONSTR","DPC","DATEREELLE_DECISION_FAV","DATEREELLE_DOC"
"84","01","01004","2019","00100419A1018","9","2",,"SCCV AMBERIEU","84834550000013","32","Alle","de la Pepiniere",,,"80480","DURY",,"100","44","Avenu","Jules Pellaudin",,,"01 50","AMBERIEU-EN-BUGEY",,"1027BP","0337BP","0336BP",1,2726,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14",2019-04-30,,
"84","01","01014","2019","00101419H0003","2","2","SAS BRUOT/ CC BOURG.","ETABLISSEMENT BRUOT","78837895800011",,,"17 RUE DE TAMAS","ZI NORD",,"01100","ARBENT",,"100",,,"17 RUE DE TAMAS",,,"01100","ARBENT",,"0030AN",,,2,2500,,,,,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,168,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8",2019-04-30,"2019-04-18",
"84","01","01016","2019","00101619D0002","1","2","SCI CYDDIMO",,"84282863400019","4",,"chemin des Rio",,,"01190","Arbigny",,"100","4",,"chemin des Rio",,,"01190","Arbigny",,"143ZL","166PZL","167pZL",2,4770,,,,,"1",0,0,0,0,0,0,0,0,0,79,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14",2019-04-30,"2019-04-10",
"84","01","01024","2017","00102417D0021","2","2",,"MAIRIE D'ATTIGNAT representee par Monsieur MARTIN","21010024400016","305",,"Grande Rue",,,"01340","ATTIGNAT",,"100","333","Alle","du Chateau",,,"01340","ATTIGNAT",,"0049AA",,,2,3767,,,,,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,1,"8",2019-04-30,"2017-10-05",
"84","01","01028","2018","00102818V0003","9","2",,"EARL DE MAISON NEUVE","31816423300013",,"LIEU-","LES MAISONS NEUVES",,,"01990","BANEINS",,"100",,,"Les Maisons Neuves",,,"01990","BANEINS",,"0066ZE",,,2,45617,,,,,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8",2019-04-30,"2018-04-27",
"84","01","01033","2018","00103318B0027","9","2",,"NILOU",,"2","Avenu","Marechal Leclerc",,,"01200","BELLEGARDE SUR VALSERINE",,"100","2","Avenu","Marechal Leclerc",,,"01200","BELLEGARDE-SUR-VALSERINE",,"0260AC",,,2,0,,,,,"2",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,"14",2019-04-30,"2019-04-17",
"84","01","01033","2019","00103319B0017","9","2",,"SCI CDB THALIA",,,,"576 rue du Bourg",,,"01630","SAINT-JEAN-DE-GONVILLE",,"100",,,"Parc d'activites des Etou",,,"01200","VALSERHONE",,"0277AI","0258AI","0243AI",1,1719,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8",2019-04-30,,
"84","01","01034","2017","00103417C0032","9","2",,"ARIMC (LOUBET J.Luc)  (batiment TAIC)","77564325700345",,,"20 boulevard de Balmont",,,"69009","LYON",,"100",,,"214 route de Parves",,,"01300","BELLEY",,"21040A",,,2,2890,,,,,"2",0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,"14",2019-04-30,"2018-03-02",
"84","01","01034","2019","00103419C0013","9","2",,"TDF","34240439903453",,,"1194 Route des Echets",,,"01390","TRAMOYES",,"100",,,"CHAMPEILLON OUEST",,,"01300","BELLEY",,"00680C",,,1,2640,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,"8",2019-04-30,,
"84","01","01034","2019","00103419C0014","9","2",,"Ets MOREL","54632002900012",,,"570 Route de brens",,,"01300","Belley",,"100",,,"570 route de brens",,,,"BELLEY",,"02180C",,,1,770,,,,,,0,0,0,0,0,0,0,0,0,54,72,0,0,0,0,0,0,0,0,1500,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14",2019-04-30,,
"84","01","01043","2018","00104318A0044","9","2",,"SOGEGAMAR","95059179200060","37","RUE","ETIENNE MARCEL",,,"75001","PARIS",,"100",,,"CENTRE COMMERCIAL BEYNOST","ZAC DES BATERSES",,"01700","BEYNOST",,"1244AN","1153AN","1293AN",2,152878,,,,,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,56007,3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8",2019-04-30,"2019-03-03",
"84","01","01047","2019","00104719A0003","2","2",,"COMMUNE DE BLYES representee par Monsieur MARTIN","21010047500016",,"Place","de la Mairie",,,"01 15","BLYES",,"100","37","Chemi","de Ruvaison",,,"01 15","BLYES",,"0161AE",,,2,2418,,,,,"2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,221,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,1,0,"14",2019-04-30,"2019-04-09",
"84","01","01049","2017","0010491700017","9","2",,"MURGIER SAS",,"432","rue","des Barronieres",,,"01700","BEYNOST",,"100",,,"ZAC des Viaducs","RD 1084",,"01120","LA BOISSE",,"0935AL","0959AL",,2,19310,,,,,"1",0,0,0,0,0,0,0,0,0,0,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14",2019-04-30,"2018-01-04",
"84","01","01049","2017","0010491700019","8","2",,"OCAL",,"16","avenu","Edouard Herriot",,,"69500","BRON",,"100","145",,"ROUTE DE TRAMOYES",,,"01120","LA BOISSE",,"0126AB",,,2,525,,,,,"2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14",2019-04-30,"2018-03-29",
"84","01","01049","2019","0010491900010","9","2",,"SAS GALBOIS","44043637600014","20",,"Route Nationale 84",,,"01120","LA BOISSE",,"100","20",,"Route Nationale 84",,,"01120","LA BOISSE",,"0702AE",,,1,5197,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8",2019-04-30,,
"84","01","01052","2019","00105219V0003","9","2","SCEA LE LANDAY",,"53205747800010",,,,"LE LANDAY",,"01330","Bouligneux",,"100",,,,"LE LANDAY",,"01330","Bouligneux",,"181B","131B","126B",1,940000,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,100,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13",2019-04-30,,
"84","01","01053","2018","00105318O0061","1","2",,"SCI Imagina","84153048800011",,,"25  avenue des sources",,,"69009","Lyon",,"100",,,"75  avenue de Jasseron",,,"01000","Bourg-en-Bresse",,"0329BX",,,2,1626,,,,,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,0,0,0,0,0,1,0,0,0,"8",2019-04-30,"2019-04-11",
"84","01","01053","2018","00105318O0064","9","2",,"CLINIQUE CONVERT","77220148900022",,,"62 avenue de Jasseron",,,"01000","BOURG EN BRESSE",,"100",,,"62 avenue de Jasseron",,,"01000","Bourg-en-Bresse",,"0238CD",,,2,9727,,,,,"2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14562,412,0,0,0,0,0,1,0,0,0,"8",2019-04-30,"2019-04-11",
