code_circonscription,libelle_commune,code_commune,nom_commune,statut,z_moyen,superficie,population,latitude,longitude,geo_shape,Inscrits,Abstentions,Abs/Ins,Votants,Vot/Ins_global,Blancs,Blancs/Ins,Blancs/Vot,Nuls,Nuls/Ins,Nuls/Vot,Exprimés,Exp/Ins_global,Exp/Vot_global,Panneau,Sexe,Nom,Prenom,Nuance,Voix,Voix/Ins,Voix/Exp,Panneau-2,Sexe-2,Nom-2,Prenom-2,Nuance-2,Voix-2,Voix/Ins-2,Voix/Exp-2,Panneau-3,Sexe-3,Nom-3,Prénom-3,Nuance-3,Voix-3,Voix/Ins-3,Voix/Exp-3,Panneau-4,Sexe-4,Nom-4,Prenom-4,Nuance-4,Voix-4,Voix/Ins-4,Voix/Exp-4,Panneau-5,Sexe-5,Nom-5,Prenom-5,Nuance-5,Voix-5,Voix/Ins-5,Voix/Exp-5,Panneau-6,Sexe-6,Nom-6,Prenom-6,Nuance-6,Voix-6,Voix/Ins-6,Voix/Exp-6,Panneau-7,Sexe-7,Nom-7,Prénom-7,Nuance-7,Voix-7,Voix/Ins-7,Voix/Exp-7,Panneau-8,Sexe-8,Nom-8,Prenom-8,Nuance-8,Voix-8,Voix/Ins-8,Voix/Exp-8,Panneau-9,Sexe-9,Nom-9,Prenom-9,Nuance-9,Voix-9,Voix/Ins-9,Voix/Exp-9,Panneau-10,Sexe-10,Nom-10,Prénom-10,Nuance-10,Voix-10,Voix/Ins-10,Voix/Exp-10,Panneau-11,Sexe-11,Nom-11,Prenom-11,Nuance-11,Voix-11,Voix/Ins-11,Voix/Exp-11,Panneau-12,Sexe-12,Nom-12,Prénom-12,Nuance-12,Voix-12,Voix/Ins-12,Voix/Exp-12,Panneau-13,Sexe-13,Nom-13,Prénom-13,Nuance-13,Voix-13,Voix/Ins-13,Voix/Exp-13,Panneau-14,Sexe-14,Nom-14,Prénom-14,Nuance-14,Voix-14,Voix/Ins-14,Voix/Exp-14,Panneau-15,Sexe-15,Nom-15,Prénom-15,Nuance-15,Voix-15,Voix/Ins-15,Voix/Exp-15,Panneau-16,Sexe-16,Nom-16,Prénom-16,Nuance-16,Voix-16,Voix/Ins-16,Voix/Exp-16,Panneau-17,Sexe-17,Nom-17,Prénom-17,Nuance-17,Voix-17,Voix/Ins-17,Voix/Exp-17,Panneau-18,Sexe-18,Nom-18,Prénom-18,Nuance-18,Voix-18,Voix/Ins-18,Voix/Exp-18,Panneau-19,Sexe-19,Nom-19,Prénom-19,Nuance-19,Voix-19,Voix/Ins-19,Voix/Exp-19,Panneau-20,Sexe-20,Nom-20,Prénom-20,Nuance-20,Voix-20,Voix/Ins-20,Voix/Exp-20,Panneau-21,Sexe-21,Nom-21,Prénom-21,Nuance-21,Voix-21,Voix/Ins-21,Voix/Exp-21,Panneau-22,Sexe-22,Nom-22,Prénom-22,Nuance-22,Voix-22,Voix/Ins-22,Voix/Exp-22
11,11ème circonscription,138,Coutras,Chef-lieu canton,19.0,3384.0,8.0,45.0390867207, -0.105373715279,"{""type"": ""Polygon""; ""coordinates"": [[[-0.089161120722055; 45.017697111205095]; [-0.116732478023901; 45.01387358556417]; [-0.129243497224669; 45.02406513641358]; [-0.138656341366932; 45.025611248223655]; [-0.147629812757953; 45.03289097882478]; [-0.146225967520773; 45.03594935074863]; [-0.159047844253749; 45.03435166905338]; [-0.163699456632852; 45.03975234333809]; [-0.172455584140916; 45.04153063577776]; [-0.170266217973592; 45.047306058140165]; [-0.163389783185782; 45.05225952488879]; [-0.134878271898684; 45.057066826885816]; [-0.131943605141526; 45.067322811825846]; [-0.12729082847999; 45.068480813091526]; [-0.117674031337803; 45.06841703215788]; [-0.111469514671333; 45.063174994509644]; [-0.090189870558617; 45.05497298769794]; [-0.086817150515008; 45.04522679789033]; [-0.082626541450425; 45.04345066299824]; [-0.072911402134473; 45.04382738585715]; [-0.067547977478429; 45.04893116631958]; [-0.049548396378146; 45.04448784388963]; [-0.047064725223964; 45.041591376765254]; [-0.049851645352854; 45.031630478151904]; [-0.026582877168876; 45.03464440314253]; [-0.024277181381601; 45.02842680245679]; [-0.026475504953955; 45.02560985330322]; [-0.030706478396557; 45.0267832077411]; [-0.039409550237782; 45.029348127605836]; [-0.043429355407053; 45.02756232364285]; [-0.042460396670987; 45.020957093041886]; [-0.065631178727806; 45.02299732093517]; [-0.074334328931036; 45.019990963866725]; [-0.080819708228994; 45.02494767452085]; [-0.090086572371512; 45.02663706116629]; [-0.092892436686088; 45.02383788050279]; [-0.089161120722055; 45.017697111205095]]]}",6167,3057,"49,57",3110,"50,43",42,"0,68","1,35",19,"0,31","0,61",3049,"49,44","98,04",1,F,LACOSTE,Michelle,SOC,577,"9,36","18,92",2,F,GOGUET,Caroline,ECO,44,"0,71","1,44",3,M,GIACOMOTTO,Georges,DLF,23,"0,37","0,75",4,M,BOURNAZEAU,Bernard,DVG,8,"0,13","0,26",5,F,CONTE JAUBERT,Mireille,LR,189,"3,06","6,2",6,F,DEPENVEILLER,Laetitia,DIV,8,"0,13","0,26",7,M,JAY,François,EXD,10,"0,16","0,33",8,F,LOSSON,Joëlle,FI,307,"4,98","10,07",9,M,LABORDE,Sébastien,COM,71,"1,15","2,33",10,M,RICHARD,Olivier,ECO,64,"1,04","2,1",11,M,BEN HADJ SALEM,Marouni,EXG,18,"0,29","0,59",12,F,HAMMERER,Véronique,REM,748,"12,13","24,53",13,M,LORIAUD,Xavier,DVD,261,"4,23","8,56",14,F,LIGOZAT,Sabine,DIV,11,"0,18","0,36",15,M,BALDÈS,Denis,DVD,25,"0,41","0,82",16,F,DIAZ,Edwige,FN,685,"11,11","22,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,139,Coutures,Commune simple,56.0,335.0,0.1,44.652450698, 0.0315149165133,"{""type"": ""Polygon""; ""coordinates"": [[[0.024756451263438; 44.63931426624035]; [0.016636603553175; 44.650158616644745]; [0.026087508490481; 44.65689077249673]; [0.039566333582168; 44.664847101495326]; [0.043514767931272; 44.67379964521091]; [0.047209000415476; 44.67293435399592]; [0.036947315302552; 44.653200299839725]; [0.039987812662093; 44.64289432989318]; [0.030296358019757; 44.641219994592355]; [0.024756451263438; 44.63931426624035]]]}",67,23,"34,33",44,"65,67",0,0,0,0,0,0,44,"65,67",100,1,M,DUVAL-CAMPANA,Patrick,FN,5,"7,46","11,36",2,M,MORIN,Jean-Claude,DVD,0,0,0,3,M,LAVIN,Richard,EXG,0,0,0,4,F,FABRE-NADLER,Anne-Laure,ECO,3,"4,48","6,82",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,10,"14,93","22,73",7,M,FEBBRARI,Alexis,DLF,0,0,0,8,M,MIQUEU,Christophe,FI,8,"11,94","18,18",9,F,VEYSSY,Catherine,SOC,4,"5,97","9,09",10,M,LAMOTHE,Benoit,DIV,0,0,0,11,M,D'AMÉCOURT,Yves,LR,14,"20,9","31,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,140,Créon,Chef-lieu canton,91.0,801.0,4.1,44.770425384, -0.343606134456,"{""type"": ""Polygon""; ""coordinates"": [[[-0.324771181210773; 44.787493830089915]; [-0.321487983219997; 44.78118538460409]; [-0.336072145064193; 44.7725921440818]; [-0.328853452348738; 44.75643613692452]; [-0.33340452017418; 44.7504330485923]; [-0.347346818619487; 44.75288705600705]; [-0.344553789267225; 44.757594150785415]; [-0.352074330905067; 44.758367036843325]; [-0.366494423659706; 44.766850825209275]; [-0.351414784909319; 44.7865560703159]; [-0.34274175248032; 44.78433995057269]; [-0.324771181210773; 44.787493830089915]]]}",3306,1687,"51,03",1619,"48,97",36,"1,09","2,22",9,"0,27","0,56",1574,"47,61","97,22",1,M,DUVAL-CAMPANA,Patrick,FN,238,"7,2","15,12",2,M,MORIN,Jean-Claude,DVD,5,"0,15","0,32",3,M,LAVIN,Richard,EXG,9,"0,27","0,57",4,F,FABRE-NADLER,Anne-Laure,ECO,118,"3,57","7,5",5,F,LARGETEAU,Catherine,DVG,12,"0,36","0,76",6,F,DUBOS,Christelle,REM,571,"17,27","36,28",7,M,FEBBRARI,Alexis,DLF,29,"0,88","1,84",8,M,MIQUEU,Christophe,FI,291,"8,8","18,49",9,F,VEYSSY,Catherine,SOC,178,"5,38","11,31",10,M,LAMOTHE,Benoit,DIV,9,"0,27","0,57",11,M,D'AMÉCOURT,Yves,LR,114,"3,45","7,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,141,Croignon,Commune simple,63.0,469.0,0.5,44.8210599121, -0.344003297739,"{""type"": ""Polygon""; ""coordinates"": [[[-0.345205486765011; 44.80426158113815]; [-0.350546208422889; 44.818680618490085]; [-0.361879009513207; 44.83372008967191]; [-0.340777814388236; 44.83516874814822]; [-0.329052154189171; 44.80913634619558]; [-0.345205486765011; 44.80426158113815]]]}",493,232,"47,06",261,"52,94",4,"0,81","1,53",3,"0,61","1,15",254,"51,52","97,32",1,M,DUVAL-CAMPANA,Patrick,FN,23,"4,67","9,06",2,M,MORIN,Jean-Claude,DVD,0,0,0,3,M,LAVIN,Richard,EXG,0,0,0,4,F,FABRE-NADLER,Anne-Laure,ECO,23,"4,67","9,06",5,F,LARGETEAU,Catherine,DVG,2,"0,41","0,79",6,F,DUBOS,Christelle,REM,83,"16,84","32,68",7,M,FEBBRARI,Alexis,DLF,7,"1,42","2,76",8,M,MIQUEU,Christophe,FI,35,"7,1","13,78",9,F,VEYSSY,Catherine,SOC,15,"3,04","5,91",10,M,LAMOTHE,Benoit,DIV,1,"0,2","0,39",11,M,D'AMÉCOURT,Yves,LR,65,"13,18","25,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,142,Cubnezais,Commune simple,40.0,1033.0,1.3,45.0728274718, -0.419591338026,"{""type"": ""Polygon""; ""coordinates"": [[[-0.408729612794195; 45.05869831620592]; [-0.425261539434001; 45.063499241236464]; [-0.452144556821506; 45.062254450485504]; [-0.450542148695605; 45.06905448894438]; [-0.434366181685915; 45.0817123316135]; [-0.433517450463915; 45.08860599928882]; [-0.414780481779316; 45.08657735139333]; [-0.388971030655015; 45.07739799272739]; [-0.400533965849252; 45.05984113872323]; [-0.408729612794195; 45.05869831620592]]]}",985,520,"52,79",465,"47,21",15,"1,52","3,23",3,"0,3","0,65",447,"45,38","96,13",1,F,LACOSTE,Michelle,SOC,12,"1,22","2,68",2,F,GOGUET,Caroline,ECO,6,"0,61","1,34",3,M,GIACOMOTTO,Georges,DLF,4,"0,41","0,89",4,M,BOURNAZEAU,Bernard,DVG,8,"0,81","1,79",5,F,CONTE JAUBERT,Mireille,LR,24,"2,44","5,37",6,F,DEPENVEILLER,Laetitia,DIV,5,"0,51","1,12",7,M,JAY,François,EXD,2,"0,2","0,45",8,F,LOSSON,Joëlle,FI,64,"6,5","14,32",9,M,LABORDE,Sébastien,COM,12,"1,22","2,68",10,M,RICHARD,Olivier,ECO,8,"0,81","1,79",11,M,BEN HADJ SALEM,Marouni,EXG,7,"0,71","1,57",12,F,HAMMERER,Véronique,REM,125,"12,69","27,96",13,M,LORIAUD,Xavier,DVD,19,"1,93","4,25",14,F,LIGOZAT,Sabine,DIV,0,0,0,15,M,BALDÈS,Denis,DVD,11,"1,12","2,46",16,F,DIAZ,Edwige,FN,140,"14,21","31,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,143,Cubzac-les-Ponts,Commune simple,11.0,892.0,2.0,44.9696352985, -0.446132776747,"{""type"": ""Polygon""; ""coordinates"": [[[-0.454946073154667; 44.9534240640769]; [-0.469475323860694; 44.97059055593555]; [-0.472726490401806; 44.98023144136897]; [-0.443070440487261; 44.98034264544025]; [-0.41971719311842; 44.97470079010904]; [-0.41224397692217; 44.97019906411217]; [-0.454946073154667; 44.9534240640769]]]}",1848,961,52,887,48,20,"1,08","2,25",3,"0,16","0,34",864,"46,75","97,41",1,F,LACOSTE,Michelle,SOC,57,"3,08","6,6",2,F,GOGUET,Caroline,ECO,9,"0,49","1,04",3,M,GIACOMOTTO,Georges,DLF,6,"0,32","0,69",4,M,BOURNAZEAU,Bernard,DVG,92,"4,98","10,65",5,F,CONTE JAUBERT,Mireille,LR,41,"2,22","4,75",6,F,DEPENVEILLER,Laetitia,DIV,1,"0,05","0,12",7,M,JAY,François,EXD,6,"0,32","0,69",8,F,LOSSON,Joëlle,FI,141,"7,63","16,32",9,M,LABORDE,Sébastien,COM,26,"1,41","3,01",10,M,RICHARD,Olivier,ECO,18,"0,97","2,08",11,M,BEN HADJ SALEM,Marouni,EXG,5,"0,27","0,58",12,F,HAMMERER,Véronique,REM,254,"13,74","29,4",13,M,LORIAUD,Xavier,DVD,25,"1,35","2,89",14,F,LIGOZAT,Sabine,DIV,2,"0,11","0,23",15,M,BALDÈS,Denis,DVD,6,"0,32","0,69",16,F,DIAZ,Edwige,FN,175,"9,47","20,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9ème circonscription,144,Cudos,Commune simple,103.0,3493.0,0.8,44.3779081527, -0.188470066299,"{""type"": ""Polygon""; ""coordinates"": [[[-0.213296887703163; 44.34650633710583]; [-0.221000484330004; 44.35061433273207]; [-0.217908784477545; 44.364038244508066]; [-0.227446906299767; 44.36502911944433]; [-0.23580965120067; 44.37709003243232]; [-0.236084519385656; 44.404308012280175]; [-0.232292127797289; 44.40677987214428]; [-0.225285454084044; 44.40953500013011]; [-0.204459479037031; 44.405097967146276]; [-0.201552419911693; 44.402362674008955]; [-0.203434381755252; 44.3956501494339]; [-0.192290554572275; 44.38944231550091]; [-0.185021403233074; 44.380607854840676]; [-0.180621710618775; 44.3792125902321]; [-0.171076648417718; 44.37879437796441]; [-0.167460181041598; 44.38106067750485]; [-0.160812709491971; 44.397440865219515]; [-0.156049477684679; 44.39787483253485]; [-0.14520706948774; 44.403329250020526]; [-0.132034473933428; 44.4001012598089]; [-0.131396016196159; 44.37130933242537]; [-0.190113463008117; 44.35015419013616]; [-0.213296887703163; 44.34650633710583]]]}",593,260,"43,84",333,"56,16",4,"0,67","1,2",3,"0,51","0,9",326,"54,97","97,9",1,F,LOUSTAU,Fanny,DIV,4,"0,67","1,23",2,F,RIVIÈRE DURIVAULT,Sophie,FN,38,"6,41","11,66",3,M,DHERSIN,Patrick,ECO,0,0,0,4,M,DUFRANC,Michel,LR,30,"5,06","9,2",5,M,BAUDE,Dominique,ECO,13,"2,19","3,99",6,M,DE JAEGER,Xavier,DIV,3,"0,51","0,92",7,M,COURJAUD,Antoine,DVG,1,"0,17","0,31",8,M,SAVARY,Gilles,SOC,63,"10,62","19,33",9,F,METTE,Sophie,MDM,111,"18,72","34,05",10,M,BERTHONNEAU,Rémy,DLF,5,"0,84","1,53",11,M,PAPIAU,François,FI,49,"8,26","15,03",12,F,GUERNÉ,Cristine,COM,6,"1,01","1,84",13,M,DELCAMP,Jean-Philippe,EXG,3,"0,51","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,145,Cursan,Commune simple,73.0,604.0,0.5,44.7957089304, -0.33460674853,"{""type"": ""Polygon""; ""coordinates"": [[[-0.324771181210773; 44.787493830089915]; [-0.34274175248032; 44.78433995057269]; [-0.351414784909319; 44.7865560703159]; [-0.35570454670493; 44.790373193366584]; [-0.345205486765011; 44.80426158113815]; [-0.329052154189171; 44.80913634619558]; [-0.324512280499179; 44.803865868028275]; [-0.312371128030033; 44.7995255292299]; [-0.315209498324899; 44.7937906974774]; [-0.324771181210773; 44.787493830089915]]]}",443,207,"46,73",236,"53,27",5,"1,13","2,12",0,0,0,231,"52,14","97,88",1,M,DUVAL-CAMPANA,Patrick,FN,39,"8,8","16,88",2,M,MORIN,Jean-Claude,DVD,1,"0,23","0,43",3,M,LAVIN,Richard,EXG,1,"0,23","0,43",4,F,FABRE-NADLER,Anne-Laure,ECO,18,"4,06","7,79",5,F,LARGETEAU,Catherine,DVG,0,0,0,6,F,DUBOS,Christelle,REM,80,"18,06","34,63",7,M,FEBBRARI,Alexis,DLF,9,"2,03","3,9",8,M,MIQUEU,Christophe,FI,43,"9,71","18,61",9,F,VEYSSY,Catherine,SOC,17,"3,84","7,36",10,M,LAMOTHE,Benoit,DIV,4,"0,9","1,73",11,M,D'AMÉCOURT,Yves,LR,19,"4,29","8,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5ème circonscription,146,Cussac-Fort-Médoc,Commune simple,9.0,2427.0,2.0,45.1199548347, -0.72618379335,"{""type"": ""Polygon""; ""coordinates"": [[[-0.742212831063334; 45.09629374237371]; [-0.758437875166461; 45.10251717331692]; [-0.764017611135038; 45.11165853985686]; [-0.760436605557997; 45.136379355028815]; [-0.71646120896437; 45.138881652397316]; [-0.693257319865994; 45.145061114442846]; [-0.687392375074239; 45.110254365273]; [-0.727726149569099; 45.09776196989371]; [-0.742212831063334; 45.09629374237371]]]}",1378,738,"53,56",640,"46,44",8,"0,58","1,25",4,"0,29","0,63",628,"45,57","98,13",1,F,LEGRAND,Florence,LR,49,"3,56","7,8",2,M,BRARD,Julien,DIV,5,"0,36","0,8",3,M,TAVEAU,François-Régis,EXD,1,"0,07","0,16",4,M,CAPELLI,Christophe,DVD,8,"0,58","1,27",5,F,NGUYEN,Thi Be,DIV,2,"0,15","0,32",6,F,COLEMYN,Sonia,DLF,13,"0,94","2,07",7,F,GOT,Pascale,SOC,136,"9,87","21,66",8,F,CALVO,Martine,FI,64,"4,64","10,19",9,M,SAUBUSSE,Stéphane,ECO,11,"0,8","1,75",10,M,DE FOURNAS,Grégoire,FN,150,"10,89","23,89",11,M,SIMIAN,Benoit,REM,157,"11,39",25,12,M,COSTE,Rémy,EXG,5,"0,36","0,8",13,M,LE BOT,Stéphane,COM,27,"1,96","4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10ème circonscription,147,Daignac,Commune simple,61.0,572.0,0.5,44.7959422928, -0.235707900811,"{""type"": ""Polygon""; ""coordinates"": [[[-0.216275992978373; 44.78275735151827]; [-0.222654155440376; 44.78521216071015]; [-0.247453227593312; 44.787182409035616]; [-0.252322970099612; 44.78999513881417]; [-0.251980378427942; 44.816875519853504]; [-0.240409336548361; 44.81226735219977]; [-0.242412194819568; 44.80595529047232]; [-0.237257449896219; 44.80062739308503]; [-0.2263065602391; 44.7948374177594]; [-0.220495805669024; 44.79965592069708]; [-0.209205987310668; 44.791441297966855]; [-0.215963822202051; 44.7828294860603]; [-0.216275992978373; 44.78275735151827]]]}",368,198,"53,8",170,"46,2",7,"1,9","4,12",1,"0,27","0,59",162,"44,02","95,29",1,M,POUVREAU,Charles,UDI,1,"0,27","0,62",2,F,MOULARD,Jacqueline,DIV,0,0,0,3,F,SÉJOURNET,Agnès,ECO,10,"2,72","6,17",4,F,GÉNIN,Gaëlle,EXG,2,"0,54","1,23",5,M,GARRAUD,Jean-Paul,LR,26,"7,07","16,05",6,M,DELAMORTE,Julien,DLF,2,"0,54","1,23",7,M,BOUDIÉ,Florent,REM,37,"10,05","22,84",8,F,LAMOTHE,Nolwenn,DIV,0,0,0,9,M,GARANTO,Antoine,SOC,11,"2,99","6,79",10,F,BAJOU,Eloïse,FI,34,"9,24","20,99",11,F,CHADOURNE,Sandrine,FN,39,"10,6","24,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10ème circonscription,148,Dardenac,Commune simple,60.0,151.0,0.1,44.7835125524, -0.239650507452,"{""type"": ""Polygon""; ""coordinates"": [[[-0.241882475372895; 44.778569063781156]; [-0.252245077706959; 44.783401525687694]; [-0.247453227593312; 44.787182409035616]; [-0.222654155440376; 44.78521216071015]; [-0.241882475372895; 44.778569063781156]]]}",75,22,"29,33",53,"70,67",0,0,0,3,4,"5,66",50,"66,67","94,34",1,M,POUVREAU,Charles,UDI,0,0,0,2,F,MOULARD,Jacqueline,DIV,1,"1,33",2,3,F,SÉJOURNET,Agnès,ECO,2,"2,67",4,4,F,GÉNIN,Gaëlle,EXG,0,0,0,5,M,GARRAUD,Jean-Paul,LR,8,"10,67",16,6,M,DELAMORTE,Julien,DLF,0,0,0,7,M,BOUDIÉ,Florent,REM,20,"26,67",40,8,F,LAMOTHE,Nolwenn,DIV,1,"1,33",2,9,M,GARANTO,Antoine,SOC,2,"2,67",4,10,F,BAJOU,Eloïse,FI,12,16,24,11,F,CHADOURNE,Sandrine,FN,4,"5,33",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,149,Daubèze,Commune simple,72.0,570.0,0.2,44.7103814414, -0.133821716061,"{""type"": ""Polygon""; ""coordinates"": [[[-0.12228422816135; 44.697984928735885]; [-0.14793527092704; 44.706925913209005]; [-0.156617987940162; 44.69954260754705]; [-0.158702127922788; 44.70021294957874]; [-0.153116477292344; 44.71077888918367]; [-0.14526057985387; 44.71897633438868]; [-0.133021613982123; 44.72363022083854]; [-0.119563646156204; 44.71454081257008]; [-0.114837016587; 44.71475501917322]; [-0.114823981065291; 44.705844579990135]; [-0.12228422816135; 44.697984928735885]]]}",109,34,"31,19",75,"68,81",0,0,0,0,0,0,75,"68,81",100,1,M,DUVAL-CAMPANA,Patrick,FN,6,"5,5",8,2,M,MORIN,Jean-Claude,DVD,0,0,0,3,M,LAVIN,Richard,EXG,0,0,0,4,F,FABRE-NADLER,Anne-Laure,ECO,1,"0,92","1,33",5,F,LARGETEAU,Catherine,DVG,1,"0,92","1,33",6,F,DUBOS,Christelle,REM,21,"19,27",28,7,M,FEBBRARI,Alexis,DLF,0,0,0,8,M,MIQUEU,Christophe,FI,4,"3,67","5,33",9,F,VEYSSY,Catherine,SOC,4,"3,67","5,33",10,M,LAMOTHE,Benoit,DIV,0,0,0,11,M,D'AMÉCOURT,Yves,LR,38,"34,86","50,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12ème circonscription,150,Dieulivol,Commune simple,54.0,1042.0,0.3,44.6779870781, 0.103507198819,"{""type"": ""Polygon""; ""coordinates"": [[[0.089815139169139; 44.662523152699535]; [0.078482831331843; 44.6734134521487]; [0.081453595348466; 44.6833296542031]; [0.094995357151696; 44.7006138721909]; [0.100332313108899; 44.70097906574703]; [0.107043246521493; 44.68542517222049]; [0.115539452903114; 44.68226869871579]; [0.134422273848202; 44.68241708695222]; [0.131130033102536; 44.67367435845894]; [0.133567023807594; 44.66796295459774]; [0.120011213624734; 44.66495322097263]; [0.106132809057775; 44.66726656230053]; [0.103115238691269; 44.66457500828498]; [0.089815139169139; 44.662523152699535]]]}",205,86,"41,95",119,"58,05",0,0,0,0,0,0,119,"58,05",100,1,M,DUVAL-CAMPANA,Patrick,FN,12,"5,85","10,08",2,M,MORIN,Jean-Claude,DVD,1,"0,49","0,84",3,M,LAVIN,Richard,EXG,0,0,0,4,F,FABRE-NADLER,Anne-Laure,ECO,10,"4,88","8,4",5,F,LARGETEAU,Catherine,DVG,1,"0,49","0,84",6,F,DUBOS,Christelle,REM,54,"26,34","45,38",7,M,FEBBRARI,Alexis,DLF,0,0,0,8,M,MIQUEU,Christophe,FI,7,"3,41","5,88",9,F,VEYSSY,Catherine,SOC,5,"2,44","4,2",10,M,LAMOTHE,Benoit,DIV,0,0,0,11,M,D'AMÉCOURT,Yves,LR,29,"14,15","24,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11ème circonscription,151,Donnezac,Commune simple,59.0,3648.0,0.8,45.2339831114, -0.445024799507,"{""type"": ""Polygon""; ""coordinates"": [[[-0.417435220842531; 45.203884022457494]; [-0.436131375669422; 45.19922730060755]; [-0.476030065800202; 45.20041632952467]; [-0.480848900945923; 45.20634088776737]; [-0.477875853198441; 45.21652806936699]; [-0.481563250746514; 45.22657079244353]; [-0.47558272623925; 45.236004414795]; [-0.479689987925753; 45.24969349710901]; [-0.487851263415913; 45.25369316499811]; [-0.454054022601362; 45.26057452222978]; [-0.443182624147889; 45.26803924590886]; [-0.433462996812692; 45.280568737159115]; [-0.418619231280474; 45.273552106039666]; [-0.416122591493728; 45.26739161400613]; [-0.419119829278542; 45.26132448796529]; [-0.424027726482374; 45.24856533422297]; [-0.40990541274304; 45.247969840445855]; [-0.405947520929483; 45.24207913209231]; [-0.413186723819034; 45.22321093426592]; [-0.419172712852244; 45.21039203018234]; [-0.417435220842531; 45.203884022457494]]]}",708,376,"53,11",332,"46,89",11,"1,55","3,31",1,"0,14","0,3",320,"45,2","96,39",1,F,LACOSTE,Michelle,SOC,7,"0,99","2,19",2,F,GOGUET,Caroline,ECO,6,"0,85","1,88",3,M,GIACOMOTTO,Georges,DLF,5,"0,71","1,56",4,M,BOURNAZEAU,Bernard,DVG,9,"1,27","2,81",5,F,CONTE JAUBERT,Mireille,LR,13,"1,84","4,06",6,F,DEPENVEILLER,Laetitia,DIV,1,"0,14","0,31",7,M,JAY,François,EXD,1,"0,14","0,31",8,F,LOSSON,Joëlle,FI,32,"4,52",10,9,M,LABORDE,Sébastien,COM,8,"1,13","2,5",10,M,RICHARD,Olivier,ECO,4,"0,56","1,25",11,M,BEN HADJ SALEM,Marouni,EXG,4,"0,56","1,25",12,F,HAMMERER,Véronique,REM,95,"13,42","29,69",13,M,LORIAUD,Xavier,DVD,24,"3,39","7,5",14,F,LIGOZAT,Sabine,DIV,0,0,0,15,M,BALDÈS,Denis,DVD,19,"2,68","5,94",16,F,DIAZ,Edwige,FN,92,"12,99","28,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
