siretAcheteur;urlProfilAcheteur;urlDCAT;coordonnnees
18 510 251 400 014;http://marne-chambagri.e-marchespublics.com;;CA51 _ Complexe agricole du Mont Bernard_Route de Suippes_51000 CHALONS EN CHAMPAGNE
