siretAcheteur;urlProfilAcheteur;coordonnées
216 203 182 000 11;http://lavenirdelartois.e-marchespublics.com/;Commune d'Etaples/mer - Place du Général de Gaulle - BP 119 - 62630 ETAPLES/MER
