X,Y,nom_dept,nom_com,insee_com,nom_station,code_station,typologie,influence,nom_polluant,id_poll_ue,valeur,unite,metrique,date_debut,date_fin,statut_valid,x_wgs84,y_wgs84,x_l93,y_l93,id,ESRI_OID
1.510147,48.444422,EURE-ET-LOIR,Chartres,28085,Fulbert,FR34041,Urbaine,Fond,,5,0,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.510147,48.444422,"589 825,8653819","6 817 055,6270282",223,223
1.510147,48.444422,EURE-ET-LOIR,Chartres,28085,Fulbert,FR34041,Urbaine,Fond,,5,14.6,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.510147,48.444422,"589 825,8653819","6 817 055,6270282",224,224
1.510147,48.444422,EURE-ET-LOIR,Chartres,28085,Fulbert,FR34041,Urbaine,Fond,,7,50.1,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.510147,48.444422,"589 825,8653819","6 817 055,6270282",225,225
1.510147,48.444422,EURE-ET-LOIR,Chartres,28085,Fulbert,FR34041,Urbaine,Fond,,7,52.5,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,1.510147,48.444422,"589 825,8653819","6 817 055,6270282",226,226
1.510147,48.444422,EURE-ET-LOIR,Chartres,28085,Fulbert,FR34041,Urbaine,Fond,,7,54.9,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.510147,48.444422,"589 825,8653819","6 817 055,6270282",227,227
1.510147,48.444422,EURE-ET-LOIR,Chartres,28085,Fulbert,FR34041,Urbaine,Fond,,7,56.6,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.510147,48.444422,"589 825,8653819","6 817 055,6270282",228,228
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,38,2,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",229,229
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,38,2.1,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",230,230
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,38,3.3,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",231,231
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,38,4.5,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",232,232
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,5,12.1,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",233,233
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,5,16.3,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",234,234
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,5,16.7,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",235,235
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,5,16.8,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",236,236
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,7,45.5,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",237,237
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,7,48.3,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",238,238
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,7,52.7,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",239,239
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,7,53.2,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",240,240
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,8,9.9,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",241,241
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,8,10.6,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",242,242
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,8,11.4,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",243,243
1.358463,48.7297,EURE-ET-LOIR,Dreux,28134,Dreux Centre,FR34046,Urbaine,Fond,,8,11.7,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.358463,48.7297,"579 269,6495605","6 848 985,3490274",244,244
1.23365,48.76089,EURE-ET-LOIR,Saint-Rémy-sur-Avre,28359,Saint-Remy,FR34047,Urbaine,Trafic,,10,0,mg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.23365,48.76089,"570 169,0292245","6 852 650,4905790",245,245
1.23365,48.76089,EURE-ET-LOIR,Saint-Rémy-sur-Avre,28359,Saint-Remy,FR34047,Urbaine,Trafic,,10,217,mg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.23365,48.76089,"570 169,0292245","6 852 650,4905790",246,246
1.23365,48.76089,EURE-ET-LOIR,Saint-Rémy-sur-Avre,28359,Saint-Remy,FR34047,Urbaine,Trafic,,38,41.1,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.23365,48.76089,"570 169,0292245","6 852 650,4905790",247,247
1.23365,48.76089,EURE-ET-LOIR,Saint-Rémy-sur-Avre,28359,Saint-Remy,FR34047,Urbaine,Trafic,,38,45.7,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.23365,48.76089,"570 169,0292245","6 852 650,4905790",248,248
1.23365,48.76089,EURE-ET-LOIR,Saint-Rémy-sur-Avre,28359,Saint-Remy,FR34047,Urbaine,Trafic,,38,52,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,1.23365,48.76089,"570 169,0292245","6 852 650,4905790",249,249
1.23365,48.76089,EURE-ET-LOIR,Saint-Rémy-sur-Avre,28359,Saint-Remy,FR34047,Urbaine,Trafic,,38,58.3,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.23365,48.76089,"570 169,0292245","6 852 650,4905790",250,250
1.23365,48.76089,EURE-ET-LOIR,Saint-Rémy-sur-Avre,28359,Saint-Remy,FR34047,Urbaine,Trafic,,5,18,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.23365,48.76089,"570 169,0292245","6 852 650,4905790",251,251
1.23365,48.76089,EURE-ET-LOIR,Saint-Rémy-sur-Avre,28359,Saint-Remy,FR34047,Urbaine,Trafic,,5,19.3,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.23365,48.76089,"570 169,0292245","6 852 650,4905790",252,252
1.23365,48.76089,EURE-ET-LOIR,Saint-Rémy-sur-Avre,28359,Saint-Remy,FR34047,Urbaine,Trafic,,5,20.3,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,1.23365,48.76089,"570 169,0292245","6 852 650,4905790",253,253
1.23365,48.76089,EURE-ET-LOIR,Saint-Rémy-sur-Avre,28359,Saint-Remy,FR34047,Urbaine,Trafic,,5,21.9,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.23365,48.76089,"570 169,0292245","6 852 650,4905790",254,254
1.23365,48.76089,EURE-ET-LOIR,Saint-Rémy-sur-Avre,28359,Saint-Remy,FR34047,Urbaine,Trafic,,8,28.1,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.23365,48.76089,"570 169,0292245","6 852 650,4905790",255,255
1.23365,48.76089,EURE-ET-LOIR,Saint-Rémy-sur-Avre,28359,Saint-Remy,FR34047,Urbaine,Trafic,,8,28.9,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,1.23365,48.76089,"570 169,0292245","6 852 650,4905790",256,256
1.23365,48.76089,EURE-ET-LOIR,Saint-Rémy-sur-Avre,28359,Saint-Remy,FR34047,Urbaine,Trafic,,8,30.2,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,1.23365,48.76089,"570 169,0292245","6 852 650,4905790",257,257
1.23365,48.76089,EURE-ET-LOIR,Saint-Rémy-sur-Avre,28359,Saint-Remy,FR34047,Urbaine,Trafic,,8,30.3,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.23365,48.76089,"570 169,0292245","6 852 650,4905790",258,258
2.072994,47.222028,CHER,Vierzon,18279,Vierzon,FR34034,Urbaine,Fond,,38,3.4,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.072994,47.222028,,,259,259
2.072994,47.222028,CHER,Vierzon,18279,Vierzon,FR34034,Urbaine,Fond,,38,6.2,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.072994,47.222028,,,260,260
1.4924,48.4492417,EURE-ET-LOIR,Chartres,28085,Chartres_trafic,FR34048,Urbaine,Trafic,,38,0,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.4924,48.4492417,,,261,261
1.4924,48.4492417,EURE-ET-LOIR,Chartres,28085,Chartres_trafic,FR34048,Urbaine,Trafic,,38,10.7,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.4924,48.4492417,,,262,262
2.7381,48.005331,LOIRET,Montargis,45208,Montargis_trafic,FR34064,Urbaine,Trafic,,38,13.2,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.7381,48.005331,,,263,263
2.072994,47.222028,CHER,Vierzon,18279,Vierzon,FR34034,Urbaine,Fond,,6001,0,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.072994,47.222028,,,264,264
2.072994,47.222028,CHER,Vierzon,18279,Vierzon,FR34034,Urbaine,Fond,,6001,10.9,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.072994,47.222028,,,265,265
1.4924,48.4492417,EURE-ET-LOIR,Chartres,28085,Chartres_trafic,FR34048,Urbaine,Trafic,,6001,0,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.4924,48.4492417,,,266,266
1.4924,48.4492417,EURE-ET-LOIR,Chartres,28085,Chartres_trafic,FR34048,Urbaine,Trafic,,6001,10.5,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.4924,48.4492417,,,267,267
2.7381,48.005331,LOIRET,Montargis,45208,Montargis_trafic,FR34064,Urbaine,Trafic,,6001,8.4,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.7381,48.005331,,,268,268
2.072994,47.222028,CHER,Vierzon,18279,Vierzon,FR34034,Urbaine,Fond,,7,35,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.072994,47.222028,,,269,269
2.072994,47.222028,CHER,Vierzon,18279,Vierzon,FR34034,Urbaine,Fond,,7,48.8,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.072994,47.222028,,,270,270
2.072994,47.222028,CHER,Vierzon,18279,Vierzon,FR34034,Urbaine,Fond,,8,12.7,µg/m3,annuelle,2016/01/01 00:00:00+00,2016/12/31 00:00:00+00,1,2.072994,47.222028,,,271,271
2.072994,47.222028,CHER,Vierzon,18279,Vierzon,FR34034,Urbaine,Fond,,8,19,µg/m3,annuelle,2017/01/01 00:00:00+00,2017/12/31 00:00:00+00,1,2.072994,47.222028,,,272,272
1.4924,48.4492417,EURE-ET-LOIR,Chartres,28085,Chartres_trafic,FR34048,Urbaine,Trafic,,8,0,µg/m3,annuelle,2018/01/01 00:00:00+00,2018/12/31 00:00:00+00,1,1.4924,48.4492417,,,273,273
1.4924,48.4492417,EURE-ET-LOIR,Chartres,28085,Chartres_trafic,FR34048,Urbaine,Trafic,,8,19.4,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,1.4924,48.4492417,,,274,274
2.7381,48.005331,LOIRET,Montargis,45208,Montargis_trafic,FR34064,Urbaine,Trafic,,8,21.5,µg/m3,annuelle,2019/01/01 00:00:00+00,2019/12/31 00:00:00+00,1,2.7381,48.005331,,,275,275
