siretAcheteur;urlProfilAcheteur;urlDCAT;coordonnnees
21860177100015 ;https://www.marches-securises.fr;;1 place Joffre - 86170 NEUVILLE DE POITOU
21860177100106 ;https://www.marches-securises.fr;;2 place Joffre - 86170 NEUVILLE DE POITOU
21860177100130 ;https://www.marches-securises.fr;;3 place Joffre - 86170 NEUVILLE DE POITOU
