siretAcheteur;urlProfilAcheteur;urlDCAT;coordonnnees
1,984E+13;https://clicmarche.net;;"Lycée Régional
104 Place Charles de Gaulle
84405 APT Cedex
"
1,91301E+13;https://clicmarche.net;;"Lycée Régional l'Estaque
310 rue Rabelais
13016 MARSEILLE
"
1,98301E+13;https://clicmarche.net;;"Lycée Beaussier
Place Galilée
83500 La Seyne-sur-Mer
"
1,91301E+13;https://clicmarche.net;;"Lycée Paul Langevin
Avenue du Docteur Fleming
13691 MARTIGUES CEDEX
"
1,98408E+13;https://clicmarche.net;;"Lycée Professionnel Argensol
Rue Henri Dunant
84106 ORANGE Cedex
"
1,984E+13;https://clicmarche.net;;"Lycée des métiers Maria Casarès
1 rue des Bavardages
84082 AVIGNON cedex 2
"
