Provenance;CODEZA;NOMZA;Dernière Mise à jour;Code Insee Commune Principale;Commune Principale;Propriétaire;Aménageur;Gestionnaire;Id_Intercommunalite;Intercommunalite;ANNEECREAT;Surface occupee Ha;Surface libre equipee Ha;Surface libre non equipee Ha;Surface des infrastructures Ha;Surface zone verte Ha;Surface Totale Ha;TxOccup;SurfaceDispo;SurfaceCommercialisable
OPENDATA41 - www.pilote41.fr;294;ZA Vau de Chaume;7/4/2015 00:00:00;41198;Saint-Aignan;CC Val-de-Cher - Controis;CC Val-de-Cher - Controis;CC Val-de-Cher - Controis;200040863;Communauté de communes Val-de-Cher - Controis;2011;0,67;4,33;0,00;0,78;1,70;7,50;13,51;4,33;5,01
OPENDATA41 - www.pilote41.fr;295;Zone d'Activités des Chantaupiaux;20/3/2015 00:00:00;45134;Épieds-en-Beauce;;CC Beauce Oratorienne;CC Beauce Oratorienne;244100707;Communauté de communes de la Beauce Oratorienne;2004;8,95;8,98;0,00;3,48;0,00;21,42;49,93;8,98;17,94
OPENDATA41 - www.pilote41.fr;304;Zone artisanale (en projet);12/6/2015 00:00:00;41105;Josnes;commune / privé;CC Beauce et Forêt;CC Beauce et Forêt;244100699;Communauté de communes de Beauce et Forêt;;1,74;0,00;2,63;0,00;0,00;4,37;39,79;2,63;4,37
OPENDATA41 - www.pilote41.fr;305;ZA de La Vallée Laurent;21/5/2015 00:00:00;41226;Saint-Ouen;;CC du Pays de Vendôme;CC du Pays de Vendôme;244100251;Communauté de communes du Pays de Vendôme;;0,99;0,00;12,90;1,09;0,00;14,99;7,19;12,90;13,90
OPENDATA41 - www.pilote41.fr;306;Zone Intermarché;20/3/2015 00:00:00;41173;Ouzouer-le-Marché;L’immobilière européenne des Mousquestaires;;Privé;244100707;Communauté de communes de la Beauce Oratorienne;;1,67;0,00;0,00;0,27;0,78;2,73;100,00;0,00;1,67
OPENDATA41 - www.pilote41.fr;307;Zone Pissier;20/3/2015 00:00:00;41173;Ouzouer-le-Marché;SCI du Muids;;Privé;244100707;Communauté de communes de la Beauce Oratorienne;;1,87;0,00;3,49;0,00;0,00;5,36;34,86;3,49;5,36
OPENDATA41 - www.pilote41.fr;308;Zone Ghestem;20/3/2015 00:00:00;41173;Ouzouer-le-Marché;SCI Christel;;Privé;244100707;Communauté de communes de la Beauce Oratorienne;;2,89;0,00;0,00;0,00;0,00;2,89;100,00;0,00;2,89
OPENDATA41 - www.pilote41.fr;309;Zone Commerciale La Mouée;27/5/2015 00:00:00;41136;Mer;;CC Beauce Ligérienne;CC Beauce Ligérienne;244100681;Communauté de communes de la Beauce Ligérienne;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
OPENDATA41 - www.pilote41.fr;310;Zone Commerciale;27/5/2015 00:00:00;41136;Mer;;Privé;Privé;244100681;Communauté de communes de la Beauce Ligérienne;;4,33;0,00;5,89;0,00;1,66;11,89;42,39;5,89;10,23
OPENDATA41 - www.pilote41.fr;317;ZA Route de Pontlevoy;18/6/2015 00:00:00;41257;Thenay;;CC Val-de-Cher - Controis;CC Val-de-Cher - Controis;200040863;Communauté de communes Val-de-Cher - Controis;2015;4,53;1,18;3,48;0,00;0,00;9,19;49,26;4,66;9,19
