Numéro;Collectivité;Type;Année;Tranche;Objet;Date notification;Entreprise;Code postal;Montant HT;Minimum annuel;Maximum annuel
2015/04;CIAS de la Communauté d'Agglomération Bar-le-Duc Sud Meuse;Marchés de services 2015;2015;Supérieur à 207 000.00 € HT;"Location – entretien et blanchissage du linge au sein
des établissements gérés par le CIAS de la CA Bar-le-Duc Sud Meuse (EHPAD Blanpain – Couchot,
Foyer Logement Les Coquillottes et Bar-le-Duc Santé).";24/07/2015;LES ATELIERS DE L’ADAPEIM;55000;128996,64;N/A;N/A

